,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Waste,Wind Onshore
27,1.9768993641988136e-09,1.9781337070964197e-09,1.9787361633328943e-09,2.0256528742255216e-09,1.970701837681896e-09,2.0256528742255216e-09,1.979116374932872e-09,1.9769243306072385e-09,1.9708743441945524e-09,1.9732898558954083e-09,1.971791744755622e-09
28,1.557070618688086e-09,1.5578946603335159e-09,1.5582487902591638e-09,1.5812291974900127e-09,1.5521836478541225e-09,1.5812291974900127e-09,1.5585207244378124e-09,1.5571017199585857e-09,1.552539557549428e-09,1.5548625378321233e-09,1.551709828118198e-09
29,1.0692711114314821e-09,1.0696669127640647e-09,1.0698143211312314e-09,1.0735577687021416e-09,1.0665352226839862e-09,1.0735577687021416e-09,1.0699172388670091e-09,1.0692467397437218e-09,1.0672598910189426e-09,1.0681330594613376e-09,1.064945728901158e-09
30,8.748579577545917e-09,8.761012904373728e-09,8.764662017187553e-09,1.031854271183215e-08,8.853637238287859e-09,1.031854271183215e-08,8.770352867455029e-09,8.748251871438009e-09,8.783678911265346e-09,8.765983296020596e-09,9.572435196505401e-09
31,1.095045293497784,4.804983212168611,7.865917996207497,0.0009440094704805273,0.047200232497348164,0.0009440094704805273,18.25704818442584,0.9345645183889523,0.11328055165409047,0.1557607568288379,0.00708003881017872
32,4.370662633109574,20.27637029614662,36.289154326559796,0.0038936871914515008,0.19468430541818257,0.0038936871914515008,75.16760989949006,3.7768755049300404,0.48671076190131624,0.6521924205746036,0.038936861959704056
33,7.146073343980601,32.74629213425894,60.85941583646625,0.0062822629599761075,0.3141131146719973,0.0062822629599761075,121.45183552535767,6.093794412110237,0.800988441358778,0.9894563097535573,1.2250411452470047
34,7.9266965672788885,35.8931801249561,67.80585461408455,0.0068629413726396795,0.34314703814086284,0.0068629413726396795,132.71211676052152,6.451164305953559,0.8750249462934281,1.0637558169281345,4.512383543979552
35,7.11131856059249,33.32160696710729,62.31390571134382,0.006251709307593889,0.31258543188887994,0.006251709307593889,120.92367406222616,5.876606107333857,0.797092850256688,0.9533855658591207,5.407727960526778
36,10.650940399637486,48.91974594766797,93.48122963088,0.009322486583888612,0.46612430676885613,0.009322486583888612,180.2036568198087,9.136036404130786,1.1420045509182408,1.468291565335122,10.39457203116712
37,10.605409215984311,49.07327509860736,95.49519789287305,0.009302990998587468,0.465149527456721,0.009302990998587468,180.12915432991343,8.930870918796353,1.1396163416021141,1.418706057800154,9.930942401839163
