,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Wind Onshore
6248,1.1220350797049596e-09,1.1208553034357666e-09,1.122713217162775e-09,1.1224603336238012e-09,1.122002162389694e-09,1.1222288490440086e-09,1.1226288928719666e-09,1.1212176394540192e-09,1.1228143585983803e-09,1.122651949059778e-09,1.121512730928323e-09,1.1222641163965857e-09,1.1281138196200104e-09
6249,9.525471483172904e-10,9.516770962659194e-10,9.53059276718437e-10,9.528071368909592e-10,9.52520975821102e-10,9.523997972133088e-10,9.529971930294502e-10,9.519566707866611e-10,9.53140184626493e-10,9.530152040309258e-10,9.52143514037658e-10,9.529035661228654e-10,9.542161535120725e-10
6250,6.843905390672077e-10,6.838736884091598e-10,6.846636926009293e-10,6.845343083728169e-10,6.843717461352475e-10,6.826914135610201e-10,6.846322105026025e-10,6.838172266821352e-10,6.847130338662536e-10,6.846415586424764e-10,6.841492974613316e-10,6.84613078529642e-10,6.826914135610201e-10
6251,1.1208876489666623e-09,1.119785986670211e-09,1.121566067115462e-09,1.1212241201057357e-09,1.1208460819526316e-09,1.1269337783857792e-09,1.1214647647703147e-09,1.1191888949352995e-09,1.121687317453934e-09,1.1215031613725734e-09,1.1204339291530903e-09,1.1214629439156367e-09,1.1269337783857792e-09
6252,7.067788460583123e-10,7.062705331213879e-10,7.07077966722951e-10,7.069393080199791e-10,7.067669477397839e-10,7.052132479536781e-10,7.070344756937026e-10,7.058222964797537e-10,7.071254179395205e-10,7.070496715816148e-10,7.065738581837511e-10,7.070362091701426e-10,7.052132479536781e-10
6253,6.426257318786451e-10,6.421942993834013e-10,6.428803672490677e-10,6.427756765623816e-10,6.426188209768392e-10,6.407627344423964e-10,6.428124767680884e-10,6.422978542122484e-10,6.42924557619874e-10,6.428586225432293e-10,6.424669820102875e-10,6.428450977531547e-10,6.407627344423964e-10
6254,8.116986991406239e-10,8.110289798346857e-10,8.120886347957199e-10,8.119003537710293e-10,8.116725845958331e-10,8.110682045070946e-10,8.119718682357229e-10,8.111501897539136e-10,8.121590492121447e-10,8.120545900923318e-10,8.114398623025855e-10,8.120183682404353e-10,8.110682045070946e-10
6255,9.469959849549715e-10,9.461888714419571e-10,9.475172653123949e-10,9.472289629719559e-10,9.469550633629314e-10,9.43622038039642e-10,9.473570188179824e-10,9.457810467495263e-10,9.476164121205598e-10,9.474707569974207e-10,9.466685875347657e-10,9.473798059569565e-10,9.485489204706854e-10
6256,1.906623607698958e-09,1.9033542315340334e-09,1.9083928801717155e-09,1.9076803954288265e-09,1.906601112844633e-09,1.951152813286168e-09,1.907828242704206e-09,1.951152813286168e-09,1.908762525446886e-09,1.9082158585379066e-09,1.9055803973318786e-09,1.907568552828642e-09,1.951152813286168e-09
6257,2.0669678864687158e-09,2.062959524175166e-09,2.0689933300397056e-09,2.068265608971746e-09,2.0669407713144374e-09,2.1222727946564066e-09,2.068655204840427e-09,2.066214739688249e-09,2.0693956028113774e-09,2.0687903612389894e-09,2.0657787059064706e-09,2.0669678864687158e-09,2.1222727946564066e-09
6258,1.4456939918571962e-09,1.4437862570543403e-09,1.4468479182664698e-09,1.4464400725430794e-09,1.4457074160015984e-09,1.4463923265686073e-09,1.4467707111281065e-09,1.4449789502072135e-09,1.4470671963531803e-09,1.44673837609842e-09,1.4452274128696089e-09,1.4422512931077223e-09,1.46467276797159e-09
6259,3.541022006087215e-10,3.539537331312871e-10,3.541911218779312e-10,3.54160382099197e-10,3.5410668973506405e-10,3.5416354522625573e-10,3.5418492134444737e-10,3.541316374326764e-10,3.5420929130391965e-10,3.5418219937384453e-10,3.5406264007933085e-10,3.5247779186157564e-10,3.5247779186157564e-10
6260,2.8731232230942283e-10,2.8721667178046534e-10,2.8737797720200077e-10,2.8735480841295594e-10,2.8731773218415864e-10,2.8728141138871645e-10,2.8737116917845833e-10,2.873291814742978e-10,2.8739123230122523e-10,2.8737161525910344e-10,2.87287228612632e-10,2.859641455783116e-10,2.859641455783116e-10
6261,1.984352797386087e-10,1.983851618206135e-10,1.9846590088228074e-10,1.9845717143074573e-10,1.9843778096101267e-10,1.9844345445691372e-10,1.9846562162692258e-10,1.984287371357137e-10,1.9847822219273054e-10,1.9846847976134587e-10,1.9842214868739784e-10,1.9760576454604903e-10,1.9760576454604903e-10
6262,4.0041521504297496e-10,4.002313072901214e-10,4.0046334722030123e-10,4.004745116951433e-10,4.0042717980706496e-10,3.998849228487162e-10,4.004837928310467e-10,4.002313072901214e-10,4.005543106982461e-10,4.005207268792427e-10,4.0037214610549243e-10,3.986499509818982e-10,3.986499509818982e-10
6263,3.377814852181473e-10,3.376376487730953e-10,3.3781383329537795e-10,3.378299341659278e-10,3.377909946630541e-10,3.362153640093253e-10,3.378241771647818e-10,3.3748151456665557e-10,3.3788938323948504e-10,3.3786170985193123e-10,3.3775298156991563e-10,3.362153640093253e-10,3.362153640093253e-10
6264,3.7122809611523433e-10,3.710686877943409e-10,3.7127148482522046e-10,3.712851698095748e-10,3.712411232911921e-10,3.6954615641755406e-10,3.712804952412429e-10,3.7091417607122454e-10,3.713556635420779e-10,3.713238062165488e-10,3.711920924685049e-10,3.6954615641755406e-10,3.6954615641755406e-10
6265,2.6895803459888865e-10,2.6886711377901213e-10,2.689801913306363e-10,2.6898712614708923e-10,2.689640916603646e-10,2.6770026521801964e-10,2.689861448447812e-10,2.687856516000437e-10,2.690306594340855e-10,2.690128530825923e-10,2.689389288144739e-10,2.6770026521801964e-10,2.6770026521801964e-10
6266,3.048035073715014e-10,3.0469566839147486e-10,3.048308270748944e-10,3.0483930925986937e-10,3.0481113863534763e-10,3.0337477773937717e-10,3.0483816955887933e-10,3.0458547572318073e-10,3.0489036589109814e-10,3.0486899406638996e-10,3.04780795152177e-10,3.0337477773937717e-10,3.0337477773937717e-10
6267,3.53674634133612e-10,3.535109627892436e-10,3.537036261432997e-10,3.537132772901569e-10,3.5367782201640884e-10,3.5204609143472574e-10,3.5371365393880695e-10,3.531337832406524e-10,3.53780955046537e-10,3.537526509814634e-10,3.536363309334969e-10,3.5204609143472574e-10,3.5204609143472574e-10
6268,5.107043339737855e-10,5.103624042528654e-10,5.107822487185066e-10,5.1079661556306e-10,5.107244824657143e-10,5.086955071482127e-10,5.108036248918993e-10,5.086955071482127e-10,5.10938935564575e-10,5.108827690476768e-10,5.10637823475018e-10,5.086955071482127e-10,5.086955071482127e-10
6269,1.286679661022261e-09,1.2851662035728491e-09,1.28743734774494e-09,1.2872271108036288e-09,1.2868205759437722e-09,1.2988193423623685e-09,1.2872102510774592e-09,1.2988193423623685e-09,1.2879091099607705e-09,1.2876409621666839e-09,1.2864304931327207e-09,1.2988193423623685e-09,1.2988193423623685e-09
6270,4.055065455285091,0.9413544811450781,23.0269788326009,9.848016104847257,4.779184286480379,0.007241188901594543,10.789370585401095,0.007241188901594543,100.50769377049274,25.271747209306188,2.606827792894485,0.07241188370906101,0.007241188901594543
6271,1.6978436666339374e-09,1.6953902209918338e-09,1.699380048244475e-09,1.6987954556941055e-09,1.698021597619351e-09,1.6982895802238828e-09,1.6991895852781522e-09,1.6976093324303282e-09,1.6997039443066906e-09,1.6992509560485289e-09,1.6972595439512214e-09,1.6973019504326334e-09,1.7299623723822087e-09
6272,1.1793882472278256e-09,1.1786914950010773e-09,1.1802461241682806e-09,1.1798447388196041e-09,1.1794668818501752e-09,1.1796362693903216e-09,1.1801515025726938e-09,1.1792415907008433e-09,1.1803909409657693e-09,1.1801619503245451e-09,1.1790895758998618e-09,1.1797452283293853e-09,1.187454746353574e-09
6273,7.733473437477525e-10,7.732502228442313e-10,7.737548668900996e-10,7.735523455412082e-10,7.733889528545073e-10,7.734597051130381e-10,7.737122639004212e-10,7.70309756474939e-10,7.738190581814236e-10,7.737186228278321e-10,7.732134497721266e-10,7.736368295119713e-10,7.723559727312065e-10
6274,1.0462946095971334e-09,1.0464122461231283e-09,1.0470620326483772e-09,1.0466783722762703e-09,1.0464122461231283e-09,1.0503189316950177e-09,1.0469652295634581e-09,1.044318046232508e-09,1.0471784376980938e-09,1.0469944704175746e-09,1.0461000759341615e-09,1.0469128154608979e-09,1.0503189316950177e-09
6275,1.0232706412974806e-09,1.0235144075195131e-09,1.0240190606026994e-09,1.0236476916757481e-09,1.0233946337724919e-09,1.0267051042104123e-09,1.0239033429018122e-09,1.020498379797367e-09,1.0241293421321472e-09,1.0239544154071431e-09,1.0231082441080256e-09,1.0239033429018122e-09,1.0267051042104123e-09
6276,1.262595419057819e-09,1.2629986375699948e-09,1.2636410224664177e-09,1.2631127606586968e-09,1.2627388611338227e-09,1.2737915622916368e-09,1.263466210639661e-09,1.2597910918485625e-09,1.2638115385538627e-09,1.2635495042313143e-09,1.262359942931619e-09,1.2634803425496268e-09,1.2737915622916368e-09
6277,7.36446059016032e-10,7.366275278181822e-10,7.36863407181413e-10,7.367334575507682e-10,7.365303975183352e-10,7.351753375358904e-10,7.368020835513539e-10,7.359002338323442e-10,7.369220323666222e-10,7.368326041707313e-10,7.363593401315851e-10,7.368057210923905e-10,7.351753375358904e-10
6278,6.921339774710745e-10,6.922911380768547e-10,6.924983699695591e-10,6.923657851651531e-10,6.922083752858632e-10,6.90556952606521e-10,6.924477547467331e-10,6.895312993161386e-10,6.925533871685286e-10,6.924724629098522e-10,6.920506780369751e-10,6.924374035150247e-10,6.90556952606521e-10
6279,1.2481408411656747e-09,1.248525896973809e-09,1.2491662700562142e-09,1.248766003720928e-09,1.2483119600908607e-09,1.2587770840284873e-09,1.2489740331312604e-09,1.2587770840284873e-09,1.2493376280865953e-09,1.2490816182871581e-09,1.2479302230793415e-09,1.2488803780867978e-09,1.2587770840284873e-09
6280,7.995377567844531e-10,7.997439653642851e-10,8.000196408640716e-10,7.998691775660588e-10,7.996332677648645e-10,7.997294236597018e-10,7.999471431375478e-10,7.988737781661158e-10,8.000906198914625e-10,7.999842965134946e-10,7.994431538942928e-10,7.998116764996186e-10,7.988737781661158e-10
6281,7.795293382058999e-10,7.796954993259263e-10,7.799545806414886e-10,7.798226341447161e-10,7.795937239096082e-10,7.796786728731879e-10,7.799072328977567e-10,7.786273159025458e-10,7.800197221366526e-10,7.79920852204097e-10,7.794128990768846e-10,7.795230383965812e-10,7.786273159025458e-10
6282,2.7003984806212864e-09,2.7021864104364748e-09,2.704536888394348e-09,2.7033328190650387e-09,2.7012425482353417e-09,2.705674361325038e-09,2.704442038809029e-09,2.6968225899684935e-09,2.7052073087015943e-09,2.7041995847324525e-09,2.6992633451762866e-09,2.6949408362406418e-09,2.8095293173092346e-09
6283,5.882835023072038e-10,5.883952285763235e-10,5.8854612502891e-10,5.884702749757212e-10,5.883397818392852e-10,5.884027790282048e-10,5.885403500417348e-10,5.884056298337638e-10,5.885858383417304e-10,5.885258739866262e-10,5.882209322888787e-10,5.863553338260583e-10,5.863553338260583e-10
6284,2.483967119634161e-10,2.484151668950854e-10,2.4844991624228284e-10,2.4843026326049995e-10,2.484037424816926e-10,2.484160764453619e-10,2.4844881134752166e-10,2.4840048076650377e-10,2.4846012684485805e-10,2.484449326767131e-10,2.4838426475695386e-10,2.472568645641662e-10,2.472568645641662e-10
6285,2.272160862125504e-10,2.2723154228511734e-10,2.272560642318156e-10,2.272451030176617e-10,2.2722751439155246e-10,2.262003400960741e-10,2.2725503451713374e-10,2.2713552723277898e-10,2.272715656759044e-10,2.2725843187621658e-10,2.2720481513100747e-10,2.262003400960741e-10,2.262003400960741e-10
6286,4.707654529772673e-10,4.708309670690771e-10,4.708358575413113e-10,4.708553700665198e-10,4.707949335571e-10,4.688470530491461e-10,4.708669051899457e-10,4.688470530491461e-10,4.709631483902775e-10,4.709175292564563e-10,4.707169274154969e-10,4.688470530491461e-10,4.688470530491461e-10
6287,4.6424015063940864e-10,4.6430175888897373e-10,4.64308342075371e-10,4.643209374350564e-10,4.642647992718967e-10,4.6232766558192594e-10,4.64336376336035e-10,4.6240731335126235e-10,4.6443216755432116e-10,4.6438672661611206e-10,4.641902647663658e-10,4.6232766558192594e-10,4.6232766558192594e-10
6288,5.434933356347211e-10,5.435876840974596e-10,5.435913925584642e-10,5.436036151782646e-10,5.435303023303355e-10,5.415117441639801e-10,5.4363032704444e-10,5.413219156162495e-10,5.437525632704895e-10,5.436939704487322e-10,5.434287810156715e-10,5.415117441639801e-10,5.415117441639801e-10
6289,4.475760094398569e-10,4.4763710363656165e-10,4.4763710363656165e-10,4.476463044783127e-10,4.4759872876974494e-10,4.4569823423931966e-10,4.4766541915031287e-10,4.472206069739637e-10,4.4775159020273585e-10,4.477084367797784e-10,4.475300276573326e-10,4.4569823423931966e-10,4.4569823423931966e-10
6290,3.729422468440963e-10,3.7298417281010775e-10,3.7298748849446817e-10,3.7299099970110354e-10,3.7295786863286664e-10,3.7126040667594553e-10,3.730045299600641e-10,3.7195026350475977e-10,3.7306801756710104e-10,3.73035912084534e-10,3.729106154530725e-10,3.7126040667594553e-10,3.7126040667594553e-10
6291,7.572764634949498e-10,7.57451544940495e-10,7.574608275423833e-10,7.574797863613672e-10,7.573442166883973e-10,7.561613654397898e-10,7.575378445583956e-10,7.546726416277682e-10,7.577545557840857e-10,7.576533195339285e-10,7.571608784794618e-10,7.561613654397898e-10,7.561613654397898e-10
6292,7.228450654612029e-10,7.229749405462888e-10,7.229792403725649e-10,7.230006725102839e-10,7.22880424341051e-10,7.214413123592541e-10,7.230533357153019e-10,7.214413123592541e-10,7.232499897911093e-10,7.231569407787217e-10,7.227046312249864e-10,7.214413123592541e-10,7.214413123592541e-10
6293,2.952425495157556e-09,2.9543972339571195e-09,2.955950393119367e-09,2.954667773985536e-09,2.9530773927161204e-09,3.088065438796149e-09,2.9553735315769323e-09,3.088065438796149e-09,2.9579747296110304e-09,2.9567200596834913e-09,2.9506722617986693e-09,3.088065438796149e-09,3.088065438796149e-09
6294,4.546065348705753,7.955614359839311,25.571617584029028,10.47218624900929,5.357862732308989,0.008117974361793437,11.933421539495079,0.6575558812458913,114.54461082694067,27.19521235123545,3.003650319859582,0.08117973888636909,0.008117974361793437
6295,8.262558014320472e-09,8.262070074533295e-09,8.271107686136299e-09,8.263777444963611e-09,8.262186422187325e-09,8.261992471818735e-09,8.268628818113462e-09,8.263944505896895e-09,8.276233038234729e-09,8.268695996799607e-09,8.265194551172932e-09,8.26682776114354e-09,9.676442130358426e-09
6296,1.564523954113297e-09,1.5650123417824347e-09,1.5659102123474905e-09,1.5653627388657934e-09,1.5646932845072406e-09,1.5649266433621652e-09,1.565826042257011e-09,1.5645060784150156e-09,1.5661646381238463e-09,1.5657594568113518e-09,1.5640222090571914e-09,1.5650508608249222e-09,1.5894435767474146e-09
6297,5.908303527573592e-10,5.909271877101774e-10,5.910737328680717e-10,5.909937622184583e-10,5.908726536876126e-10,5.909241455489733e-10,5.910597867860215e-10,5.903859253742504e-10,5.911140352110786e-10,5.910506850573277e-10,5.90730915443838e-10,5.91000315150053e-10,5.88878454889896e-10
6298,1.0992110933783538e-09,1.0995188466031965e-09,1.0999831724734107e-09,1.0997263438110507e-09,1.099321626277492e-09,1.1047057593313669e-09,1.0999627630298595e-09,1.1047057593313669e-09,1.1001484711049898e-09,1.0999379797627575e-09,1.0989867292413702e-09,1.0998381360899609e-09,1.1047057593313669e-09
6299,1.7902614994038845e-09,1.7908898091985203e-09,1.7919467179575584e-09,1.79122671570774e-09,1.7904667999645567e-09,1.8277366199524106e-09,1.791872907747264e-09,1.8277366199524106e-09,1.7923749232695162e-09,1.7918381840905145e-09,1.7896663584567358e-09,1.79168890938297e-09,1.8277366199524106e-09
6300,1.1567881606775033e-09,1.1570925502457146e-09,1.1576422239370614e-09,1.1573185567812877e-09,1.1568671197476176e-09,1.1640876726548412e-09,1.1575376264266067e-09,1.15430845568305e-09,1.1577869786002166e-09,1.1575635320814467e-09,1.1565060863528332e-09,1.1574995681588442e-09,1.1640876726548412e-09
6301,8.971484289379847e-10,8.97347709471968e-10,8.976882694315941e-10,8.975074655678271e-10,8.971895420535122e-10,8.978268080604716e-10,8.976199308473547e-10,8.967712428697697e-10,8.977752665169104e-10,8.976425841165426e-10,8.969534197319648e-10,8.975973251002314e-10,8.978268080604716e-10
6302,8.465107667352183e-10,8.467007353703718e-10,8.470019883190276e-10,8.468419140795927e-10,8.4655488498665e-10,8.463990148129994e-10,8.46931560039744e-10,8.460332599192071e-10,8.470780594070595e-10,8.469614033104721e-10,8.463390626673292e-10,8.46899165199128e-10,8.463990148129994e-10
6303,9.41830908184508e-10,9.420596126706668e-10,9.42432631290039e-10,9.422421501029125e-10,9.418903806864768e-10,9.433538164262833e-10,9.42352245012575e-10,9.433538164262833e-10,9.425276927191916e-10,9.423821419018105e-10,9.416288753002813e-10,9.422534931302022e-10,9.433538164262833e-10
6304,1.141114519829824e-09,1.1414714513577829e-09,1.1419868728704383e-09,1.1417212949617885e-09,1.1412291654802529e-09,1.14796216559342e-09,1.1419084339000404e-09,1.140559956623923e-09,1.1421332220647391e-09,1.1419240014957942e-09,1.1408952284659995e-09,1.1415544266871228e-09,1.14796216559342e-09
6305,1.1391607360128368e-09,1.1395323073006915e-09,1.1400414278618623e-09,1.139777305987584e-09,1.1392866836783268e-09,1.1459612614083253e-09,1.1399819852162342e-09,1.1390074252595533e-09,1.1401823440301763e-09,1.1399737418849443e-09,1.1389544695867872e-09,1.1391485012452043e-09,1.1459612614083253e-09
6306,5.3112954515090846e-09,5.3137188654890275e-09,5.322704344516502e-09,5.318213627680716e-09,5.312096981216432e-09,5.314064333016507e-09,5.321953870680077e-09,5.311132625841506e-09,5.324723813934755e-09,5.321490351074347e-09,5.310708213664279e-09,5.3209923063853125e-09,5.883372055875322e-09
6307,1.1419461958769106e-09,1.1422177949652042e-09,1.1428556139702726e-09,1.1425902929806967e-09,1.1420940417611345e-09,1.1426082485991108e-09,1.142826883916709e-09,1.1420046310610218e-09,1.142986595126733e-09,1.1427753293439347e-09,1.1417697930685497e-09,1.148853199317267e-09,1.148853199317267e-09
6308,2.595508435851408e-10,2.5956721403989794e-10,2.596102587364535e-10,2.595910231481381e-10,2.5955988483715387e-10,2.5959330537290695e-10,2.59607354202881e-10,2.595541534770176e-10,2.5962053765768704e-10,2.5960429643419616e-10,2.595386185521444e-10,2.58348835915291e-10,2.58348835915291e-10
6309,3.364101018732234e-10,3.364345599180912e-10,3.3648695425018406e-10,3.3647119536428106e-10,3.364233663186884e-10,3.3570364988095745e-10,3.364898708319886e-10,3.3625343362500005e-10,3.3651753038755847e-10,3.364910600488435e-10,3.3638728346268123e-10,3.348608650389377e-10,3.348608650389377e-10
6310,3.145313614602625e-10,3.145534966165399e-10,3.145678383668766e-10,3.1458561234328556e-10,3.145430146612955e-10,3.133514018639419e-10,3.146024551031879e-10,3.141630198524296e-10,3.146283472995974e-10,3.1460457958216735e-10,3.1451138917572504e-10,3.130647409188866e-10,3.130647409188866e-10
6311,2.6572803249068713e-10,2.657441085074176e-10,2.657516675436841e-10,2.657633638501318e-10,2.6573640835413546e-10,2.6449208476498296e-10,2.6578029016423623e-10,2.65070626106194e-10,2.6580106379834267e-10,2.657832471390547e-10,2.657139966888828e-10,2.6449208476498296e-10,2.6449208476498296e-10
6312,3.392196118351851e-10,3.3913258403179676e-10,3.3925422497700453e-10,3.392615576816256e-10,3.3922929837069e-10,3.376554774978564e-10,3.392831787123149e-10,3.382578388279272e-10,3.393249686718594e-10,3.392978334478082e-10,3.3919030260006445e-10,3.376554774978564e-10,3.376554774978564e-10
6313,3.593031670068222e-10,3.5915991918752323e-10,3.593339506669415e-10,3.593393645444647e-10,3.5930767435506274e-10,3.5766255832166544e-10,3.5936677510898433e-10,3.5822227545949504e-10,3.594125137175779e-10,3.593827776526575e-10,3.5926639525453207e-10,3.5766255832166544e-10,3.5766255832166544e-10
6314,3.7607971636982834e-10,3.759258800361476e-10,3.7611552509494375e-10,3.761224947634894e-10,3.7608733933528907e-10,3.743896686887603e-10,3.7615157277010457e-10,3.7490493982341276e-10,3.761997785006415e-10,3.7616830423991175e-10,3.7604469081847235e-10,3.743896686887603e-10,3.743896686887603e-10
6315,3.2225091400202917e-10,3.2213310470978956e-10,3.2228109976502796e-10,3.222871807922752e-10,3.222607359550666e-10,3.2075308830229044e-10,3.223095855935385e-10,3.208455990009106e-10,3.2234803786350103e-10,3.2232321400033086e-10,3.2222968807447005e-10,3.2075308830229044e-10,3.2075308830229044e-10
6316,1.2195983133202545e-09,1.218453899084396e-09,1.219920326168019e-09,1.219985043681425e-09,1.2196824158272044e-09,1.229247240933529e-09,1.2202530200481862e-09,1.229247240933529e-09,1.220646846262284e-09,1.2204075094876751e-09,1.2193522783296884e-09,1.229247240933529e-09,1.229247240933529e-09
6317,0.16013596094061677,0.04395890121858344,0.6593833261847938,0.3642307957825634,0.20409484844237874,0.0003140090912769609,0.6656631672572869,0.0003140090912769609,4.42728796968905,1.0895524396544463,0.11617707344688029,0.0003140090912769609,0.0003140090912769609
6318,4.223266369741541,1.2513381840123436,24.94855503337744,9.776079558866705,5.083561370873623,0.00782086419244367,17.675151841988285,1.0949209110792015,110.19596878191668,26.825562308574636,2.8937195498101187,0.07820863701252317,0.00782086419244367
6319,2.504950869523582e-08,2.5538299470563912e-08,2.4815083802257605e-08,2.485671236192181e-08,2.4982236139070727e-08,3.601434913439312e-08,2.481793834653009e-08,2.4978779525913778e-08,2.4806486043500178e-08,2.4821553242837572e-08,2.5157789631529337e-08,2.52361286873987e-08,3.601434913439312e-08
6320,1.2524734435071217e-09,1.251317778924096e-09,1.2534371751255095e-09,1.2530761670810546e-09,1.2525610074742472e-09,1.252768846834353e-09,1.2534280304752632e-09,1.2526522827178773e-09,1.2535970653748927e-09,1.25333766061559e-09,1.252178926123005e-09,1.2528284073583535e-09,1.2632186616288943e-09
6321,1.1213804785829277e-09,1.1205077117285443e-09,1.1222411450684195e-09,1.1219346270499135e-09,1.1215013630127694e-09,1.1173161042638613e-09,1.1222360299177232e-09,1.1215100724228888e-09,1.1223730346747064e-09,1.1221636064635456e-09,1.1211843561154577e-09,1.121983708490261e-09,1.1275977763439475e-09
6322,9.496783691975802e-10,9.490096578726449e-10,9.50305393817523e-10,9.500996428465658e-10,9.497485134494442e-10,9.51382055290901e-10,9.50295973341702e-10,9.48241137018562e-10,9.504036702970699e-10,9.502522689118671e-10,9.495186502835152e-10,9.50182006895215e-10,9.51382055290901e-10
6323,8.516090067770165e-10,8.510305897521358e-10,8.520942224657235e-10,8.519311386006351e-10,8.516478361327631e-10,8.515679492525873e-10,8.520992758115177e-10,8.515679492525873e-10,8.521897702873648e-10,8.520664730811776e-10,8.514585585493346e-10,8.520332669641077e-10,8.515679492525873e-10
6324,1.00968356514356e-09,1.0089160419026916e-09,1.010324896673383e-09,1.010122321079882e-09,1.0097252017570992e-09,1.0127201101839506e-09,1.010306426877968e-09,1.008964467306011e-09,1.0104637638523191e-09,1.010292755888632e-09,1.0094674408837676e-09,1.010251985395327e-09,1.0127201101839506e-09
6325,1.2836049427117901e-09,1.2826724376600911e-09,1.2846197692589633e-09,1.2843160886846324e-09,1.2837269079051127e-09,1.2956217252455364e-09,1.284530034322543e-09,1.2833495704527458e-09,1.2848358576365854e-09,1.284566746951528e-09,1.2833495704527458e-09,1.2844744982176417e-09,1.2956217252455364e-09
6326,1.3833171947757358e-09,1.3828613644274124e-09,1.3845062510466923e-09,1.384157513241474e-09,1.3835014424362754e-09,1.399605450884104e-09,1.3843987554225262e-09,1.3833171947757358e-09,1.3847497799800125e-09,1.3844418717649934e-09,1.3830743253035844e-09,1.3842685211990283e-09,1.399605450884104e-09
6327,1.0567471940628744e-09,1.0568451274840067e-09,1.0574935709332796e-09,1.057252943273222e-09,1.0568122595127992e-09,1.0610396388762966e-09,1.0574059758566613e-09,1.05634955421019e-09,1.0576147256296857e-09,1.0574296000812651e-09,1.0565468279192129e-09,1.0572794877008696e-09,1.0610396388762966e-09
6328,1.4233701160255501e-09,1.4237146322901252e-09,1.4245389986031565e-09,1.424030900433919e-09,1.4234398833376412e-09,1.423478010057622e-09,1.424388562065123e-09,1.419375476496806e-09,1.4247526005303006e-09,1.4244292252327107e-09,1.4230442420882679e-09,1.4239361575006773e-09,1.4413893164471344e-09
6329,1.2216189932787376e-09,1.2219605979030094e-09,1.2225192285251772e-09,1.222145412564863e-09,1.2216405893992872e-09,1.217324598790989e-09,1.2224951708929502e-09,1.2311823750320957e-09,1.2226770632904789e-09,1.2224358927833017e-09,1.2213324433828454e-09,1.221547950711018e-09,1.2311823750320957e-09
6330,1.945404147118433e-09,1.946188160251328e-09,1.947264081969139e-09,1.9464822392208626e-09,1.945531950790262e-09,1.9467226405379216e-09,1.9473593718761714e-09,1.943803290367691e-09,1.9477373190546854e-09,1.947171833928225e-09,1.94470689673345e-09,1.9397692731365225e-09,1.9926336195421328e-09
6331,3.162692452071128e-10,3.162971589368115e-10,3.163480710313196e-10,3.163192600532841e-10,3.162798144540713e-10,3.163241636754012e-10,3.1634756772016096e-10,3.1629941563893975e-10,3.163625597424451e-10,3.163406187867606e-10,3.162499064628862e-10,3.1479473643426046e-10,3.1479473643426046e-10
6332,2.8117473567959905e-10,2.811491164525675e-10,2.8122962254318213e-10,2.8121482026383284e-10,2.81181512483715e-10,2.8121723887847905e-10,2.812384047702572e-10,2.811961051346366e-10,2.812509961358768e-10,2.8123228849753326e-10,2.811589336588532e-10,2.798620717332257e-10,2.798620717332257e-10
6333,1.8246095558750505e-10,1.824197650906143e-10,1.824894102016467e-10,1.8248340424001328e-10,1.8246552496970504e-10,1.8239079280300618e-10,1.824917261851335e-10,1.8247798619935584e-10,1.824999360610415e-10,1.8249150429835133e-10,1.8245315653399013e-10,1.8174167149628994e-10,1.8174167149628994e-10
6334,2.592402971060337e-10,2.5915937332744697e-10,2.5926456544305713e-10,2.5927637267198334e-10,2.592488821833983e-10,2.5841263640218115e-10,2.5928209098208234e-10,2.5908364672048367e-10,2.593109138386478e-10,2.592941197612821e-10,2.59226944940502e-10,2.580396500290826e-10,2.580396500290826e-10
6335,2.125231814938918e-10,2.1250173408252127e-10,2.1254001915170422e-10,2.1254923733682376e-10,2.1252877385799477e-10,2.1160114503152365e-10,2.1255336649742857e-10,2.1209413722385373e-10,2.12573864188378e-10,2.1256229960520411e-10,2.1251272913734232e-10,2.1160114503152365e-10,2.1160114503152365e-10
6336,2.3209336736540772e-10,2.3210565667367002e-10,2.3210838837046557e-10,2.3211467788320604e-10,2.320974858574239e-10,2.3104569710323212e-10,2.3211426040500964e-10,2.316312762258992e-10,2.3214928458683496e-10,2.3213560369481462e-10,2.320795225962135e-10,2.3104569710323212e-10,2.3104569710323212e-10
6337,2.1999372025574937e-10,2.200061929890485e-10,2.2000646618335985e-10,2.200110293344881e-10,2.199969563845939e-10,2.1902055240985206e-10,2.2001226354333722e-10,2.1957387018783594e-10,2.2004487151956178e-10,2.2003223747105116e-10,2.1998002589180648e-10,2.1902055240985206e-10,2.1902055240985206e-10
6338,2.301351675643435e-10,2.301505338803069e-10,2.3015165600657614e-10,2.3015770952682383e-10,2.301408181508205e-10,2.2910046334101863e-10,2.3015689479558473e-10,2.2968125704523186e-10,2.30191381907112e-10,2.3017798020898803e-10,2.3012368644706398e-10,2.2910046334101863e-10,2.2910046334101863e-10
6339,2.0248876282701635e-10,2.0250032347522817e-10,2.0250127713845262e-10,2.0250799787466503e-10,2.024920856429717e-10,2.0163089140205076e-10,2.0250589204813068e-10,2.0184954803587364e-10,2.0253373830130751e-10,2.0252310708386888e-10,2.0247799445377084e-10,2.0163089140205076e-10,2.0163089140205076e-10
