,Biomass  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
4035,594.0,208.0,268.0,1.0,229.0,745.0,1862.0,49.0,37.0,16.0,1000.0
4036,586.0,216.0,303.0,1.0,296.0,739.0,1862.0,46.0,37.0,15.0,904.0
4037,581.0,213.0,357.0,1.0,317.0,1162.0,1860.0,45.0,37.0,16.0,729.0
4038,578.0,212.0,392.0,1.0,321.0,1676.0,1860.0,43.0,37.0,16.0,634.0
4039,576.0,201.0,435.0,1.0,320.0,1809.0,1864.0,43.0,37.0,16.0,825.0
4040,575.0,201.0,435.0,1.0,330.0,1802.0,1867.0,43.0,37.0,16.0,889.0
4041,583.0,206.0,439.0,1.0,327.0,1661.0,1867.0,43.0,40.0,16.0,1017.0
4042,573.0,209.0,443.0,1.0,322.0,1773.0,1863.0,43.0,41.0,17.0,1023.0
4043,575.0,214.0,427.0,1.0,325.0,1707.0,1861.0,43.0,41.0,16.0,1101.0
4044,592.0,213.0,400.0,1.0,325.0,1619.0,1861.0,43.0,41.0,16.0,1171.0
4045,588.0,210.0,358.0,1.0,318.0,1486.0,1860.0,43.0,38.0,17.0,1303.0
4046,578.0,208.0,335.0,1.0,260.0,1255.0,1859.0,43.0,37.0,17.0,1294.0
4047,567.0,198.0,328.0,1.0,244.0,1050.0,1860.0,43.0,37.0,15.0,1327.0
4048,559.0,173.0,341.0,1.0,249.0,1031.0,1859.0,43.0,37.0,16.0,1351.0
4049,552.0,159.0,400.0,1.0,273.0,1163.0,1859.0,43.0,37.0,17.0,1329.0
4050,550.0,151.0,402.0,1.0,271.0,1150.0,1860.0,45.0,37.0,17.0,1221.0
4051,523.0,168.0,375.0,1.0,226.0,1048.0,1863.0,46.0,40.0,17.0,1112.0
4052,513.0,198.0,302.0,1.0,200.0,908.0,1865.0,48.0,40.0,17.0,1055.0
4053,523.0,180.0,275.0,1.0,202.0,888.0,1866.0,49.0,40.0,17.0,1079.0
4054,532.0,184.0,274.0,1.0,200.0,709.0,1865.0,49.0,40.0,17.0,1059.0
4055,522.0,184.0,274.0,1.0,198.0,676.0,1867.0,54.0,40.0,17.0,1096.0
4056,508.0,214.0,274.0,1.0,174.0,584.0,1868.0,52.0,40.0,17.0,1110.0
4057,501.0,195.0,273.0,1.0,171.0,625.0,1868.0,56.0,40.0,17.0,1097.0
4058,501.0,194.0,274.0,1.0,173.0,609.0,1869.0,56.0,40.0,17.0,1030.0
4059,502.0,205.0,274.0,1.0,178.0,611.0,1871.0,56.0,40.0,17.0,918.0
4060,504.0,212.0,276.0,1.0,225.0,717.0,1873.0,52.0,40.0,17.0,814.0
4061,498.0,224.0,325.0,1.0,302.0,1186.0,1872.0,52.0,40.0,16.0,753.0
4062,502.0,225.0,355.0,1.0,327.0,1570.0,1870.0,52.0,40.0,17.0,780.0
4063,506.0,224.0,355.0,9.0,325.0,1610.0,1868.0,50.0,39.0,17.0,836.0
4064,514.0,223.0,319.0,73.0,320.0,1572.0,1868.0,49.0,35.0,18.0,940.0
4065,519.0,222.0,281.0,2.0,313.0,1617.0,1869.0,49.0,35.0,18.0,1016.0
4066,522.0,223.0,271.0,2.0,318.0,1587.0,1870.0,49.0,35.0,18.0,1076.0
4067,519.0,207.0,269.0,2.0,331.0,1565.0,1870.0,49.0,38.0,17.0,1095.0
4068,507.0,207.0,270.0,2.0,340.0,1518.0,1868.0,49.0,38.0,15.0,1118.0
4069,518.0,199.0,272.0,2.0,341.0,1500.0,1867.0,49.0,40.0,15.0,1066.0
4070,520.0,209.0,274.0,2.0,302.0,1052.0,1866.0,49.0,40.0,18.0,1063.0
4071,526.0,211.0,266.0,2.0,260.0,869.0,1864.0,49.0,40.0,18.0,1033.0
4072,534.0,217.0,266.0,2.0,268.0,891.0,1863.0,49.0,40.0,23.0,1020.0
4073,534.0,220.0,266.0,2.0,310.0,889.0,1864.0,52.0,40.0,33.0,1081.0
4074,520.0,217.0,266.0,2.0,305.0,911.0,1865.0,52.0,41.0,35.0,1058.0
4075,521.0,214.0,266.0,2.0,253.0,886.0,1866.0,56.0,41.0,35.0,1046.0
4076,541.0,209.0,267.0,2.0,229.0,826.0,1866.0,56.0,41.0,35.0,1123.0
4077,538.0,204.0,268.0,2.0,229.0,799.0,1868.0,56.0,41.0,35.0,1183.0
4078,535.0,205.0,268.0,2.0,230.0,694.0,1870.0,58.0,41.0,35.0,1151.0
4079,536.0,207.0,268.0,2.0,229.0,683.0,1871.0,59.0,39.0,35.0,1397.0
4080,525.0,210.0,268.0,2.0,231.0,660.0,1872.0,59.0,39.0,36.0,1491.0
4081,515.0,210.0,269.0,2.0,230.0,669.0,1872.0,59.0,39.0,37.0,1427.0
4082,509.0,208.0,269.0,2.0,229.0,699.0,1873.0,59.0,39.0,35.0,1376.0
4083,529.0,201.0,268.0,2.0,231.0,765.0,1875.0,56.0,39.0,36.0,1377.0
4084,512.0,199.0,268.0,2.0,227.0,841.0,1875.0,50.0,39.0,36.0,1299.0
4085,503.0,219.0,269.0,2.0,221.0,1055.0,1875.0,49.0,39.0,35.0,1256.0
4086,491.0,216.0,270.0,2.0,214.0,1237.0,1874.0,49.0,40.0,35.0,1259.0
4087,487.0,218.0,271.0,9.0,226.0,1359.0,1875.0,49.0,41.0,35.0,1291.0
4088,506.0,217.0,270.0,9.0,241.0,1335.0,1875.0,49.0,41.0,35.0,1326.0
4089,505.0,216.0,270.0,2.0,230.0,1305.0,1871.0,49.0,41.0,35.0,1355.0
4090,487.0,219.0,269.0,2.0,215.0,1267.0,1871.0,49.0,41.0,35.0,1352.0
4091,545.25,211.13333333333333,446.85,1.1166666666666667,298.21666666666664,1580.6333333333334,2180.0833333333335,142.36666666666667,35.13333333333333,19.066666666666666,504.45
4092,546.2,210.85,444.55,1.6166666666666667,296.71666666666664,1545.15,2187.616666666667,142.2,35.2,18.833333333333332,523.0833333333334
4093,477.0,221.0,271.0,2.0,211.0,926.0,1870.0,46.0,43.0,35.0,1425.0
4094,472.0,221.0,267.0,2.0,205.0,1047.0,1866.0,46.0,43.0,35.0,1405.0
4095,526.0,221.0,267.0,2.0,205.0,973.0,1865.0,46.0,43.0,35.0,1398.0
4096,490.0,204.0,264.0,2.0,204.0,1085.0,1865.0,46.0,43.0,35.0,1337.0
4097,475.0,184.0,258.0,2.0,209.0,1333.0,1864.0,46.0,43.0,35.0,1253.0
4098,491.0,198.0,259.0,2.0,211.0,1452.0,1862.0,46.0,43.0,35.0,1159.0
4099,535.0,192.0,256.0,2.0,206.0,1323.0,1861.0,46.0,41.0,35.0,1133.0
4100,524.0,196.0,253.0,2.0,207.0,1114.0,1863.0,49.0,42.0,35.0,1097.0
4101,529.0,202.0,254.0,2.0,205.0,1053.0,1863.0,54.0,42.0,35.0,1120.0
4102,505.0,203.0,267.0,2.0,207.0,945.0,1863.0,58.0,42.0,35.0,1174.0
4103,494.0,191.0,267.0,2.0,210.0,780.0,1866.0,59.0,42.0,34.0,1158.0
4104,489.0,195.0,264.0,2.0,214.0,768.0,1866.0,61.0,42.0,34.0,998.0
4105,531.0,196.0,261.0,2.0,213.0,675.0,1867.0,62.0,42.0,35.0,870.0
4106,535.0,195.0,261.0,2.0,214.0,677.0,1867.0,62.0,42.0,35.0,644.0
4107,508.0,193.0,277.0,2.0,214.0,677.0,1866.0,58.0,42.0,35.0,402.0
4108,515.0,195.0,311.0,2.0,237.0,808.0,1865.0,51.0,42.0,35.0,225.0
4109,523.0,174.0,390.0,2.0,306.0,1149.0,1867.0,46.0,41.0,35.0,145.0
4110,527.0,146.0,435.0,2.0,325.0,1595.0,1869.0,46.0,41.0,36.0,164.0
4111,518.0,141.0,446.0,25.0,325.0,1747.0,1870.0,46.0,43.0,35.0,177.0
4112,506.0,138.0,444.0,13.0,320.0,1644.0,1868.0,44.0,40.0,35.0,205.0
4113,487.0,142.0,447.0,0.0,324.0,1729.0,1869.0,43.0,44.0,36.0,257.0
4114,523.0,130.0,446.0,0.0,324.0,1686.0,1869.0,43.0,44.0,36.0,276.0
4115,483.0,135.0,447.0,0.0,322.0,1760.0,1869.0,43.0,44.0,35.0,278.0
4116,481.0,144.0,448.0,0.0,323.0,1817.0,1869.0,43.0,44.0,36.0,284.0
4117,480.0,198.0,425.0,0.0,314.0,1681.0,1868.0,43.0,44.0,35.0,281.0
4118,478.0,222.0,410.0,0.0,299.0,1287.0,1867.0,46.0,44.0,35.0,279.0
4119,524.0,220.0,407.0,0.0,286.0,953.0,1866.0,46.0,44.0,36.0,253.0
4120,492.0,218.0,408.0,0.0,295.0,1013.0,1865.0,46.0,44.0,36.0,232.0
4121,506.0,220.0,406.0,0.0,310.0,1158.0,1864.0,49.0,43.0,35.0,233.0
4122,476.0,221.0,376.0,0.0,311.0,1017.0,1864.0,49.0,44.0,35.0,255.0
4123,477.0,218.0,330.0,0.0,289.0,832.0,1864.0,49.0,44.0,36.0,303.0
4124,481.0,220.0,328.0,0.0,223.0,776.0,1865.0,49.0,44.0,35.0,383.0
4125,484.0,217.0,267.0,0.0,208.0,721.0,1864.0,53.0,44.0,31.0,513.0
4126,484.0,220.0,223.0,0.0,185.0,676.0,1864.0,56.0,44.0,21.0,538.0
4127,504.0,214.0,223.0,0.0,117.0,695.0,1864.0,56.0,44.0,12.0,605.0
4128,488.0,207.0,223.0,0.0,86.0,630.0,1865.0,56.0,44.0,6.0,705.0
4129,506.0,205.0,223.0,0.0,82.0,634.0,1861.0,58.0,44.0,6.0,872.0
4130,506.0,197.0,223.0,0.0,85.0,666.0,1861.0,59.0,44.0,6.0,1047.0
4131,500.0,193.0,223.0,0.0,88.0,701.0,1862.0,56.0,44.0,6.0,1124.0
4132,504.0,176.0,222.0,0.0,85.0,712.0,1864.0,56.0,44.0,6.0,1177.0
4133,515.0,137.0,220.0,0.0,82.0,799.0,1865.0,54.0,44.0,6.0,1226.0
4134,515.0,178.0,220.0,0.0,81.0,1115.0,1865.0,52.0,44.0,6.0,1281.0
4135,510.0,197.0,220.0,0.0,82.0,1164.0,1864.0,52.0,44.0,6.0,1278.0
4136,519.0,199.0,220.0,0.0,84.0,1163.0,1864.0,49.0,44.0,6.0,1358.0
4137,507.0,185.0,222.0,0.0,87.0,1137.0,1863.0,49.0,44.0,6.0,1410.0
4138,507.0,194.0,222.0,0.0,86.0,1067.0,1863.0,49.0,43.0,6.0,1328.0
4139,502.0,211.0,222.0,0.0,86.0,1192.0,1862.0,52.0,44.0,6.0,1217.0
4140,504.0,201.0,221.0,0.0,91.0,1261.0,1862.0,56.0,44.0,6.0,1237.0
4141,505.0,209.0,220.0,0.0,89.0,1174.0,1863.0,56.0,44.0,6.0,1110.0
4142,532.0,221.0,221.0,0.0,92.0,913.0,1864.0,56.0,44.0,6.0,993.0
4143,531.0,225.0,222.0,0.0,93.0,866.0,1865.0,56.0,44.0,6.0,897.0
4144,524.0,222.0,222.0,0.0,94.0,924.0,1864.0,56.0,44.0,9.0,844.0
4145,510.0,219.0,222.0,0.0,105.0,1357.0,1864.0,56.0,44.0,16.0,846.0
4146,505.0,221.0,222.0,0.0,110.0,1356.0,1864.0,56.0,44.0,16.0,879.0
4147,511.0,221.0,222.0,0.0,111.0,909.0,1864.0,58.0,44.0,12.0,916.0
4148,503.0,221.0,215.0,0.0,105.0,838.0,1864.0,59.0,44.0,6.0,880.0
4149,500.0,214.0,211.0,0.0,103.0,924.0,1864.0,59.0,44.0,6.0,781.0
4150,500.0,189.0,211.0,0.0,100.0,835.0,1864.0,59.0,44.0,6.0,766.0
4151,511.0,228.0,211.0,0.0,98.0,664.0,1864.0,59.0,44.0,6.0,829.0
4152,517.0,224.0,211.0,0.0,103.0,642.0,1864.0,59.0,44.0,6.0,797.0
4153,510.0,219.0,211.0,0.0,103.0,730.0,1864.0,59.0,44.0,6.0,767.0
4154,514.0,219.0,211.0,0.0,102.0,716.0,1865.0,59.0,44.0,6.0,671.0
4155,507.0,217.0,211.0,0.0,100.0,708.0,1864.0,59.0,44.0,6.0,564.0
4156,510.0,219.0,211.0,0.0,100.0,703.0,1864.0,59.0,41.0,6.0,509.0
4157,511.0,211.0,215.0,0.0,97.0,753.0,1864.0,59.0,43.0,6.0,484.0
4158,510.0,208.0,222.0,0.0,97.0,748.0,1864.0,59.0,43.0,6.0,479.0
4159,511.0,210.0,221.0,0.0,97.0,853.0,1864.0,54.0,43.0,6.0,512.0
4160,503.0,215.0,221.0,0.0,93.0,960.0,1864.0,52.0,43.0,6.0,577.0
4161,501.0,219.0,221.0,0.0,92.0,960.0,1867.0,49.0,43.0,6.0,699.0
4162,507.0,202.0,223.0,0.0,91.0,881.0,2034.0,51.0,43.0,6.0,781.0
4163,506.0,212.0,221.0,0.0,89.0,877.0,2212.0,52.0,42.0,6.0,813.0
4164,508.0,211.0,220.0,0.0,85.0,871.0,2344.0,52.0,42.0,6.0,946.0
4165,505.0,214.0,220.0,0.0,82.0,855.0,2452.0,52.0,43.0,6.0,1037.0
4166,503.0,220.0,223.0,0.0,82.0,851.0,2451.0,50.0,43.0,6.0,956.0
4167,510.0,215.0,223.0,0.0,82.0,859.0,2452.0,49.0,43.0,6.0,929.0
4168,505.0,213.0,222.0,0.0,82.0,901.0,2452.0,49.0,43.0,6.0,902.0
4169,501.0,211.0,225.0,0.0,82.0,969.0,2451.0,49.0,43.0,6.0,739.0
4170,501.0,215.0,225.0,0.0,83.0,985.0,2463.0,51.0,43.0,6.0,586.0
4171,502.0,208.0,225.0,0.0,85.0,966.0,2484.0,56.0,43.0,6.0,598.0
4172,500.0,210.0,225.0,0.0,86.0,876.0,2495.0,56.0,43.0,6.0,656.0
4173,504.0,216.0,224.0,0.0,91.0,847.0,2510.0,58.0,43.0,6.0,671.0
4174,498.0,207.0,214.0,0.0,94.0,811.0,2520.0,59.0,43.0,6.0,593.0
4175,499.0,212.0,214.0,0.0,91.0,708.0,2534.0,59.0,43.0,6.0,515.0
4176,493.0,208.0,214.0,0.0,91.0,683.0,2535.0,59.0,43.0,6.0,412.0
4177,489.0,217.0,214.0,0.0,94.0,686.0,2534.0,59.0,43.0,6.0,354.0
4178,487.0,210.0,214.0,0.0,100.0,674.0,2527.0,59.0,43.0,6.0,256.0
4179,487.0,208.0,214.0,0.0,96.0,667.0,2527.0,59.0,43.0,6.0,212.0
4180,491.0,203.0,214.0,0.0,93.0,702.0,2527.0,56.0,43.0,6.0,147.0
4181,495.0,203.0,214.0,0.0,91.0,733.0,2527.0,52.0,43.0,6.0,81.0
4182,487.0,195.0,215.0,0.0,91.0,733.0,2527.0,49.0,43.0,6.0,73.0
4183,483.0,196.0,222.0,0.0,87.0,784.0,2528.0,47.0,43.0,6.0,91.0
4184,483.0,195.0,221.0,0.0,84.0,744.0,2529.0,46.0,43.0,6.0,113.0
4185,483.0,201.0,221.0,0.0,84.0,751.0,2529.0,46.0,43.0,6.0,144.0
4186,483.0,210.0,221.0,0.0,79.0,797.0,2529.0,46.0,43.0,6.0,176.0
4187,480.0,212.0,221.0,0.0,78.0,865.0,2529.0,46.0,43.0,6.0,206.0
4188,481.0,213.0,221.0,0.0,80.0,855.0,2531.0,46.0,43.0,6.0,205.0
4189,482.0,208.0,221.0,0.0,78.0,842.0,2531.0,46.0,43.0,6.0,179.0
4190,482.0,203.0,221.0,0.0,78.0,910.0,2532.0,46.0,43.0,6.0,173.0
4191,470.0,210.0,221.0,0.0,77.0,1004.0,2532.0,46.0,43.0,6.0,158.0
4192,458.0,201.0,223.0,0.0,77.0,1089.0,2532.0,46.0,43.0,6.0,147.0
4193,465.0,145.0,221.0,0.0,76.0,1082.0,2530.0,46.0,43.0,6.0,151.0
4194,468.0,147.0,222.0,0.0,79.0,1146.0,2530.0,46.0,43.0,6.0,159.0
4195,471.0,152.0,222.0,0.0,80.0,1158.0,2530.0,46.0,43.0,6.0,188.0
4196,465.0,141.0,221.0,0.0,82.0,1182.0,2530.0,49.0,43.0,6.0,246.0
4197,463.0,122.0,221.0,0.0,82.0,1107.0,2529.0,52.0,43.0,6.0,347.0
4198,466.0,121.0,222.0,0.0,83.0,974.0,2529.0,56.0,43.0,6.0,426.0
4199,473.0,123.0,222.0,0.0,83.0,849.0,2530.0,56.0,43.0,6.0,393.0
4200,467.0,128.0,221.0,0.0,84.0,795.0,2530.0,56.0,43.0,6.0,399.0
4201,464.0,133.0,249.0,0.0,86.0,733.0,2530.0,59.0,43.0,6.0,417.0
4202,467.0,193.0,230.0,0.0,85.0,737.0,2529.0,59.0,43.0,6.0,383.0
4203,467.0,221.0,222.0,0.0,83.0,786.0,2529.0,59.0,43.0,6.0,312.0
4204,466.0,223.0,222.0,0.0,83.0,940.0,2528.0,53.0,43.0,6.0,238.0
4205,464.0,215.0,224.0,0.0,86.0,1194.0,2527.0,51.0,42.0,6.0,194.0
4206,464.0,215.0,275.0,0.0,97.0,1723.0,2527.0,49.0,41.0,6.0,137.0
4207,478.0,220.0,297.0,0.0,94.0,1892.0,2531.0,48.0,43.0,6.0,89.0
4208,498.0,219.0,322.0,0.0,91.0,1860.0,2528.0,46.0,43.0,6.0,67.0
4209,499.0,216.0,349.0,0.0,91.0,2095.0,2526.0,46.0,43.0,6.0,73.0
4210,498.0,200.0,368.0,0.0,86.0,2131.0,2526.0,46.0,43.0,6.0,91.0
4211,500.0,184.0,394.0,0.0,98.0,2003.0,2527.0,45.0,43.0,6.0,132.0
4212,500.0,197.0,425.0,0.0,150.0,1754.0,2525.0,43.0,43.0,6.0,170.0
4213,501.0,214.0,425.0,0.0,183.0,1664.0,2523.0,43.0,43.0,7.0,202.0
4214,495.0,215.0,415.0,0.0,210.0,1365.0,2522.0,43.0,43.0,17.0,226.0
4215,496.0,217.0,408.0,0.0,284.0,1250.0,2521.0,43.0,43.0,27.0,173.0
4216,499.0,217.0,408.0,0.0,304.0,1279.0,2521.0,43.0,43.0,36.0,126.0
4217,499.0,215.0,410.0,0.0,307.0,1362.0,2521.0,43.0,43.0,36.0,115.0
4218,492.0,192.0,411.0,0.0,305.0,1305.0,2543.0,43.0,43.0,36.0,125.0
4219,487.0,194.0,389.0,0.0,284.0,1170.0,2543.0,45.0,43.0,36.0,170.0
4220,484.0,222.0,353.0,0.0,224.0,1109.0,2557.0,47.0,41.0,36.0,246.0
4221,478.0,202.0,304.0,0.0,217.0,1020.0,2560.0,49.0,40.0,36.0,311.0
4222,482.0,200.0,280.0,0.0,215.0,980.0,2560.0,52.0,40.0,36.0,434.0
4223,496.0,200.0,281.0,0.0,209.0,859.0,2574.0,53.0,40.0,36.0,548.0
4224,488.0,200.0,290.0,0.0,208.0,848.0,2579.0,56.0,40.0,36.0,669.0
4225,481.0,197.0,295.0,0.0,207.0,746.0,2579.0,56.0,40.0,36.0,701.0
4226,481.0,199.0,296.0,0.0,208.0,765.0,2592.0,53.0,40.0,36.0,724.0
4227,480.0,200.0,313.0,0.0,208.0,827.0,2597.0,51.0,40.0,36.0,714.0
4228,466.0,200.0,358.0,0.0,226.0,968.0,2596.0,47.0,40.0,34.0,549.0
4229,467.0,196.0,428.0,0.0,297.0,1286.0,2612.0,46.0,40.0,33.0,413.0
4230,468.0,205.0,463.0,0.0,324.0,1470.0,2614.0,46.0,42.0,35.0,281.0
4231,464.0,220.0,459.0,21.0,320.0,1714.0,2614.0,46.0,42.0,35.0,199.0
4232,464.0,213.0,463.0,14.0,323.0,1879.0,2630.0,45.0,42.0,35.0,163.0
4233,478.0,216.0,461.0,3.0,321.0,1797.0,2634.0,43.0,42.0,35.0,199.0
4234,485.0,200.0,450.0,3.0,322.0,1852.0,2632.0,43.0,42.0,35.0,262.0
4235,489.0,188.0,444.0,3.0,321.0,1841.0,2633.0,34.0,40.0,31.0,305.0
4236,489.0,187.0,419.0,3.0,322.0,1774.0,2633.0,27.0,40.0,30.0,313.0
4237,489.0,188.0,348.0,3.0,323.0,1739.0,2632.0,27.0,40.0,32.0,331.0
4238,475.0,193.0,316.0,3.0,297.0,1487.0,2512.0,27.0,42.0,34.0,363.0
4239,475.0,185.0,288.0,3.0,287.0,1362.0,2627.0,27.0,42.0,34.0,382.0
4240,490.0,188.0,291.0,3.0,287.0,1312.0,2633.0,27.0,42.0,36.0,398.0
4241,493.0,215.0,296.0,3.0,290.0,1348.0,2643.0,27.0,42.0,37.0,422.0
4242,490.0,205.0,304.0,2.0,295.0,1316.0,2644.0,31.0,42.0,37.0,469.0
4243,496.0,210.0,294.0,0.0,298.0,1258.0,2652.0,33.0,42.0,35.0,577.0
4244,495.0,189.0,285.0,0.0,306.0,1263.0,2653.0,35.0,42.0,37.0,763.0
4245,496.0,184.0,283.0,0.0,300.0,1196.0,2664.0,38.0,42.0,35.0,976.0
4246,499.0,180.0,283.0,0.0,264.0,975.0,2665.0,41.0,42.0,35.0,1106.0
4247,503.0,185.0,283.0,0.0,211.0,806.0,2674.0,41.0,42.0,35.0,1113.0
4248,499.0,179.0,282.0,0.0,205.0,713.0,2676.0,43.0,42.0,36.0,1158.0
4249,502.0,186.0,281.0,0.0,207.0,689.0,2659.0,44.0,42.0,35.0,1191.0
4250,502.0,183.0,281.0,0.0,207.0,680.0,2686.0,44.0,42.0,36.0,1110.0
4251,497.0,185.0,282.0,0.0,205.0,767.0,2695.0,40.0,42.0,36.0,902.0
4252,498.0,183.0,295.0,0.0,219.0,828.0,2695.0,36.0,42.0,36.0,699.0
4253,499.0,171.0,297.0,0.0,283.0,1223.0,2696.0,34.0,42.0,36.0,581.0
4254,498.0,145.0,297.0,0.0,287.0,1386.0,2698.0,29.0,42.0,36.0,535.0
4255,487.0,145.0,333.0,0.0,291.0,1557.0,2705.0,29.0,42.0,36.0,549.0
4256,487.0,146.0,353.0,0.0,301.0,1594.0,2703.0,28.0,42.0,36.0,592.0
4257,484.0,151.0,341.0,0.0,311.0,1604.0,2703.0,26.0,42.0,36.0,622.0
4258,490.0,154.0,359.0,0.0,315.0,1543.0,2705.0,25.0,41.0,36.0,671.0
4259,485.0,150.0,355.0,0.0,310.0,1460.0,2711.0,25.0,40.0,36.0,693.0
4260,480.0,147.0,345.0,0.0,308.0,1400.0,2711.0,25.0,40.0,36.0,688.0
4261,488.0,152.0,336.0,0.0,293.0,1402.0,2710.0,25.0,42.0,36.0,695.0
4262,489.0,157.0,337.0,0.0,288.0,1417.0,2709.0,25.0,42.0,36.0,648.0
4263,490.0,148.0,331.0,0.0,292.0,1351.0,2607.0,25.0,42.0,36.0,551.0
4264,492.0,146.0,310.0,0.0,307.0,1385.0,2703.0,25.0,42.0,36.0,436.0
4265,488.0,155.0,300.0,0.0,310.0,1427.0,2719.0,25.0,41.0,36.0,359.0
4266,517.0,147.0,310.0,0.0,305.0,1475.0,2719.0,28.0,39.0,36.0,290.0
4267,523.0,159.0,325.0,0.0,305.0,1374.0,2721.0,32.0,39.0,36.0,249.0
4268,517.0,157.0,299.0,0.0,300.0,1286.0,2722.0,36.0,40.0,36.0,303.0
4269,521.0,150.0,279.0,0.0,290.0,1191.0,2722.0,39.0,41.0,36.0,398.0
4270,519.0,163.0,281.0,0.0,274.0,894.0,2725.0,42.0,41.0,36.0,497.0
4271,523.0,192.0,273.0,0.0,213.0,713.0,2733.0,44.0,41.0,36.0,558.0
4272,517.0,201.0,267.0,0.0,203.0,696.0,2735.0,45.0,41.0,36.0,662.0
4273,513.0,213.0,265.0,0.0,205.0,709.0,2736.0,47.0,41.0,29.0,641.0
4274,511.0,212.0,265.0,0.0,207.0,701.0,2736.0,47.0,40.0,26.0,611.0
4275,504.0,207.0,272.0,0.0,211.0,725.0,2736.0,45.0,34.0,26.0,545.0
4276,490.0,205.0,324.0,0.0,246.0,804.0,2737.0,40.0,33.0,19.0,502.0
4277,490.0,210.0,368.0,0.0,307.0,1073.0,2737.0,35.0,30.0,15.0,464.0
4278,498.0,225.0,423.0,0.0,321.0,1428.0,2737.0,28.0,29.0,25.0,375.0
4279,455.0,223.0,444.0,0.0,324.0,1585.0,2736.0,27.0,29.0,27.0,283.0
4280,439.0,222.0,455.0,25.0,323.0,1648.0,2736.0,25.0,29.0,28.0,282.0
4281,442.0,205.0,457.0,1.0,324.0,1705.0,2735.0,25.0,29.0,26.0,259.0
4282,453.0,209.0,456.0,1.0,328.0,1757.0,2735.0,25.0,29.0,27.0,299.0
4283,508.0,218.0,455.0,1.0,318.0,1737.0,2734.0,25.0,29.0,27.0,304.0
4284,520.0,206.0,449.0,1.0,327.0,1650.0,2732.0,25.0,36.0,27.0,314.0
4285,541.0,209.0,441.0,1.0,321.0,1536.0,2730.0,25.0,40.0,27.0,286.0
4286,550.0,221.0,395.0,1.0,321.0,1377.0,2730.0,25.0,42.0,32.0,241.0
4287,551.0,223.0,384.0,1.0,319.0,1294.0,2728.0,25.0,42.0,35.0,191.0
4288,553.0,224.0,384.0,1.0,318.0,1294.0,2728.0,25.0,42.0,35.0,197.0
4289,553.0,207.0,397.0,1.0,318.0,1315.0,2728.0,25.0,42.0,35.0,218.0
4290,566.0,197.0,399.0,1.0,305.0,1307.0,2727.0,30.0,42.0,35.0,315.0
4291,574.0,217.0,360.0,1.0,281.0,1142.0,2726.0,34.0,42.0,35.0,423.0
4292,563.0,175.0,290.0,1.0,244.0,971.0,2727.0,36.0,42.0,36.0,412.0
4293,561.0,176.0,278.0,1.0,203.0,1031.0,2728.0,39.0,42.0,36.0,346.0
4294,571.0,203.0,268.0,1.0,205.0,838.0,2731.0,41.0,42.0,36.0,407.0
4295,577.0,195.0,241.0,1.0,219.0,750.0,2732.0,42.0,42.0,36.0,546.0
4296,574.0,190.0,240.0,1.0,229.0,781.0,2733.0,44.0,42.0,35.0,631.0
4297,571.0,196.0,239.0,1.0,226.0,763.0,2733.0,44.0,42.0,35.0,777.0
4298,577.0,195.0,239.0,1.0,225.0,707.0,2733.0,44.0,42.0,36.0,1010.0
4299,579.0,199.0,240.0,1.0,213.0,709.0,2733.0,44.0,42.0,37.0,1127.0
4300,592.0,200.0,244.0,1.0,207.0,782.0,2732.0,47.0,42.0,37.0,1240.0
4301,593.0,221.0,298.0,1.0,258.0,1005.0,2733.0,47.0,42.0,37.0,1307.0
4302,596.0,208.0,328.0,1.0,315.0,1293.0,2734.0,47.0,42.0,37.0,1410.0
4303,597.0,150.0,378.0,1.0,319.0,1442.0,2733.0,44.0,42.0,37.0,1548.0
4304,601.0,162.0,413.0,1.0,324.0,1503.0,2735.0,44.0,42.0,35.0,1625.0
4305,605.0,170.0,430.0,1.0,324.0,1458.0,2735.0,44.0,42.0,36.0,1665.0
4306,604.0,160.0,365.0,1.0,315.0,1335.0,2735.0,41.0,42.0,35.0,1681.0
4307,606.0,203.0,309.0,1.0,312.0,1264.0,2734.0,41.0,42.0,35.0,1711.0
4308,608.0,206.0,292.0,1.0,305.0,1173.0,2734.0,41.0,42.0,37.0,1718.0
4309,609.0,204.0,289.0,1.0,313.0,1133.0,2735.0,41.0,42.0,36.0,1671.0
4310,609.0,238.0,291.0,1.0,311.0,1096.0,2734.0,41.0,42.0,37.0,1660.0
4311,600.0,227.0,290.0,1.0,272.0,1090.0,2734.0,42.0,42.0,35.0,1603.0
4312,599.0,247.0,288.0,1.0,272.0,1091.0,2735.0,44.0,42.0,36.0,1607.0
4313,600.0,248.0,291.0,1.0,311.0,1170.0,2735.0,44.0,42.0,37.0,1569.0
4314,610.0,250.0,289.0,1.0,316.0,1248.0,2410.0,44.0,42.0,35.0,1469.0
