,Biomass  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
3753,552.0,206.0,532.0,13.0,365.0,1804.0,1890.0,275.0,19.0,0.0,710.0
3754,509.0,210.0,534.0,1.0,362.0,1853.0,1890.0,276.0,18.0,0.0,723.0
3755,530.0,215.0,545.0,1.0,366.0,1925.0,1890.0,275.0,23.0,0.0,661.0
3756,534.0,227.0,552.0,8.0,363.0,1930.0,1890.0,275.0,23.0,0.0,632.0
3757,537.0,264.0,549.0,2.0,355.0,1890.0,1891.0,275.0,23.0,0.0,598.0
3758,541.0,234.0,546.0,1.0,360.0,1644.0,1890.0,275.0,23.0,0.0,590.0
3759,546.0,204.0,546.0,1.0,376.0,1453.0,1890.0,274.0,22.0,0.0,501.0
3760,550.0,200.0,544.0,1.0,376.0,1631.0,1890.0,273.0,21.0,0.0,463.0
3761,557.0,199.0,543.0,1.0,367.0,1810.0,1889.0,273.0,23.0,0.0,433.0
3762,558.0,208.0,544.0,1.0,371.0,1854.0,1889.0,274.0,26.0,0.0,459.0
3763,555.0,206.0,539.0,1.0,390.0,1485.0,1889.0,275.0,26.0,0.0,528.0
3764,553.0,203.0,536.0,1.0,399.0,1309.0,1889.0,277.0,26.0,0.0,581.0
3765,554.0,214.0,536.0,1.0,410.0,1278.0,1889.0,280.0,26.0,0.0,697.0
3766,560.0,197.0,527.0,1.0,413.0,988.0,1888.0,271.0,26.0,0.0,845.0
3767,565.0,202.0,525.0,1.0,418.0,771.0,1888.0,270.0,26.0,0.0,890.0
3768,563.0,197.0,525.0,1.0,414.0,697.0,1888.0,271.0,26.0,0.0,920.0
3769,555.0,191.0,524.0,1.0,398.0,699.0,1890.0,272.0,26.0,0.0,1010.0
3770,555.0,192.0,524.0,1.0,395.0,728.0,1890.0,272.0,26.0,0.0,980.0
3771,543.0,229.0,526.0,1.0,403.0,819.0,1889.0,271.0,27.0,0.0,890.0
3772,540.0,242.0,526.0,1.0,402.0,1049.0,1887.0,269.0,28.0,0.0,814.0
3773,537.0,232.0,538.0,1.0,413.0,1624.0,1886.0,278.0,27.0,0.0,728.0
3774,533.0,233.0,541.0,1.0,410.0,2008.0,1888.0,277.0,26.0,0.0,739.0
3775,533.0,226.0,545.0,1.0,381.0,1908.0,1888.0,277.0,28.0,0.0,782.0
3776,528.0,208.0,546.0,6.0,379.0,1885.0,1888.0,277.0,28.0,0.0,751.0
3777,525.0,210.0,548.0,10.0,374.0,1946.0,1887.0,276.0,28.0,0.0,774.0
3778,529.0,197.0,546.0,3.0,375.0,1925.0,1886.0,275.0,28.0,0.0,812.0
3779,522.0,210.0,545.0,1.0,373.0,1871.0,1886.0,275.0,28.0,0.0,883.0
3780,517.0,225.0,545.0,13.0,374.0,1824.0,1886.0,274.0,28.0,0.0,843.0
3781,518.0,227.0,545.0,1.0,374.0,1869.0,1887.0,275.0,29.0,0.0,848.0
3782,519.0,218.0,546.0,1.0,383.0,1689.0,1886.0,275.0,29.0,0.0,811.0
3783,520.0,219.0,545.0,1.0,378.0,1595.0,1886.0,275.0,29.0,0.0,779.0
3784,531.0,202.0,546.0,1.0,377.0,1637.0,1886.0,274.0,29.0,0.0,621.0
3785,541.0,210.0,543.0,1.0,398.0,1789.0,1885.0,272.0,28.0,0.0,515.0
3786,543.0,198.0,547.0,1.0,401.0,1928.0,1885.0,277.0,27.0,0.0,423.0
3787,548.0,187.0,545.0,1.0,399.0,1574.0,1885.0,276.0,27.0,0.0,380.0
3788,532.0,203.0,542.0,1.0,402.0,1296.0,1886.0,278.0,27.0,0.0,404.0
3789,541.0,216.0,539.0,1.0,406.0,1106.0,1885.0,279.0,27.0,0.0,412.0
3790,543.0,228.0,532.0,1.0,402.0,833.0,1885.0,272.0,27.0,0.0,414.0
3791,545.0,213.0,529.0,1.0,387.0,836.0,1885.0,271.0,27.0,0.0,377.0
3792,541.0,214.0,525.0,1.0,389.0,750.0,1886.0,273.0,27.0,0.0,324.0
3793,552.0,214.0,525.0,1.0,370.0,719.0,1886.0,274.0,27.0,0.0,288.0
3794,543.0,180.0,525.0,1.0,367.0,811.0,1886.0,273.0,27.0,0.0,270.0
3795,545.0,193.0,530.0,1.0,364.0,890.0,1886.0,271.0,27.0,0.0,255.0
3796,546.0,194.0,531.0,1.0,367.0,1216.0,1887.0,269.0,27.0,0.0,213.0
3797,541.0,200.0,543.0,1.0,355.0,1807.0,1886.0,275.0,27.0,0.0,152.0
3798,543.0,181.0,547.0,1.0,349.0,2324.0,1886.0,273.0,27.0,0.0,76.0
3799,539.0,195.0,549.0,1.0,342.0,2313.0,1886.0,275.0,27.0,0.0,97.0
3800,535.0,199.0,548.0,1.0,328.0,2181.0,1886.0,274.0,27.0,0.0,138.0
3801,540.0,195.0,548.0,1.0,326.0,2076.0,1886.0,274.0,27.0,0.0,201.0
3802,535.0,205.0,546.0,1.0,305.0,2046.0,1886.0,274.0,29.0,0.0,266.0
3803,534.0,203.0,542.0,1.0,305.0,1962.0,1886.0,272.0,29.0,0.0,317.0
3804,532.0,201.0,541.0,1.0,299.0,2034.0,1887.0,272.0,29.0,0.0,336.0
3805,541.0,206.0,540.0,1.0,272.0,2006.0,1888.0,271.0,29.0,0.0,323.0
3806,543.0,205.0,540.0,1.0,256.0,1826.0,1888.0,270.0,29.0,0.0,292.0
3807,544.0,208.0,541.0,1.0,264.0,1704.0,1887.0,270.0,29.0,0.0,263.0
3808,554.0,204.0,541.0,1.0,263.0,1634.0,1887.0,270.0,29.0,0.0,243.0
3809,554.0,206.0,541.0,1.0,255.0,1672.0,1887.0,271.0,29.0,0.0,178.0
3810,551.0,213.0,540.0,1.0,212.0,1821.0,1887.0,271.0,29.0,0.0,131.0
3811,559.0,213.0,542.0,1.0,210.0,1559.0,1887.0,273.0,29.0,0.0,108.0
3812,550.0,215.0,541.0,1.0,224.0,1338.0,1887.0,275.0,29.0,0.0,114.0
3813,550.0,208.0,541.0,1.0,223.0,1180.0,1888.0,278.0,29.0,0.0,129.0
3814,549.0,208.0,541.0,1.0,220.0,913.0,1887.0,280.0,29.0,0.0,116.0
3815,553.0,205.0,452.0,1.0,214.0,825.0,1887.0,196.0,29.0,0.0,117.0
3816,559.0,215.0,319.0,1.0,208.0,786.0,1888.0,67.0,29.0,0.0,145.0
3817,553.0,225.0,319.0,1.0,209.0,759.0,1888.0,67.0,29.0,0.0,151.0
3818,551.0,222.0,318.0,1.0,206.0,726.0,1888.0,67.0,29.0,0.0,127.0
3819,553.0,211.0,320.0,1.0,199.0,734.0,1889.0,67.0,29.0,0.0,103.0
3820,548.0,206.0,318.0,1.0,195.0,787.0,1889.0,63.0,29.0,0.0,85.0
3821,550.0,215.0,317.0,1.0,185.0,995.0,1889.0,61.0,29.0,0.0,94.0
3822,542.0,237.0,317.0,1.0,174.0,1435.0,1889.0,61.0,29.0,0.0,118.0
3823,542.0,222.0,318.0,1.0,176.0,1690.0,1889.0,58.0,29.0,0.0,130.0
3824,542.0,240.0,317.0,1.0,172.0,1922.0,1889.0,58.0,29.0,0.0,156.0
3825,545.0,241.0,317.0,1.0,158.0,1991.0,1888.0,52.0,29.0,0.0,179.0
3826,544.0,226.0,317.0,1.0,166.0,1931.0,1887.0,52.0,29.0,0.0,175.0
3827,534.0,219.0,318.0,1.0,165.0,1792.0,1886.0,52.0,29.0,0.0,160.0
3828,541.0,193.0,318.0,1.0,160.0,1675.0,1885.0,52.0,29.0,0.0,163.0
3829,540.0,209.0,319.0,1.0,158.0,1648.0,1885.0,52.0,29.0,0.0,144.0
3830,538.0,214.0,319.0,1.0,159.0,1491.0,1884.0,52.0,29.0,0.0,139.0
3831,540.0,186.0,319.0,1.0,177.0,1266.0,1883.0,52.0,29.0,0.0,134.0
3832,540.0,154.0,315.0,1.0,180.0,1388.0,1883.0,52.0,29.0,0.0,132.0
3833,549.0,176.0,312.0,1.0,175.0,1840.0,1882.0,52.0,29.0,0.0,113.0
3834,547.0,202.0,312.0,1.0,173.0,1778.0,1883.0,54.0,29.0,0.0,78.0
3835,547.0,192.0,313.0,1.0,178.0,1381.0,1883.0,56.0,29.0,0.0,69.0
3836,539.0,193.0,313.0,1.0,179.0,1103.0,1884.0,58.0,29.0,0.0,71.0
3837,543.0,213.0,313.0,1.0,188.0,998.0,1884.0,60.0,29.0,0.0,53.0
3838,553.0,220.0,300.0,1.0,191.0,775.0,1883.0,62.0,29.0,0.0,44.0
3839,558.0,209.0,298.0,1.0,188.0,879.0,1884.0,62.0,29.0,0.0,46.0
3840,556.0,213.0,297.0,1.0,177.0,851.0,1885.0,62.0,29.0,0.0,51.0
3841,552.0,209.0,297.0,1.0,175.0,828.0,1884.0,62.0,29.0,0.0,50.0
3842,546.0,219.0,297.0,1.0,179.0,770.0,1884.0,62.0,29.0,0.0,49.0
3843,540.0,214.0,298.0,1.0,182.0,776.0,1884.0,61.0,29.0,0.0,45.0
3844,547.0,193.0,297.0,1.0,171.0,754.0,1884.0,59.0,29.0,0.0,44.0
3845,548.0,222.0,296.0,1.0,168.0,833.0,1884.0,52.0,29.0,0.0,38.0
3846,550.0,219.0,296.0,1.0,163.0,1060.0,1885.0,49.0,29.0,0.0,26.0
3847,553.0,215.0,295.0,1.0,171.0,1179.0,1885.0,49.0,29.0,0.0,29.0
3848,552.0,211.0,296.0,1.0,178.0,1176.0,1884.0,46.0,29.0,0.0,47.0
3849,556.0,226.0,292.0,1.0,175.0,1184.0,1883.0,46.0,29.0,0.0,62.0
3850,556.0,222.0,281.0,1.0,176.0,1203.0,1883.0,46.0,29.0,0.0,81.0
3851,554.0,230.0,269.0,1.0,173.0,1253.0,1882.0,46.0,29.0,0.0,109.0
3852,557.0,228.0,267.0,1.0,176.0,1301.0,1882.0,46.0,29.0,0.0,141.0
3853,555.0,224.0,266.0,1.0,173.0,1249.0,1881.0,46.0,29.0,0.0,139.0
3854,555.0,225.0,267.0,1.0,173.0,1231.0,1881.0,46.0,29.0,0.0,112.0
3855,552.0,223.0,265.0,1.0,171.0,1294.0,1882.0,46.0,29.0,0.0,99.0
3856,550.0,229.0,266.0,1.0,172.0,1247.0,1881.0,46.0,29.0,0.0,74.0
3857,552.0,234.0,280.0,1.0,172.0,1138.0,1881.0,46.0,29.0,0.0,96.0
3858,557.0,229.0,281.0,1.0,172.0,1164.0,1880.0,46.0,29.0,0.0,107.0
3859,560.0,225.0,284.0,1.0,171.0,1177.0,1881.0,46.0,29.0,0.0,121.0
3860,558.0,220.0,290.0,1.0,178.0,1182.0,1881.0,48.0,29.0,0.0,150.0
3861,551.0,217.0,286.0,1.0,178.0,1165.0,1883.0,49.0,29.0,0.0,182.0
3862,553.0,223.0,294.0,1.0,179.0,914.0,1883.0,56.0,29.0,0.0,201.0
3863,555.0,226.0,292.0,1.0,181.0,848.0,1884.0,56.0,29.0,0.0,235.0
3864,553.0,230.0,292.0,1.0,182.0,787.0,1884.0,56.0,29.0,0.0,230.0
3865,559.0,226.0,292.0,1.0,182.0,758.0,1884.0,59.0,29.0,0.0,257.0
3866,560.0,226.0,292.0,1.0,198.0,726.0,1884.0,59.0,29.0,0.0,212.0
3867,561.0,227.0,292.0,1.0,245.0,757.0,1883.0,56.0,29.0,0.0,241.0
3868,558.0,229.0,312.0,1.0,264.0,900.0,1883.0,52.0,29.0,0.0,200.0
3869,557.0,228.0,363.0,1.0,261.0,1153.0,1880.0,49.0,29.0,0.0,97.0
3870,557.0,237.0,391.0,1.0,252.0,1517.0,1879.0,48.0,29.0,0.0,85.0
3871,556.0,244.0,390.0,1.0,248.0,1697.0,1883.0,44.0,29.0,0.0,98.0
3872,559.0,239.0,399.0,1.0,280.0,1689.0,1881.0,43.0,29.0,0.0,133.0
3873,558.0,236.0,401.0,1.0,347.0,1671.0,1878.0,43.0,29.0,0.0,192.0
3874,558.0,231.0,398.0,1.0,376.0,1633.0,1878.0,43.0,29.0,0.0,274.0
3875,559.0,242.0,376.0,1.0,408.0,1523.0,1879.0,43.0,29.0,0.0,360.0
3876,559.0,238.0,388.0,1.0,404.0,1444.0,1880.0,43.0,29.0,0.0,411.0
3877,557.0,232.0,393.0,4.0,382.0,1411.0,1879.0,43.0,29.0,0.0,539.0
3878,562.0,231.0,353.0,1.0,371.0,1339.0,1879.0,45.0,29.0,0.0,614.0
3879,559.0,227.0,348.0,1.0,375.0,1304.0,1878.0,46.0,29.0,0.0,638.0
3880,551.0,228.0,348.0,1.0,376.0,1353.0,1879.0,46.0,29.0,0.0,623.0
3881,553.0,230.0,347.0,1.0,375.0,1168.0,1880.0,46.0,29.0,0.0,598.0
3882,548.0,222.0,350.0,1.0,377.0,1166.0,1880.0,46.0,29.0,0.0,578.0
3883,555.0,238.0,329.0,1.0,378.0,1187.0,1880.0,47.0,27.0,0.0,597.0
3884,542.0,233.0,316.0,1.0,381.0,1271.0,1880.0,49.0,27.0,0.0,601.0
3885,545.0,229.0,316.0,1.0,353.0,1237.0,1879.0,55.0,27.0,0.0,700.0
3886,553.0,233.0,316.0,1.0,293.0,812.0,1879.0,58.0,27.0,0.0,808.0
3887,569.0,241.0,310.0,1.0,276.0,662.0,1880.0,60.0,27.0,0.0,922.0
3888,553.0,250.0,311.0,1.0,280.0,631.0,1881.0,62.0,27.0,0.0,1012.0
3889,545.0,247.0,310.0,1.0,284.0,654.0,1882.0,62.0,27.0,0.0,1023.0
3890,545.0,230.0,310.0,1.0,288.0,684.0,1881.0,62.0,27.0,0.0,952.0
3891,549.0,231.0,310.0,1.0,290.0,749.0,1881.0,59.0,26.0,0.0,825.0
3892,547.0,228.0,315.0,1.0,302.0,910.0,1881.0,53.0,26.0,0.0,662.0
3893,539.0,235.0,333.0,1.0,364.0,1288.0,1881.0,53.0,26.0,0.0,553.0
3894,543.0,233.0,341.0,1.0,383.0,1672.0,1880.0,52.0,26.0,0.0,554.0
3895,545.0,234.0,343.0,1.0,381.0,1778.0,1879.0,51.0,26.0,0.0,566.0
3896,548.0,229.0,342.0,1.0,382.0,1776.0,1879.0,49.0,26.0,0.0,584.0
3897,548.0,231.0,344.0,1.0,378.0,1756.0,1879.0,49.0,26.0,0.0,622.0
3898,542.0,227.0,343.0,1.0,375.0,1702.0,1879.0,49.0,25.0,0.0,661.0
3899,543.0,240.0,341.0,1.0,373.0,1519.0,1882.0,49.0,25.0,0.0,680.0
3900,548.0,248.0,325.0,1.0,386.0,1464.0,1884.0,49.0,25.0,0.0,682.0
3901,555.0,255.0,325.0,1.0,373.0,1460.0,1884.0,49.0,25.0,0.0,658.0
3902,548.0,253.0,325.0,1.0,370.0,1462.0,1884.0,49.0,25.0,0.0,627.0
3903,545.0,257.0,326.0,1.0,370.0,1470.0,1883.0,49.0,25.0,0.0,553.0
3904,541.0,194.0,325.0,1.0,379.0,1399.0,1884.0,49.0,25.0,0.0,516.0
3905,546.0,169.0,332.0,1.0,369.0,1539.0,1884.0,52.0,25.0,0.0,433.0
3906,547.0,254.0,336.0,1.0,376.0,1450.0,1885.0,56.0,25.0,0.0,385.0
3907,548.0,263.0,344.0,1.0,400.0,1344.0,1884.0,57.0,27.0,0.0,358.0
3908,547.0,268.0,344.0,1.0,399.0,1412.0,1884.0,59.0,28.0,0.0,363.0
3909,553.0,269.0,348.0,1.0,373.0,1250.0,1884.0,60.0,28.0,0.0,369.0
3910,555.0,271.0,350.0,1.0,340.0,924.0,1885.0,62.0,25.0,0.0,357.0
3911,559.0,271.0,369.0,1.0,297.0,814.0,1884.0,62.0,27.0,0.0,267.0
3912,563.0,259.0,379.0,1.0,305.0,751.0,1883.0,64.0,27.0,0.0,178.0
3913,563.0,262.0,519.0,1.0,309.0,809.0,1882.0,205.0,27.0,0.0,92.0
3914,563.0,266.0,602.0,1.0,312.0,857.0,1883.0,287.0,27.0,0.0,59.0
3915,563.0,264.0,628.0,1.0,313.0,856.0,1883.0,290.0,27.0,0.0,55.0
3916,565.0,262.0,673.0,1.0,340.0,1020.0,1884.0,280.0,27.0,0.0,46.0
3917,554.0,243.0,740.0,1.0,395.0,1336.0,1882.0,277.0,27.0,0.0,15.0
3918,550.0,188.0,797.0,1.0,410.0,1760.0,1883.0,267.0,27.0,0.0,15.0
3919,544.0,168.0,804.0,1.0,411.0,2009.0,1883.0,265.0,27.0,0.0,23.0
3920,542.0,167.0,798.0,1.0,396.0,2080.0,1883.0,265.0,27.0,0.0,27.0
3921,553.0,169.0,800.0,1.0,383.0,2048.0,1883.0,266.0,27.0,0.0,36.0
3922,532.0,172.0,803.0,1.0,385.0,1932.0,1882.0,266.0,27.0,0.0,64.0
3923,551.0,171.0,803.0,1.0,383.0,1902.0,1880.0,266.0,27.0,0.0,98.0
3924,549.0,180.0,802.0,1.0,388.0,1800.0,1878.0,266.0,27.0,0.0,114.0
3925,554.0,172.0,803.0,1.0,386.0,1878.0,1877.0,266.0,28.0,0.0,126.0
3926,570.0,174.0,788.0,1.0,387.0,1718.0,1876.0,267.0,28.0,0.0,117.0
3927,566.0,186.0,776.0,1.0,385.0,1463.0,1877.0,267.0,28.0,0.0,95.0
3928,580.0,213.0,775.0,1.0,388.0,1555.0,1876.0,267.0,28.0,0.0,104.0
3929,592.0,194.0,796.0,1.0,401.0,1663.0,1875.0,271.0,28.0,0.0,86.0
3930,592.0,217.0,803.0,1.0,398.0,1715.0,1874.0,273.0,28.0,0.0,58.0
3931,592.0,211.0,783.0,1.0,391.0,1465.0,1875.0,272.0,28.0,0.0,57.0
3932,592.0,212.0,761.0,1.0,396.0,1376.0,1876.0,272.0,28.0,0.0,67.0
3933,586.0,224.0,734.0,1.0,399.0,1275.0,1875.0,264.0,28.0,0.0,80.0
3934,595.0,238.0,687.0,1.0,391.0,971.0,1876.0,265.0,28.0,0.0,81.0
3935,599.0,239.0,629.0,1.0,394.0,857.0,1876.0,266.0,28.0,0.0,74.0
3936,598.0,239.0,595.0,1.0,363.0,784.0,1876.0,267.0,28.0,0.0,67.0
3937,591.0,242.0,592.0,1.0,308.0,667.0,1876.0,269.0,20.0,0.0,66.0
3938,573.0,237.0,594.0,1.0,305.0,733.0,1876.0,267.0,11.0,0.0,71.0
3939,554.0,232.0,601.0,1.0,303.0,760.0,1875.0,264.0,11.0,0.0,68.0
3940,548.0,236.0,661.0,1.0,330.0,1012.0,1873.0,260.0,14.0,0.0,84.0
3941,517.0,252.0,741.0,1.0,390.0,1321.0,1872.0,265.0,14.0,0.0,53.0
3942,528.0,250.0,788.0,1.0,389.0,1639.0,1873.0,262.0,14.0,0.0,46.0
3943,526.0,235.0,809.0,1.0,384.0,1830.0,1875.0,263.0,14.0,0.0,73.0
3944,526.0,196.0,817.0,1.0,382.0,1914.0,1873.0,261.0,14.0,0.0,98.0
3945,519.0,219.0,839.0,1.0,384.0,1849.0,1875.0,259.0,14.0,0.0,131.0
3946,516.0,234.0,846.0,1.0,375.0,1918.0,1874.0,260.0,14.0,0.0,175.0
3947,516.0,239.0,830.0,13.0,387.0,2025.0,1874.0,256.0,14.0,0.0,209.0
3948,526.0,238.0,802.0,14.0,378.0,2014.0,1874.0,256.0,14.0,0.0,269.0
3949,527.0,238.0,749.0,1.0,374.0,1944.0,1873.0,256.0,14.0,0.0,301.0
3950,528.0,245.0,723.0,1.0,374.0,1598.0,1873.0,256.0,16.0,0.0,374.0
3951,529.0,241.0,691.0,1.0,375.0,1181.0,1873.0,256.0,22.0,0.0,405.0
3952,524.0,229.0,685.0,1.0,378.0,1130.0,1873.0,257.0,28.0,0.0,396.0
3953,527.0,240.0,724.0,1.0,378.0,1528.0,1872.0,259.0,29.0,0.0,423.0
3954,526.0,244.0,743.0,1.0,382.0,1440.0,1872.0,259.0,27.0,0.0,512.0
3955,525.0,248.0,692.0,1.0,359.0,1027.0,1868.0,252.0,30.0,0.0,569.0
3956,489.0,239.0,620.0,1.0,350.0,938.0,1870.0,249.0,30.0,0.0,775.0
3957,539.0,224.0,417.0,1.0,321.0,831.0,1870.0,92.0,30.0,0.0,1009.0
3958,545.0,224.0,347.0,1.0,268.0,677.0,1870.0,49.0,34.0,0.0,1109.0
3959,550.0,219.0,345.0,1.0,268.0,716.0,1870.0,49.0,38.0,0.0,1232.0
3960,546.0,220.0,346.0,1.0,267.0,708.0,1870.0,49.0,40.0,0.0,1289.0
3961,550.0,225.0,346.0,1.0,270.0,701.0,1871.0,49.0,41.0,0.0,1277.0
3962,552.0,224.0,345.0,1.0,270.0,685.0,1871.0,49.0,43.0,0.0,1252.0
3963,558.0,224.0,345.0,1.0,267.0,748.0,1870.0,49.0,43.0,0.0,1222.0
3964,553.0,224.0,375.0,1.0,288.0,800.0,1868.0,49.0,43.0,0.0,1147.0
3965,556.0,225.0,403.0,1.0,359.0,1025.0,1869.0,49.0,43.0,0.0,1081.0
3966,555.0,219.0,481.0,1.0,360.0,1383.0,1870.0,49.0,43.0,0.0,1069.0
3967,552.0,216.0,496.0,1.0,337.0,1603.0,1870.0,46.0,43.0,0.0,1068.0
3968,545.0,219.0,489.0,1.0,326.0,1635.0,1870.0,44.0,43.0,0.0,1095.0
3969,542.0,224.0,467.0,1.0,319.0,1614.0,1871.0,43.0,43.0,0.0,1136.0
3970,554.0,221.0,442.0,1.0,324.0,1534.0,1868.0,43.0,42.0,0.0,1260.0
3971,558.0,218.0,436.0,1.0,318.0,1532.0,1868.0,43.0,42.0,0.0,1326.0
3972,553.0,221.0,425.0,1.0,286.0,1399.0,1869.0,43.0,42.0,0.0,1352.0
3973,553.0,220.0,421.0,1.0,287.0,1304.0,1868.0,43.0,42.0,0.0,1375.0
3974,555.0,205.0,358.0,1.0,252.0,1051.0,1867.0,43.0,42.0,0.0,1317.0
3975,559.0,201.0,320.0,1.0,206.0,919.0,1867.0,43.0,42.0,0.0,1274.0
3976,550.0,200.0,327.0,1.0,239.0,951.0,1866.0,43.0,42.0,0.0,1280.0
3977,539.0,207.0,358.0,1.0,286.0,1297.0,1867.0,43.0,42.0,0.0,1180.0
3978,548.0,221.0,330.0,1.0,288.0,1335.0,1869.0,43.0,42.0,0.0,1088.0
3979,559.0,200.0,302.0,1.0,256.0,934.0,1868.0,44.0,42.0,0.0,1031.0
3980,557.0,130.0,301.0,1.0,206.0,965.0,1867.0,46.0,42.0,0.0,1036.0
3981,560.0,126.0,300.0,1.0,205.0,976.0,1868.0,49.0,42.0,0.0,1127.0
3982,548.0,183.0,298.0,1.0,211.0,901.0,1868.0,52.0,42.0,0.0,1160.0
3983,558.0,211.0,300.0,1.0,209.0,903.0,1869.0,56.0,42.0,0.0,1080.0
3984,559.0,209.0,302.0,1.0,210.0,812.0,1869.0,58.0,42.0,0.0,994.0
3985,569.0,221.0,306.0,1.0,205.0,661.0,1870.0,59.0,42.0,0.0,959.0
3986,577.0,229.0,305.0,1.0,208.0,639.0,1871.0,59.0,42.0,0.0,873.0
3987,573.0,203.0,304.0,1.0,209.0,670.0,1872.0,51.0,42.0,0.0,751.0
3988,549.0,191.0,310.0,1.0,205.0,709.0,1871.0,47.0,42.0,0.0,474.0
3989,535.0,193.0,320.0,1.0,202.0,720.0,1872.0,43.0,42.0,0.0,265.0
3990,549.0,195.0,304.0,1.0,203.0,708.0,1872.0,43.0,42.0,0.0,193.0
3991,567.0,206.0,295.0,1.0,260.0,873.0,1872.0,43.0,42.0,0.0,268.0
3992,580.0,209.0,277.0,1.0,291.0,914.0,1873.0,40.0,42.0,0.0,380.0
3993,586.0,209.0,277.0,1.0,288.0,904.0,1872.0,40.0,42.0,0.0,526.0
3994,576.0,209.0,272.0,1.0,286.0,850.0,1871.0,40.0,42.0,0.0,618.0
3995,563.0,210.0,267.0,1.0,250.0,818.0,1871.0,40.0,41.0,0.0,650.0
3996,566.0,214.0,267.0,1.0,202.0,770.0,1872.0,40.0,41.0,0.0,650.0
3997,569.0,222.0,265.0,1.0,200.0,806.0,1873.0,40.0,41.0,0.0,583.0
3998,566.0,230.0,265.0,1.0,201.0,768.0,1873.0,40.0,41.0,0.0,542.0
3999,569.0,211.0,266.0,1.0,201.0,807.0,1873.0,40.0,41.0,0.0,519.0
4000,558.0,206.0,267.0,1.0,201.0,824.0,1875.0,40.0,42.0,0.0,493.0
4001,558.0,206.0,275.0,1.0,203.0,973.0,1873.0,40.0,42.0,0.0,326.0
4002,572.0,206.0,275.0,1.0,249.0,1019.0,1872.0,42.0,42.0,0.0,191.0
4003,568.0,196.0,275.0,1.0,287.0,1204.0,1873.0,43.0,42.0,3.0,147.0
4004,559.0,205.0,273.0,1.0,286.0,1006.0,1872.0,46.0,42.0,5.0,201.0
4005,567.0,202.0,273.0,1.0,290.0,974.0,1872.0,49.0,42.0,5.0,247.0
4006,579.0,175.0,273.0,1.0,249.0,785.0,1871.0,55.0,42.0,5.0,262.0
4007,582.0,150.0,273.0,1.0,208.0,807.0,1872.0,58.0,42.0,5.0,262.0
4008,519.0,189.0,274.0,1.0,210.0,701.0,1872.0,59.0,42.0,5.0,232.0
4009,549.0,199.0,272.0,1.0,210.0,648.0,1872.0,59.0,42.0,5.0,172.0
4010,532.0,195.0,273.0,1.0,208.0,646.0,1872.0,59.0,42.0,5.0,140.0
4011,531.0,195.0,271.0,1.0,208.0,646.0,1873.0,54.0,42.0,5.0,102.0
4012,545.0,193.0,271.0,1.0,207.0,689.0,1873.0,48.0,42.0,5.0,59.0
4013,544.0,203.0,272.0,1.0,203.0,734.0,1872.0,46.0,42.0,5.0,44.0
4014,547.0,199.0,270.0,1.0,202.0,768.0,1872.0,43.0,42.0,5.0,24.0
4015,530.0,200.0,270.0,1.0,202.0,874.0,1875.0,41.0,42.0,5.0,15.0
4016,528.0,215.0,269.0,1.0,202.0,935.0,1871.0,40.0,42.0,5.0,17.0
4017,495.0,213.0,267.0,1.0,202.0,1046.0,1870.0,39.0,42.0,5.0,20.0
4018,508.0,208.0,267.0,1.0,203.0,1168.0,1868.0,37.0,42.0,10.0,29.0
4019,570.0,200.0,268.0,1.0,203.0,1049.0,1868.0,37.0,42.0,16.0,42.0
4020,572.0,197.0,270.0,1.0,203.0,1025.0,1868.0,37.0,42.0,16.0,65.0
4021,564.0,196.0,270.0,1.0,204.0,1009.0,1870.0,37.0,42.0,16.0,110.0
4022,566.0,194.0,269.0,1.0,202.0,937.0,1871.0,37.0,42.0,15.0,155.0
4023,563.0,194.0,269.0,1.0,202.0,891.0,1872.0,37.0,42.0,16.0,187.0
4024,570.0,189.0,268.0,1.0,199.0,888.0,1874.0,37.0,42.0,16.0,200.0
4025,563.0,198.0,267.0,1.0,203.0,846.0,1874.0,38.0,42.0,16.0,182.0
4026,557.0,205.0,267.0,1.0,203.0,942.0,1874.0,40.0,42.0,16.0,178.0
4027,572.0,215.0,266.0,1.0,204.0,1048.0,1872.0,40.0,42.0,16.0,220.0
4028,577.0,220.0,266.0,1.0,204.0,1101.0,1871.0,43.0,42.0,16.0,329.0
4029,581.0,210.0,266.0,1.0,207.0,1016.0,1871.0,46.0,42.0,16.0,494.0
4030,588.0,198.0,266.0,1.0,212.0,878.0,1870.0,46.0,42.0,16.0,668.0
4031,594.0,203.0,266.0,1.0,214.0,662.0,1871.0,47.0,42.0,16.0,837.0
4032,586.0,205.0,266.0,1.0,211.0,664.0,1870.0,49.0,39.0,16.0,930.0
4033,588.0,205.0,266.0,1.0,209.0,697.0,1866.0,49.0,37.0,16.0,986.0
4034,596.0,205.0,267.0,1.0,209.0,740.0,1863.0,49.0,37.0,16.0,1067.0
