,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
5242,30.0,2338.0,113.0,63.0,0.0,235.0,476.0,2045.0,614.0,5.0,18.0
5243,30.0,2425.0,113.0,63.0,0.0,236.0,514.0,2047.0,576.0,5.0,26.0
5244,29.0,2368.0,111.0,65.0,0.0,231.0,499.0,2045.0,527.0,5.0,76.0
5245,28.0,2279.0,113.0,65.0,0.0,233.0,656.0,2044.0,466.0,5.0,112.0
5246,30.0,2335.0,113.0,65.0,0.0,231.0,788.0,2042.0,365.0,5.0,39.0
5247,30.0,2327.0,114.0,65.0,0.0,241.0,843.0,2041.0,259.0,3.0,25.0
5248,30.0,2339.0,114.0,65.0,0.0,246.0,987.0,2043.0,131.0,3.0,16.0
5249,30.0,2350.0,113.0,64.0,0.0,250.0,1149.0,2041.0,37.0,4.0,40.0
5250,29.0,2310.0,114.0,64.0,0.0,250.0,1239.0,2041.0,2.0,4.0,88.0
5251,30.0,2265.0,115.0,63.0,0.0,248.0,1243.0,2041.0,0.0,4.0,123.0
5252,30.0,2269.0,114.0,63.0,0.0,233.0,922.0,2042.0,0.0,5.0,146.0
5253,30.0,2273.0,114.0,64.0,0.0,219.0,629.0,2041.0,0.0,5.0,146.0
5254,29.0,2172.0,113.0,64.0,0.0,204.0,434.0,2043.0,0.0,4.0,170.0
5255,30.0,2120.0,116.0,63.0,0.0,181.0,252.0,2043.0,0.0,4.0,194.0
5256,29.0,2017.0,116.0,63.0,0.0,182.0,33.0,2044.0,0.0,4.0,207.0
5257,29.0,1954.0,117.0,64.0,0.0,199.0,9.0,2044.0,0.0,4.0,235.0
5258,30.0,1973.0,118.0,64.0,0.0,212.0,9.0,2047.0,0.0,3.0,243.0
5259,30.0,2006.0,120.0,64.0,0.0,220.0,9.0,2045.0,0.0,3.0,213.0
5260,29.0,2267.0,118.0,62.0,0.0,237.0,19.0,2048.0,4.0,3.0,196.0
5261,30.0,2341.0,118.0,64.0,0.0,255.0,215.0,2049.0,57.0,4.0,148.0
5262,29.0,2374.0,115.0,62.0,0.0,258.0,555.0,2048.0,195.0,4.0,97.0
5263,30.0,2367.0,89.0,66.0,0.0,253.0,486.0,2047.0,364.0,4.0,120.0
5264,30.0,2344.0,87.0,64.0,0.0,239.0,392.0,2046.0,501.0,5.0,151.0
5265,30.0,2380.0,87.0,64.0,0.0,226.0,369.0,2047.0,580.0,5.0,127.0
5266,30.0,2371.0,87.0,65.0,0.0,225.0,381.0,2046.0,605.0,5.0,132.0
5267,29.0,2387.0,86.0,65.0,0.0,221.0,511.0,2045.0,587.0,5.0,136.0
5268,30.0,2404.0,91.0,65.0,0.0,219.0,472.0,2043.0,535.0,5.0,147.0
5269,30.0,2390.0,95.0,64.0,0.0,237.0,456.0,2045.0,499.0,5.0,172.0
5270,30.0,2416.0,95.0,64.0,0.0,240.0,618.0,2044.0,423.0,5.0,173.0
5271,30.0,2369.0,114.0,65.0,0.0,258.0,672.0,2041.0,304.0,4.0,180.0
5272,26.0,2373.0,119.0,67.0,0.0,260.0,872.0,2042.0,153.0,5.0,165.0
5273,28.0,2439.0,120.0,63.0,0.0,247.0,1018.0,2042.0,37.0,5.0,101.0
5274,28.0,2448.0,123.0,63.0,0.0,244.0,1066.0,2041.0,2.0,5.0,61.0
5275,28.0,2500.0,123.0,65.0,0.0,240.0,1161.0,2041.0,0.0,5.0,35.0
5276,26.0,2375.0,123.0,66.0,0.0,227.0,1031.0,2041.0,0.0,5.0,18.0
5277,26.0,2350.0,120.0,66.0,0.0,201.0,820.0,2041.0,0.0,5.0,7.0
5278,25.0,2143.0,122.0,64.0,0.0,191.0,684.0,2041.0,0.0,5.0,8.0
5279,26.0,2083.0,124.0,64.0,0.0,177.0,513.0,2040.0,0.0,5.0,26.0
5280,25.0,2076.0,124.0,64.0,0.0,171.0,193.0,2042.0,0.0,4.0,73.0
5281,24.0,2025.0,125.0,66.0,0.0,173.0,9.0,2044.0,0.0,4.0,118.0
5282,27.0,1946.0,124.0,66.0,0.0,173.0,9.0,2046.0,0.0,5.0,147.0
5283,26.0,1943.0,123.0,70.0,0.0,177.0,9.0,2046.0,0.0,5.0,209.0
5284,25.0,2115.0,124.0,67.0,0.0,205.0,17.0,2046.0,4.0,5.0,186.0
5285,22.0,2233.0,124.0,67.0,0.0,236.0,92.0,2048.0,57.0,5.0,162.0
5286,23.0,2282.0,127.0,68.0,0.0,242.0,531.0,2049.0,209.0,4.0,93.0
5287,23.0,2247.0,118.0,68.0,0.0,243.0,534.0,2047.0,383.0,5.0,126.0
5288,23.0,2277.0,119.0,68.0,0.0,240.0,328.0,2046.0,522.0,5.0,172.0
5289,23.0,2279.0,117.0,68.0,0.0,224.0,240.0,2048.0,604.0,4.0,174.0
5290,23.0,2278.0,118.0,68.0,0.0,223.0,203.0,2048.0,648.0,4.0,150.0
5291,23.0,2331.0,119.0,66.0,0.0,217.0,257.0,2045.0,652.0,4.0,149.0
5292,23.0,2338.0,119.0,67.0,0.0,215.0,249.0,2043.0,622.0,4.0,147.0
5293,23.0,2307.0,117.0,70.0,0.0,205.0,337.0,2045.0,564.0,4.0,155.0
5294,23.0,2307.0,120.0,70.0,0.0,206.0,419.0,2044.0,461.0,4.0,166.0
5295,23.0,2271.0,121.0,66.0,0.0,215.0,592.0,2042.0,326.0,4.0,180.0
5296,22.0,2265.0,123.0,68.0,0.0,219.0,825.0,2042.0,155.0,4.0,185.0
5297,26.0,2292.0,125.0,67.0,0.0,230.0,1019.0,2041.0,35.0,4.0,151.0
5298,27.0,2391.0,131.0,69.0,0.0,226.0,1027.0,2040.0,1.0,4.0,107.0
5299,28.0,2426.0,130.0,69.0,0.0,218.0,1078.0,2041.0,0.0,4.0,89.0
5300,29.0,2263.0,140.0,69.0,0.0,205.0,958.0,2041.0,0.0,4.0,77.0
5301,29.0,2211.0,143.0,69.0,0.0,178.0,702.0,2041.0,0.0,4.0,74.0
5302,29.0,2097.0,155.0,68.0,0.0,175.0,487.0,2041.0,0.0,4.0,57.0
5303,28.0,2071.0,163.0,67.0,0.0,187.0,348.0,2041.0,0.0,5.0,64.0
5304,29.0,2061.0,163.0,66.0,0.0,186.0,153.0,2044.0,0.0,5.0,86.0
5305,29.0,1932.0,163.0,66.0,0.0,177.0,9.0,2047.0,0.0,5.0,107.0
5306,29.0,1921.0,163.0,66.0,0.0,167.0,9.0,2046.0,0.0,5.0,125.0
5307,29.0,1922.0,167.0,66.0,0.0,183.0,9.0,2048.0,0.0,5.0,171.0
5308,30.0,2027.0,168.0,66.0,0.0,215.0,64.0,2049.0,4.0,5.0,188.0
5309,30.0,2092.0,165.0,65.0,0.0,235.0,247.0,2050.0,56.0,5.0,144.0
5310,32.0,2118.0,162.0,65.0,0.0,243.0,383.0,2050.0,209.0,5.0,81.0
5311,31.0,2133.0,161.0,65.0,0.0,238.0,509.0,2048.0,383.0,4.0,141.0
5312,30.0,2120.0,162.0,65.0,0.0,232.0,294.0,2048.0,493.0,4.0,218.0
5313,30.0,2087.0,160.0,65.0,0.0,228.0,163.0,2049.0,573.0,4.0,236.0
5314,29.0,2063.0,163.0,65.0,0.0,218.0,156.0,2049.0,598.0,4.0,238.0
5315,30.0,2131.0,163.0,65.0,0.0,211.0,149.0,2045.0,621.0,4.0,231.0
5316,31.0,2095.0,163.0,67.0,0.0,209.0,148.0,2044.0,607.0,4.0,212.0
5317,30.0,2092.0,164.0,67.0,0.0,210.0,181.0,2043.0,539.0,4.0,199.0
5318,20.0,2103.0,163.0,67.0,0.0,220.0,339.0,2044.0,463.0,4.0,187.0
5319,28.0,2100.0,165.0,67.0,0.0,231.0,527.0,2043.0,331.0,4.0,163.0
5320,29.0,2106.0,167.0,67.0,0.0,235.0,770.0,2041.0,162.0,4.0,172.0
5321,29.0,2113.0,164.0,67.0,0.0,223.0,990.0,2041.0,33.0,4.0,141.0
5322,29.0,2112.0,167.0,67.0,0.0,225.0,1054.0,2042.0,1.0,5.0,128.0
5323,30.0,2130.0,170.0,67.0,0.0,222.0,1083.0,2041.0,0.0,5.0,131.0
5324,30.0,2100.0,169.0,67.0,0.0,205.0,926.0,2042.0,0.0,5.0,109.0
5325,29.0,2098.0,169.0,67.0,0.0,181.0,688.0,2040.0,0.0,5.0,88.0
5326,30.0,2088.0,170.0,67.0,0.0,169.0,469.0,2040.0,0.0,4.0,73.0
5327,30.0,2075.0,171.0,66.0,0.0,152.0,409.0,2042.0,0.0,5.0,58.0
5328,31.0,2074.0,171.0,67.0,0.0,153.0,144.0,2041.0,0.0,5.0,70.0
5329,31.0,2079.0,172.0,67.0,0.0,152.0,17.0,2044.0,0.0,5.0,101.0
5330,32.0,1956.0,172.0,67.0,0.0,153.0,9.0,2044.0,0.0,5.0,139.0
5331,32.0,1937.0,173.0,68.0,0.0,158.0,9.0,2047.0,0.0,5.0,143.0
5332,31.0,2014.0,175.0,67.0,0.0,165.0,9.0,2049.0,3.0,5.0,139.0
5333,31.0,2100.0,171.0,66.0,0.0,200.0,164.0,2050.0,55.0,5.0,147.0
5334,30.0,2056.0,173.0,66.0,0.0,222.0,284.0,2050.0,209.0,5.0,223.0
5335,32.0,1968.0,169.0,66.0,0.0,238.0,173.0,2051.0,384.0,5.0,283.0
5336,32.0,1975.0,167.0,66.0,0.0,238.0,177.0,2050.0,516.0,5.0,261.0
5337,31.0,2047.0,164.0,66.0,0.0,236.0,148.0,2051.0,585.0,5.0,214.0
5338,30.0,2076.0,164.0,66.0,0.0,234.0,152.0,2048.0,601.0,5.0,206.0
5339,31.0,2071.0,165.0,66.0,0.0,202.0,127.0,2047.0,598.0,5.0,194.0
5340,31.0,2040.0,164.0,67.0,0.0,177.0,137.0,2047.0,578.0,5.0,191.0
5341,30.0,2049.0,165.0,67.0,0.0,172.0,173.0,2046.0,526.0,5.0,170.0
5342,29.0,2077.0,165.0,68.0,0.0,171.0,287.0,2046.0,444.0,5.0,158.0
5343,30.0,2077.0,166.0,68.0,0.0,190.0,494.0,2047.0,313.0,5.0,126.0
5344,29.0,2081.0,165.0,68.0,0.0,223.0,732.0,2044.0,153.0,5.0,101.0
5345,28.0,2084.0,168.0,67.0,0.0,228.0,874.0,2044.0,32.0,5.0,66.0
5346,30.0,2081.0,167.0,67.0,0.0,230.0,983.0,2043.0,1.0,5.0,52.0
5347,29.0,2084.0,167.0,67.0,0.0,216.0,1097.0,2044.0,0.0,5.0,47.0
5348,29.0,2074.0,167.0,67.0,0.0,187.0,940.0,2045.0,0.0,5.0,20.0
5349,28.0,2078.0,169.0,67.0,0.0,166.0,756.0,2042.0,0.0,5.0,8.0
5350,29.0,2078.0,169.0,68.0,0.0,171.0,528.0,2041.0,0.0,5.0,3.0
5351,29.0,2078.0,169.0,68.0,0.0,169.0,324.0,2043.0,0.0,5.0,5.0
5352,29.0,2075.0,169.0,68.0,0.0,167.0,205.0,2048.0,0.0,5.0,7.0
5353,29.0,2073.0,171.0,70.0,0.0,154.0,175.0,2046.0,0.0,5.0,11.0
5354,29.0,2190.0,171.0,70.0,0.0,147.0,9.0,2046.0,0.0,3.0,25.0
5355,29.0,2138.0,173.0,67.0,0.0,157.0,9.0,2047.0,0.0,3.0,54.0
5356,29.0,2050.0,172.0,69.0,0.0,172.0,9.0,2051.0,4.0,4.0,113.0
5357,30.0,2071.0,172.0,65.0,0.0,190.0,176.0,2051.0,56.0,5.0,115.0
5358,30.0,2092.0,171.0,67.0,0.0,207.0,305.0,2050.0,207.0,5.0,72.0
5359,30.0,2075.0,167.0,66.0,0.0,225.0,217.0,2050.0,385.0,5.0,109.0
5360,30.0,2116.0,167.0,65.0,0.0,229.0,141.0,2048.0,519.0,5.0,120.0
5361,31.0,2068.0,162.0,66.0,0.0,230.0,120.0,2048.0,607.0,5.0,112.0
5362,31.0,2060.0,164.0,66.0,0.0,227.0,132.0,2047.0,640.0,5.0,105.0
5363,31.0,2058.0,165.0,66.0,0.0,220.0,88.0,2044.0,658.0,5.0,99.0
5364,31.0,2037.0,165.0,67.0,0.0,216.0,22.0,2045.0,636.0,5.0,101.0
5365,30.0,2062.0,166.0,67.0,0.0,197.0,131.0,2047.0,569.0,4.0,69.0
5366,29.0,2092.0,166.0,67.0,0.0,187.0,295.0,2045.0,455.0,4.0,69.0
5367,29.0,2089.0,165.0,67.0,0.0,188.0,524.0,2046.0,322.0,4.0,83.0
5368,29.0,2109.0,166.0,67.0,0.0,204.0,737.0,2044.0,162.0,4.0,72.0
5369,29.0,2108.0,173.0,68.0,0.0,216.0,950.0,2042.0,33.0,4.0,45.0
5370,29.0,2186.0,169.0,67.0,0.0,217.0,1001.0,2042.0,1.0,4.0,26.0
5371,29.0,2251.0,169.0,66.0,0.0,215.0,1036.0,2042.0,0.0,4.0,24.0
5372,28.0,2124.0,170.0,66.0,0.0,181.0,992.0,2044.0,0.0,4.0,13.0
5373,29.0,2083.0,172.0,66.0,0.0,161.0,786.0,2042.0,0.0,5.0,2.0
5374,29.0,2105.0,170.0,67.0,0.0,154.0,480.0,2042.0,0.0,5.0,1.0
5375,29.0,2200.0,170.0,66.0,0.0,140.0,215.0,2043.0,0.0,4.0,1.0
5376,29.0,2229.0,172.0,66.0,0.0,142.0,42.0,2045.0,0.0,5.0,2.0
5377,29.0,2211.0,171.0,66.0,0.0,143.0,9.0,2046.0,0.0,5.0,5.0
5378,30.0,2154.0,170.0,67.0,0.0,144.0,9.0,2047.0,0.0,5.0,10.0
5379,30.0,2232.0,168.0,69.0,0.0,151.0,9.0,2047.0,0.0,5.0,10.0
5380,29.0,2428.0,170.0,69.0,0.0,164.0,77.0,2047.0,3.0,5.0,6.0
5381,30.0,2375.0,168.0,69.0,0.0,199.0,280.0,2050.0,53.0,5.0,4.0
5382,31.0,2405.0,170.0,72.0,0.0,207.0,355.0,2051.0,207.0,5.0,6.0
5383,31.0,2406.0,167.0,72.0,0.0,220.0,346.0,2051.0,385.0,3.0,7.0
5384,30.0,2406.0,171.0,69.0,0.0,220.0,232.0,2048.0,521.0,2.0,6.0
5385,31.0,2410.0,165.0,66.0,0.0,223.0,129.0,2046.0,617.0,2.0,7.0
5386,30.0,2379.0,168.0,67.0,0.0,222.0,110.0,2050.0,670.0,2.0,15.0
5387,31.0,2431.0,166.0,69.0,0.0,217.0,114.0,2047.0,686.0,4.0,24.0
5388,31.0,2405.0,166.0,70.0,0.0,206.0,123.0,2046.0,661.0,5.0,29.0
5389,30.0,2375.0,166.0,70.0,0.0,185.0,301.0,2045.0,598.0,5.0,27.0
5390,29.0,2259.0,166.0,68.0,0.0,185.0,531.0,2043.0,492.0,4.0,28.0
5391,30.0,2251.0,166.0,68.0,0.0,187.0,732.0,2043.0,342.0,5.0,27.0
5392,30.0,2264.0,166.0,70.0,0.0,205.0,936.0,2042.0,161.0,5.0,29.0
5393,29.0,2292.0,166.0,68.0,0.0,206.0,1081.0,2042.0,29.0,5.0,18.0
5394,29.0,2337.0,169.0,69.0,0.0,210.0,1098.0,2042.0,1.0,5.0,19.0
5395,30.0,2351.0,170.0,67.0,0.0,210.0,1091.0,2042.0,0.0,5.0,31.0
5396,30.0,2321.0,170.0,68.0,0.0,183.0,890.0,2042.0,0.0,5.0,30.0
5397,29.0,2241.0,171.0,68.0,0.0,163.0,624.0,2044.0,0.0,4.0,21.0
5398,30.0,2332.0,170.0,67.0,0.0,152.0,434.0,2042.0,0.0,5.0,15.0
5399,30.0,2346.0,172.0,67.0,0.0,155.0,163.0,2043.0,0.0,5.0,5.0
5400,30.0,2318.0,169.0,68.0,0.0,159.0,13.0,2044.0,0.0,5.0,2.0
5401,30.0,2313.0,170.0,68.0,0.0,142.0,9.0,2045.0,0.0,5.0,2.0
5402,30.0,2286.0,170.0,69.0,0.0,141.0,9.0,2048.0,0.0,5.0,2.0
5403,30.0,2327.0,171.0,68.0,0.0,144.0,9.0,2046.0,0.0,5.0,7.0
5404,31.0,2470.0,164.0,69.0,0.0,149.0,175.0,2049.0,3.0,5.0,14.0
5405,31.0,2500.0,163.0,68.0,0.0,187.0,213.0,2048.0,53.0,4.0,33.0
5406,31.0,2529.0,160.0,68.0,0.0,198.0,279.0,2048.0,211.0,4.0,24.0
5407,31.0,2532.0,159.0,68.0,0.0,216.0,245.0,2051.0,389.0,4.0,34.0
5408,31.0,2512.0,159.0,68.0,0.0,218.0,117.0,2049.0,526.0,5.0,56.0
5409,31.0,2417.0,159.0,67.0,0.0,218.0,134.0,2047.0,619.0,5.0,79.0
5410,31.0,2400.0,161.0,67.0,0.0,214.0,72.0,2047.0,667.0,4.0,93.0
5411,30.0,2527.0,160.0,67.0,0.0,213.0,118.0,2047.0,677.0,5.0,83.0
5412,32.0,2568.0,160.0,67.0,0.0,214.0,131.0,2046.0,649.0,5.0,66.0
5413,31.0,2564.0,162.0,67.0,0.0,212.0,216.0,2043.0,577.0,5.0,62.0
5414,30.0,2413.0,163.0,67.0,0.0,208.0,526.0,2041.0,465.0,4.0,58.0
5415,31.0,2312.0,164.0,67.0,0.0,198.0,765.0,2042.0,315.0,4.0,47.0
5416,31.0,2305.0,162.0,67.0,0.0,188.0,997.0,2041.0,142.0,4.0,36.0
5417,30.0,2310.0,162.0,66.0,0.0,191.0,1149.0,2040.0,26.0,4.0,30.0
5418,31.0,2397.0,162.0,67.0,0.0,203.0,1160.0,2041.0,1.0,4.0,28.0
5419,30.0,2466.0,162.0,67.0,0.0,196.0,1147.0,2040.0,0.0,4.0,43.0
5420,31.0,2374.0,163.0,66.0,0.0,188.0,954.0,2040.0,0.0,4.0,46.0
5421,31.0,2359.0,163.0,66.0,0.0,167.0,642.0,2039.0,0.0,4.0,33.0
5422,17.0,2312.0,161.0,68.0,0.0,121.0,355.0,2042.0,0.0,4.0,28.0
5423,16.0,2280.0,162.0,68.0,0.0,120.0,235.0,2044.0,0.0,4.0,27.0
5424,15.0,2247.0,162.0,67.0,0.0,120.0,61.0,2043.0,0.0,4.0,18.0
5425,15.0,2225.0,163.0,66.0,0.0,118.0,9.0,2045.0,0.0,4.0,22.0
5426,16.0,2233.0,162.0,66.0,0.0,117.0,9.0,2045.0,0.0,4.0,29.0
5427,15.0,2255.0,165.0,67.0,0.0,124.0,9.0,2046.0,0.0,4.0,36.0
5428,15.0,2278.0,164.0,67.0,0.0,134.0,82.0,2047.0,2.0,4.0,42.0
5429,15.0,2245.0,163.0,67.0,0.0,156.0,210.0,2049.0,32.0,4.0,62.0
5430,17.0,2255.0,162.0,67.0,0.0,181.0,490.0,2049.0,105.0,4.0,50.0
5431,17.0,2374.0,160.0,67.0,0.0,190.0,359.0,2049.0,193.0,4.0,43.0
5432,18.0,2441.0,159.0,67.0,0.0,192.0,137.0,2049.0,277.0,5.0,82.0
5433,17.0,2416.0,155.0,67.0,0.0,191.0,19.0,2048.0,325.0,5.0,121.0
5434,17.0,2240.0,157.0,67.0,0.0,191.0,9.0,2048.0,361.0,5.0,154.0
5435,17.0,2343.0,157.0,67.0,0.0,185.0,9.0,2047.0,357.0,4.0,160.0
5436,17.0,2375.0,157.0,67.0,0.0,185.0,22.0,2047.0,359.0,4.0,135.0
5437,17.0,2404.0,160.0,67.0,0.0,178.0,103.0,2047.0,319.0,4.0,105.0
5438,17.0,2416.0,159.0,67.0,0.0,173.0,296.0,2046.0,264.0,4.0,87.0
5439,17.0,2376.0,159.0,67.0,0.0,161.0,560.0,2045.0,180.0,4.0,81.0
5440,16.0,2385.0,160.0,67.0,0.0,165.0,885.0,2045.0,85.0,4.0,67.0
5441,15.0,2305.0,158.0,66.0,0.0,155.0,984.0,2045.0,17.0,4.0,55.0
5442,16.0,2304.0,158.0,67.0,0.0,157.0,1031.0,2044.0,0.0,4.0,65.0
5443,16.0,2347.0,158.0,66.0,0.0,159.0,1024.0,2042.0,0.0,0.0,81.0
5444,16.0,2216.0,160.0,66.0,0.0,148.0,864.0,2044.0,0.0,0.0,92.0
5445,17.0,2217.0,160.0,66.0,0.0,132.0,596.0,2043.0,0.0,0.0,118.0
5446,30.0,2187.0,164.0,67.0,0.0,133.0,410.0,2043.0,0.0,4.0,116.0
5447,30.0,2150.0,164.0,61.0,0.0,163.0,100.0,2044.0,0.0,4.0,133.0
5448,29.0,2085.0,165.0,57.0,0.0,160.0,9.0,2044.0,0.0,4.0,159.0
5449,28.0,1973.0,165.0,57.0,0.0,159.0,9.0,2044.0,0.0,5.0,200.0
5450,30.0,1993.0,165.0,57.0,0.0,142.0,9.0,2046.0,0.0,4.0,238.0
5451,29.0,1974.0,167.0,55.0,0.0,153.0,9.0,2048.0,0.0,5.0,304.0
5452,29.0,2035.0,165.0,56.0,0.0,157.0,9.0,2048.0,3.0,5.0,313.0
5453,30.0,2195.0,166.0,58.0,0.0,180.0,91.0,2048.0,52.0,5.0,299.0
5454,30.0,2304.0,158.0,56.0,0.0,202.0,349.0,2048.0,198.0,5.0,214.0
5455,29.0,2305.0,155.0,57.0,0.0,213.0,441.0,2049.0,373.0,4.0,167.0
5456,29.0,2313.0,155.0,60.0,0.0,213.0,335.0,2049.0,518.0,4.0,139.0
5457,28.0,2311.0,154.0,60.0,0.0,214.0,306.0,2047.0,613.0,4.0,137.0
5458,29.0,2252.0,155.0,60.0,0.0,212.0,271.0,2046.0,660.0,4.0,171.0
5459,30.0,2210.0,155.0,61.0,0.0,207.0,332.0,2046.0,648.0,4.0,212.0
5460,29.0,2260.0,154.0,59.0,0.0,205.0,366.0,2045.0,575.0,4.0,221.0
5461,29.0,2246.0,155.0,59.0,0.0,194.0,479.0,2044.0,501.0,3.0,228.0
5462,29.0,2266.0,157.0,59.0,6.0,182.0,606.0,2043.0,401.0,4.0,224.0
5463,30.0,2228.0,162.0,59.0,54.0,183.0,652.0,2041.0,273.0,71.0,213.0
5464,30.0,2276.0,161.0,59.0,0.0,193.0,900.0,2039.0,129.0,0.0,152.0
5465,29.0,2297.0,160.0,58.0,0.0,210.0,1093.0,2041.0,30.0,0.0,102.0
5466,30.0,2321.0,164.0,59.0,0.0,192.0,1140.0,2041.0,1.0,0.0,100.0
5467,31.0,2316.0,165.0,58.0,0.0,164.0,1147.0,2040.0,0.0,0.0,113.0
5468,30.0,2292.0,165.0,56.0,0.0,163.0,904.0,2039.0,0.0,0.0,118.0
5469,32.0,2276.0,166.0,64.0,0.0,139.0,648.0,2041.0,0.0,0.0,112.0
5470,32.0,2129.0,164.0,65.0,0.0,130.0,420.0,2043.0,0.0,5.0,117.0
5471,32.0,2004.0,165.0,65.0,0.0,123.0,283.0,2042.0,0.0,5.0,144.0
5472,31.0,1950.0,164.0,64.0,0.0,122.0,212.0,2042.0,0.0,5.0,176.0
5473,31.0,1823.0,163.0,64.0,0.0,125.0,205.0,2043.0,0.0,5.0,244.0
5474,32.0,1814.0,163.0,65.0,0.0,127.0,157.0,2045.0,0.0,5.0,273.0
5475,30.0,1830.0,165.0,65.0,0.0,129.0,177.0,2045.0,0.0,5.0,293.0
5476,31.0,1880.0,166.0,66.0,0.0,136.0,229.0,2044.0,1.0,5.0,276.0
5477,31.0,2012.0,166.0,66.0,0.0,166.0,391.0,2048.0,45.0,5.0,227.0
5478,32.0,2107.0,164.0,66.0,0.0,196.0,509.0,2047.0,180.0,5.0,149.0
5479,30.0,2156.0,160.0,67.0,0.0,207.0,449.0,2047.0,347.0,5.0,135.0
5480,31.0,2139.0,159.0,67.0,0.0,207.0,329.0,2048.0,490.0,5.0,130.0
5481,30.0,2190.0,157.0,66.0,0.0,210.0,263.0,2046.0,577.0,5.0,127.0
5482,30.0,2263.0,168.0,67.0,0.0,208.0,221.0,2045.0,608.0,4.0,145.0
5483,31.0,2327.0,164.0,65.0,0.0,200.0,159.0,2044.0,585.0,4.0,162.0
5484,30.0,2334.0,160.0,65.0,0.0,192.0,197.0,2045.0,528.0,5.0,177.0
5485,30.0,2398.0,158.0,65.0,0.0,193.0,207.0,2044.0,449.0,5.0,197.0
5486,31.0,2438.0,161.0,65.0,0.0,191.0,295.0,2042.0,359.0,5.0,235.0
5487,31.0,2464.0,161.0,67.0,0.0,187.0,389.0,2041.0,240.0,5.0,229.0
5488,29.0,2461.0,160.0,69.0,0.0,179.0,685.0,2040.0,97.0,4.0,169.0
5489,28.0,2448.0,160.0,68.0,0.0,172.0,904.0,2041.0,21.0,4.0,102.0
5490,29.0,2446.0,161.0,67.0,0.0,178.0,1004.0,2041.0,0.0,4.0,95.0
5491,29.0,2464.0,162.0,68.0,0.0,174.0,957.0,2040.0,0.0,4.0,117.0
5492,29.0,2451.0,165.0,67.0,0.0,168.0,666.0,2042.0,0.0,4.0,134.0
5493,29.0,2437.0,165.0,67.0,0.0,144.0,426.0,2039.0,0.0,4.0,168.0
5494,28.0,2243.0,166.0,66.0,0.0,124.0,267.0,2041.0,0.0,4.0,197.0
5495,28.0,2057.0,167.0,66.0,0.0,121.0,104.0,2044.0,0.0,4.0,298.0
5496,28.0,1916.0,167.0,65.0,0.0,121.0,120.0,2045.0,0.0,4.0,380.0
5497,28.0,1876.0,167.0,66.0,0.0,125.0,9.0,2044.0,0.0,4.0,361.0
5498,29.0,1915.0,167.0,63.0,0.0,125.0,9.0,2045.0,0.0,4.0,375.0
5499,29.0,1871.0,167.0,65.0,0.0,135.0,9.0,2045.0,0.0,4.0,390.0
5500,28.0,1834.0,169.0,65.0,0.0,146.0,9.0,2050.0,2.0,4.0,371.0
5501,29.0,2005.0,167.0,66.0,0.0,174.0,60.0,2049.0,48.0,4.0,343.0
5502,30.0,2103.0,167.0,67.0,0.0,195.0,225.0,2047.0,185.0,4.0,293.0
5503,30.0,2118.0,152.0,67.0,0.0,206.0,312.0,2046.0,357.0,4.0,299.0
5504,30.0,2114.0,133.0,69.0,0.0,206.0,271.0,2046.0,501.0,4.0,253.0
5505,29.0,2115.0,131.0,65.0,0.0,204.0,236.0,2047.0,600.0,4.0,240.0
5506,29.0,2111.0,131.0,66.0,0.0,200.0,194.0,2046.0,625.0,4.0,287.0
5507,30.0,2113.0,129.0,66.0,0.0,186.0,199.0,2045.0,611.0,4.0,276.0
5508,30.0,2111.0,131.0,66.0,0.0,174.0,245.0,2043.0,582.0,4.0,217.0
5509,29.0,2123.0,136.0,66.0,0.0,168.0,356.0,2042.0,512.0,4.0,170.0
5510,28.0,2104.0,141.0,66.0,0.0,167.0,534.0,2042.0,423.0,4.0,124.0
5511,28.0,2106.0,145.0,66.0,0.0,179.0,793.0,2041.0,276.0,4.0,88.0
5512,28.0,2179.0,157.0,66.0,0.0,195.0,928.0,2039.0,115.0,4.0,62.0
5513,28.0,2215.0,160.0,65.0,0.0,200.0,1045.0,2038.0,22.0,4.0,43.0
5514,29.0,2207.0,160.0,66.0,0.0,183.0,1093.0,2038.0,0.0,4.0,66.0
5515,28.0,2201.0,162.0,66.0,0.0,172.0,1121.0,2039.0,0.0,5.0,59.0
5516,28.0,2074.0,163.0,66.0,0.0,153.0,900.0,2039.0,0.0,4.0,157.0
5517,29.0,1890.0,162.0,67.0,93.0,128.0,651.0,2039.0,0.0,4.0,247.0
5518,29.0,1860.0,163.0,66.0,47.0,123.0,457.0,2042.0,0.0,4.0,237.0
5519,29.0,1829.0,165.0,66.0,0.0,123.0,261.0,2043.0,0.0,4.0,295.0
5520,29.0,1783.0,165.0,66.0,0.0,123.0,270.0,2042.0,0.0,4.0,293.0
5521,29.0,1834.0,165.0,66.0,0.0,124.0,22.0,2043.0,0.0,4.0,295.0
