,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Other  - Actual Aggregated [MW]
407,5.0,3326.0,2.0,80.0,1373.0,26.0,60.0
408,5.0,3236.0,2.0,0.0,1459.0,0.0,60.0
409,5.0,3201.0,2.0,0.0,1202.0,0.0,59.0
410,5.0,3165.0,2.0,0.0,925.0,0.0,59.0
411,5.0,3165.0,2.0,0.0,709.0,0.0,61.0
412,5.0,3163.0,2.0,0.0,637.0,0.0,61.0
413,5.0,3185.0,2.0,0.0,754.0,0.0,58.0
414,5.0,3164.0,2.0,0.0,1186.0,0.0,60.0
415,5.0,3104.0,2.0,0.0,1609.0,75.0,59.0
416,5.0,3190.0,2.0,0.0,1718.0,80.0,58.0
417,5.0,3198.0,2.0,0.0,1581.0,136.0,59.0
418,5.0,3150.0,2.0,0.0,1656.0,120.0,58.0
419,5.0,3043.0,2.0,0.0,1761.0,86.0,59.0
420,5.0,2977.0,2.0,0.0,1691.0,173.0,59.0
421,5.0,3021.0,2.0,0.0,1751.0,74.0,58.0
422,5.0,3071.0,2.0,0.0,1670.0,56.0,60.0
423,5.0,3085.0,2.0,0.0,1802.0,56.0,59.0
424,5.0,3120.0,2.0,266.0,1843.0,97.0,59.0
425,5.0,2946.0,2.0,500.0,1887.0,137.0,60.0
426,5.0,2866.0,2.0,591.0,1866.0,267.0,59.0
427,5.0,2820.0,2.0,590.0,1835.0,260.0,59.0
428,5.0,2776.0,2.0,458.0,1862.0,127.0,65.0
429,5.0,2794.0,2.0,329.0,1738.0,43.0,63.0
430,5.0,2904.0,2.0,207.0,1732.0,5.0,64.0
431,3.61610911923416,1961.9944116631686,1.8690177146142073,43.791554263905184,954.386244190376,0.0,30.45795033509409
432,5.0,2979.0,2.0,0.0,1397.0,0.0,64.0
433,5.0,2999.0,2.0,0.0,1109.0,0.0,63.0
434,5.0,2989.0,2.0,0.0,723.0,0.0,63.0
435,5.0,2972.0,2.0,0.0,666.0,0.0,61.0
436,5.0,2902.0,2.0,0.0,826.0,0.0,62.0
437,5.0,2855.0,2.0,0.0,1107.0,12.0,59.0
438,5.0,2864.0,2.0,0.0,1381.0,96.0,60.0
439,5.0,2891.0,2.0,154.0,1836.0,66.0,59.0
440,5.0,2921.0,2.0,202.0,1872.0,68.0,59.0
441,5.0,2889.0,2.0,201.0,1814.0,65.0,59.0
442,5.0,2831.0,2.0,204.0,1808.0,57.0,59.0
443,5.0,2894.0,2.0,131.0,1736.0,93.0,60.0
444,5.0,2905.0,2.0,0.0,1848.0,76.0,59.0
445,5.0,2869.0,2.0,0.0,1815.0,73.0,59.0
446,5.0,2898.0,2.0,0.0,1809.0,79.0,60.0
447,5.0,2934.0,2.0,0.0,1832.0,96.0,59.0
448,5.0,2953.0,2.0,64.0,1862.0,114.0,59.0
449,5.0,2932.0,2.0,220.0,1754.0,161.0,59.0
450,5.0,2898.0,2.0,209.0,1892.0,178.0,59.0
451,5.0,2832.0,2.0,213.0,1892.0,175.0,59.0
452,5.0,2769.0,2.0,204.0,1819.0,111.0,62.0
453,5.0,2742.0,2.0,60.0,1800.0,110.0,65.0
454,5.0,2719.0,2.0,0.0,1826.0,117.0,65.0
455,2.8070981285876293,2247.423659937303,1.8657009303778853,37.57916202356146,880.0426357319619,0.0,29.1725048966294
456,5.0,2766.0,2.0,0.0,1797.0,80.0,62.0
457,5.0,2811.0,2.0,0.0,1443.0,74.0,62.0
458,5.0,2823.0,2.0,0.0,979.0,8.0,62.0
459,5.0,2858.0,2.0,0.0,650.0,0.0,62.0
460,5.0,2891.0,2.0,0.0,586.0,0.0,60.0
461,5.0,2901.0,2.0,0.0,562.0,0.0,60.0
462,5.0,2906.0,2.0,0.0,963.0,0.0,60.0
463,5.0,2877.0,2.0,41.0,1686.0,0.0,61.0
464,5.0,2848.0,2.0,297.0,1741.0,123.0,59.0
465,5.0,2788.0,2.0,482.0,1753.0,201.0,60.0
466,5.0,2775.0,2.0,495.0,1721.0,240.0,59.0
467,5.0,2885.0,2.0,449.0,1695.0,241.0,59.0
468,5.0,3138.0,2.0,287.0,1635.0,236.0,59.0
469,5.0,3341.0,2.0,7.0,1635.0,216.0,59.0
470,5.0,3363.0,2.0,0.0,1650.0,98.0,59.0
471,5.0,3343.0,2.0,8.0,1766.0,29.0,59.0
472,5.0,3322.0,2.0,204.0,1673.0,26.0,60.0
473,5.0,3311.0,2.0,203.0,1754.0,26.0,59.0
474,5.0,3313.0,2.0,221.0,1686.0,26.0,60.0
475,5.0,3322.0,2.0,200.0,1635.0,26.0,59.0
476,5.0,3362.0,2.0,0.0,1562.0,13.0,61.0
477,5.0,3339.0,2.0,0.0,1365.0,26.0,65.0
478,5.0,3294.0,2.0,0.0,1337.0,20.0,65.0
479,5.0,3279.0,2.0,0.0,1264.0,0.0,63.0
480,5.0,3250.0,2.0,0.0,1299.0,0.0,61.0
481,5.0,3333.0,2.0,0.0,1053.0,0.0,62.0
482,5.0,3361.0,2.0,0.0,685.0,0.0,61.0
483,5.0,3419.0,2.0,0.0,572.0,0.0,61.0
484,5.0,3509.0,2.0,0.0,500.0,0.0,61.0
485,5.0,3505.0,2.0,0.0,440.0,0.0,61.0
486,5.0,3521.0,2.0,0.0,481.0,0.0,59.0
487,5.0,3541.0,2.0,0.0,595.0,0.0,61.0
488,5.0,3546.0,2.0,0.0,852.0,0.0,59.0
489,5.0,3498.0,2.0,0.0,1237.0,0.0,60.0
490,5.0,3427.0,2.0,0.0,1512.0,24.0,59.0
491,5.0,3398.0,2.0,0.0,1632.0,22.0,59.0
492,5.0,3393.0,2.0,0.0,1618.0,0.0,59.0
493,5.0,3404.0,2.0,0.0,1585.0,0.0,59.0
494,5.0,3446.0,2.0,0.0,1495.0,0.0,59.0
495,5.0,3522.0,2.0,0.0,1443.0,0.0,59.0
496,5.0,3564.0,2.0,0.0,1636.0,0.0,59.0
497,5.0,3584.0,2.0,0.0,1663.0,0.0,59.0
498,5.0,3516.0,2.0,0.0,1715.0,0.0,58.0
499,5.0,3530.0,2.0,0.0,1706.0,0.0,59.0
500,5.0,3524.0,2.0,0.0,1727.0,8.0,61.0
501,5.0,3401.0,2.0,0.0,1738.0,22.0,65.0
502,5.0,3513.0,2.0,0.0,1540.0,17.0,64.0
503,5.0,3464.0,2.0,0.0,1217.0,0.0,61.0
504,5.0,3457.0,2.0,0.0,1167.0,0.0,61.0
505,5.0,3459.0,2.0,0.0,899.0,0.0,61.0
506,5.0,3454.0,2.0,0.0,890.0,0.0,60.0
507,5.0,3443.0,2.0,0.0,653.0,0.0,60.0
508,5.0,3487.0,2.0,0.0,581.0,0.0,60.0
509,5.0,3474.0,2.0,0.0,695.0,0.0,60.0
510,5.0,3473.0,2.0,0.0,1153.0,0.0,59.0
511,5.0,3470.0,2.0,77.0,1773.0,94.0,59.0
512,5.0,3579.0,2.0,285.0,1734.0,76.0,59.0
513,5.0,3644.0,2.0,197.0,1802.0,70.0,58.0
514,5.0,3567.0,2.0,204.0,1835.0,103.0,58.0
515,5.0,3536.0,2.0,205.0,1883.0,93.0,58.0
516,5.0,3523.0,2.0,241.0,1889.0,88.0,58.0
517,5.0,3518.0,2.0,248.0,1870.0,115.0,58.0
518,5.0,3460.0,2.0,286.0,1852.0,97.0,59.0
519,5.0,3446.0,2.0,294.0,1831.0,114.0,59.0
520,5.0,3449.0,2.0,292.0,1829.0,205.0,58.0
521,5.0,3402.0,2.0,422.0,1738.0,220.0,59.0
522,5.0,3408.0,2.0,415.0,1781.0,241.0,59.0
523,5.0,3371.0,2.0,448.0,1768.0,225.0,60.0
524,5.0,3413.0,2.0,402.0,1655.0,83.0,64.0
525,5.0,0.0,2.0,0.0,8.0,0.0,16.0
526,5.0,0.0,2.0,0.0,8.0,0.0,16.0
527,5.0,0.0,2.0,0.0,8.0,0.0,16.0
528,5.0,3257.0,2.0,201.0,1320.0,45.0,60.0
529,5.0,3288.0,2.0,170.0,1030.0,45.0,63.0
530,5.0,3251.0,2.0,0.0,980.0,0.0,62.0
531,5.0,3252.0,2.0,0.0,780.0,0.0,60.0
532,5.0,3337.0,2.0,0.0,676.0,0.0,60.0
533,5.0,3314.0,2.0,0.0,792.0,0.0,60.0
534,5.0,3288.0,2.0,0.0,1194.0,0.0,60.0
535,5.0,3277.0,2.0,242.0,1772.0,88.0,60.0
536,5.0,3296.0,2.0,364.0,1802.0,214.0,58.0
537,5.0,3302.0,2.0,399.0,1755.0,210.0,58.0
538,5.0,3371.0,2.0,372.0,1709.0,188.0,60.0
539,5.0,3394.0,2.0,297.0,1729.0,214.0,58.0
540,5.0,3432.0,2.0,242.0,1753.0,217.0,59.0
541,5.0,3461.0,2.0,202.0,1757.0,192.0,61.0
542,5.0,3505.0,2.0,202.0,1660.0,191.0,58.0
543,5.0,3517.0,2.0,201.0,1601.0,200.0,59.0
544,5.0,3531.0,2.0,202.0,1735.0,231.0,59.0
545,5.0,3544.0,2.0,199.0,1782.0,203.0,59.0
546,5.0,3534.0,2.0,201.0,1834.0,203.0,59.0
547,5.0,3551.0,2.0,201.0,1835.0,197.0,61.0
548,5.0,3529.0,2.0,113.0,1806.0,75.0,64.0
549,5.0,3539.0,2.0,0.0,1493.0,15.0,66.0
550,5.0,3561.0,2.0,0.0,1374.0,10.0,60.0
551,2.668552858000444,2102.0083532926997,1.7458790683708878,57.541978483515486,813.0330553417476,0.0,29.7728076306299
552,5.0,3563.0,2.0,0.0,619.0,0.0,60.0
553,5.0,3550.0,2.0,0.0,584.0,0.0,61.0
554,5.0,3565.0,2.0,0.0,548.0,0.0,60.0
555,5.0,3519.0,2.0,0.0,584.0,0.0,60.0
556,5.0,3463.0,2.0,0.0,640.0,0.0,60.0
557,5.0,3386.0,2.0,0.0,593.0,0.0,60.0
558,5.0,3371.0,2.0,0.0,1088.0,0.0,60.0
559,5.0,3410.0,2.0,25.0,1530.0,0.0,59.0
560,5.0,3442.0,2.0,253.0,1717.0,121.0,59.0
561,5.0,3485.0,2.0,210.0,1716.0,115.0,59.0
562,5.0,3453.0,2.0,197.0,1711.0,130.0,59.0
563,5.0,3433.0,2.0,0.0,1876.0,185.0,59.0
564,5.0,3425.0,2.0,0.0,1856.0,148.0,59.0
565,5.0,3430.0,2.0,0.0,1792.0,109.0,59.0
566,5.0,3486.0,2.0,208.0,1777.0,66.0,59.0
567,5.0,3574.0,2.0,198.0,1768.0,50.0,59.0
568,5.0,3649.0,2.0,201.0,1619.0,11.0,59.0
569,5.0,3609.0,2.0,202.0,1806.0,0.0,59.0
570,5.0,3551.0,2.0,291.0,1858.0,0.0,59.0
571,5.0,3516.0,2.0,291.0,1892.0,0.0,60.0
572,5.0,3521.0,2.0,291.0,1474.0,9.0,64.0
573,5.0,3495.0,2.0,292.0,1327.0,22.0,65.0
574,5.0,3468.0,2.0,290.0,1212.0,0.0,61.0
575,5.0,3369.0,2.0,289.0,1129.0,0.0,59.0
576,5.0,3164.0,2.0,16.0,1368.0,0.0,60.0
577,5.0,3197.0,2.0,0.0,905.0,0.0,60.0
578,5.0,3182.0,2.0,0.0,822.0,0.0,61.0
579,5.0,3183.0,2.0,0.0,796.0,0.0,59.0
580,5.0,3184.0,2.0,0.0,788.0,0.0,61.0
581,5.0,3123.0,2.0,0.0,975.0,0.0,59.0
582,5.0,3007.0,2.0,246.0,1479.0,5.0,61.0
583,5.0,3022.0,2.0,506.0,1611.0,127.0,61.0
584,5.0,3018.0,2.0,586.0,1880.0,314.0,91.0
585,5.0,3009.0,2.0,586.0,1819.0,292.0,112.0
586,5.0,3025.0,2.0,508.0,1854.0,305.0,113.0
587,5.0,3082.0,2.0,493.0,1819.0,289.0,112.0
588,5.0,3096.0,2.0,407.0,1785.0,303.0,111.0
589,5.0,3070.0,2.0,407.0,1752.0,250.0,112.0
590,5.0,3080.0,2.0,406.0,1745.0,200.0,113.0
591,5.0,3085.0,2.0,406.0,1795.0,222.0,114.0
592,5.0,3084.0,2.0,453.0,1846.0,224.0,110.0
593,5.0,2967.0,2.0,584.0,1878.0,278.0,110.0
594,5.0,2905.0,2.0,584.0,1894.0,318.0,112.0
595,5.0,2788.0,2.0,583.0,1907.0,321.0,116.0
596,5.0,2812.0,2.0,519.0,1718.0,318.0,79.0
597,5.0,2805.0,2.0,291.0,1635.0,269.0,63.0
598,5.0,2387.0,2.0,291.0,1601.0,226.0,62.0
599,2.711127542055472,2091.9726049466262,1.8664407870660487,36.47009656546467,948.0748678900648,0.0,30.65610075827132
600,5.0,2934.0,2.0,257.0,797.0,224.0,60.0
601,5.0,2914.0,2.0,56.0,674.0,197.0,61.0
602,5.0,2845.0,2.0,0.0,733.0,65.0,61.0
603,5.0,2861.0,2.0,0.0,802.0,0.0,60.0
604,5.0,2854.0,2.0,0.0,759.0,0.0,60.0
605,5.0,2908.0,2.0,0.0,787.0,0.0,60.0
606,5.0,2919.0,2.0,69.0,1405.0,96.0,60.0
607,5.0,2963.0,2.0,217.0,1644.0,142.0,60.0
608,5.0,3010.0,2.0,269.0,1818.0,265.0,59.0
609,5.0,3116.0,2.0,212.0,1744.0,269.0,59.0
610,5.0,3105.0,2.0,203.0,1668.0,268.0,58.0
611,5.0,3116.0,2.0,202.0,1628.0,259.0,61.0
612,5.0,3122.0,2.0,203.0,1567.0,204.0,60.0
613,5.0,3138.0,2.0,204.0,1540.0,168.0,61.0
614,5.0,3244.0,2.0,183.0,1462.0,169.0,62.0
615,5.0,3328.0,2.0,0.0,1583.0,169.0,62.0
616,5.0,3350.0,2.0,0.0,1657.0,169.0,60.0
617,5.0,3330.0,2.0,151.0,1877.0,219.0,60.0
618,5.0,3368.0,2.0,206.0,1812.0,219.0,60.0
619,5.0,3335.0,2.0,206.0,1802.0,214.0,60.0
620,5.0,3373.0,2.0,0.0,1589.0,192.0,63.0
621,5.0,3319.0,2.0,0.0,1473.0,105.0,65.0
622,5.0,3335.0,2.0,0.0,1443.0,40.0,65.0
623,2.5840804890988807,2113.5574168179664,1.5977998717111948,40.67231445284793,805.7274721787846,78.11800680829899,29.511002420540507
624,5.0,3626.0,2.0,0.0,805.0,0.0,62.0
625,5.0,3610.0,2.0,0.0,548.0,0.0,63.0
626,5.0,3627.0,2.0,0.0,602.0,0.0,61.0
627,5.0,3610.0,2.0,0.0,566.0,0.0,61.0
628,5.0,3565.0,2.0,0.0,593.0,0.0,61.0
629,5.0,3549.0,2.0,0.0,585.0,0.0,61.0
630,5.0,3568.0,2.0,0.0,922.0,0.0,61.0
631,5.0,3587.0,2.0,0.0,1522.0,0.0,61.0
632,5.0,3580.0,2.0,0.0,1734.0,26.0,61.0
633,5.0,3587.0,2.0,0.0,1671.0,40.0,59.0
634,5.0,3601.0,2.0,0.0,1611.0,56.0,60.0
635,5.0,3710.0,2.0,0.0,1509.0,34.0,60.0
636,5.0,3693.0,2.0,0.0,1523.0,0.0,60.0
637,5.0,3729.0,2.0,0.0,1533.0,0.0,60.0
638,5.0,3716.0,2.0,0.0,1483.0,0.0,61.0
639,5.0,3741.0,2.0,0.0,1470.0,0.0,59.0
640,5.0,3734.0,2.0,0.0,1767.0,0.0,61.0
641,5.0,3735.0,2.0,0.0,1830.0,0.0,60.0
642,5.0,3681.0,2.0,0.0,1853.0,0.0,62.0
643,5.0,3638.0,2.0,0.0,1844.0,0.0,60.0
644,5.0,3626.0,2.0,0.0,1256.0,18.0,64.0
645,5.0,3620.0,2.0,0.0,1028.0,24.0,48.0
646,5.0,3727.0,2.0,0.0,869.0,13.0,16.0
647,5.0,3712.0,2.0,0.0,898.0,0.0,16.0
648,5.0,3669.0,2.0,0.0,943.0,0.0,16.0
649,5.0,3657.0,2.0,0.0,1020.0,0.0,16.0
650,5.0,3660.0,2.0,0.0,817.0,0.0,16.0
651,5.0,3635.0,2.0,0.0,804.0,0.0,16.0
652,5.0,3585.0,2.0,0.0,729.0,0.0,16.0
653,5.0,3577.0,2.0,0.0,768.0,0.0,16.0
654,5.0,3523.0,2.0,0.0,853.0,0.0,16.0
655,5.0,3515.0,2.0,0.0,1023.0,0.0,16.0
656,5.0,3509.0,2.0,0.0,1501.0,0.0,16.0
657,5.0,3507.0,2.0,0.0,1561.0,10.0,16.0
658,5.0,3583.0,2.0,0.0,1550.0,28.0,16.0
659,5.0,3610.0,2.0,0.0,1534.0,11.0,16.0
660,5.0,3653.0,2.0,0.0,1569.0,0.0,16.0
661,5.0,3659.0,2.0,0.0,1407.0,0.0,16.0
662,5.0,3586.0,2.0,0.0,1207.0,0.0,16.0
663,5.0,3516.0,2.0,0.0,1330.0,0.0,16.0
664,5.0,3436.0,2.0,0.0,1801.0,0.0,16.0
665,5.0,3468.0,2.0,169.0,1751.0,0.0,16.0
666,5.0,3460.0,2.0,208.0,1653.0,25.0,16.0
667,5.0,3451.0,2.0,208.0,1638.0,25.0,16.0
668,5.0,3475.0,2.0,208.0,1344.0,32.0,16.0
669,5.0,3495.0,2.0,52.0,1232.0,48.0,16.0
670,5.0,3548.0,2.0,0.0,1246.0,0.0,16.0
671,5.0,3492.0,2.0,0.0,1242.0,0.0,16.0
672,5.0,3476.0,2.0,0.0,1183.0,0.0,16.0
673,5.0,3423.0,2.0,0.0,951.0,0.0,16.0
674,5.0,3233.0,2.0,0.0,858.0,0.0,16.0
675,5.0,2889.0,2.0,0.0,999.0,0.0,16.0
676,5.0,2846.0,2.0,0.0,956.0,0.0,16.0
677,5.0,2894.0,2.0,0.0,1096.0,0.0,16.0
678,5.0,2908.0,2.0,58.0,1522.0,154.0,16.0
679,5.0,2928.0,2.0,273.0,1626.0,323.0,16.0
680,5.0,2896.0,2.0,495.0,1779.0,319.0,16.0
681,5.0,2843.0,2.0,584.0,1804.0,320.0,16.0
682,5.0,2873.0,2.0,584.0,1729.0,321.0,16.0
683,5.0,2820.0,2.0,583.0,1661.0,325.0,16.0
684,5.0,2932.0,2.0,528.0,1568.0,322.0,16.0
685,5.0,2915.0,2.0,495.0,1527.0,321.0,16.0
686,5.0,3070.0,2.0,449.0,1370.0,323.0,16.0
687,5.0,408.0,2.0,397.0,1163.0,316.0,16.0
688,5.0,0.0,2.0,0.0,8.0,0.0,16.0
689,5.0,0.0,2.0,0.0,8.0,0.0,16.0
690,5.0,0.0,2.0,0.0,8.0,0.0,16.0
691,5.0,0.0,2.0,0.0,8.0,0.0,16.0
692,5.0,0.0,2.0,0.0,8.0,0.0,16.0
693,5.0,0.0,2.0,0.0,8.0,0.0,16.0
694,5.0,0.0,2.0,0.0,8.0,0.0,16.0
695,5.0,0.0,2.0,0.0,8.0,0.0,16.0
696,5.0,2901.0,2.0,0.0,1266.0,0.0,16.0
697,5.0,2910.0,2.0,0.0,814.0,0.0,16.0
698,5.0,2778.0,2.0,0.0,535.0,0.0,16.0
699,5.0,2761.0,2.0,0.0,587.0,0.0,16.0
700,5.0,2789.0,2.0,0.0,592.0,0.0,16.0
701,5.0,2846.0,2.0,0.0,611.0,0.0,16.0
702,5.0,2853.0,2.0,110.0,1221.0,276.0,16.0
703,5.0,2812.0,2.0,294.0,1402.0,318.0,16.0
704,5.0,2835.0,2.0,511.0,1594.0,322.0,16.0
705,5.0,2825.0,2.0,581.0,1493.0,321.0,16.0
706,5.0,2778.0,2.0,581.0,1433.0,322.0,16.0
707,5.0,2627.0,2.0,581.0,1561.0,318.0,16.0
708,5.0,2661.0,2.0,581.0,1410.0,315.0,16.0
709,5.0,2709.0,2.0,579.0,1265.0,315.0,16.0
710,5.0,2726.0,2.0,579.0,1140.0,317.0,16.0
711,5.0,2760.0,2.0,580.0,1069.0,320.0,16.0
712,5.0,2714.0,2.0,579.0,1305.0,320.0,16.0
713,5.0,2710.0,2.0,578.0,1676.0,320.0,16.0
714,5.0,2668.0,2.0,578.0,1790.0,317.0,16.0
715,5.0,2631.0,2.0,577.0,1830.0,312.0,16.0
716,5.0,2661.0,2.0,577.0,1389.0,322.0,16.0
717,5.0,2685.0,2.0,577.0,1187.0,315.0,16.0
718,5.0,2711.0,2.0,577.0,628.0,314.0,16.0
719,5.0,0.0,2.0,0.0,8.0,0.0,16.0
720,5.0,3101.0,2.0,21.0,1002.0,27.0,16.0
721,5.0,3188.0,2.0,0.0,593.0,0.0,16.0
722,5.0,3221.0,2.0,0.0,482.0,0.0,16.0
723,5.0,3200.0,2.0,0.0,436.0,0.0,16.0
724,5.0,3194.0,2.0,0.0,450.0,0.0,16.0
725,5.0,3253.0,2.0,0.0,566.0,0.0,16.0
726,5.0,3249.0,2.0,0.0,1094.0,24.0,16.0
727,5.0,3134.0,2.0,149.0,1438.0,262.0,16.0
728,5.0,3119.0,2.0,226.0,1710.0,268.0,16.0
729,5.0,3100.0,2.0,292.0,1654.0,263.0,16.0
730,5.0,3218.0,2.0,201.0,1608.0,249.0,16.0
731,5.0,3227.0,2.0,184.0,1591.0,210.0,16.0
732,5.0,3229.0,2.0,0.0,1641.0,209.0,16.0
733,5.0,3356.0,2.0,0.0,1569.0,139.0,16.0
734,5.0,3341.0,2.0,0.0,1610.0,79.0,16.0
735,5.0,3333.0,2.0,0.0,1736.0,79.0,16.0
736,5.0,3244.0,2.0,216.0,1798.0,80.0,16.0
737,5.0,3245.0,2.0,245.0,1848.0,104.0,16.0
738,5.0,3296.0,2.0,296.0,1727.0,131.0,16.0
739,5.0,3286.0,2.0,205.0,1798.0,127.0,16.0
740,5.0,3296.0,2.0,0.0,1838.0,20.0,16.0
741,5.0,3349.0,2.0,0.0,1446.0,19.0,16.0
742,5.0,3253.0,2.0,0.0,1423.0,15.0,16.0
743,5.0,3243.0,2.0,0.0,1351.0,0.0,16.0
744,10.0,2988.0,2.0,0.0,1277.0,0.0,21.0
745,10.0,2931.0,2.0,0.0,932.0,0.0,21.0
746,10.0,2936.0,2.0,0.0,873.0,0.0,21.0
747,10.0,2976.0,2.0,0.0,839.0,0.0,21.0
748,10.0,2980.0,2.0,0.0,809.0,0.0,21.0
749,10.0,2948.0,2.0,0.0,879.0,0.0,21.0
750,10.0,2951.0,2.0,0.0,1245.0,0.0,21.0
751,10.0,2954.0,2.0,0.0,1495.0,81.0,21.0
752,10.0,2954.0,2.0,238.0,1718.0,211.0,21.0
753,10.0,2901.0,2.0,256.0,1678.0,215.0,21.0
754,10.0,2738.0,2.0,293.0,1773.0,211.0,21.0
755,10.0,2723.0,2.0,292.0,1744.0,214.0,21.0
756,10.0,2711.0,2.0,219.0,1731.0,213.0,21.0
757,10.0,2709.0,2.0,198.0,1724.0,135.0,21.0
758,10.0,2758.0,2.0,204.0,1565.0,131.0,21.0
759,10.0,2620.0,2.0,237.0,1664.0,141.0,21.0
760,10.0,2468.0,2.0,342.0,1821.0,195.0,21.0
761,10.0,2487.0,2.0,578.0,1851.0,322.0,21.0
762,10.0,2549.0,2.0,578.0,1862.0,325.0,21.0
763,10.0,2551.0,2.0,578.0,1775.0,320.0,21.0
764,10.0,0.0,2.0,0.0,39.0,0.0,21.0
765,10.0,0.0,2.0,0.0,39.0,0.0,21.0
766,10.0,0.0,2.0,0.0,39.0,0.0,21.0
767,10.0,0.0,2.0,0.0,39.0,0.0,21.0
768,10.0,2607.0,2.0,0.0,1216.0,0.0,21.0
769,10.0,2570.0,2.0,0.0,893.0,0.0,21.0
770,10.0,2532.0,2.0,0.0,759.0,0.0,21.0
771,10.0,2522.0,2.0,0.0,732.0,0.0,21.0
772,10.0,2523.0,2.0,0.0,712.0,0.0,21.0
773,10.0,2518.0,2.0,0.0,980.0,0.0,21.0
774,10.0,2499.0,2.0,0.0,1526.0,29.0,21.0
775,10.0,2483.0,2.0,4.0,1714.0,182.0,21.0
776,10.0,2521.0,2.0,297.0,1836.0,296.0,21.0
777,10.0,2482.0,2.0,301.0,1858.0,323.0,21.0
778,10.0,2486.0,2.0,269.0,1823.0,326.0,21.0
779,10.0,2494.0,2.0,276.0,1812.0,325.0,21.0
780,10.0,2581.0,2.0,224.0,1707.0,275.0,21.0
781,10.0,2759.0,2.0,21.0,1687.0,226.0,21.0
782,10.0,2874.0,2.0,0.0,1625.0,82.0,21.0
783,10.0,2915.0,2.0,0.0,1587.0,76.0,21.0
784,10.0,2885.0,2.0,0.0,1746.0,82.0,21.0
785,10.0,2846.0,2.0,242.0,1857.0,186.0,21.0
786,10.0,2870.0,2.0,296.0,1821.0,223.0,21.0
787,10.0,2858.0,2.0,292.0,1828.0,185.0,21.0
788,10.0,2771.0,2.0,0.0,1806.0,94.0,21.0
789,10.0,2785.0,2.0,0.0,1649.0,29.0,21.0
790,10.0,2766.0,2.0,0.0,1620.0,18.0,21.0
791,10.0,2758.0,2.0,0.0,1632.0,0.0,21.0
792,10.0,2756.0,2.0,0.0,1626.0,0.0,21.0
793,10.0,2741.0,2.0,0.0,1392.0,0.0,21.0
794,10.0,2748.0,2.0,0.0,1098.0,0.0,21.0
795,10.0,2849.0,2.0,0.0,1040.0,0.0,21.0
796,10.0,2918.0,2.0,0.0,1191.0,0.0,21.0
797,10.0,2947.0,2.0,0.0,1225.0,8.0,21.0
798,10.0,2948.0,2.0,0.0,1540.0,20.0,21.0
799,10.0,2905.0,2.0,0.0,1594.0,22.0,21.0
800,10.0,2919.0,2.0,0.0,1759.0,24.0,21.0
801,10.0,2911.0,2.0,0.0,1761.0,24.0,21.0
802,10.0,2921.0,2.0,0.0,1739.0,21.0,21.0
803,10.0,2911.0,2.0,0.0,1749.0,16.0,21.0
804,10.0,2913.0,2.0,0.0,1813.0,0.0,21.0
805,10.0,2923.0,2.0,0.0,1815.0,0.0,21.0
806,10.0,2970.0,2.0,0.0,1722.0,0.0,21.0
807,10.0,2962.0,2.0,0.0,1650.0,0.0,21.0
808,10.0,2973.0,2.0,0.0,1441.0,65.0,21.0
809,10.0,2960.0,2.0,0.0,1629.0,97.0,21.0
810,10.0,2944.0,2.0,0.0,1718.0,93.0,21.0
811,10.0,2940.0,2.0,0.0,1703.0,42.0,21.0
812,10.0,2921.0,2.0,0.0,1674.0,32.0,21.0
813,10.0,2937.0,2.0,0.0,1472.0,27.0,21.0
814,10.0,2946.0,2.0,0.0,1379.0,26.0,21.0
815,10.0,3005.0,2.0,0.0,1373.0,24.0,21.0
816,10.0,3041.0,2.0,0.0,1342.0,23.0,21.0
817,10.0,3045.0,2.0,0.0,1110.0,0.0,21.0
818,10.0,3029.0,2.0,0.0,930.0,0.0,21.0
819,10.0,3039.0,2.0,0.0,925.0,0.0,21.0
820,10.0,3020.0,2.0,0.0,1037.0,0.0,21.0
821,10.0,3020.0,2.0,0.0,1039.0,27.0,21.0
822,10.0,3050.0,2.0,0.0,1117.0,31.0,21.0
823,10.0,3051.0,2.0,0.0,1257.0,31.0,21.0
824,10.0,3068.0,2.0,0.0,1761.0,31.0,21.0
825,10.0,3052.0,2.0,0.0,1790.0,69.0,21.0
826,10.0,3058.0,2.0,0.0,1805.0,128.0,21.0
827,10.0,3076.0,2.0,0.0,1766.0,164.0,21.0
828,10.0,3029.0,2.0,0.0,1717.0,171.0,21.0
829,10.0,3028.0,2.0,0.0,1693.0,154.0,21.0
830,10.0,1508.0,2.0,0.0,1424.0,106.0,21.0
831,10.0,0.0,2.0,0.0,39.0,0.0,21.0
832,10.0,0.0,2.0,0.0,39.0,0.0,21.0
833,10.0,0.0,2.0,0.0,39.0,0.0,21.0
834,10.0,0.0,2.0,0.0,39.0,0.0,21.0
835,10.0,0.0,2.0,0.0,39.0,0.0,21.0
836,10.0,0.0,2.0,0.0,39.0,0.0,21.0
837,10.0,0.0,2.0,0.0,39.0,0.0,21.0
838,10.0,0.0,2.0,0.0,39.0,0.0,21.0
