,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
163,4892.0,16415.0,0.0,5554.0,6787.0,189.0,24.0,4078.0,1664.0,57.0,9292.0,543.0,207.0,3.0,339.0,3240.0,13883.0
164,4889.0,16459.0,0.0,5542.0,6827.0,189.0,24.0,4330.0,1663.0,71.0,9283.0,542.0,207.0,0.0,346.0,3214.0,14214.0
165,4875.0,16614.0,0.0,5554.0,6932.0,189.0,24.0,4338.0,1661.0,71.0,9300.0,542.0,207.0,0.0,343.0,3139.0,14490.0
166,4885.0,16628.0,0.0,5571.0,6945.0,189.0,24.0,4190.0,1662.0,69.0,9298.0,542.0,207.0,0.0,339.0,3175.0,15111.0
167,4882.0,16604.0,0.0,5587.0,6932.0,189.0,24.0,4006.0,1661.0,60.0,9287.0,542.0,207.0,0.0,339.0,3217.0,15724.0
168,4877.0,16561.0,0.0,5647.0,6820.0,189.0,24.0,2860.0,1663.0,67.0,9270.0,543.0,207.0,0.0,344.0,3334.0,15868.0
169,4875.0,16586.0,0.0,5644.0,6696.0,189.0,24.0,2528.0,1659.0,68.0,9279.0,543.0,207.0,0.0,343.0,3629.0,15941.0
170,4868.0,16551.0,0.0,5656.0,6633.0,189.0,25.0,2123.0,1657.0,52.0,9204.0,543.0,207.0,0.0,339.0,3784.0,16111.0
171,4865.0,16479.0,0.0,5626.0,6469.0,189.0,25.0,1985.0,1657.0,40.0,9096.0,543.0,208.0,0.0,338.0,3933.0,16449.0
172,4864.0,16615.0,0.0,5477.0,6138.0,189.0,25.0,1738.0,1657.0,65.0,9216.0,543.0,207.0,0.0,330.0,4002.0,16976.0
173,4866.0,16462.0,0.0,5478.0,5828.0,189.0,25.0,716.0,1654.0,45.0,9115.0,543.0,207.0,0.0,338.0,4084.0,17522.0
174,4870.0,16534.0,0.0,5485.0,5327.0,189.0,25.0,925.0,1650.0,44.0,9018.0,543.0,208.0,0.0,342.0,4141.0,17936.0
175,4862.0,16452.0,0.0,5437.0,4868.0,189.0,25.0,676.0,1649.0,57.0,8901.0,543.0,208.0,0.0,341.0,4184.0,18491.0
176,4855.0,16546.0,0.0,5027.0,4534.0,189.0,25.0,1510.0,1647.0,70.0,8989.0,543.0,207.0,0.0,335.0,4199.0,19046.0
177,4853.0,16290.0,0.0,4949.0,3958.0,189.0,25.0,1261.0,1645.0,73.0,9050.0,543.0,207.0,0.0,337.0,4235.0,19040.0
178,4856.0,15995.0,0.0,4913.0,3468.0,189.0,25.0,1274.0,1648.0,70.0,9180.0,543.0,207.0,0.0,335.0,4233.0,19411.0
179,4854.0,15599.0,0.0,4826.0,3215.0,189.0,25.0,1037.0,1650.0,57.0,9195.0,541.0,207.0,0.0,334.0,4185.0,19606.0
180,4850.0,15412.0,0.0,4501.0,2981.0,189.0,25.0,997.0,1652.0,72.0,9213.0,540.0,206.0,0.0,337.0,4236.0,19949.0
181,4848.0,15226.0,0.0,4449.0,2859.0,189.0,25.0,747.0,1655.0,53.0,9191.0,539.0,206.0,0.0,347.0,4233.0,20404.0
182,4851.0,15060.0,0.0,4421.0,2787.0,189.0,25.0,732.0,1655.0,57.0,9190.0,534.0,206.0,0.0,341.0,4195.0,20786.0
183,4846.0,14497.0,0.0,4382.0,2714.0,188.0,25.0,868.0,1659.0,52.0,9153.0,534.0,203.0,0.0,337.0,4197.0,21321.0
184,4835.0,13752.0,0.0,4254.0,2690.0,189.0,26.0,1309.0,1659.0,64.0,9232.0,534.0,203.0,0.0,337.0,4230.0,21199.0
185,4834.0,12852.0,0.0,4133.0,2669.0,189.0,26.0,1795.0,1658.0,50.0,9238.0,534.0,203.0,0.0,333.0,4261.0,21736.0
186,4837.0,12049.0,0.0,4124.0,2634.0,189.0,26.0,2009.0,1658.0,41.0,9230.0,535.0,203.0,0.0,335.0,4279.0,22515.0
187,4834.0,11158.0,0.0,4051.0,2607.0,189.0,26.0,1665.0,1659.0,44.0,9033.0,534.0,203.0,0.0,344.0,4265.0,22964.0
188,4825.0,10211.0,0.0,3949.0,2556.0,189.0,26.0,1601.0,1659.0,55.0,8929.0,514.0,203.0,0.0,337.0,4269.0,23262.0
189,4827.0,9910.0,0.0,3924.0,2453.0,188.0,26.0,583.0,1660.0,49.0,8907.0,505.0,194.0,0.0,331.0,4291.0,24038.0
190,4822.0,9660.0,0.0,3881.0,2347.0,189.0,26.0,494.0,1659.0,49.0,8914.0,505.0,190.0,0.0,347.0,4291.0,24696.0
191,4811.0,9248.0,0.0,3865.0,2284.0,189.0,26.0,766.0,1658.0,41.0,8679.0,503.0,190.0,0.0,356.0,4303.0,25160.0
192,4778.0,8697.0,0.0,3253.0,2233.0,190.0,26.0,647.0,1655.0,61.0,8408.0,420.0,189.0,0.0,375.0,4302.0,25767.0
193,4779.0,8448.0,0.0,3074.0,2201.0,189.0,26.0,1214.0,1656.0,53.0,8233.0,412.0,179.0,0.0,375.0,4304.0,26467.0
194,4777.0,8460.0,0.0,3002.0,2172.0,189.0,26.0,187.0,1655.0,49.0,7890.0,396.0,175.0,0.0,381.0,4314.0,27103.0
195,4778.0,8395.0,0.0,2969.0,2151.0,189.0,26.0,110.0,1654.0,51.0,7394.0,389.0,168.0,0.0,386.0,4314.0,27607.0
196,4776.0,7977.0,0.0,2933.0,2141.0,189.0,26.0,60.0,1652.0,45.0,6966.0,378.0,165.0,0.0,392.0,4352.0,27968.0
197,4777.0,7805.0,0.0,2918.0,2132.0,189.0,25.0,55.0,1647.0,49.0,6521.0,393.0,159.0,0.0,386.0,4351.0,28499.0
198,4768.0,7788.0,0.0,2951.0,2107.0,189.0,25.0,40.0,1648.0,47.0,6207.0,393.0,159.0,0.0,386.0,4389.0,28893.0
199,4770.0,7727.0,0.0,2936.0,2088.0,189.0,25.0,37.0,1647.0,43.0,6034.0,393.0,159.0,0.0,386.0,4422.0,29131.0
200,4761.0,7754.0,0.0,2927.0,2067.0,190.0,25.0,45.0,1644.0,49.0,6007.0,392.0,159.0,0.0,387.0,4438.0,29699.0
201,4761.0,7773.0,0.0,2934.0,2044.0,190.0,25.0,38.0,1645.0,45.0,5978.0,392.0,159.0,0.0,387.0,4391.0,30297.0
202,4756.0,7714.0,0.0,2945.0,2021.0,190.0,25.0,37.0,1639.0,45.0,5951.0,392.0,159.0,0.0,387.0,4400.0,30487.0
203,4756.0,7673.0,0.0,2927.0,2003.0,190.0,25.0,39.0,1630.0,48.0,5767.0,392.0,159.0,0.0,389.0,4400.0,30732.0
204,4738.0,7577.0,0.0,2932.0,2019.0,190.0,25.0,61.0,1630.0,71.0,5594.0,391.0,159.0,0.0,380.0,4375.0,31636.0
205,4734.0,7572.0,0.0,2924.0,2008.0,190.0,25.0,41.0,1632.0,56.0,5593.0,392.0,159.0,0.0,380.0,4397.0,32359.0
206,4733.0,7574.0,0.0,2952.0,2012.0,189.0,25.0,38.0,1632.0,62.0,5597.0,392.0,159.0,0.0,379.0,4440.0,32774.0
207,4741.0,7587.0,0.0,2918.0,2011.0,188.0,25.0,37.0,1631.0,53.0,5597.0,392.0,159.0,0.0,380.0,4474.0,33247.0
208,4724.0,7563.0,0.0,2935.0,2009.0,188.0,25.0,38.0,1633.0,69.0,5601.0,391.0,159.0,0.0,380.0,4466.0,33720.0
209,4703.0,7548.0,0.0,2923.0,2010.0,188.0,25.0,38.0,1631.0,50.0,5601.0,392.0,159.0,0.0,372.0,4427.0,34202.0
210,4705.0,7606.0,0.0,2933.0,2044.0,188.0,25.0,37.0,1634.0,80.0,5594.0,391.0,159.0,0.0,380.0,4435.0,34362.0
211,4701.0,7586.0,0.0,2910.0,2046.0,188.0,25.0,585.0,1638.0,72.0,5626.0,392.0,159.0,0.0,380.0,4442.0,34696.0
212,4711.0,7595.0,0.0,2944.0,2133.0,189.0,24.0,49.0,1649.0,73.0,5810.0,391.0,159.0,0.0,381.0,4445.0,34916.0
213,4745.0,7603.0,0.0,2952.0,2170.0,188.0,24.0,169.0,1664.0,54.0,5977.0,391.0,159.0,0.0,379.0,4172.0,34617.0
214,4742.0,7636.0,0.0,2951.0,2242.0,188.0,24.0,498.0,1671.0,55.0,6285.0,391.0,159.0,0.0,383.0,4175.0,34364.0
215,4723.0,7777.0,0.0,2956.0,2283.0,188.0,24.0,658.0,1674.0,54.0,6591.0,407.0,159.0,0.0,383.0,4156.0,34458.0
216,4736.0,8201.0,0.0,3108.0,2350.0,188.0,24.0,169.0,1675.0,46.0,6788.0,431.0,166.0,0.0,390.0,4136.0,35624.0
217,4735.0,8483.0,0.0,3164.0,2298.0,188.0,24.0,103.0,1676.0,52.0,7160.0,433.0,176.0,0.0,392.0,4094.0,35962.0
218,4728.0,8435.0,0.0,3261.0,2348.0,188.0,24.0,175.0,1675.0,87.0,7533.0,459.0,177.0,0.0,383.0,4139.0,36006.0
219,4738.0,8510.0,0.0,3367.0,2422.0,188.0,24.0,548.0,1677.0,52.0,7844.0,488.0,189.0,0.0,383.0,4161.0,35792.0
220,4784.0,8824.0,0.0,3535.0,2705.0,188.0,24.0,1349.0,1679.0,43.0,8099.0,498.0,202.0,0.0,392.0,4170.0,35284.0
221,4792.0,9097.0,0.0,3565.0,2771.0,188.0,24.0,1323.0,1680.0,42.0,8395.0,498.0,205.0,0.0,393.0,4183.0,34827.0
222,4782.0,9332.0,0.0,3599.0,2853.0,188.0,24.0,2087.0,1678.0,89.0,8477.0,498.0,205.0,0.0,397.0,4177.0,34972.0
223,4800.0,9642.0,0.0,3619.0,2940.0,188.0,23.0,1888.0,1680.0,97.0,8469.0,497.0,205.0,0.0,397.0,4178.0,35256.0
224,4807.0,10002.0,0.0,3622.0,2845.0,188.0,23.0,2555.0,1678.0,52.0,8469.0,497.0,205.0,1.0,389.0,4171.0,35139.0
225,4814.0,10052.0,0.0,3627.0,2883.0,188.0,23.0,3231.0,1680.0,54.0,8545.0,497.0,205.0,10.0,389.0,4179.0,34942.0
226,4797.0,9992.0,0.0,3638.0,2891.0,188.0,23.0,3823.0,1678.0,101.0,8578.0,498.0,205.0,51.0,382.0,4182.0,34961.0
227,4787.0,10134.0,0.0,3689.0,2890.0,188.0,22.0,4388.0,1677.0,79.0,8601.0,498.0,205.0,166.0,383.0,4182.0,34439.0
228,4778.0,10420.0,0.0,3779.0,2877.0,188.0,22.0,3601.0,1680.0,50.0,8634.0,498.0,205.0,372.0,392.0,4181.0,34731.0
229,4771.0,10778.0,0.0,3901.0,2816.0,188.0,22.0,3573.0,1675.0,60.0,8802.0,498.0,205.0,612.0,397.0,4168.0,34129.0
230,4790.0,10822.0,0.0,3978.0,2831.0,188.0,22.0,3725.0,1676.0,78.0,8877.0,498.0,205.0,851.0,398.0,4179.0,33869.0
231,4786.0,11085.0,0.0,4112.0,2847.0,188.0,21.0,3658.0,1678.0,70.0,8867.0,498.0,205.0,1025.0,401.0,4182.0,33578.0
232,4781.0,11980.0,0.0,4199.0,2830.0,188.0,21.0,4235.0,1676.0,65.0,8891.0,498.0,205.0,1173.0,398.0,4170.0,33463.0
233,4784.0,12528.0,0.0,4199.0,2846.0,188.0,20.0,3680.0,1674.0,61.0,8897.0,498.0,205.0,1352.0,395.0,4179.0,33459.0
234,4793.0,12827.0,0.0,4234.0,2788.0,188.0,20.0,3329.0,1677.0,68.0,8893.0,498.0,205.0,1547.0,402.0,4165.0,33961.0
235,4801.0,12822.0,0.0,4290.0,2697.0,188.0,20.0,3230.0,1673.0,94.0,8892.0,498.0,205.0,1705.0,403.0,4161.0,34240.0
236,4799.0,12845.0,0.0,4380.0,2719.0,188.0,18.0,2753.0,1681.0,65.0,8889.0,498.0,205.0,1899.0,398.0,4049.0,34489.0
237,4803.0,12895.0,0.0,4388.0,2765.0,187.0,18.0,2845.0,1684.0,105.0,8896.0,492.0,205.0,2351.0,391.0,3642.0,34310.0
238,4801.0,12822.0,0.0,4398.0,2781.0,187.0,18.0,2728.0,1682.0,103.0,8904.0,492.0,205.0,2434.0,388.0,3453.0,34260.0
239,4801.0,12781.0,0.0,4413.0,2774.0,187.0,18.0,2654.0,1681.0,102.0,8910.0,492.0,205.0,2693.0,389.0,3596.0,34238.0
240,4803.0,12749.0,0.0,4309.0,2620.0,188.0,19.0,2472.0,1683.0,60.0,8926.0,492.0,205.0,2881.0,387.0,3598.0,34080.0
241,4807.0,12734.0,0.0,4278.0,2598.0,188.0,19.0,2386.0,1689.0,41.0,8898.0,492.0,205.0,2942.0,398.0,3692.0,34071.0
242,4800.0,12765.0,0.0,4286.0,2611.0,188.0,19.0,2455.0,1693.0,68.0,8921.0,492.0,205.0,3018.0,393.0,3677.0,34050.0
243,4807.0,12755.0,0.0,4292.0,2616.0,188.0,19.0,2112.0,1697.0,88.0,8933.0,492.0,205.0,2870.0,399.0,3416.0,34031.0
244,4809.0,12774.0,0.0,4324.0,2620.0,188.0,18.0,2755.0,1697.0,94.0,8962.0,492.0,205.0,2811.0,393.0,2961.0,34449.0
245,4808.0,12808.0,0.0,4305.0,2628.0,188.0,18.0,1965.0,1697.0,102.0,8962.0,492.0,205.0,2780.0,401.0,2618.0,34656.0
246,4807.0,12891.0,0.0,4330.0,2616.0,188.0,18.0,1744.0,1692.0,77.0,8970.0,486.0,205.0,2723.0,401.0,2503.0,34914.0
247,4805.0,12958.0,0.0,4341.0,2605.0,188.0,18.0,1057.0,1690.0,43.0,8986.0,485.0,205.0,2570.0,400.0,2686.0,35144.0
248,4803.0,12800.0,0.0,4404.0,2631.0,188.0,21.0,908.0,1691.0,66.0,8986.0,485.0,205.0,2371.0,399.0,2886.0,35074.0
249,4822.0,12835.0,0.0,4442.0,2612.0,188.0,22.0,942.0,1696.0,110.0,8990.0,486.0,205.0,2138.0,401.0,2896.0,35094.0
250,4847.0,12842.0,0.0,4455.0,2613.0,188.0,23.0,901.0,1703.0,103.0,9018.0,488.0,205.0,1841.0,401.0,2738.0,35218.0
251,4853.0,12635.0,0.0,4456.0,2625.0,188.0,23.0,945.0,1710.0,114.0,9027.0,488.0,206.0,1537.0,401.0,2746.0,35214.0
252,4848.0,12566.0,0.0,4465.0,2604.0,188.0,23.0,1104.0,1715.0,108.0,9040.0,489.0,206.0,1284.0,401.0,2883.0,35211.0
253,4848.0,12598.0,0.0,4479.0,2602.0,188.0,24.0,948.0,1717.0,95.0,9048.0,488.0,207.0,998.0,400.0,3039.0,35462.0
254,4852.0,12585.0,0.0,4492.0,2613.0,188.0,24.0,921.0,1711.0,56.0,9012.0,488.0,206.0,739.0,396.0,2950.0,35437.0
255,4861.0,12655.0,0.0,4440.0,2613.0,188.0,24.0,885.0,1717.0,35.0,8918.0,488.0,206.0,447.0,396.0,2885.0,35871.0
256,4863.0,12481.0,0.0,4335.0,2665.0,188.0,24.0,1012.0,1729.0,46.0,8861.0,488.0,206.0,159.0,400.0,2828.0,36138.0
257,4868.0,12535.0,0.0,4349.0,2849.0,188.0,24.0,1207.0,1729.0,42.0,8903.0,486.0,206.0,50.0,402.0,2859.0,36400.0
258,4879.0,12485.0,0.0,4370.0,2939.0,188.0,23.0,1972.0,1732.0,47.0,8968.0,486.0,205.0,9.0,401.0,2910.0,36416.0
259,4882.0,12463.0,0.0,4551.0,3009.0,188.0,23.0,2075.0,1737.0,43.0,9063.0,486.0,205.0,3.0,402.0,3056.0,36706.0
260,4877.0,12332.0,0.0,4506.0,3034.0,188.0,24.0,2967.0,1735.0,39.0,9014.0,486.0,205.0,0.0,400.0,3407.0,37093.0
261,4877.0,12362.0,0.0,4500.0,3045.0,188.0,24.0,3372.0,1740.0,36.0,9009.0,486.0,205.0,0.0,393.0,3670.0,37360.0
262,4884.0,12418.0,0.0,4529.0,3054.0,188.0,24.0,3580.0,1743.0,40.0,9027.0,486.0,205.0,0.0,400.0,3735.0,37495.0
263,4889.0,12397.0,0.0,4501.0,3056.0,188.0,24.0,3335.0,1751.0,53.0,9051.0,486.0,205.0,0.0,399.0,3865.0,37831.0
264,4881.0,12417.0,0.0,4479.0,3080.0,188.0,24.0,2620.0,1752.0,62.0,9027.0,486.0,205.0,0.0,394.0,3950.0,38116.0
265,4863.0,12260.0,0.0,4472.0,3094.0,188.0,24.0,2471.0,1752.0,62.0,9026.0,486.0,205.0,0.0,397.0,3944.0,38124.0
266,4866.0,12105.0,0.0,4493.0,3106.0,188.0,24.0,2152.0,1758.0,61.0,9051.0,486.0,205.0,0.0,392.0,3938.0,38249.0
267,4883.0,11583.0,0.0,4368.0,3172.0,188.0,24.0,2256.0,1766.0,73.0,9066.0,486.0,205.0,0.0,399.0,3843.0,38373.0
268,4896.0,10931.0,0.0,4294.0,3080.0,188.0,24.0,2515.0,1774.0,88.0,9088.0,486.0,205.0,0.0,395.0,3726.0,38430.0
269,4905.0,10341.0,0.0,4257.0,3036.0,188.0,23.0,2530.0,1781.0,70.0,9077.0,486.0,205.0,0.0,397.0,3709.0,38576.0
270,4904.0,9998.0,0.0,4246.0,2948.0,188.0,23.0,1938.0,1798.0,52.0,9015.0,486.0,205.0,0.0,403.0,3708.0,38256.0
271,4894.0,9700.0,0.0,4169.0,2873.0,188.0,23.0,1313.0,1801.0,54.0,8974.0,486.0,205.0,0.0,400.0,3719.0,38246.0
272,4886.0,9115.0,0.0,3872.0,2778.0,188.0,23.0,1743.0,1806.0,57.0,9006.0,486.0,205.0,0.0,401.0,3709.0,38277.0
273,4883.0,8880.0,0.0,3694.0,2769.0,188.0,23.0,1307.0,1815.0,61.0,9033.0,486.0,205.0,0.0,394.0,3689.0,38458.0
274,4888.0,8697.0,0.0,3630.0,2701.0,188.0,23.0,371.0,1824.0,63.0,8957.0,486.0,205.0,0.0,396.0,3677.0,38620.0
275,4885.0,8475.0,0.0,3574.0,2645.0,189.0,23.0,290.0,1825.0,63.0,8843.0,480.0,205.0,0.0,397.0,3664.0,38848.0
276,4872.0,8246.0,0.0,3368.0,2712.0,188.0,23.0,380.0,1832.0,62.0,8834.0,464.0,203.0,0.0,400.0,3650.0,38927.0
277,4876.0,8045.0,0.0,3304.0,2691.0,188.0,24.0,1166.0,1834.0,63.0,8793.0,464.0,196.0,0.0,397.0,3641.0,39009.0
278,4862.0,8063.0,0.0,3244.0,2663.0,188.0,24.0,146.0,1844.0,60.0,8779.0,451.0,196.0,0.0,403.0,3644.0,39129.0
279,4857.0,8065.0,0.0,3128.0,2660.0,188.0,24.0,945.0,1851.0,58.0,8707.0,444.0,190.0,0.0,406.0,3637.0,38811.0
280,4843.0,8101.0,0.0,3091.0,2584.0,188.0,24.0,1473.0,1852.0,81.0,8830.0,446.0,186.0,0.0,406.0,3635.0,37642.0
281,4827.0,8058.0,0.0,3069.0,2567.0,188.0,24.0,1189.0,1852.0,89.0,8821.0,446.0,186.0,0.0,406.0,3760.0,37595.0
282,4821.0,8083.0,0.0,3106.0,2560.0,188.0,24.0,909.0,1851.0,51.0,8827.0,442.0,186.0,0.0,401.0,3837.0,37491.0
283,4829.0,8071.0,0.0,3046.0,2546.0,188.0,24.0,930.0,1853.0,48.0,8811.0,428.0,186.0,0.0,405.0,3835.0,37250.0
284,4821.0,7980.0,0.0,2988.0,2584.0,188.0,24.0,1022.0,1839.0,48.0,8875.0,415.0,179.0,0.0,398.0,3842.0,37103.0
285,4823.0,7910.0,0.0,2955.0,2583.0,188.0,24.0,80.0,1843.0,47.0,8855.0,399.0,174.0,0.0,400.0,3850.0,37126.0
286,4809.0,7924.0,0.0,2972.0,2601.0,188.0,24.0,68.0,1845.0,47.0,8864.0,399.0,167.0,0.0,407.0,3857.0,36800.0
287,4808.0,7911.0,0.0,2970.0,2620.0,188.0,24.0,68.0,1847.0,47.0,8866.0,399.0,167.0,0.0,407.0,3809.0,36876.0
288,4781.0,7755.0,0.0,3099.0,2781.0,188.0,24.0,69.0,1847.0,44.0,8667.0,398.0,167.0,0.0,399.0,3654.0,36724.0
289,4779.0,7664.0,0.0,3055.0,2839.0,189.0,24.0,69.0,1845.0,61.0,8224.0,382.0,166.0,0.0,399.0,3663.0,36349.0
290,4775.0,7642.0,0.0,3071.0,2936.0,188.0,24.0,68.0,1836.0,57.0,7955.0,380.0,159.0,0.0,400.0,3671.0,36350.0
291,4776.0,7672.0,0.0,3079.0,2960.0,188.0,24.0,68.0,1833.0,78.0,7848.0,387.0,158.0,0.0,400.0,3647.0,36331.0
292,4764.0,7619.0,0.0,3087.0,2975.0,188.0,24.0,70.0,1832.0,87.0,7873.0,387.0,161.0,0.0,400.0,3621.0,36117.0
293,4762.0,7504.0,0.0,3093.0,2957.0,188.0,24.0,43.0,1824.0,84.0,7919.0,379.0,162.0,0.0,401.0,3591.0,35951.0
294,4779.0,7481.0,0.0,3115.0,2953.0,188.0,24.0,30.0,1823.0,49.0,7922.0,381.0,161.0,0.0,400.0,3576.0,35646.0
295,4779.0,7458.0,0.0,3093.0,2874.0,188.0,24.0,30.0,1832.0,49.0,7912.0,386.0,162.0,0.0,392.0,3515.0,35263.0
296,4770.0,7512.0,0.0,3098.0,2786.0,187.0,24.0,31.0,1841.0,52.0,8059.0,398.0,165.0,0.0,392.0,3450.0,34896.0
297,4783.0,7489.0,0.0,3081.0,2689.0,188.0,24.0,33.0,1843.0,49.0,8199.0,398.0,170.0,0.0,387.0,3305.0,34793.0
298,4785.0,7479.0,0.0,3102.0,2701.0,188.0,24.0,559.0,1844.0,46.0,8180.0,398.0,170.0,0.0,385.0,3404.0,34565.0
299,4787.0,7497.0,0.0,3090.0,2742.0,188.0,24.0,41.0,1845.0,44.0,8043.0,399.0,170.0,0.0,389.0,3499.0,34611.0
300,4783.0,7480.0,0.0,3166.0,2732.0,188.0,24.0,29.0,1845.0,55.0,8083.0,418.0,170.0,0.0,394.0,3356.0,34147.0
301,4789.0,7480.0,0.0,3173.0,2739.0,188.0,24.0,33.0,1845.0,45.0,8141.0,424.0,179.0,0.0,379.0,3424.0,33648.0
302,4783.0,7493.0,0.0,3204.0,2771.0,188.0,24.0,54.0,1843.0,46.0,8153.0,424.0,182.0,0.0,375.0,3437.0,33328.0
303,4784.0,7554.0,0.0,3183.0,2961.0,188.0,24.0,51.0,1842.0,59.0,8249.0,431.0,182.0,0.0,371.0,3233.0,33238.0
304,4779.0,7599.0,0.0,3262.0,2988.0,188.0,24.0,37.0,1844.0,82.0,8313.0,446.0,185.0,0.0,350.0,3096.0,32850.0
305,4784.0,7680.0,0.0,3251.0,2932.0,188.0,24.0,41.0,1844.0,69.0,8450.0,446.0,192.0,0.0,339.0,2923.0,32360.0
306,4782.0,7721.0,0.0,3272.0,2973.0,188.0,24.0,246.0,1844.0,96.0,8699.0,446.0,192.0,0.0,374.0,2584.0,31748.0
307,4782.0,7980.0,0.0,3233.0,3019.0,188.0,24.0,390.0,1843.0,99.0,8913.0,446.0,192.0,0.0,400.0,2273.0,31306.0
308,4776.0,8450.0,0.0,3309.0,3071.0,188.0,23.0,466.0,1843.0,74.0,9036.0,457.0,192.0,0.0,406.0,2070.0,31074.0
309,4779.0,8924.0,0.0,3370.0,3128.0,188.0,23.0,42.0,1842.0,48.0,9152.0,463.0,197.0,0.0,412.0,2006.0,30655.0
310,4789.0,9205.0,0.0,3457.0,3226.0,187.0,23.0,749.0,1837.0,59.0,9202.0,467.0,200.0,0.0,404.0,1755.0,30285.0
311,4788.0,9549.0,0.0,3553.0,3379.0,188.0,23.0,380.0,1833.0,55.0,9203.0,472.0,202.0,0.0,403.0,1661.0,29657.0
312,4788.0,10490.0,0.0,3813.0,3775.0,188.0,23.0,766.0,1829.0,41.0,9088.0,486.0,204.0,0.0,398.0,1669.0,29459.0
313,4798.0,11124.0,0.0,3980.0,3929.0,188.0,23.0,686.0,1827.0,41.0,9177.0,486.0,205.0,0.0,395.0,1554.0,28980.0
314,4802.0,11771.0,0.0,4060.0,4190.0,188.0,23.0,694.0,1823.0,57.0,9216.0,493.0,205.0,0.0,392.0,1466.0,28540.0
315,4792.0,12322.0,0.0,4107.0,4510.0,188.0,23.0,909.0,1822.0,43.0,9220.0,493.0,205.0,0.0,392.0,1390.0,28321.0
316,4818.0,13185.0,0.0,4372.0,4960.0,188.0,24.0,658.0,1819.0,42.0,9176.0,493.0,205.0,0.0,397.0,1283.0,27675.0
317,4816.0,13755.0,0.0,4602.0,5270.0,188.0,24.0,1194.0,1815.0,41.0,9169.0,493.0,205.0,0.0,396.0,1134.0,27200.0
318,4836.0,13953.0,0.0,4732.0,5741.0,189.0,24.0,1582.0,1804.0,50.0,9005.0,493.0,205.0,0.0,394.0,1117.0,26505.0
319,4838.0,14108.0,0.0,4914.0,6106.0,188.0,24.0,2087.0,1799.0,55.0,9045.0,493.0,205.0,0.0,401.0,1132.0,25910.0
320,4842.0,14265.0,0.0,5278.0,6307.0,188.0,24.0,2215.0,1796.0,54.0,9127.0,495.0,205.0,1.0,386.0,1091.0,25247.0
321,4847.0,14422.0,0.0,5330.0,6714.0,188.0,24.0,2603.0,1795.0,68.0,9219.0,495.0,205.0,11.0,390.0,1118.0,24560.0
322,4848.0,14469.0,0.0,5353.0,7170.0,188.0,24.0,2769.0,1791.0,80.0,9233.0,495.0,205.0,55.0,391.0,1127.0,23917.0
323,4855.0,14550.0,0.0,5414.0,7465.0,188.0,23.0,2803.0,1786.0,98.0,9240.0,495.0,205.0,141.0,391.0,1067.0,23166.0
324,4859.0,14691.0,0.0,5498.0,7991.0,188.0,24.0,2277.0,1772.0,113.0,9238.0,495.0,205.0,294.0,392.0,1044.0,22499.0
325,4862.0,14716.0,0.0,5516.0,8383.0,188.0,24.0,2758.0,1760.0,57.0,9208.0,495.0,205.0,494.0,392.0,1149.0,21886.0
326,4856.0,14658.0,0.0,5533.0,8568.0,188.0,24.0,3174.0,1756.0,95.0,9221.0,495.0,205.0,712.0,383.0,1084.0,21181.0
327,4848.0,14599.0,0.0,5552.0,8905.0,188.0,24.0,3463.0,1756.0,115.0,9225.0,495.0,205.0,954.0,381.0,894.0,20774.0
328,4846.0,14905.0,0.0,5582.0,9336.0,188.0,24.0,2795.0,1765.0,104.0,9250.0,495.0,205.0,1202.0,392.0,833.0,20155.0
329,4844.0,15041.0,0.0,5578.0,9545.0,188.0,24.0,2382.0,1761.0,92.0,9238.0,483.0,205.0,1426.0,392.0,820.0,19773.0
330,4862.0,15092.0,0.0,5624.0,9637.0,188.0,24.0,2916.0,1761.0,85.0,9237.0,483.0,205.0,1606.0,392.0,834.0,19140.0
331,4872.0,15161.0,0.0,5603.0,9701.0,188.0,24.0,3605.0,1761.0,85.0,9240.0,483.0,205.0,1804.0,388.0,777.0,18953.0
332,4882.0,15197.0,0.0,5615.0,9874.0,188.0,24.0,3478.0,1753.0,73.0,9238.0,486.0,205.0,1933.0,386.0,835.0,18453.0
333,4887.0,15222.0,0.0,5615.0,9867.0,188.0,24.0,3730.0,1752.0,78.0,9245.0,486.0,205.0,2022.0,389.0,807.0,18043.0
334,4895.0,15180.0,0.0,5611.0,9861.0,188.0,24.0,3900.0,1752.0,96.0,9251.0,486.0,205.0,2101.0,381.0,908.0,17697.0
335,4888.0,15229.0,0.0,5599.0,9941.0,188.0,24.0,4320.0,1753.0,94.0,9254.0,486.0,205.0,2126.0,381.0,935.0,17158.0
