,Hydro Water Reservoir  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
6497,6249.0,7233.0,711.0,2571.0
6498,6539.0,7230.0,711.0,2434.0
6499,6290.0,7231.0,709.0,2282.0
6500,5840.0,7230.0,686.0,2139.0
6501,5295.0,7228.0,674.0,2039.0
6502,4616.0,7228.0,670.0,1939.0
6503,4033.0,7227.0,688.0,1727.0
6504,3671.0,7227.0,675.0,1551.0
6505,3738.0,7227.0,672.0,1499.0
6506,3871.0,7227.0,648.0,1476.0
6507,4111.0,7214.0,631.0,1534.0
6508,4971.0,7212.0,651.0,1714.0
6509,5576.0,7219.0,644.0,1975.0
6510,5666.0,7226.0,654.0,2317.0
6511,5809.0,7231.0,658.0,2540.0
6512,5906.0,7235.0,679.0,2698.0
6513,5871.0,7235.0,734.0,2827.0
6514,5300.0,7236.0,721.0,3063.0
6515,4534.0,7233.0,726.0,3451.0
6516,3707.0,7226.0,736.0,3719.0
6517,3520.0,7222.0,762.0,4025.0
6518,3627.0,7218.0,736.0,4255.0
6519,3782.0,7216.0,702.0,4340.0
6520,4183.0,7209.0,690.0,4502.0
6521,4202.0,7202.0,688.0,4600.0
6522,4415.0,7199.0,707.0,4704.0
6523,4192.0,7199.0,719.0,4772.0
6524,3404.0,7203.0,693.0,4909.0
6525,3113.0,7205.0,691.0,4985.0
6526,2883.0,7208.0,682.0,5027.0
6527,2433.0,7210.0,644.0,5111.0
6528,2321.0,7209.0,662.0,5044.0
6529,2216.0,7206.0,653.0,5009.0
6530,2164.0,7205.0,645.0,4904.0
6531,2122.0,7205.0,644.0,4787.0
6532,2269.0,7209.0,660.0,4764.0
6533,2705.0,7429.0,655.0,4703.0
6534,3065.0,7785.0,664.0,4568.0
6535,3015.0,7965.0,675.0,4427.0
6536,2928.0,7896.0,679.0,4224.0
6537,2920.0,7892.0,727.0,4075.0
6538,2995.0,7889.0,699.0,3862.0
6539,2923.0,7887.0,691.0,3745.0
6540,2859.0,7932.0,645.0,3645.0
6541,2910.0,7994.0,718.0,3534.0
6542,3141.0,8039.0,717.0,3242.0
6543,3746.0,8072.0,695.0,3021.0
6544,4614.0,8116.0,693.0,2841.0
6545,5268.0,8167.0,689.0,2739.0
6546,5484.0,8173.0,676.0,2626.0
6547,5275.0,8177.0,693.0,2560.0
6548,4980.0,8179.0,685.0,2552.0
6549,4888.0,8184.0,674.0,2440.0
6550,4615.0,8187.0,666.0,2288.0
6551,3188.0,8188.0,689.0,2132.0
6552,2942.0,8190.0,682.0,1986.0
6553,2768.0,8191.0,691.0,1888.0
6554,2770.0,8190.0,707.0,1837.0
6555,3308.0,8189.0,734.0,1771.0
6556,4432.0,8191.0,751.0,1748.0
6557,5826.0,8190.0,770.0,1732.0
6558,6951.0,8194.0,774.0,1694.0
6559,7365.0,8197.0,819.0,1533.0
6560,7319.0,8198.0,837.0,1284.0
6561,7260.0,8199.0,781.0,1216.0
6562,7200.0,8187.0,726.0,1137.0
6563,6982.0,8183.0,732.0,1143.0
6564,6942.0,8180.0,695.0,1158.0
6565,6772.0,8178.0,692.0,1158.0
6566,6749.0,8173.0,671.0,1147.0
6567,6756.0,8173.0,707.0,1092.0
6568,6858.0,8182.0,740.0,1158.0
6569,7072.0,8188.0,732.0,1212.0
6570,6865.0,8182.0,687.0,1361.0
6571,6387.0,8208.0,735.0,1481.0
6572,6140.0,8221.0,779.0,1440.0
6573,5517.0,8229.0,786.0,1431.0
6574,4595.0,8235.0,789.0,1461.0
6575,2849.0,8240.0,792.0,1206.0
6576,2716.0,8265.0,792.0,1111.0
6577,2679.0,8268.0,782.0,1046.0
6578,2654.0,8280.0,791.0,993.0
6579,2940.0,8292.0,794.0,951.0
6580,3931.0,8307.0,838.0,967.0
6581,6405.0,8315.0,865.0,1021.0
6582,7640.0,8319.0,832.0,1118.0
6583,7688.0,8321.0,798.0,1166.0
6584,7088.0,8331.0,816.0,1121.0
6585,6662.0,8348.0,818.0,1198.0
6586,6688.0,8347.0,815.0,1321.0
6587,5996.0,8343.0,837.0,1560.0
6588,5738.0,8355.0,806.0,1704.0
6589,5435.0,8372.0,803.0,1908.0
6590,5346.0,8374.0,811.0,2070.0
6591,5058.0,8374.0,773.0,2292.0
6592,5096.0,8380.0,772.0,2439.0
6593,5102.0,8383.0,776.0,2490.0
6594,5024.0,8376.0,776.0,2505.0
6595,4457.0,8377.0,818.0,2526.0
6596,4140.0,8385.0,848.0,2547.0
6597,3448.0,8391.0,848.0,2561.0
6598,3163.0,8393.0,864.0,2564.0
6599,2494.0,8396.0,839.0,2661.0
6600,2441.0,8402.0,838.0,2747.0
6601,2347.0,8407.0,836.0,2781.0
6602,2311.0,8406.0,834.0,2827.0
6603,2518.0,8405.0,843.0,2852.0
6604,3099.0,8405.0,862.0,2820.0
6605,4549.0,8406.0,875.0,2724.0
6606,5371.0,8406.0,882.0,2688.0
6607,5467.0,8406.0,883.0,2508.0
6608,5500.0,8407.0,889.0,2244.0
6609,5464.0,8385.0,860.0,2052.0
6610,5376.0,8406.0,826.0,1966.0
6611,5321.0,8410.0,832.0,1967.0
6612,5208.0,8406.0,828.0,1991.0
6613,5135.0,8405.0,892.0,2014.0
6614,5073.0,8406.0,869.0,2013.0
6615,5195.0,8409.0,808.0,2002.0
6616,5432.0,8409.0,757.0,1962.0
6617,6934.0,8407.0,793.0,1970.0
6618,7252.0,8411.0,827.0,1955.0
6619,6432.0,8410.0,786.0,1992.0
6620,5631.0,8413.0,776.0,2039.0
6621,4838.0,8411.0,817.0,2053.0
6622,3991.0,8412.0,833.0,2024.0
6623,3118.0,8412.0,839.0,1881.0
6624,2952.0,8413.0,849.0,1772.0
6625,2947.0,8337.0,861.0,1655.0
6626,3010.0,7823.0,902.0,1513.0
6627,3549.0,7418.0,908.0,1352.0
6628,4809.0,7225.0,914.0,1204.0
6629,7252.0,7038.0,929.0,1034.0
6630,8654.0,6860.0,946.0,854.0
6631,8894.0,6718.0,946.0,629.0
6632,9021.0,6716.0,975.0,402.0
6633,8936.0,6717.0,910.0,330.0
6634,8816.0,6717.0,871.0,406.0
6635,8183.0,6701.0,816.0,525.0
6636,7446.0,6680.0,776.0,672.0
6637,7322.0,6698.0,794.0,857.0
6638,7554.0,6703.0,812.0,1061.0
6639,7783.0,6684.0,817.0,1338.0
6640,7932.0,6659.0,816.0,1631.0
6641,8237.0,6679.0,828.0,1999.0
6642,8018.0,6697.0,831.0,2343.0
6643,7264.0,6706.0,833.0,2764.0
6644,6125.0,6809.0,830.0,2929.0
6645,5254.0,6848.0,786.0,3184.0
6646,4576.0,6849.0,806.0,3398.0
6647,3165.0,6849.0,770.0,3722.0
6648,2507.0,6848.0,756.0,3904.0
6649,2393.0,6849.0,759.0,4121.0
6650,2369.0,6850.0,762.0,4299.0
6651,2754.0,6849.0,768.0,4398.0
6652,3743.0,6852.0,778.0,4452.0
6653,5479.0,6853.0,793.0,4475.0
6654,6343.0,6931.0,801.0,4475.0
6655,6571.0,6963.0,806.0,4308.0
6656,6572.0,6964.0,817.0,4150.0
6657,6584.0,6994.0,828.0,4036.0
6658,6088.0,6998.0,833.0,4022.0
6659,5471.0,6994.0,818.0,3985.0
6660,5488.0,6981.0,819.0,3859.0
6661,5352.0,6974.0,783.0,3745.0
6662,5554.0,6976.0,765.0,3703.0
6663,5856.0,6982.0,745.0,3635.0
6664,5986.0,6986.0,729.0,3609.0
6665,6321.0,6995.0,739.0,3655.0
6666,6283.0,7002.0,747.0,3712.0
6667,5565.0,7004.0,766.0,3806.0
6668,5151.0,7008.0,744.0,3836.0
6669,4397.0,7012.0,774.0,3816.0
6670,3591.0,7014.0,769.0,3739.0
6671,2659.0,7010.0,730.0,3724.0
6672,2375.0,7016.0,720.0,3603.0
6673,2287.0,7018.0,726.0,3479.0
6674,2283.0,7009.0,721.0,3321.0
6675,2347.0,7006.0,724.0,3180.0
6676,2654.0,7008.0,729.0,3055.0
6677,3261.0,7011.0,733.0,2948.0
6678,3865.0,7015.0,735.0,2840.0
6679,4321.0,7014.0,725.0,2641.0
6680,4828.0,7016.0,720.0,2409.0
6681,5058.0,7018.0,731.0,2147.0
6682,5044.0,7019.0,736.0,1956.0
6683,4899.0,7018.0,738.0,1882.0
6684,4970.0,7015.0,734.0,1696.0
6685,4992.0,7014.0,727.0,1548.0
6686,5031.0,7014.0,720.0,1404.0
6687,5512.0,7013.0,723.0,1287.0
6688,5936.0,7012.0,735.0,1268.0
6689,6516.0,7011.0,739.0,1275.0
6690,6364.0,7013.0,752.0,1247.0
6691,5958.0,7016.0,761.0,1355.0
6692,5599.0,7014.0,752.0,1302.0
6693,5008.0,7017.0,751.0,1446.0
6694,3782.0,7021.0,756.0,1523.0
6695,2579.0,7021.0,751.0,1581.0
6696,2256.0,7020.0,754.0,1606.0
6697,2143.0,7021.0,766.0,1680.0
6698,2035.0,7022.0,771.0,1827.0
6699,2029.0,7016.0,778.0,1944.0
6700,2079.0,7014.0,785.0,2017.0
6701,2681.0,7016.0,808.0,2061.0
6702,3106.0,7016.0,823.0,2112.0
6703,4338.0,7015.0,849.0,1849.0
6704,5752.0,7015.0,885.0,1394.0
6705,6263.0,7016.0,899.0,1153.0
6706,6600.0,7016.0,908.0,964.0
6707,6424.0,7012.0,904.0,772.0
6708,6026.0,7009.0,907.0,614.0
6709,5713.0,7008.0,890.0,498.0
6710,5649.0,7008.0,874.0,443.0
6711,6136.0,7008.0,859.0,425.0
6712,7178.0,7008.0,834.0,447.0
6713,7747.0,7007.0,788.0,551.0
6714,7745.0,7006.0,767.0,719.0
6715,6968.0,7008.0,752.0,983.0
6716,6418.0,7012.0,744.0,1271.0
6717,5085.0,7013.0,740.0,1654.0
6718,4098.0,7014.0,732.0,2125.0
6719,2827.0,7011.0,739.0,2581.0
6720,2437.0,7008.0,765.0,2896.0
6721,2318.0,7000.0,787.0,3249.0
6722,2288.0,7000.0,787.0,3651.0
6723,2759.0,6999.0,799.0,3931.0
6724,3273.0,6998.0,823.0,4277.0
6725,4637.0,6996.0,841.0,4487.0
6726,5850.0,6991.0,849.0,4742.0
6727,5946.0,6990.0,874.0,4913.0
6728,5930.0,6992.0,857.0,4950.0
6729,5847.0,6992.0,862.0,5079.0
6730,5641.0,6995.0,861.0,5088.0
6731,5477.0,6997.0,858.0,5010.0
6732,5369.0,7000.0,865.0,4766.0
6733,5347.0,6996.0,848.0,4497.0
6734,5319.0,6992.0,841.0,4352.0
6735,5475.0,6991.0,842.0,4187.0
6736,5834.0,6989.0,842.0,4038.0
6737,6095.0,6989.0,830.0,3935.0
6738,6038.0,6991.0,830.0,4021.0
6739,5336.0,6991.0,843.0,3859.0
6740,4250.0,6991.0,780.0,3813.0
6741,3382.0,6992.0,762.0,3841.0
6742,2728.0,6990.0,735.0,3867.0
6743,2114.0,6984.0,778.0,3929.0
6744,1967.0,6978.0,779.0,3888.0
6745,1934.0,6977.0,774.0,3705.0
6746,1956.0,6979.0,773.0,3539.0
6747,2387.0,6978.0,768.0,3477.0
6748,3090.0,6977.0,787.0,3414.0
6749,5138.0,6975.0,794.0,3496.0
6750,6054.0,6973.0,798.0,3636.0
6751,6173.0,6973.0,796.0,3794.0
6752,6215.0,6974.0,777.0,3824.0
6753,6051.0,6972.0,732.0,3929.0
6754,5991.0,6975.0,729.0,4034.0
6755,5689.0,6975.0,746.0,3982.0
6756,5481.0,6976.0,738.0,4073.0
6757,5398.0,6979.0,752.0,3996.0
6758,5311.0,6977.0,769.0,4004.0
6759,5325.0,6973.0,760.0,3924.0
6760,5780.0,6973.0,722.0,4007.0
6761,5728.0,6965.0,691.0,4058.0
6762,5510.0,6957.0,664.0,4054.0
6763,4525.0,6957.0,665.0,4070.0
6764,3782.0,6959.0,675.0,4066.0
6765,3461.0,6961.0,637.0,4025.0
6766,2764.0,6963.0,657.0,3968.0
6767,2254.0,6969.0,666.0,4029.0
6768,2154.0,6969.0,660.0,4027.0
6769,2050.0,6966.0,659.0,3983.0
6770,2066.0,6966.0,661.0,3843.0
6771,2478.0,6963.0,664.0,3795.0
6772,3061.0,6958.0,673.0,3709.0
6773,5454.0,6952.0,689.0,3450.0
6774,6658.0,6950.0,708.0,3112.0
6775,6972.0,6949.0,732.0,2738.0
6776,7165.0,6952.0,741.0,2353.0
6777,7391.0,6957.0,753.0,1881.0
6778,7605.0,6956.0,738.0,1506.0
6779,7287.0,6957.0,735.0,1212.0
6780,6994.0,6955.0,741.0,1044.0
6781,7124.0,6954.0,713.0,956.0
6782,7357.0,6954.0,712.0,864.0
6783,7547.0,6958.0,713.0,764.0
6784,8191.0,6959.0,678.0,741.0
6785,8221.0,6964.0,698.0,975.0
6786,7809.0,6965.0,703.0,1258.0
6787,6544.0,6966.0,698.0,1451.0
6788,5147.0,6968.0,698.0,1529.0
6789,3957.0,6972.0,707.0,1646.0
6790,2986.0,6974.0,695.0,1642.0
6791,2458.0,6978.0,743.0,1722.0
6792,2322.0,6980.0,731.0,1768.0
6793,2333.0,6980.0,720.0,1691.0
6794,2370.0,6980.0,717.0,1526.0
6795,2672.0,6979.0,733.0,1420.0
6796,3741.0,6976.0,745.0,1423.0
6797,5958.0,6973.0,772.0,1473.0
6798,7137.0,6974.0,796.0,1491.0
6799,7460.0,6971.0,831.0,1462.0
6800,7592.0,6974.0,905.0,1327.0
6801,7180.0,6973.0,845.0,1259.0
6802,6923.0,6973.0,857.0,1222.0
6803,6398.0,6973.0,852.0,1225.0
6804,6473.0,6971.0,825.0,1225.0
6805,6805.0,6967.0,793.0,1300.0
6806,6923.0,6964.0,782.0,1402.0
6807,6874.0,6961.0,746.0,1641.0
6808,6870.0,6963.0,739.0,1938.0
6809,7123.0,6960.0,753.0,2287.0
6810,7113.0,6959.0,774.0,2637.0
6811,6206.0,6963.0,808.0,3134.0
6812,4797.0,6963.0,792.0,3082.0
6813,3723.0,6967.0,815.0,3007.0
6814,2959.0,7146.0,797.0,2892.0
6815,2396.0,7318.0,692.0,3022.0
6816,2285.0,7412.0,699.0,2935.0
6817,2269.0,7416.0,695.0,2789.0
6818,2292.0,7408.0,693.0,2603.0
6819,2863.0,7492.0,697.0,2426.0
6820,3917.0,7585.0,694.0,2301.0
6821,6254.0,7576.0,777.0,2224.0
6822,7573.0,7562.0,759.0,2058.0
6823,7699.0,7546.0,746.0,1903.0
6824,7685.0,7532.0,717.0,1526.0
6825,7704.0,7519.0,703.0,1278.0
6826,7447.0,7505.0,737.0,1156.0
6827,6971.0,7579.0,739.0,1099.0
6828,6609.0,7611.0,687.0,1075.0
6829,6273.0,7603.0,667.0,1129.0
6830,6161.0,7592.0,664.0,1278.0
6831,6220.0,7645.0,661.0,1468.0
6832,6384.0,7706.0,667.0,1740.0
6833,6952.0,7696.0,635.0,1987.0
6834,6545.0,7863.0,665.0,2268.0
6835,5539.0,7961.0,661.0,2452.0
6836,4338.0,7964.0,659.0,2519.0
6837,3543.0,7958.0,651.0,2592.0
6838,2699.0,7982.0,649.0,2574.0
6839,1939.0,8023.0,633.0,2826.0
6840,1820.0,8026.0,622.0,2990.0
6841,1799.0,8057.0,613.0,3172.0
6842,1776.0,8088.0,616.0,3346.0
6843,1779.0,8089.0,616.0,3448.0
6844,1785.0,8089.0,652.0,3583.0
6845,2033.0,8089.0,663.0,3744.0
6846,2423.0,8088.0,681.0,3812.0
6847,2585.0,8131.0,674.0,3852.0
6848,3020.0,8144.0,666.0,3774.0
6849,3385.0,8180.0,676.0,3600.0
6850,3358.0,8194.0,680.0,3544.0
6851,3375.0,8187.0,684.0,3461.0
6852,3433.0,8194.0,679.0,3453.0
6853,3363.0,8193.0,677.0,3408.0
6854,3416.0,8190.0,670.0,3443.0
6855,3727.0,8189.0,674.0,3490.0
6856,3802.0,8185.0,680.0,3575.0
6857,3788.0,8184.0,677.0,3637.0
6858,3649.0,8183.0,681.0,3821.0
6859,3353.0,8184.0,679.0,3968.0
6860,2739.0,8190.0,688.0,4046.0
6861,2290.0,8189.0,677.0,4166.0
6862,1951.0,8189.0,690.0,4189.0
6863,1542.0,8212.0,672.0,4258.0
6864,1478.0,8249.0,688.0,4251.0
6865,1415.0,8250.0,682.0,4239.0
6866,1410.0,8291.0,682.0,4258.0
6867,1409.0,8304.0,681.0,4231.0
6868,1471.0,8317.0,685.0,4173.0
6869,1529.0,8348.0,686.0,4165.0
6870,1688.0,8347.0,683.0,4238.0
6871,1838.0,8347.0,693.0,4165.0
6872,2045.0,8349.0,712.0,4031.0
6873,2112.0,8347.0,722.0,3823.0
6874,2137.0,8347.0,739.0,3719.0
6875,2111.0,8346.0,730.0,3745.0
6876,2098.0,8341.0,731.0,3730.0
6877,2037.0,8338.0,719.0,3808.0
6878,2184.0,8334.0,702.0,3897.0
6879,2490.0,8330.0,687.0,4051.0
6880,3289.0,8328.0,685.0,4261.0
6881,3723.0,8328.0,657.0,4394.0
6882,3752.0,8332.0,659.0,4578.0
6883,3561.0,8333.0,673.0,4687.0
6884,3251.0,8336.0,674.0,4719.0
6885,2577.0,8338.0,675.0,4615.0
6886,1871.0,8340.0,690.0,4541.0
6887,1634.0,8339.0,653.0,4259.0
6888,1607.0,8340.0,632.0,4055.0
6889,1699.0,8340.0,652.0,3755.0
6890,1752.0,8339.0,656.0,3623.0
6891,2352.0,8337.0,655.0,3411.0
6892,2946.0,8334.0,670.0,3273.0
6893,5058.0,8333.0,706.0,3070.0
6894,6264.0,8334.0,720.0,2837.0
6895,6784.0,8337.0,756.0,2433.0
6896,6893.0,8337.0,723.0,1976.0
6897,7333.0,8336.0,732.0,1647.0
6898,7353.0,8335.0,806.0,1401.0
6899,7284.0,8336.0,768.0,1150.0
6900,7275.0,8333.0,770.0,1027.0
6901,7352.0,8331.0,751.0,986.0
6902,7336.0,8329.0,806.0,994.0
6903,7476.0,8328.0,783.0,992.0
6904,7511.0,8328.0,769.0,963.0
6905,7742.0,8331.0,775.0,1070.0
6906,7708.0,8333.0,777.0,1168.0
6907,6882.0,8334.0,777.0,1190.0
6908,5704.0,8334.0,766.0,1155.0
6909,5122.0,8340.0,753.0,1112.0
6910,4221.0,8344.0,751.0,1008.0
6911,3428.0,8344.0,759.0,935.0
6912,3146.0,8344.0,743.0,908.0
6913,3094.0,8345.0,739.0,877.0
6914,3240.0,8347.0,731.0,863.0
6915,3644.0,8347.0,719.0,964.0
6916,4604.0,8346.0,722.0,978.0
6917,6375.0,8345.0,747.0,999.0
6918,7283.0,8342.0,765.0,1062.0
6919,7616.0,8343.0,758.0,942.0
6920,7723.0,8344.0,787.0,818.0
6921,7828.0,8344.0,796.0,692.0
6922,7991.0,8343.0,759.0,625.0
6923,7814.0,8341.0,759.0,578.0
6924,7580.0,8335.0,773.0,464.0
6925,7829.0,8329.0,773.0,410.0
6926,8050.0,8329.0,766.0,386.0
6927,7940.0,8328.0,766.0,415.0
6928,8184.0,8327.0,759.0,495.0
6929,8275.0,8326.0,764.0,619.0
6930,8170.0,8326.0,772.0,862.0
6931,7410.0,8322.0,783.0,1011.0
6932,6334.0,8321.0,776.0,1113.0
6933,5524.0,8322.0,757.0,1197.0
6934,4293.0,8321.0,731.0,1288.0
6935,3122.0,8319.0,712.0,1497.0
6936,2700.0,8324.0,721.0,1576.0
6937,2655.0,8330.0,728.0,1607.0
6938,2797.0,8332.0,728.0,1727.0
6939,3456.0,8328.0,732.0,1819.0
6940,4638.0,8327.0,748.0,1906.0
6941,5750.0,8316.0,753.0,1982.0
6942,6829.0,8315.0,752.0,2023.0
6943,6854.0,8311.0,740.0,2025.0
6944,6932.0,8313.0,728.0,2004.0
6945,6878.0,8315.0,713.0,1893.0
6946,6898.0,8310.0,708.0,1812.0
6947,6939.0,8312.0,691.0,1660.0
6948,6755.0,8314.0,694.0,1653.0
6949,6712.0,8313.0,700.0,1621.0
6950,6792.0,8311.0,697.0,1555.0
6951,6879.0,8311.0,712.0,1519.0
6952,7085.0,8310.0,712.0,1576.0
6953,7472.0,8282.0,709.0,1646.0
6954,7399.0,8296.0,716.0,1708.0
6955,6629.0,8321.0,718.0,1717.0
6956,5618.0,8323.0,711.0,1714.0
6957,4907.0,8322.0,702.0,1776.0
6958,4108.0,8323.0,692.0,1811.0
6959,3169.0,8324.0,698.0,1893.0
6960,2934.0,8324.0,693.0,1805.0
6961,2859.0,8174.0,690.0,1849.0
6962,3047.0,8015.0,691.0,1741.0
6963,3672.0,7961.0,691.0,1714.0
6964,5185.0,7885.0,706.0,1690.0
6965,6587.0,7862.0,718.0,1807.0
6966,7797.0,7863.0,731.0,1908.0
6967,8020.0,7862.0,716.0,1984.0
6968,8151.0,7862.0,746.0,1905.0
6969,8149.0,7862.0,744.0,1937.0
6970,7978.0,7861.0,763.0,2035.0
6971,7568.0,7858.0,762.0,2138.0
6972,7269.0,7853.0,752.0,2175.0
6973,7180.0,7853.0,743.0,2323.0
6974,7309.0,7853.0,757.0,2414.0
6975,7312.0,7848.0,746.0,2581.0
6976,7391.0,7846.0,744.0,2758.0
6977,7565.0,7844.0,772.0,2813.0
6978,7196.0,7845.0,802.0,2916.0
6979,6346.0,7848.0,834.0,2968.0
6980,5676.0,7852.0,835.0,2959.0
6981,4945.0,7856.0,825.0,2875.0
6982,4045.0,8323.0,817.0,2758.0
6983,3458.0,7854.0,796.0,2658.0
6984,3258.0,7792.0,809.0,2583.0
6985,3199.0,7764.0,808.0,2511.0
6986,3262.0,7815.0,806.0,2444.0
6987,3669.0,7799.0,794.0,2308.0
6988,4583.0,7808.0,796.0,2311.0
6989,6712.0,7806.0,810.0,2225.0
6990,8146.0,7810.0,802.0,2112.0
6991,8807.0,7813.0,742.0,1946.0
6992,9117.0,7815.0,658.0,1784.0
6993,9155.0,7819.0,704.0,1480.0
6994,9024.0,7821.0,750.0,1304.0
6995,8811.0,7819.0,736.0,1123.0
6996,8581.0,7818.0,732.0,984.0
6997,8494.0,7877.0,733.0,845.0
6998,8384.0,7928.0,694.0,765.0
6999,8379.0,7990.0,742.0,736.0
7000,8521.0,8164.0,776.0,758.0
7001,8519.0,8184.0,803.0,856.0
7002,8372.0,8187.0,801.0,953.0
7003,7530.0,8187.0,804.0,1072.0
7004,6891.0,8190.0,794.0,1126.0
7005,5870.0,8245.0,811.0,1178.0
7006,5085.0,8280.0,805.0,1209.0
7007,4312.0,8280.0,840.0,1142.0
7008,3998.0,8278.0,838.0,1089.0
7009,3878.0,8296.0,830.0,1086.0
7010,3853.0,8321.0,825.0,1026.0
7011,3886.0,8325.0,834.0,958.0
7012,4187.0,8327.0,840.0,983.0
7013,4650.0,8327.0,838.0,1024.0
7014,5277.0,8327.0,848.0,1107.0
7015,5990.0,8327.0,854.0,1042.0
7016,6513.0,8326.0,846.0,973.0
7017,6838.0,8322.0,854.0,871.0
7018,6916.0,8321.0,879.0,842.0
7019,6736.0,8320.0,881.0,873.0
7020,6513.0,8319.0,881.0,866.0
7021,6472.0,8319.0,869.0,883.0
7022,6497.0,8317.0,860.0,840.0
7023,6648.0,8293.0,855.0,802.0
7024,7411.0,8262.0,849.0,817.0
7025,7842.0,8297.0,850.0,925.0
7026,7189.0,8314.0,851.0,1054.0
7027,6414.0,8314.0,862.0,1242.0
7028,5740.0,8318.0,850.0,1245.0
7029,5298.0,8319.0,840.0,1331.0
7030,4141.0,8321.0,833.0,1581.0
7031,3296.0,8320.0,842.0,2133.0
7032,3034.0,8321.0,838.0,2477.0
7033,2598.0,8324.0,837.0,2803.0
7034,2390.0,8325.0,835.0,3065.0
7035,2433.0,8323.0,837.0,3306.0
7036,2589.0,8324.0,842.0,3485.0
7037,2991.0,8324.0,839.0,3488.0
7038,3197.0,8323.0,842.0,3473.0
7039,3540.0,8323.0,841.0,3489.0
7040,3988.0,8322.0,854.0,3422.0
7041,4356.0,8322.0,838.0,3399.0
7042,4215.0,8323.0,841.0,3401.0
7043,4040.0,8321.0,865.0,3383.0
7044,3620.0,8322.0,879.0,3404.0
7045,3424.0,8320.0,913.0,3518.0
7046,3482.0,8315.0,881.0,3619.0
7047,3910.0,8312.0,873.0,3656.0
7048,4593.0,8310.0,873.0,3748.0
7049,4822.0,8309.0,876.0,3868.0
7050,4668.0,8301.0,873.0,4009.0
7051,4251.0,8289.0,871.0,4057.0
7052,3458.0,8286.0,870.0,4148.0
7053,2641.0,8287.0,864.0,4229.0
7054,2229.0,8289.0,864.0,4343.0
7055,2002.0,8294.0,882.0,4247.0
7056,1798.0,8297.0,887.0,4161.0
7057,1804.0,8301.0,883.0,4146.0
7058,1824.0,8303.0,881.0,4198.0
7059,2183.0,8302.0,883.0,4224.0
7060,2949.0,8300.0,910.0,4227.0
7061,4720.0,8299.0,940.0,4495.0
7062,6127.0,8301.0,957.0,4717.0
7063,6331.0,8300.0,974.0,4822.0
7064,6461.0,8298.0,976.0,4842.0
7065,6299.0,8301.0,995.0,4914.0
7066,6090.0,8300.0,1000.0,5016.0
7067,5809.0,8305.0,995.0,5025.0
7068,5616.0,8308.0,985.0,5064.0
7069,5255.0,8308.0,975.0,5013.0
7070,5225.0,8309.0,968.0,4904.0
7071,5529.0,8309.0,944.0,4867.0
7072,5899.0,8309.0,930.0,4765.0
7073,6050.0,8309.0,930.0,4713.0
7074,5970.0,8310.0,937.0,4741.0
7075,5654.0,8316.0,924.0,4604.0
7076,4507.0,8320.0,913.0,4473.0
7077,3246.0,8321.0,906.0,4443.0
7078,2825.0,8324.0,899.0,4367.0
7079,2211.0,8322.0,936.0,4343.0
7080,2077.0,8324.0,925.0,4262.0
7081,2042.0,8327.0,926.0,4066.0
7082,2111.0,8326.0,930.0,3915.0
7083,2368.0,8324.0,930.0,3726.0
7084,2913.0,8320.0,942.0,3568.0
7085,4831.0,8318.0,956.0,3441.0
7086,6095.0,8319.0,976.0,3244.0
7087,6278.0,8317.0,975.0,3103.0
7088,6197.0,8324.0,966.0,3009.0
7089,6024.0,8316.0,963.0,3026.0
7090,5838.0,8323.0,969.0,3049.0
7091,5970.0,8324.0,971.0,3171.0
7092,6069.0,8325.0,969.0,3300.0
7093,5584.0,8329.0,964.0,3445.0
7094,5281.0,8331.0,954.0,3649.0
7095,5315.0,8332.0,950.0,3913.0
7096,5427.0,8331.0,949.0,4099.0
7097,5643.0,8332.0,979.0,4254.0
7098,5577.0,8332.0,979.0,4437.0
7099,5021.0,8333.0,976.0,4555.0
7100,4377.0,8335.0,957.0,4534.0
7101,3557.0,8335.0,955.0,4545.0
7102,2870.0,8332.0,953.0,4469.0
7103,2473.0,8324.0,965.0,4335.0
7104,2417.0,8319.0,973.0,4250.0
7105,2388.0,8317.0,975.0,4273.0
7106,2513.0,8315.0,979.0,4185.0
7107,2817.0,8314.0,1008.0,4158.0
7108,3648.0,8314.0,1022.0,4119.0
7109,5312.0,8318.0,1076.0,4096.0
7110,7120.0,8317.0,1080.0,4070.0
7111,7355.0,8317.0,1115.0,3911.0
7112,7462.0,8312.0,1142.0,3733.0
7113,7430.0,8321.0,1132.0,3485.0
7114,7392.0,8318.0,1147.0,3332.0
7115,7213.0,8314.0,1253.0,3315.0
7116,7195.0,8311.0,1241.0,3274.0
7117,7086.0,8306.0,1122.0,3235.0
7118,7029.0,8309.0,1064.0,3141.0
7119,7049.0,8311.0,1041.0,3092.0
7120,7324.0,8309.0,1057.0,3020.0
7121,7372.0,8307.0,1059.0,2963.0
7122,7354.0,8309.0,1040.0,3005.0
7123,6963.0,8314.0,1064.0,2958.0
7124,6555.0,8318.0,1026.0,2835.0
7125,5933.0,8321.0,1028.0,2712.0
7126,4414.0,8322.0,1029.0,2540.0
7127,3257.0,8324.0,1006.0,2456.0
7128,2883.0,8326.0,1005.0,2403.0
7129,2889.0,8326.0,1007.0,2443.0
7130,2930.0,8327.0,1019.0,2554.0
