,Biomass  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
598,86.0,329.0,260.0,91.0,21.0
599,85.0,329.0,163.0,91.0,29.0
600,85.0,330.0,66.0,91.0,22.0
601,85.0,330.0,65.0,91.0,19.0
602,85.0,330.0,66.0,91.0,16.0
603,85.0,330.0,66.0,90.0,11.0
604,85.0,329.0,156.0,90.0,14.0
605,86.0,344.0,314.0,90.0,13.0
606,87.0,454.0,371.0,90.0,11.0
607,86.0,567.0,530.0,89.0,13.0
608,86.0,576.0,551.0,89.0,10.0
609,86.0,576.0,638.0,89.0,7.0
610,85.0,576.0,644.0,89.0,5.0
611,85.0,576.0,556.0,88.0,4.0
612,86.0,576.0,567.0,89.0,5.0
613,86.0,576.0,571.0,89.0,4.0
614,85.0,535.0,572.0,88.0,3.0
615,86.0,527.0,563.0,89.0,3.0
616,88.0,537.0,641.0,89.0,2.0
617,91.0,550.0,640.0,90.0,2.0
618,92.0,539.0,591.0,90.0,3.0
619,90.0,535.0,406.0,90.0,3.0
620,89.0,532.0,406.0,90.0,3.0
621,88.0,395.0,214.0,90.0,3.0
622,88.0,293.0,172.0,90.0,5.0
623,87.0,285.0,28.0,91.0,5.0
624,87.0,215.0,0.0,91.0,5.0
625,87.0,215.0,0.0,90.0,6.0
626,86.0,215.0,0.0,90.0,5.0
627,86.0,215.0,0.0,90.0,5.0
628,86.0,215.0,0.0,90.0,5.0
629,86.0,217.0,3.0,90.0,4.0
630,86.0,261.0,74.0,89.0,5.0
631,86.0,287.0,346.0,89.0,8.0
632,86.0,289.0,382.0,89.0,9.0
633,86.0,290.0,505.0,88.0,13.0
634,85.0,289.0,507.0,88.0,20.0
635,86.0,289.0,418.0,88.0,20.0
636,85.0,289.0,414.0,88.0,22.0
637,85.0,289.0,412.0,88.0,25.0
638,87.0,289.0,406.0,90.0,23.0
639,88.0,290.0,464.0,90.0,16.0
640,89.0,291.0,532.0,91.0,15.0
641,89.0,290.0,543.0,91.0,9.0
642,90.0,289.0,452.0,91.0,7.0
643,90.0,289.0,397.0,92.0,7.0
644,90.0,188.0,263.0,92.0,8.0
645,90.0,43.0,115.0,92.0,5.0
646,90.0,0.0,153.0,92.0,11.0
647,89.0,0.0,149.0,91.0,11.0
648,88.0,0.0,0.0,91.0,16.0
649,87.0,0.0,0.0,91.0,15.0
650,87.0,0.0,0.0,91.0,20.0
651,87.0,0.0,0.0,91.0,23.0
652,88.0,0.0,0.0,91.0,27.0
653,87.0,0.0,91.0,91.0,29.0
654,87.0,0.0,223.0,90.0,30.0
655,87.0,0.0,283.0,90.0,27.0
656,88.0,0.0,319.0,90.0,29.0
657,88.0,0.0,321.0,90.0,37.0
658,88.0,0.0,321.0,90.0,36.0
659,89.0,0.0,320.0,89.0,24.0
660,89.0,0.0,320.0,89.0,26.0
661,88.0,0.0,321.0,90.0,25.0
662,90.0,0.0,372.0,91.0,34.0
663,90.0,0.0,437.0,91.0,32.0
664,89.0,0.0,667.0,91.0,35.0
665,89.0,0.0,693.0,92.0,39.0
666,89.0,0.0,686.0,92.0,45.0
667,89.0,0.0,596.0,92.0,48.0
668,89.0,0.0,500.0,92.0,47.0
669,91.0,0.0,367.0,92.0,41.0
670,91.0,0.0,27.0,92.0,48.0
671,90.0,0.0,0.0,92.0,44.0
672,88.0,0.0,0.0,92.0,37.0
673,87.0,0.0,0.0,92.0,33.0
674,86.0,0.0,0.0,92.0,39.0
675,86.0,6.0,0.0,91.0,32.0
676,86.0,61.0,91.0,91.0,26.0
677,87.0,139.0,158.0,91.0,22.0
678,88.0,244.0,283.0,91.0,10.0
679,88.0,319.0,705.0,91.0,9.0
680,89.0,322.0,749.0,91.0,5.0
681,89.0,322.0,897.0,91.0,1.0
682,88.0,346.0,990.0,90.0,3.0
683,88.0,343.0,995.0,90.0,3.0
684,88.0,337.0,994.0,90.0,3.0
685,88.0,345.0,819.0,90.0,3.0
686,89.0,341.0,847.0,92.0,1.0
687,89.0,336.0,811.0,92.0,1.0
688,90.0,337.0,730.0,92.0,2.0
689,91.0,331.0,730.0,92.0,3.0
690,91.0,291.0,727.0,93.0,3.0
691,91.0,277.0,726.0,93.0,7.0
692,90.0,246.0,674.0,93.0,21.0
693,89.0,241.0,125.0,93.0,19.0
694,89.0,215.0,85.0,93.0,20.0
695,88.0,228.0,85.0,93.0,21.0
696,87.0,344.0,274.0,93.0,14.0
697,87.0,363.0,248.0,93.0,26.0
698,87.0,365.0,248.0,92.0,29.0
699,87.0,365.0,251.0,92.0,19.0
700,88.0,365.0,371.0,92.0,15.0
701,89.0,414.0,442.0,92.0,21.0
702,90.0,436.0,512.0,92.0,24.0
703,89.0,475.0,803.0,92.0,16.0
704,90.0,476.0,853.0,91.0,17.0
705,90.0,476.0,878.0,91.0,14.0
706,90.0,515.0,818.0,91.0,16.0
707,90.0,516.0,813.0,91.0,22.0
708,90.0,516.0,813.0,91.0,18.0
709,90.0,516.0,809.0,91.0,26.0
710,91.0,516.0,820.0,92.0,24.0
711,93.0,516.0,818.0,92.0,24.0
712,94.0,516.0,818.0,93.0,26.0
713,94.0,516.0,837.0,93.0,23.0
714,94.0,516.0,839.0,93.0,27.0
715,94.0,516.0,731.0,93.0,19.0
716,94.0,516.0,454.0,93.0,9.0
717,92.0,515.0,187.0,93.0,8.0
718,92.0,515.0,126.0,93.0,11.0
719,91.0,516.0,68.0,93.0,10.0
720,90.0,518.0,140.0,93.0,5.0
721,90.0,517.0,140.0,93.0,4.0
722,91.0,518.0,139.0,93.0,3.0
723,91.0,518.0,140.0,93.0,1.0
724,92.0,518.0,193.0,93.0,0.0
725,94.0,516.0,341.0,93.0,0.0
726,95.0,517.0,650.0,92.0,1.0
727,95.0,517.0,680.0,92.0,1.0
728,94.0,517.0,722.0,92.0,5.0
729,93.0,517.0,688.0,92.0,6.0
730,91.0,517.0,694.0,92.0,9.0
731,91.0,513.0,756.0,92.0,7.0
732,90.0,487.0,773.0,92.0,8.0
733,90.0,432.0,738.0,92.0,11.0
734,90.0,455.0,702.0,92.0,13.0
735,88.0,391.0,677.0,92.0,16.0
736,88.0,384.0,668.0,93.0,22.0
737,88.0,387.0,672.0,93.0,25.0
738,89.0,387.0,636.0,93.0,33.0
739,89.0,388.0,611.0,93.0,41.0
740,90.0,406.0,392.0,93.0,42.0
741,90.0,348.0,177.0,93.0,40.0
742,90.0,319.0,127.0,93.0,41.0
743,89.0,288.0,159.0,93.0,40.0
744,89.0,218.0,143.0,93.0,38.0
745,88.0,215.0,155.0,92.0,37.0
746,88.0,215.0,152.0,92.0,36.0
747,88.0,214.0,153.0,92.0,35.0
748,89.0,214.0,208.0,92.0,32.0
749,89.0,225.0,391.0,92.0,35.0
750,89.0,315.0,636.0,92.0,26.0
751,90.0,383.0,886.0,92.0,13.0
752,90.0,428.0,920.0,92.0,18.0
753,90.0,376.0,864.0,92.0,19.0
754,89.0,375.0,860.0,92.0,26.0
755,89.0,376.0,852.0,92.0,18.0
756,89.0,378.0,845.0,92.0,16.0
757,89.0,387.0,842.0,92.0,14.0
758,89.0,396.0,850.0,92.0,17.0
759,90.0,402.0,845.0,93.0,12.0
760,90.0,403.0,843.0,93.0,13.0
761,91.0,339.0,894.0,93.0,17.0
762,92.0,341.0,911.0,93.0,17.0
763,92.0,345.0,823.0,93.0,15.0
764,92.0,344.0,822.0,93.0,10.0
765,91.0,285.0,272.0,93.0,11.0
766,91.0,254.0,266.0,93.0,13.0
767,90.0,254.0,248.0,93.0,15.0
768,89.0,254.0,85.0,93.0,10.0
769,88.0,253.0,85.0,92.0,10.0
770,88.0,254.0,85.0,92.0,9.0
771,89.0,254.0,84.0,92.0,11.0
772,89.0,254.0,143.0,92.0,8.0
773,90.0,259.0,334.0,92.0,7.0
774,91.0,412.0,632.0,92.0,6.0
775,91.0,543.0,745.0,92.0,8.0
776,91.0,564.0,745.0,92.0,7.0
777,91.0,565.0,777.0,92.0,5.0
778,90.0,565.0,759.0,92.0,2.0
779,90.0,565.0,730.0,92.0,2.0
780,89.0,565.0,727.0,91.0,3.0
781,89.0,565.0,691.0,92.0,3.0
782,90.0,548.0,674.0,92.0,5.0
783,90.0,545.0,663.0,92.0,5.0
784,91.0,545.0,630.0,93.0,6.0
785,92.0,561.0,746.0,93.0,5.0
786,93.0,566.0,697.0,93.0,6.0
787,92.0,564.0,450.0,93.0,7.0
788,92.0,458.0,434.0,93.0,6.0
789,92.0,360.0,23.0,93.0,7.0
790,91.0,270.0,82.0,93.0,6.0
791,91.0,175.0,146.0,93.0,5.0
792,91.0,140.0,121.0,93.0,4.0
793,90.0,99.0,70.0,92.0,2.0
794,90.0,100.0,67.0,92.0,4.0
795,90.0,99.0,67.0,92.0,2.0
796,91.0,99.0,157.0,92.0,2.0
797,91.0,100.0,325.0,92.0,2.0
798,91.0,134.0,371.0,92.0,2.0
799,91.0,171.0,372.0,92.0,3.0
800,88.0,178.0,372.0,91.0,3.0
801,88.0,178.0,437.0,91.0,1.0
802,87.0,178.0,459.0,91.0,1.0
803,86.0,177.0,454.0,92.0,1.0
804,86.0,178.0,423.0,92.0,1.0
805,87.0,178.0,373.0,92.0,1.0
806,87.0,178.0,379.0,92.0,2.0
807,88.0,178.0,610.0,93.0,3.0
808,91.0,178.0,730.0,93.0,3.0
809,93.0,178.0,836.0,93.0,3.0
810,93.0,178.0,837.0,93.0,1.0
811,93.0,178.0,693.0,93.0,2.0
812,92.0,175.0,411.0,93.0,2.0
813,92.0,144.0,379.0,93.0,4.0
814,92.0,100.0,309.0,93.0,7.0
815,91.0,100.0,152.0,93.0,7.0
816,91.0,100.0,67.0,93.0,10.0
817,90.0,100.0,67.0,92.0,6.0
818,90.0,100.0,67.0,92.0,4.0
819,90.0,100.0,72.0,93.0,5.0
820,91.0,100.0,162.0,93.0,7.0
821,91.0,104.0,410.0,92.0,7.0
822,91.0,141.0,428.0,92.0,12.0
823,93.0,175.0,368.0,92.0,11.0
824,94.0,179.0,365.0,94.0,18.0
825,93.0,178.0,374.0,94.0,15.0
826,94.0,179.0,393.0,94.0,14.0
827,95.0,181.0,508.0,94.0,17.0
828,96.0,181.0,448.0,94.0,17.0
829,97.0,181.0,443.0,94.0,16.0
830,97.0,181.0,441.0,94.0,23.0
831,96.0,181.0,440.0,95.0,22.0
832,95.0,181.0,545.0,95.0,20.0
833,97.0,182.0,844.0,95.0,20.0
834,98.0,182.0,864.0,96.0,20.0
835,98.0,181.0,864.0,96.0,13.0
836,99.0,179.0,764.0,96.0,11.0
837,98.0,140.0,703.0,96.0,9.0
838,98.0,100.0,434.0,96.0,10.0
839,98.0,127.0,139.0,96.0,13.0
840,97.0,127.0,35.0,95.0,10.0
841,97.0,145.0,35.0,96.0,10.0
842,96.0,257.0,35.0,96.0,11.0
843,96.0,315.0,6.0,95.0,12.0
844,96.0,322.0,12.0,95.0,15.0
845,97.0,433.0,227.0,95.0,11.0
846,97.0,639.0,610.0,95.0,14.0
847,94.0,940.0,796.0,95.0,23.0
848,92.0,985.0,808.0,95.0,24.0
849,92.0,983.0,786.0,95.0,19.0
850,93.0,984.0,747.0,95.0,26.0
851,93.0,984.0,683.0,95.0,30.0
852,95.0,983.0,682.0,95.0,30.0
853,96.0,980.0,682.0,95.0,29.0
854,96.0,982.0,681.0,95.0,29.0
855,97.0,980.0,625.0,95.0,25.0
856,97.0,978.0,708.0,95.0,30.0
857,98.0,980.0,744.0,95.0,32.0
858,98.0,980.0,752.0,95.0,26.0
859,98.0,934.0,668.0,95.0,21.0
860,99.0,976.0,628.0,97.0,11.0
861,99.0,735.0,266.0,97.0,8.0
862,99.0,570.0,315.0,97.0,3.0
863,99.0,486.0,144.0,97.0,1.0
864,99.0,480.0,223.0,97.0,2.0
865,99.0,481.0,227.0,97.0,1.0
866,97.0,481.0,227.0,97.0,0.0
867,97.0,479.0,227.0,97.0,0.0
868,99.0,480.0,228.0,96.0,0.0
869,99.0,558.0,334.0,96.0,0.0
870,99.0,575.0,528.0,96.0,0.0
871,98.0,581.0,613.0,96.0,0.0
872,98.0,581.0,607.0,95.0,0.0
873,98.0,581.0,637.0,95.0,0.0
874,96.0,582.0,611.0,94.0,1.0
875,96.0,580.0,515.0,94.0,3.0
876,96.0,581.0,515.0,94.0,8.0
877,96.0,581.0,502.0,94.0,10.0
878,96.0,581.0,506.0,94.0,6.0
879,95.0,581.0,501.0,94.0,4.0
880,95.0,581.0,494.0,94.0,5.0
881,97.0,581.0,602.0,95.0,4.0
882,97.0,581.0,605.0,95.0,3.0
883,98.0,575.0,600.0,95.0,12.0
884,96.0,568.0,203.0,95.0,15.0
885,96.0,516.0,192.0,95.0,17.0
886,95.0,510.0,193.0,95.0,18.0
887,95.0,455.0,232.0,95.0,21.0
888,92.0,396.0,6.0,95.0,23.0
889,93.0,396.0,0.0,95.0,16.0
890,93.0,396.0,0.0,95.0,21.0
891,93.0,398.0,0.0,95.0,19.0
892,94.0,398.0,1.0,95.0,21.0
893,94.0,400.0,112.0,95.0,18.0
894,97.0,445.0,389.0,94.0,19.0
895,97.0,489.0,631.0,94.0,16.0
896,94.0,489.0,656.0,91.0,15.0
897,94.0,489.0,654.0,91.0,11.0
898,95.0,489.0,645.0,91.0,10.0
899,95.0,489.0,547.0,92.0,12.0
900,95.0,490.0,557.0,92.0,11.0
901,95.0,490.0,643.0,92.0,11.0
902,96.0,491.0,561.0,93.0,8.0
903,93.0,490.0,548.0,93.0,8.0
904,95.0,490.0,650.0,94.0,6.0
905,96.0,491.0,751.0,94.0,5.0
906,97.0,491.0,851.0,94.0,9.0
907,97.0,487.0,533.0,95.0,8.0
908,100.0,486.0,455.0,98.0,12.0
909,97.0,471.0,167.0,94.0,8.0
910,97.0,463.0,89.0,94.0,13.0
911,96.0,404.0,141.0,94.0,13.0
912,96.0,256.0,89.0,94.0,12.0
913,96.0,255.0,86.0,94.0,14.0
914,95.0,256.0,85.0,94.0,14.0
915,95.0,256.0,0.0,94.0,10.0
916,96.0,256.0,90.0,93.0,13.0
917,95.0,268.0,251.0,93.0,11.0
918,95.0,430.0,429.0,92.0,15.0
919,94.0,539.0,580.0,92.0,14.0
920,94.0,544.0,655.0,91.0,11.0
921,94.0,562.0,663.0,91.0,10.0
922,95.0,590.0,557.0,92.0,8.0
923,94.0,556.0,537.0,91.0,3.0
924,95.0,543.0,475.0,92.0,3.0
925,95.0,542.0,490.0,93.0,3.0
926,95.0,542.0,486.0,93.0,3.0
927,95.0,542.0,486.0,93.0,2.0
928,95.0,542.0,486.0,94.0,4.0
929,97.0,542.0,558.0,94.0,4.0
930,97.0,542.0,554.0,95.0,4.0
931,97.0,536.0,509.0,95.0,4.0
932,97.0,462.0,478.0,95.0,3.0
933,97.0,291.0,329.0,95.0,2.0
934,97.0,254.0,171.0,95.0,2.0
935,97.0,255.0,85.0,95.0,1.0
936,97.0,255.0,68.0,95.0,1.0
937,97.0,255.0,66.0,94.0,2.0
938,96.0,256.0,66.0,94.0,1.0
939,95.0,255.0,66.0,94.0,1.0
940,96.0,255.0,66.0,94.0,2.0
941,96.0,269.0,214.0,93.0,1.0
942,96.0,440.0,469.0,93.0,0.0
943,95.0,532.0,502.0,92.0,0.0
944,95.0,536.0,521.0,92.0,0.0
945,93.0,585.0,475.0,92.0,0.0
946,92.0,589.0,465.0,92.0,0.0
947,92.0,539.0,464.0,92.0,0.0
948,92.0,536.0,465.0,92.0,0.0
949,92.0,536.0,465.0,92.0,0.0
950,92.0,535.0,469.0,93.0,0.0
951,93.0,536.0,465.0,94.0,0.0
952,95.0,528.0,464.0,94.0,0.0
953,97.0,452.0,564.0,94.0,0.0
954,97.0,467.0,522.0,95.0,1.0
955,97.0,431.0,515.0,95.0,1.0
956,98.0,380.0,515.0,95.0,0.0
957,98.0,243.0,342.0,95.0,1.0
958,97.0,102.0,328.0,95.0,1.0
959,95.0,101.0,170.0,95.0,0.0
960,97.0,98.0,0.0,95.0,0.0
961,97.0,98.0,0.0,94.0,1.0
962,95.0,98.0,0.0,94.0,0.0
963,95.0,98.0,0.0,94.0,1.0
964,95.0,98.0,3.0,93.0,1.0
965,95.0,100.0,50.0,93.0,1.0
966,96.0,104.0,226.0,93.0,0.0
967,96.0,153.0,376.0,93.0,0.0
968,94.0,178.0,533.0,92.0,0.0
969,95.0,180.0,577.0,92.0,0.0
970,95.0,180.0,535.0,92.0,0.0
971,95.0,180.0,487.0,92.0,0.0
972,95.0,180.0,487.0,92.0,0.0
973,96.0,178.0,487.0,93.0,0.0
974,93.0,178.0,406.0,93.0,0.0
975,93.0,178.0,415.0,94.0,0.0
976,94.0,178.0,464.0,94.0,0.0
977,95.0,178.0,468.0,94.0,0.0
978,95.0,178.0,600.0,95.0,0.0
979,96.0,178.0,487.0,95.0,0.0
980,97.0,175.0,357.0,95.0,0.0
981,96.0,118.0,85.0,95.0,0.0
982,95.0,97.0,20.0,94.0,0.0
983,94.0,97.0,0.0,94.0,0.0
984,94.0,97.0,0.0,94.0,0.0
985,93.0,97.0,0.0,94.0,0.0
986,94.0,97.0,0.0,94.0,0.0
987,94.0,97.0,0.0,94.0,0.0
988,94.0,97.0,0.0,94.0,0.0
989,96.0,98.0,1.0,93.0,0.0
990,96.0,99.0,249.0,93.0,0.0
991,96.0,100.0,251.0,93.0,0.0
992,95.0,100.0,266.0,92.0,0.0
993,95.0,100.0,324.0,92.0,0.0
994,94.0,101.0,461.0,92.0,0.0
995,94.0,100.0,467.0,92.0,0.0
996,94.0,100.0,481.0,93.0,1.0
997,94.0,100.0,468.0,93.0,1.0
998,93.0,100.0,468.0,92.0,2.0
999,94.0,101.0,517.0,92.0,2.0
1000,94.0,100.0,519.0,92.0,2.0
1001,96.0,101.0,554.0,93.0,2.0
1002,97.0,102.0,520.0,94.0,4.0
1003,97.0,102.0,566.0,94.0,5.0
1004,95.0,102.0,515.0,92.0,5.0
1005,95.0,100.0,257.0,92.0,7.0
1006,95.0,97.0,115.0,92.0,12.0
1007,95.0,98.0,60.0,93.0,12.0
1008,94.0,98.0,0.0,93.0,11.0
1009,94.0,99.0,0.0,93.0,11.0
1010,94.0,126.0,0.0,93.0,12.0
1011,94.0,132.0,0.0,93.0,13.0
1012,93.0,179.0,5.0,93.0,13.0
1013,93.0,239.0,193.0,93.0,15.0
1014,93.0,430.0,573.0,92.0,16.0
1015,93.0,466.0,548.0,92.0,16.0
1016,93.0,570.0,529.0,92.0,17.0
1017,92.0,539.0,529.0,92.0,15.0
1018,92.0,533.0,534.0,92.0,13.0
1019,92.0,534.0,542.0,92.0,15.0
1020,92.0,534.0,492.0,92.0,15.0
1021,92.0,534.0,546.0,92.0,15.0
1022,92.0,534.0,555.0,92.0,14.0
1023,93.0,525.0,590.0,92.0,11.0
1024,93.0,523.0,657.0,93.0,14.0
1025,94.0,522.0,708.0,93.0,18.0
1026,94.0,522.0,711.0,93.0,18.0
1027,93.0,520.0,464.0,93.0,18.0
1028,92.0,390.0,462.0,92.0,17.0
1029,92.0,260.0,145.0,92.0,18.0
1030,91.0,253.0,139.0,92.0,22.0
1031,91.0,253.0,2.0,93.0,22.0
1032,91.0,253.0,48.0,93.0,20.0
1033,91.0,253.0,48.0,93.0,19.0
1034,89.0,253.0,49.0,91.0,17.0
1035,89.0,254.0,49.0,90.0,15.0
1036,89.0,253.0,50.0,90.0,14.0
1037,90.0,263.0,278.0,90.0,17.0
1038,92.0,360.0,470.0,90.0,15.0
1039,92.0,493.0,653.0,90.0,15.0
1040,90.0,504.0,671.0,89.0,14.0
1041,92.0,505.0,672.0,89.0,12.0
1042,93.0,505.0,578.0,91.0,11.0
1043,92.0,506.0,583.0,91.0,10.0
1044,89.0,505.0,582.0,89.0,10.0
1045,88.0,505.0,571.0,89.0,10.0
1046,90.0,506.0,627.0,92.0,9.0
1047,89.0,506.0,614.0,89.0,6.0
1048,90.0,505.0,694.0,92.0,7.0
1049,90.0,485.0,743.0,92.0,6.0
1050,90.0,484.0,754.0,92.0,6.0
1051,91.0,435.0,671.0,92.0,3.0
1052,92.0,326.0,665.0,92.0,3.0
1053,93.0,254.0,249.0,92.0,4.0
1054,90.0,252.0,66.0,89.0,4.0
1055,90.0,253.0,51.0,90.0,3.0
1056,88.0,253.0,98.0,90.0,1.0
1057,88.0,253.0,101.0,90.0,2.0
1058,88.0,253.0,100.0,89.0,2.0
1059,87.0,253.0,101.0,88.0,2.0
1060,87.0,252.0,101.0,88.0,1.0
1061,88.0,261.0,267.0,90.0,0.0
1062,88.0,433.0,471.0,88.0,0.0
1063,88.0,491.0,670.0,88.0,0.0
1064,89.0,550.0,801.0,88.0,1.0
1065,89.0,549.0,724.0,89.0,1.0
1066,87.0,551.0,640.0,89.0,0.0
1067,88.0,551.0,617.0,89.0,0.0
1068,88.0,546.0,606.0,89.0,0.0
1069,87.0,485.0,610.0,88.0,0.0
1070,88.0,485.0,601.0,89.0,0.0
1071,90.0,485.0,615.0,89.0,0.0
1072,90.0,466.0,619.0,89.0,0.0
1073,90.0,465.0,634.0,89.0,0.0
1074,92.0,455.0,630.0,90.0,0.0
1075,93.0,453.0,461.0,91.0,1.0
1076,93.0,401.0,431.0,90.0,2.0
1077,93.0,312.0,116.0,90.0,1.0
1078,93.0,252.0,101.0,91.0,1.0
1079,92.0,252.0,108.0,90.0,2.0
1080,93.0,251.0,107.0,91.0,1.0
1081,92.0,253.0,104.0,90.0,1.0
1082,92.0,253.0,50.0,90.0,1.0
1083,91.0,252.0,51.0,90.0,1.0
1084,93.0,252.0,101.0,90.0,1.0
1085,93.0,263.0,198.0,90.0,2.0
1086,93.0,466.0,538.0,89.0,1.0
1087,93.0,560.0,625.0,89.0,1.0
1088,93.0,565.0,679.0,89.0,1.0
1089,93.0,554.0,693.0,89.0,1.0
1090,93.0,546.0,680.0,89.0,1.0
1091,93.0,563.0,589.0,89.0,1.0
1092,92.0,566.0,590.0,89.0,1.0
1093,92.0,565.0,591.0,89.0,1.0
1094,91.0,564.0,639.0,89.0,2.0
1095,91.0,564.0,605.0,89.0,1.0
1096,90.0,565.0,646.0,89.0,2.0
1097,90.0,565.0,665.0,89.0,3.0
1098,91.0,566.0,609.0,89.0,7.0
1099,91.0,565.0,452.0,89.0,12.0
1100,93.0,521.0,281.0,90.0,10.0
1101,93.0,366.0,175.0,90.0,11.0
1102,93.0,314.0,174.0,90.0,7.0
1103,93.0,251.0,173.0,90.0,4.0
1104,91.0,252.0,140.0,90.0,6.0
1105,91.0,252.0,85.0,90.0,6.0
1106,90.0,253.0,87.0,90.0,7.0
1107,91.0,252.0,135.0,90.0,7.0
1108,92.0,252.0,136.0,90.0,5.0
1109,92.0,263.0,135.0,90.0,5.0
1110,93.0,461.0,396.0,89.0,4.0
1111,92.0,552.0,590.0,89.0,4.0
1112,92.0,554.0,611.0,89.0,3.0
1113,91.0,566.0,635.0,88.0,2.0
1114,91.0,541.0,647.0,88.0,1.0
1115,89.0,567.0,565.0,89.0,0.0
1116,89.0,567.0,564.0,89.0,0.0
1117,89.0,553.0,581.0,89.0,0.0
1118,88.0,547.0,580.0,89.0,0.0
1119,89.0,548.0,577.0,89.0,1.0
1120,89.0,567.0,597.0,89.0,1.0
1121,91.0,568.0,598.0,90.0,2.0
1122,91.0,568.0,729.0,90.0,2.0
1123,93.0,538.0,448.0,90.0,2.0
1124,93.0,405.0,344.0,90.0,1.0
1125,94.0,334.0,111.0,90.0,1.0
1126,93.0,333.0,97.0,90.0,1.0
1127,94.0,331.0,62.0,90.0,1.0
1128,91.0,331.0,0.0,90.0,0.0
1129,91.0,331.0,0.0,90.0,1.0
1130,91.0,331.0,0.0,90.0,1.0
1131,91.0,331.0,0.0,90.0,2.0
1132,90.0,331.0,0.0,90.0,3.0
1133,90.0,348.0,80.0,90.0,2.0
1134,91.0,454.0,216.0,89.0,1.0
1135,91.0,536.0,234.0,89.0,1.0
1136,89.0,535.0,421.0,88.0,2.0
1137,88.0,536.0,466.0,88.0,1.0
1138,88.0,535.0,470.0,88.0,1.0
1139,88.0,536.0,470.0,88.0,3.0
1140,88.0,535.0,473.0,88.0,4.0
1141,88.0,536.0,474.0,88.0,3.0
1142,88.0,535.0,466.0,89.0,0.0
1143,91.0,536.0,466.0,89.0,1.0
1144,92.0,536.0,453.0,89.0,2.0
1145,92.0,535.0,454.0,89.0,2.0
1146,93.0,536.0,467.0,90.0,1.0
1147,93.0,536.0,467.0,90.0,2.0
1148,93.0,535.0,467.0,90.0,4.0
1149,93.0,534.0,397.0,90.0,5.0
1150,92.0,527.0,388.0,90.0,2.0
1151,91.0,443.0,296.0,90.0,2.0
1152,91.0,333.0,1.0,90.0,2.0
1153,91.0,331.0,0.0,90.0,4.0
1154,91.0,331.0,0.0,90.0,3.0
1155,91.0,331.0,0.0,90.0,3.0
1156,91.0,342.0,0.0,90.0,2.0
1157,91.0,442.0,63.0,90.0,0.0
1158,90.0,540.0,177.0,89.0,0.0
1159,90.0,546.0,164.0,89.0,0.0
1160,90.0,546.0,159.0,89.0,2.0
1161,90.0,547.0,212.0,89.0,3.0
1162,89.0,548.0,219.0,89.0,2.0
1163,89.0,547.0,266.0,89.0,6.0
1164,89.0,547.0,269.0,89.0,11.0
1165,89.0,547.0,268.0,89.0,13.0
1166,89.0,546.0,349.0,89.0,12.0
1167,89.0,544.0,359.0,89.0,11.0
1168,90.0,545.0,443.0,89.0,8.0
1169,91.0,546.0,528.0,89.0,4.0
1170,92.0,545.0,541.0,89.0,1.0
1171,92.0,545.0,540.0,89.0,0.0
1172,93.0,541.0,540.0,90.0,0.0
1173,93.0,452.0,529.0,90.0,0.0
1174,94.0,362.0,400.0,91.0,0.0
1175,94.0,361.0,248.0,91.0,0.0
1176,94.0,386.0,70.0,90.0,0.0
1177,94.0,387.0,69.0,90.0,0.0
1178,93.0,385.0,69.0,91.0,0.0
1179,92.0,386.0,72.0,90.0,0.0
1180,93.0,386.0,160.0,90.0,0.0
1181,92.0,478.0,319.0,90.0,0.0
1182,91.0,655.0,450.0,89.0,0.0
1183,91.0,850.0,582.0,89.0,0.0
1184,93.0,964.0,654.0,89.0,0.0
1185,93.0,979.0,662.0,89.0,1.0
1186,93.0,978.0,676.0,89.0,1.0
1187,93.0,980.0,483.0,90.0,0.0
1188,93.0,975.0,455.0,90.0,0.0
1189,93.0,934.0,503.0,90.0,0.0
1190,93.0,943.0,530.0,90.0,0.0
1191,92.0,970.0,440.0,90.0,0.0
1192,92.0,974.0,500.0,91.0,0.0
1193,94.0,975.0,641.0,91.0,1.0
1194,94.0,979.0,644.0,91.0,1.0
1195,94.0,976.0,459.0,91.0,2.0
1196,94.0,971.0,382.0,91.0,2.0
1197,95.0,732.0,63.0,92.0,2.0
1198,95.0,506.0,56.0,92.0,2.0
1199,95.0,502.0,48.0,92.0,2.0
1200,94.0,502.0,48.0,92.0,3.0
1201,94.0,502.0,48.0,92.0,3.0
1202,93.0,502.0,48.0,91.0,4.0
1203,92.0,502.0,48.0,91.0,4.0
1204,94.0,511.0,48.0,91.0,3.0
1205,94.0,553.0,48.0,91.0,3.0
1206,94.0,755.0,408.0,90.0,4.0
1207,93.0,973.0,596.0,90.0,2.0
1208,93.0,979.0,607.0,90.0,2.0
1209,93.0,978.0,647.0,90.0,1.0
1210,93.0,979.0,569.0,90.0,1.0
1211,94.0,978.0,563.0,90.0,1.0
1212,94.0,866.0,465.0,90.0,0.0
1213,94.0,844.0,456.0,90.0,1.0
1214,93.0,810.0,364.0,90.0,2.0
1215,92.0,819.0,364.0,90.0,1.0
1216,92.0,901.0,492.0,91.0,1.0
1217,94.0,972.0,543.0,91.0,0.0
1218,94.0,974.0,558.0,91.0,1.0
