,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Oil,Fossil Oil,Fossil Peat,Fossil Peat,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Other,Other,Wind Onshore,Wind Onshore
2020-07-11 01:00:00+01:00,1159.0,3.0,134.0,4.0,336.0,1.0,0.0,2.0,0.0,226.0,0.0,0.0,0.0,1.0,320.0,
2020-07-11 01:30:00+01:00,1148.0,3.0,129.0,4.0,247.0,1.0,0.0,2.0,0.0,225.0,0.0,0.0,0.0,1.0,334.0,
2020-07-11 02:00:00+01:00,1216.0,3.0,101.0,4.0,247.0,1.0,0.0,2.0,0.0,224.0,0.0,0.0,0.0,1.0,309.0,
2020-07-11 02:30:00+01:00,1221.0,3.0,98.0,4.0,249.0,1.0,0.0,2.0,0.0,223.0,0.0,0.0,0.0,1.0,237.0,
2020-07-11 03:00:00+01:00,1210.0,3.0,76.0,4.0,258.0,1.0,0.0,2.0,0.0,220.0,0.0,0.0,0.0,1.0,207.0,
2020-07-11 03:30:00+01:00,1197.0,3.0,76.0,4.0,281.0,1.0,0.0,2.0,0.0,220.0,0.0,0.0,0.0,1.0,203.0,
2020-07-11 04:00:00+01:00,1156.0,3.0,76.0,4.0,280.0,1.0,0.0,2.0,0.0,219.0,0.0,0.0,0.0,1.0,214.0,
2020-07-11 04:30:00+01:00,1172.0,3.0,76.0,4.0,284.0,1.0,0.0,2.0,0.0,218.0,0.0,0.0,0.0,1.0,172.0,
2020-07-11 05:00:00+01:00,1160.0,3.0,76.0,4.0,280.0,1.0,0.0,2.0,0.0,217.0,0.0,0.0,0.0,1.0,172.0,
2020-07-11 05:30:00+01:00,1179.0,3.0,102.0,4.0,289.0,1.0,0.0,2.0,0.0,215.0,0.0,0.0,0.0,1.0,130.0,
2020-07-11 06:00:00+01:00,1275.0,3.0,123.0,4.0,347.0,1.0,0.0,2.0,0.0,213.0,0.0,0.0,0.0,1.0,94.0,
2020-07-11 06:30:00+01:00,1246.0,3.0,176.0,4.0,426.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,83.0,
2020-07-11 07:00:00+01:00,1259.0,3.0,185.0,4.0,407.0,1.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,1.0,71.0,
2020-07-11 07:30:00+01:00,1257.0,3.0,186.0,4.0,416.0,1.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,1.0,42.0,
2020-07-11 08:00:00+01:00,1305.0,3.0,182.0,4.0,408.0,1.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,1.0,39.0,
2020-07-11 08:30:00+01:00,1326.0,3.0,186.0,4.0,436.0,1.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,1.0,31.0,
2020-07-11 09:00:00+01:00,1319.0,3.0,182.0,4.0,448.0,1.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,1.0,29.0,
2020-07-11 09:30:00+01:00,1298.0,3.0,179.0,4.0,440.0,1.0,0.0,2.0,15.0,0.0,30.0,0.0,0.0,1.0,46.0,
2020-07-11 10:00:00+01:00,1304.0,3.0,179.0,4.0,443.0,1.0,0.0,2.0,15.0,0.0,40.0,0.0,0.0,1.0,48.0,
2020-07-11 10:30:00+01:00,1333.0,3.0,170.0,4.0,449.0,1.0,0.0,2.0,17.0,0.0,63.0,0.0,0.0,1.0,63.0,
2020-07-11 11:00:00+01:00,1344.0,3.0,175.0,4.0,461.0,1.0,0.0,2.0,24.0,0.0,70.0,0.0,0.0,1.0,59.0,
2020-07-11 11:30:00+01:00,1347.0,3.0,182.0,5.0,480.0,1.0,0.0,2.0,101.0,0.0,78.0,0.0,0.0,1.0,68.0,
2020-07-11 12:00:00+01:00,1344.0,3.0,232.0,5.0,477.0,1.0,0.0,2.0,106.0,0.0,89.0,0.0,0.0,1.0,100.0,
2020-07-11 12:30:00+01:00,1349.0,3.0,252.0,4.0,482.0,1.0,0.0,2.0,150.0,0.0,90.0,0.0,0.0,1.0,97.0,
2020-07-11 13:00:00+01:00,1316.0,3.0,251.0,4.0,465.0,1.0,0.0,2.0,59.0,0.0,97.0,0.0,0.0,1.0,116.0,
2020-07-11 13:30:00+01:00,1306.0,3.0,158.0,4.0,461.0,1.0,0.0,2.0,20.0,0.0,97.0,0.0,0.0,1.0,119.0,
2020-07-11 14:00:00+01:00,1260.0,2.0,148.0,5.0,453.0,1.0,0.0,3.0,20.0,0.0,94.0,0.0,0.0,1.0,125.0,
2020-07-11 14:30:00+01:00,1261.0,3.0,143.0,5.0,456.0,1.0,0.0,2.0,20.0,0.0,96.0,0.0,0.0,1.0,120.0,
2020-07-11 15:00:00+01:00,1153.0,3.0,132.0,4.0,451.0,1.0,0.0,3.0,20.0,0.0,95.0,0.0,0.0,1.0,130.0,
2020-07-11 15:30:00+01:00,1182.0,3.0,100.0,4.0,463.0,1.0,0.0,2.0,19.0,0.0,89.0,0.0,0.0,1.0,136.0,
2020-07-11 16:00:00+01:00,1262.0,3.0,108.0,4.0,481.0,1.0,0.0,2.0,32.0,0.0,91.0,0.0,0.0,1.0,133.0,
2020-07-11 16:30:00+01:00,1337.0,3.0,100.0,4.0,472.0,1.0,0.0,2.0,63.0,0.0,77.0,0.0,0.0,1.0,145.0,
2020-07-11 17:00:00+01:00,1332.0,4.0,143.0,4.0,470.0,1.0,0.0,2.0,139.0,0.0,68.0,0.0,0.0,1.0,138.0,
2020-07-11 17:30:00+01:00,1336.0,4.0,142.0,4.0,471.0,1.0,0.0,2.0,181.0,0.0,33.0,0.0,0.0,1.0,130.0,
2020-07-11 18:00:00+01:00,1340.0,4.0,179.0,6.0,496.0,1.0,0.0,2.0,185.0,0.0,24.0,0.0,30.0,0.0,131.0,
2020-07-11 18:30:00+01:00,1338.0,4.0,203.0,6.0,511.0,1.0,0.0,2.0,102.0,0.0,24.0,0.0,55.0,0.0,119.0,
2020-07-11 19:00:00+01:00,1337.0,6.0,238.0,6.0,518.0,1.0,0.0,2.0,60.0,0.0,13.0,0.0,55.0,0.0,127.0,
2020-07-11 19:30:00+01:00,1329.0,6.0,262.0,6.0,543.0,1.0,0.0,2.0,20.0,0.0,0.0,0.0,54.0,0.0,123.0,
2020-07-11 20:00:00+01:00,1303.0,6.0,262.0,11.0,492.0,1.0,0.0,2.0,14.0,0.0,0.0,0.0,53.0,0.0,135.0,
2020-07-11 20:30:00+01:00,1315.0,4.0,263.0,9.0,435.0,1.0,0.0,2.0,16.0,0.0,0.0,0.0,53.0,0.0,142.0,
2020-07-11 21:00:00+01:00,1353.0,4.0,223.0,9.0,400.0,1.0,0.0,2.0,20.0,0.0,0.0,0.0,21.0,0.0,157.0,
2020-07-11 21:30:00+01:00,1309.0,4.0,261.0,9.0,376.0,1.0,0.0,2.0,14.0,0.0,0.0,0.0,19.0,0.0,202.0,
2020-07-11 22:00:00+01:00,1328.0,4.0,225.0,9.0,366.0,1.0,0.0,2.0,14.0,0.0,0.0,0.0,19.0,0.0,212.0,
2020-07-11 22:30:00+01:00,1321.0,4.0,212.0,9.0,362.0,1.0,0.0,2.0,14.0,0.0,0.0,0.0,19.0,0.0,219.0,
2020-07-11 23:00:00+01:00,1356.0,4.0,229.0,9.0,378.0,1.0,0.0,2.0,21.0,0.0,0.0,0.0,21.0,0.0,208.0,
2020-07-11 23:30:00+01:00,1290.0,4.0,215.0,9.0,351.0,1.0,0.0,2.0,13.0,0.0,0.0,0.0,17.0,0.0,205.0,
2020-07-12 00:00:00+01:00,1352.0,4.0,117.0,9.0,376.0,1.0,0.0,2.0,19.0,1.0,0.0,0.0,21.0,0.0,214.0,
2020-07-12 00:30:00+01:00,1323.0,4.0,114.0,8.0,364.0,1.0,0.0,2.0,0.0,79.0,0.0,0.0,19.0,0.0,208.0,
2020-07-12 01:00:00+01:00,1352.0,4.0,97.0,8.0,377.0,1.0,0.0,2.0,0.0,228.0,0.0,0.0,21.0,0.0,210.0,
2020-07-12 01:30:00+01:00,1346.0,6.0,80.0,8.0,375.0,1.0,0.0,2.0,0.0,227.0,0.0,0.0,20.0,0.0,222.0,
2020-07-12 02:00:00+01:00,1313.0,6.0,85.0,8.0,378.0,1.0,0.0,2.0,0.0,225.0,0.0,0.0,21.0,0.0,253.0,
2020-07-12 02:30:00+01:00,1268.0,6.0,80.0,9.0,330.0,1.0,0.0,2.0,0.0,226.0,0.0,0.0,18.0,0.0,297.0,
2020-07-12 03:00:00+01:00,1182.0,6.0,80.0,9.0,333.0,1.0,0.0,2.0,0.0,225.0,0.0,0.0,19.0,0.0,336.0,
2020-07-12 03:30:00+01:00,1118.0,5.0,80.0,9.0,332.0,1.0,0.0,2.0,0.0,224.0,0.0,0.0,0.0,1.0,342.0,
2020-07-12 04:00:00+01:00,1048.0,6.0,84.0,9.0,348.0,1.0,0.0,2.0,0.0,221.0,0.0,0.0,0.0,1.0,378.0,
2020-07-12 04:30:00+01:00,1033.0,6.0,83.0,9.0,345.0,1.0,0.0,2.0,0.0,220.0,0.0,0.0,0.0,1.0,415.0,
2020-07-12 05:00:00+01:00,862.0,1.0,80.0,10.0,341.0,1.0,0.0,2.0,0.0,219.0,0.0,0.0,0.0,1.0,442.0,
2020-07-12 05:30:00+01:00,805.0,1.0,80.0,10.0,323.0,1.0,0.0,2.0,0.0,219.0,0.0,0.0,0.0,1.0,514.0,
2020-07-12 06:00:00+01:00,760.0,1.0,80.0,11.0,323.0,1.0,0.0,2.0,0.0,218.0,0.0,0.0,0.0,1.0,577.0,
2020-07-12 06:30:00+01:00,775.0,1.0,80.0,14.0,330.0,1.0,0.0,2.0,0.0,216.0,0.0,0.0,0.0,1.0,603.0,
2020-07-12 07:00:00+01:00,901.0,1.0,86.0,13.0,352.0,1.0,0.0,2.0,0.0,213.0,0.0,0.0,0.0,1.0,596.0,
2020-07-12 07:30:00+01:00,1060.0,1.0,79.0,14.0,339.0,1.0,0.0,2.0,0.0,72.0,0.0,0.0,0.0,1.0,593.0,
2020-07-12 08:00:00+01:00,1064.0,1.0,80.0,14.0,343.0,1.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,1.0,632.0,
2020-07-12 08:30:00+01:00,1132.0,1.0,86.0,15.0,351.0,1.0,0.0,2.0,15.0,0.0,13.0,0.0,0.0,1.0,681.0,
2020-07-12 09:00:00+01:00,1086.0,1.0,80.0,15.0,325.0,1.0,0.0,2.0,10.0,0.0,24.0,0.0,0.0,1.0,768.0,
2020-07-12 09:30:00+01:00,1017.0,1.0,80.0,15.0,318.0,1.0,0.0,3.0,10.0,0.0,35.0,0.0,0.0,1.0,838.0,
2020-07-12 10:00:00+01:00,1064.0,1.0,80.0,15.0,335.0,1.0,0.0,2.0,9.0,0.0,46.0,0.0,0.0,1.0,1002.0,
2020-07-12 10:30:00+01:00,1158.0,1.0,82.0,15.0,324.0,1.0,0.0,2.0,12.0,0.0,47.0,0.0,0.0,1.0,1103.0,
2020-07-12 11:00:00+01:00,1139.0,1.0,80.0,15.0,275.0,1.0,0.0,2.0,9.0,0.0,47.0,0.0,0.0,1.0,1124.0,
2020-07-12 11:30:00+01:00,1166.0,1.0,104.0,15.0,272.0,4.0,0.0,2.0,53.0,0.0,58.0,0.0,0.0,1.0,1167.0,
2020-07-12 12:00:00+01:00,1283.0,1.0,107.0,0.0,262.0,3.0,0.0,2.0,93.0,0.0,68.0,0.0,0.0,1.0,1181.0,
2020-07-12 12:30:00+01:00,1302.0,1.0,103.0,0.0,225.0,3.0,0.0,2.0,88.0,0.0,67.0,0.0,0.0,1.0,1287.0,
2020-07-12 13:00:00+01:00,1292.0,1.0,110.0,0.0,237.0,3.0,0.0,2.0,91.0,0.0,67.0,0.0,0.0,1.0,1349.0,
2020-07-12 13:30:00+01:00,1125.0,1.0,123.0,0.0,172.0,3.0,0.0,2.0,87.0,0.0,67.0,0.0,0.0,1.0,1372.0,
2020-07-12 14:00:00+01:00,940.0,1.0,143.0,0.0,165.0,2.0,0.0,2.0,9.0,0.0,66.0,0.0,0.0,1.0,1393.0,
2020-07-12 14:30:00+01:00,812.0,1.0,176.0,0.0,165.0,2.0,0.0,2.0,9.0,0.0,67.0,0.0,0.0,1.0,1426.0,
2020-07-12 15:00:00+01:00,795.0,1.0,176.0,0.0,165.0,2.0,0.0,2.0,9.0,0.0,65.0,0.0,0.0,1.0,1472.0,
2020-07-12 15:30:00+01:00,920.0,1.0,175.0,0.0,169.0,2.0,0.0,2.0,9.0,0.0,50.0,0.0,0.0,1.0,1426.0,
2020-07-12 16:00:00+01:00,1036.0,1.0,177.0,0.0,173.0,2.0,0.0,2.0,11.0,0.0,46.0,0.0,0.0,1.0,1502.0,
2020-07-12 16:30:00+01:00,1190.0,1.0,180.0,0.0,179.0,2.0,0.0,2.0,14.0,0.0,47.0,0.0,0.0,1.0,1456.0,
2020-07-12 17:00:00+01:00,1241.0,1.0,175.0,0.0,168.0,2.0,0.0,2.0,11.0,0.0,37.0,0.0,0.0,1.0,1429.0,
2020-07-12 17:30:00+01:00,1284.0,1.0,173.0,0.0,165.0,2.0,0.0,2.0,49.0,0.0,37.0,0.0,0.0,1.0,1341.0,
2020-07-12 18:00:00+01:00,1104.0,5.0,221.0,0.0,176.0,2.0,0.0,3.0,111.0,0.0,24.0,0.0,0.0,1.0,1318.0,
2020-07-12 18:30:00+01:00,1114.0,4.0,255.0,0.0,166.0,2.0,0.0,2.0,109.0,0.0,24.0,0.0,0.0,1.0,1262.0,
2020-07-12 19:00:00+01:00,1138.0,4.0,228.0,0.0,165.0,2.0,0.0,2.0,87.0,0.0,24.0,0.0,0.0,1.0,1308.0,
2020-07-12 19:30:00+01:00,1164.0,4.0,190.0,0.0,165.0,2.0,0.0,2.0,88.0,0.0,13.0,0.0,0.0,1.0,1311.0,
2020-07-12 20:00:00+01:00,1201.0,4.0,191.0,0.0,165.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,1318.0,
2020-07-12 20:30:00+01:00,1146.0,4.0,187.0,0.0,165.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,1359.0,
2020-07-12 21:00:00+01:00,1170.0,4.0,118.0,15.0,172.0,2.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0,1366.0,
2020-07-12 21:30:00+01:00,1120.0,5.0,113.0,12.0,165.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,1400.0,
2020-07-12 22:00:00+01:00,1096.0,4.0,114.0,12.0,165.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,1462.0,
2020-07-12 22:30:00+01:00,1063.0,4.0,106.0,5.0,165.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,1485.0,
2020-07-12 23:00:00+01:00,884.0,4.0,93.0,4.0,165.0,2.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,1.0,1530.0,
2020-07-12 23:30:00+01:00,710.0,4.0,74.0,4.0,0.0,7.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,1.0,1623.0,
2020-07-13 00:00:00+01:00,713.0,3.0,81.0,6.0,0.0,9.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,1.0,1569.0,
2020-07-13 00:30:00+01:00,790.0,3.0,77.0,4.0,0.0,8.0,0.0,2.0,0.0,147.0,0.0,0.0,0.0,1.0,1596.0,
2020-07-13 01:00:00+01:00,782.0,3.0,75.0,4.0,0.0,9.0,0.0,3.0,0.0,146.0,0.0,0.0,0.0,1.0,1567.0,
2020-07-13 01:30:00+01:00,788.0,3.0,78.0,4.0,0.0,10.0,0.0,3.0,0.0,146.0,0.0,0.0,0.0,1.0,1491.0,
2020-07-13 02:00:00+01:00,783.0,3.0,75.0,5.0,0.0,10.0,0.0,3.0,0.0,145.0,0.0,0.0,0.0,1.0,1453.0,
2020-07-13 02:30:00+01:00,703.0,3.0,74.0,4.0,0.0,9.0,0.0,2.0,0.0,146.0,0.0,0.0,0.0,1.0,1519.0,
2020-07-13 03:00:00+01:00,648.0,3.0,78.0,4.0,0.0,9.0,0.0,3.0,0.0,145.0,0.0,0.0,0.0,1.0,1560.0,
2020-07-13 03:30:00+01:00,686.0,3.0,80.0,4.0,0.0,9.0,0.0,3.0,0.0,143.0,0.0,0.0,0.0,1.0,1395.0,
2020-07-13 04:00:00+01:00,812.0,3.0,77.0,4.0,30.0,3.0,0.0,3.0,0.0,143.0,0.0,0.0,0.0,1.0,1216.0,
2020-07-13 04:30:00+01:00,802.0,4.0,77.0,4.0,32.0,4.0,0.0,3.0,0.0,144.0,0.0,0.0,0.0,1.0,1078.0,
2020-07-13 05:00:00+01:00,766.0,3.0,84.0,4.0,34.0,6.0,0.0,3.0,0.0,142.0,0.0,0.0,0.0,1.0,1112.0,
2020-07-13 05:30:00+01:00,999.0,3.0,77.0,5.0,37.0,5.0,0.0,3.0,0.0,143.0,0.0,0.0,0.0,1.0,1003.0,
2020-07-13 06:00:00+01:00,1139.0,3.0,80.0,5.0,37.0,12.0,0.0,3.0,0.0,141.0,0.0,0.0,0.0,1.0,871.0,
2020-07-13 06:30:00+01:00,1200.0,3.0,77.0,4.0,159.0,1.0,0.0,2.0,0.0,72.0,0.0,0.0,0.0,1.0,742.0,
2020-07-13 07:00:00+01:00,1129.0,3.0,80.0,4.0,211.0,1.0,0.0,2.0,53.0,0.0,0.0,0.0,0.0,1.0,793.0,
2020-07-13 07:30:00+01:00,1253.0,3.0,106.0,4.0,217.0,1.0,0.0,3.0,95.0,0.0,0.0,0.0,0.0,1.0,741.0,
2020-07-13 08:00:00+01:00,1273.0,2.0,162.0,4.0,248.0,1.0,0.0,3.0,92.0,0.0,45.0,0.0,0.0,1.0,585.0,
2020-07-13 08:30:00+01:00,1254.0,3.0,168.0,4.0,297.0,1.0,0.0,3.0,91.0,0.0,45.0,0.0,0.0,1.0,604.0,
2020-07-13 09:00:00+01:00,1262.0,3.0,164.0,4.0,323.0,1.0,0.0,3.0,88.0,0.0,56.0,0.0,0.0,1.0,606.0,
2020-07-13 09:30:00+01:00,1283.0,3.0,165.0,7.0,322.0,1.0,0.0,3.0,87.0,0.0,56.0,0.0,0.0,1.0,580.0,
2020-07-13 10:00:00+01:00,1322.0,3.0,166.0,7.0,395.0,1.0,0.0,3.0,9.0,0.0,68.0,0.0,0.0,1.0,583.0,
2020-07-13 10:30:00+01:00,1343.0,3.0,170.0,7.0,410.0,0.0,0.0,2.0,12.0,0.0,79.0,0.0,0.0,1.0,560.0,
2020-07-13 11:00:00+01:00,1298.0,3.0,172.0,6.0,419.0,1.0,0.0,2.0,9.0,0.0,75.0,0.0,0.0,1.0,544.0,
2020-07-13 11:30:00+01:00,1334.0,3.0,143.0,7.0,432.0,1.0,0.0,2.0,52.0,0.0,76.0,0.0,0.0,1.0,565.0,
2020-07-13 12:00:00+01:00,1308.0,3.0,178.0,7.0,412.0,1.0,0.0,2.0,9.0,0.0,85.0,0.0,0.0,1.0,617.0,
2020-07-13 12:30:00+01:00,1306.0,3.0,137.0,6.0,413.0,1.0,0.0,2.0,9.0,0.0,86.0,0.0,0.0,1.0,692.0,
2020-07-13 13:00:00+01:00,1343.0,3.0,174.0,7.0,369.0,1.0,0.0,2.0,13.0,0.0,88.0,0.0,0.0,1.0,705.0,
2020-07-13 13:30:00+01:00,1285.0,3.0,162.0,7.0,329.0,3.0,0.0,2.0,10.0,0.0,87.0,0.0,0.0,1.0,699.0,
2020-07-13 14:00:00+01:00,1316.0,3.0,131.0,8.0,341.0,2.0,0.0,2.0,9.0,0.0,108.0,0.0,0.0,1.0,674.0,
2020-07-13 14:30:00+01:00,1292.0,3.0,171.0,7.0,320.0,2.0,0.0,2.0,9.0,0.0,102.0,0.0,0.0,1.0,669.0,
2020-07-13 15:00:00+01:00,1323.0,4.0,180.0,7.0,344.0,2.0,0.0,2.0,12.0,0.0,101.0,0.0,0.0,1.0,654.0,
2020-07-13 15:30:00+01:00,1318.0,3.0,178.0,7.0,339.0,2.0,0.0,2.0,11.0,0.0,101.0,0.0,0.0,1.0,725.0,
2020-07-13 16:00:00+01:00,1287.0,3.0,229.0,7.0,292.0,2.0,0.0,2.0,9.0,0.0,99.0,0.0,0.0,1.0,764.0,
2020-07-13 16:30:00+01:00,1313.0,3.0,238.0,7.0,307.0,2.0,0.0,2.0,11.0,0.0,100.0,0.0,0.0,1.0,802.0,
2020-07-13 17:00:00+01:00,1281.0,3.0,257.0,7.0,289.0,2.0,0.0,2.0,85.0,0.0,98.0,0.0,18.0,0.0,755.0,
2020-07-13 17:30:00+01:00,1285.0,4.0,265.0,4.0,294.0,2.0,0.0,2.0,48.0,0.0,90.0,0.0,19.0,0.0,766.0,
2020-07-13 18:00:00+01:00,1320.0,3.0,268.0,4.0,311.0,2.0,0.0,2.0,92.0,0.0,92.0,0.0,53.0,0.0,730.0,
2020-07-13 18:30:00+01:00,1308.0,4.0,269.0,4.0,303.0,2.0,0.0,2.0,49.0,0.0,78.0,0.0,58.0,0.0,796.0,
2020-07-13 19:00:00+01:00,1294.0,3.0,265.0,4.0,296.0,2.0,0.0,2.0,48.0,0.0,83.0,0.0,50.0,0.0,717.0,
2020-07-13 19:30:00+01:00,1289.0,4.0,267.0,4.0,301.0,2.0,0.0,2.0,50.0,0.0,71.0,0.0,30.0,0.0,695.0,
2020-07-13 20:00:00+01:00,1300.0,4.0,269.0,4.0,298.0,2.0,0.0,2.0,55.0,0.0,58.0,0.0,27.0,0.0,674.0,
2020-07-13 20:30:00+01:00,1284.0,3.0,268.0,4.0,291.0,2.0,0.0,2.0,92.0,0.0,14.0,0.0,26.0,0.0,536.0,
2020-07-13 21:00:00+01:00,1305.0,4.0,268.0,4.0,300.0,2.0,0.0,2.0,55.0,0.0,0.0,0.0,27.0,0.0,536.0,
2020-07-13 21:30:00+01:00,1276.0,3.0,267.0,4.0,286.0,2.0,0.0,2.0,11.0,0.0,0.0,0.0,25.0,0.0,558.0,
2020-07-13 22:00:00+01:00,1236.0,4.0,262.0,4.0,272.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,607.0,
2020-07-13 22:30:00+01:00,1195.0,4.0,258.0,4.0,257.0,4.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0,624.0,
2020-07-13 23:00:00+01:00,1199.0,3.0,140.0,4.0,208.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,720.0,
2020-07-13 23:30:00+01:00,1282.0,4.0,110.0,4.0,164.0,3.0,0.0,2.0,0.0,74.0,0.0,0.0,0.0,1.0,692.0,
2020-07-14 00:00:00+01:00,1251.0,4.0,99.0,4.0,165.0,7.0,0.0,2.0,0.0,148.0,0.0,0.0,0.0,1.0,689.0,
2020-07-14 00:30:00+01:00,1162.0,3.0,99.0,4.0,165.0,7.0,0.0,2.0,0.0,148.0,0.0,0.0,0.0,1.0,661.0,
2020-07-14 01:00:00+01:00,1189.0,3.0,77.0,4.0,172.0,6.0,0.0,2.0,0.0,146.0,0.0,0.0,0.0,1.0,625.0,
2020-07-14 01:30:00+01:00,1227.0,4.0,75.0,4.0,171.0,6.0,0.0,2.0,0.0,146.0,0.0,0.0,0.0,1.0,589.0,
2020-07-14 02:00:00+01:00,1194.0,4.0,76.0,4.0,171.0,6.0,0.0,2.0,0.0,145.0,0.0,0.0,0.0,1.0,622.0,
2020-07-14 02:30:00+01:00,1206.0,4.0,76.0,4.0,166.0,6.0,0.0,2.0,0.0,145.0,0.0,0.0,0.0,1.0,610.0,
2020-07-14 03:00:00+01:00,1093.0,4.0,75.0,4.0,166.0,7.0,0.0,2.0,0.0,145.0,0.0,0.0,0.0,1.0,626.0,
2020-07-14 03:30:00+01:00,1103.0,4.0,75.0,4.0,166.0,7.0,0.0,2.0,0.0,144.0,0.0,0.0,0.0,1.0,592.0,
2020-07-14 04:00:00+01:00,1120.0,4.0,78.0,4.0,174.0,7.0,0.0,2.0,0.0,143.0,0.0,0.0,0.0,1.0,596.0,
2020-07-14 04:30:00+01:00,1100.0,4.0,75.0,4.0,165.0,7.0,0.0,2.0,0.0,143.0,0.0,0.0,0.0,1.0,616.0,
2020-07-14 05:00:00+01:00,1039.0,4.0,75.0,4.0,164.0,7.0,0.0,2.0,0.0,143.0,0.0,0.0,0.0,1.0,669.0,
2020-07-14 05:30:00+01:00,1095.0,4.0,83.0,4.0,184.0,7.0,0.0,2.0,0.0,140.0,0.0,0.0,0.0,1.0,634.0,
2020-07-14 06:00:00+01:00,1102.0,4.0,100.0,4.0,171.0,7.0,0.0,2.0,0.0,141.0,0.0,0.0,0.0,1.0,609.0,
2020-07-14 06:30:00+01:00,1136.0,4.0,126.0,4.0,171.0,7.0,0.0,2.0,0.0,71.0,0.0,0.0,0.0,1.0,601.0,
2020-07-14 07:00:00+01:00,1175.0,4.0,147.0,4.0,207.0,2.0,0.0,2.0,0.0,59.0,0.0,0.0,0.0,1.0,631.0,
2020-07-14 07:30:00+01:00,1235.0,3.0,144.0,7.0,243.0,2.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,1.0,666.0,
2020-07-14 08:00:00+01:00,1242.0,3.0,136.0,7.0,229.0,2.0,0.0,2.0,10.0,0.0,62.0,0.0,0.0,1.0,794.0,
2020-07-14 08:30:00+01:00,1289.0,3.0,150.0,7.0,252.0,2.0,0.0,2.0,15.0,0.0,65.0,0.0,0.0,1.0,794.0,
2020-07-14 09:00:00+01:00,1266.0,3.0,135.0,7.0,278.0,2.0,0.0,2.0,48.0,0.0,63.0,0.0,0.0,1.0,895.0,
2020-07-14 09:30:00+01:00,1285.0,5.0,121.0,8.0,287.0,2.0,0.0,2.0,10.0,0.0,64.0,0.0,0.0,1.0,952.0,
2020-07-14 10:00:00+01:00,1296.0,4.0,101.0,8.0,289.0,2.0,0.0,2.0,11.0,0.0,68.0,0.0,0.0,1.0,1006.0,
2020-07-14 10:30:00+01:00,1316.0,3.0,106.0,8.0,260.0,2.0,0.0,2.0,13.0,0.0,77.0,0.0,0.0,1.0,1061.0,
2020-07-14 11:00:00+01:00,1350.0,3.0,113.0,8.0,239.0,2.0,0.0,2.0,57.0,0.0,90.0,0.0,0.0,1.0,1015.0,
2020-07-14 11:30:00+01:00,1312.0,3.0,162.0,8.0,221.0,2.0,0.0,2.0,49.0,0.0,86.0,0.0,0.0,1.0,1083.0,
2020-07-14 12:00:00+01:00,1330.0,3.0,185.0,9.0,229.0,2.0,0.0,2.0,13.0,0.0,100.0,0.0,0.0,1.0,1130.0,
2020-07-14 12:30:00+01:00,1338.0,3.0,191.0,9.0,218.0,2.0,0.0,2.0,94.0,0.0,110.0,0.0,0.0,1.0,1068.0,
2020-07-14 13:00:00+01:00,1335.0,3.0,183.0,7.0,211.0,2.0,0.0,2.0,51.0,0.0,109.0,0.0,0.0,1.0,1191.0,
2020-07-14 13:30:00+01:00,1296.0,3.0,175.0,7.0,202.0,2.0,0.0,2.0,9.0,0.0,107.0,0.0,0.0,1.0,1200.0,
2020-07-14 14:00:00+01:00,1278.0,3.0,164.0,5.0,201.0,2.0,0.0,2.0,9.0,0.0,108.0,0.0,0.0,1.0,1256.0,
2020-07-14 14:30:00+01:00,1222.0,3.0,157.0,5.0,203.0,2.0,0.0,2.0,9.0,0.0,116.0,0.0,0.0,1.0,1437.0,
2020-07-14 15:00:00+01:00,1137.0,3.0,158.0,5.0,201.0,2.0,0.0,2.0,9.0,0.0,129.0,0.0,0.0,1.0,1562.0,
2020-07-14 15:30:00+01:00,1079.0,3.0,147.0,6.0,203.0,2.0,0.0,2.0,10.0,0.0,131.0,0.0,0.0,1.0,1675.0,
2020-07-14 16:00:00+01:00,939.0,3.0,124.0,5.0,202.0,2.0,0.0,2.0,9.0,0.0,129.0,0.0,0.0,1.0,1812.0,
