,Actual Total Load [MW] - Switzerland (CH)
3616,6830.0
3617,6620.0
3618,6638.0
3619,6454.0
3620,6291.0
3621,6190.0
3622,6011.0
3623,5718.0
3624,5952.0
3625,6215.0
3626,6176.0
3627,6102.0
3628,6021.0
3629,5769.0
3630,5828.0
3631,6449.0
3632,6874.0
3633,7008.0
3634,7181.0
3635,7387.0
3636,6990.0
3637,7009.0
3638,7301.0
3639,7203.0
3640,6929.0
3641,6549.0
3642,6523.0
3643,6354.0
3644,6075.0
3645,5982.0
3646,5955.0
3647,5741.0
3648,5762.0
3649,5854.0
3650,5753.0
3651,5884.0
3652,5735.0
3653,5465.0
3654,5541.0
3655,5230.0
3656,5333.0
3657,5645.0
3658,5783.0
3659,6163.0
3660,6302.0
3661,6356.0
3662,6296.0
3663,6288.0
3664,6310.0
3665,5937.0
3666,5595.0
3667,5521.0
3668,5405.0
3669,5445.0
3670,5556.0
3671,5439.0
3672,5516.0
3673,5871.0
3674,5872.0
3675,5678.0
3676,5448.0
3677,5260.0
3678,5283.0
3679,5476.0
3680,5808.0
3681,6084.0
3682,6191.0
3683,6388.0
3684,6421.0
3685,6289.0
3686,6188.0
3687,6147.0
3688,6190.0
3689,6260.0
3690,5527.0
3691,5517.0
3692,5557.0
3693,5633.0
3694,5619.0
3695,5446.0
3696,6038.0
3697,6376.0
3698,6352.0
3699,6209.0
3700,6065.0
3701,5916.0
3702,5749.0
3703,6506.0
3704,7024.0
3705,7141.0
3706,7311.0
3707,7563.0
3708,7159.0
3709,7257.0
3710,7193.0
3711,7147.0
3712,7068.0
3713,6949.0
3714,6966.0
3715,6711.0
3716,6382.0
3717,6212.0
3718,5989.0
3719,5595.0
3720,5395.0
3721,5574.0
3722,5887.0
3723,5897.0
3724,5860.0
3725,5222.0
3726,5856.0
3727,6641.0
3728,7071.0
3729,7185.0
3730,7352.0
3731,7602.0
3732,7118.0
3733,7227.0
3734,7149.0
3735,7028.0
3736,6921.0
3737,6779.0
3738,6776.0
3739,6520.0
3740,6264.0
3741,6210.0
3742,6149.0
3743,5660.0
3744,5551.0
3745,6138.0
3746,6406.0
3747,6355.0
3748,6263.0
3749,6312.0
3750,6075.0
3751,6694.0
3752,7100.0
3753,7214.0
3754,7392.0
3755,7632.0
3756,7253.0
3757,7400.0
3758,7487.0
3759,7132.0
3760,7035.0
3761,6900.0
3762,6879.0
3763,6602.0
3764,6286.0
3765,6237.0
3766,6029.0
3767,6155.0
3768,6324.0
3769,6420.0
3770,6479.0
3771,6422.0
3772,6246.0
3773,6109.0
3774,5798.0
3775,6637.0
3776,7089.0
3777,7224.0
3778,7394.0
3779,7609.0
3780,7072.0
3781,7080.0
3782,7011.0
3783,6942.0
3784,6830.0
3785,6669.0
3786,6718.0
3787,6530.0
3788,6270.0
3789,6193.0
3790,6095.0
3791,5915.0
3792,5450.0
3793,5432.0
3794,5274.0
3795,5178.0
3796,5060.0
3797,5125.0
3798,5786.0
3799,6669.0
3800,7135.0
3801,7234.0
3802,7468.0
3803,7607.0
3804,7200.0
3805,7207.0
3806,7156.0
3807,7146.0
3808,6874.0
3809,6803.0
3810,6788.0
3811,6588.0
3812,6285.0
3813,6125.0
3814,5964.0
3815,5726.0
3816,5465.0
3817,5696.0
3818,5821.0
3819,5856.0
3820,5901.0
3821,5832.0
3822,5667.0
3823,5100.0
3824,5617.0
3825,5758.0
3826,5872.0
3827,6002.0
3828,6201.0
3829,6796.0
3830,7039.0
3831,6952.0
3832,6043.0
3833,5631.0
3834,5737.0
3835,5679.0
3836,5538.0
3837,5535.0
3838,5652.0
3839,5314.0
3840,5254.0
3841,5234.0
3842,5634.0
3843,5672.0
3844,5758.0
3845,5732.0
3846,5863.0
3847,5776.0
3848,5821.0
3849,5993.0
3850,6371.0
3851,6797.0
3852,7106.0
3853,6922.0
3854,6488.0
3855,6332.0
3856,6564.0
3857,6861.0
3858,6878.0
3859,5658.0
3860,5610.0
3861,5728.0
3862,5761.0
3863,5404.0
3864,5600.0
3865,6155.0
3866,6215.0
3867,6080.0
3868,5946.0
3869,6038.0
3870,5827.0
3871,6674.0
3872,7204.0
3873,7372.0
3874,7632.0
3875,7969.0
3876,7616.0
3877,7701.0
3878,7561.0
3879,7402.0
3880,7219.0
3881,6892.0
3882,6842.0
3883,6599.0
3884,6358.0
3885,6334.0
3886,6234.0
3887,5823.0
3888,5978.0
3889,6340.0
3890,6789.0
3891,6628.0
3892,6395.0
3893,6464.0
3894,6073.0
3895,6855.0
3896,7246.0
3897,7400.0
3898,7621.0
3899,7922.0
3900,7384.0
3901,7453.0
3902,7390.0
3903,7270.0
3904,7202.0
3905,7043.0
3906,6995.0
3907,6772.0
3908,6521.0
3909,6350.0
3910,6164.0
3911,5955.0
3912,5893.0
3913,6303.0
3914,6201.0
3915,6335.0
3916,6104.0
3917,5602.0
3918,6094.0
3919,6914.0
3920,7369.0
3921,7705.0
3922,7925.0
3923,8103.0
3924,7606.0
3925,7610.0
3926,7452.0
3927,7316.0
3928,7123.0
3929,6932.0
3930,6932.0
3931,6732.0
3932,6454.0
3933,6255.0
3934,6206.0
3935,5982.0
3936,5592.0
3937,5998.0
3938,6105.0
3939,6531.0
3940,6604.0
3941,6321.0
3942,6179.0
3943,6666.0
3944,7048.0
3945,7123.0
3946,7272.0
3947,7505.0
3948,7233.0
3949,7566.0
3950,8200.0
3951,8217.0
3952,8015.0
3953,6893.0
3954,6577.0
3955,6446.0
3956,6240.0
3957,6156.0
3958,6085.0
3959,6109.0
3960,5868.0
3961,6060.0
3962,5981.0
3963,6095.0
3964,6001.0
3965,5711.0
3966,6046.0
3967,6604.0
3968,7011.0
3969,7058.0
3970,7212.0
3971,7403.0
3972,7036.0
3973,7314.0
3974,7157.0
3975,6949.0
3976,6746.0
3977,6475.0
3978,6438.0
3979,6263.0
3980,6004.0
3981,5903.0
3982,5999.0
3983,5713.0
3984,5528.0
3985,5385.0
3986,5806.0
3987,5925.0
3988,5898.0
3989,5953.0
3990,5688.0
3991,5446.0
3992,5652.0
3993,5644.0
3994,5749.0
3995,5960.0
3996,6680.0
3997,7051.0
3998,6982.0
3999,6736.0
4000,6472.0
4001,5988.0
4002,5646.0
4003,5472.0
4004,5348.0
4005,5400.0
4006,5510.0
4007,5290.0
4008,5232.0
4009,5736.0
4010,6037.0
4011,5899.0
4012,5662.0
4013,5474.0
4014,5496.0
4015,5615.0
4016,5894.0
4017,6132.0
4018,6388.0
4019,6596.0
4020,6687.0
4021,6607.0
4022,6490.0
4023,6414.0
4024,6393.0
4025,6534.0
4026,6427.0
4027,5612.0
4028,5422.0
4029,5436.0
4030,5519.0
4031,5221.0
4032,5409.0
4033,5974.0
4034,6076.0
4035,5986.0
4036,5835.0
4037,5976.0
4038,5774.0
4039,6533.0
4040,7014.0
4041,7131.0
4042,7323.0
4043,7602.0
4044,7140.0
4045,7216.0
4046,7154.0
4047,7038.0
4048,6885.0
4049,6722.0
4050,6681.0
4051,6431.0
4052,6224.0
4053,6132.0
4054,6119.0
4055,5925.0
4056,6247.0
4057,6613.0
4058,6565.0
4059,6427.0
4060,6332.0
4061,6405.0
4062,5999.0
4063,6557.0
4064,7014.0
4065,7127.0
4066,7311.0
4067,7543.0
4068,7150.0
4069,7230.0
4070,7195.0
4071,7092.0
4072,6996.0
4073,6812.0
4074,6753.0
4075,6559.0
4076,6311.0
4077,6250.0
4078,6260.0
4079,5861.0
4080,5533.0
4081,5608.0
4082,5639.0
4083,5756.0
4084,5631.0
4085,5737.0
4086,6020.0
4087,6710.0
4088,7124.0
4089,7211.0
4090,7423.0
4091,7655.0
4092,7316.0
4093,7444.0
4094,7371.0
4095,7282.0
4096,7162.0
4097,6927.0
4098,6920.0
4099,6744.0
4100,6468.0
4101,6397.0
4102,6430.0
4103,5986.0
4104,5791.0
4105,5722.0
4106,5796.0
4107,5686.0
4108,5515.0
4109,5731.0
4110,6103.0
4111,6765.0
4112,7262.0
4113,7472.0
4114,7685.0
4115,8241.0
4116,8503.0
4117,8586.0
4118,8621.0
4119,8440.0
4120,8321.0
4121,8036.0
4122,7842.0
4123,7564.0
4124,7460.0
4125,7566.0
4126,7279.0
4127,6947.0
4128,6839.0
4129,6881.0
4130,6821.0
4131,6705.0
4132,6557.0
4133,6816.0
4134,7040.0
4135,7308.0
4136,7412.0
4137,7893.0
4138,8455.0
4139,8784.0
4140,8517.0
4141,8620.0
4142,8586.0
4143,8403.0
4144,8181.0
4145,8023.0
4146,7890.0
4147,7563.0
4148,7417.0
4149,7334.0
4150,7220.0
4151,6920.0
4152,6661.0
4153,6923.0
4154,6816.0
4155,6572.0
4156,6340.0
4157,6225.0
4158,6374.0
4159,6552.0
4160,6818.0
4161,7013.0
4162,7160.0
4163,7150.0
4164,7317.0
4165,7253.0
4166,7170.0
4167,7135.0
4168,6958.0
4169,6645.0
4170,6505.0
4171,6312.0
4172,6253.0
4173,6152.0
4174,5724.0
4175,5468.0
4176,5238.0
4177,5344.0
4178,5312.0
4179,5548.0
4180,5533.0
4181,5521.0
4182,5487.0
4183,5505.0
4184,5792.0
4185,6038.0
4186,6274.0
4187,6448.0
4188,6551.0
4189,6393.0
4190,6274.0
4191,6201.0
4192,6158.0
4193,6158.0
4194,5482.0
4195,5486.0
4196,5423.0
4197,5481.0
4198,5494.0
4199,5182.0
4200,5145.0
4201,5771.0
4202,5718.0
4203,5627.0
4204,5500.0
4205,5544.0
4206,5638.0
4207,6442.0
4208,6918.0
4209,7035.0
4210,7219.0
4211,7481.0
4212,7031.0
4213,7107.0
4214,7001.0
4215,6916.0
4216,6829.0
4217,6602.0
4218,6547.0
4219,6320.0
4220,6086.0
4221,5969.0
4222,6023.0
4223,5633.0
4224,5432.0
4225,5484.0
4226,5607.0
4227,5434.0
4228,5181.0
4229,5078.0
4230,5759.0
4231,6465.0
4232,6902.0
4233,7016.0
4234,7207.0
4235,7444.0
4236,7009.0
4237,7077.0
4238,7010.0
4239,6903.0
4240,6821.0
4241,6634.0
4242,6584.0
4243,6376.0
4244,6113.0
4245,6003.0
4246,6011.0
4247,5694.0
4248,5379.0
4249,5251.0
4250,5197.0
4251,5048.0
4252,4893.0
4253,5075.0
4254,5793.0
4255,6524.0
4256,6947.0
4257,7068.0
4258,7275.0
4259,7524.0
4260,7121.0
4261,7187.0
4262,7127.0
4263,7039.0
4264,6918.0
4265,6724.0
4266,6697.0
4267,6479.0
4268,6139.0
4269,5986.0
4270,6095.0
4271,5776.0
4272,5928.0
4273,6056.0
4274,6143.0
4275,6187.0
4276,5756.0
4277,5499.0
4278,5872.0
4279,6546.0
4280,6957.0
4281,7121.0
4282,7297.0
4283,7541.0
4284,7196.0
4285,7256.0
4286,7197.0
4287,7082.0
4288,7002.0
4289,6765.0
4290,6738.0
4291,6522.0
4292,6248.0
4293,6117.0
4294,6067.0
4295,5753.0
4296,5621.0
4297,5562.0
4298,5811.0
4299,6215.0
4300,6007.0
4301,5496.0
4302,5931.0
4303,6610.0
4304,7063.0
4305,7172.0
4306,7340.0
4307,7468.0
4308,7049.0
4309,7145.0
4310,7024.0
4311,6859.0
4312,6684.0
4313,6610.0
4314,6547.0
4315,6389.0
4316,6175.0
4317,6097.0
4318,6164.0
4319,5840.0
4320,5555.0
4321,5484.0
4322,5475.0
4323,5503.0
4324,5376.0
4325,5274.0
4326,5267.0
4327,5303.0
4328,5564.0
4329,5811.0
4330,6094.0
4331,6321.0
4332,6399.0
4333,7038.0
4334,6940.0
4335,6573.0
4336,6241.0
4337,6030.0
4338,5746.0
4339,5744.0
4340,5853.0
4341,5851.0
4342,5834.0
4343,5653.0
4344,6144.0
4345,6651.0
4346,6591.0
4347,6271.0
4348,6052.0
4349,5939.0
4350,6050.0
4351,6187.0
4352,6468.0
4353,6745.0
4354,6913.0
4355,7029.0
4356,7117.0
4357,7092.0
4358,6994.0
4359,6883.0
4360,6974.0
4361,7067.0
4362,6165.0
4363,5671.0
4364,5618.0
4365,5737.0
4366,5882.0
4367,5661.0
4368,5900.0
4369,6015.0
4370,5819.0
4371,5692.0
4372,5618.0
4373,5835.0
4374,5643.0
4375,6413.0
4376,7110.0
4377,7111.0
4378,7330.0
4379,7616.0
4380,7372.0
4381,7482.0
4382,7693.0
4383,7448.0
4384,7276.0
4385,6996.0
4386,6927.0
4387,6728.0
4388,6452.0
4389,6327.0
4390,6358.0
4391,5869.0
4392,5501.0
4393,5476.0
4394,5340.0
4395,5107.0
4396,4941.0
4397,5174.0
4398,5953.0
4399,6789.0
4400,7361.0
4401,7602.0
4402,7847.0
4403,8026.0
4404,7462.0
4405,7461.0
4406,7386.0
4407,7253.0
4408,7038.0
4409,6816.0
4410,6787.0
4411,6549.0
4412,6249.0
4413,6135.0
4414,6160.0
4415,5764.0
4416,5387.0
4417,5323.0
4418,5164.0
4419,4974.0
4420,4784.0
4421,5095.0
4422,5799.0
4423,6594.0
4424,7108.0
4425,7265.0
4426,7455.0
4427,7734.0
4428,7360.0
4429,7411.0
4430,7337.0
4431,7201.0
4432,7043.0
4433,6843.0
4434,6776.0
4435,6492.0
4436,6267.0
4437,6167.0
4438,6156.0
4439,5751.0
4440,5472.0
4441,5365.0
4442,5229.0
4443,4989.0
4444,4828.0
4445,5092.0
4446,5835.0
4447,6597.0
4448,7173.0
4449,7377.0
4450,7594.0
4451,7840.0
4452,7384.0
4453,7441.0
4454,7363.0
4455,7272.0
4456,7150.0
4457,6926.0
4458,6774.0
4459,6540.0
4460,6348.0
4461,6233.0
4462,6092.0
4463,5682.0
4464,5363.0
4465,5344.0
4466,5412.0
4467,5303.0
4468,5117.0
4469,5391.0
4470,5847.0
4471,6653.0
4472,7196.0
4473,7374.0
4474,7610.0
4475,7812.0
4476,7391.0
4477,7349.0
4478,7266.0
4479,7103.0
4480,6902.0
4481,6692.0
4482,6624.0
4483,6405.0
4484,6121.0
4485,5991.0
4486,6016.0
4487,5669.0
4488,5453.0
4489,5542.0
4490,5737.0
4491,5652.0
4492,5479.0
4493,5536.0
4494,5324.0
4495,5318.0
4496,5545.0
4497,5841.0
4498,6235.0
4499,6325.0
4500,6304.0
4501,6198.0
4502,5964.0
4503,5989.0
4504,5887.0
4505,5910.0
4506,5842.0
4507,5746.0
4508,5395.0
4509,5413.0
4510,5489.0
4511,5359.0
4512,5085.0
4513,5499.0
4514,5422.0
4515,5346.0
4516,5244.0
4517,5023.0
4518,5043.0
4519,5042.0
4520,5307.0
4521,5581.0
4522,5676.0
4523,5792.0
4524,5985.0
4525,5925.0
4526,5778.0
4527,5760.0
4528,5795.0
4529,5524.0
4530,5428.0
4531,5409.0
4532,5371.0
4533,5419.0
4534,5573.0
4535,5262.0
4536,4969.0
4537,4873.0
4538,5172.0
4539,5112.0
4540,4963.0
4541,4864.0
4542,5577.0
4543,6345.0
4544,6840.0
4545,7038.0
4546,7255.0
4547,7435.0
4548,7083.0
4549,7163.0
4550,7122.0
4551,7053.0
4552,6925.0
4553,6701.0
4554,6642.0
4555,6411.0
4556,6157.0
4557,6083.0
4558,6075.0
4559,5661.0
4560,5371.0
4561,5315.0
4562,5207.0
4563,5038.0
4564,4882.0
4565,5104.0
4566,5824.0
4567,6556.0
4568,7004.0
4569,7166.0
4570,7364.0
4571,7581.0
4572,7202.0
4573,7273.0
4574,7231.0
4575,7097.0
4576,6951.0
4577,6766.0
4578,6689.0
4579,6457.0
4580,6128.0
4581,6037.0
4582,6055.0
4583,5649.0
4584,5373.0
4585,5319.0
4586,5223.0
4587,5018.0
4588,4858.0
4589,5128.0
4590,5826.0
4591,6527.0
4592,6910.0
4593,7085.0
4594,7275.0
4595,7435.0
4596,7044.0
4597,7119.0
4598,7046.0
4599,6900.0
4600,6788.0
4601,6628.0
4602,6605.0
4603,6380.0
4604,6122.0
4605,5988.0
4606,6006.0
4607,5653.0
4608,5365.0
4609,5309.0
4610,5223.0
4611,5175.0
4612,5034.0
4613,5230.0
4614,5720.0
4615,6414.0
4616,6810.0
4617,6997.0
4618,7204.0
4619,7360.0
4620,7014.0
4621,7067.0
4622,6957.0
4623,6880.0
4624,6773.0
4625,6581.0
4626,6566.0
4627,6335.0
4628,6115.0
4629,6048.0
4630,6039.0
4631,5672.0
4632,5416.0
4633,5412.0
4634,5430.0
4635,5180.0
4636,5083.0
4637,5079.0
4638,5670.0
4639,6370.0
4640,6827.0
4641,7005.0
4642,7186.0
4643,7336.0
4644,7008.0
4645,7011.0
4646,6922.0
4647,6729.0
4648,6615.0
4649,6503.0
4650,6477.0
4651,6249.0
4652,5966.0
4653,5902.0
4654,5940.0
4655,5610.0
4656,5369.0
4657,5606.0
4658,5564.0
4659,5473.0
4660,5226.0
4661,5204.0
4662,5105.0
4663,4994.0
4664,5397.0
4665,5633.0
4666,5786.0
4667,5932.0
4668,5899.0
4669,6177.0
4670,6249.0
4671,5996.0
4672,6032.0
4673,5721.0
4674,5736.0
4675,5625.0
4676,5455.0
4677,5417.0
4678,5450.0
4679,5229.0
4680,5053.0
4681,4877.0
4682,4896.0
4683,5108.0
4684,5024.0
4685,4930.0
4686,5038.0
4687,5130.0
4688,5330.0
4689,5495.0
4690,5629.0
4691,5869.0
4692,5952.0
4693,5930.0
4694,5874.0
4695,5895.0
4696,5788.0
4697,5842.0
4698,5405.0
4699,5409.0
4700,5375.0
4701,5414.0
4702,5439.0
4703,5163.0
4704,4993.0
4705,5127.0
4706,5685.0
4707,5485.0
4708,5205.0
4709,5107.0
4710,5495.0
4711,6184.0
4712,6627.0
4713,6799.0
4714,7038.0
4715,7227.0
4716,6889.0
4717,7015.0
4718,6931.0
4719,6863.0
4720,6748.0
4721,6566.0
4722,6481.0
4723,6233.0
4724,5994.0
4725,5975.0
4726,5943.0
4727,5505.0
4728,5272.0
4729,5430.0
4730,5524.0
4731,5325.0
4732,5112.0
4733,5279.0
4734,5595.0
4735,6251.0
4736,6651.0
4737,6826.0
4738,7049.0
4739,7225.0
4740,6886.0
4741,6979.0
4742,7038.0
4743,6940.0
4744,6812.0
4745,6556.0
4746,6451.0
4747,6188.0
4748,5945.0
4749,5860.0
4750,5889.0
4751,5506.0
4752,5256.0
4753,5613.0
4754,5744.0
4755,5716.0
4756,5640.0
4757,5595.0
4758,5588.0
4759,6291.0
4760,6707.0
4761,6859.0
4762,7092.0
4763,7218.0
4764,6909.0
4765,6981.0
4766,6967.0
4767,6917.0
4768,6754.0
4769,6529.0
4770,6450.0
4771,6266.0
4772,6035.0
4773,5958.0
4774,5943.0
4775,5617.0
4776,5473.0
4777,5690.0
4778,5865.0
4779,5806.0
4780,5637.0
4781,5316.0
4782,5620.0
4783,6313.0
4784,6723.0
4785,6920.0
4786,7114.0
4787,7287.0
4788,6982.0
4789,7034.0
4790,6991.0
4791,6896.0
4792,6792.0
4793,6625.0
4794,6562.0
4795,6359.0
4796,6150.0
4797,6086.0
4798,6044.0
4799,5665.0
4800,5432.0
4801,5368.0
4802,5367.0
4803,5203.0
4804,5016.0
4805,5037.0
4806,5615.0
4807,6245.0
4808,6704.0
4809,6848.0
4810,7060.0
4811,7191.0
4812,6929.0
4813,6981.0
4814,6948.0
4815,6805.0
4816,6651.0
4817,6561.0
4818,6560.0
4819,6305.0
4820,6072.0
4821,5910.0
4822,5764.0
4823,5503.0
4824,5497.0
4825,5665.0
4826,5885.0
4827,5602.0
4828,5625.0
4829,5680.0
4830,5641.0
4831,5223.0
4832,5294.0
4833,5585.0
4834,5778.0
4835,5895.0
4836,5852.0
4837,5749.0
4838,5642.0
4839,5541.0
4840,5460.0
4841,5470.0
4842,5529.0
4843,5380.0
4844,5198.0
4845,5209.0
4846,5248.0
4847,4998.0
4848,4843.0
4849,4774.0
4850,5121.0
4851,5034.0
4852,4963.0
4853,5105.0
4854,4989.0
4855,4765.0
4856,4856.0
4857,4890.0
4858,5007.0
4859,5224.0
4860,5485.0
4861,5670.0
4862,5762.0
4863,5840.0
4864,5851.0
4865,5295.0
4866,5251.0
4867,5259.0
4868,5149.0
4869,5191.0
4870,5193.0
4871,4891.0
4872,4765.0
4873,4752.0
4874,4972.0
4875,5051.0
4876,4807.0
4877,4675.0
4878,5268.0
4879,5952.0
4880,6370.0
4881,6527.0
4882,6707.0
4883,6901.0
4884,6633.0
4885,6649.0
4886,6519.0
4887,6424.0
4888,6314.0
4889,6201.0
4890,6127.0
4891,5937.0
4892,5665.0
4893,5705.0
4894,5685.0
4895,5286.0
4896,5060.0
4897,4952.0
4898,4891.0
4899,4834.0
4900,4662.0
4901,4759.0
4902,5263.0
4903,5844.0
4904,6278.0
4905,6492.0
4906,6642.0
4907,6729.0
4908,6564.0
4909,6604.0
4910,6546.0
4911,6496.0
4912,6409.0
4913,6278.0
4914,6253.0
4915,6028.0
4916,5830.0
4917,5828.0
4918,5754.0
4919,5382.0
4920,5062.0
4921,5050.0
4922,4969.0
4923,4860.0
4924,4639.0
4925,4909.0
4926,5340.0
4927,5976.0
4928,6395.0
4929,6603.0
4930,6773.0
4931,6931.0
4932,6621.0
4933,6676.0
4934,6622.0
4935,6525.0
4936,6487.0
4937,6357.0
4938,6275.0
4939,6073.0
4940,5875.0
4941,5900.0
4942,5858.0
4943,5467.0
4944,5322.0
4945,5378.0
4946,5427.0
4947,5502.0
4948,5318.0
4949,5330.0
4950,5428.0
4951,6057.0
4952,6473.0
4953,6645.0
4954,6880.0
4955,7005.0
4956,6720.0
4957,6774.0
4958,6713.0
4959,6596.0
4960,6522.0
4961,6386.0
4962,6340.0
4963,6197.0
4964,5986.0
4965,5913.0
4966,5831.0
4967,5458.0
4968,5332.0
4969,5735.0
4970,5867.0
4971,5832.0
4972,5624.0
4973,5599.0
4974,5378.0
4975,5959.0
4976,6382.0
4977,6576.0
4978,6754.0
4979,6876.0
4980,6605.0
4981,6583.0
4982,6498.0
4983,6370.0
4984,6229.0
4985,6160.0
4986,6133.0
4987,5955.0
4988,5710.0
4989,5636.0
4990,5590.0
4991,5395.0
4992,5269.0
4993,5609.0
4994,5868.0
4995,5794.0
4996,5560.0
4997,5445.0
4998,5217.0
4999,5044.0
5000,5212.0
5001,5516.0
5002,5771.0
5003,6012.0
5004,6229.0
5005,6515.0
5006,6715.0
5007,6763.0
5008,6620.0
5009,6502.0
5010,5530.0
5011,5337.0
5012,5152.0
5013,5170.0
5014,5124.0
5015,4894.0
5016,4805.0
5017,5532.0
5018,5588.0
5019,5430.0
5020,5283.0
5021,5198.0
5022,5103.0
5023,5205.0
5024,5605.0
5025,5839.0
5026,5927.0
5027,6026.0
5028,6041.0
5029,5975.0
5030,6017.0
5031,5990.0
5032,5958.0
5033,5964.0
5034,5173.0
5035,5103.0
5036,5047.0
5037,5191.0
5038,5225.0
5039,4925.0
5040,4750.0
5041,4955.0
5042,5155.0
5043,5294.0
5044,5103.0
5045,5004.0
5046,5116.0
5047,5675.0
5048,6149.0
5049,6358.0
5050,6557.0
5051,6700.0
5052,6476.0
5053,6518.0
5054,6466.0
5055,6406.0
5056,6330.0
5057,6228.0
5058,6220.0
5059,6006.0
5060,5748.0
5061,5784.0
5062,5745.0
5063,5358.0
5064,5255.0
5065,5708.0
5066,5667.0
5067,5637.0
5068,5416.0
5069,5395.0
5070,5249.0
5071,5787.0
5072,6204.0
5073,6418.0
5074,6620.0
5075,6762.0
5076,6577.0
5077,6585.0
5078,6542.0
5079,6446.0
5080,6297.0
5081,6165.0
5082,6109.0
5083,5900.0
5084,5642.0
5085,5653.0
5086,5624.0
5087,5340.0
5088,5463.0
5089,5494.0
5090,5525.0
5091,5416.0
5092,5150.0
5093,4926.0
5094,4476.0
5095,4552.0
5096,4783.0
5097,4994.0
5098,5136.0
5099,5235.0
5100,5287.0
5101,5195.0
5102,5124.0
5103,5149.0
5104,5236.0
5105,5374.0
5106,5474.0
5107,5398.0
5108,5217.0
5109,5255.0
5110,5334.0
5111,5154.0
5112,5105.0
5113,5316.0
5114,5278.0
5115,5385.0
5116,5166.0
5117,5128.0
5118,5147.0
5119,5761.0
5120,6202.0
5121,6428.0
5122,6619.0
5123,6721.0
5124,6503.0
5125,6527.0
5126,6487.0
5127,6430.0
5128,6356.0
5129,6254.0
5130,6235.0
5131,6087.0
5132,5864.0
5133,5854.0
5134,5801.0
5135,5445.0
5136,5196.0
5137,5062.0
5138,5002.0
5139,4964.0
5140,4762.0
5141,4812.0
5142,5257.0
5143,5868.0
5144,6308.0
5145,6527.0
5146,6663.0
5147,6798.0
5148,6584.0
5149,6567.0
5150,6521.0
5151,6380.0
5152,6244.0
5153,6238.0
5154,6254.0
5155,6086.0
5156,5896.0
5157,5854.0
5158,5826.0
5159,5474.0
5160,5157.0
5161,4989.0
5162,4943.0
5163,4841.0
5164,4735.0
5165,4706.0
5166,4879.0
5167,4951.0
5168,5235.0
5169,5512.0
5170,5670.0
5171,5766.0
5172,5753.0
5173,5894.0
5174,5984.0
5175,5989.0
5176,5793.0
5177,5566.0
5178,5556.0
5179,5453.0
5180,5318.0
5181,5394.0
5182,5399.0
5183,5211.0
5184,4989.0
5185,5051.0
5186,5251.0
5187,5247.0
5188,5197.0
5189,5192.0
5190,4966.0
5191,4916.0
5192,5205.0
5193,5629.0
5194,5937.0
5195,6253.0
5196,6223.0
5197,6290.0
5198,6328.0
5199,6234.0
5200,6241.0
5201,5551.0
5202,5410.0
5203,5382.0
5204,5293.0
5205,5389.0
5206,5393.0
5207,5087.0
5208,5186.0
5209,5142.0
5210,5129.0
5211,5206.0
5212,5204.0
5213,5073.0
5214,5428.0
5215,6105.0
5216,6628.0
5217,6842.0
5218,7046.0
5219,7206.0
5220,6962.0
5221,7035.0
5222,6991.0
5223,6919.0
5224,6785.0
5225,6621.0
5226,6611.0
5227,6327.0
5228,6085.0
5229,6054.0
5230,5882.0
5231,5475.0
5232,5191.0
5233,5150.0
5234,5052.0
5235,4896.0
5236,4797.0
5237,4979.0
5238,5635.0
5239,6302.0
5240,6800.0
5241,7010.0
5242,7166.0
5243,7328.0
5244,6997.0
5245,7009.0
5246,6959.0
5247,6864.0
5248,6796.0
5249,6665.0
5250,6623.0
5251,6364.0
5252,6119.0
5253,6155.0
5254,5993.0
5255,5628.0
5256,5820.0
5257,5957.0
5258,5943.0
5259,5932.0
5260,5686.0
5261,5696.0
5262,6026.0
5263,6362.0
5264,6863.0
5265,7035.0
5266,7218.0
5267,7331.0
5268,7176.0
5269,7148.0
5270,7179.0
5271,7191.0
5272,7045.0
5273,6771.0
5274,6623.0
5275,6355.0
5276,6121.0
5277,6025.0
5278,5841.0
5279,5463.0
5280,5363.0
5281,5674.0
5282,5977.0
5283,5809.0
5284,5633.0
5285,5382.0
5286,5608.0
5287,6209.0
5288,6647.0
5289,6883.0
5290,7096.0
5291,7278.0
5292,6968.0
5293,6998.0
5294,6930.0
5295,6842.0
5296,6891.0
5297,6716.0
5298,6644.0
5299,6405.0
5300,6454.0
5301,6195.0
5302,6289.0
5303,6517.0
5304,6482.0
5305,6422.0
5306,6296.0
5307,6122.0
5308,5904.0
5309,6086.0
5310,6335.0
5311,6186.0
5312,6590.0
5313,6753.0
5314,6934.0
5315,7030.0
5316,7014.0
5317,7764.0
5318,7643.0
5319,7485.0
5320,7123.0
5321,6476.0
5322,6186.0
5323,6012.0
5324,5821.0
5325,5790.0
5326,5650.0
5327,5375.0
5328,5437.0
5329,5763.0
5330,5785.0
5331,5734.0
5332,5642.0
5333,5623.0
5334,5794.0
5335,5698.0
5336,5964.0
5337,6077.0
5338,6574.0
5339,6730.0
5340,6550.0
5341,6707.0
5342,6645.0
5343,6591.0
5344,6564.0
5345,6321.0
5346,5785.0
5347,5322.0
5348,5199.0
5349,5287.0
5350,5240.0
5351,5042.0
5352,5394.0
5353,5496.0
5354,5595.0
5355,5456.0
5356,5418.0
5357,5346.0
5358,5366.0
5359,5375.0
5360,5548.0
5361,5778.0
5362,6004.0
