"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"08.08.2018 08:30 - 08.08.2018 08:45","64380","66630"
"08.08.2018 08:45 - 08.08.2018 09:00","64566","67488"
"08.08.2018 09:00 - 08.08.2018 09:15","64621","67438"
"08.08.2018 09:15 - 08.08.2018 09:30","64988","67635"
"08.08.2018 09:30 - 08.08.2018 09:45","65615","68071"
"08.08.2018 09:45 - 08.08.2018 10:00","65801","67943"
"08.08.2018 10:00 - 08.08.2018 10:15","66193","68489"
"08.08.2018 10:15 - 08.08.2018 10:30","66412","68439"
"08.08.2018 10:30 - 08.08.2018 10:45","66684","68727"
"08.08.2018 10:45 - 08.08.2018 11:00","67090","69026"
"08.08.2018 11:00 - 08.08.2018 11:15","67570","69620"
"08.08.2018 11:15 - 08.08.2018 11:30","68074","70085"
"08.08.2018 11:30 - 08.08.2018 11:45","68344","70341"
"08.08.2018 11:45 - 08.08.2018 12:00","67828","70280"
"08.08.2018 12:00 - 08.08.2018 12:15","67619","70002"
"08.08.2018 12:15 - 08.08.2018 12:30","67427","70108"
"08.08.2018 12:30 - 08.08.2018 12:45","67197","69974"
"08.08.2018 12:45 - 08.08.2018 13:00","67216","69970"
"08.08.2018 13:00 - 08.08.2018 13:15","66839","69720"
"08.08.2018 13:15 - 08.08.2018 13:30","66908","69288"
"08.08.2018 13:30 - 08.08.2018 13:45","66532","68669"
"08.08.2018 13:45 - 08.08.2018 14:00","66018","68187"
"08.08.2018 14:00 - 08.08.2018 14:15","65838","67891"
"08.08.2018 14:15 - 08.08.2018 14:30","65514","68652"
"08.08.2018 14:30 - 08.08.2018 14:45","65467","68574"
"08.08.2018 14:45 - 08.08.2018 15:00","65709","68730"
"08.08.2018 15:00 - 08.08.2018 15:15","65846","68732"
"08.08.2018 15:15 - 08.08.2018 15:30","65158","68304"
"08.08.2018 15:30 - 08.08.2018 15:45","64918","67940"
"08.08.2018 15:45 - 08.08.2018 16:00","64426","67402"
"08.08.2018 16:00 - 08.08.2018 16:15","64219","67168"
"08.08.2018 16:15 - 08.08.2018 16:30","64257","66916"
"08.08.2018 16:30 - 08.08.2018 16:45","64271","66189"
"08.08.2018 16:45 - 08.08.2018 17:00","63636","65765"
"08.08.2018 17:00 - 08.08.2018 17:15","63354","65693"
"08.08.2018 17:15 - 08.08.2018 17:30","63215","65347"
"08.08.2018 17:30 - 08.08.2018 17:45","63151","65157"
"08.08.2018 17:45 - 08.08.2018 18:00","63024","65059"
"08.08.2018 18:00 - 08.08.2018 18:15","62414","64548"
"08.08.2018 18:15 - 08.08.2018 18:30","62318","64307"
"08.08.2018 18:30 - 08.08.2018 18:45","62566","64047"
"08.08.2018 18:45 - 08.08.2018 19:00","62626","64099"
"08.08.2018 19:00 - 08.08.2018 19:15","62386","63886"
"08.08.2018 19:15 - 08.08.2018 19:30","61945","63233"
"08.08.2018 19:30 - 08.08.2018 19:45","61555","62527"
"08.08.2018 19:45 - 08.08.2018 20:00","60925","61837"
"08.08.2018 20:00 - 08.08.2018 20:15","60223","60803"
"08.08.2018 20:15 - 08.08.2018 20:30","59511","60110"
"08.08.2018 20:30 - 08.08.2018 20:45","58805","59430"
"08.08.2018 20:45 - 08.08.2018 21:00","58526","58828"
"08.08.2018 21:00 - 08.08.2018 21:15","58116","58733"
"08.08.2018 21:15 - 08.08.2018 21:30","58200","58771"
"08.08.2018 21:30 - 08.08.2018 21:45","57811","58264"
"08.08.2018 21:45 - 08.08.2018 22:00","56978","57210"
"08.08.2018 22:00 - 08.08.2018 22:15","56467","56622"
"08.08.2018 22:15 - 08.08.2018 22:30","55263","55868"
"08.08.2018 22:30 - 08.08.2018 22:45","54070","54826"
"08.08.2018 22:45 - 08.08.2018 23:00","52848","53572"
"08.08.2018 23:00 - 08.08.2018 23:15","51720","52294"
"08.08.2018 23:15 - 08.08.2018 23:30","50870","51470"
"08.08.2018 23:30 - 08.08.2018 23:45","49919","50751"
"08.08.2018 23:45 - 09.08.2018 00:00","49119","50009"
"09.08.2018 00:00 - 09.08.2018 00:15","49186","49519"
"09.08.2018 00:15 - 09.08.2018 00:30","48413","48943"
"09.08.2018 00:30 - 09.08.2018 00:45","48031","48448"
"09.08.2018 00:45 - 09.08.2018 01:00","47460","48091"
"09.08.2018 01:00 - 09.08.2018 01:15","46929","47480"
"09.08.2018 01:15 - 09.08.2018 01:30","46597","47108"
"09.08.2018 01:30 - 09.08.2018 01:45","46245","46760"
"09.08.2018 01:45 - 09.08.2018 02:00","45962","46463"
"09.08.2018 02:00 - 09.08.2018 02:15","45595","46147"
"09.08.2018 02:15 - 09.08.2018 02:30","45516","45838"
"09.08.2018 02:30 - 09.08.2018 02:45","45679","45620"
"09.08.2018 02:45 - 09.08.2018 03:00","45745","45677"
"09.08.2018 03:00 - 09.08.2018 03:15","45774","45806"
"09.08.2018 03:15 - 09.08.2018 03:30","45780","45566"
"09.08.2018 03:30 - 09.08.2018 03:45","45644","45631"
"09.08.2018 03:45 - 09.08.2018 04:00","45678","45664"
"09.08.2018 04:00 - 09.08.2018 04:15","46144","45905"
"09.08.2018 04:15 - 09.08.2018 04:30","46511","46099"
"09.08.2018 04:30 - 09.08.2018 04:45","46891","46151"
"09.08.2018 04:45 - 09.08.2018 05:00","47268","46864"
"09.08.2018 05:00 - 09.08.2018 05:15","48429","48013"
"09.08.2018 05:15 - 09.08.2018 05:30","49192","48682"
"09.08.2018 05:30 - 09.08.2018 05:45","50132","49415"
"09.08.2018 05:45 - 09.08.2018 06:00","51210","50388"
"09.08.2018 06:00 - 09.08.2018 06:15","53745","52820"
"09.08.2018 06:15 - 09.08.2018 06:30","55713","54449"
"09.08.2018 06:30 - 09.08.2018 06:45","57002","55708"
"09.08.2018 06:45 - 09.08.2018 07:00","58088","56764"
"09.08.2018 07:00 - 09.08.2018 07:15","59806","58636"
"09.08.2018 07:15 - 09.08.2018 07:30","61035","59756"
"09.08.2018 07:30 - 09.08.2018 07:45","61236","60617"
"09.08.2018 07:45 - 09.08.2018 08:00","62104","61508"
"09.08.2018 08:00 - 09.08.2018 08:15","63113","62586"
"09.08.2018 08:15 - 09.08.2018 08:30","63590","63272"
"09.08.2018 08:30 - 09.08.2018 08:45","64003","63590"
"09.08.2018 08:45 - 09.08.2018 09:00","64229","64003"
"09.08.2018 09:00 - 09.08.2018 09:15","64262","64162"
"09.08.2018 09:15 - 09.08.2018 09:30","64689","64744"
"09.08.2018 09:30 - 09.08.2018 09:45","65250","65594"
"09.08.2018 09:45 - 09.08.2018 10:00","65619","66112"
"09.08.2018 10:00 - 09.08.2018 10:15","65887","66316"
"09.08.2018 10:15 - 09.08.2018 10:30","66135","66813"
"09.08.2018 10:30 - 09.08.2018 10:45","66636","67120"
"09.08.2018 10:45 - 09.08.2018 11:00","67055","67283"
"09.08.2018 11:00 - 09.08.2018 11:15","67258","67507"
"09.08.2018 11:15 - 09.08.2018 11:30","67667","67809"
"09.08.2018 11:30 - 09.08.2018 11:45","67884","68356"
"09.08.2018 11:45 - 09.08.2018 12:00","67410","68337"
"09.08.2018 12:00 - 09.08.2018 12:15","67072","67789"
"09.08.2018 12:15 - 09.08.2018 12:30","66984","67605"
"09.08.2018 12:30 - 09.08.2018 12:45","66900","68056"
"09.08.2018 12:45 - 09.08.2018 13:00","66986","68270"
"09.08.2018 13:00 - 09.08.2018 13:15","66609","67842"
"09.08.2018 13:15 - 09.08.2018 13:30","66687","67714"
"09.08.2018 13:30 - 09.08.2018 13:45","66328","67556"
"09.08.2018 13:45 - 09.08.2018 14:00","65887","67433"
"09.08.2018 14:00 - 09.08.2018 14:15","65681","67528"
"09.08.2018 14:15 - 09.08.2018 14:30","65419","67862"
"09.08.2018 14:30 - 09.08.2018 14:45","65417","67385"
"09.08.2018 14:45 - 09.08.2018 15:00","65695","67705"
"09.08.2018 15:00 - 09.08.2018 15:15","66074","68286"
"09.08.2018 15:15 - 09.08.2018 15:30","65371","67345"
"09.08.2018 15:30 - 09.08.2018 15:45","64951","66901"
"09.08.2018 15:45 - 09.08.2018 16:00","64527","66400"
"09.08.2018 16:00 - 09.08.2018 16:15","64283","66048"
"09.08.2018 16:15 - 09.08.2018 16:30","64077","65635"
"09.08.2018 16:30 - 09.08.2018 16:45","64049","65443"
"09.08.2018 16:45 - 09.08.2018 17:00","63432","65304"
"09.08.2018 17:00 - 09.08.2018 17:15","63380","65534"
"09.08.2018 17:15 - 09.08.2018 17:30","63216","65351"
"09.08.2018 17:30 - 09.08.2018 17:45","63160","65382"
"09.08.2018 17:45 - 09.08.2018 18:00","63034","65492"
"09.08.2018 18:00 - 09.08.2018 18:15","62569","64691"
"09.08.2018 18:15 - 09.08.2018 18:30","62446","64773"
"09.08.2018 18:30 - 09.08.2018 18:45","62560","64983"
"09.08.2018 18:45 - 09.08.2018 19:00","62600","65174"
"09.08.2018 19:00 - 09.08.2018 19:15","62221","65724"
"09.08.2018 19:15 - 09.08.2018 19:30","61637","64943"
"09.08.2018 19:30 - 09.08.2018 19:45","61270","64743"
"09.08.2018 19:45 - 09.08.2018 20:00","60580","64309"
"09.08.2018 20:00 - 09.08.2018 20:15","59970","63283"
"09.08.2018 20:15 - 09.08.2018 20:30","59324","62245"
"09.08.2018 20:30 - 09.08.2018 20:45","58625","61748"
"09.08.2018 20:45 - 09.08.2018 21:00","58309","61537"
"09.08.2018 21:00 - 09.08.2018 21:15","58061","61022"
"09.08.2018 21:15 - 09.08.2018 21:30","58031","60819"
"09.08.2018 21:30 - 09.08.2018 21:45","57736","59965"
"09.08.2018 21:45 - 09.08.2018 22:00","56931","58685"
"09.08.2018 22:00 - 09.08.2018 22:15","56482","58039"
"09.08.2018 22:15 - 09.08.2018 22:30","55169","57249"
"09.08.2018 22:30 - 09.08.2018 22:45","54178","56189"
"09.08.2018 22:45 - 09.08.2018 23:00","52971","55233"
"09.08.2018 23:00 - 09.08.2018 23:15","51877","54405"
"09.08.2018 23:15 - 09.08.2018 23:30","51016","53771"
"09.08.2018 23:30 - 09.08.2018 23:45","50022","52619"
"09.08.2018 23:45 - 10.08.2018 00:00","49194","52084"
"10.08.2018 00:00 - 10.08.2018 00:15","49010","50829"
"10.08.2018 00:15 - 10.08.2018 00:30","48110","50331"
"10.08.2018 00:30 - 10.08.2018 00:45","47719","50131"
"10.08.2018 00:45 - 10.08.2018 01:00","47209","49766"
"10.08.2018 01:00 - 10.08.2018 01:15","46805","48696"
"10.08.2018 01:15 - 10.08.2018 01:30","46308","48399"
"10.08.2018 01:30 - 10.08.2018 01:45","46094","48126"
"10.08.2018 01:45 - 10.08.2018 02:00","45695","48029"
"10.08.2018 02:00 - 10.08.2018 02:15","45319","47429"
"10.08.2018 02:15 - 10.08.2018 02:30","45199","47360"
"10.08.2018 02:30 - 10.08.2018 02:45","45316","47443"
"10.08.2018 02:45 - 10.08.2018 03:00","45301","47092"
"10.08.2018 03:00 - 10.08.2018 03:15","45390","47050"
"10.08.2018 03:15 - 10.08.2018 03:30","45317","47056"
"10.08.2018 03:30 - 10.08.2018 03:45","45455","47194"
"10.08.2018 03:45 - 10.08.2018 04:00","45521","47331"
"10.08.2018 04:00 - 10.08.2018 04:15","45903","47648"
"10.08.2018 04:15 - 10.08.2018 04:30","46049","47687"
"10.08.2018 04:30 - 10.08.2018 04:45","46441","48042"
"10.08.2018 04:45 - 10.08.2018 05:00","46927","48520"
"10.08.2018 05:00 - 10.08.2018 05:15","47928","49741"
"10.08.2018 05:15 - 10.08.2018 05:30","48595","50418"
"10.08.2018 05:30 - 10.08.2018 05:45","49381","51496"
"10.08.2018 05:45 - 10.08.2018 06:00","50309","52542"
"10.08.2018 06:00 - 10.08.2018 06:15","52464","55030"
"10.08.2018 06:15 - 10.08.2018 06:30","54529","56645"
"10.08.2018 06:30 - 10.08.2018 06:45","56108","58184"
"10.08.2018 06:45 - 10.08.2018 07:00","57270","59262"
"10.08.2018 07:00 - 10.08.2018 07:15","58811","60950"
"10.08.2018 07:15 - 10.08.2018 07:30","60083","62049"
"10.08.2018 07:30 - 10.08.2018 07:45","61799","63066"
"10.08.2018 07:45 - 10.08.2018 08:00","62940","63743"
"10.08.2018 08:00 - 10.08.2018 08:15","64232","64802"
"10.08.2018 08:15 - 10.08.2018 08:30","64701","65526"
"10.08.2018 08:30 - 10.08.2018 08:45","64998","65809"
"10.08.2018 08:45 - 10.08.2018 09:00","65373","66333"
"10.08.2018 09:00 - 10.08.2018 09:15","65349","66155"
"10.08.2018 09:15 - 10.08.2018 09:30","66247","66599"
"10.08.2018 09:30 - 10.08.2018 09:45","66561","66780"
"10.08.2018 09:45 - 10.08.2018 10:00","67083","67265"
"10.08.2018 10:00 - 10.08.2018 10:15","67220","67306"
"10.08.2018 10:15 - 10.08.2018 10:30","67153","67774"
"10.08.2018 10:30 - 10.08.2018 10:45","67296","67734"
"10.08.2018 10:45 - 10.08.2018 11:00","67572","67893"
"10.08.2018 11:00 - 10.08.2018 11:15","68008","68122"
"10.08.2018 11:15 - 10.08.2018 11:30","68192","68399"
"10.08.2018 11:30 - 10.08.2018 11:45","68343","68424"
"10.08.2018 11:45 - 10.08.2018 12:00","67902","68206"
"10.08.2018 12:00 - 10.08.2018 12:15","67655","68203"
"10.08.2018 12:15 - 10.08.2018 12:30","67629","67617"
"10.08.2018 12:30 - 10.08.2018 12:45","67375","67292"
"10.08.2018 12:45 - 10.08.2018 13:00","67416","67196"
"10.08.2018 13:00 - 10.08.2018 13:15","66712","66840"
"10.08.2018 13:15 - 10.08.2018 13:30","66938","66258"
"10.08.2018 13:30 - 10.08.2018 13:45","66431","65620"
"10.08.2018 13:45 - 10.08.2018 14:00","65993","64943"
"10.08.2018 14:00 - 10.08.2018 14:15","65576","64285"
"10.08.2018 14:15 - 10.08.2018 14:30","65224","63795"
"10.08.2018 14:30 - 10.08.2018 14:45","65048","63594"
"10.08.2018 14:45 - 10.08.2018 15:00","65177","63167"
"10.08.2018 15:00 - 10.08.2018 15:15","65392","62989"
"10.08.2018 15:15 - 10.08.2018 15:30","64490","62768"
"10.08.2018 15:30 - 10.08.2018 15:45","64667","62357"
"10.08.2018 15:45 - 10.08.2018 16:00","64193","62262"
"10.08.2018 16:00 - 10.08.2018 16:15","63675","61779"
"10.08.2018 16:15 - 10.08.2018 16:30","63933","61440"
"10.08.2018 16:30 - 10.08.2018 16:45","63781","61695"
"10.08.2018 16:45 - 10.08.2018 17:00","63071","61495"
"10.08.2018 17:00 - 10.08.2018 17:15","62826","61517"
"10.08.2018 17:15 - 10.08.2018 17:30","62742","61175"
"10.08.2018 17:30 - 10.08.2018 17:45","62293","61080"
"10.08.2018 17:45 - 10.08.2018 18:00","62371","60847"
"10.08.2018 18:00 - 10.08.2018 18:15","61831","60416"
"10.08.2018 18:15 - 10.08.2018 18:30","61707","60030"
"10.08.2018 18:30 - 10.08.2018 18:45","61570","59722"
"10.08.2018 18:45 - 10.08.2018 19:00","60865","59431"
"10.08.2018 19:00 - 10.08.2018 19:15","60615","59348"
"10.08.2018 19:15 - 10.08.2018 19:30","60391","58760"
"10.08.2018 19:30 - 10.08.2018 19:45","60190","58463"
"10.08.2018 19:45 - 10.08.2018 20:00","59260","57909"
"10.08.2018 20:00 - 10.08.2018 20:15","58606","57096"
"10.08.2018 20:15 - 10.08.2018 20:30","57673","56148"
"10.08.2018 20:30 - 10.08.2018 20:45","57278","55548"
"10.08.2018 20:45 - 10.08.2018 21:00","56846","55219"
"10.08.2018 21:00 - 10.08.2018 21:15","56087","55225"
"10.08.2018 21:15 - 10.08.2018 21:30","56086","55076"
"10.08.2018 21:30 - 10.08.2018 21:45","56084","54467"
"10.08.2018 21:45 - 10.08.2018 22:00","55256","53636"
"10.08.2018 22:00 - 10.08.2018 22:15","55082","52800"
"10.08.2018 22:15 - 10.08.2018 22:30","53285","51617"
"10.08.2018 22:30 - 10.08.2018 22:45","52842","50357"
"10.08.2018 22:45 - 10.08.2018 23:00","51512","49646"
"10.08.2018 23:00 - 10.08.2018 23:15","50822","48890"
"10.08.2018 23:15 - 10.08.2018 23:30","49736","48421"
"10.08.2018 23:30 - 10.08.2018 23:45","48630","47782"
"10.08.2018 23:45 - 11.08.2018 00:00","47802","47406"
"11.08.2018 00:00 - 11.08.2018 00:15","48764","46493"
"11.08.2018 00:15 - 11.08.2018 00:30","47551","45730"
"11.08.2018 00:30 - 11.08.2018 00:45","47169","45205"
"11.08.2018 00:45 - 11.08.2018 01:00","46579","44803"
"11.08.2018 01:00 - 11.08.2018 01:15","46224","43898"
"11.08.2018 01:15 - 11.08.2018 01:30","45333","43642"
"11.08.2018 01:30 - 11.08.2018 01:45","45428","43516"
"11.08.2018 01:45 - 11.08.2018 02:00","44762","43283"
"11.08.2018 02:00 - 11.08.2018 02:15","44423","42526"
"11.08.2018 02:15 - 11.08.2018 02:30","44026","42382"
"11.08.2018 02:30 - 11.08.2018 02:45","44107","42318"
"11.08.2018 02:45 - 11.08.2018 03:00","43980","42422"
"11.08.2018 03:00 - 11.08.2018 03:15","43770","42271"
"11.08.2018 03:15 - 11.08.2018 03:30","43688","42282"
"11.08.2018 03:30 - 11.08.2018 03:45","43616","42454"
"11.08.2018 03:45 - 11.08.2018 04:00","43517","42434"
"11.08.2018 04:00 - 11.08.2018 04:15","43754","42435"
"11.08.2018 04:15 - 11.08.2018 04:30","43423","42489"
"11.08.2018 04:30 - 11.08.2018 04:45","43693","42820"
"11.08.2018 04:45 - 11.08.2018 05:00","43622","42869"
"11.08.2018 05:00 - 11.08.2018 05:15","43828","43164"
"11.08.2018 05:15 - 11.08.2018 05:30","43793","43201"
"11.08.2018 05:30 - 11.08.2018 05:45","43770","43242"
"11.08.2018 05:45 - 11.08.2018 06:00","43626","43207"
"11.08.2018 06:00 - 11.08.2018 06:15","43562","43609"
"11.08.2018 06:15 - 11.08.2018 06:30","44296","44275"
"11.08.2018 06:30 - 11.08.2018 06:45","44660","44865"
"11.08.2018 06:45 - 11.08.2018 07:00","45227","45335"
"11.08.2018 07:00 - 11.08.2018 07:15","45988","46222"
"11.08.2018 07:15 - 11.08.2018 07:30","46929","47108"
"11.08.2018 07:30 - 11.08.2018 07:45","48136","47980"
"11.08.2018 07:45 - 11.08.2018 08:00","49261","48795"
"11.08.2018 08:00 - 11.08.2018 08:15","50823","50110"
"11.08.2018 08:15 - 11.08.2018 08:30","51344","50868"
"11.08.2018 08:30 - 11.08.2018 08:45","52135","51622"
"11.08.2018 08:45 - 11.08.2018 09:00","53024","52422"
"11.08.2018 09:00 - 11.08.2018 09:15","53793","53023"
"11.08.2018 09:15 - 11.08.2018 09:30","55191","53530"
"11.08.2018 09:30 - 11.08.2018 09:45","55309","54412"
"11.08.2018 09:45 - 11.08.2018 10:00","56255","55178"
"11.08.2018 10:00 - 11.08.2018 10:15","56300","55307"
"11.08.2018 10:15 - 11.08.2018 10:30","56592","55636"
"11.08.2018 10:30 - 11.08.2018 10:45","56853","56213"
"11.08.2018 10:45 - 11.08.2018 11:00","57131","56601"
"11.08.2018 11:00 - 11.08.2018 11:15","57604","57117"
"11.08.2018 11:15 - 11.08.2018 11:30","57940","57179"
"11.08.2018 11:30 - 11.08.2018 11:45","58248","57587"
"11.08.2018 11:45 - 11.08.2018 12:00","57704","57504"
"11.08.2018 12:00 - 11.08.2018 12:15","57540","57276"
"11.08.2018 12:15 - 11.08.2018 12:30","57353","57473"
"11.08.2018 12:30 - 11.08.2018 12:45","56815","57001"
"11.08.2018 12:45 - 11.08.2018 13:00","56632","56397"
"11.08.2018 13:00 - 11.08.2018 13:15","55809","56010"
"11.08.2018 13:15 - 11.08.2018 13:30","55878","55445"
"11.08.2018 13:30 - 11.08.2018 13:45","55178","54932"
"11.08.2018 13:45 - 11.08.2018 14:00","54914","54315"
"11.08.2018 14:00 - 11.08.2018 14:15","54492","53441"
"11.08.2018 14:15 - 11.08.2018 14:30","53667","53477"
"11.08.2018 14:30 - 11.08.2018 14:45","53388","52840"
"11.08.2018 14:45 - 11.08.2018 15:00","53651","52463"
"11.08.2018 15:00 - 11.08.2018 15:15","53978","52477"
"11.08.2018 15:15 - 11.08.2018 15:30","53160","52051"
"11.08.2018 15:30 - 11.08.2018 15:45","53129","52078"
"11.08.2018 15:45 - 11.08.2018 16:00","52843","51925"
"11.08.2018 16:00 - 11.08.2018 16:15","53269","52180"
"11.08.2018 16:15 - 11.08.2018 16:30","53605","52347"
"11.08.2018 16:30 - 11.08.2018 16:45","53908","52149"
"11.08.2018 16:45 - 11.08.2018 17:00","53085","52002"
"11.08.2018 17:00 - 11.08.2018 17:15","53617","52370"
"11.08.2018 17:15 - 11.08.2018 17:30","53744","52184"
"11.08.2018 17:30 - 11.08.2018 17:45","53772","52114"
"11.08.2018 17:45 - 11.08.2018 18:00","53991","52184"
"11.08.2018 18:00 - 11.08.2018 18:15","54326","52319"
"11.08.2018 18:15 - 11.08.2018 18:30","54370","52030"
"11.08.2018 18:30 - 11.08.2018 18:45","54426","51960"
"11.08.2018 18:45 - 11.08.2018 19:00","53869","51850"
"11.08.2018 19:00 - 11.08.2018 19:15","53940","52069"
"11.08.2018 19:15 - 11.08.2018 19:30","53905","51830"
"11.08.2018 19:30 - 11.08.2018 19:45","53654","51223"
"11.08.2018 19:45 - 11.08.2018 20:00","52388","50712"
"11.08.2018 20:00 - 11.08.2018 20:15","52514","50224"
"11.08.2018 20:15 - 11.08.2018 20:30","51640","49416"
"11.08.2018 20:30 - 11.08.2018 20:45","50943","48929"
"11.08.2018 20:45 - 11.08.2018 21:00","50750","48501"
"11.08.2018 21:00 - 11.08.2018 21:15","49904","48921"
"11.08.2018 21:15 - 11.08.2018 21:30","49960","48970"
"11.08.2018 21:30 - 11.08.2018 21:45","50460","48469"
"11.08.2018 21:45 - 11.08.2018 22:00","50306","48064"
"11.08.2018 22:00 - 11.08.2018 22:15","50640","47581"
"11.08.2018 22:15 - 11.08.2018 22:30","48846","46663"
"11.08.2018 22:30 - 11.08.2018 22:45","48843","45917"
"11.08.2018 22:45 - 11.08.2018 23:00","47519","45418"
"11.08.2018 23:00 - 11.08.2018 23:15","47282","44477"
"11.08.2018 23:15 - 11.08.2018 23:30","46408","43995"
"11.08.2018 23:30 - 11.08.2018 23:45","45181","43432"
"11.08.2018 23:45 - 12.08.2018 00:00","44688","42921"
"12.08.2018 00:00 - 12.08.2018 00:15","43108","41942"
"12.08.2018 00:15 - 12.08.2018 00:30","42330","41311"
"12.08.2018 00:30 - 12.08.2018 00:45","41789","40954"
"12.08.2018 00:45 - 12.08.2018 01:00","41334","40382"
"12.08.2018 01:00 - 12.08.2018 01:15","40890","40100"
"12.08.2018 01:15 - 12.08.2018 01:30","40399","39601"
"12.08.2018 01:30 - 12.08.2018 01:45","40008","39058"
"12.08.2018 01:45 - 12.08.2018 02:00","39646","38752"
"12.08.2018 02:00 - 12.08.2018 02:15","39371","38283"
"12.08.2018 02:15 - 12.08.2018 02:30","39166","38151"
"12.08.2018 02:30 - 12.08.2018 02:45","39069","37944"
"12.08.2018 02:45 - 12.08.2018 03:00","38978","37912"
"12.08.2018 03:00 - 12.08.2018 03:15","38848","37583"
"12.08.2018 03:15 - 12.08.2018 03:30","38771","37427"
"12.08.2018 03:30 - 12.08.2018 03:45","38772","37238"
"12.08.2018 03:45 - 12.08.2018 04:00","38697","37092"
"12.08.2018 04:00 - 12.08.2018 04:15","38749","37267"
"12.08.2018 04:15 - 12.08.2018 04:30","38829","37222"
"12.08.2018 04:30 - 12.08.2018 04:45","38824","37192"
"12.08.2018 04:45 - 12.08.2018 05:00","38762","37260"
"12.08.2018 05:00 - 12.08.2018 05:15","39014","37543"
"12.08.2018 05:15 - 12.08.2018 05:30","38961","37484"
"12.08.2018 05:30 - 12.08.2018 05:45","38956","37351"
"12.08.2018 05:45 - 12.08.2018 06:00","38843","37214"
"12.08.2018 06:00 - 12.08.2018 06:15","38810","37195"
"12.08.2018 06:15 - 12.08.2018 06:30","39214","37148"
"12.08.2018 06:30 - 12.08.2018 06:45","39353","37676"
"12.08.2018 06:45 - 12.08.2018 07:00","39599","37867"
"12.08.2018 07:00 - 12.08.2018 07:15","39952","38471"
"12.08.2018 07:15 - 12.08.2018 07:30","40643","39011"
"12.08.2018 07:30 - 12.08.2018 07:45","41769","39527"
"12.08.2018 07:45 - 12.08.2018 08:00","42871","40383"
"12.08.2018 08:00 - 12.08.2018 08:15","44071","41355"
"12.08.2018 08:15 - 12.08.2018 08:30","44715","42161"
"12.08.2018 08:30 - 12.08.2018 08:45","45596","42953"
"12.08.2018 08:45 - 12.08.2018 09:00","46383","43998"
"12.08.2018 09:00 - 12.08.2018 09:15","47273","44798"
"12.08.2018 09:15 - 12.08.2018 09:30","48233","45538"
"12.08.2018 09:30 - 12.08.2018 09:45","48986","46109"
"12.08.2018 09:45 - 12.08.2018 10:00","49435","46660"
"12.08.2018 10:00 - 12.08.2018 10:15","49965","47187"
"12.08.2018 10:15 - 12.08.2018 10:30","50403","47572"
"12.08.2018 10:30 - 12.08.2018 10:45","50811","47948"
"12.08.2018 10:45 - 12.08.2018 11:00","51377","48483"
"12.08.2018 11:00 - 12.08.2018 11:15","51997","49002"
"12.08.2018 11:15 - 12.08.2018 11:30","52605","49416"
"12.08.2018 11:30 - 12.08.2018 11:45","53163","49780"
"12.08.2018 11:45 - 12.08.2018 12:00","52754","49719"
"12.08.2018 12:00 - 12.08.2018 12:15","52688","49583"
