"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"03.08.2018 19:45 - 03.08.2018 20:00","58470","59760"
"03.08.2018 20:00 - 03.08.2018 20:15","57738","58889"
"03.08.2018 20:15 - 03.08.2018 20:30","57007","57977"
"03.08.2018 20:30 - 03.08.2018 20:45","56181","57417"
"03.08.2018 20:45 - 03.08.2018 21:00","55725","56763"
"03.08.2018 21:00 - 03.08.2018 21:15","54907","56350"
"03.08.2018 21:15 - 03.08.2018 21:30","54905","56584"
"03.08.2018 21:30 - 03.08.2018 21:45","54856","56437"
"03.08.2018 21:45 - 03.08.2018 22:00","54449","55992"
"03.08.2018 22:00 - 03.08.2018 22:15","54178","55291"
"03.08.2018 22:15 - 03.08.2018 22:30","53079","54538"
"03.08.2018 22:30 - 03.08.2018 22:45","52070","53683"
"03.08.2018 22:45 - 03.08.2018 23:00","50981","52851"
"03.08.2018 23:00 - 03.08.2018 23:15","49943","51631"
"03.08.2018 23:15 - 03.08.2018 23:30","49218","50803"
"03.08.2018 23:30 - 03.08.2018 23:45","48404","50141"
"03.08.2018 23:45 - 04.08.2018 00:00","47484","49442"
"04.08.2018 00:00 - 04.08.2018 00:15","48131","48266"
"04.08.2018 00:15 - 04.08.2018 00:30","47134","47663"
"04.08.2018 00:30 - 04.08.2018 00:45","46541","47119"
"04.08.2018 00:45 - 04.08.2018 01:00","45829","46470"
"04.08.2018 01:00 - 04.08.2018 01:15","45296","45978"
"04.08.2018 01:15 - 04.08.2018 01:30","44872","45301"
"04.08.2018 01:30 - 04.08.2018 01:45","44346","44907"
"04.08.2018 01:45 - 04.08.2018 02:00","44050","44627"
"04.08.2018 02:00 - 04.08.2018 02:15","43674","44095"
"04.08.2018 02:15 - 04.08.2018 02:30","43318","43735"
"04.08.2018 02:30 - 04.08.2018 02:45","43252","43566"
"04.08.2018 02:45 - 04.08.2018 03:00","43138","43320"
"04.08.2018 03:00 - 04.08.2018 03:15","42963","43434"
"04.08.2018 03:15 - 04.08.2018 03:30","42843","43023"
"04.08.2018 03:30 - 04.08.2018 03:45","42658","42693"
"04.08.2018 03:45 - 04.08.2018 04:00","42518","42634"
"04.08.2018 04:00 - 04.08.2018 04:15","42486","42927"
"04.08.2018 04:15 - 04.08.2018 04:30","42575","42744"
"04.08.2018 04:30 - 04.08.2018 04:45","42572","42937"
"04.08.2018 04:45 - 04.08.2018 05:00","42532","42757"
"04.08.2018 05:00 - 04.08.2018 05:15","42892","43181"
"04.08.2018 05:15 - 04.08.2018 05:30","42781","43311"
"04.08.2018 05:30 - 04.08.2018 05:45","42714","43259"
"04.08.2018 05:45 - 04.08.2018 06:00","42767","43072"
"04.08.2018 06:00 - 04.08.2018 06:15","43012","44005"
"04.08.2018 06:15 - 04.08.2018 06:30","43539","44431"
"04.08.2018 06:30 - 04.08.2018 06:45","43976","44969"
"04.08.2018 06:45 - 04.08.2018 07:00","44519","45552"
"04.08.2018 07:00 - 04.08.2018 07:15","45585","46786"
"04.08.2018 07:15 - 04.08.2018 07:30","46533","47597"
"04.08.2018 07:30 - 04.08.2018 07:45","48035","48570"
"04.08.2018 07:45 - 04.08.2018 08:00","49075","49329"
"04.08.2018 08:00 - 04.08.2018 08:15","50079","50436"
"04.08.2018 08:15 - 04.08.2018 08:30","51122","51285"
"04.08.2018 08:30 - 04.08.2018 08:45","52034","52081"
"04.08.2018 08:45 - 04.08.2018 09:00","52769","52965"
"04.08.2018 09:00 - 04.08.2018 09:15","53592","53781"
"04.08.2018 09:15 - 04.08.2018 09:30","54307","54398"
"04.08.2018 09:30 - 04.08.2018 09:45","55035","55191"
"04.08.2018 09:45 - 04.08.2018 10:00","55505","55833"
"04.08.2018 10:00 - 04.08.2018 10:15","55998","56233"
"04.08.2018 10:15 - 04.08.2018 10:30","56270","56468"
"04.08.2018 10:30 - 04.08.2018 10:45","56446","56900"
"04.08.2018 10:45 - 04.08.2018 11:00","56634","57174"
"04.08.2018 11:00 - 04.08.2018 11:15","57234","57485"
"04.08.2018 11:15 - 04.08.2018 11:30","57517","57902"
"04.08.2018 11:30 - 04.08.2018 11:45","57658","58086"
"04.08.2018 11:45 - 04.08.2018 12:00","57257","57943"
"04.08.2018 12:00 - 04.08.2018 12:15","57216","57597"
"04.08.2018 12:15 - 04.08.2018 12:30","56994","57513"
"04.08.2018 12:30 - 04.08.2018 12:45","56551","57308"
"04.08.2018 12:45 - 04.08.2018 13:00","56118","57322"
"04.08.2018 13:00 - 04.08.2018 13:15","55146","56694"
"04.08.2018 13:15 - 04.08.2018 13:30","55147","56417"
"04.08.2018 13:30 - 04.08.2018 13:45","54567","56003"
"04.08.2018 13:45 - 04.08.2018 14:00","53995","55490"
"04.08.2018 14:00 - 04.08.2018 14:15","53532","55104"
"04.08.2018 14:15 - 04.08.2018 14:30","52970","54861"
"04.08.2018 14:30 - 04.08.2018 14:45","52896","54663"
"04.08.2018 14:45 - 04.08.2018 15:00","53260","54460"
"04.08.2018 15:00 - 04.08.2018 15:15","53242","54159"
"04.08.2018 15:15 - 04.08.2018 15:30","52469","54064"
"04.08.2018 15:30 - 04.08.2018 15:45","52633","53862"
"04.08.2018 15:45 - 04.08.2018 16:00","52674","53629"
"04.08.2018 16:00 - 04.08.2018 16:15","52845","53390"
"04.08.2018 16:15 - 04.08.2018 16:30","53067","53330"
"04.08.2018 16:30 - 04.08.2018 16:45","53334","53366"
"04.08.2018 16:45 - 04.08.2018 17:00","52517","53522"
"04.08.2018 17:00 - 04.08.2018 17:15","52869","53625"
"04.08.2018 17:15 - 04.08.2018 17:30","52949","53588"
"04.08.2018 17:30 - 04.08.2018 17:45","53437","53669"
"04.08.2018 17:45 - 04.08.2018 18:00","53070","53759"
"04.08.2018 18:00 - 04.08.2018 18:15","53241","54046"
"04.08.2018 18:15 - 04.08.2018 18:30","53092","53672"
"04.08.2018 18:30 - 04.08.2018 18:45","53290","53693"
"04.08.2018 18:45 - 04.08.2018 19:00","53170","53441"
"04.08.2018 19:00 - 04.08.2018 19:15","52966","53126"
"04.08.2018 19:15 - 04.08.2018 19:30","52508","52794"
"04.08.2018 19:30 - 04.08.2018 19:45","51921","52571"
"04.08.2018 19:45 - 04.08.2018 20:00","50971","52208"
"04.08.2018 20:00 - 04.08.2018 20:15","50629","51705"
"04.08.2018 20:15 - 04.08.2018 20:30","49977","50766"
"04.08.2018 20:30 - 04.08.2018 20:45","48971","50404"
"04.08.2018 20:45 - 04.08.2018 21:00","48768","49942"
"04.08.2018 21:00 - 04.08.2018 21:15","47861","49922"
"04.08.2018 21:15 - 04.08.2018 21:30","47870","49888"
"04.08.2018 21:30 - 04.08.2018 21:45","48414","49786"
"04.08.2018 21:45 - 04.08.2018 22:00","48465","49612"
"04.08.2018 22:00 - 04.08.2018 22:15","48854","49303"
"04.08.2018 22:15 - 04.08.2018 22:30","47867","48821"
"04.08.2018 22:30 - 04.08.2018 22:45","47197","47983"
"04.08.2018 22:45 - 04.08.2018 23:00","46197","47401"
"04.08.2018 23:00 - 04.08.2018 23:15","45331","46720"
"04.08.2018 23:15 - 04.08.2018 23:30","44738","46124"
"04.08.2018 23:30 - 04.08.2018 23:45","44056","45400"
"04.08.2018 23:45 - 05.08.2018 00:00","43329","45188"
"05.08.2018 00:00 - 05.08.2018 00:15","42363","44129"
"05.08.2018 00:15 - 05.08.2018 00:30","41535","43647"
"05.08.2018 00:30 - 05.08.2018 00:45","41147","43052"
"05.08.2018 00:45 - 05.08.2018 01:00","40623","42851"
"05.08.2018 01:00 - 05.08.2018 01:15","40111","42194"
"05.08.2018 01:15 - 05.08.2018 01:30","39618","41650"
"05.08.2018 01:30 - 05.08.2018 01:45","39194","41202"
"05.08.2018 01:45 - 05.08.2018 02:00","38754","40986"
"05.08.2018 02:00 - 05.08.2018 02:15","38471","40623"
"05.08.2018 02:15 - 05.08.2018 02:30","38273","40268"
"05.08.2018 02:30 - 05.08.2018 02:45","38183","40016"
"05.08.2018 02:45 - 05.08.2018 03:00","38054","39886"
"05.08.2018 03:00 - 05.08.2018 03:15","37954","39662"
"05.08.2018 03:15 - 05.08.2018 03:30","37783","39433"
"05.08.2018 03:30 - 05.08.2018 03:45","37714","39355"
"05.08.2018 03:45 - 05.08.2018 04:00","37643","39207"
"05.08.2018 04:00 - 05.08.2018 04:15","37659","39170"
"05.08.2018 04:15 - 05.08.2018 04:30","37695","39248"
"05.08.2018 04:30 - 05.08.2018 04:45","37687","39256"
"05.08.2018 04:45 - 05.08.2018 05:00","37746","39369"
"05.08.2018 05:00 - 05.08.2018 05:15","37922","39356"
"05.08.2018 05:15 - 05.08.2018 05:30","37772","39359"
"05.08.2018 05:30 - 05.08.2018 05:45","37628","39440"
"05.08.2018 05:45 - 05.08.2018 06:00","37463","39196"
"05.08.2018 06:00 - 05.08.2018 06:15","37320","39331"
"05.08.2018 06:15 - 05.08.2018 06:30","37676","39314"
"05.08.2018 06:30 - 05.08.2018 06:45","37894","39422"
"05.08.2018 06:45 - 05.08.2018 07:00","38261","39892"
"05.08.2018 07:00 - 05.08.2018 07:15","38687","40667"
"05.08.2018 07:15 - 05.08.2018 07:30","39358","41345"
"05.08.2018 07:30 - 05.08.2018 07:45","40780","42301"
"05.08.2018 07:45 - 05.08.2018 08:00","41941","43169"
"05.08.2018 08:00 - 05.08.2018 08:15","43133","43745"
"05.08.2018 08:15 - 05.08.2018 08:30","43787","44432"
"05.08.2018 08:30 - 05.08.2018 08:45","44793","45136"
"05.08.2018 08:45 - 05.08.2018 09:00","45668","45721"
"05.08.2018 09:00 - 05.08.2018 09:15","46453","46108"
"05.08.2018 09:15 - 05.08.2018 09:30","47323","46857"
"05.08.2018 09:30 - 05.08.2018 09:45","48096","47661"
"05.08.2018 09:45 - 05.08.2018 10:00","48687","48254"
"05.08.2018 10:00 - 05.08.2018 10:15","49271","48671"
"05.08.2018 10:15 - 05.08.2018 10:30","49632","49003"
"05.08.2018 10:30 - 05.08.2018 10:45","49989","49331"
"05.08.2018 10:45 - 05.08.2018 11:00","50601","49932"
"05.08.2018 11:00 - 05.08.2018 11:15","51223","50261"
"05.08.2018 11:15 - 05.08.2018 11:30","51787","50721"
"05.08.2018 11:30 - 05.08.2018 11:45","52246","51069"
"05.08.2018 11:45 - 05.08.2018 12:00","51892","51385"
"05.08.2018 12:00 - 05.08.2018 12:15","51818","51354"
"05.08.2018 12:15 - 05.08.2018 12:30","51725","51147"
"05.08.2018 12:30 - 05.08.2018 12:45","51136","51074"
"05.08.2018 12:45 - 05.08.2018 13:00","50884","50746"
"05.08.2018 13:00 - 05.08.2018 13:15","50007","50234"
"05.08.2018 13:15 - 05.08.2018 13:30","49903","50072"
"05.08.2018 13:30 - 05.08.2018 13:45","49617","49931"
"05.08.2018 13:45 - 05.08.2018 14:00","49320","49627"
"05.08.2018 14:00 - 05.08.2018 14:15","48900","49126"
"05.08.2018 14:15 - 05.08.2018 14:30","48507","49176"
"05.08.2018 14:30 - 05.08.2018 14:45","48467","48905"
"05.08.2018 14:45 - 05.08.2018 15:00","48704","48654"
"05.08.2018 15:00 - 05.08.2018 15:15","48831","48568"
"05.08.2018 15:15 - 05.08.2018 15:30","48312","48314"
"05.08.2018 15:30 - 05.08.2018 15:45","48154","48202"
"05.08.2018 15:45 - 05.08.2018 16:00","47891","47926"
"05.08.2018 16:00 - 05.08.2018 16:15","48356","48101"
"05.08.2018 16:15 - 05.08.2018 16:30","48426","48288"
"05.08.2018 16:30 - 05.08.2018 16:45","48341","48255"
"05.08.2018 16:45 - 05.08.2018 17:00","48418","48375"
"05.08.2018 17:00 - 05.08.2018 17:15","48890","48983"
"05.08.2018 17:15 - 05.08.2018 17:30","48971","49229"
"05.08.2018 17:30 - 05.08.2018 17:45","49387","49357"
"05.08.2018 17:45 - 05.08.2018 18:00","49513","49460"
"05.08.2018 18:00 - 05.08.2018 18:15","49822","50083"
"05.08.2018 18:15 - 05.08.2018 18:30","49919","49899"
"05.08.2018 18:30 - 05.08.2018 18:45","50124","49592"
"05.08.2018 18:45 - 05.08.2018 19:00","49982","49496"
"05.08.2018 19:00 - 05.08.2018 19:15","49960","49666"
"05.08.2018 19:15 - 05.08.2018 19:30","49640","49546"
"05.08.2018 19:30 - 05.08.2018 19:45","49370","49513"
"05.08.2018 19:45 - 05.08.2018 20:00","48746","49438"
"05.08.2018 20:00 - 05.08.2018 20:15","49009","49547"
"05.08.2018 20:15 - 05.08.2018 20:30","48683","49504"
"05.08.2018 20:30 - 05.08.2018 20:45","47919","49234"
"05.08.2018 20:45 - 05.08.2018 21:00","47937","48899"
"05.08.2018 21:00 - 05.08.2018 21:15","47513","49109"
"05.08.2018 21:15 - 05.08.2018 21:30","47916","49620"
"05.08.2018 21:30 - 05.08.2018 21:45","48589","49992"
"05.08.2018 21:45 - 05.08.2018 22:00","48668","49987"
"05.08.2018 22:00 - 05.08.2018 22:15","48988","49876"
"05.08.2018 22:15 - 05.08.2018 22:30","48041","49185"
"05.08.2018 22:30 - 05.08.2018 22:45","47468","48205"
"05.08.2018 22:45 - 05.08.2018 23:00","46458","47800"
"05.08.2018 23:00 - 05.08.2018 23:15","45533","46695"
"05.08.2018 23:15 - 05.08.2018 23:30","44849","45951"
"05.08.2018 23:30 - 05.08.2018 23:45","44109","45482"
"05.08.2018 23:45 - 06.08.2018 00:00","43408","44751"
"06.08.2018 00:00 - 06.08.2018 00:15","42687","44145"
"06.08.2018 00:15 - 06.08.2018 00:30","42037","43681"
"06.08.2018 00:30 - 06.08.2018 00:45","41668","43251"
"06.08.2018 00:45 - 06.08.2018 01:00","41243","42785"
"06.08.2018 01:00 - 06.08.2018 01:15","41074","42213"
"06.08.2018 01:15 - 06.08.2018 01:30","40735","41882"
"06.08.2018 01:30 - 06.08.2018 01:45","40458","41573"
"06.08.2018 01:45 - 06.08.2018 02:00","40199","41401"
"06.08.2018 02:00 - 06.08.2018 02:15","39902","41140"
"06.08.2018 02:15 - 06.08.2018 02:30","39696","40915"
"06.08.2018 02:30 - 06.08.2018 02:45","39741","40983"
"06.08.2018 02:45 - 06.08.2018 03:00","39669","40943"
"06.08.2018 03:00 - 06.08.2018 03:15","39768","41055"
"06.08.2018 03:15 - 06.08.2018 03:30","39818","41153"
"06.08.2018 03:30 - 06.08.2018 03:45","39899","41112"
"06.08.2018 03:45 - 06.08.2018 04:00","40080","41337"
"06.08.2018 04:00 - 06.08.2018 04:15","40561","41927"
"06.08.2018 04:15 - 06.08.2018 04:30","40907","42369"
"06.08.2018 04:30 - 06.08.2018 04:45","41441","42769"
"06.08.2018 04:45 - 06.08.2018 05:00","42029","43405"
"06.08.2018 05:00 - 06.08.2018 05:15","43410","44689"
"06.08.2018 05:15 - 06.08.2018 05:30","44173","45590"
"06.08.2018 05:30 - 06.08.2018 05:45","45393","46481"
"06.08.2018 05:45 - 06.08.2018 06:00","46845","47810"
"06.08.2018 06:00 - 06.08.2018 06:15","49926","50564"
"06.08.2018 06:15 - 06.08.2018 06:30","52270","52306"
"06.08.2018 06:30 - 06.08.2018 06:45","53856","53757"
"06.08.2018 06:45 - 06.08.2018 07:00","55433","55147"
"06.08.2018 07:00 - 06.08.2018 07:15","57253","56886"
"06.08.2018 07:15 - 06.08.2018 07:30","58487","58141"
"06.08.2018 07:30 - 06.08.2018 07:45","59699","59332"
"06.08.2018 07:45 - 06.08.2018 08:00","60681","60572"
"06.08.2018 08:00 - 06.08.2018 08:15","61742","61755"
"06.08.2018 08:15 - 06.08.2018 08:30","62426","62471"
"06.08.2018 08:30 - 06.08.2018 08:45","62895","63184"
"06.08.2018 08:45 - 06.08.2018 09:00","63097","63771"
"06.08.2018 09:00 - 06.08.2018 09:15","63081","63840"
"06.08.2018 09:15 - 06.08.2018 09:30","63632","64246"
"06.08.2018 09:30 - 06.08.2018 09:45","64226","64840"
"06.08.2018 09:45 - 06.08.2018 10:00","64317","65420"
"06.08.2018 10:00 - 06.08.2018 10:15","64827","65764"
"06.08.2018 10:15 - 06.08.2018 10:30","65081","66135"
"06.08.2018 10:30 - 06.08.2018 10:45","65386","66353"
"06.08.2018 10:45 - 06.08.2018 11:00","65787","66754"
"06.08.2018 11:00 - 06.08.2018 11:15","66012","66871"
"06.08.2018 11:15 - 06.08.2018 11:30","66391","67300"
"06.08.2018 11:30 - 06.08.2018 11:45","66654","67655"
"06.08.2018 11:45 - 06.08.2018 12:00","66808","67899"
"06.08.2018 12:00 - 06.08.2018 12:15","65770","67420"
"06.08.2018 12:15 - 06.08.2018 12:30","65007","67187"
"06.08.2018 12:30 - 06.08.2018 12:45","65505","67094"
"06.08.2018 12:45 - 06.08.2018 13:00","64676","66986"
"06.08.2018 13:00 - 06.08.2018 13:15","65607","67053"
"06.08.2018 13:15 - 06.08.2018 13:30","65185","66797"
"06.08.2018 13:30 - 06.08.2018 13:45","64701","66324"
"06.08.2018 13:45 - 06.08.2018 14:00","64987","65819"
"06.08.2018 14:00 - 06.08.2018 14:15","64560","65645"
"06.08.2018 14:15 - 06.08.2018 14:30","64266","65637"
"06.08.2018 14:30 - 06.08.2018 14:45","63497","65110"
"06.08.2018 14:45 - 06.08.2018 15:00","63566","65136"
"06.08.2018 15:00 - 06.08.2018 15:15","63202","65116"
"06.08.2018 15:15 - 06.08.2018 15:30","63232","64875"
"06.08.2018 15:30 - 06.08.2018 15:45","62846","64528"
"06.08.2018 15:45 - 06.08.2018 16:00","62662","64205"
"06.08.2018 16:00 - 06.08.2018 16:15","62009","64134"
"06.08.2018 16:15 - 06.08.2018 16:30","61516","63611"
"06.08.2018 16:30 - 06.08.2018 16:45","60904","63423"
"06.08.2018 16:45 - 06.08.2018 17:00","61899","63298"
"06.08.2018 17:00 - 06.08.2018 17:15","61885","63300"
"06.08.2018 17:15 - 06.08.2018 17:30","61761","63294"
"06.08.2018 17:30 - 06.08.2018 17:45","61226","63342"
"06.08.2018 17:45 - 06.08.2018 18:00","61694","63313"
"06.08.2018 18:00 - 06.08.2018 18:15","61386","62824"
"06.08.2018 18:15 - 06.08.2018 18:30","60531","62636"
"06.08.2018 18:30 - 06.08.2018 18:45","61091","62969"
"06.08.2018 18:45 - 06.08.2018 19:00","61189","62976"
"06.08.2018 19:00 - 06.08.2018 19:15","60406","62757"
"06.08.2018 19:15 - 06.08.2018 19:30","59949","62311"
"06.08.2018 19:30 - 06.08.2018 19:45","59611","62044"
"06.08.2018 19:45 - 06.08.2018 20:00","59527","61780"
"06.08.2018 20:00 - 06.08.2018 20:15","58846","61018"
"06.08.2018 20:15 - 06.08.2018 20:30","57827","60172"
"06.08.2018 20:30 - 06.08.2018 20:45","57462","59510"
"06.08.2018 20:45 - 06.08.2018 21:00","56454","59095"
"06.08.2018 21:00 - 06.08.2018 21:15","56525","59165"
"06.08.2018 21:15 - 06.08.2018 21:30","56225","58962"
"06.08.2018 21:30 - 06.08.2018 21:45","56297","58631"
"06.08.2018 21:45 - 06.08.2018 22:00","54563","57996"
"06.08.2018 22:00 - 06.08.2018 22:15","54335","56941"
"06.08.2018 22:15 - 06.08.2018 22:30","52859","56081"
"06.08.2018 22:30 - 06.08.2018 22:45","51991","54865"
"06.08.2018 22:45 - 06.08.2018 23:00","51029","53625"
"06.08.2018 23:00 - 06.08.2018 23:15","50480","52509"
"06.08.2018 23:15 - 06.08.2018 23:30","49685","51615"
"06.08.2018 23:30 - 06.08.2018 23:45","48751","50796"
"06.08.2018 23:45 - 07.08.2018 00:00","48000","49893"
"07.08.2018 00:00 - 07.08.2018 00:15","49809","48545"
"07.08.2018 00:15 - 07.08.2018 00:30","48711","48185"
"07.08.2018 00:30 - 07.08.2018 00:45","48288","47608"
"07.08.2018 00:45 - 07.08.2018 01:00","47808","47251"
"07.08.2018 01:00 - 07.08.2018 01:15","47490","46750"
"07.08.2018 01:15 - 07.08.2018 01:30","46663","46348"
"07.08.2018 01:30 - 07.08.2018 01:45","46800","45880"
"07.08.2018 01:45 - 07.08.2018 02:00","46147","45566"
"07.08.2018 02:00 - 07.08.2018 02:15","45869","45155"
"07.08.2018 02:15 - 07.08.2018 02:30","45699","44901"
"07.08.2018 02:30 - 07.08.2018 02:45","45978","44906"
"07.08.2018 02:45 - 07.08.2018 03:00","45967","44790"
"07.08.2018 03:00 - 07.08.2018 03:15","45846","44670"
"07.08.2018 03:15 - 07.08.2018 03:30","45940","44799"
"07.08.2018 03:30 - 07.08.2018 03:45","46040","44805"
"07.08.2018 03:45 - 07.08.2018 04:00","45949","44916"
"07.08.2018 04:00 - 07.08.2018 04:15","46477","45188"
"07.08.2018 04:15 - 07.08.2018 04:30","46359","45488"
"07.08.2018 04:30 - 07.08.2018 04:45","46878","45865"
"07.08.2018 04:45 - 07.08.2018 05:00","47161","46305"
"07.08.2018 05:00 - 07.08.2018 05:15","48063","47551"
"07.08.2018 05:15 - 07.08.2018 05:30","48845","48217"
"07.08.2018 05:30 - 07.08.2018 05:45","49627","49076"
"07.08.2018 05:45 - 07.08.2018 06:00","50679","50335"
"07.08.2018 06:00 - 07.08.2018 06:15","52968","52513"
"07.08.2018 06:15 - 07.08.2018 06:30","54990","54296"
"07.08.2018 06:30 - 07.08.2018 06:45","56390","55747"
"07.08.2018 06:45 - 07.08.2018 07:00","57566","57199"
"07.08.2018 07:00 - 07.08.2018 07:15","58967","58710"
"07.08.2018 07:15 - 07.08.2018 07:30","60344","59704"
"07.08.2018 07:30 - 07.08.2018 07:45","61496","60855"
"07.08.2018 07:45 - 07.08.2018 08:00","62530","61754"
"07.08.2018 08:00 - 07.08.2018 08:15","63763","62870"
"07.08.2018 08:15 - 07.08.2018 08:30","64005","63636"
"07.08.2018 08:30 - 07.08.2018 08:45","64553","64347"
"07.08.2018 08:45 - 07.08.2018 09:00","64727","64811"
"07.08.2018 09:00 - 07.08.2018 09:15","64682","64980"
"07.08.2018 09:15 - 07.08.2018 09:30","65646","65571"
"07.08.2018 09:30 - 07.08.2018 09:45","65683","66213"
"07.08.2018 09:45 - 07.08.2018 10:00","66329","66692"
"07.08.2018 10:00 - 07.08.2018 10:15","66356","67170"
"07.08.2018 10:15 - 07.08.2018 10:30","66479","67389"
"07.08.2018 10:30 - 07.08.2018 10:45","66680","67781"
"07.08.2018 10:45 - 07.08.2018 11:00","67031","68230"
"07.08.2018 11:00 - 07.08.2018 11:15","67445","68664"
"07.08.2018 11:15 - 07.08.2018 11:30","67693","68969"
"07.08.2018 11:30 - 07.08.2018 11:45","67884","69167"
"07.08.2018 11:45 - 07.08.2018 12:00","67520","69205"
"07.08.2018 12:00 - 07.08.2018 12:15","67276","68713"
"07.08.2018 12:15 - 07.08.2018 12:30","67148","68666"
"07.08.2018 12:30 - 07.08.2018 12:45","67114","68897"
"07.08.2018 12:45 - 07.08.2018 13:00","67303","68852"
"07.08.2018 13:00 - 07.08.2018 13:15","67109","69078"
"07.08.2018 13:15 - 07.08.2018 13:30","67144","68770"
"07.08.2018 13:30 - 07.08.2018 13:45","66711","68427"
"07.08.2018 13:45 - 07.08.2018 14:00","66745","67944"
"07.08.2018 14:00 - 07.08.2018 14:15","66315","67674"
"07.08.2018 14:15 - 07.08.2018 14:30","66033","67631"
"07.08.2018 14:30 - 07.08.2018 14:45","65906","67542"
"07.08.2018 14:45 - 07.08.2018 15:00","65990","67124"
"07.08.2018 15:00 - 07.08.2018 15:15","66244","66793"
"07.08.2018 15:15 - 07.08.2018 15:30","65575","66245"
"07.08.2018 15:30 - 07.08.2018 15:45","65352","65861"
"07.08.2018 15:45 - 07.08.2018 16:00","64908","65242"
"07.08.2018 16:00 - 07.08.2018 16:15","64969","64758"
"07.08.2018 16:15 - 07.08.2018 16:30","64739","64384"
"07.08.2018 16:30 - 07.08.2018 16:45","64504","64392"
"07.08.2018 16:45 - 07.08.2018 17:00","64117","64105"
"07.08.2018 17:00 - 07.08.2018 17:15","63889","64070"
"07.08.2018 17:15 - 07.08.2018 17:30","63854","64208"
"07.08.2018 17:30 - 07.08.2018 17:45","63406","63900"
"07.08.2018 17:45 - 07.08.2018 18:00","63752","64031"
"07.08.2018 18:00 - 07.08.2018 18:15","63163","63382"
"07.08.2018 18:15 - 07.08.2018 18:30","63097","63219"
"07.08.2018 18:30 - 07.08.2018 18:45","63215","63067"
"07.08.2018 18:45 - 07.08.2018 19:00","62824","63288"
"07.08.2018 19:00 - 07.08.2018 19:15","62639","63219"
"07.08.2018 19:15 - 07.08.2018 19:30","62235","62741"
"07.08.2018 19:30 - 07.08.2018 19:45","61939","62347"
"07.08.2018 19:45 - 07.08.2018 20:00","61019","62137"
"07.08.2018 20:00 - 07.08.2018 20:15","60734","61533"
"07.08.2018 20:15 - 07.08.2018 20:30","59788","60856"
"07.08.2018 20:30 - 07.08.2018 20:45","59539","60357"
"07.08.2018 20:45 - 07.08.2018 21:00","58978","60320"
"07.08.2018 21:00 - 07.08.2018 21:15","58204","60495"
"07.08.2018 21:15 - 07.08.2018 21:30","58328","60572"
"07.08.2018 21:30 - 07.08.2018 21:45","58389","60071"
"07.08.2018 21:45 - 07.08.2018 22:00","57344","59173"
"07.08.2018 22:00 - 07.08.2018 22:15","56978","58349"
"07.08.2018 22:15 - 07.08.2018 22:30","54729","57199"
"07.08.2018 22:30 - 07.08.2018 22:45","54523","55981"
"07.08.2018 22:45 - 07.08.2018 23:00","53004","55004"
"07.08.2018 23:00 - 07.08.2018 23:15","52649","53837"
"07.08.2018 23:15 - 07.08.2018 23:30","51622","52918"
"07.08.2018 23:30 - 07.08.2018 23:45","50239","52158"
"07.08.2018 23:45 - 08.08.2018 00:00","49679","51412"
"08.08.2018 00:00 - 08.08.2018 00:15","48902","50655"
"08.08.2018 00:15 - 08.08.2018 00:30","48203","50424"
"08.08.2018 00:30 - 08.08.2018 00:45","47771","50016"
"08.08.2018 00:45 - 08.08.2018 01:00","47184","49835"
"08.08.2018 01:00 - 08.08.2018 01:15","46719","49263"
"08.08.2018 01:15 - 08.08.2018 01:30","46264","48738"
"08.08.2018 01:30 - 08.08.2018 01:45","45976","48252"
"08.08.2018 01:45 - 08.08.2018 02:00","45705","47847"
"08.08.2018 02:00 - 08.08.2018 02:15","45370","47261"
"08.08.2018 02:15 - 08.08.2018 02:30","45231","47081"
"08.08.2018 02:30 - 08.08.2018 02:45","45267","47021"
"08.08.2018 02:45 - 08.08.2018 03:00","45268","47368"
"08.08.2018 03:00 - 08.08.2018 03:15","45301","47519"
"08.08.2018 03:15 - 08.08.2018 03:30","45378","47422"
"08.08.2018 03:30 - 08.08.2018 03:45","45354","47375"
"08.08.2018 03:45 - 08.08.2018 04:00","45378","47556"
"08.08.2018 04:00 - 08.08.2018 04:15","45652","48219"
"08.08.2018 04:15 - 08.08.2018 04:30","45919","48241"
"08.08.2018 04:30 - 08.08.2018 04:45","46243","48327"
"08.08.2018 04:45 - 08.08.2018 05:00","46645","48718"
"08.08.2018 05:00 - 08.08.2018 05:15","47737","49650"
"08.08.2018 05:15 - 08.08.2018 05:30","48310","50036"
"08.08.2018 05:30 - 08.08.2018 05:45","49273","50779"
"08.08.2018 05:45 - 08.08.2018 06:00","50420","51719"
"08.08.2018 06:00 - 08.08.2018 06:15","52884","54339"
"08.08.2018 06:15 - 08.08.2018 06:30","54930","56092"
"08.08.2018 06:30 - 08.08.2018 06:45","56378","57646"
"08.08.2018 06:45 - 08.08.2018 07:00","57651","58843"
"08.08.2018 07:00 - 08.08.2018 07:15","59320","60813"
"08.08.2018 07:15 - 08.08.2018 07:30","60511","62517"
"08.08.2018 07:30 - 08.08.2018 07:45","61566","63396"
"08.08.2018 07:45 - 08.08.2018 08:00","62428","64597"
"08.08.2018 08:00 - 08.08.2018 08:15","63364","65788"
"08.08.2018 08:15 - 08.08.2018 08:30","63948","66203"
