"Time (CET)","Belgium (BE) > Netherlands (NL) [MW]","Netherlands (NL) > Belgium (BE) [MW]"
"01.06.2018 13:00 - 01.06.2018 14:00","0","148"
"01.06.2018 14:00 - 01.06.2018 15:00","0","143"
"01.06.2018 15:00 - 01.06.2018 16:00","30","0"
"01.06.2018 16:00 - 01.06.2018 17:00","38","0"
"01.06.2018 17:00 - 01.06.2018 18:00","290","0"
"01.06.2018 18:00 - 01.06.2018 19:00","281","0"
"01.06.2018 19:00 - 01.06.2018 20:00","299","0"
"01.06.2018 20:00 - 01.06.2018 21:00","263","0"
"01.06.2018 21:00 - 01.06.2018 22:00","186","0"
"01.06.2018 22:00 - 01.06.2018 23:00","0","440"
"01.06.2018 23:00 - 02.06.2018 00:00","0","583"
"02.06.2018 00:00 - 02.06.2018 01:00","11","0"
"02.06.2018 01:00 - 02.06.2018 02:00","880","0"
"02.06.2018 02:00 - 02.06.2018 03:00","740","0"
"02.06.2018 03:00 - 02.06.2018 04:00","773","0"
"02.06.2018 04:00 - 02.06.2018 05:00","641","0"
"02.06.2018 05:00 - 02.06.2018 06:00","989","0"
"02.06.2018 06:00 - 02.06.2018 07:00","1023","0"
"02.06.2018 07:00 - 02.06.2018 08:00","1086","0"
"02.06.2018 08:00 - 02.06.2018 09:00","924","0"
"02.06.2018 09:00 - 02.06.2018 10:00","870","0"
"02.06.2018 10:00 - 02.06.2018 11:00","957","0"
"02.06.2018 11:00 - 02.06.2018 12:00","1014","0"
"02.06.2018 12:00 - 02.06.2018 13:00","987","0"
"02.06.2018 13:00 - 02.06.2018 14:00","1088","0"
"02.06.2018 14:00 - 02.06.2018 15:00","1217","0"
"02.06.2018 15:00 - 02.06.2018 16:00","1129","0"
"02.06.2018 16:00 - 02.06.2018 17:00","1103","0"
"02.06.2018 17:00 - 02.06.2018 18:00","1022","0"
"02.06.2018 18:00 - 02.06.2018 19:00","714","0"
"02.06.2018 19:00 - 02.06.2018 20:00","755","0"
"02.06.2018 20:00 - 02.06.2018 21:00","672","0"
"02.06.2018 21:00 - 02.06.2018 22:00","771","0"
"02.06.2018 22:00 - 02.06.2018 23:00","643","0"
"02.06.2018 23:00 - 03.06.2018 00:00","580","0"
"03.06.2018 00:00 - 03.06.2018 01:00","1160","0"
"03.06.2018 01:00 - 03.06.2018 02:00","1513","0"
"03.06.2018 02:00 - 03.06.2018 03:00","1294","0"
"03.06.2018 03:00 - 03.06.2018 04:00","1110","0"
"03.06.2018 04:00 - 03.06.2018 05:00","948","0"
"03.06.2018 05:00 - 03.06.2018 06:00","872","0"
"03.06.2018 06:00 - 03.06.2018 07:00","1023","0"
"03.06.2018 07:00 - 03.06.2018 08:00","1129","0"
"03.06.2018 08:00 - 03.06.2018 09:00","1054","0"
"03.06.2018 09:00 - 03.06.2018 10:00","1196","0"
"03.06.2018 10:00 - 03.06.2018 11:00","1100","0"
"03.06.2018 11:00 - 03.06.2018 12:00","1082","0"
"03.06.2018 12:00 - 03.06.2018 13:00","920","0"
"03.06.2018 13:00 - 03.06.2018 14:00","957","0"
"03.06.2018 14:00 - 03.06.2018 15:00","1112","0"
"03.06.2018 15:00 - 03.06.2018 16:00","1006","0"
"03.06.2018 16:00 - 03.06.2018 17:00","1272","0"
"03.06.2018 17:00 - 03.06.2018 18:00","982","0"
"03.06.2018 18:00 - 03.06.2018 19:00","877","0"
"03.06.2018 19:00 - 03.06.2018 20:00","791","0"
"03.06.2018 20:00 - 03.06.2018 21:00","955","0"
"03.06.2018 21:00 - 03.06.2018 22:00","905","0"
"03.06.2018 22:00 - 03.06.2018 23:00","990","0"
"03.06.2018 23:00 - 04.06.2018 00:00","773","0"
"04.06.2018 00:00 - 04.06.2018 01:00","726","0"
"04.06.2018 01:00 - 04.06.2018 02:00","1136","0"
"04.06.2018 02:00 - 04.06.2018 03:00","1274","0"
"04.06.2018 03:00 - 04.06.2018 04:00","1503","0"
"04.06.2018 04:00 - 04.06.2018 05:00","1405","0"
"04.06.2018 05:00 - 04.06.2018 06:00","1269","0"
"04.06.2018 06:00 - 04.06.2018 07:00","528","0"
"04.06.2018 07:00 - 04.06.2018 08:00","144","0"
"04.06.2018 08:00 - 04.06.2018 09:00","77","0"
"04.06.2018 09:00 - 04.06.2018 10:00","0","39"
"04.06.2018 10:00 - 04.06.2018 11:00","0","198"
"04.06.2018 11:00 - 04.06.2018 12:00","0","474"
"04.06.2018 12:00 - 04.06.2018 13:00","0","515"
"04.06.2018 13:00 - 04.06.2018 14:00","0","426"
"04.06.2018 14:00 - 04.06.2018 15:00","0","639"
"04.06.2018 15:00 - 04.06.2018 16:00","0","671"
"04.06.2018 16:00 - 04.06.2018 17:00","0","445"
"04.06.2018 17:00 - 04.06.2018 18:00","0","177"
"04.06.2018 18:00 - 04.06.2018 19:00","72","0"
"04.06.2018 19:00 - 04.06.2018 20:00","384","0"
"04.06.2018 20:00 - 04.06.2018 21:00","567","0"
"04.06.2018 21:00 - 04.06.2018 22:00","563","0"
"04.06.2018 22:00 - 04.06.2018 23:00","0","50"
"04.06.2018 23:00 - 05.06.2018 00:00","0","311"
"05.06.2018 00:00 - 05.06.2018 01:00","0","505"
"05.06.2018 01:00 - 05.06.2018 02:00","115","0"
"05.06.2018 02:00 - 05.06.2018 03:00","191","0"
"05.06.2018 03:00 - 05.06.2018 04:00","616","0"
"05.06.2018 04:00 - 05.06.2018 05:00","366","0"
"05.06.2018 05:00 - 05.06.2018 06:00","293","0"
"05.06.2018 06:00 - 05.06.2018 07:00","351","0"
"05.06.2018 07:00 - 05.06.2018 08:00","734","0"
"05.06.2018 08:00 - 05.06.2018 09:00","574","0"
"05.06.2018 09:00 - 05.06.2018 10:00","24","0"
"05.06.2018 10:00 - 05.06.2018 11:00","408","0"
"05.06.2018 11:00 - 05.06.2018 12:00","53","0"
"05.06.2018 12:00 - 05.06.2018 13:00","0","243"
"05.06.2018 13:00 - 05.06.2018 14:00","0","638"
"05.06.2018 14:00 - 05.06.2018 15:00","0","1029"
"05.06.2018 15:00 - 05.06.2018 16:00","0","900"
"05.06.2018 16:00 - 05.06.2018 17:00","0","762"
"05.06.2018 17:00 - 05.06.2018 18:00","0","195"
"05.06.2018 18:00 - 05.06.2018 19:00","377","0"
"05.06.2018 19:00 - 05.06.2018 20:00","841","0"
"05.06.2018 20:00 - 05.06.2018 21:00","758","0"
"05.06.2018 21:00 - 05.06.2018 22:00","454","0"
"05.06.2018 22:00 - 05.06.2018 23:00","0","466"
"05.06.2018 23:00 - 06.06.2018 00:00","0","916"
"06.06.2018 00:00 - 06.06.2018 01:00","0","390"
"06.06.2018 01:00 - 06.06.2018 02:00","64","0"
"06.06.2018 02:00 - 06.06.2018 03:00","181","0"
"06.06.2018 03:00 - 06.06.2018 04:00","314","0"
"06.06.2018 04:00 - 06.06.2018 05:00","391","0"
"06.06.2018 05:00 - 06.06.2018 06:00","290","0"
"06.06.2018 06:00 - 06.06.2018 07:00","336","0"
"06.06.2018 07:00 - 06.06.2018 08:00","0","38"
"06.06.2018 08:00 - 06.06.2018 09:00","0","377"
"06.06.2018 09:00 - 06.06.2018 10:00","0","435"
"06.06.2018 10:00 - 06.06.2018 11:00","0","564"
"06.06.2018 11:00 - 06.06.2018 12:00","0","966"
"06.06.2018 12:00 - 06.06.2018 13:00","0","1307"
"06.06.2018 13:00 - 06.06.2018 14:00","0","1091"
"06.06.2018 14:00 - 06.06.2018 15:00","0","956"
"06.06.2018 15:00 - 06.06.2018 16:00","0","662"
"06.06.2018 16:00 - 06.06.2018 17:00","0","459"
"06.06.2018 17:00 - 06.06.2018 18:00","9","0"
"06.06.2018 18:00 - 06.06.2018 19:00","322","0"
"06.06.2018 19:00 - 06.06.2018 20:00","552","0"
"06.06.2018 20:00 - 06.06.2018 21:00","560","0"
"06.06.2018 21:00 - 06.06.2018 22:00","0","75"
"06.06.2018 22:00 - 06.06.2018 23:00","0","923"
"06.06.2018 23:00 - 07.06.2018 00:00","0","1228"
"07.06.2018 00:00 - 07.06.2018 01:00","0","1188"
"07.06.2018 01:00 - 07.06.2018 02:00","0","873"
"07.06.2018 02:00 - 07.06.2018 03:00","0","420"
"07.06.2018 03:00 - 07.06.2018 04:00","0","98"
"07.06.2018 04:00 - 07.06.2018 05:00","0","27"
"07.06.2018 05:00 - 07.06.2018 06:00","0","22"
"07.06.2018 06:00 - 07.06.2018 07:00","218","0"
"07.06.2018 07:00 - 07.06.2018 08:00","0","82"
"07.06.2018 08:00 - 07.06.2018 09:00","0","384"
"07.06.2018 09:00 - 07.06.2018 10:00","0","740"
"07.06.2018 10:00 - 07.06.2018 11:00","0","1100"
"07.06.2018 11:00 - 07.06.2018 12:00","0","1533"
"07.06.2018 12:00 - 07.06.2018 13:00","0","1389"
"07.06.2018 13:00 - 07.06.2018 14:00","0","1176"
"07.06.2018 14:00 - 07.06.2018 15:00","0","963"
"07.06.2018 15:00 - 07.06.2018 16:00","0","972"
"07.06.2018 16:00 - 07.06.2018 17:00","0","477"
"07.06.2018 17:00 - 07.06.2018 18:00","147","0"
"07.06.2018 18:00 - 07.06.2018 19:00","138","0"
"07.06.2018 19:00 - 07.06.2018 20:00","93","0"
"07.06.2018 20:00 - 07.06.2018 21:00","32","0"
"07.06.2018 21:00 - 07.06.2018 22:00","0","281"
"07.06.2018 22:00 - 07.06.2018 23:00","0","1468"
"07.06.2018 23:00 - 08.06.2018 00:00","0","1444"
"08.06.2018 00:00 - 08.06.2018 01:00","0","660"
"08.06.2018 01:00 - 08.06.2018 02:00","0","191"
"08.06.2018 02:00 - 08.06.2018 03:00","60","0"
"08.06.2018 03:00 - 08.06.2018 04:00","182","0"
"08.06.2018 04:00 - 08.06.2018 05:00","110","0"
"08.06.2018 05:00 - 08.06.2018 06:00","599","0"
"08.06.2018 06:00 - 08.06.2018 07:00","214","0"
"08.06.2018 07:00 - 08.06.2018 08:00","0","215"
"08.06.2018 08:00 - 08.06.2018 09:00","0","233"
"08.06.2018 09:00 - 08.06.2018 10:00","0","258"
"08.06.2018 10:00 - 08.06.2018 11:00","0","358"
"08.06.2018 11:00 - 08.06.2018 12:00","0","465"
"08.06.2018 12:00 - 08.06.2018 13:00","0","510"
"08.06.2018 13:00 - 08.06.2018 14:00","0","687"
"08.06.2018 14:00 - 08.06.2018 15:00","0","736"
"08.06.2018 15:00 - 08.06.2018 16:00","0","239"
"08.06.2018 16:00 - 08.06.2018 17:00","0","63"
"08.06.2018 17:00 - 08.06.2018 18:00","129","0"
"08.06.2018 18:00 - 08.06.2018 19:00","0","213"
"08.06.2018 19:00 - 08.06.2018 20:00","0","105"
"08.06.2018 20:00 - 08.06.2018 21:00","0","20"
"08.06.2018 21:00 - 08.06.2018 22:00","0","127"
"08.06.2018 22:00 - 08.06.2018 23:00","0","893"
"08.06.2018 23:00 - 09.06.2018 00:00","0","1114"
"09.06.2018 00:00 - 09.06.2018 01:00","0","417"
"09.06.2018 01:00 - 09.06.2018 02:00","208","0"
"09.06.2018 02:00 - 09.06.2018 03:00","625","0"
"09.06.2018 03:00 - 09.06.2018 04:00","869","0"
"09.06.2018 04:00 - 09.06.2018 05:00","889","0"
"09.06.2018 05:00 - 09.06.2018 06:00","739","0"
"09.06.2018 06:00 - 09.06.2018 07:00","951","0"
"09.06.2018 07:00 - 09.06.2018 08:00","781","0"
"09.06.2018 08:00 - 09.06.2018 09:00","408","0"
"09.06.2018 09:00 - 09.06.2018 10:00","240","0"
"09.06.2018 10:00 - 09.06.2018 11:00","230","0"
"09.06.2018 11:00 - 09.06.2018 12:00","353","0"
"09.06.2018 12:00 - 09.06.2018 13:00","0","105"
"09.06.2018 13:00 - 09.06.2018 14:00","24","0"
"09.06.2018 14:00 - 09.06.2018 15:00","143","0"
"09.06.2018 15:00 - 09.06.2018 16:00","464","0"
"09.06.2018 16:00 - 09.06.2018 17:00","625","0"
"09.06.2018 17:00 - 09.06.2018 18:00","736","0"
"09.06.2018 18:00 - 09.06.2018 19:00","859","0"
"09.06.2018 19:00 - 09.06.2018 20:00","895","0"
"09.06.2018 20:00 - 09.06.2018 21:00","838","0"
"09.06.2018 21:00 - 09.06.2018 22:00","664","0"
"09.06.2018 22:00 - 09.06.2018 23:00","299","0"
"09.06.2018 23:00 - 10.06.2018 00:00","107","0"
"10.06.2018 00:00 - 10.06.2018 01:00","510","0"
"10.06.2018 01:00 - 10.06.2018 02:00","934","0"
"10.06.2018 02:00 - 10.06.2018 03:00","925","0"
"10.06.2018 03:00 - 10.06.2018 04:00","896","0"
"10.06.2018 04:00 - 10.06.2018 05:00","820","0"
"10.06.2018 05:00 - 10.06.2018 06:00","1028","0"
"10.06.2018 06:00 - 10.06.2018 07:00","1253","0"
"10.06.2018 07:00 - 10.06.2018 08:00","1378","0"
"10.06.2018 08:00 - 10.06.2018 09:00","1363","0"
"10.06.2018 09:00 - 10.06.2018 10:00","1402","0"
"10.06.2018 10:00 - 10.06.2018 11:00","1285","0"
"10.06.2018 11:00 - 10.06.2018 12:00","1472","0"
"10.06.2018 12:00 - 10.06.2018 13:00","1176","0"
"10.06.2018 13:00 - 10.06.2018 14:00","936","0"
"10.06.2018 14:00 - 10.06.2018 15:00","1031","0"
"10.06.2018 15:00 - 10.06.2018 16:00","1150","0"
"10.06.2018 16:00 - 10.06.2018 17:00","998","0"
"10.06.2018 17:00 - 10.06.2018 18:00","1039","0"
"10.06.2018 18:00 - 10.06.2018 19:00","626","0"
"10.06.2018 19:00 - 10.06.2018 20:00","408","0"
"10.06.2018 20:00 - 10.06.2018 21:00","462","0"
"10.06.2018 21:00 - 10.06.2018 22:00","651","0"
"10.06.2018 22:00 - 10.06.2018 23:00","182","0"
"10.06.2018 23:00 - 11.06.2018 00:00","0","140"
"11.06.2018 00:00 - 11.06.2018 01:00","0","319"
"11.06.2018 01:00 - 11.06.2018 02:00","235","0"
"11.06.2018 02:00 - 11.06.2018 03:00","291","0"
"11.06.2018 03:00 - 11.06.2018 04:00","208","0"
"11.06.2018 04:00 - 11.06.2018 05:00","149","0"
"11.06.2018 05:00 - 11.06.2018 06:00","0","84"
"11.06.2018 06:00 - 11.06.2018 07:00","0","1009"
"11.06.2018 07:00 - 11.06.2018 08:00","0","1043"
"11.06.2018 08:00 - 11.06.2018 09:00","0","1283"
"11.06.2018 09:00 - 11.06.2018 10:00","0","1104"
"11.06.2018 10:00 - 11.06.2018 11:00","0","1126"
"11.06.2018 11:00 - 11.06.2018 12:00","0","904"
"11.06.2018 12:00 - 11.06.2018 13:00","0","1397"
"11.06.2018 13:00 - 11.06.2018 14:00","0","1602"
"11.06.2018 14:00 - 11.06.2018 15:00","0","1795"
"11.06.2018 15:00 - 11.06.2018 16:00","0","1436"
"11.06.2018 16:00 - 11.06.2018 17:00","0","797"
"11.06.2018 17:00 - 11.06.2018 18:00","0","695"
"11.06.2018 18:00 - 11.06.2018 19:00","0","835"
"11.06.2018 19:00 - 11.06.2018 20:00","0","584"
"11.06.2018 20:00 - 11.06.2018 21:00","0","412"
"11.06.2018 21:00 - 11.06.2018 22:00","0","710"
"11.06.2018 22:00 - 11.06.2018 23:00","0","1287"
"11.06.2018 23:00 - 12.06.2018 00:00","0","1295"
"12.06.2018 00:00 - 12.06.2018 01:00","0","540"
"12.06.2018 01:00 - 12.06.2018 02:00","67","0"
"12.06.2018 02:00 - 12.06.2018 03:00","481","0"
"12.06.2018 03:00 - 12.06.2018 04:00","1049","0"
"12.06.2018 04:00 - 12.06.2018 05:00","1112","0"
"12.06.2018 05:00 - 12.06.2018 06:00","778","0"
"12.06.2018 06:00 - 12.06.2018 07:00","94","0"
"12.06.2018 07:00 - 12.06.2018 08:00","0","515"
"12.06.2018 08:00 - 12.06.2018 09:00","0","868"
"12.06.2018 09:00 - 12.06.2018 10:00","0","606"
"12.06.2018 10:00 - 12.06.2018 11:00","0","593"
"12.06.2018 11:00 - 12.06.2018 12:00","0","599"
"12.06.2018 12:00 - 12.06.2018 13:00","0","550"
"12.06.2018 13:00 - 12.06.2018 14:00","0","558"
"12.06.2018 14:00 - 12.06.2018 15:00","0","664"
"12.06.2018 15:00 - 12.06.2018 16:00","0","538"
"12.06.2018 16:00 - 12.06.2018 17:00","0","35"
"12.06.2018 17:00 - 12.06.2018 18:00","130","0"
"12.06.2018 18:00 - 12.06.2018 19:00","189","0"
"12.06.2018 19:00 - 12.06.2018 20:00","176","0"
"12.06.2018 20:00 - 12.06.2018 21:00","38","0"
"12.06.2018 21:00 - 12.06.2018 22:00","0","144"
"12.06.2018 22:00 - 12.06.2018 23:00","0","925"
"12.06.2018 23:00 - 13.06.2018 00:00","0","956"
"13.06.2018 00:00 - 13.06.2018 01:00","219","0"
"13.06.2018 01:00 - 13.06.2018 02:00","925","0"
"13.06.2018 02:00 - 13.06.2018 03:00","1285","0"
"13.06.2018 03:00 - 13.06.2018 04:00","1333","0"
"13.06.2018 04:00 - 13.06.2018 05:00","1225","0"
"13.06.2018 05:00 - 13.06.2018 06:00","935","0"
"13.06.2018 06:00 - 13.06.2018 07:00","504","0"
"13.06.2018 07:00 - 13.06.2018 08:00","0","224"
"13.06.2018 08:00 - 13.06.2018 09:00","0","607"
"13.06.2018 09:00 - 13.06.2018 10:00","0","837"
"13.06.2018 10:00 - 13.06.2018 11:00","0","545"
"13.06.2018 11:00 - 13.06.2018 12:00","0","640"
"13.06.2018 12:00 - 13.06.2018 13:00","0","725"
"13.06.2018 13:00 - 13.06.2018 14:00","0","659"
"13.06.2018 14:00 - 13.06.2018 15:00","0","878"
"13.06.2018 15:00 - 13.06.2018 16:00","0","940"
"13.06.2018 16:00 - 13.06.2018 17:00","0","816"
"13.06.2018 17:00 - 13.06.2018 18:00","0","667"
"13.06.2018 18:00 - 13.06.2018 19:00","0","831"
"13.06.2018 19:00 - 13.06.2018 20:00","0","807"
"13.06.2018 20:00 - 13.06.2018 21:00","0","369"
"13.06.2018 21:00 - 13.06.2018 22:00","0","586"
"13.06.2018 22:00 - 13.06.2018 23:00","0","1364"
"13.06.2018 23:00 - 14.06.2018 00:00","0","1290"
"14.06.2018 00:00 - 14.06.2018 01:00","0","461"
"14.06.2018 01:00 - 14.06.2018 02:00","336","0"
"14.06.2018 02:00 - 14.06.2018 03:00","295","0"
"14.06.2018 03:00 - 14.06.2018 04:00","507","0"
"14.06.2018 04:00 - 14.06.2018 05:00","284","0"
"14.06.2018 05:00 - 14.06.2018 06:00","421","0"
"14.06.2018 06:00 - 14.06.2018 07:00","111","0"
"14.06.2018 07:00 - 14.06.2018 08:00","0","476"
"14.06.2018 08:00 - 14.06.2018 09:00","0","1452"
"14.06.2018 09:00 - 14.06.2018 10:00","0","1658"
"14.06.2018 10:00 - 14.06.2018 11:00","0","1827"
"14.06.2018 11:00 - 14.06.2018 12:00","0","1886"
"14.06.2018 12:00 - 14.06.2018 13:00","0","1899"
"14.06.2018 13:00 - 14.06.2018 14:00","0","1728"
"14.06.2018 14:00 - 14.06.2018 15:00","0","1464"
"14.06.2018 15:00 - 14.06.2018 16:00","0","1150"
"14.06.2018 16:00 - 14.06.2018 17:00","0","970"
"14.06.2018 17:00 - 14.06.2018 18:00","0","966"
"14.06.2018 18:00 - 14.06.2018 19:00","0","969"
"14.06.2018 19:00 - 14.06.2018 20:00","0","809"
"14.06.2018 20:00 - 14.06.2018 21:00","0","571"
"14.06.2018 21:00 - 14.06.2018 22:00","0","490"
"14.06.2018 22:00 - 14.06.2018 23:00","0","772"
"14.06.2018 23:00 - 15.06.2018 00:00","0","1017"
"15.06.2018 00:00 - 15.06.2018 01:00","0","752"
"15.06.2018 01:00 - 15.06.2018 02:00","0","307"
"15.06.2018 02:00 - 15.06.2018 03:00","3","0"
"15.06.2018 03:00 - 15.06.2018 04:00","328","0"
"15.06.2018 04:00 - 15.06.2018 05:00","53","0"
"15.06.2018 05:00 - 15.06.2018 06:00","0","181"
"15.06.2018 06:00 - 15.06.2018 07:00","0","229"
"15.06.2018 07:00 - 15.06.2018 08:00","67","0"
"15.06.2018 08:00 - 15.06.2018 09:00","0","226"
"15.06.2018 09:00 - 15.06.2018 10:00","0","563"
"15.06.2018 10:00 - 15.06.2018 11:00","0","741"
"15.06.2018 11:00 - 15.06.2018 12:00","0","1071"
"15.06.2018 12:00 - 15.06.2018 13:00","0","1243"
"15.06.2018 13:00 - 15.06.2018 14:00","0","1264"
"15.06.2018 14:00 - 15.06.2018 15:00","0","1207"
"15.06.2018 15:00 - 15.06.2018 16:00","0","979"
"15.06.2018 16:00 - 15.06.2018 17:00","0","688"
"15.06.2018 17:00 - 15.06.2018 18:00","0","192"
"15.06.2018 18:00 - 15.06.2018 19:00","89","0"
"15.06.2018 19:00 - 15.06.2018 20:00","334","0"
"15.06.2018 20:00 - 15.06.2018 21:00","283","0"
"15.06.2018 21:00 - 15.06.2018 22:00","78","0"
"15.06.2018 22:00 - 15.06.2018 23:00","0","785"
"15.06.2018 23:00 - 16.06.2018 00:00","0","935"
"16.06.2018 00:00 - 16.06.2018 01:00","0","446"
"16.06.2018 01:00 - 16.06.2018 02:00","430","0"
"16.06.2018 02:00 - 16.06.2018 03:00","1043","0"
"16.06.2018 03:00 - 16.06.2018 04:00","900","0"
"16.06.2018 04:00 - 16.06.2018 05:00","790","0"
"16.06.2018 05:00 - 16.06.2018 06:00","567","0"
"16.06.2018 06:00 - 16.06.2018 07:00","791","0"
"16.06.2018 07:00 - 16.06.2018 08:00","963","0"
"16.06.2018 08:00 - 16.06.2018 09:00","837","0"
"16.06.2018 09:00 - 16.06.2018 10:00","496","0"
"16.06.2018 10:00 - 16.06.2018 11:00","153","0"
"16.06.2018 11:00 - 16.06.2018 12:00","289","0"
"16.06.2018 12:00 - 16.06.2018 13:00","316","0"
"16.06.2018 13:00 - 16.06.2018 14:00","363","0"
"16.06.2018 14:00 - 16.06.2018 15:00","365","0"
"16.06.2018 15:00 - 16.06.2018 16:00","572","0"
"16.06.2018 16:00 - 16.06.2018 17:00","784","0"
"16.06.2018 17:00 - 16.06.2018 18:00","899","0"
"16.06.2018 18:00 - 16.06.2018 19:00","1027","0"
"16.06.2018 19:00 - 16.06.2018 20:00","1085","0"
"16.06.2018 20:00 - 16.06.2018 21:00","1039","0"
"16.06.2018 21:00 - 16.06.2018 22:00","776","0"
"16.06.2018 22:00 - 16.06.2018 23:00","0","156"
"16.06.2018 23:00 - 17.06.2018 00:00","0","285"
"17.06.2018 00:00 - 17.06.2018 01:00","541","0"
"17.06.2018 01:00 - 17.06.2018 02:00","1264","0"
"17.06.2018 02:00 - 17.06.2018 03:00","1349","0"
"17.06.2018 03:00 - 17.06.2018 04:00","1325","0"
"17.06.2018 04:00 - 17.06.2018 05:00","1083","0"
"17.06.2018 05:00 - 17.06.2018 06:00","934","0"
"17.06.2018 06:00 - 17.06.2018 07:00","1209","0"
"17.06.2018 07:00 - 17.06.2018 08:00","1182","0"
"17.06.2018 08:00 - 17.06.2018 09:00","905","0"
"17.06.2018 09:00 - 17.06.2018 10:00","519","0"
"17.06.2018 10:00 - 17.06.2018 11:00","160","0"
"17.06.2018 11:00 - 17.06.2018 12:00","0","161"
"17.06.2018 12:00 - 17.06.2018 13:00","0","234"
"17.06.2018 13:00 - 17.06.2018 14:00","0","139"
"17.06.2018 14:00 - 17.06.2018 15:00","0","27"
"17.06.2018 15:00 - 17.06.2018 16:00","299","0"
"17.06.2018 16:00 - 17.06.2018 17:00","813","0"
"17.06.2018 17:00 - 17.06.2018 18:00","1217","0"
"17.06.2018 18:00 - 17.06.2018 19:00","868","0"
"17.06.2018 19:00 - 17.06.2018 20:00","845","0"
"17.06.2018 20:00 - 17.06.2018 21:00","983","0"
"17.06.2018 21:00 - 17.06.2018 22:00","1302","0"
"17.06.2018 22:00 - 17.06.2018 23:00","482","0"
"17.06.2018 23:00 - 18.06.2018 00:00","214","0"
"18.06.2018 00:00 - 18.06.2018 01:00","774","0"
"18.06.2018 01:00 - 18.06.2018 02:00","1378","0"
"18.06.2018 02:00 - 18.06.2018 03:00","1523","0"
"18.06.2018 03:00 - 18.06.2018 04:00","1265","0"
"18.06.2018 04:00 - 18.06.2018 05:00","959","0"
"18.06.2018 05:00 - 18.06.2018 06:00","783","0"
"18.06.2018 06:00 - 18.06.2018 07:00","541","0"
"18.06.2018 07:00 - 18.06.2018 08:00","0","115"
"18.06.2018 08:00 - 18.06.2018 09:00","0","600"
"18.06.2018 09:00 - 18.06.2018 10:00","0","851"
"18.06.2018 10:00 - 18.06.2018 11:00","0","844"
"18.06.2018 11:00 - 18.06.2018 12:00","0","1186"
"18.06.2018 12:00 - 18.06.2018 13:00","0","1177"
"18.06.2018 13:00 - 18.06.2018 14:00","0","858"
"18.06.2018 14:00 - 18.06.2018 15:00","0","763"
"18.06.2018 15:00 - 18.06.2018 16:00","0","368"
"18.06.2018 16:00 - 18.06.2018 17:00","0","91"
"18.06.2018 17:00 - 18.06.2018 18:00","98","0"
"18.06.2018 18:00 - 18.06.2018 19:00","41","0"
"18.06.2018 19:00 - 18.06.2018 20:00","0","61"
"18.06.2018 20:00 - 18.06.2018 21:00","220","0"
"18.06.2018 21:00 - 18.06.2018 22:00","248","0"
"18.06.2018 22:00 - 18.06.2018 23:00","0","427"
"18.06.2018 23:00 - 19.06.2018 00:00","0","682"
"19.06.2018 00:00 - 19.06.2018 01:00","0","133"
"19.06.2018 01:00 - 19.06.2018 02:00","32","0"
"19.06.2018 02:00 - 19.06.2018 03:00","234","0"
"19.06.2018 03:00 - 19.06.2018 04:00","366","0"
"19.06.2018 04:00 - 19.06.2018 05:00","421","0"
"19.06.2018 05:00 - 19.06.2018 06:00","860","0"
"19.06.2018 06:00 - 19.06.2018 07:00","780","0"
"19.06.2018 07:00 - 19.06.2018 08:00","0","91"
"19.06.2018 08:00 - 19.06.2018 09:00","0","479"
"19.06.2018 09:00 - 19.06.2018 10:00","0","694"
"19.06.2018 10:00 - 19.06.2018 11:00","0","528"
"19.06.2018 11:00 - 19.06.2018 12:00","0","333"
"19.06.2018 12:00 - 19.06.2018 13:00","0","349"
"19.06.2018 13:00 - 19.06.2018 14:00","0","321"
"19.06.2018 14:00 - 19.06.2018 15:00","0","700"
"19.06.2018 15:00 - 19.06.2018 16:00","0","470"
"19.06.2018 16:00 - 19.06.2018 17:00","0","204"
"19.06.2018 17:00 - 19.06.2018 18:00","0","36"
"19.06.2018 18:00 - 19.06.2018 19:00","0","196"
"19.06.2018 19:00 - 19.06.2018 20:00","80","0"
"19.06.2018 20:00 - 19.06.2018 21:00","435","0"
"19.06.2018 21:00 - 19.06.2018 22:00","458","0"
"19.06.2018 22:00 - 19.06.2018 23:00","0","243"
"19.06.2018 23:00 - 20.06.2018 00:00","0","880"
"20.06.2018 00:00 - 20.06.2018 01:00","0","302"
"20.06.2018 01:00 - 20.06.2018 02:00","234","0"
"20.06.2018 02:00 - 20.06.2018 03:00","336","0"
"20.06.2018 03:00 - 20.06.2018 04:00","496","0"
"20.06.2018 04:00 - 20.06.2018 05:00","475","0"
"20.06.2018 05:00 - 20.06.2018 06:00","172","0"
"20.06.2018 06:00 - 20.06.2018 07:00","0","426"
"20.06.2018 07:00 - 20.06.2018 08:00","0","362"
"20.06.2018 08:00 - 20.06.2018 09:00","0","716"
"20.06.2018 09:00 - 20.06.2018 10:00","0","1539"
"20.06.2018 10:00 - 20.06.2018 11:00","0","1688"
"20.06.2018 11:00 - 20.06.2018 12:00","0","1373"
"20.06.2018 12:00 - 20.06.2018 13:00","0","1654"
"20.06.2018 13:00 - 20.06.2018 14:00","0","1753"
"20.06.2018 14:00 - 20.06.2018 15:00","0","1693"
"20.06.2018 15:00 - 20.06.2018 16:00","0","1573"
"20.06.2018 16:00 - 20.06.2018 17:00","0","1294"
"20.06.2018 17:00 - 20.06.2018 18:00","0","1089"
