"Time (CET)","United Kingdom (UK) > France (FR) [MW]","France (FR) > United Kingdom (UK) [MW]"
"30.06.2018 00:00 - 30.06.2018 01:00","0","1809"
"30.06.2018 01:00 - 30.06.2018 02:00","0","1707"
"30.06.2018 02:00 - 30.06.2018 03:00","0","1707"
"30.06.2018 03:00 - 30.06.2018 04:00","0","1615"
"30.06.2018 04:00 - 30.06.2018 05:00","0","1614"
"30.06.2018 05:00 - 30.06.2018 06:00","0","1614"
"30.06.2018 06:00 - 30.06.2018 07:00","0","1614"
"30.06.2018 07:00 - 30.06.2018 08:00","0","1614"
"30.06.2018 08:00 - 30.06.2018 09:00","0","1614"
"30.06.2018 09:00 - 30.06.2018 10:00","0","1816"
"30.06.2018 10:00 - 30.06.2018 11:00","0","1818"
"30.06.2018 11:00 - 30.06.2018 12:00","0","1818"
"30.06.2018 12:00 - 30.06.2018 13:00","0","1711"
"30.06.2018 13:00 - 30.06.2018 14:00","0","1712"
"30.06.2018 14:00 - 30.06.2018 15:00","0","1712"
"30.06.2018 15:00 - 30.06.2018 16:00","0","1713"
"30.06.2018 16:00 - 30.06.2018 17:00","0","1712"
"30.06.2018 17:00 - 30.06.2018 18:00","0","1817"
"30.06.2018 18:00 - 30.06.2018 19:00","0","1915"
"30.06.2018 19:00 - 30.06.2018 20:00","0","1972"
"30.06.2018 20:00 - 30.06.2018 21:00","0","1973"
"30.06.2018 21:00 - 30.06.2018 22:00","0","1914"
"30.06.2018 22:00 - 30.06.2018 23:00","0","1914"
"30.06.2018 23:00 - 01.07.2018 00:00","0","1918"
"01.07.2018 00:00 - 01.07.2018 01:00","0","1617"
"01.07.2018 01:00 - 01.07.2018 02:00","0","1518"
"01.07.2018 02:00 - 01.07.2018 03:00","0","1067"
"01.07.2018 03:00 - 01.07.2018 04:00","0","911"
"01.07.2018 04:00 - 01.07.2018 05:00","0","910"
"01.07.2018 05:00 - 01.07.2018 06:00","0","714"
"01.07.2018 06:00 - 01.07.2018 07:00","0","719"
"01.07.2018 07:00 - 01.07.2018 08:00","0","415"
"01.07.2018 08:00 - 01.07.2018 09:00","0","523"
"01.07.2018 09:00 - 01.07.2018 10:00","0","814"
"01.07.2018 10:00 - 01.07.2018 11:00","0","1516"
"01.07.2018 11:00 - 01.07.2018 12:00","0","1613"
"01.07.2018 12:00 - 01.07.2018 13:00","0","1614"
"01.07.2018 13:00 - 01.07.2018 14:00","0","1614"
"01.07.2018 14:00 - 01.07.2018 15:00","0","1614"
"01.07.2018 15:00 - 01.07.2018 16:00","0","1614"
"01.07.2018 16:00 - 01.07.2018 17:00","0","1614"
"01.07.2018 17:00 - 01.07.2018 18:00","0","1817"
"01.07.2018 18:00 - 01.07.2018 19:00","0","1917"
"01.07.2018 19:00 - 01.07.2018 20:00","0","2024"
"01.07.2018 20:00 - 01.07.2018 21:00","0","2024"
"01.07.2018 21:00 - 01.07.2018 22:00","0","1916"
"01.07.2018 22:00 - 01.07.2018 23:00","0","1918"
"01.07.2018 23:00 - 02.07.2018 00:00","0","1721"
"02.07.2018 00:00 - 02.07.2018 01:00","0","1418"
"02.07.2018 01:00 - 02.07.2018 02:00","0","1216"
"02.07.2018 02:00 - 02.07.2018 03:00","0","1216"
"02.07.2018 03:00 - 02.07.2018 04:00","0","1216"
"02.07.2018 04:00 - 02.07.2018 05:00","0","1215"
"02.07.2018 05:00 - 02.07.2018 06:00","0","1212"
"02.07.2018 06:00 - 02.07.2018 07:00","0","1411"
"02.07.2018 07:00 - 02.07.2018 08:00","0","2020"
"02.07.2018 08:00 - 02.07.2018 09:00","0","1811"
"02.07.2018 09:00 - 02.07.2018 10:00","0","2020"
"02.07.2018 10:00 - 02.07.2018 11:00","0","2018"
"02.07.2018 11:00 - 02.07.2018 12:00","0","2018"
"02.07.2018 12:00 - 02.07.2018 13:00","0","2019"
"02.07.2018 13:00 - 02.07.2018 14:00","0","2019"
"02.07.2018 14:00 - 02.07.2018 15:00","0","1960"
"02.07.2018 15:00 - 02.07.2018 16:00","0","1994"
"02.07.2018 16:00 - 02.07.2018 17:00","0","2020"
"02.07.2018 17:00 - 02.07.2018 18:00","0","2021"
"02.07.2018 18:00 - 02.07.2018 19:00","0","2021"
"02.07.2018 19:00 - 02.07.2018 20:00","0","2020"
"02.07.2018 20:00 - 02.07.2018 21:00","0","2021"
"02.07.2018 21:00 - 02.07.2018 22:00","0","2019"
"02.07.2018 22:00 - 02.07.2018 23:00","0","2020"
"02.07.2018 23:00 - 03.07.2018 00:00","0","1155"
"03.07.2018 00:00 - 03.07.2018 01:00","0","1818"
"03.07.2018 01:00 - 03.07.2018 02:00","0","1568"
"03.07.2018 02:00 - 03.07.2018 03:00","0","1568"
"03.07.2018 03:00 - 03.07.2018 04:00","0","1568"
"03.07.2018 04:00 - 03.07.2018 05:00","0","1568"
"03.07.2018 05:00 - 03.07.2018 06:00","0","1568"
"03.07.2018 06:00 - 03.07.2018 07:00","0","1660"
"03.07.2018 07:00 - 03.07.2018 08:00","0","1865"
"03.07.2018 08:00 - 03.07.2018 09:00","0","1183"
"03.07.2018 09:00 - 03.07.2018 10:00","0","1665"
"03.07.2018 10:00 - 03.07.2018 11:00","0","1343"
"03.07.2018 11:00 - 03.07.2018 12:00","0","1421"
"03.07.2018 12:00 - 03.07.2018 13:00","0","1864"
"03.07.2018 13:00 - 03.07.2018 14:00","0","1707"
"03.07.2018 14:00 - 03.07.2018 15:00","0","1455"
"03.07.2018 15:00 - 03.07.2018 16:00","0","1389"
"03.07.2018 16:00 - 03.07.2018 17:00","0","1656"
"03.07.2018 17:00 - 03.07.2018 18:00","0","2020"
"03.07.2018 18:00 - 03.07.2018 19:00","0","2020"
"03.07.2018 19:00 - 03.07.2018 20:00","0","2020"
"03.07.2018 20:00 - 03.07.2018 21:00","0","2020"
"03.07.2018 21:00 - 03.07.2018 22:00","0","2020"
"03.07.2018 22:00 - 03.07.2018 23:00","0","1851"
"03.07.2018 23:00 - 04.07.2018 00:00","0","746"
"04.07.2018 00:00 - 04.07.2018 01:00","0","1862"
"04.07.2018 01:00 - 04.07.2018 02:00","0","1864"
"04.07.2018 02:00 - 04.07.2018 03:00","0","1864"
"04.07.2018 03:00 - 04.07.2018 04:00","0","1864"
"04.07.2018 04:00 - 04.07.2018 05:00","0","1864"
"04.07.2018 05:00 - 04.07.2018 06:00","0","1864"
"04.07.2018 06:00 - 04.07.2018 07:00","0","1865"
"04.07.2018 07:00 - 04.07.2018 08:00","0","2019"
"04.07.2018 08:00 - 04.07.2018 09:00","0","1380"
"04.07.2018 09:00 - 04.07.2018 10:00","0","2018"
"04.07.2018 10:00 - 04.07.2018 11:00","0","2019"
"04.07.2018 11:00 - 04.07.2018 12:00","0","2019"
"04.07.2018 12:00 - 04.07.2018 13:00","0","2019"
"04.07.2018 13:00 - 04.07.2018 14:00","0","2019"
"04.07.2018 14:00 - 04.07.2018 15:00","0","2019"
"04.07.2018 15:00 - 04.07.2018 16:00","0","2019"
"04.07.2018 16:00 - 04.07.2018 17:00","0","2020"
"04.07.2018 17:00 - 04.07.2018 18:00","0","2020"
"04.07.2018 18:00 - 04.07.2018 19:00","0","2020"
"04.07.2018 19:00 - 04.07.2018 20:00","0","2020"
"04.07.2018 20:00 - 04.07.2018 21:00","0","2020"
"04.07.2018 21:00 - 04.07.2018 22:00","0","2019"
"04.07.2018 22:00 - 04.07.2018 23:00","0","2020"
"04.07.2018 23:00 - 05.07.2018 00:00","0","1264"
"05.07.2018 00:00 - 05.07.2018 01:00","0","2019"
"05.07.2018 01:00 - 05.07.2018 02:00","0","1769"
"05.07.2018 02:00 - 05.07.2018 03:00","0","1772"
"05.07.2018 03:00 - 05.07.2018 04:00","0","1772"
"05.07.2018 04:00 - 05.07.2018 05:00","0","1770"
"05.07.2018 05:00 - 05.07.2018 06:00","0","1771"
"05.07.2018 06:00 - 05.07.2018 07:00","0","1766"
"05.07.2018 07:00 - 05.07.2018 08:00","0","2018"
"05.07.2018 08:00 - 05.07.2018 09:00","0","2018"
"05.07.2018 09:00 - 05.07.2018 10:00","0","2018"
"05.07.2018 10:00 - 05.07.2018 11:00","0","2018"
"05.07.2018 11:00 - 05.07.2018 12:00","0","2018"
"05.07.2018 12:00 - 05.07.2018 13:00","0","1846"
"05.07.2018 13:00 - 05.07.2018 14:00","0","1845"
"05.07.2018 14:00 - 05.07.2018 15:00","0","1914"
"05.07.2018 15:00 - 05.07.2018 16:00","0","1937"
"05.07.2018 16:00 - 05.07.2018 17:00","0","2020"
"05.07.2018 17:00 - 05.07.2018 18:00","0","2020"
"05.07.2018 18:00 - 05.07.2018 19:00","0","2022"
"05.07.2018 19:00 - 05.07.2018 20:00","0","2022"
"05.07.2018 20:00 - 05.07.2018 21:00","0","2022"
"05.07.2018 21:00 - 05.07.2018 22:00","0","2021"
"05.07.2018 22:00 - 05.07.2018 23:00","0","2021"
"05.07.2018 23:00 - 06.07.2018 00:00","0","2020"
"06.07.2018 00:00 - 06.07.2018 01:00","0","2020"
"06.07.2018 01:00 - 06.07.2018 02:00","0","1915"
"06.07.2018 02:00 - 06.07.2018 03:00","0","1865"
"06.07.2018 03:00 - 06.07.2018 04:00","0","1864"
"06.07.2018 04:00 - 06.07.2018 05:00","0","1864"
"06.07.2018 05:00 - 06.07.2018 06:00","0","1864"
"06.07.2018 06:00 - 06.07.2018 07:00","0","1913"
"06.07.2018 07:00 - 06.07.2018 08:00","0","2019"
"06.07.2018 08:00 - 06.07.2018 09:00","0","2020"
"06.07.2018 09:00 - 06.07.2018 10:00","0","2019"
"06.07.2018 10:00 - 06.07.2018 11:00","0","2019"
"06.07.2018 11:00 - 06.07.2018 12:00","0","2018"
"06.07.2018 12:00 - 06.07.2018 13:00","0","2019"
"06.07.2018 13:00 - 06.07.2018 14:00","0","2020"
"06.07.2018 14:00 - 06.07.2018 15:00","0","2019"
"06.07.2018 15:00 - 06.07.2018 16:00","0","2019"
"06.07.2018 16:00 - 06.07.2018 17:00","0","2021"
"06.07.2018 17:00 - 06.07.2018 18:00","0","2022"
"06.07.2018 18:00 - 06.07.2018 19:00","0","2022"
"06.07.2018 19:00 - 06.07.2018 20:00","0","2022"
"06.07.2018 20:00 - 06.07.2018 21:00","0","2022"
"06.07.2018 21:00 - 06.07.2018 22:00","0","2022"
"06.07.2018 22:00 - 06.07.2018 23:00","0","2021"
"06.07.2018 23:00 - 07.07.2018 00:00","0","1923"
"07.07.2018 00:00 - 07.07.2018 01:00","0","2020"
"07.07.2018 01:00 - 07.07.2018 02:00","0","1866"
"07.07.2018 02:00 - 07.07.2018 03:00","0","1662"
"07.07.2018 03:00 - 07.07.2018 04:00","0","1661"
"07.07.2018 04:00 - 07.07.2018 05:00","0","1661"
"07.07.2018 05:00 - 07.07.2018 06:00","0","1661"
"07.07.2018 06:00 - 07.07.2018 07:00","0","1661"
"07.07.2018 07:00 - 07.07.2018 08:00","0","1661"
"07.07.2018 08:00 - 07.07.2018 09:00","0","1912"
"07.07.2018 09:00 - 07.07.2018 10:00","0","2019"
"07.07.2018 10:00 - 07.07.2018 11:00","0","2019"
"07.07.2018 11:00 - 07.07.2018 12:00","0","2020"
"07.07.2018 12:00 - 07.07.2018 13:00","0","2020"
"07.07.2018 13:00 - 07.07.2018 14:00","0","2020"
"07.07.2018 14:00 - 07.07.2018 15:00","0","1721"
"07.07.2018 15:00 - 07.07.2018 16:00","0","814"
"07.07.2018 16:00 - 07.07.2018 17:00","0","1315"
"07.07.2018 17:00 - 07.07.2018 18:00","0","1318"
"07.07.2018 18:00 - 07.07.2018 19:00","0","1318"
"07.07.2018 19:00 - 07.07.2018 20:00","0","1517"
"07.07.2018 20:00 - 07.07.2018 21:00","0","2022"
"07.07.2018 21:00 - 07.07.2018 22:00","0","2022"
"07.07.2018 22:00 - 07.07.2018 23:00","0","2022"
"07.07.2018 23:00 - 08.07.2018 00:00","0","2021"
"08.07.2018 00:00 - 08.07.2018 01:00","0","2021"
"08.07.2018 01:00 - 08.07.2018 02:00","0","1817"
"08.07.2018 02:00 - 08.07.2018 03:00","0","1709"
"08.07.2018 03:00 - 08.07.2018 04:00","0","1709"
"08.07.2018 04:00 - 08.07.2018 05:00","0","1709"
"08.07.2018 05:00 - 08.07.2018 06:00","0","1708"
"08.07.2018 06:00 - 08.07.2018 07:00","0","1707"
"08.07.2018 07:00 - 08.07.2018 08:00","0","1707"
"08.07.2018 08:00 - 08.07.2018 09:00","0","1711"
"08.07.2018 09:00 - 08.07.2018 10:00","0","1711"
"08.07.2018 10:00 - 08.07.2018 11:00","0","1913"
"08.07.2018 11:00 - 08.07.2018 12:00","0","2019"
"08.07.2018 12:00 - 08.07.2018 13:00","0","2020"
"08.07.2018 13:00 - 08.07.2018 14:00","0","2020"
"08.07.2018 14:00 - 08.07.2018 15:00","0","2021"
"08.07.2018 15:00 - 08.07.2018 16:00","0","2022"
"08.07.2018 16:00 - 08.07.2018 17:00","0","2020"
"08.07.2018 17:00 - 08.07.2018 18:00","0","2022"
"08.07.2018 18:00 - 08.07.2018 19:00","0","2023"
"08.07.2018 19:00 - 08.07.2018 20:00","0","2022"
"08.07.2018 20:00 - 08.07.2018 21:00","0","2023"
"08.07.2018 21:00 - 08.07.2018 22:00","0","2022"
"08.07.2018 22:00 - 08.07.2018 23:00","0","2022"
"08.07.2018 23:00 - 09.07.2018 00:00","0","2021"
"09.07.2018 00:00 - 09.07.2018 01:00","0","2020"
"09.07.2018 01:00 - 09.07.2018 02:00","0","1818"
"09.07.2018 02:00 - 09.07.2018 03:00","0","1818"
"09.07.2018 03:00 - 09.07.2018 04:00","0","1715"
"09.07.2018 04:00 - 09.07.2018 05:00","0","1717"
"09.07.2018 05:00 - 09.07.2018 06:00","0","1714"
"09.07.2018 06:00 - 09.07.2018 07:00","0","1913"
"09.07.2018 07:00 - 09.07.2018 08:00","0","1938"
"09.07.2018 08:00 - 09.07.2018 09:00","0","1938"
"09.07.2018 09:00 - 09.07.2018 10:00","0","2019"
"09.07.2018 10:00 - 09.07.2018 11:00","0","2019"
"09.07.2018 11:00 - 09.07.2018 12:00","0","1898"
"09.07.2018 12:00 - 09.07.2018 13:00","0","1662"
"09.07.2018 13:00 - 09.07.2018 14:00","0","1999"
"09.07.2018 14:00 - 09.07.2018 15:00","0","1770"
"09.07.2018 15:00 - 09.07.2018 16:00","0","1772"
"09.07.2018 16:00 - 09.07.2018 17:00","0","1772"
"09.07.2018 17:00 - 09.07.2018 18:00","0","1766"
"09.07.2018 18:00 - 09.07.2018 19:00","0","2021"
"09.07.2018 19:00 - 09.07.2018 20:00","0","2022"
"09.07.2018 20:00 - 09.07.2018 21:00","0","2023"
"09.07.2018 21:00 - 09.07.2018 22:00","0","2022"
"09.07.2018 22:00 - 09.07.2018 23:00","0","2021"
"09.07.2018 23:00 - 10.07.2018 00:00","0","2020"
"10.07.2018 00:00 - 10.07.2018 01:00","0","1817"
"10.07.2018 01:00 - 10.07.2018 02:00","0","1769"
"10.07.2018 02:00 - 10.07.2018 03:00","0","1713"
"10.07.2018 03:00 - 10.07.2018 04:00","0","1711"
"10.07.2018 04:00 - 10.07.2018 05:00","0","1711"
"10.07.2018 05:00 - 10.07.2018 06:00","0","1711"
"10.07.2018 06:00 - 10.07.2018 07:00","0","1814"
"10.07.2018 07:00 - 10.07.2018 08:00","0","2019"
"10.07.2018 08:00 - 10.07.2018 09:00","0","1963"
"10.07.2018 09:00 - 10.07.2018 10:00","0","2018"
"10.07.2018 10:00 - 10.07.2018 11:00","0","2019"
"10.07.2018 11:00 - 10.07.2018 12:00","0","2018"
"10.07.2018 12:00 - 10.07.2018 13:00","0","2018"
"10.07.2018 13:00 - 10.07.2018 14:00","0","2018"
"10.07.2018 14:00 - 10.07.2018 15:00","0","2018"
"10.07.2018 15:00 - 10.07.2018 16:00","0","2018"
"10.07.2018 16:00 - 10.07.2018 17:00","0","2019"
"10.07.2018 17:00 - 10.07.2018 18:00","0","1768"
"10.07.2018 18:00 - 10.07.2018 19:00","0","1772"
"10.07.2018 19:00 - 10.07.2018 20:00","0","1771"
"10.07.2018 20:00 - 10.07.2018 21:00","0","1817"
"10.07.2018 21:00 - 10.07.2018 22:00","0","1818"
"10.07.2018 22:00 - 10.07.2018 23:00","0","1818"
"10.07.2018 23:00 - 11.07.2018 00:00","0","1818"
"11.07.2018 00:00 - 11.07.2018 01:00","0","1817"
"11.07.2018 01:00 - 11.07.2018 02:00","0","1616"
"11.07.2018 02:00 - 11.07.2018 03:00","0","1614"
"11.07.2018 03:00 - 11.07.2018 04:00","0","1614"
"11.07.2018 04:00 - 11.07.2018 05:00","0","1614"
"11.07.2018 05:00 - 11.07.2018 06:00","0","1614"
"11.07.2018 06:00 - 11.07.2018 07:00","0","1660"
"11.07.2018 07:00 - 11.07.2018 08:00","0","1811"
"11.07.2018 08:00 - 11.07.2018 09:00","0","2017"
"11.07.2018 09:00 - 11.07.2018 10:00","0","1679"
"11.07.2018 10:00 - 11.07.2018 11:00","0","1676"
"11.07.2018 11:00 - 11.07.2018 12:00","0","1676"
"11.07.2018 12:00 - 11.07.2018 13:00","0","1676"
"11.07.2018 13:00 - 11.07.2018 14:00","0","1677"
"11.07.2018 14:00 - 11.07.2018 15:00","0","1478"
"11.07.2018 15:00 - 11.07.2018 16:00","0","1478"
"11.07.2018 16:00 - 11.07.2018 17:00","0","1478"
"11.07.2018 17:00 - 11.07.2018 18:00","0","1476"
"11.07.2018 18:00 - 11.07.2018 19:00","0","1769"
"11.07.2018 19:00 - 11.07.2018 20:00","0","1770"
"11.07.2018 20:00 - 11.07.2018 21:00","0","1415"
"11.07.2018 21:00 - 11.07.2018 22:00","0","1411"
"11.07.2018 22:00 - 11.07.2018 23:00","0","1415"
"11.07.2018 23:00 - 12.07.2018 00:00","0","1914"
"12.07.2018 00:00 - 12.07.2018 01:00","0","2019"
"12.07.2018 01:00 - 12.07.2018 02:00","0","1912"
"12.07.2018 02:00 - 12.07.2018 03:00","0","1816"
"12.07.2018 03:00 - 12.07.2018 04:00","0","909"
"12.07.2018 04:00 - 12.07.2018 05:00","0","908"
"12.07.2018 05:00 - 12.07.2018 06:00","0","908"
"12.07.2018 06:00 - 12.07.2018 07:00","0","907"
"12.07.2018 07:00 - 12.07.2018 08:00","0","905"
"12.07.2018 08:00 - 12.07.2018 09:00","0","1007"
"12.07.2018 09:00 - 12.07.2018 10:00","0","996"
"12.07.2018 10:00 - 12.07.2018 11:00","0","2012"
"12.07.2018 11:00 - 12.07.2018 12:00","0","2018"
"12.07.2018 12:00 - 12.07.2018 13:00","0","2019"
"12.07.2018 13:00 - 12.07.2018 14:00","0","2019"
"12.07.2018 14:00 - 12.07.2018 15:00","0","1313"
"12.07.2018 15:00 - 12.07.2018 16:00","0","1424"
"12.07.2018 16:00 - 12.07.2018 17:00","0","1818"
"12.07.2018 17:00 - 12.07.2018 18:00","0","1818"
"12.07.2018 18:00 - 12.07.2018 19:00","0","1818"
"12.07.2018 19:00 - 12.07.2018 20:00","0","1818"
"12.07.2018 20:00 - 12.07.2018 21:00","0","1818"
"12.07.2018 21:00 - 12.07.2018 22:00","0","1818"
"12.07.2018 22:00 - 12.07.2018 23:00","0","1818"
"12.07.2018 23:00 - 13.07.2018 00:00","0","1814"
"13.07.2018 00:00 - 13.07.2018 01:00","0","2018"
"13.07.2018 01:00 - 13.07.2018 02:00","0","1816"
"13.07.2018 02:00 - 13.07.2018 03:00","0","1818"
"13.07.2018 03:00 - 13.07.2018 04:00","0","1818"
"13.07.2018 04:00 - 13.07.2018 05:00","0","1818"
"13.07.2018 05:00 - 13.07.2018 06:00","0","1817"
"13.07.2018 06:00 - 13.07.2018 07:00","0","1512"
"13.07.2018 07:00 - 13.07.2018 08:00","0","1614"
"13.07.2018 08:00 - 13.07.2018 09:00","0","1816"
"13.07.2018 09:00 - 13.07.2018 10:00","0","1818"
"13.07.2018 10:00 - 13.07.2018 11:00","0","1710"
"13.07.2018 11:00 - 13.07.2018 12:00","0","1711"
"13.07.2018 12:00 - 13.07.2018 13:00","0","1711"
"13.07.2018 13:00 - 13.07.2018 14:00","0","1712"
"13.07.2018 14:00 - 13.07.2018 15:00","0","1712"
"13.07.2018 15:00 - 13.07.2018 16:00","0","1713"
"13.07.2018 16:00 - 13.07.2018 17:00","0","1715"
"13.07.2018 17:00 - 13.07.2018 18:00","0","1716"
"13.07.2018 18:00 - 13.07.2018 19:00","0","1716"
"13.07.2018 19:00 - 13.07.2018 20:00","0","1717"
"13.07.2018 20:00 - 13.07.2018 21:00","0","1717"
"13.07.2018 21:00 - 13.07.2018 22:00","0","1716"
"13.07.2018 22:00 - 13.07.2018 23:00","0","1817"
"13.07.2018 23:00 - 14.07.2018 00:00","0","1818"
"14.07.2018 00:00 - 14.07.2018 01:00","0","1818"
"14.07.2018 01:00 - 14.07.2018 02:00","0","1818"
"14.07.2018 02:00 - 14.07.2018 03:00","0","1818"
"14.07.2018 03:00 - 14.07.2018 04:00","0","1713"
"14.07.2018 04:00 - 14.07.2018 05:00","0","1713"
"14.07.2018 05:00 - 14.07.2018 06:00","0","1713"
"14.07.2018 06:00 - 14.07.2018 07:00","0","1714"
"14.07.2018 07:00 - 14.07.2018 08:00","0","1712"
"14.07.2018 08:00 - 14.07.2018 09:00","0","1714"
"14.07.2018 09:00 - 14.07.2018 10:00","0","1717"
"14.07.2018 10:00 - 14.07.2018 11:00","0","1717"
"14.07.2018 11:00 - 14.07.2018 12:00","0","1717"
"14.07.2018 12:00 - 14.07.2018 13:00","0","1717"
"14.07.2018 13:00 - 14.07.2018 14:00","0","1717"
"14.07.2018 14:00 - 14.07.2018 15:00","0","1718"
"14.07.2018 15:00 - 14.07.2018 16:00","0","1220"
"14.07.2018 16:00 - 14.07.2018 17:00","0","1220"
"14.07.2018 17:00 - 14.07.2018 18:00","0","1220"
"14.07.2018 18:00 - 14.07.2018 19:00","0","1221"
"14.07.2018 19:00 - 14.07.2018 20:00","0","1219"
"14.07.2018 20:00 - 14.07.2018 21:00","0","1453"
"14.07.2018 21:00 - 14.07.2018 22:00","0","1454"
"14.07.2018 22:00 - 14.07.2018 23:00","0","1557"
"14.07.2018 23:00 - 15.07.2018 00:00","0","1659"
"15.07.2018 00:00 - 15.07.2018 01:00","0","1916"
"15.07.2018 01:00 - 15.07.2018 02:00","0","1767"
"15.07.2018 02:00 - 15.07.2018 03:00","0","1767"
"15.07.2018 03:00 - 15.07.2018 04:00","0","1716"
"15.07.2018 04:00 - 15.07.2018 05:00","0","1661"
"15.07.2018 05:00 - 15.07.2018 06:00","0","1615"
"15.07.2018 06:00 - 15.07.2018 07:00","0","1614"
"15.07.2018 07:00 - 15.07.2018 08:00","0","1614"
"15.07.2018 08:00 - 15.07.2018 09:00","0","1716"
"15.07.2018 09:00 - 15.07.2018 10:00","0","1717"
"15.07.2018 10:00 - 15.07.2018 11:00","0","1717"
"15.07.2018 11:00 - 15.07.2018 12:00","0","1770"
"15.07.2018 12:00 - 15.07.2018 13:00","0","1770"
"15.07.2018 13:00 - 15.07.2018 14:00","0","1769"
"15.07.2018 14:00 - 15.07.2018 15:00","0","1817"
"15.07.2018 15:00 - 15.07.2018 16:00","0","1819"
"15.07.2018 16:00 - 15.07.2018 17:00","0","1118"
"15.07.2018 17:00 - 15.07.2018 18:00","0","1114"
"15.07.2018 18:00 - 15.07.2018 19:00","0","1272"
"15.07.2018 19:00 - 15.07.2018 20:00","0","1114"
"15.07.2018 20:00 - 15.07.2018 21:00","0","1616"
"15.07.2018 21:00 - 15.07.2018 22:00","0","1617"
"15.07.2018 22:00 - 15.07.2018 23:00","0","1616"
"15.07.2018 23:00 - 16.07.2018 00:00","0","1616"
"16.07.2018 00:00 - 16.07.2018 01:00","0","1867"
"16.07.2018 01:00 - 16.07.2018 02:00","0","1868"
"16.07.2018 02:00 - 16.07.2018 03:00","0","1819"
"16.07.2018 03:00 - 16.07.2018 04:00","0","1818"
"16.07.2018 04:00 - 16.07.2018 05:00","0","1818"
"16.07.2018 05:00 - 16.07.2018 06:00","0","1817"
"16.07.2018 06:00 - 16.07.2018 07:00","0","1616"
"16.07.2018 07:00 - 16.07.2018 08:00","0","1717"
"16.07.2018 08:00 - 16.07.2018 09:00","0","1717"
"16.07.2018 09:00 - 16.07.2018 10:00","0","1717"
"16.07.2018 10:00 - 16.07.2018 11:00","0","1717"
"16.07.2018 11:00 - 16.07.2018 12:00","0","1717"
"16.07.2018 12:00 - 16.07.2018 13:00","0","1717"
"16.07.2018 13:00 - 16.07.2018 14:00","0","1717"
"16.07.2018 14:00 - 16.07.2018 15:00","0","1717"
"16.07.2018 15:00 - 16.07.2018 16:00","0","1717"
"16.07.2018 16:00 - 16.07.2018 17:00","0","1718"
"16.07.2018 17:00 - 16.07.2018 18:00","0","2021"
"16.07.2018 18:00 - 16.07.2018 19:00","0","2021"
"16.07.2018 19:00 - 16.07.2018 20:00","0","2021"
"16.07.2018 20:00 - 16.07.2018 21:00","0","2022"
"16.07.2018 21:00 - 16.07.2018 22:00","0","2020"
"16.07.2018 22:00 - 16.07.2018 23:00","0","2021"
"16.07.2018 23:00 - 17.07.2018 00:00","0","2020"
"17.07.2018 00:00 - 17.07.2018 01:00","0","2020"
"17.07.2018 01:00 - 17.07.2018 02:00","0","1917"
"17.07.2018 02:00 - 17.07.2018 03:00","0","1859"
"17.07.2018 03:00 - 17.07.2018 04:00","0","1707"
"17.07.2018 04:00 - 17.07.2018 05:00","0","1660"
"17.07.2018 05:00 - 17.07.2018 06:00","0","1552"
"17.07.2018 06:00 - 17.07.2018 07:00","0","1551"
"17.07.2018 07:00 - 17.07.2018 08:00","0","1716"
"17.07.2018 08:00 - 17.07.2018 09:00","0","1717"
"17.07.2018 09:00 - 17.07.2018 10:00","0","1717"
"17.07.2018 10:00 - 17.07.2018 11:00","0","1717"
"17.07.2018 11:00 - 17.07.2018 12:00","0","1717"
"17.07.2018 12:00 - 17.07.2018 13:00","0","1717"
"17.07.2018 13:00 - 17.07.2018 14:00","0","1717"
"17.07.2018 14:00 - 17.07.2018 15:00","0","1717"
"17.07.2018 15:00 - 17.07.2018 16:00","0","1717"
"17.07.2018 16:00 - 17.07.2018 17:00","0","1718"
"17.07.2018 17:00 - 17.07.2018 18:00","0","2019"
"17.07.2018 18:00 - 17.07.2018 19:00","0","2021"
"17.07.2018 19:00 - 17.07.2018 20:00","0","2021"
"17.07.2018 20:00 - 17.07.2018 21:00","0","1819"
"17.07.2018 21:00 - 17.07.2018 22:00","0","1818"
"17.07.2018 22:00 - 17.07.2018 23:00","0","1818"
"17.07.2018 23:00 - 18.07.2018 00:00","0","1817"
"18.07.2018 00:00 - 18.07.2018 01:00","0","2018"
"18.07.2018 01:00 - 18.07.2018 02:00","0","2019"
"18.07.2018 02:00 - 18.07.2018 03:00","0","1818"
"18.07.2018 03:00 - 18.07.2018 04:00","0","1818"
"18.07.2018 04:00 - 18.07.2018 05:00","0","1818"
"18.07.2018 05:00 - 18.07.2018 06:00","0","1818"
"18.07.2018 06:00 - 18.07.2018 07:00","0","1818"
"18.07.2018 07:00 - 18.07.2018 08:00","0","1818"
"18.07.2018 08:00 - 18.07.2018 09:00","0","1818"
"18.07.2018 09:00 - 18.07.2018 10:00","0","1818"
"18.07.2018 10:00 - 18.07.2018 11:00","0","1818"
"18.07.2018 11:00 - 18.07.2018 12:00","0","1818"
"18.07.2018 12:00 - 18.07.2018 13:00","0","1818"
"18.07.2018 13:00 - 18.07.2018 14:00","0","1818"
"18.07.2018 14:00 - 18.07.2018 15:00","0","1917"
"18.07.2018 15:00 - 18.07.2018 16:00","0","1916"
"18.07.2018 16:00 - 18.07.2018 17:00","0","1916"
"18.07.2018 17:00 - 18.07.2018 18:00","0","2020"
