"Time (CET)","Hungary (HU) > Croatia (HR) [MW]","Croatia (HR) > Hungary (HU) [MW]"
"20.06.2018 19:00 - 20.06.2018 20:00","0","388"
"20.06.2018 20:00 - 20.06.2018 21:00","0","284"
"20.06.2018 21:00 - 20.06.2018 22:00","0","231"
"20.06.2018 22:00 - 20.06.2018 23:00","0","66"
"20.06.2018 23:00 - 21.06.2018 00:00","252","0"
"21.06.2018 00:00 - 21.06.2018 01:00","415","0"
"21.06.2018 01:00 - 21.06.2018 02:00","466","0"
"21.06.2018 02:00 - 21.06.2018 03:00","430","0"
"21.06.2018 03:00 - 21.06.2018 04:00","421","0"
"21.06.2018 04:00 - 21.06.2018 05:00","401","0"
"21.06.2018 05:00 - 21.06.2018 06:00","386","0"
"21.06.2018 06:00 - 21.06.2018 07:00","13","0"
"21.06.2018 07:00 - 21.06.2018 08:00","0","165"
"21.06.2018 08:00 - 21.06.2018 09:00","0","136"
"21.06.2018 09:00 - 21.06.2018 10:00","0","59"
"21.06.2018 10:00 - 21.06.2018 11:00","0","64"
"21.06.2018 11:00 - 21.06.2018 12:00","0","100"
"21.06.2018 12:00 - 21.06.2018 13:00","0","143"
"21.06.2018 13:00 - 21.06.2018 14:00","0","150"
"21.06.2018 14:00 - 21.06.2018 15:00","0","113"
"21.06.2018 15:00 - 21.06.2018 16:00","0","83"
"21.06.2018 16:00 - 21.06.2018 17:00","0","70"
"21.06.2018 17:00 - 21.06.2018 18:00","0","40"
"21.06.2018 18:00 - 21.06.2018 19:00","32","0"
"21.06.2018 19:00 - 21.06.2018 20:00","0","5"
"21.06.2018 20:00 - 21.06.2018 21:00","0","21"
"21.06.2018 21:00 - 21.06.2018 22:00","1","0"
"21.06.2018 22:00 - 21.06.2018 23:00","284","0"
"21.06.2018 23:00 - 22.06.2018 00:00","476","0"
"22.06.2018 00:00 - 22.06.2018 01:00","586","0"
"22.06.2018 01:00 - 22.06.2018 02:00","606","0"
"22.06.2018 02:00 - 22.06.2018 03:00","682","0"
"22.06.2018 03:00 - 22.06.2018 04:00","633","0"
"22.06.2018 04:00 - 22.06.2018 05:00","589","0"
"22.06.2018 05:00 - 22.06.2018 06:00","535","0"
"22.06.2018 06:00 - 22.06.2018 07:00","150","0"
"22.06.2018 07:00 - 22.06.2018 08:00","25","0"
"22.06.2018 08:00 - 22.06.2018 09:00","0","10"
"22.06.2018 09:00 - 22.06.2018 10:00","35","0"
"22.06.2018 10:00 - 22.06.2018 11:00","58","0"
"22.06.2018 11:00 - 22.06.2018 12:00","21","0"
"22.06.2018 12:00 - 22.06.2018 13:00","14","0"
"22.06.2018 13:00 - 22.06.2018 14:00","8","0"
"22.06.2018 14:00 - 22.06.2018 15:00","1","0"
"22.06.2018 15:00 - 22.06.2018 16:00","62","0"
"22.06.2018 16:00 - 22.06.2018 17:00","85","0"
"22.06.2018 17:00 - 22.06.2018 18:00","93","0"
"22.06.2018 18:00 - 22.06.2018 19:00","172","0"
"22.06.2018 19:00 - 22.06.2018 20:00","183","0"
"22.06.2018 20:00 - 22.06.2018 21:00","225","0"
"22.06.2018 21:00 - 22.06.2018 22:00","280","0"
"22.06.2018 22:00 - 22.06.2018 23:00","358","0"
"22.06.2018 23:00 - 23.06.2018 00:00","448","0"
"23.06.2018 00:00 - 23.06.2018 01:00","555","0"
"23.06.2018 01:00 - 23.06.2018 02:00","567","0"
"23.06.2018 02:00 - 23.06.2018 03:00","544","0"
"23.06.2018 03:00 - 23.06.2018 04:00","421","0"
"23.06.2018 04:00 - 23.06.2018 05:00","427","0"
"23.06.2018 05:00 - 23.06.2018 06:00","397","0"
"23.06.2018 06:00 - 23.06.2018 07:00","287","0"
"23.06.2018 07:00 - 23.06.2018 08:00","259","0"
"23.06.2018 08:00 - 23.06.2018 09:00","235","0"
"23.06.2018 09:00 - 23.06.2018 10:00","161","0"
"23.06.2018 10:00 - 23.06.2018 11:00","246","0"
"23.06.2018 11:00 - 23.06.2018 12:00","230","0"
"23.06.2018 12:00 - 23.06.2018 13:00","373","0"
"23.06.2018 13:00 - 23.06.2018 14:00","470","0"
"23.06.2018 14:00 - 23.06.2018 15:00","526","0"
"23.06.2018 15:00 - 23.06.2018 16:00","522","0"
"23.06.2018 16:00 - 23.06.2018 17:00","531","0"
"23.06.2018 17:00 - 23.06.2018 18:00","501","0"
"23.06.2018 18:00 - 23.06.2018 19:00","472","0"
"23.06.2018 19:00 - 23.06.2018 20:00","431","0"
"23.06.2018 20:00 - 23.06.2018 21:00","432","0"
"23.06.2018 21:00 - 23.06.2018 22:00","400","0"
"23.06.2018 22:00 - 23.06.2018 23:00","480","0"
"23.06.2018 23:00 - 24.06.2018 00:00","445","0"
"24.06.2018 00:00 - 24.06.2018 01:00","564","0"
"24.06.2018 01:00 - 24.06.2018 02:00","519","0"
"24.06.2018 02:00 - 24.06.2018 03:00","550","0"
"24.06.2018 03:00 - 24.06.2018 04:00","485","0"
"24.06.2018 04:00 - 24.06.2018 05:00","450","0"
"24.06.2018 05:00 - 24.06.2018 06:00","378","0"
"24.06.2018 06:00 - 24.06.2018 07:00","260","0"
"24.06.2018 07:00 - 24.06.2018 08:00","348","0"
"24.06.2018 08:00 - 24.06.2018 09:00","374","0"
"24.06.2018 09:00 - 24.06.2018 10:00","341","0"
"24.06.2018 10:00 - 24.06.2018 11:00","333","0"
"24.06.2018 11:00 - 24.06.2018 12:00","261","0"
"24.06.2018 12:00 - 24.06.2018 13:00","369","0"
"24.06.2018 13:00 - 24.06.2018 14:00","392","0"
"24.06.2018 14:00 - 24.06.2018 15:00","387","0"
"24.06.2018 15:00 - 24.06.2018 16:00","336","0"
"24.06.2018 16:00 - 24.06.2018 17:00","279","0"
"24.06.2018 17:00 - 24.06.2018 18:00","327","0"
"24.06.2018 18:00 - 24.06.2018 19:00","215","0"
"24.06.2018 19:00 - 24.06.2018 20:00","217","0"
"24.06.2018 20:00 - 24.06.2018 21:00","222","0"
"24.06.2018 21:00 - 24.06.2018 22:00","245","0"
"24.06.2018 22:00 - 24.06.2018 23:00","301","0"
"24.06.2018 23:00 - 25.06.2018 00:00","418","0"
"25.06.2018 00:00 - 25.06.2018 01:00","459","0"
"25.06.2018 01:00 - 25.06.2018 02:00","397","0"
"25.06.2018 02:00 - 25.06.2018 03:00","378","0"
"25.06.2018 03:00 - 25.06.2018 04:00","328","0"
"25.06.2018 04:00 - 25.06.2018 05:00","346","0"
"25.06.2018 05:00 - 25.06.2018 06:00","281","0"
"25.06.2018 06:00 - 25.06.2018 07:00","0","47"
"25.06.2018 07:00 - 25.06.2018 08:00","0","188"
"25.06.2018 08:00 - 25.06.2018 09:00","0","218"
"25.06.2018 09:00 - 25.06.2018 10:00","0","170"
"25.06.2018 10:00 - 25.06.2018 11:00","0","89"
"25.06.2018 11:00 - 25.06.2018 12:00","0","106"
"25.06.2018 12:00 - 25.06.2018 13:00","0","14"
"25.06.2018 13:00 - 25.06.2018 14:00","74","0"
"25.06.2018 14:00 - 25.06.2018 15:00","63","0"
"25.06.2018 15:00 - 25.06.2018 16:00","45","0"
"25.06.2018 16:00 - 25.06.2018 17:00","16","0"
"25.06.2018 17:00 - 25.06.2018 18:00","0","30"
"25.06.2018 18:00 - 25.06.2018 19:00","0","22"
"25.06.2018 19:00 - 25.06.2018 20:00","0","91"
"25.06.2018 20:00 - 25.06.2018 21:00","0","19"
"25.06.2018 21:00 - 25.06.2018 22:00","74","0"
"25.06.2018 22:00 - 25.06.2018 23:00","205","0"
"25.06.2018 23:00 - 26.06.2018 00:00","410","0"
"26.06.2018 00:00 - 26.06.2018 01:00","412","0"
"26.06.2018 01:00 - 26.06.2018 02:00","331","0"
"26.06.2018 02:00 - 26.06.2018 03:00","258","0"
"26.06.2018 03:00 - 26.06.2018 04:00","204","0"
"26.06.2018 04:00 - 26.06.2018 05:00","172","0"
"26.06.2018 05:00 - 26.06.2018 06:00","148","0"
"26.06.2018 06:00 - 26.06.2018 07:00","6","0"
"26.06.2018 07:00 - 26.06.2018 08:00","0","78"
"26.06.2018 08:00 - 26.06.2018 09:00","0","230"
"26.06.2018 09:00 - 26.06.2018 10:00","0","227"
"26.06.2018 10:00 - 26.06.2018 11:00","0","194"
"26.06.2018 11:00 - 26.06.2018 12:00","0","123"
"26.06.2018 12:00 - 26.06.2018 13:00","0","4"
"26.06.2018 13:00 - 26.06.2018 14:00","42","0"
"26.06.2018 14:00 - 26.06.2018 15:00","54","0"
"26.06.2018 15:00 - 26.06.2018 16:00","59","0"
"26.06.2018 16:00 - 26.06.2018 17:00","27","0"
"26.06.2018 17:00 - 26.06.2018 18:00","0","0"
"26.06.2018 18:00 - 26.06.2018 19:00","0","124"
"26.06.2018 19:00 - 26.06.2018 20:00","0","186"
"26.06.2018 20:00 - 26.06.2018 21:00","0","129"
"26.06.2018 21:00 - 26.06.2018 22:00","0","120"
"26.06.2018 22:00 - 26.06.2018 23:00","168","0"
"26.06.2018 23:00 - 27.06.2018 00:00","347","0"
"27.06.2018 00:00 - 27.06.2018 01:00","345","0"
"27.06.2018 01:00 - 27.06.2018 02:00","272","0"
"27.06.2018 02:00 - 27.06.2018 03:00","197","0"
"27.06.2018 03:00 - 27.06.2018 04:00","162","0"
"27.06.2018 04:00 - 27.06.2018 05:00","239","0"
"27.06.2018 05:00 - 27.06.2018 06:00","268","0"
"27.06.2018 06:00 - 27.06.2018 07:00","49","0"
"27.06.2018 07:00 - 27.06.2018 08:00","0","33"
"27.06.2018 08:00 - 27.06.2018 09:00","0","137"
"27.06.2018 09:00 - 27.06.2018 10:00","0","125"
"27.06.2018 10:00 - 27.06.2018 11:00","0","44"
"27.06.2018 11:00 - 27.06.2018 12:00","0","23"
"27.06.2018 12:00 - 27.06.2018 13:00","43","0"
"27.06.2018 13:00 - 27.06.2018 14:00","67","0"
"27.06.2018 14:00 - 27.06.2018 15:00","48","0"
"27.06.2018 15:00 - 27.06.2018 16:00","12","0"
"27.06.2018 16:00 - 27.06.2018 17:00","2","0"
"27.06.2018 17:00 - 27.06.2018 18:00","0","52"
"27.06.2018 18:00 - 27.06.2018 19:00","0","25"
"27.06.2018 19:00 - 27.06.2018 20:00","0","0"
"27.06.2018 20:00 - 27.06.2018 21:00","16","0"
"27.06.2018 21:00 - 27.06.2018 22:00","75","0"
"27.06.2018 22:00 - 27.06.2018 23:00","353","0"
"27.06.2018 23:00 - 28.06.2018 00:00","468","0"
"28.06.2018 00:00 - 28.06.2018 01:00","539","0"
"28.06.2018 01:00 - 28.06.2018 02:00","454","0"
"28.06.2018 02:00 - 28.06.2018 03:00","378","0"
"28.06.2018 03:00 - 28.06.2018 04:00","345","0"
"28.06.2018 04:00 - 28.06.2018 05:00","314","0"
"28.06.2018 05:00 - 28.06.2018 06:00","326","0"
"28.06.2018 06:00 - 28.06.2018 07:00","123","0"
"28.06.2018 07:00 - 28.06.2018 08:00","99","0"
"28.06.2018 08:00 - 28.06.2018 09:00","0","63"
"28.06.2018 09:00 - 28.06.2018 10:00","0","176"
"28.06.2018 10:00 - 28.06.2018 11:00","0","167"
"28.06.2018 11:00 - 28.06.2018 12:00","0","174"
"28.06.2018 12:00 - 28.06.2018 13:00","0","146"
"28.06.2018 13:00 - 28.06.2018 14:00","0","89"
"28.06.2018 14:00 - 28.06.2018 15:00","0","131"
"28.06.2018 15:00 - 28.06.2018 16:00","0","63"
"28.06.2018 16:00 - 28.06.2018 17:00","0","52"
"28.06.2018 17:00 - 28.06.2018 18:00","0","23"
"28.06.2018 18:00 - 28.06.2018 19:00","64","0"
"28.06.2018 19:00 - 28.06.2018 20:00","83","0"
"28.06.2018 20:00 - 28.06.2018 21:00","87","0"
"28.06.2018 21:00 - 28.06.2018 22:00","146","0"
"28.06.2018 22:00 - 28.06.2018 23:00","427","0"
"28.06.2018 23:00 - 29.06.2018 00:00","539","0"
"29.06.2018 00:00 - 29.06.2018 01:00","608","0"
"29.06.2018 01:00 - 29.06.2018 02:00","541","0"
"29.06.2018 02:00 - 29.06.2018 03:00","412","0"
"29.06.2018 03:00 - 29.06.2018 04:00","409","0"
"29.06.2018 04:00 - 29.06.2018 05:00","447","0"
"29.06.2018 05:00 - 29.06.2018 06:00","403","0"
"29.06.2018 06:00 - 29.06.2018 07:00","85","0"
"29.06.2018 07:00 - 29.06.2018 08:00","10","0"
"29.06.2018 08:00 - 29.06.2018 09:00","18","0"
"29.06.2018 09:00 - 29.06.2018 10:00","136","0"
"29.06.2018 10:00 - 29.06.2018 11:00","166","0"
"29.06.2018 11:00 - 29.06.2018 12:00","214","0"
"29.06.2018 12:00 - 29.06.2018 13:00","280","0"
"29.06.2018 13:00 - 29.06.2018 14:00","304","0"
"29.06.2018 14:00 - 29.06.2018 15:00","236","0"
"29.06.2018 15:00 - 29.06.2018 16:00","182","0"
"29.06.2018 16:00 - 29.06.2018 17:00","169","0"
"29.06.2018 17:00 - 29.06.2018 18:00","147","0"
"29.06.2018 18:00 - 29.06.2018 19:00","133","0"
"29.06.2018 19:00 - 29.06.2018 20:00","131","0"
"29.06.2018 20:00 - 29.06.2018 21:00","161","0"
"29.06.2018 21:00 - 29.06.2018 22:00","261","0"
"29.06.2018 22:00 - 29.06.2018 23:00","440","0"
"29.06.2018 23:00 - 30.06.2018 00:00","603","0"
"30.06.2018 00:00 - 30.06.2018 01:00","567","0"
"30.06.2018 01:00 - 30.06.2018 02:00","546","0"
"30.06.2018 02:00 - 30.06.2018 03:00","480","0"
"30.06.2018 03:00 - 30.06.2018 04:00","450","0"
"30.06.2018 04:00 - 30.06.2018 05:00","440","0"
"30.06.2018 05:00 - 30.06.2018 06:00","403","0"
"30.06.2018 06:00 - 30.06.2018 07:00","270","0"
"30.06.2018 07:00 - 30.06.2018 08:00","386","0"
"30.06.2018 08:00 - 30.06.2018 09:00","488","0"
"30.06.2018 09:00 - 30.06.2018 10:00","461","0"
"30.06.2018 10:00 - 30.06.2018 11:00","500","0"
"30.06.2018 11:00 - 30.06.2018 12:00","551","0"
"30.06.2018 12:00 - 30.06.2018 13:00","643","0"
"30.06.2018 13:00 - 30.06.2018 14:00","744","0"
"30.06.2018 14:00 - 30.06.2018 15:00","759","0"
"30.06.2018 15:00 - 30.06.2018 16:00","754","0"
"30.06.2018 16:00 - 30.06.2018 17:00","687","0"
"30.06.2018 17:00 - 30.06.2018 18:00","489","0"
"30.06.2018 18:00 - 30.06.2018 19:00","418","0"
"30.06.2018 19:00 - 30.06.2018 20:00","335","0"
"30.06.2018 20:00 - 30.06.2018 21:00","281","0"
"30.06.2018 21:00 - 30.06.2018 22:00","378","0"
"30.06.2018 22:00 - 30.06.2018 23:00","513","0"
"30.06.2018 23:00 - 01.07.2018 00:00","556","0"
"01.07.2018 00:00 - 01.07.2018 01:00","656","0"
"01.07.2018 01:00 - 01.07.2018 02:00","648","0"
"01.07.2018 02:00 - 01.07.2018 03:00","551","0"
"01.07.2018 03:00 - 01.07.2018 04:00","438","0"
"01.07.2018 04:00 - 01.07.2018 05:00","410","0"
"01.07.2018 05:00 - 01.07.2018 06:00","374","0"
"01.07.2018 06:00 - 01.07.2018 07:00","255","0"
"01.07.2018 07:00 - 01.07.2018 08:00","316","0"
"01.07.2018 08:00 - 01.07.2018 09:00","425","0"
"01.07.2018 09:00 - 01.07.2018 10:00","395","0"
"01.07.2018 10:00 - 01.07.2018 11:00","389","0"
"01.07.2018 11:00 - 01.07.2018 12:00","437","0"
"01.07.2018 12:00 - 01.07.2018 13:00","434","0"
"01.07.2018 13:00 - 01.07.2018 14:00","454","0"
"01.07.2018 14:00 - 01.07.2018 15:00","438","0"
"01.07.2018 15:00 - 01.07.2018 16:00","405","0"
"01.07.2018 16:00 - 01.07.2018 17:00","354","0"
"01.07.2018 17:00 - 01.07.2018 18:00","338","0"
"01.07.2018 18:00 - 01.07.2018 19:00","296","0"
"01.07.2018 19:00 - 01.07.2018 20:00","182","0"
"01.07.2018 20:00 - 01.07.2018 21:00","132","0"
"01.07.2018 21:00 - 01.07.2018 22:00","216","0"
"01.07.2018 22:00 - 01.07.2018 23:00","311","0"
"01.07.2018 23:00 - 02.07.2018 00:00","459","0"
"02.07.2018 00:00 - 02.07.2018 01:00","481","0"
"02.07.2018 01:00 - 02.07.2018 02:00","457","0"
"02.07.2018 02:00 - 02.07.2018 03:00","320","0"
"02.07.2018 03:00 - 02.07.2018 04:00","287","0"
"02.07.2018 04:00 - 02.07.2018 05:00","352","0"
"02.07.2018 05:00 - 02.07.2018 06:00","357","0"
"02.07.2018 06:00 - 02.07.2018 07:00","88","0"
"02.07.2018 07:00 - 02.07.2018 08:00","70","0"
"02.07.2018 08:00 - 02.07.2018 09:00","110","0"
"02.07.2018 09:00 - 02.07.2018 10:00","137","0"
"02.07.2018 10:00 - 02.07.2018 11:00","222","0"
"02.07.2018 11:00 - 02.07.2018 12:00","206","0"
"02.07.2018 12:00 - 02.07.2018 13:00","157","0"
"02.07.2018 13:00 - 02.07.2018 14:00","169","0"
"02.07.2018 14:00 - 02.07.2018 15:00","179","0"
"02.07.2018 15:00 - 02.07.2018 16:00","103","0"
"02.07.2018 16:00 - 02.07.2018 17:00","78","0"
"02.07.2018 17:00 - 02.07.2018 18:00","0","15"
"02.07.2018 18:00 - 02.07.2018 19:00","0","12"
"02.07.2018 19:00 - 02.07.2018 20:00","0","33"
"02.07.2018 20:00 - 02.07.2018 21:00","36","0"
"02.07.2018 21:00 - 02.07.2018 22:00","38","0"
"02.07.2018 22:00 - 02.07.2018 23:00","190","0"
"02.07.2018 23:00 - 03.07.2018 00:00","375","0"
"03.07.2018 00:00 - 03.07.2018 01:00","443","0"
"03.07.2018 01:00 - 03.07.2018 02:00","395","0"
"03.07.2018 02:00 - 03.07.2018 03:00","288","0"
"03.07.2018 03:00 - 03.07.2018 04:00","256","0"
"03.07.2018 04:00 - 03.07.2018 05:00","244","0"
"03.07.2018 05:00 - 03.07.2018 06:00","297","0"
"03.07.2018 06:00 - 03.07.2018 07:00","56","0"
"03.07.2018 07:00 - 03.07.2018 08:00","0","128"
"03.07.2018 08:00 - 03.07.2018 09:00","0","80"
"03.07.2018 09:00 - 03.07.2018 10:00","0","95"
"03.07.2018 10:00 - 03.07.2018 11:00","7","0"
"03.07.2018 11:00 - 03.07.2018 12:00","41","0"
"03.07.2018 12:00 - 03.07.2018 13:00","82","0"
"03.07.2018 13:00 - 03.07.2018 14:00","142","0"
"03.07.2018 14:00 - 03.07.2018 15:00","127","0"
"03.07.2018 15:00 - 03.07.2018 16:00","99","0"
"03.07.2018 16:00 - 03.07.2018 17:00","102","0"
"03.07.2018 17:00 - 03.07.2018 18:00","0","42"
"03.07.2018 18:00 - 03.07.2018 19:00","0","203"
"03.07.2018 19:00 - 03.07.2018 20:00","0","232"
"03.07.2018 20:00 - 03.07.2018 21:00","0","183"
"03.07.2018 21:00 - 03.07.2018 22:00","0","191"
"03.07.2018 22:00 - 03.07.2018 23:00","26","0"
"03.07.2018 23:00 - 04.07.2018 00:00","242","0"
"04.07.2018 00:00 - 04.07.2018 01:00","415","0"
"04.07.2018 01:00 - 04.07.2018 02:00","463","0"
"04.07.2018 02:00 - 04.07.2018 03:00","401","0"
"04.07.2018 03:00 - 04.07.2018 04:00","386","0"
"04.07.2018 04:00 - 04.07.2018 05:00","412","0"
"04.07.2018 05:00 - 04.07.2018 06:00","421","0"
"04.07.2018 06:00 - 04.07.2018 07:00","0","18"
"04.07.2018 07:00 - 04.07.2018 08:00","0","243"
"04.07.2018 08:00 - 04.07.2018 09:00","0","229"
"04.07.2018 09:00 - 04.07.2018 10:00","0","205"
"04.07.2018 10:00 - 04.07.2018 11:00","0","113"
"04.07.2018 11:00 - 04.07.2018 12:00","0","46"
"04.07.2018 12:00 - 04.07.2018 13:00","14","0"
"04.07.2018 13:00 - 04.07.2018 14:00","50","0"
"04.07.2018 14:00 - 04.07.2018 15:00","34","0"
"04.07.2018 15:00 - 04.07.2018 16:00","5","0"
"04.07.2018 16:00 - 04.07.2018 17:00","0","61"
"04.07.2018 17:00 - 04.07.2018 18:00","0","186"
"04.07.2018 18:00 - 04.07.2018 19:00","0","306"
"04.07.2018 19:00 - 04.07.2018 20:00","0","284"
"04.07.2018 20:00 - 04.07.2018 21:00","0","211"
"04.07.2018 21:00 - 04.07.2018 22:00","0","138"
"04.07.2018 22:00 - 04.07.2018 23:00","11","0"
"04.07.2018 23:00 - 05.07.2018 00:00","351","0"
"05.07.2018 00:00 - 05.07.2018 01:00","500","0"
"05.07.2018 01:00 - 05.07.2018 02:00","595","0"
"05.07.2018 02:00 - 05.07.2018 03:00","548","0"
"05.07.2018 03:00 - 05.07.2018 04:00","514","0"
"05.07.2018 04:00 - 05.07.2018 05:00","534","0"
"05.07.2018 05:00 - 05.07.2018 06:00","533","0"
"05.07.2018 06:00 - 05.07.2018 07:00","248","0"
"05.07.2018 07:00 - 05.07.2018 08:00","16","0"
"05.07.2018 08:00 - 05.07.2018 09:00","0","0"
"05.07.2018 09:00 - 05.07.2018 10:00","51","0"
"05.07.2018 10:00 - 05.07.2018 11:00","65","0"
"05.07.2018 11:00 - 05.07.2018 12:00","92","0"
"05.07.2018 12:00 - 05.07.2018 13:00","167","0"
"05.07.2018 13:00 - 05.07.2018 14:00","228","0"
"05.07.2018 14:00 - 05.07.2018 15:00","243","0"
"05.07.2018 15:00 - 05.07.2018 16:00","202","0"
"05.07.2018 16:00 - 05.07.2018 17:00","177","0"
"05.07.2018 17:00 - 05.07.2018 18:00","193","0"
"05.07.2018 18:00 - 05.07.2018 19:00","112","0"
"05.07.2018 19:00 - 05.07.2018 20:00","99","0"
"05.07.2018 20:00 - 05.07.2018 21:00","139","0"
"05.07.2018 21:00 - 05.07.2018 22:00","205","0"
"05.07.2018 22:00 - 05.07.2018 23:00","449","0"
"05.07.2018 23:00 - 06.07.2018 00:00","486","0"
"06.07.2018 00:00 - 06.07.2018 01:00","641","0"
"06.07.2018 01:00 - 06.07.2018 02:00","718","0"
"06.07.2018 02:00 - 06.07.2018 03:00","724","0"
"06.07.2018 03:00 - 06.07.2018 04:00","620","0"
"06.07.2018 04:00 - 06.07.2018 05:00","662","0"
"06.07.2018 05:00 - 06.07.2018 06:00","615","0"
"06.07.2018 06:00 - 06.07.2018 07:00","329","0"
"06.07.2018 07:00 - 06.07.2018 08:00","135","0"
"06.07.2018 08:00 - 06.07.2018 09:00","14","0"
"06.07.2018 09:00 - 06.07.2018 10:00","66","0"
"06.07.2018 10:00 - 06.07.2018 11:00","148","0"
"06.07.2018 11:00 - 06.07.2018 12:00","218","0"
"06.07.2018 12:00 - 06.07.2018 13:00","342","0"
"06.07.2018 13:00 - 06.07.2018 14:00","422","0"
"06.07.2018 14:00 - 06.07.2018 15:00","428","0"
"06.07.2018 15:00 - 06.07.2018 16:00","410","0"
"06.07.2018 16:00 - 06.07.2018 17:00","331","0"
"06.07.2018 17:00 - 06.07.2018 18:00","317","0"
"06.07.2018 18:00 - 06.07.2018 19:00","315","0"
"06.07.2018 19:00 - 06.07.2018 20:00","291","0"
"06.07.2018 20:00 - 06.07.2018 21:00","411","0"
"06.07.2018 21:00 - 06.07.2018 22:00","519","0"
"06.07.2018 22:00 - 06.07.2018 23:00","665","0"
"06.07.2018 23:00 - 07.07.2018 00:00","702","0"
"07.07.2018 00:00 - 07.07.2018 01:00","606","0"
"07.07.2018 01:00 - 07.07.2018 02:00","588","0"
"07.07.2018 02:00 - 07.07.2018 03:00","615","0"
"07.07.2018 03:00 - 07.07.2018 04:00","674","0"
"07.07.2018 04:00 - 07.07.2018 05:00","697","0"
"07.07.2018 05:00 - 07.07.2018 06:00","644","0"
"07.07.2018 06:00 - 07.07.2018 07:00","447","0"
"07.07.2018 07:00 - 07.07.2018 08:00","373","0"
"07.07.2018 08:00 - 07.07.2018 09:00","310","0"
"07.07.2018 09:00 - 07.07.2018 10:00","345","0"
"07.07.2018 10:00 - 07.07.2018 11:00","362","0"
"07.07.2018 11:00 - 07.07.2018 12:00","367","0"
"07.07.2018 12:00 - 07.07.2018 13:00","390","0"
"07.07.2018 13:00 - 07.07.2018 14:00","479","0"
"07.07.2018 14:00 - 07.07.2018 15:00","617","0"
"07.07.2018 15:00 - 07.07.2018 16:00","603","0"
"07.07.2018 16:00 - 07.07.2018 17:00","679","0"
"07.07.2018 17:00 - 07.07.2018 18:00","667","0"
"07.07.2018 18:00 - 07.07.2018 19:00","606","0"
"07.07.2018 19:00 - 07.07.2018 20:00","497","0"
"07.07.2018 20:00 - 07.07.2018 21:00","400","0"
"07.07.2018 21:00 - 07.07.2018 22:00","389","0"
"07.07.2018 22:00 - 07.07.2018 23:00","308","0"
"07.07.2018 23:00 - 08.07.2018 00:00","454","0"
"08.07.2018 00:00 - 08.07.2018 01:00","667","0"
"08.07.2018 01:00 - 08.07.2018 02:00","727","0"
"08.07.2018 02:00 - 08.07.2018 03:00","697","0"
"08.07.2018 03:00 - 08.07.2018 04:00","715","0"
"08.07.2018 04:00 - 08.07.2018 05:00","724","0"
"08.07.2018 05:00 - 08.07.2018 06:00","646","0"
"08.07.2018 06:00 - 08.07.2018 07:00","558","0"
"08.07.2018 07:00 - 08.07.2018 08:00","559","0"
"08.07.2018 08:00 - 08.07.2018 09:00","464","0"
"08.07.2018 09:00 - 08.07.2018 10:00","481","0"
"08.07.2018 10:00 - 08.07.2018 11:00","467","0"
"08.07.2018 11:00 - 08.07.2018 12:00","472","0"
"08.07.2018 12:00 - 08.07.2018 13:00","506","0"
"08.07.2018 13:00 - 08.07.2018 14:00","476","0"
"08.07.2018 14:00 - 08.07.2018 15:00","477","0"
"08.07.2018 15:00 - 08.07.2018 16:00","463","0"
"08.07.2018 16:00 - 08.07.2018 17:00","435","0"
"08.07.2018 17:00 - 08.07.2018 18:00","510","0"
"08.07.2018 18:00 - 08.07.2018 19:00","377","0"
"08.07.2018 19:00 - 08.07.2018 20:00","391","0"
"08.07.2018 20:00 - 08.07.2018 21:00","333","0"
"08.07.2018 21:00 - 08.07.2018 22:00","339","0"
"08.07.2018 22:00 - 08.07.2018 23:00","472","0"
"08.07.2018 23:00 - 09.07.2018 00:00","545","0"
"09.07.2018 00:00 - 09.07.2018 01:00","584","0"
"09.07.2018 01:00 - 09.07.2018 02:00","608","0"
"09.07.2018 02:00 - 09.07.2018 03:00","632","0"
"09.07.2018 03:00 - 09.07.2018 04:00","614","0"
"09.07.2018 04:00 - 09.07.2018 05:00","624","0"
"09.07.2018 05:00 - 09.07.2018 06:00","653","0"
"09.07.2018 06:00 - 09.07.2018 07:00","324","0"
"09.07.2018 07:00 - 09.07.2018 08:00","171","0"
"09.07.2018 08:00 - 09.07.2018 09:00","79","0"
"09.07.2018 09:00 - 09.07.2018 10:00","75","0"
"09.07.2018 10:00 - 09.07.2018 11:00","122","0"
"09.07.2018 11:00 - 09.07.2018 12:00","121","0"
"09.07.2018 12:00 - 09.07.2018 13:00","150","0"
"09.07.2018 13:00 - 09.07.2018 14:00","188","0"
"09.07.2018 14:00 - 09.07.2018 15:00","200","0"
"09.07.2018 15:00 - 09.07.2018 16:00","243","0"
"09.07.2018 16:00 - 09.07.2018 17:00","267","0"
"09.07.2018 17:00 - 09.07.2018 18:00","225","0"
"09.07.2018 18:00 - 09.07.2018 19:00","168","0"
"09.07.2018 19:00 - 09.07.2018 20:00","269","0"
"09.07.2018 20:00 - 09.07.2018 21:00","279","0"
"09.07.2018 21:00 - 09.07.2018 22:00","305","0"
"09.07.2018 22:00 - 09.07.2018 23:00","590","0"
"09.07.2018 23:00 - 10.07.2018 00:00","708","0"
"10.07.2018 00:00 - 10.07.2018 01:00","740","0"
"10.07.2018 01:00 - 10.07.2018 02:00","688","0"
"10.07.2018 02:00 - 10.07.2018 03:00","613","0"
