"Time (CET)","Latvia (LV) > Lithuania (LT) [MW]","Lithuania (LT) > Latvia (LV) [MW]"
"24.06.2018 23:00 - 25.06.2018 00:00","184","0"
"25.06.2018 00:00 - 25.06.2018 01:00","0","55"
"25.06.2018 01:00 - 25.06.2018 02:00","0","75"
"25.06.2018 02:00 - 25.06.2018 03:00","0","101"
"25.06.2018 03:00 - 25.06.2018 04:00","0","20"
"25.06.2018 04:00 - 25.06.2018 05:00","157","0"
"25.06.2018 05:00 - 25.06.2018 06:00","23","0"
"25.06.2018 06:00 - 25.06.2018 07:00","89","0"
"25.06.2018 07:00 - 25.06.2018 08:00","215","0"
"25.06.2018 08:00 - 25.06.2018 09:00","488","0"
"25.06.2018 09:00 - 25.06.2018 10:00","478","0"
"25.06.2018 10:00 - 25.06.2018 11:00","516","0"
"25.06.2018 11:00 - 25.06.2018 12:00","637","0"
"25.06.2018 12:00 - 25.06.2018 13:00","545","0"
"25.06.2018 13:00 - 25.06.2018 14:00","614","0"
"25.06.2018 14:00 - 25.06.2018 15:00","471","0"
"25.06.2018 15:00 - 25.06.2018 16:00","276","0"
"25.06.2018 16:00 - 25.06.2018 17:00","251","0"
"25.06.2018 17:00 - 25.06.2018 18:00","250","0"
"25.06.2018 18:00 - 25.06.2018 19:00","171","0"
"25.06.2018 19:00 - 25.06.2018 20:00","249","0"
"25.06.2018 20:00 - 25.06.2018 21:00","374","0"
"25.06.2018 21:00 - 25.06.2018 22:00","390","0"
"25.06.2018 22:00 - 25.06.2018 23:00","352","0"
"25.06.2018 23:00 - 26.06.2018 00:00","170","0"
"26.06.2018 00:00 - 26.06.2018 01:00","230","0"
"26.06.2018 01:00 - 26.06.2018 02:00","290","0"
"26.06.2018 02:00 - 26.06.2018 03:00","298","0"
"26.06.2018 03:00 - 26.06.2018 04:00","278","0"
"26.06.2018 04:00 - 26.06.2018 05:00","247","0"
"26.06.2018 05:00 - 26.06.2018 06:00","111","0"
"26.06.2018 06:00 - 26.06.2018 07:00","185","0"
"26.06.2018 07:00 - 26.06.2018 08:00","211","0"
"26.06.2018 08:00 - 26.06.2018 09:00","452","0"
"26.06.2018 09:00 - 26.06.2018 10:00","483","0"
"26.06.2018 10:00 - 26.06.2018 11:00","452","0"
"26.06.2018 11:00 - 26.06.2018 12:00","558","0"
"26.06.2018 12:00 - 26.06.2018 13:00","606","0"
"26.06.2018 13:00 - 26.06.2018 14:00","537","0"
"26.06.2018 14:00 - 26.06.2018 15:00","349","0"
"26.06.2018 15:00 - 26.06.2018 16:00","372","0"
"26.06.2018 16:00 - 26.06.2018 17:00","240","0"
"26.06.2018 17:00 - 26.06.2018 18:00","245","0"
"26.06.2018 18:00 - 26.06.2018 19:00","202","0"
"26.06.2018 19:00 - 26.06.2018 20:00","224","0"
"26.06.2018 20:00 - 26.06.2018 21:00","280","0"
"26.06.2018 21:00 - 26.06.2018 22:00","386","0"
"26.06.2018 22:00 - 26.06.2018 23:00","347","0"
"26.06.2018 23:00 - 27.06.2018 00:00","299","0"
"27.06.2018 00:00 - 27.06.2018 01:00","187","0"
"27.06.2018 01:00 - 27.06.2018 02:00","300","0"
"27.06.2018 02:00 - 27.06.2018 03:00","326","0"
"27.06.2018 03:00 - 27.06.2018 04:00","306","0"
"27.06.2018 04:00 - 27.06.2018 05:00","239","0"
"27.06.2018 05:00 - 27.06.2018 06:00","111","0"
"27.06.2018 06:00 - 27.06.2018 07:00","178","0"
"27.06.2018 07:00 - 27.06.2018 08:00","192","0"
"27.06.2018 08:00 - 27.06.2018 09:00","429","0"
"27.06.2018 09:00 - 27.06.2018 10:00","540","0"
"27.06.2018 10:00 - 27.06.2018 11:00","477","0"
"27.06.2018 11:00 - 27.06.2018 12:00","586","0"
"27.06.2018 12:00 - 27.06.2018 13:00","582","0"
"27.06.2018 13:00 - 27.06.2018 14:00","580","0"
"27.06.2018 14:00 - 27.06.2018 15:00","463","0"
"27.06.2018 15:00 - 27.06.2018 16:00","390","0"
"27.06.2018 16:00 - 27.06.2018 17:00","452","0"
"27.06.2018 17:00 - 27.06.2018 18:00","199","0"
"27.06.2018 18:00 - 27.06.2018 19:00","190","0"
"27.06.2018 19:00 - 27.06.2018 20:00","226","0"
"27.06.2018 20:00 - 27.06.2018 21:00","283","0"
"27.06.2018 21:00 - 27.06.2018 22:00","424","0"
"27.06.2018 22:00 - 27.06.2018 23:00","332","0"
"27.06.2018 23:00 - 28.06.2018 00:00","269","0"
"28.06.2018 00:00 - 28.06.2018 01:00","0","49"
"28.06.2018 01:00 - 28.06.2018 02:00","0","102"
"28.06.2018 02:00 - 28.06.2018 03:00","0","113"
"28.06.2018 03:00 - 28.06.2018 04:00","0","86"
"28.06.2018 04:00 - 28.06.2018 05:00","0","42"
"28.06.2018 05:00 - 28.06.2018 06:00","0","70"
"28.06.2018 06:00 - 28.06.2018 07:00","100","0"
"28.06.2018 07:00 - 28.06.2018 08:00","170","0"
"28.06.2018 08:00 - 28.06.2018 09:00","92","0"
"28.06.2018 09:00 - 28.06.2018 10:00","63","0"
"28.06.2018 10:00 - 28.06.2018 11:00","152","0"
"28.06.2018 11:00 - 28.06.2018 12:00","179","0"
"28.06.2018 12:00 - 28.06.2018 13:00","430","0"
"28.06.2018 13:00 - 28.06.2018 14:00","426","0"
"28.06.2018 14:00 - 28.06.2018 15:00","335","0"
"28.06.2018 15:00 - 28.06.2018 16:00","280","0"
"28.06.2018 16:00 - 28.06.2018 17:00","257","0"
"28.06.2018 17:00 - 28.06.2018 18:00","224","0"
"28.06.2018 18:00 - 28.06.2018 19:00","229","0"
"28.06.2018 19:00 - 28.06.2018 20:00","250","0"
"28.06.2018 20:00 - 28.06.2018 21:00","302","0"
"28.06.2018 21:00 - 28.06.2018 22:00","353","0"
"28.06.2018 22:00 - 28.06.2018 23:00","319","0"
"28.06.2018 23:00 - 29.06.2018 00:00","273","0"
"29.06.2018 00:00 - 29.06.2018 01:00","56","0"
"29.06.2018 01:00 - 29.06.2018 02:00","139","0"
"29.06.2018 02:00 - 29.06.2018 03:00","423","0"
"29.06.2018 03:00 - 29.06.2018 04:00","465","0"
"29.06.2018 04:00 - 29.06.2018 05:00","390","0"
"29.06.2018 05:00 - 29.06.2018 06:00","75","0"
"29.06.2018 06:00 - 29.06.2018 07:00","182","0"
"29.06.2018 07:00 - 29.06.2018 08:00","521","0"
"29.06.2018 08:00 - 29.06.2018 09:00","648","0"
"29.06.2018 09:00 - 29.06.2018 10:00","613","0"
"29.06.2018 10:00 - 29.06.2018 11:00","567","0"
"29.06.2018 11:00 - 29.06.2018 12:00","518","0"
"29.06.2018 12:00 - 29.06.2018 13:00","519","0"
"29.06.2018 13:00 - 29.06.2018 14:00","476","0"
"29.06.2018 14:00 - 29.06.2018 15:00","451","0"
"29.06.2018 15:00 - 29.06.2018 16:00","307","0"
"29.06.2018 16:00 - 29.06.2018 17:00","252","0"
"29.06.2018 17:00 - 29.06.2018 18:00","264","0"
"29.06.2018 18:00 - 29.06.2018 19:00","221","0"
"29.06.2018 19:00 - 29.06.2018 20:00","269","0"
"29.06.2018 20:00 - 29.06.2018 21:00","342","0"
"29.06.2018 21:00 - 29.06.2018 22:00","366","0"
"29.06.2018 22:00 - 29.06.2018 23:00","166","0"
"29.06.2018 23:00 - 30.06.2018 00:00","218","0"
"30.06.2018 00:00 - 30.06.2018 01:00","2","0"
"30.06.2018 01:00 - 30.06.2018 02:00","0","33"
"30.06.2018 02:00 - 30.06.2018 03:00","0","58"
"30.06.2018 03:00 - 30.06.2018 04:00","0","155"
"30.06.2018 04:00 - 30.06.2018 05:00","0","147"
"30.06.2018 05:00 - 30.06.2018 06:00","0","49"
"30.06.2018 06:00 - 30.06.2018 07:00","14","0"
"30.06.2018 07:00 - 30.06.2018 08:00","43","0"
"30.06.2018 08:00 - 30.06.2018 09:00","68","0"
"30.06.2018 09:00 - 30.06.2018 10:00","134","0"
"30.06.2018 10:00 - 30.06.2018 11:00","124","0"
"30.06.2018 11:00 - 30.06.2018 12:00","149","0"
"30.06.2018 12:00 - 30.06.2018 13:00","163","0"
"30.06.2018 13:00 - 30.06.2018 14:00","167","0"
"30.06.2018 14:00 - 30.06.2018 15:00","59","0"
"30.06.2018 15:00 - 30.06.2018 16:00","9","0"
"30.06.2018 16:00 - 30.06.2018 17:00","0","6"
"30.06.2018 17:00 - 30.06.2018 18:00","0","7"
"30.06.2018 18:00 - 30.06.2018 19:00","40","0"
"30.06.2018 19:00 - 30.06.2018 20:00","142","0"
"30.06.2018 20:00 - 30.06.2018 21:00","136","0"
"30.06.2018 21:00 - 30.06.2018 22:00","158","0"
"30.06.2018 22:00 - 30.06.2018 23:00","0","45"
"30.06.2018 23:00 - 01.07.2018 00:00","0","145"
"01.07.2018 00:00 - 01.07.2018 01:00","0","282"
"01.07.2018 01:00 - 01.07.2018 02:00","0","234"
"01.07.2018 02:00 - 01.07.2018 03:00","0","87"
"01.07.2018 03:00 - 01.07.2018 04:00","0","210"
"01.07.2018 04:00 - 01.07.2018 05:00","0","107"
"01.07.2018 05:00 - 01.07.2018 06:00","0","97"
"01.07.2018 06:00 - 01.07.2018 07:00","73","0"
"01.07.2018 07:00 - 01.07.2018 08:00","0","14"
"01.07.2018 08:00 - 01.07.2018 09:00","227","0"
"01.07.2018 09:00 - 01.07.2018 10:00","232","0"
"01.07.2018 10:00 - 01.07.2018 11:00","209","0"
"01.07.2018 11:00 - 01.07.2018 12:00","198","0"
"01.07.2018 12:00 - 01.07.2018 13:00","131","0"
"01.07.2018 13:00 - 01.07.2018 14:00","18","0"
"01.07.2018 14:00 - 01.07.2018 15:00","28","0"
"01.07.2018 15:00 - 01.07.2018 16:00","48","0"
"01.07.2018 16:00 - 01.07.2018 17:00","42","0"
"01.07.2018 17:00 - 01.07.2018 18:00","97","0"
"01.07.2018 18:00 - 01.07.2018 19:00","77","0"
"01.07.2018 19:00 - 01.07.2018 20:00","34","0"
"01.07.2018 20:00 - 01.07.2018 21:00","121","0"
"01.07.2018 21:00 - 01.07.2018 22:00","195","0"
"01.07.2018 22:00 - 01.07.2018 23:00","38","0"
"01.07.2018 23:00 - 02.07.2018 00:00","0","121"
"02.07.2018 00:00 - 02.07.2018 01:00","0","64"
"02.07.2018 01:00 - 02.07.2018 02:00","0","83"
"02.07.2018 02:00 - 02.07.2018 03:00","18","0"
"02.07.2018 03:00 - 02.07.2018 04:00","10","0"
"02.07.2018 04:00 - 02.07.2018 05:00","0","45"
"02.07.2018 05:00 - 02.07.2018 06:00","24","0"
"02.07.2018 06:00 - 02.07.2018 07:00","221","0"
"02.07.2018 07:00 - 02.07.2018 08:00","226","0"
"02.07.2018 08:00 - 02.07.2018 09:00","138","0"
"02.07.2018 09:00 - 02.07.2018 10:00","98","0"
"02.07.2018 10:00 - 02.07.2018 11:00","153","0"
"02.07.2018 11:00 - 02.07.2018 12:00","215","0"
"02.07.2018 12:00 - 02.07.2018 13:00","345","0"
"02.07.2018 13:00 - 02.07.2018 14:00","360","0"
"02.07.2018 14:00 - 02.07.2018 15:00","282","0"
"02.07.2018 15:00 - 02.07.2018 16:00","412","0"
"02.07.2018 16:00 - 02.07.2018 17:00","296","0"
"02.07.2018 17:00 - 02.07.2018 18:00","117","0"
"02.07.2018 18:00 - 02.07.2018 19:00","39","0"
"02.07.2018 19:00 - 02.07.2018 20:00","286","0"
"02.07.2018 20:00 - 02.07.2018 21:00","381","0"
"02.07.2018 21:00 - 02.07.2018 22:00","392","0"
"02.07.2018 22:00 - 02.07.2018 23:00","128","0"
"02.07.2018 23:00 - 03.07.2018 00:00","76","0"
"03.07.2018 00:00 - 03.07.2018 01:00","0","10"
"03.07.2018 01:00 - 03.07.2018 02:00","221","0"
"03.07.2018 02:00 - 03.07.2018 03:00","263","0"
"03.07.2018 03:00 - 03.07.2018 04:00","192","0"
"03.07.2018 04:00 - 03.07.2018 05:00","269","0"
"03.07.2018 05:00 - 03.07.2018 06:00","128","0"
"03.07.2018 06:00 - 03.07.2018 07:00","78","0"
"03.07.2018 07:00 - 03.07.2018 08:00","542","0"
"03.07.2018 08:00 - 03.07.2018 09:00","714","0"
"03.07.2018 09:00 - 03.07.2018 10:00","619","0"
"03.07.2018 10:00 - 03.07.2018 11:00","644","0"
"03.07.2018 11:00 - 03.07.2018 12:00","550","0"
"03.07.2018 12:00 - 03.07.2018 13:00","548","0"
"03.07.2018 13:00 - 03.07.2018 14:00","431","0"
"03.07.2018 14:00 - 03.07.2018 15:00","309","0"
"03.07.2018 15:00 - 03.07.2018 16:00","264","0"
"03.07.2018 16:00 - 03.07.2018 17:00","360","0"
"03.07.2018 17:00 - 03.07.2018 18:00","343","0"
"03.07.2018 18:00 - 03.07.2018 19:00","319","0"
"03.07.2018 19:00 - 03.07.2018 20:00","469","0"
"03.07.2018 20:00 - 03.07.2018 21:00","492","0"
"03.07.2018 21:00 - 03.07.2018 22:00","438","0"
"03.07.2018 22:00 - 03.07.2018 23:00","498","0"
"03.07.2018 23:00 - 04.07.2018 00:00","389","0"
"04.07.2018 00:00 - 04.07.2018 01:00","49","0"
"04.07.2018 01:00 - 04.07.2018 02:00","335","0"
"04.07.2018 02:00 - 04.07.2018 03:00","362","0"
"04.07.2018 03:00 - 04.07.2018 04:00","372","0"
"04.07.2018 04:00 - 04.07.2018 05:00","323","0"
"04.07.2018 05:00 - 04.07.2018 06:00","157","0"
"04.07.2018 06:00 - 04.07.2018 07:00","126","0"
"04.07.2018 07:00 - 04.07.2018 08:00","416","0"
"04.07.2018 08:00 - 04.07.2018 09:00","692","0"
"04.07.2018 09:00 - 04.07.2018 10:00","530","0"
"04.07.2018 10:00 - 04.07.2018 11:00","545","0"
"04.07.2018 11:00 - 04.07.2018 12:00","601","0"
"04.07.2018 12:00 - 04.07.2018 13:00","574","0"
"04.07.2018 13:00 - 04.07.2018 14:00","592","0"
"04.07.2018 14:00 - 04.07.2018 15:00","466","0"
"04.07.2018 15:00 - 04.07.2018 16:00","332","0"
"04.07.2018 16:00 - 04.07.2018 17:00","246","0"
"04.07.2018 17:00 - 04.07.2018 18:00","232","0"
"04.07.2018 18:00 - 04.07.2018 19:00","241","0"
"04.07.2018 19:00 - 04.07.2018 20:00","233","0"
"04.07.2018 20:00 - 04.07.2018 21:00","437","0"
"04.07.2018 21:00 - 04.07.2018 22:00","340","0"
"04.07.2018 22:00 - 04.07.2018 23:00","111","0"
"04.07.2018 23:00 - 05.07.2018 00:00","296","0"
"05.07.2018 00:00 - 05.07.2018 01:00","157","0"
"05.07.2018 01:00 - 05.07.2018 02:00","168","0"
"05.07.2018 02:00 - 05.07.2018 03:00","177","0"
"05.07.2018 03:00 - 05.07.2018 04:00","173","0"
"05.07.2018 04:00 - 05.07.2018 05:00","152","0"
"05.07.2018 05:00 - 05.07.2018 06:00","53","0"
"05.07.2018 06:00 - 05.07.2018 07:00","0","146"
"05.07.2018 07:00 - 05.07.2018 08:00","109","0"
"05.07.2018 08:00 - 05.07.2018 09:00","275","0"
"05.07.2018 09:00 - 05.07.2018 10:00","388","0"
"05.07.2018 10:00 - 05.07.2018 11:00","369","0"
"05.07.2018 11:00 - 05.07.2018 12:00","433","0"
"05.07.2018 12:00 - 05.07.2018 13:00","475","0"
"05.07.2018 13:00 - 05.07.2018 14:00","491","0"
"05.07.2018 14:00 - 05.07.2018 15:00","225","0"
"05.07.2018 15:00 - 05.07.2018 16:00","178","0"
"05.07.2018 16:00 - 05.07.2018 17:00","116","0"
"05.07.2018 17:00 - 05.07.2018 18:00","142","0"
"05.07.2018 18:00 - 05.07.2018 19:00","131","0"
"05.07.2018 19:00 - 05.07.2018 20:00","161","0"
"05.07.2018 20:00 - 05.07.2018 21:00","159","0"
"05.07.2018 21:00 - 05.07.2018 22:00","82","0"
"05.07.2018 22:00 - 05.07.2018 23:00","159","0"
"05.07.2018 23:00 - 06.07.2018 00:00","295","0"
"06.07.2018 00:00 - 06.07.2018 01:00","184","0"
"06.07.2018 01:00 - 06.07.2018 02:00","165","0"
"06.07.2018 02:00 - 06.07.2018 03:00","135","0"
"06.07.2018 03:00 - 06.07.2018 04:00","157","0"
"06.07.2018 04:00 - 06.07.2018 05:00","172","0"
"06.07.2018 05:00 - 06.07.2018 06:00","6","0"
"06.07.2018 06:00 - 06.07.2018 07:00","118","0"
"06.07.2018 07:00 - 06.07.2018 08:00","215","0"
"06.07.2018 08:00 - 06.07.2018 09:00","220","0"
"06.07.2018 09:00 - 06.07.2018 10:00","189","0"
"06.07.2018 10:00 - 06.07.2018 11:00","168","0"
"06.07.2018 11:00 - 06.07.2018 12:00","139","0"
"06.07.2018 12:00 - 06.07.2018 13:00","112","0"
"06.07.2018 13:00 - 06.07.2018 14:00","75","0"
"06.07.2018 14:00 - 06.07.2018 15:00","7","0"
"06.07.2018 15:00 - 06.07.2018 16:00","27","0"
"06.07.2018 16:00 - 06.07.2018 17:00","50","0"
"06.07.2018 17:00 - 06.07.2018 18:00","58","0"
"06.07.2018 18:00 - 06.07.2018 19:00","12","0"
"06.07.2018 19:00 - 06.07.2018 20:00","41","0"
"06.07.2018 20:00 - 06.07.2018 21:00","85","0"
"06.07.2018 21:00 - 06.07.2018 22:00","123","0"
"06.07.2018 22:00 - 06.07.2018 23:00","162","0"
"06.07.2018 23:00 - 07.07.2018 00:00","147","0"
"07.07.2018 00:00 - 07.07.2018 01:00","0","16"
"07.07.2018 01:00 - 07.07.2018 02:00","0","134"
"07.07.2018 02:00 - 07.07.2018 03:00","0","76"
"07.07.2018 03:00 - 07.07.2018 04:00","15","0"
"07.07.2018 04:00 - 07.07.2018 05:00","61","0"
"07.07.2018 05:00 - 07.07.2018 06:00","6","0"
"07.07.2018 06:00 - 07.07.2018 07:00","185","0"
"07.07.2018 07:00 - 07.07.2018 08:00","328","0"
"07.07.2018 08:00 - 07.07.2018 09:00","354","0"
"07.07.2018 09:00 - 07.07.2018 10:00","482","0"
"07.07.2018 10:00 - 07.07.2018 11:00","467","0"
"07.07.2018 11:00 - 07.07.2018 12:00","416","0"
"07.07.2018 12:00 - 07.07.2018 13:00","411","0"
"07.07.2018 13:00 - 07.07.2018 14:00","363","0"
"07.07.2018 14:00 - 07.07.2018 15:00","281","0"
"07.07.2018 15:00 - 07.07.2018 16:00","260","0"
"07.07.2018 16:00 - 07.07.2018 17:00","245","0"
"07.07.2018 17:00 - 07.07.2018 18:00","232","0"
"07.07.2018 18:00 - 07.07.2018 19:00","232","0"
"07.07.2018 19:00 - 07.07.2018 20:00","242","0"
"07.07.2018 20:00 - 07.07.2018 21:00","271","0"
"07.07.2018 21:00 - 07.07.2018 22:00","336","0"
"07.07.2018 22:00 - 07.07.2018 23:00","288","0"
"07.07.2018 23:00 - 08.07.2018 00:00","142","0"
"08.07.2018 00:00 - 08.07.2018 01:00","0","15"
"08.07.2018 01:00 - 08.07.2018 02:00","12","0"
"08.07.2018 02:00 - 08.07.2018 03:00","73","0"
"08.07.2018 03:00 - 08.07.2018 04:00","15","0"
"08.07.2018 04:00 - 08.07.2018 05:00","0","73"
"08.07.2018 05:00 - 08.07.2018 06:00","0","85"
"08.07.2018 06:00 - 08.07.2018 07:00","236","0"
"08.07.2018 07:00 - 08.07.2018 08:00","316","0"
"08.07.2018 08:00 - 08.07.2018 09:00","398","0"
"08.07.2018 09:00 - 08.07.2018 10:00","419","0"
"08.07.2018 10:00 - 08.07.2018 11:00","418","0"
"08.07.2018 11:00 - 08.07.2018 12:00","415","0"
"08.07.2018 12:00 - 08.07.2018 13:00","407","0"
"08.07.2018 13:00 - 08.07.2018 14:00","353","0"
"08.07.2018 14:00 - 08.07.2018 15:00","317","0"
"08.07.2018 15:00 - 08.07.2018 16:00","336","0"
"08.07.2018 16:00 - 08.07.2018 17:00","347","0"
"08.07.2018 17:00 - 08.07.2018 18:00","313","0"
"08.07.2018 18:00 - 08.07.2018 19:00","317","0"
"08.07.2018 19:00 - 08.07.2018 20:00","320","0"
"08.07.2018 20:00 - 08.07.2018 21:00","296","0"
"08.07.2018 21:00 - 08.07.2018 22:00","330","0"
"08.07.2018 22:00 - 08.07.2018 23:00","265","0"
"08.07.2018 23:00 - 09.07.2018 00:00","179","0"
"09.07.2018 00:00 - 09.07.2018 01:00","9","0"
"09.07.2018 01:00 - 09.07.2018 02:00","0","40"
"09.07.2018 02:00 - 09.07.2018 03:00","18","0"
"09.07.2018 03:00 - 09.07.2018 04:00","44","0"
"09.07.2018 04:00 - 09.07.2018 05:00","173","0"
"09.07.2018 05:00 - 09.07.2018 06:00","80","0"
"09.07.2018 06:00 - 09.07.2018 07:00","214","0"
"09.07.2018 07:00 - 09.07.2018 08:00","241","0"
"09.07.2018 08:00 - 09.07.2018 09:00","322","0"
"09.07.2018 09:00 - 09.07.2018 10:00","349","0"
"09.07.2018 10:00 - 09.07.2018 11:00","306","0"
"09.07.2018 11:00 - 09.07.2018 12:00","335","0"
"09.07.2018 12:00 - 09.07.2018 13:00","369","0"
"09.07.2018 13:00 - 09.07.2018 14:00","427","0"
"09.07.2018 14:00 - 09.07.2018 15:00","400","0"
"09.07.2018 15:00 - 09.07.2018 16:00","309","0"
"09.07.2018 16:00 - 09.07.2018 17:00","337","0"
"09.07.2018 17:00 - 09.07.2018 18:00","244","0"
"09.07.2018 18:00 - 09.07.2018 19:00","98","0"
"09.07.2018 19:00 - 09.07.2018 20:00","172","0"
"09.07.2018 20:00 - 09.07.2018 21:00","303","0"
"09.07.2018 21:00 - 09.07.2018 22:00","315","0"
"09.07.2018 22:00 - 09.07.2018 23:00","274","0"
"09.07.2018 23:00 - 10.07.2018 00:00","361","0"
"10.07.2018 00:00 - 10.07.2018 01:00","179","0"
"10.07.2018 01:00 - 10.07.2018 02:00","166","0"
"10.07.2018 02:00 - 10.07.2018 03:00","277","0"
"10.07.2018 03:00 - 10.07.2018 04:00","216","0"
"10.07.2018 04:00 - 10.07.2018 05:00","211","0"
"10.07.2018 05:00 - 10.07.2018 06:00","128","0"
"10.07.2018 06:00 - 10.07.2018 07:00","127","0"
"10.07.2018 07:00 - 10.07.2018 08:00","355","0"
"10.07.2018 08:00 - 10.07.2018 09:00","432","0"
"10.07.2018 09:00 - 10.07.2018 10:00","680","0"
"10.07.2018 10:00 - 10.07.2018 11:00","707","0"
"10.07.2018 11:00 - 10.07.2018 12:00","724","0"
"10.07.2018 12:00 - 10.07.2018 13:00","677","0"
"10.07.2018 13:00 - 10.07.2018 14:00","650","0"
"10.07.2018 14:00 - 10.07.2018 15:00","536","0"
"10.07.2018 15:00 - 10.07.2018 16:00","298","0"
"10.07.2018 16:00 - 10.07.2018 17:00","210","0"
"10.07.2018 17:00 - 10.07.2018 18:00","280","0"
"10.07.2018 18:00 - 10.07.2018 19:00","304","0"
"10.07.2018 19:00 - 10.07.2018 20:00","289","0"
"10.07.2018 20:00 - 10.07.2018 21:00","326","0"
"10.07.2018 21:00 - 10.07.2018 22:00","374","0"
"10.07.2018 22:00 - 10.07.2018 23:00","301","0"
"10.07.2018 23:00 - 11.07.2018 00:00","291","0"
"11.07.2018 00:00 - 11.07.2018 01:00","52","0"
"11.07.2018 01:00 - 11.07.2018 02:00","166","0"
"11.07.2018 02:00 - 11.07.2018 03:00","191","0"
"11.07.2018 03:00 - 11.07.2018 04:00","186","0"
"11.07.2018 04:00 - 11.07.2018 05:00","229","0"
"11.07.2018 05:00 - 11.07.2018 06:00","212","0"
"11.07.2018 06:00 - 11.07.2018 07:00","243","0"
"11.07.2018 07:00 - 11.07.2018 08:00","615","0"
"11.07.2018 08:00 - 11.07.2018 09:00","593","0"
"11.07.2018 09:00 - 11.07.2018 10:00","558","0"
"11.07.2018 10:00 - 11.07.2018 11:00","586","0"
"11.07.2018 11:00 - 11.07.2018 12:00","816","0"
"11.07.2018 12:00 - 11.07.2018 13:00","778","0"
"11.07.2018 13:00 - 11.07.2018 14:00","851","0"
"11.07.2018 14:00 - 11.07.2018 15:00","752","0"
"11.07.2018 15:00 - 11.07.2018 16:00","444","0"
"11.07.2018 16:00 - 11.07.2018 17:00","353","0"
"11.07.2018 17:00 - 11.07.2018 18:00","312","0"
"11.07.2018 18:00 - 11.07.2018 19:00","258","0"
"11.07.2018 19:00 - 11.07.2018 20:00","259","0"
"11.07.2018 20:00 - 11.07.2018 21:00","360","0"
"11.07.2018 21:00 - 11.07.2018 22:00","281","0"
"11.07.2018 22:00 - 11.07.2018 23:00","165","0"
"11.07.2018 23:00 - 12.07.2018 00:00","315","0"
"12.07.2018 00:00 - 12.07.2018 01:00","322","0"
"12.07.2018 01:00 - 12.07.2018 02:00","328","0"
"12.07.2018 02:00 - 12.07.2018 03:00","330","0"
"12.07.2018 03:00 - 12.07.2018 04:00","395","0"
"12.07.2018 04:00 - 12.07.2018 05:00","227","0"
"12.07.2018 05:00 - 12.07.2018 06:00","205","0"
"12.07.2018 06:00 - 12.07.2018 07:00","143","0"
"12.07.2018 07:00 - 12.07.2018 08:00","453","0"
"12.07.2018 08:00 - 12.07.2018 09:00","490","0"
"12.07.2018 09:00 - 12.07.2018 10:00","799","0"
"12.07.2018 10:00 - 12.07.2018 11:00","683","0"
"12.07.2018 11:00 - 12.07.2018 12:00","780","0"
"12.07.2018 12:00 - 12.07.2018 13:00","849","0"
"12.07.2018 13:00 - 12.07.2018 14:00","830","0"
"12.07.2018 14:00 - 12.07.2018 15:00","732","0"
"12.07.2018 15:00 - 12.07.2018 16:00","561","0"
"12.07.2018 16:00 - 12.07.2018 17:00","313","0"
"12.07.2018 17:00 - 12.07.2018 18:00","178","0"
"12.07.2018 18:00 - 12.07.2018 19:00","153","0"
"12.07.2018 19:00 - 12.07.2018 20:00","276","0"
"12.07.2018 20:00 - 12.07.2018 21:00","340","0"
"12.07.2018 21:00 - 12.07.2018 22:00","274","0"
"12.07.2018 22:00 - 12.07.2018 23:00","253","0"
"12.07.2018 23:00 - 13.07.2018 00:00","360","0"
"13.07.2018 00:00 - 13.07.2018 01:00","231","0"
"13.07.2018 01:00 - 13.07.2018 02:00","109","0"
"13.07.2018 02:00 - 13.07.2018 03:00","128","0"
"13.07.2018 03:00 - 13.07.2018 04:00","218","0"
"13.07.2018 04:00 - 13.07.2018 05:00","176","0"
"13.07.2018 05:00 - 13.07.2018 06:00","117","0"
"13.07.2018 06:00 - 13.07.2018 07:00","162","0"
"13.07.2018 07:00 - 13.07.2018 08:00","293","0"
"13.07.2018 08:00 - 13.07.2018 09:00","369","0"
"13.07.2018 09:00 - 13.07.2018 10:00","411","0"
"13.07.2018 10:00 - 13.07.2018 11:00","369","0"
"13.07.2018 11:00 - 13.07.2018 12:00","335","0"
"13.07.2018 12:00 - 13.07.2018 13:00","352","0"
"13.07.2018 13:00 - 13.07.2018 14:00","335","0"
"13.07.2018 14:00 - 13.07.2018 15:00","245","0"
"13.07.2018 15:00 - 13.07.2018 16:00","148","0"
"13.07.2018 16:00 - 13.07.2018 17:00","243","0"
"13.07.2018 17:00 - 13.07.2018 18:00","108","0"
"13.07.2018 18:00 - 13.07.2018 19:00","0","6"
"13.07.2018 19:00 - 13.07.2018 20:00","108","0"
"13.07.2018 20:00 - 13.07.2018 21:00","252","0"
"13.07.2018 21:00 - 13.07.2018 22:00","218","0"
"13.07.2018 22:00 - 13.07.2018 23:00","285","0"
"13.07.2018 23:00 - 14.07.2018 00:00","357","0"
"14.07.2018 00:00 - 14.07.2018 01:00","300","0"
"14.07.2018 01:00 - 14.07.2018 02:00","210","0"
"14.07.2018 02:00 - 14.07.2018 03:00","159","0"
"14.07.2018 03:00 - 14.07.2018 04:00","242","0"
"14.07.2018 04:00 - 14.07.2018 05:00","223","0"
"14.07.2018 05:00 - 14.07.2018 06:00","233","0"
"14.07.2018 06:00 - 14.07.2018 07:00","173","0"
