"Time (CET)","Lithuania (LT) > Poland (PL) [MW]","Poland (PL) > Lithuania (LT) [MW]"
"05.08.2018 21:00 - 05.08.2018 22:00","0","0"
"05.08.2018 22:00 - 05.08.2018 23:00","0","3"
"05.08.2018 23:00 - 06.08.2018 00:00","0","297"
"06.08.2018 00:00 - 06.08.2018 01:00","0","299"
"06.08.2018 01:00 - 06.08.2018 02:00","0","300"
"06.08.2018 02:00 - 06.08.2018 03:00","0","299"
"06.08.2018 03:00 - 06.08.2018 04:00","0","299"
"06.08.2018 04:00 - 06.08.2018 05:00","0","299"
"06.08.2018 05:00 - 06.08.2018 06:00","0","299"
"06.08.2018 06:00 - 06.08.2018 07:00","0","143"
"06.08.2018 07:00 - 06.08.2018 08:00","0","3"
"06.08.2018 08:00 - 06.08.2018 09:00","122","0"
"06.08.2018 09:00 - 06.08.2018 10:00","311","0"
"06.08.2018 10:00 - 06.08.2018 11:00","342","0"
"06.08.2018 11:00 - 06.08.2018 12:00","477","0"
"06.08.2018 12:00 - 06.08.2018 13:00","485","0"
"06.08.2018 13:00 - 06.08.2018 14:00","485","0"
"06.08.2018 14:00 - 06.08.2018 15:00","485","0"
"06.08.2018 15:00 - 06.08.2018 16:00","485","0"
"06.08.2018 16:00 - 06.08.2018 17:00","460","0"
"06.08.2018 17:00 - 06.08.2018 18:00","235","0"
"06.08.2018 18:00 - 06.08.2018 19:00","257","0"
"06.08.2018 19:00 - 06.08.2018 20:00","486","0"
"06.08.2018 20:00 - 06.08.2018 21:00","483","0"
"06.08.2018 21:00 - 06.08.2018 22:00","365","0"
"06.08.2018 22:00 - 06.08.2018 23:00","487","0"
"06.08.2018 23:00 - 07.08.2018 00:00","473","0"
"07.08.2018 00:00 - 07.08.2018 01:00","0","1"
"07.08.2018 01:00 - 07.08.2018 02:00","0","298"
"07.08.2018 02:00 - 07.08.2018 03:00","0","299"
"07.08.2018 03:00 - 07.08.2018 04:00","0","299"
"07.08.2018 04:00 - 07.08.2018 05:00","0","299"
"07.08.2018 05:00 - 07.08.2018 06:00","0","299"
"07.08.2018 06:00 - 07.08.2018 07:00","0","3"
"07.08.2018 07:00 - 07.08.2018 08:00","92","0"
"07.08.2018 08:00 - 07.08.2018 09:00","197","0"
"07.08.2018 09:00 - 07.08.2018 10:00","347","0"
"07.08.2018 10:00 - 07.08.2018 11:00","348","0"
"07.08.2018 11:00 - 07.08.2018 12:00","409","0"
"07.08.2018 12:00 - 07.08.2018 13:00","304","0"
"07.08.2018 13:00 - 07.08.2018 14:00","371","0"
"07.08.2018 14:00 - 07.08.2018 15:00","248","0"
"07.08.2018 15:00 - 07.08.2018 16:00","246","0"
"07.08.2018 16:00 - 07.08.2018 17:00","203","0"
"07.08.2018 17:00 - 07.08.2018 18:00","191","0"
"07.08.2018 18:00 - 07.08.2018 19:00","6","0"
"07.08.2018 19:00 - 07.08.2018 20:00","0","0"
"07.08.2018 20:00 - 07.08.2018 21:00","1","0"
"07.08.2018 21:00 - 07.08.2018 22:00","0","0"
"07.08.2018 22:00 - 07.08.2018 23:00","1","0"
"07.08.2018 23:00 - 08.08.2018 00:00","0","289"
"08.08.2018 00:00 - 08.08.2018 01:00","0","399"
"08.08.2018 01:00 - 08.08.2018 02:00","0","400"
"08.08.2018 02:00 - 08.08.2018 03:00","0","400"
"08.08.2018 03:00 - 08.08.2018 04:00","0","400"
"08.08.2018 04:00 - 08.08.2018 05:00","0","400"
"08.08.2018 05:00 - 08.08.2018 06:00","0","399"
"08.08.2018 06:00 - 08.08.2018 07:00","0","106"
"08.08.2018 07:00 - 08.08.2018 08:00","0","1"
"08.08.2018 08:00 - 08.08.2018 09:00","0","0"
"08.08.2018 09:00 - 08.08.2018 10:00","0","0"
"08.08.2018 10:00 - 08.08.2018 11:00","4","0"
"08.08.2018 11:00 - 08.08.2018 12:00","269","0"
"08.08.2018 12:00 - 08.08.2018 13:00","243","0"
"08.08.2018 13:00 - 08.08.2018 14:00","335","0"
"08.08.2018 14:00 - 08.08.2018 15:00","128","0"
"08.08.2018 15:00 - 08.08.2018 16:00","1","0"
"08.08.2018 16:00 - 08.08.2018 17:00","0","0"
"08.08.2018 17:00 - 08.08.2018 18:00","0","0"
"08.08.2018 18:00 - 08.08.2018 19:00","0","0"
"08.08.2018 19:00 - 08.08.2018 20:00","1","0"
"08.08.2018 20:00 - 08.08.2018 21:00","1","0"
"08.08.2018 21:00 - 08.08.2018 22:00","2","0"
"08.08.2018 22:00 - 08.08.2018 23:00","121","0"
"08.08.2018 23:00 - 09.08.2018 00:00","0","379"
"09.08.2018 00:00 - 09.08.2018 01:00","0","400"
"09.08.2018 01:00 - 09.08.2018 02:00","0","400"
"09.08.2018 02:00 - 09.08.2018 03:00","0","400"
"09.08.2018 03:00 - 09.08.2018 04:00","0","400"
"09.08.2018 04:00 - 09.08.2018 05:00","0","400"
"09.08.2018 05:00 - 09.08.2018 06:00","0","396"
"09.08.2018 06:00 - 09.08.2018 07:00","0","102"
"09.08.2018 07:00 - 09.08.2018 08:00","0","1"
"09.08.2018 08:00 - 09.08.2018 09:00","4","0"
"09.08.2018 09:00 - 09.08.2018 10:00","211","0"
"09.08.2018 10:00 - 09.08.2018 11:00","251","0"
"09.08.2018 11:00 - 09.08.2018 12:00","426","0"
"09.08.2018 12:00 - 09.08.2018 13:00","484","0"
"09.08.2018 13:00 - 09.08.2018 14:00","450","0"
"09.08.2018 14:00 - 09.08.2018 15:00","484","0"
"09.08.2018 15:00 - 09.08.2018 16:00","253","0"
"09.08.2018 16:00 - 09.08.2018 17:00","219","0"
"09.08.2018 17:00 - 09.08.2018 18:00","128","0"
"09.08.2018 18:00 - 09.08.2018 19:00","1","0"
"09.08.2018 19:00 - 09.08.2018 20:00","71","0"
"09.08.2018 20:00 - 09.08.2018 21:00","273","0"
"09.08.2018 21:00 - 09.08.2018 22:00","316","0"
"09.08.2018 22:00 - 09.08.2018 23:00","0","251"
"09.08.2018 23:00 - 10.08.2018 00:00","0","146"
"10.08.2018 00:00 - 10.08.2018 01:00","0","343"
"10.08.2018 01:00 - 10.08.2018 02:00","0","491"
"10.08.2018 02:00 - 10.08.2018 03:00","0","492"
"10.08.2018 03:00 - 10.08.2018 04:00","0","489"
"10.08.2018 04:00 - 10.08.2018 05:00","0","267"
"10.08.2018 05:00 - 10.08.2018 06:00","0","488"
"10.08.2018 06:00 - 10.08.2018 07:00","0","297"
"10.08.2018 07:00 - 10.08.2018 08:00","0","2"
"10.08.2018 08:00 - 10.08.2018 09:00","0","0"
"10.08.2018 09:00 - 10.08.2018 10:00","0","0"
"10.08.2018 10:00 - 10.08.2018 11:00","0","0"
"10.08.2018 11:00 - 10.08.2018 12:00","0","0"
"10.08.2018 12:00 - 10.08.2018 13:00","1","0"
"10.08.2018 13:00 - 10.08.2018 14:00","176","0"
"10.08.2018 14:00 - 10.08.2018 15:00","2","0"
"10.08.2018 15:00 - 10.08.2018 16:00","85","0"
"10.08.2018 16:00 - 10.08.2018 17:00","1","0"
"10.08.2018 17:00 - 10.08.2018 18:00","0","0"
"10.08.2018 18:00 - 10.08.2018 19:00","65","0"
"10.08.2018 19:00 - 10.08.2018 20:00","124","0"
"10.08.2018 20:00 - 10.08.2018 21:00","292","0"
"10.08.2018 21:00 - 10.08.2018 22:00","442","0"
"10.08.2018 22:00 - 10.08.2018 23:00","490","0"
"10.08.2018 23:00 - 11.08.2018 00:00","40","0"
"11.08.2018 00:00 - 11.08.2018 01:00","0","256"
"11.08.2018 01:00 - 11.08.2018 02:00","0","108"
"11.08.2018 02:00 - 11.08.2018 03:00","0","185"
"11.08.2018 03:00 - 11.08.2018 04:00","0","316"
"11.08.2018 04:00 - 11.08.2018 05:00","0","253"
"11.08.2018 05:00 - 11.08.2018 06:00","0","294"
"11.08.2018 06:00 - 11.08.2018 07:00","0","1"
"11.08.2018 07:00 - 11.08.2018 08:00","225","0"
"11.08.2018 08:00 - 11.08.2018 09:00","0","4"
"11.08.2018 09:00 - 11.08.2018 10:00","0","21"
"11.08.2018 10:00 - 11.08.2018 11:00","0","25"
"11.08.2018 11:00 - 11.08.2018 12:00","0","7"
"11.08.2018 12:00 - 11.08.2018 13:00","0","51"
"11.08.2018 13:00 - 11.08.2018 14:00","0","1"
"11.08.2018 14:00 - 11.08.2018 15:00","0","86"
"11.08.2018 15:00 - 11.08.2018 16:00","0","14"
"11.08.2018 16:00 - 11.08.2018 17:00","0","10"
"11.08.2018 17:00 - 11.08.2018 18:00","0","0"
"11.08.2018 18:00 - 11.08.2018 19:00","0","0"
"11.08.2018 19:00 - 11.08.2018 20:00","0","0"
"11.08.2018 20:00 - 11.08.2018 21:00","0","0"
"11.08.2018 21:00 - 11.08.2018 22:00","0","0"
"11.08.2018 22:00 - 11.08.2018 23:00","0","352"
"11.08.2018 23:00 - 12.08.2018 00:00","0","493"
"12.08.2018 00:00 - 12.08.2018 01:00","0","492"
"12.08.2018 01:00 - 12.08.2018 02:00","0","493"
"12.08.2018 02:00 - 12.08.2018 03:00","0","493"
"12.08.2018 03:00 - 12.08.2018 04:00","0","492"
"12.08.2018 04:00 - 12.08.2018 05:00","0","492"
"12.08.2018 05:00 - 12.08.2018 06:00","0","492"
"12.08.2018 06:00 - 12.08.2018 07:00","0","492"
"12.08.2018 07:00 - 12.08.2018 08:00","0","492"
"12.08.2018 08:00 - 12.08.2018 09:00","0","422"
"12.08.2018 09:00 - 12.08.2018 10:00","0","389"
"12.08.2018 10:00 - 12.08.2018 11:00","0","403"
"12.08.2018 11:00 - 12.08.2018 12:00","0","490"
"12.08.2018 12:00 - 12.08.2018 13:00","0","382"
"12.08.2018 13:00 - 12.08.2018 14:00","0","473"
"12.08.2018 14:00 - 12.08.2018 15:00","0","490"
"12.08.2018 15:00 - 12.08.2018 16:00","0","301"
"12.08.2018 16:00 - 12.08.2018 17:00","0","299"
"12.08.2018 17:00 - 12.08.2018 18:00","0","299"
"12.08.2018 18:00 - 12.08.2018 19:00","0","297"
"12.08.2018 19:00 - 12.08.2018 20:00","0","4"
"12.08.2018 20:00 - 12.08.2018 21:00","1","0"
"12.08.2018 21:00 - 12.08.2018 22:00","1","0"
"12.08.2018 22:00 - 12.08.2018 23:00","0","3"
"12.08.2018 23:00 - 13.08.2018 00:00","0","295"
"13.08.2018 00:00 - 13.08.2018 01:00","0","299"
"13.08.2018 01:00 - 13.08.2018 02:00","0","299"
"13.08.2018 02:00 - 13.08.2018 03:00","0","299"
"13.08.2018 03:00 - 13.08.2018 04:00","0","299"
"13.08.2018 04:00 - 13.08.2018 05:00","0","299"
"13.08.2018 05:00 - 13.08.2018 06:00","0","298"
"13.08.2018 06:00 - 13.08.2018 07:00","0","103"
"13.08.2018 07:00 - 13.08.2018 08:00","0","100"
"13.08.2018 08:00 - 13.08.2018 09:00","11","0"
"13.08.2018 09:00 - 13.08.2018 10:00","476","0"
"13.08.2018 10:00 - 13.08.2018 11:00","487","0"
"13.08.2018 11:00 - 13.08.2018 12:00","487","0"
"13.08.2018 12:00 - 13.08.2018 13:00","486","0"
"13.08.2018 13:00 - 13.08.2018 14:00","484","0"
"13.08.2018 14:00 - 13.08.2018 15:00","391","0"
"13.08.2018 15:00 - 13.08.2018 16:00","398","0"
"13.08.2018 16:00 - 13.08.2018 17:00","325","0"
"13.08.2018 17:00 - 13.08.2018 18:00","70","0"
"13.08.2018 18:00 - 13.08.2018 19:00","0","0"
"13.08.2018 19:00 - 13.08.2018 20:00","1","0"
"13.08.2018 20:00 - 13.08.2018 21:00","0","0"
"13.08.2018 21:00 - 13.08.2018 22:00","1","0"
"13.08.2018 22:00 - 13.08.2018 23:00","0","10"
"13.08.2018 23:00 - 14.08.2018 00:00","0","484"
"14.08.2018 00:00 - 14.08.2018 01:00","0","492"
"14.08.2018 01:00 - 14.08.2018 02:00","0","492"
"14.08.2018 02:00 - 14.08.2018 03:00","0","492"
"14.08.2018 03:00 - 14.08.2018 04:00","0","492"
"14.08.2018 04:00 - 14.08.2018 05:00","0","492"
"14.08.2018 05:00 - 14.08.2018 06:00","0","491"
"14.08.2018 06:00 - 14.08.2018 07:00","0","299"
"14.08.2018 07:00 - 14.08.2018 08:00","0","3"
"14.08.2018 08:00 - 14.08.2018 09:00","3","0"
"14.08.2018 09:00 - 14.08.2018 10:00","335","0"
"14.08.2018 10:00 - 14.08.2018 11:00","347","0"
"14.08.2018 11:00 - 14.08.2018 12:00","478","0"
"14.08.2018 12:00 - 14.08.2018 13:00","452","0"
"14.08.2018 13:00 - 14.08.2018 14:00","406","0"
"14.08.2018 14:00 - 14.08.2018 15:00","93","0"
"14.08.2018 15:00 - 14.08.2018 16:00","1","0"
"14.08.2018 16:00 - 14.08.2018 17:00","0","0"
"14.08.2018 17:00 - 14.08.2018 18:00","0","0"
"14.08.2018 18:00 - 14.08.2018 19:00","0","0"
"14.08.2018 19:00 - 14.08.2018 20:00","0","0"
"14.08.2018 20:00 - 14.08.2018 21:00","0","0"
"14.08.2018 21:00 - 14.08.2018 22:00","0","0"
"14.08.2018 22:00 - 14.08.2018 23:00","0","88"
"14.08.2018 23:00 - 15.08.2018 00:00","0","452"
"15.08.2018 00:00 - 15.08.2018 01:00","0","490"
"15.08.2018 01:00 - 15.08.2018 02:00","0","492"
"15.08.2018 02:00 - 15.08.2018 03:00","0","492"
"15.08.2018 03:00 - 15.08.2018 04:00","0","492"
"15.08.2018 04:00 - 15.08.2018 05:00","0","492"
"15.08.2018 05:00 - 15.08.2018 06:00","0","491"
"15.08.2018 06:00 - 15.08.2018 07:00","0","362"
"15.08.2018 07:00 - 15.08.2018 08:00","0","492"
"15.08.2018 08:00 - 15.08.2018 09:00","0","492"
"15.08.2018 09:00 - 15.08.2018 10:00","0","492"
"15.08.2018 10:00 - 15.08.2018 11:00","0","492"
"15.08.2018 11:00 - 15.08.2018 12:00","0","492"
"15.08.2018 12:00 - 15.08.2018 13:00","0","492"
"15.08.2018 13:00 - 15.08.2018 14:00","0","492"
"15.08.2018 14:00 - 15.08.2018 15:00","0","492"
"15.08.2018 15:00 - 15.08.2018 16:00","0","492"
"15.08.2018 16:00 - 15.08.2018 17:00","0","489"
"15.08.2018 17:00 - 15.08.2018 18:00","0","302"
"15.08.2018 18:00 - 15.08.2018 19:00","0","301"
"15.08.2018 19:00 - 15.08.2018 20:00","0","301"
"15.08.2018 20:00 - 15.08.2018 21:00","0","168"
"15.08.2018 21:00 - 15.08.2018 22:00","0","1"
"15.08.2018 22:00 - 15.08.2018 23:00","0","2"
"15.08.2018 23:00 - 16.08.2018 00:00","0","297"
"16.08.2018 00:00 - 16.08.2018 01:00","0","301"
"16.08.2018 01:00 - 16.08.2018 02:00","0","260"
"16.08.2018 02:00 - 16.08.2018 03:00","0","298"
"16.08.2018 03:00 - 16.08.2018 04:00","0","300"
"16.08.2018 04:00 - 16.08.2018 05:00","0","297"
"16.08.2018 05:00 - 16.08.2018 06:00","0","98"
"16.08.2018 06:00 - 16.08.2018 07:00","0","1"
"16.08.2018 07:00 - 16.08.2018 08:00","0","0"
"16.08.2018 08:00 - 16.08.2018 09:00","0","0"
"16.08.2018 09:00 - 16.08.2018 10:00","1","0"
"16.08.2018 10:00 - 16.08.2018 11:00","68","0"
"16.08.2018 11:00 - 16.08.2018 12:00","337","0"
"16.08.2018 12:00 - 16.08.2018 13:00","434","0"
"16.08.2018 13:00 - 16.08.2018 14:00","485","0"
"16.08.2018 14:00 - 16.08.2018 15:00","391","0"
"16.08.2018 15:00 - 16.08.2018 16:00","254","0"
"16.08.2018 16:00 - 16.08.2018 17:00","182","0"
"16.08.2018 17:00 - 16.08.2018 18:00","214","0"
"16.08.2018 18:00 - 16.08.2018 19:00","222","0"
"16.08.2018 19:00 - 16.08.2018 20:00","266","0"
"16.08.2018 20:00 - 16.08.2018 21:00","222","0"
"16.08.2018 21:00 - 16.08.2018 22:00","263","0"
"16.08.2018 22:00 - 16.08.2018 23:00","344","0"
"16.08.2018 23:00 - 17.08.2018 00:00","415","0"
"17.08.2018 00:00 - 17.08.2018 01:00","0","131"
"17.08.2018 01:00 - 17.08.2018 02:00","0","49"
"17.08.2018 02:00 - 17.08.2018 03:00","0","1"
"17.08.2018 03:00 - 17.08.2018 04:00","0","107"
"17.08.2018 04:00 - 17.08.2018 05:00","0","6"
"17.08.2018 05:00 - 17.08.2018 06:00","0","401"
"17.08.2018 06:00 - 17.08.2018 07:00","0","9"
"17.08.2018 07:00 - 17.08.2018 08:00","0","293"
"17.08.2018 08:00 - 17.08.2018 09:00","0","0"
"17.08.2018 09:00 - 17.08.2018 10:00","287","0"
"17.08.2018 10:00 - 17.08.2018 11:00","310","0"
"17.08.2018 11:00 - 17.08.2018 12:00","425","0"
"17.08.2018 12:00 - 17.08.2018 13:00","348","0"
"17.08.2018 13:00 - 17.08.2018 14:00","458","0"
"17.08.2018 14:00 - 17.08.2018 15:00","318","0"
"17.08.2018 15:00 - 17.08.2018 16:00","138","0"
"17.08.2018 16:00 - 17.08.2018 17:00","75","0"
"17.08.2018 17:00 - 17.08.2018 18:00","49","0"
"17.08.2018 18:00 - 17.08.2018 19:00","179","0"
"17.08.2018 19:00 - 17.08.2018 20:00","233","0"
"17.08.2018 20:00 - 17.08.2018 21:00","117","0"
"17.08.2018 21:00 - 17.08.2018 22:00","152","0"
"17.08.2018 22:00 - 17.08.2018 23:00","314","0"
"17.08.2018 23:00 - 18.08.2018 00:00","310","0"
"18.08.2018 00:00 - 18.08.2018 01:00","143","0"
"18.08.2018 01:00 - 18.08.2018 02:00","0","161"
"18.08.2018 02:00 - 18.08.2018 03:00","0","166"
"18.08.2018 03:00 - 18.08.2018 04:00","0","117"
"18.08.2018 04:00 - 18.08.2018 05:00","0","50"
"18.08.2018 05:00 - 18.08.2018 06:00","0","271"
"18.08.2018 06:00 - 18.08.2018 07:00","0","101"
"18.08.2018 07:00 - 18.08.2018 08:00","3","0"
"18.08.2018 08:00 - 18.08.2018 09:00","220","0"
"18.08.2018 09:00 - 18.08.2018 10:00","484","0"
"18.08.2018 10:00 - 18.08.2018 11:00","487","0"
"18.08.2018 11:00 - 18.08.2018 12:00","486","0"
"18.08.2018 12:00 - 18.08.2018 13:00","487","0"
"18.08.2018 13:00 - 18.08.2018 14:00","486","0"
"18.08.2018 14:00 - 18.08.2018 15:00","349","0"
"18.08.2018 15:00 - 18.08.2018 16:00","286","0"
"18.08.2018 16:00 - 18.08.2018 17:00","114","0"
"18.08.2018 17:00 - 18.08.2018 18:00","1","0"
"18.08.2018 18:00 - 18.08.2018 19:00","0","0"
"18.08.2018 19:00 - 18.08.2018 20:00","0","109"
"18.08.2018 20:00 - 18.08.2018 21:00","95","0"
"18.08.2018 21:00 - 18.08.2018 22:00","342","0"
"18.08.2018 22:00 - 18.08.2018 23:00","365","0"
"18.08.2018 23:00 - 19.08.2018 00:00","167","0"
"19.08.2018 00:00 - 19.08.2018 01:00","133","0"
"19.08.2018 01:00 - 19.08.2018 02:00","69","0"
"19.08.2018 02:00 - 19.08.2018 03:00","0","0"
"19.08.2018 03:00 - 19.08.2018 04:00","0","0"
"19.08.2018 04:00 - 19.08.2018 05:00","0","4"
"19.08.2018 05:00 - 19.08.2018 06:00","0","183"
"19.08.2018 06:00 - 19.08.2018 07:00","0","297"
"19.08.2018 07:00 - 19.08.2018 08:00","0","299"
"19.08.2018 08:00 - 19.08.2018 09:00","0","200"
"19.08.2018 09:00 - 19.08.2018 10:00","0","199"
"19.08.2018 10:00 - 19.08.2018 11:00","0","199"
"19.08.2018 11:00 - 19.08.2018 12:00","0","177"
"19.08.2018 12:00 - 19.08.2018 13:00","0","173"
"19.08.2018 13:00 - 19.08.2018 14:00","0","179"
"19.08.2018 14:00 - 19.08.2018 15:00","0","122"
"19.08.2018 15:00 - 19.08.2018 16:00","0","170"
"19.08.2018 16:00 - 19.08.2018 17:00","0","173"
"19.08.2018 17:00 - 19.08.2018 18:00","0","170"
"19.08.2018 18:00 - 19.08.2018 19:00","0","149"
"19.08.2018 19:00 - 19.08.2018 20:00","0","200"
"19.08.2018 20:00 - 19.08.2018 21:00","0","3"
"19.08.2018 21:00 - 19.08.2018 22:00","0","68"
"19.08.2018 22:00 - 19.08.2018 23:00","167","0"
"19.08.2018 23:00 - 20.08.2018 00:00","126","0"
"20.08.2018 00:00 - 20.08.2018 01:00","0","0"
"20.08.2018 01:00 - 20.08.2018 02:00","0","154"
"20.08.2018 02:00 - 20.08.2018 03:00","0","189"
"20.08.2018 03:00 - 20.08.2018 04:00","0","179"
"20.08.2018 04:00 - 20.08.2018 05:00","0","1"
"20.08.2018 05:00 - 20.08.2018 06:00","0","376"
"20.08.2018 06:00 - 20.08.2018 07:00","0","199"
"20.08.2018 07:00 - 20.08.2018 08:00","0","1"
"20.08.2018 08:00 - 20.08.2018 09:00","0","0"
"20.08.2018 09:00 - 20.08.2018 10:00","395","0"
"20.08.2018 10:00 - 20.08.2018 11:00","467","0"
"20.08.2018 11:00 - 20.08.2018 12:00","14","0"
"20.08.2018 12:00 - 20.08.2018 13:00","0","0"
"20.08.2018 13:00 - 20.08.2018 14:00","0","0"
"20.08.2018 14:00 - 20.08.2018 15:00","0","0"
"20.08.2018 15:00 - 20.08.2018 16:00","0","0"
"20.08.2018 16:00 - 20.08.2018 17:00","0","0"
"20.08.2018 17:00 - 20.08.2018 18:00","0","0"
"20.08.2018 18:00 - 20.08.2018 19:00","0","0"
"20.08.2018 19:00 - 20.08.2018 20:00","1","0"
"20.08.2018 20:00 - 20.08.2018 21:00","283","0"
"20.08.2018 21:00 - 20.08.2018 22:00","4","0"
"20.08.2018 22:00 - 20.08.2018 23:00","265","0"
"20.08.2018 23:00 - 21.08.2018 00:00","220","0"
"21.08.2018 00:00 - 21.08.2018 01:00","0","172"
"21.08.2018 01:00 - 21.08.2018 02:00","0","479"
"21.08.2018 02:00 - 21.08.2018 03:00","0","450"
"21.08.2018 03:00 - 21.08.2018 04:00","0","490"
"21.08.2018 04:00 - 21.08.2018 05:00","0","491"
"21.08.2018 05:00 - 21.08.2018 06:00","0","245"
"21.08.2018 06:00 - 21.08.2018 07:00","0","49"
"21.08.2018 07:00 - 21.08.2018 08:00","194","0"
"21.08.2018 08:00 - 21.08.2018 09:00","483","0"
"21.08.2018 09:00 - 21.08.2018 10:00","487","0"
"21.08.2018 10:00 - 21.08.2018 11:00","487","0"
"21.08.2018 11:00 - 21.08.2018 12:00","487","0"
"21.08.2018 12:00 - 21.08.2018 13:00","487","0"
"21.08.2018 13:00 - 21.08.2018 14:00","487","0"
"21.08.2018 14:00 - 21.08.2018 15:00","487","0"
"21.08.2018 15:00 - 21.08.2018 16:00","473","0"
"21.08.2018 16:00 - 21.08.2018 17:00","486","0"
"21.08.2018 17:00 - 21.08.2018 18:00","486","0"
"21.08.2018 18:00 - 21.08.2018 19:00","486","0"
"21.08.2018 19:00 - 21.08.2018 20:00","486","0"
"21.08.2018 20:00 - 21.08.2018 21:00","486","0"
"21.08.2018 21:00 - 21.08.2018 22:00","370","0"
"21.08.2018 22:00 - 21.08.2018 23:00","385","0"
"21.08.2018 23:00 - 22.08.2018 00:00","480","0"
"22.08.2018 00:00 - 22.08.2018 01:00","60","0"
"22.08.2018 01:00 - 22.08.2018 02:00","1","0"
"22.08.2018 02:00 - 22.08.2018 03:00","0","0"
"22.08.2018 03:00 - 22.08.2018 04:00","0","70"
"22.08.2018 04:00 - 22.08.2018 05:00","0","68"
"22.08.2018 05:00 - 22.08.2018 06:00","0","191"
"22.08.2018 06:00 - 22.08.2018 07:00","0","133"
"22.08.2018 07:00 - 22.08.2018 08:00","0","67"
"22.08.2018 08:00 - 22.08.2018 09:00","443","0"
"22.08.2018 09:00 - 22.08.2018 10:00","82","0"
"22.08.2018 10:00 - 22.08.2018 11:00","476","0"
"22.08.2018 11:00 - 22.08.2018 12:00","487","0"
"22.08.2018 12:00 - 22.08.2018 13:00","487","0"
"22.08.2018 13:00 - 22.08.2018 14:00","487","0"
"22.08.2018 14:00 - 22.08.2018 15:00","486","0"
"22.08.2018 15:00 - 22.08.2018 16:00","313","0"
"22.08.2018 16:00 - 22.08.2018 17:00","308","0"
"22.08.2018 17:00 - 22.08.2018 18:00","341","0"
"22.08.2018 18:00 - 22.08.2018 19:00","251","0"
"22.08.2018 19:00 - 22.08.2018 20:00","469","0"
"22.08.2018 20:00 - 22.08.2018 21:00","365","0"
"22.08.2018 21:00 - 22.08.2018 22:00","0","99"
"22.08.2018 22:00 - 22.08.2018 23:00","238","0"
"22.08.2018 23:00 - 23.08.2018 00:00","484","0"
"23.08.2018 00:00 - 23.08.2018 01:00","393","0"
"23.08.2018 01:00 - 23.08.2018 02:00","215","0"
"23.08.2018 02:00 - 23.08.2018 03:00","1","0"
"23.08.2018 03:00 - 23.08.2018 04:00","1","0"
"23.08.2018 04:00 - 23.08.2018 05:00","167","0"
"23.08.2018 05:00 - 23.08.2018 06:00","343","0"
"23.08.2018 06:00 - 23.08.2018 07:00","52","0"
"23.08.2018 07:00 - 23.08.2018 08:00","14","0"
"23.08.2018 08:00 - 23.08.2018 09:00","457","0"
"23.08.2018 09:00 - 23.08.2018 10:00","486","0"
"23.08.2018 10:00 - 23.08.2018 11:00","424","0"
"23.08.2018 11:00 - 23.08.2018 12:00","487","0"
"23.08.2018 12:00 - 23.08.2018 13:00","487","0"
"23.08.2018 13:00 - 23.08.2018 14:00","487","0"
"23.08.2018 14:00 - 23.08.2018 15:00","486","0"
"23.08.2018 15:00 - 23.08.2018 16:00","410","0"
"23.08.2018 16:00 - 23.08.2018 17:00","382","0"
"23.08.2018 17:00 - 23.08.2018 18:00","487","0"
"23.08.2018 18:00 - 23.08.2018 19:00","481","0"
"23.08.2018 19:00 - 23.08.2018 20:00","486","0"
"23.08.2018 20:00 - 23.08.2018 21:00","478","0"
"23.08.2018 21:00 - 23.08.2018 22:00","72","0"
"23.08.2018 22:00 - 23.08.2018 23:00","180","0"
"23.08.2018 23:00 - 24.08.2018 00:00","267","0"
"24.08.2018 00:00 - 24.08.2018 01:00","213","0"
"24.08.2018 01:00 - 24.08.2018 02:00","335","0"
"24.08.2018 02:00 - 24.08.2018 03:00","260","0"
"24.08.2018 03:00 - 24.08.2018 04:00","76","0"
"24.08.2018 04:00 - 24.08.2018 05:00","68","0"
"24.08.2018 05:00 - 24.08.2018 06:00","0","128"
"24.08.2018 06:00 - 24.08.2018 07:00","0","187"
"24.08.2018 07:00 - 24.08.2018 08:00","0","138"
"24.08.2018 08:00 - 24.08.2018 09:00","218","0"
"24.08.2018 09:00 - 24.08.2018 10:00","479","0"
"24.08.2018 10:00 - 24.08.2018 11:00","466","0"
"24.08.2018 11:00 - 24.08.2018 12:00","485","0"
"24.08.2018 12:00 - 24.08.2018 13:00","486","0"
"24.08.2018 13:00 - 24.08.2018 14:00","486","0"
"24.08.2018 14:00 - 24.08.2018 15:00","372","0"
"24.08.2018 15:00 - 24.08.2018 16:00","235","0"
"24.08.2018 16:00 - 24.08.2018 17:00","206","0"
"24.08.2018 17:00 - 24.08.2018 18:00","2","0"
"24.08.2018 18:00 - 24.08.2018 19:00","81","0"
"24.08.2018 19:00 - 24.08.2018 20:00","171","0"
"24.08.2018 20:00 - 24.08.2018 21:00","482","0"
"24.08.2018 21:00 - 24.08.2018 22:00","487","0"
"24.08.2018 22:00 - 24.08.2018 23:00","487","0"
"24.08.2018 23:00 - 25.08.2018 00:00","488","0"
"25.08.2018 00:00 - 25.08.2018 01:00","487","0"
"25.08.2018 01:00 - 25.08.2018 02:00","411","0"
"25.08.2018 02:00 - 25.08.2018 03:00","317","0"
"25.08.2018 03:00 - 25.08.2018 04:00","412","0"
"25.08.2018 04:00 - 25.08.2018 05:00","369","0"
