"Time (CET)","Czech Republic (CZ) > Slovakia (SK) [MW]","Slovakia (SK) > Czech Republic (CZ) [MW]"
"20.01.2018 01:00 - 20.01.2018 02:00","371","0"
"20.01.2018 02:00 - 20.01.2018 03:00","396","0"
"20.01.2018 03:00 - 20.01.2018 04:00","328","0"
"20.01.2018 04:00 - 20.01.2018 05:00","418","0"
"20.01.2018 05:00 - 20.01.2018 06:00","567","0"
"20.01.2018 06:00 - 20.01.2018 07:00","754","0"
"20.01.2018 07:00 - 20.01.2018 08:00","977","0"
"20.01.2018 08:00 - 20.01.2018 09:00","1117","0"
"20.01.2018 09:00 - 20.01.2018 10:00","1209","0"
"20.01.2018 10:00 - 20.01.2018 11:00","1229","0"
"20.01.2018 11:00 - 20.01.2018 12:00","1243","0"
"20.01.2018 12:00 - 20.01.2018 13:00","1114","0"
"20.01.2018 13:00 - 20.01.2018 14:00","1003","0"
"20.01.2018 14:00 - 20.01.2018 15:00","884","0"
"20.01.2018 15:00 - 20.01.2018 16:00","826","0"
"20.01.2018 16:00 - 20.01.2018 17:00","1015","0"
"20.01.2018 17:00 - 20.01.2018 18:00","970","0"
"20.01.2018 18:00 - 20.01.2018 19:00","949","0"
"20.01.2018 19:00 - 20.01.2018 20:00","899","0"
"20.01.2018 20:00 - 20.01.2018 21:00","870","0"
"20.01.2018 21:00 - 20.01.2018 22:00","695","0"
"20.01.2018 22:00 - 20.01.2018 23:00","494","0"
"20.01.2018 23:00 - 21.01.2018 00:00","409","0"
"21.01.2018 00:00 - 21.01.2018 01:00","402","0"
"21.01.2018 01:00 - 21.01.2018 02:00","192","0"
"21.01.2018 02:00 - 21.01.2018 03:00","87","0"
"21.01.2018 03:00 - 21.01.2018 04:00","61","0"
"21.01.2018 04:00 - 21.01.2018 05:00","158","0"
"21.01.2018 05:00 - 21.01.2018 06:00","284","0"
"21.01.2018 06:00 - 21.01.2018 07:00","510","0"
"21.01.2018 07:00 - 21.01.2018 08:00","771","0"
"21.01.2018 08:00 - 21.01.2018 09:00","929","0"
"21.01.2018 09:00 - 21.01.2018 10:00","1018","0"
"21.01.2018 10:00 - 21.01.2018 11:00","947","0"
"21.01.2018 11:00 - 21.01.2018 12:00","855","0"
"21.01.2018 12:00 - 21.01.2018 13:00","780","0"
"21.01.2018 13:00 - 21.01.2018 14:00","722","0"
"21.01.2018 14:00 - 21.01.2018 15:00","599","0"
"21.01.2018 15:00 - 21.01.2018 16:00","543","0"
"21.01.2018 16:00 - 21.01.2018 17:00","666","0"
"21.01.2018 17:00 - 21.01.2018 18:00","668","0"
"21.01.2018 18:00 - 21.01.2018 19:00","612","0"
"21.01.2018 19:00 - 21.01.2018 20:00","540","0"
"21.01.2018 20:00 - 21.01.2018 21:00","507","0"
"21.01.2018 21:00 - 21.01.2018 22:00","456","0"
"21.01.2018 22:00 - 21.01.2018 23:00","363","0"
"21.01.2018 23:00 - 22.01.2018 00:00","405","0"
"22.01.2018 00:00 - 22.01.2018 01:00","142","0"
"22.01.2018 01:00 - 22.01.2018 02:00","0","12"
"22.01.2018 02:00 - 22.01.2018 03:00","0","15"
"22.01.2018 03:00 - 22.01.2018 04:00","80","0"
"22.01.2018 04:00 - 22.01.2018 05:00","199","0"
"22.01.2018 05:00 - 22.01.2018 06:00","342","0"
"22.01.2018 06:00 - 22.01.2018 07:00","759","0"
"22.01.2018 07:00 - 22.01.2018 08:00","817","0"
"22.01.2018 08:00 - 22.01.2018 09:00","734","0"
"22.01.2018 09:00 - 22.01.2018 10:00","710","0"
"22.01.2018 10:00 - 22.01.2018 11:00","580","0"
"22.01.2018 11:00 - 22.01.2018 12:00","670","0"
"22.01.2018 12:00 - 22.01.2018 13:00","713","0"
"22.01.2018 13:00 - 22.01.2018 14:00","686","0"
"22.01.2018 14:00 - 22.01.2018 15:00","685","0"
"22.01.2018 15:00 - 22.01.2018 16:00","603","0"
"22.01.2018 16:00 - 22.01.2018 17:00","730","0"
"22.01.2018 17:00 - 22.01.2018 18:00","826","0"
"22.01.2018 18:00 - 22.01.2018 19:00","824","0"
"22.01.2018 19:00 - 22.01.2018 20:00","750","0"
"22.01.2018 20:00 - 22.01.2018 21:00","887","0"
"22.01.2018 21:00 - 22.01.2018 22:00","861","0"
"22.01.2018 22:00 - 22.01.2018 23:00","814","0"
"22.01.2018 23:00 - 23.01.2018 00:00","765","0"
"23.01.2018 00:00 - 23.01.2018 01:00","709","0"
"23.01.2018 01:00 - 23.01.2018 02:00","551","0"
"23.01.2018 02:00 - 23.01.2018 03:00","497","0"
"23.01.2018 03:00 - 23.01.2018 04:00","442","0"
"23.01.2018 04:00 - 23.01.2018 05:00","522","0"
"23.01.2018 05:00 - 23.01.2018 06:00","828","0"
"23.01.2018 06:00 - 23.01.2018 07:00","1105","0"
"23.01.2018 07:00 - 23.01.2018 08:00","1023","0"
"23.01.2018 08:00 - 23.01.2018 09:00","1042","0"
"23.01.2018 09:00 - 23.01.2018 10:00","1043","0"
"23.01.2018 10:00 - 23.01.2018 11:00","999","0"
"23.01.2018 11:00 - 23.01.2018 12:00","1075","0"
"23.01.2018 12:00 - 23.01.2018 13:00","1068","0"
"23.01.2018 13:00 - 23.01.2018 14:00","963","0"
"23.01.2018 14:00 - 23.01.2018 15:00","1008","0"
"23.01.2018 15:00 - 23.01.2018 16:00","1054","0"
"23.01.2018 16:00 - 23.01.2018 17:00","1167","0"
"23.01.2018 17:00 - 23.01.2018 18:00","1113","0"
"23.01.2018 18:00 - 23.01.2018 19:00","1023","0"
"23.01.2018 19:00 - 23.01.2018 20:00","1120","0"
"23.01.2018 20:00 - 23.01.2018 21:00","1221","0"
"23.01.2018 21:00 - 23.01.2018 22:00","1201","0"
"23.01.2018 22:00 - 23.01.2018 23:00","1197","0"
"23.01.2018 23:00 - 24.01.2018 00:00","1055","0"
"24.01.2018 00:00 - 24.01.2018 01:00","1052","0"
"24.01.2018 01:00 - 24.01.2018 02:00","939","0"
"24.01.2018 02:00 - 24.01.2018 03:00","831","0"
"24.01.2018 03:00 - 24.01.2018 04:00","776","0"
"24.01.2018 04:00 - 24.01.2018 05:00","797","0"
"24.01.2018 05:00 - 24.01.2018 06:00","955","0"
"24.01.2018 06:00 - 24.01.2018 07:00","1096","0"
"24.01.2018 07:00 - 24.01.2018 08:00","1009","0"
"24.01.2018 08:00 - 24.01.2018 09:00","1068","0"
"24.01.2018 09:00 - 24.01.2018 10:00","1031","0"
"24.01.2018 10:00 - 24.01.2018 11:00","1103","0"
"24.01.2018 11:00 - 24.01.2018 12:00","1148","0"
"24.01.2018 12:00 - 24.01.2018 13:00","1268","0"
"24.01.2018 13:00 - 24.01.2018 14:00","1237","0"
"24.01.2018 14:00 - 24.01.2018 15:00","1244","0"
"24.01.2018 15:00 - 24.01.2018 16:00","1220","0"
"24.01.2018 16:00 - 24.01.2018 17:00","1334","0"
"24.01.2018 17:00 - 24.01.2018 18:00","1328","0"
"24.01.2018 18:00 - 24.01.2018 19:00","1231","0"
"24.01.2018 19:00 - 24.01.2018 20:00","1207","0"
"24.01.2018 20:00 - 24.01.2018 21:00","1268","0"
"24.01.2018 21:00 - 24.01.2018 22:00","1084","0"
"24.01.2018 22:00 - 24.01.2018 23:00","1073","0"
"24.01.2018 23:00 - 25.01.2018 00:00","1147","0"
"25.01.2018 00:00 - 25.01.2018 01:00","1064","0"
"25.01.2018 01:00 - 25.01.2018 02:00","990","0"
"25.01.2018 02:00 - 25.01.2018 03:00","937","0"
"25.01.2018 03:00 - 25.01.2018 04:00","880","0"
"25.01.2018 04:00 - 25.01.2018 05:00","965","0"
"25.01.2018 05:00 - 25.01.2018 06:00","1121","0"
"25.01.2018 06:00 - 25.01.2018 07:00","1378","0"
"25.01.2018 07:00 - 25.01.2018 08:00","1250","0"
"25.01.2018 08:00 - 25.01.2018 09:00","1188","0"
"25.01.2018 09:00 - 25.01.2018 10:00","1254","0"
"25.01.2018 10:00 - 25.01.2018 11:00","1267","0"
"25.01.2018 11:00 - 25.01.2018 12:00","1243","0"
"25.01.2018 12:00 - 25.01.2018 13:00","1298","0"
"25.01.2018 13:00 - 25.01.2018 14:00","1305","0"
"25.01.2018 14:00 - 25.01.2018 15:00","1228","0"
"25.01.2018 15:00 - 25.01.2018 16:00","1131","0"
"25.01.2018 16:00 - 25.01.2018 17:00","1165","0"
"25.01.2018 17:00 - 25.01.2018 18:00","1213","0"
"25.01.2018 18:00 - 25.01.2018 19:00","1116","0"
"25.01.2018 19:00 - 25.01.2018 20:00","1100","0"
"25.01.2018 20:00 - 25.01.2018 21:00","1196","0"
"25.01.2018 21:00 - 25.01.2018 22:00","1095","0"
"25.01.2018 22:00 - 25.01.2018 23:00","941","0"
"25.01.2018 23:00 - 26.01.2018 00:00","874","0"
"26.01.2018 00:00 - 26.01.2018 01:00","885","0"
"26.01.2018 01:00 - 26.01.2018 02:00","762","0"
"26.01.2018 02:00 - 26.01.2018 03:00","671","0"
"26.01.2018 03:00 - 26.01.2018 04:00","595","0"
"26.01.2018 04:00 - 26.01.2018 05:00","738","0"
"26.01.2018 05:00 - 26.01.2018 06:00","916","0"
"26.01.2018 06:00 - 26.01.2018 07:00","1047","0"
"26.01.2018 07:00 - 26.01.2018 08:00","1142","0"
"26.01.2018 08:00 - 26.01.2018 09:00","1139","0"
"26.01.2018 09:00 - 26.01.2018 10:00","1117","0"
"26.01.2018 10:00 - 26.01.2018 11:00","1153","0"
"26.01.2018 11:00 - 26.01.2018 12:00","1239","0"
"26.01.2018 12:00 - 26.01.2018 13:00","1273","0"
"26.01.2018 13:00 - 26.01.2018 14:00","1203","0"
"26.01.2018 14:00 - 26.01.2018 15:00","1185","0"
"26.01.2018 15:00 - 26.01.2018 16:00","1147","0"
"26.01.2018 16:00 - 26.01.2018 17:00","1247","0"
"26.01.2018 17:00 - 26.01.2018 18:00","1142","0"
"26.01.2018 18:00 - 26.01.2018 19:00","1092","0"
"26.01.2018 19:00 - 26.01.2018 20:00","1069","0"
"26.01.2018 20:00 - 26.01.2018 21:00","1200","0"
"26.01.2018 21:00 - 26.01.2018 22:00","1096","0"
"26.01.2018 22:00 - 26.01.2018 23:00","1076","0"
"26.01.2018 23:00 - 27.01.2018 00:00","996","0"
"27.01.2018 00:00 - 27.01.2018 01:00","824","0"
"27.01.2018 01:00 - 27.01.2018 02:00","713","0"
"27.01.2018 02:00 - 27.01.2018 03:00","576","0"
"27.01.2018 03:00 - 27.01.2018 04:00","529","0"
"27.01.2018 04:00 - 27.01.2018 05:00","547","0"
"27.01.2018 05:00 - 27.01.2018 06:00","680","0"
"27.01.2018 06:00 - 27.01.2018 07:00","814","0"
"27.01.2018 07:00 - 27.01.2018 08:00","943","0"
"27.01.2018 08:00 - 27.01.2018 09:00","1041","0"
"27.01.2018 09:00 - 27.01.2018 10:00","1090","0"
"27.01.2018 10:00 - 27.01.2018 11:00","1032","0"
"27.01.2018 11:00 - 27.01.2018 12:00","1067","0"
"27.01.2018 12:00 - 27.01.2018 13:00","1085","0"
"27.01.2018 13:00 - 27.01.2018 14:00","1115","0"
"27.01.2018 14:00 - 27.01.2018 15:00","1136","0"
"27.01.2018 15:00 - 27.01.2018 16:00","1188","0"
"27.01.2018 16:00 - 27.01.2018 17:00","1283","0"
"27.01.2018 17:00 - 27.01.2018 18:00","1289","0"
"27.01.2018 18:00 - 27.01.2018 19:00","1301","0"
"27.01.2018 19:00 - 27.01.2018 20:00","1287","0"
"27.01.2018 20:00 - 27.01.2018 21:00","1224","0"
"27.01.2018 21:00 - 27.01.2018 22:00","1189","0"
"27.01.2018 22:00 - 27.01.2018 23:00","1061","0"
"27.01.2018 23:00 - 28.01.2018 00:00","1116","0"
"28.01.2018 00:00 - 28.01.2018 01:00","1152","0"
"28.01.2018 01:00 - 28.01.2018 02:00","1127","0"
"28.01.2018 02:00 - 28.01.2018 03:00","1102","0"
"28.01.2018 03:00 - 28.01.2018 04:00","1058","0"
"28.01.2018 04:00 - 28.01.2018 05:00","1038","0"
"28.01.2018 05:00 - 28.01.2018 06:00","1036","0"
"28.01.2018 06:00 - 28.01.2018 07:00","1050","0"
"28.01.2018 07:00 - 28.01.2018 08:00","1085","0"
"28.01.2018 08:00 - 28.01.2018 09:00","1069","0"
"28.01.2018 09:00 - 28.01.2018 10:00","1117","0"
"28.01.2018 10:00 - 28.01.2018 11:00","1163","0"
"28.01.2018 11:00 - 28.01.2018 12:00","1196","0"
"28.01.2018 12:00 - 28.01.2018 13:00","1121","0"
"28.01.2018 13:00 - 28.01.2018 14:00","1090","0"
"28.01.2018 14:00 - 28.01.2018 15:00","1042","0"
"28.01.2018 15:00 - 28.01.2018 16:00","1022","0"
"28.01.2018 16:00 - 28.01.2018 17:00","1123","0"
"28.01.2018 17:00 - 28.01.2018 18:00","1137","0"
"28.01.2018 18:00 - 28.01.2018 19:00","1041","0"
"28.01.2018 19:00 - 28.01.2018 20:00","1037","0"
"28.01.2018 20:00 - 28.01.2018 21:00","1098","0"
"28.01.2018 21:00 - 28.01.2018 22:00","1075","0"
"28.01.2018 22:00 - 28.01.2018 23:00","990","0"
"28.01.2018 23:00 - 29.01.2018 00:00","1016","0"
"29.01.2018 00:00 - 29.01.2018 01:00","852","0"
"29.01.2018 01:00 - 29.01.2018 02:00","637","0"
"29.01.2018 02:00 - 29.01.2018 03:00","661","0"
"29.01.2018 03:00 - 29.01.2018 04:00","672","0"
"29.01.2018 04:00 - 29.01.2018 05:00","789","0"
"29.01.2018 05:00 - 29.01.2018 06:00","863","0"
"29.01.2018 06:00 - 29.01.2018 07:00","1094","0"
"29.01.2018 07:00 - 29.01.2018 08:00","1044","0"
"29.01.2018 08:00 - 29.01.2018 09:00","1021","0"
"29.01.2018 09:00 - 29.01.2018 10:00","1083","0"
"29.01.2018 10:00 - 29.01.2018 11:00","1121","0"
"29.01.2018 11:00 - 29.01.2018 12:00","1146","0"
"29.01.2018 12:00 - 29.01.2018 13:00","1057","0"
"29.01.2018 13:00 - 29.01.2018 14:00","1038","0"
"29.01.2018 14:00 - 29.01.2018 15:00","1005","0"
"29.01.2018 15:00 - 29.01.2018 16:00","963","0"
"29.01.2018 16:00 - 29.01.2018 17:00","1073","0"
"29.01.2018 17:00 - 29.01.2018 18:00","1061","0"
"29.01.2018 18:00 - 29.01.2018 19:00","1071","0"
"29.01.2018 19:00 - 29.01.2018 20:00","970","0"
"29.01.2018 20:00 - 29.01.2018 21:00","995","0"
"29.01.2018 21:00 - 29.01.2018 22:00","1070","0"
"29.01.2018 22:00 - 29.01.2018 23:00","992","0"
"29.01.2018 23:00 - 30.01.2018 00:00","876","0"
"30.01.2018 00:00 - 30.01.2018 01:00","982","0"
"30.01.2018 01:00 - 30.01.2018 02:00","760","0"
"30.01.2018 02:00 - 30.01.2018 03:00","673","0"
"30.01.2018 03:00 - 30.01.2018 04:00","573","0"
"30.01.2018 04:00 - 30.01.2018 05:00","671","0"
"30.01.2018 05:00 - 30.01.2018 06:00","965","0"
"30.01.2018 06:00 - 30.01.2018 07:00","890","0"
"30.01.2018 07:00 - 30.01.2018 08:00","753","0"
"30.01.2018 08:00 - 30.01.2018 09:00","727","0"
"30.01.2018 09:00 - 30.01.2018 10:00","764","0"
"30.01.2018 10:00 - 30.01.2018 11:00","844","0"
"30.01.2018 11:00 - 30.01.2018 12:00","863","0"
"30.01.2018 12:00 - 30.01.2018 13:00","893","0"
"30.01.2018 13:00 - 30.01.2018 14:00","851","0"
"30.01.2018 14:00 - 30.01.2018 15:00","846","0"
"30.01.2018 15:00 - 30.01.2018 16:00","670","0"
"30.01.2018 16:00 - 30.01.2018 17:00","583","0"
"30.01.2018 17:00 - 30.01.2018 18:00","605","0"
"30.01.2018 18:00 - 30.01.2018 19:00","535","0"
"30.01.2018 19:00 - 30.01.2018 20:00","580","0"
"30.01.2018 20:00 - 30.01.2018 21:00","879","0"
"30.01.2018 21:00 - 30.01.2018 22:00","827","0"
"30.01.2018 22:00 - 30.01.2018 23:00","807","0"
"30.01.2018 23:00 - 31.01.2018 00:00","816","0"
"31.01.2018 00:00 - 31.01.2018 01:00","907","0"
"31.01.2018 01:00 - 31.01.2018 02:00","833","0"
"31.01.2018 02:00 - 31.01.2018 03:00","757","0"
"31.01.2018 03:00 - 31.01.2018 04:00","711","0"
"31.01.2018 04:00 - 31.01.2018 05:00","810","0"
"31.01.2018 05:00 - 31.01.2018 06:00","1060","0"
"31.01.2018 06:00 - 31.01.2018 07:00","1169","0"
"31.01.2018 07:00 - 31.01.2018 08:00","1108","0"
"31.01.2018 08:00 - 31.01.2018 09:00","1161","0"
"31.01.2018 09:00 - 31.01.2018 10:00","1073","0"
"31.01.2018 10:00 - 31.01.2018 11:00","1053","0"
"31.01.2018 11:00 - 31.01.2018 12:00","1076","0"
"31.01.2018 12:00 - 31.01.2018 13:00","1132","0"
"31.01.2018 13:00 - 31.01.2018 14:00","1082","0"
"31.01.2018 14:00 - 31.01.2018 15:00","1106","0"
"31.01.2018 15:00 - 31.01.2018 16:00","974","0"
"31.01.2018 16:00 - 31.01.2018 17:00","1080","0"
"31.01.2018 17:00 - 31.01.2018 18:00","1130","0"
"31.01.2018 18:00 - 31.01.2018 19:00","1009","0"
"31.01.2018 19:00 - 31.01.2018 20:00","788","0"
"31.01.2018 20:00 - 31.01.2018 21:00","856","0"
"31.01.2018 21:00 - 31.01.2018 22:00","762","0"
"31.01.2018 22:00 - 31.01.2018 23:00","728","0"
"31.01.2018 23:00 - 01.02.2018 00:00","676","0"
"01.02.2018 00:00 - 01.02.2018 01:00","635","0"
"01.02.2018 01:00 - 01.02.2018 02:00","520","0"
"01.02.2018 02:00 - 01.02.2018 03:00","350","0"
"01.02.2018 03:00 - 01.02.2018 04:00","272","0"
"01.02.2018 04:00 - 01.02.2018 05:00","361","0"
"01.02.2018 05:00 - 01.02.2018 06:00","628","0"
"01.02.2018 06:00 - 01.02.2018 07:00","739","0"
"01.02.2018 07:00 - 01.02.2018 08:00","738","0"
"01.02.2018 08:00 - 01.02.2018 09:00","751","0"
"01.02.2018 09:00 - 01.02.2018 10:00","702","0"
"01.02.2018 10:00 - 01.02.2018 11:00","694","0"
"01.02.2018 11:00 - 01.02.2018 12:00","733","0"
"01.02.2018 12:00 - 01.02.2018 13:00","700","0"
"01.02.2018 13:00 - 01.02.2018 14:00","644","0"
"01.02.2018 14:00 - 01.02.2018 15:00","677","0"
"01.02.2018 15:00 - 01.02.2018 16:00","651","0"
"01.02.2018 16:00 - 01.02.2018 17:00","685","0"
"01.02.2018 17:00 - 01.02.2018 18:00","777","0"
"01.02.2018 18:00 - 01.02.2018 19:00","687","0"
"01.02.2018 19:00 - 01.02.2018 20:00","517","0"
"01.02.2018 20:00 - 01.02.2018 21:00","600","0"
"01.02.2018 21:00 - 01.02.2018 22:00","602","0"
"01.02.2018 22:00 - 01.02.2018 23:00","665","0"
"01.02.2018 23:00 - 02.02.2018 00:00","665","0"
"02.02.2018 00:00 - 02.02.2018 01:00","463","0"
"02.02.2018 01:00 - 02.02.2018 02:00","460","0"
"02.02.2018 02:00 - 02.02.2018 03:00","387","0"
"02.02.2018 03:00 - 02.02.2018 04:00","390","0"
"02.02.2018 04:00 - 02.02.2018 05:00","429","0"
"02.02.2018 05:00 - 02.02.2018 06:00","568","0"
"02.02.2018 06:00 - 02.02.2018 07:00","932","0"
"02.02.2018 07:00 - 02.02.2018 08:00","995","0"
"02.02.2018 08:00 - 02.02.2018 09:00","965","0"
"02.02.2018 09:00 - 02.02.2018 10:00","1022","0"
"02.02.2018 10:00 - 02.02.2018 11:00","1033","0"
"02.02.2018 11:00 - 02.02.2018 12:00","1077","0"
"02.02.2018 12:00 - 02.02.2018 13:00","1091","0"
"02.02.2018 13:00 - 02.02.2018 14:00","1057","0"
"02.02.2018 14:00 - 02.02.2018 15:00","1024","0"
"02.02.2018 15:00 - 02.02.2018 16:00","863","0"
"02.02.2018 16:00 - 02.02.2018 17:00","856","0"
"02.02.2018 17:00 - 02.02.2018 18:00","794","0"
"02.02.2018 18:00 - 02.02.2018 19:00","531","0"
"02.02.2018 19:00 - 02.02.2018 20:00","530","0"
"02.02.2018 20:00 - 02.02.2018 21:00","480","0"
"02.02.2018 21:00 - 02.02.2018 22:00","361","0"
"02.02.2018 22:00 - 02.02.2018 23:00","241","0"
"02.02.2018 23:00 - 03.02.2018 00:00","113","0"
"03.02.2018 00:00 - 03.02.2018 01:00","0","131"
"03.02.2018 01:00 - 03.02.2018 02:00","0","267"
"03.02.2018 02:00 - 03.02.2018 03:00","0","385"
"03.02.2018 03:00 - 03.02.2018 04:00","0","463"
"03.02.2018 04:00 - 03.02.2018 05:00","0","406"
"03.02.2018 05:00 - 03.02.2018 06:00","0","289"
"03.02.2018 06:00 - 03.02.2018 07:00","0","42"
"03.02.2018 07:00 - 03.02.2018 08:00","186","0"
"03.02.2018 08:00 - 03.02.2018 09:00","325","0"
"03.02.2018 09:00 - 03.02.2018 10:00","525","0"
"03.02.2018 10:00 - 03.02.2018 11:00","497","0"
"03.02.2018 11:00 - 03.02.2018 12:00","552","0"
"03.02.2018 12:00 - 03.02.2018 13:00","374","0"
"03.02.2018 13:00 - 03.02.2018 14:00","239","0"
"03.02.2018 14:00 - 03.02.2018 15:00","182","0"
"03.02.2018 15:00 - 03.02.2018 16:00","204","0"
"03.02.2018 16:00 - 03.02.2018 17:00","322","0"
"03.02.2018 17:00 - 03.02.2018 18:00","379","0"
"03.02.2018 18:00 - 03.02.2018 19:00","291","0"
"03.02.2018 19:00 - 03.02.2018 20:00","229","0"
"03.02.2018 20:00 - 03.02.2018 21:00","153","0"
"03.02.2018 21:00 - 03.02.2018 22:00","127","0"
"03.02.2018 22:00 - 03.02.2018 23:00","29","0"
"03.02.2018 23:00 - 04.02.2018 00:00","0","112"
"04.02.2018 00:00 - 04.02.2018 01:00","0","210"
"04.02.2018 01:00 - 04.02.2018 02:00","0","301"
"04.02.2018 02:00 - 04.02.2018 03:00","0","343"
"04.02.2018 03:00 - 04.02.2018 04:00","0","352"
"04.02.2018 04:00 - 04.02.2018 05:00","0","348"
"04.02.2018 05:00 - 04.02.2018 06:00","0","358"
"04.02.2018 06:00 - 04.02.2018 07:00","0","188"
"04.02.2018 07:00 - 04.02.2018 08:00","0","109"
"04.02.2018 08:00 - 04.02.2018 09:00","97","0"
"04.02.2018 09:00 - 04.02.2018 10:00","160","0"
"04.02.2018 10:00 - 04.02.2018 11:00","174","0"
"04.02.2018 11:00 - 04.02.2018 12:00","236","0"
"04.02.2018 12:00 - 04.02.2018 13:00","101","0"
"04.02.2018 13:00 - 04.02.2018 14:00","13","0"
"04.02.2018 14:00 - 04.02.2018 15:00","0","13"
"04.02.2018 15:00 - 04.02.2018 16:00","66","0"
"04.02.2018 16:00 - 04.02.2018 17:00","358","0"
"04.02.2018 17:00 - 04.02.2018 18:00","477","0"
"04.02.2018 18:00 - 04.02.2018 19:00","532","0"
"04.02.2018 19:00 - 04.02.2018 20:00","569","0"
"04.02.2018 20:00 - 04.02.2018 21:00","612","0"
"04.02.2018 21:00 - 04.02.2018 22:00","462","0"
"04.02.2018 22:00 - 04.02.2018 23:00","262","0"
"04.02.2018 23:00 - 05.02.2018 00:00","171","0"
"05.02.2018 00:00 - 05.02.2018 01:00","67","0"
"05.02.2018 01:00 - 05.02.2018 02:00","0","29"
"05.02.2018 02:00 - 05.02.2018 03:00","0","104"
"05.02.2018 03:00 - 05.02.2018 04:00","0","123"
"05.02.2018 04:00 - 05.02.2018 05:00","112","0"
"05.02.2018 05:00 - 05.02.2018 06:00","528","0"
"05.02.2018 06:00 - 05.02.2018 07:00","712","0"
"05.02.2018 07:00 - 05.02.2018 08:00","699","0"
"05.02.2018 08:00 - 05.02.2018 09:00","741","0"
"05.02.2018 09:00 - 05.02.2018 10:00","773","0"
"05.02.2018 10:00 - 05.02.2018 11:00","826","0"
"05.02.2018 11:00 - 05.02.2018 12:00","802","0"
"05.02.2018 12:00 - 05.02.2018 13:00","817","0"
"05.02.2018 13:00 - 05.02.2018 14:00","740","0"
"05.02.2018 14:00 - 05.02.2018 15:00","710","0"
"05.02.2018 15:00 - 05.02.2018 16:00","638","0"
"05.02.2018 16:00 - 05.02.2018 17:00","580","0"
"05.02.2018 17:00 - 05.02.2018 18:00","701","0"
"05.02.2018 18:00 - 05.02.2018 19:00","668","0"
"05.02.2018 19:00 - 05.02.2018 20:00","603","0"
"05.02.2018 20:00 - 05.02.2018 21:00","532","0"
"05.02.2018 21:00 - 05.02.2018 22:00","393","0"
"05.02.2018 22:00 - 05.02.2018 23:00","224","0"
"05.02.2018 23:00 - 06.02.2018 00:00","74","0"
"06.02.2018 00:00 - 06.02.2018 01:00","0","103"
"06.02.2018 01:00 - 06.02.2018 02:00","0","318"
"06.02.2018 02:00 - 06.02.2018 03:00","0","298"
"06.02.2018 03:00 - 06.02.2018 04:00","0","292"
"06.02.2018 04:00 - 06.02.2018 05:00","0","240"
"06.02.2018 05:00 - 06.02.2018 06:00","0","58"
"06.02.2018 06:00 - 06.02.2018 07:00","191","0"
"06.02.2018 07:00 - 06.02.2018 08:00","244","0"
"06.02.2018 08:00 - 06.02.2018 09:00","223","0"
"06.02.2018 09:00 - 06.02.2018 10:00","258","0"
"06.02.2018 10:00 - 06.02.2018 11:00","392","0"
"06.02.2018 11:00 - 06.02.2018 12:00","415","0"
"06.02.2018 12:00 - 06.02.2018 13:00","446","0"
"06.02.2018 13:00 - 06.02.2018 14:00","505","0"
"06.02.2018 14:00 - 06.02.2018 15:00","445","0"
"06.02.2018 15:00 - 06.02.2018 16:00","284","0"
"06.02.2018 16:00 - 06.02.2018 17:00","195","0"
"06.02.2018 17:00 - 06.02.2018 18:00","166","0"
"06.02.2018 18:00 - 06.02.2018 19:00","34","0"
"06.02.2018 19:00 - 06.02.2018 20:00","101","0"
"06.02.2018 20:00 - 06.02.2018 21:00","91","0"
"06.02.2018 21:00 - 06.02.2018 22:00","42","0"
"06.02.2018 22:00 - 06.02.2018 23:00","0","109"
"06.02.2018 23:00 - 07.02.2018 00:00","0","268"
"07.02.2018 00:00 - 07.02.2018 01:00","0","130"
"07.02.2018 01:00 - 07.02.2018 02:00","0","169"
"07.02.2018 02:00 - 07.02.2018 03:00","0","205"
"07.02.2018 03:00 - 07.02.2018 04:00","0","203"
"07.02.2018 04:00 - 07.02.2018 05:00","0","155"
"07.02.2018 05:00 - 07.02.2018 06:00","0","126"
"07.02.2018 06:00 - 07.02.2018 07:00","0","6"
"07.02.2018 07:00 - 07.02.2018 08:00","0","101"
"07.02.2018 08:00 - 07.02.2018 09:00","0","41"
"07.02.2018 09:00 - 07.02.2018 10:00","102","0"
"07.02.2018 10:00 - 07.02.2018 11:00","170","0"
"07.02.2018 11:00 - 07.02.2018 12:00","293","0"
"07.02.2018 12:00 - 07.02.2018 13:00","343","0"
"07.02.2018 13:00 - 07.02.2018 14:00","329","0"
"07.02.2018 14:00 - 07.02.2018 15:00","309","0"
"07.02.2018 15:00 - 07.02.2018 16:00","238","0"
"07.02.2018 16:00 - 07.02.2018 17:00","147","0"
"07.02.2018 17:00 - 07.02.2018 18:00","216","0"
"07.02.2018 18:00 - 07.02.2018 19:00","144","0"
"07.02.2018 19:00 - 07.02.2018 20:00","125","0"
"07.02.2018 20:00 - 07.02.2018 21:00","146","0"
"07.02.2018 21:00 - 07.02.2018 22:00","10","0"
"07.02.2018 22:00 - 07.02.2018 23:00","0","45"
"07.02.2018 23:00 - 08.02.2018 00:00","0","282"
"08.02.2018 00:00 - 08.02.2018 01:00","0","294"
"08.02.2018 01:00 - 08.02.2018 02:00","0","355"
"08.02.2018 02:00 - 08.02.2018 03:00","0","252"
"08.02.2018 03:00 - 08.02.2018 04:00","0","287"
