"Time (CET)","Czech Republic (CZ) > Slovakia (SK) [MW]","Slovakia (SK) > Czech Republic (CZ) [MW]"
"23.07.2018 09:00 - 23.07.2018 10:00","684","0"
"23.07.2018 10:00 - 23.07.2018 11:00","817","0"
"23.07.2018 11:00 - 23.07.2018 12:00","928","0"
"23.07.2018 12:00 - 23.07.2018 13:00","993","0"
"23.07.2018 13:00 - 23.07.2018 14:00","1011","0"
"23.07.2018 14:00 - 23.07.2018 15:00","1026","0"
"23.07.2018 15:00 - 23.07.2018 16:00","1027","0"
"23.07.2018 16:00 - 23.07.2018 17:00","963","0"
"23.07.2018 17:00 - 23.07.2018 18:00","783","0"
"23.07.2018 18:00 - 23.07.2018 19:00","592","0"
"23.07.2018 19:00 - 23.07.2018 20:00","350","0"
"23.07.2018 20:00 - 23.07.2018 21:00","453","0"
"23.07.2018 21:00 - 23.07.2018 22:00","544","0"
"23.07.2018 22:00 - 23.07.2018 23:00","393","0"
"23.07.2018 23:00 - 24.07.2018 00:00","491","0"
"24.07.2018 00:00 - 24.07.2018 01:00","456","0"
"24.07.2018 01:00 - 24.07.2018 02:00","351","0"
"24.07.2018 02:00 - 24.07.2018 03:00","194","0"
"24.07.2018 03:00 - 24.07.2018 04:00","135","0"
"24.07.2018 04:00 - 24.07.2018 05:00","125","0"
"24.07.2018 05:00 - 24.07.2018 06:00","286","0"
"24.07.2018 06:00 - 24.07.2018 07:00","447","0"
"24.07.2018 07:00 - 24.07.2018 08:00","479","0"
"24.07.2018 08:00 - 24.07.2018 09:00","559","0"
"24.07.2018 09:00 - 24.07.2018 10:00","697","0"
"24.07.2018 10:00 - 24.07.2018 11:00","791","0"
"24.07.2018 11:00 - 24.07.2018 12:00","862","0"
"24.07.2018 12:00 - 24.07.2018 13:00","895","0"
"24.07.2018 13:00 - 24.07.2018 14:00","879","0"
"24.07.2018 14:00 - 24.07.2018 15:00","904","0"
"24.07.2018 15:00 - 24.07.2018 16:00","828","0"
"24.07.2018 16:00 - 24.07.2018 17:00","733","0"
"24.07.2018 17:00 - 24.07.2018 18:00","536","0"
"24.07.2018 18:00 - 24.07.2018 19:00","384","0"
"24.07.2018 19:00 - 24.07.2018 20:00","315","0"
"24.07.2018 20:00 - 24.07.2018 21:00","347","0"
"24.07.2018 21:00 - 24.07.2018 22:00","478","0"
"24.07.2018 22:00 - 24.07.2018 23:00","506","0"
"24.07.2018 23:00 - 25.07.2018 00:00","717","0"
"25.07.2018 00:00 - 25.07.2018 01:00","635","0"
"25.07.2018 01:00 - 25.07.2018 02:00","468","0"
"25.07.2018 02:00 - 25.07.2018 03:00","358","0"
"25.07.2018 03:00 - 25.07.2018 04:00","273","0"
"25.07.2018 04:00 - 25.07.2018 05:00","306","0"
"25.07.2018 05:00 - 25.07.2018 06:00","512","0"
"25.07.2018 06:00 - 25.07.2018 07:00","565","0"
"25.07.2018 07:00 - 25.07.2018 08:00","595","0"
"25.07.2018 08:00 - 25.07.2018 09:00","596","0"
"25.07.2018 09:00 - 25.07.2018 10:00","677","0"
"25.07.2018 10:00 - 25.07.2018 11:00","773","0"
"25.07.2018 11:00 - 25.07.2018 12:00","883","0"
"25.07.2018 12:00 - 25.07.2018 13:00","1013","0"
"25.07.2018 13:00 - 25.07.2018 14:00","1040","0"
"25.07.2018 14:00 - 25.07.2018 15:00","1013","0"
"25.07.2018 15:00 - 25.07.2018 16:00","962","0"
"25.07.2018 16:00 - 25.07.2018 17:00","897","0"
"25.07.2018 17:00 - 25.07.2018 18:00","761","0"
"25.07.2018 18:00 - 25.07.2018 19:00","502","0"
"25.07.2018 19:00 - 25.07.2018 20:00","487","0"
"25.07.2018 20:00 - 25.07.2018 21:00","467","0"
"25.07.2018 21:00 - 25.07.2018 22:00","530","0"
"25.07.2018 22:00 - 25.07.2018 23:00","596","0"
"25.07.2018 23:00 - 26.07.2018 00:00","798","0"
"26.07.2018 00:00 - 26.07.2018 01:00","626","0"
"26.07.2018 01:00 - 26.07.2018 02:00","483","0"
"26.07.2018 02:00 - 26.07.2018 03:00","318","0"
"26.07.2018 03:00 - 26.07.2018 04:00","266","0"
"26.07.2018 04:00 - 26.07.2018 05:00","280","0"
"26.07.2018 05:00 - 26.07.2018 06:00","402","0"
"26.07.2018 06:00 - 26.07.2018 07:00","413","0"
"26.07.2018 07:00 - 26.07.2018 08:00","492","0"
"26.07.2018 08:00 - 26.07.2018 09:00","559","0"
"26.07.2018 09:00 - 26.07.2018 10:00","668","0"
"26.07.2018 10:00 - 26.07.2018 11:00","686","0"
"26.07.2018 11:00 - 26.07.2018 12:00","788","0"
"26.07.2018 12:00 - 26.07.2018 13:00","969","0"
"26.07.2018 13:00 - 26.07.2018 14:00","1070","0"
"26.07.2018 14:00 - 26.07.2018 15:00","1075","0"
"26.07.2018 15:00 - 26.07.2018 16:00","1013","0"
"26.07.2018 16:00 - 26.07.2018 17:00","1047","0"
"26.07.2018 17:00 - 26.07.2018 18:00","926","0"
"26.07.2018 18:00 - 26.07.2018 19:00","744","0"
"26.07.2018 19:00 - 26.07.2018 20:00","772","0"
"26.07.2018 20:00 - 26.07.2018 21:00","894","0"
"26.07.2018 21:00 - 26.07.2018 22:00","910","0"
"26.07.2018 22:00 - 26.07.2018 23:00","892","0"
"26.07.2018 23:00 - 27.07.2018 00:00","1109","0"
"27.07.2018 00:00 - 27.07.2018 01:00","942","0"
"27.07.2018 01:00 - 27.07.2018 02:00","750","0"
"27.07.2018 02:00 - 27.07.2018 03:00","591","0"
"27.07.2018 03:00 - 27.07.2018 04:00","535","0"
"27.07.2018 04:00 - 27.07.2018 05:00","534","0"
"27.07.2018 05:00 - 27.07.2018 06:00","679","0"
"27.07.2018 06:00 - 27.07.2018 07:00","749","0"
"27.07.2018 07:00 - 27.07.2018 08:00","744","0"
"27.07.2018 08:00 - 27.07.2018 09:00","777","0"
"27.07.2018 09:00 - 27.07.2018 10:00","871","0"
"27.07.2018 10:00 - 27.07.2018 11:00","963","0"
"27.07.2018 11:00 - 27.07.2018 12:00","972","0"
"27.07.2018 12:00 - 27.07.2018 13:00","1006","0"
"27.07.2018 13:00 - 27.07.2018 14:00","1145","0"
"27.07.2018 14:00 - 27.07.2018 15:00","1237","0"
"27.07.2018 15:00 - 27.07.2018 16:00","1209","0"
"27.07.2018 16:00 - 27.07.2018 17:00","1177","0"
"27.07.2018 17:00 - 27.07.2018 18:00","1145","0"
"27.07.2018 18:00 - 27.07.2018 19:00","1028","0"
"27.07.2018 19:00 - 27.07.2018 20:00","958","0"
"27.07.2018 20:00 - 27.07.2018 21:00","1023","0"
"27.07.2018 21:00 - 27.07.2018 22:00","1032","0"
"27.07.2018 22:00 - 27.07.2018 23:00","990","0"
"27.07.2018 23:00 - 28.07.2018 00:00","986","0"
"28.07.2018 00:00 - 28.07.2018 01:00","865","0"
"28.07.2018 01:00 - 28.07.2018 02:00","779","0"
"28.07.2018 02:00 - 28.07.2018 03:00","700","0"
"28.07.2018 03:00 - 28.07.2018 04:00","650","0"
"28.07.2018 04:00 - 28.07.2018 05:00","662","0"
"28.07.2018 05:00 - 28.07.2018 06:00","651","0"
"28.07.2018 06:00 - 28.07.2018 07:00","748","0"
"28.07.2018 07:00 - 28.07.2018 08:00","927","0"
"28.07.2018 08:00 - 28.07.2018 09:00","983","0"
"28.07.2018 09:00 - 28.07.2018 10:00","1060","0"
"28.07.2018 10:00 - 28.07.2018 11:00","1088","0"
"28.07.2018 11:00 - 28.07.2018 12:00","1125","0"
"28.07.2018 12:00 - 28.07.2018 13:00","1184","0"
"28.07.2018 13:00 - 28.07.2018 14:00","1137","0"
"28.07.2018 14:00 - 28.07.2018 15:00","1054","0"
"28.07.2018 15:00 - 28.07.2018 16:00","1065","0"
"28.07.2018 16:00 - 28.07.2018 17:00","1065","0"
"28.07.2018 17:00 - 28.07.2018 18:00","1099","0"
"28.07.2018 18:00 - 28.07.2018 19:00","986","0"
"28.07.2018 19:00 - 28.07.2018 20:00","931","0"
"28.07.2018 20:00 - 28.07.2018 21:00","1010","0"
"28.07.2018 21:00 - 28.07.2018 22:00","999","0"
"28.07.2018 22:00 - 28.07.2018 23:00","852","0"
"28.07.2018 23:00 - 29.07.2018 00:00","790","0"
"29.07.2018 00:00 - 29.07.2018 01:00","737","0"
"29.07.2018 01:00 - 29.07.2018 02:00","555","0"
"29.07.2018 02:00 - 29.07.2018 03:00","411","0"
"29.07.2018 03:00 - 29.07.2018 04:00","321","0"
"29.07.2018 04:00 - 29.07.2018 05:00","309","0"
"29.07.2018 05:00 - 29.07.2018 06:00","296","0"
"29.07.2018 06:00 - 29.07.2018 07:00","419","0"
"29.07.2018 07:00 - 29.07.2018 08:00","720","0"
"29.07.2018 08:00 - 29.07.2018 09:00","842","0"
"29.07.2018 09:00 - 29.07.2018 10:00","925","0"
"29.07.2018 10:00 - 29.07.2018 11:00","1019","0"
"29.07.2018 11:00 - 29.07.2018 12:00","1065","0"
"29.07.2018 12:00 - 29.07.2018 13:00","1065","0"
"29.07.2018 13:00 - 29.07.2018 14:00","1048","0"
"29.07.2018 14:00 - 29.07.2018 15:00","1008","0"
"29.07.2018 15:00 - 29.07.2018 16:00","1003","0"
"29.07.2018 16:00 - 29.07.2018 17:00","960","0"
"29.07.2018 17:00 - 29.07.2018 18:00","894","0"
"29.07.2018 18:00 - 29.07.2018 19:00","771","0"
"29.07.2018 19:00 - 29.07.2018 20:00","731","0"
"29.07.2018 20:00 - 29.07.2018 21:00","824","0"
"29.07.2018 21:00 - 29.07.2018 22:00","800","0"
"29.07.2018 22:00 - 29.07.2018 23:00","616","0"
"29.07.2018 23:00 - 30.07.2018 00:00","528","0"
"30.07.2018 00:00 - 30.07.2018 01:00","557","0"
"30.07.2018 01:00 - 30.07.2018 02:00","392","0"
"30.07.2018 02:00 - 30.07.2018 03:00","315","0"
"30.07.2018 03:00 - 30.07.2018 04:00","275","0"
"30.07.2018 04:00 - 30.07.2018 05:00","314","0"
"30.07.2018 05:00 - 30.07.2018 06:00","487","0"
"30.07.2018 06:00 - 30.07.2018 07:00","594","0"
"30.07.2018 07:00 - 30.07.2018 08:00","821","0"
"30.07.2018 08:00 - 30.07.2018 09:00","843","0"
"30.07.2018 09:00 - 30.07.2018 10:00","937","0"
"30.07.2018 10:00 - 30.07.2018 11:00","948","0"
"30.07.2018 11:00 - 30.07.2018 12:00","996","0"
"30.07.2018 12:00 - 30.07.2018 13:00","1089","0"
"30.07.2018 13:00 - 30.07.2018 14:00","1109","0"
"30.07.2018 14:00 - 30.07.2018 15:00","1099","0"
"30.07.2018 15:00 - 30.07.2018 16:00","1048","0"
"30.07.2018 16:00 - 30.07.2018 17:00","990","0"
"30.07.2018 17:00 - 30.07.2018 18:00","1020","0"
"30.07.2018 18:00 - 30.07.2018 19:00","864","0"
"30.07.2018 19:00 - 30.07.2018 20:00","759","0"
"30.07.2018 20:00 - 30.07.2018 21:00","853","0"
"30.07.2018 21:00 - 30.07.2018 22:00","952","0"
"30.07.2018 22:00 - 30.07.2018 23:00","982","0"
"30.07.2018 23:00 - 31.07.2018 00:00","1107","0"
"31.07.2018 00:00 - 31.07.2018 01:00","983","0"
"31.07.2018 01:00 - 31.07.2018 02:00","768","0"
"31.07.2018 02:00 - 31.07.2018 03:00","549","0"
"31.07.2018 03:00 - 31.07.2018 04:00","492","0"
"31.07.2018 04:00 - 31.07.2018 05:00","499","0"
"31.07.2018 05:00 - 31.07.2018 06:00","559","0"
"31.07.2018 06:00 - 31.07.2018 07:00","777","0"
"31.07.2018 07:00 - 31.07.2018 08:00","955","0"
"31.07.2018 08:00 - 31.07.2018 09:00","953","0"
"31.07.2018 09:00 - 31.07.2018 10:00","1026","0"
"31.07.2018 10:00 - 31.07.2018 11:00","1103","0"
"31.07.2018 11:00 - 31.07.2018 12:00","1133","0"
"31.07.2018 12:00 - 31.07.2018 13:00","1158","0"
"31.07.2018 13:00 - 31.07.2018 14:00","1192","0"
"31.07.2018 14:00 - 31.07.2018 15:00","1194","0"
"31.07.2018 15:00 - 31.07.2018 16:00","1205","0"
"31.07.2018 16:00 - 31.07.2018 17:00","1148","0"
"31.07.2018 17:00 - 31.07.2018 18:00","992","0"
"31.07.2018 18:00 - 31.07.2018 19:00","854","0"
"31.07.2018 19:00 - 31.07.2018 20:00","850","0"
"31.07.2018 20:00 - 31.07.2018 21:00","969","0"
"31.07.2018 21:00 - 31.07.2018 22:00","1078","0"
"31.07.2018 22:00 - 31.07.2018 23:00","1183","0"
"31.07.2018 23:00 - 01.08.2018 00:00","1164","0"
"01.08.2018 00:00 - 01.08.2018 01:00","1011","0"
"01.08.2018 01:00 - 01.08.2018 02:00","723","0"
"01.08.2018 02:00 - 01.08.2018 03:00","612","0"
"01.08.2018 03:00 - 01.08.2018 04:00","535","0"
"01.08.2018 04:00 - 01.08.2018 05:00","531","0"
"01.08.2018 05:00 - 01.08.2018 06:00","542","0"
"01.08.2018 06:00 - 01.08.2018 07:00","769","0"
"01.08.2018 07:00 - 01.08.2018 08:00","838","0"
"01.08.2018 08:00 - 01.08.2018 09:00","882","0"
"01.08.2018 09:00 - 01.08.2018 10:00","1009","0"
"01.08.2018 10:00 - 01.08.2018 11:00","1043","0"
"01.08.2018 11:00 - 01.08.2018 12:00","1032","0"
"01.08.2018 12:00 - 01.08.2018 13:00","1093","0"
"01.08.2018 13:00 - 01.08.2018 14:00","1143","0"
"01.08.2018 14:00 - 01.08.2018 15:00","1138","0"
"01.08.2018 15:00 - 01.08.2018 16:00","1142","0"
"01.08.2018 16:00 - 01.08.2018 17:00","1056","0"
"01.08.2018 17:00 - 01.08.2018 18:00","921","0"
"01.08.2018 18:00 - 01.08.2018 19:00","850","0"
"01.08.2018 19:00 - 01.08.2018 20:00","804","0"
"01.08.2018 20:00 - 01.08.2018 21:00","915","0"
"01.08.2018 21:00 - 01.08.2018 22:00","1098","0"
"01.08.2018 22:00 - 01.08.2018 23:00","1099","0"
"01.08.2018 23:00 - 02.08.2018 00:00","1128","0"
"02.08.2018 00:00 - 02.08.2018 01:00","906","0"
"02.08.2018 01:00 - 02.08.2018 02:00","626","0"
"02.08.2018 02:00 - 02.08.2018 03:00","429","0"
"02.08.2018 03:00 - 02.08.2018 04:00","353","0"
"02.08.2018 04:00 - 02.08.2018 05:00","408","0"
"02.08.2018 05:00 - 02.08.2018 06:00","510","0"
"02.08.2018 06:00 - 02.08.2018 07:00","815","0"
"02.08.2018 07:00 - 02.08.2018 08:00","899","0"
"02.08.2018 08:00 - 02.08.2018 09:00","776","0"
"02.08.2018 09:00 - 02.08.2018 10:00","798","0"
"02.08.2018 10:00 - 02.08.2018 11:00","909","0"
"02.08.2018 11:00 - 02.08.2018 12:00","955","0"
"02.08.2018 12:00 - 02.08.2018 13:00","1066","0"
"02.08.2018 13:00 - 02.08.2018 14:00","1047","0"
"02.08.2018 14:00 - 02.08.2018 15:00","1071","0"
"02.08.2018 15:00 - 02.08.2018 16:00","1047","0"
"02.08.2018 16:00 - 02.08.2018 17:00","910","0"
"02.08.2018 17:00 - 02.08.2018 18:00","745","0"
"02.08.2018 18:00 - 02.08.2018 19:00","655","0"
"02.08.2018 19:00 - 02.08.2018 20:00","533","0"
"02.08.2018 20:00 - 02.08.2018 21:00","701","0"
"02.08.2018 21:00 - 02.08.2018 22:00","780","0"
"02.08.2018 22:00 - 02.08.2018 23:00","898","0"
"02.08.2018 23:00 - 03.08.2018 00:00","1033","0"
"03.08.2018 00:00 - 03.08.2018 01:00","890","0"
"03.08.2018 01:00 - 03.08.2018 02:00","563","0"
"03.08.2018 02:00 - 03.08.2018 03:00","447","0"
"03.08.2018 03:00 - 03.08.2018 04:00","389","0"
"03.08.2018 04:00 - 03.08.2018 05:00","413","0"
"03.08.2018 05:00 - 03.08.2018 06:00","533","0"
"03.08.2018 06:00 - 03.08.2018 07:00","625","0"
"03.08.2018 07:00 - 03.08.2018 08:00","458","0"
"03.08.2018 08:00 - 03.08.2018 09:00","427","0"
"03.08.2018 09:00 - 03.08.2018 10:00","616","0"
"03.08.2018 10:00 - 03.08.2018 11:00","704","0"
"03.08.2018 11:00 - 03.08.2018 12:00","760","0"
"03.08.2018 12:00 - 03.08.2018 13:00","866","0"
"03.08.2018 13:00 - 03.08.2018 14:00","949","0"
"03.08.2018 14:00 - 03.08.2018 15:00","930","0"
"03.08.2018 15:00 - 03.08.2018 16:00","932","0"
"03.08.2018 16:00 - 03.08.2018 17:00","831","0"
"03.08.2018 17:00 - 03.08.2018 18:00","684","0"
"03.08.2018 18:00 - 03.08.2018 19:00","422","0"
"03.08.2018 19:00 - 03.08.2018 20:00","344","0"
"03.08.2018 20:00 - 03.08.2018 21:00","607","0"
"03.08.2018 21:00 - 03.08.2018 22:00","746","0"
"03.08.2018 22:00 - 03.08.2018 23:00","700","0"
"03.08.2018 23:00 - 04.08.2018 00:00","704","0"
"04.08.2018 00:00 - 04.08.2018 01:00","820","0"
"04.08.2018 01:00 - 04.08.2018 02:00","623","0"
"04.08.2018 02:00 - 04.08.2018 03:00","452","0"
"04.08.2018 03:00 - 04.08.2018 04:00","387","0"
"04.08.2018 04:00 - 04.08.2018 05:00","461","0"
"04.08.2018 05:00 - 04.08.2018 06:00","454","0"
"04.08.2018 06:00 - 04.08.2018 07:00","586","0"
"04.08.2018 07:00 - 04.08.2018 08:00","706","0"
"04.08.2018 08:00 - 04.08.2018 09:00","843","0"
"04.08.2018 09:00 - 04.08.2018 10:00","893","0"
"04.08.2018 10:00 - 04.08.2018 11:00","991","0"
"04.08.2018 11:00 - 04.08.2018 12:00","1040","0"
"04.08.2018 12:00 - 04.08.2018 13:00","1088","0"
"04.08.2018 13:00 - 04.08.2018 14:00","1092","0"
"04.08.2018 14:00 - 04.08.2018 15:00","1093","0"
"04.08.2018 15:00 - 04.08.2018 16:00","1100","0"
"04.08.2018 16:00 - 04.08.2018 17:00","1084","0"
"04.08.2018 17:00 - 04.08.2018 18:00","954","0"
"04.08.2018 18:00 - 04.08.2018 19:00","765","0"
"04.08.2018 19:00 - 04.08.2018 20:00","749","0"
"04.08.2018 20:00 - 04.08.2018 21:00","854","0"
"04.08.2018 21:00 - 04.08.2018 22:00","856","0"
"04.08.2018 22:00 - 04.08.2018 23:00","838","0"
"04.08.2018 23:00 - 05.08.2018 00:00","794","0"
"05.08.2018 00:00 - 05.08.2018 01:00","771","0"
"05.08.2018 01:00 - 05.08.2018 02:00","643","0"
"05.08.2018 02:00 - 05.08.2018 03:00","641","0"
"05.08.2018 03:00 - 05.08.2018 04:00","657","0"
"05.08.2018 04:00 - 05.08.2018 05:00","691","0"
"05.08.2018 05:00 - 05.08.2018 06:00","599","0"
"05.08.2018 06:00 - 05.08.2018 07:00","693","0"
"05.08.2018 07:00 - 05.08.2018 08:00","830","0"
"05.08.2018 08:00 - 05.08.2018 09:00","957","0"
"05.08.2018 09:00 - 05.08.2018 10:00","1169","0"
"05.08.2018 10:00 - 05.08.2018 11:00","1258","0"
"05.08.2018 11:00 - 05.08.2018 12:00","1266","0"
"05.08.2018 12:00 - 05.08.2018 13:00","1285","0"
"05.08.2018 13:00 - 05.08.2018 14:00","1215","0"
"05.08.2018 14:00 - 05.08.2018 15:00","1195","0"
"05.08.2018 15:00 - 05.08.2018 16:00","1183","0"
"05.08.2018 16:00 - 05.08.2018 17:00","1218","0"
"05.08.2018 17:00 - 05.08.2018 18:00","1241","0"
"05.08.2018 18:00 - 05.08.2018 19:00","1179","0"
"05.08.2018 19:00 - 05.08.2018 20:00","1065","0"
"05.08.2018 20:00 - 05.08.2018 21:00","1088","0"
"05.08.2018 21:00 - 05.08.2018 22:00","1004","0"
"05.08.2018 22:00 - 05.08.2018 23:00","855","0"
"05.08.2018 23:00 - 06.08.2018 00:00","855","0"
"06.08.2018 00:00 - 06.08.2018 01:00","825","0"
"06.08.2018 01:00 - 06.08.2018 02:00","610","0"
"06.08.2018 02:00 - 06.08.2018 03:00","533","0"
"06.08.2018 03:00 - 06.08.2018 04:00","477","0"
"06.08.2018 04:00 - 06.08.2018 05:00","517","0"
"06.08.2018 05:00 - 06.08.2018 06:00","627","0"
"06.08.2018 06:00 - 06.08.2018 07:00","734","0"
"06.08.2018 07:00 - 06.08.2018 08:00","706","0"
"06.08.2018 08:00 - 06.08.2018 09:00","645","0"
"06.08.2018 09:00 - 06.08.2018 10:00","780","0"
"06.08.2018 10:00 - 06.08.2018 11:00","883","0"
"06.08.2018 11:00 - 06.08.2018 12:00","924","0"
"06.08.2018 12:00 - 06.08.2018 13:00","1024","0"
"06.08.2018 13:00 - 06.08.2018 14:00","1014","0"
"06.08.2018 14:00 - 06.08.2018 15:00","1015","0"
"06.08.2018 15:00 - 06.08.2018 16:00","1026","0"
"06.08.2018 16:00 - 06.08.2018 17:00","980","0"
"06.08.2018 17:00 - 06.08.2018 18:00","758","0"
"06.08.2018 18:00 - 06.08.2018 19:00","554","0"
"06.08.2018 19:00 - 06.08.2018 20:00","420","0"
"06.08.2018 20:00 - 06.08.2018 21:00","510","0"
"06.08.2018 21:00 - 06.08.2018 22:00","630","0"
"06.08.2018 22:00 - 06.08.2018 23:00","635","0"
"06.08.2018 23:00 - 07.08.2018 00:00","915","0"
"07.08.2018 00:00 - 07.08.2018 01:00","932","0"
"07.08.2018 01:00 - 07.08.2018 02:00","754","0"
"07.08.2018 02:00 - 07.08.2018 03:00","648","0"
"07.08.2018 03:00 - 07.08.2018 04:00","686","0"
"07.08.2018 04:00 - 07.08.2018 05:00","715","0"
"07.08.2018 05:00 - 07.08.2018 06:00","706","0"
"07.08.2018 06:00 - 07.08.2018 07:00","865","0"
"07.08.2018 07:00 - 07.08.2018 08:00","734","0"
"07.08.2018 08:00 - 07.08.2018 09:00","603","0"
"07.08.2018 09:00 - 07.08.2018 10:00","684","0"
"07.08.2018 10:00 - 07.08.2018 11:00","856","0"
"07.08.2018 11:00 - 07.08.2018 12:00","1012","0"
"07.08.2018 12:00 - 07.08.2018 13:00","1086","0"
"07.08.2018 13:00 - 07.08.2018 14:00","1076","0"
"07.08.2018 14:00 - 07.08.2018 15:00","1087","0"
"07.08.2018 15:00 - 07.08.2018 16:00","1039","0"
"07.08.2018 16:00 - 07.08.2018 17:00","877","0"
"07.08.2018 17:00 - 07.08.2018 18:00","807","0"
"07.08.2018 18:00 - 07.08.2018 19:00","640","0"
"07.08.2018 19:00 - 07.08.2018 20:00","507","0"
"07.08.2018 20:00 - 07.08.2018 21:00","804","0"
"07.08.2018 21:00 - 07.08.2018 22:00","886","0"
"07.08.2018 22:00 - 07.08.2018 23:00","1047","0"
"07.08.2018 23:00 - 08.08.2018 00:00","1130","0"
"08.08.2018 00:00 - 08.08.2018 01:00","1011","0"
"08.08.2018 01:00 - 08.08.2018 02:00","808","0"
"08.08.2018 02:00 - 08.08.2018 03:00","681","0"
"08.08.2018 03:00 - 08.08.2018 04:00","682","0"
"08.08.2018 04:00 - 08.08.2018 05:00","711","0"
"08.08.2018 05:00 - 08.08.2018 06:00","669","0"
"08.08.2018 06:00 - 08.08.2018 07:00","935","0"
"08.08.2018 07:00 - 08.08.2018 08:00","1147","0"
"08.08.2018 08:00 - 08.08.2018 09:00","1098","0"
"08.08.2018 09:00 - 08.08.2018 10:00","1079","0"
"08.08.2018 10:00 - 08.08.2018 11:00","1153","0"
"08.08.2018 11:00 - 08.08.2018 12:00","1167","0"
"08.08.2018 12:00 - 08.08.2018 13:00","1252","0"
"08.08.2018 13:00 - 08.08.2018 14:00","1246","0"
"08.08.2018 14:00 - 08.08.2018 15:00","1299","0"
"08.08.2018 15:00 - 08.08.2018 16:00","1254","0"
"08.08.2018 16:00 - 08.08.2018 17:00","1214","0"
"08.08.2018 17:00 - 08.08.2018 18:00","1068","0"
"08.08.2018 18:00 - 08.08.2018 19:00","981","0"
"08.08.2018 19:00 - 08.08.2018 20:00","1019","0"
"08.08.2018 20:00 - 08.08.2018 21:00","1105","0"
"08.08.2018 21:00 - 08.08.2018 22:00","1054","0"
"08.08.2018 22:00 - 08.08.2018 23:00","1110","0"
"08.08.2018 23:00 - 09.08.2018 00:00","1143","0"
"09.08.2018 00:00 - 09.08.2018 01:00","1149","0"
"09.08.2018 01:00 - 09.08.2018 02:00","919","0"
"09.08.2018 02:00 - 09.08.2018 03:00","774","0"
"09.08.2018 03:00 - 09.08.2018 04:00","699","0"
"09.08.2018 04:00 - 09.08.2018 05:00","732","0"
"09.08.2018 05:00 - 09.08.2018 06:00","848","0"
"09.08.2018 06:00 - 09.08.2018 07:00","959","0"
"09.08.2018 07:00 - 09.08.2018 08:00","809","0"
"09.08.2018 08:00 - 09.08.2018 09:00","778","0"
"09.08.2018 09:00 - 09.08.2018 10:00","867","0"
"09.08.2018 10:00 - 09.08.2018 11:00","993","0"
"09.08.2018 11:00 - 09.08.2018 12:00","1016","0"
"09.08.2018 12:00 - 09.08.2018 13:00","1216","0"
"09.08.2018 13:00 - 09.08.2018 14:00","1198","0"
"09.08.2018 14:00 - 09.08.2018 15:00","1150","0"
"09.08.2018 15:00 - 09.08.2018 16:00","1140","0"
"09.08.2018 16:00 - 09.08.2018 17:00","1064","0"
"09.08.2018 17:00 - 09.08.2018 18:00","1015","0"
"09.08.2018 18:00 - 09.08.2018 19:00","1081","0"
"09.08.2018 19:00 - 09.08.2018 20:00","1144","0"
"09.08.2018 20:00 - 09.08.2018 21:00","1160","0"
"09.08.2018 21:00 - 09.08.2018 22:00","1220","0"
"09.08.2018 22:00 - 09.08.2018 23:00","1264","0"
"09.08.2018 23:00 - 10.08.2018 00:00","1261","0"
"10.08.2018 00:00 - 10.08.2018 01:00","1231","0"
"10.08.2018 01:00 - 10.08.2018 02:00","1025","0"
"10.08.2018 02:00 - 10.08.2018 03:00","1024","0"
"10.08.2018 03:00 - 10.08.2018 04:00","967","0"
"10.08.2018 04:00 - 10.08.2018 05:00","1004","0"
"10.08.2018 05:00 - 10.08.2018 06:00","1044","0"
"10.08.2018 06:00 - 10.08.2018 07:00","1138","0"
"10.08.2018 07:00 - 10.08.2018 08:00","1370","0"
"10.08.2018 08:00 - 10.08.2018 09:00","1303","0"
"10.08.2018 09:00 - 10.08.2018 10:00","1352","0"
"10.08.2018 10:00 - 10.08.2018 11:00","1468","0"
"10.08.2018 11:00 - 10.08.2018 12:00","1496","0"
"10.08.2018 12:00 - 10.08.2018 13:00","1487","0"
"10.08.2018 13:00 - 10.08.2018 14:00","1460","0"
"10.08.2018 14:00 - 10.08.2018 15:00","1444","0"
"10.08.2018 15:00 - 10.08.2018 16:00","1441","0"
"10.08.2018 16:00 - 10.08.2018 17:00","1434","0"
"10.08.2018 17:00 - 10.08.2018 18:00","1343","0"
"10.08.2018 18:00 - 10.08.2018 19:00","1197","0"
"10.08.2018 19:00 - 10.08.2018 20:00","1118","0"
"10.08.2018 20:00 - 10.08.2018 21:00","1124","0"
"10.08.2018 21:00 - 10.08.2018 22:00","1140","0"
"10.08.2018 22:00 - 10.08.2018 23:00","1149","0"
"10.08.2018 23:00 - 11.08.2018 00:00","1089","0"
"11.08.2018 00:00 - 11.08.2018 01:00","888","0"
"11.08.2018 01:00 - 11.08.2018 02:00","844","0"
"11.08.2018 02:00 - 11.08.2018 03:00","803","0"
"11.08.2018 03:00 - 11.08.2018 04:00","755","0"
"11.08.2018 04:00 - 11.08.2018 05:00","656","0"
"11.08.2018 05:00 - 11.08.2018 06:00","555","0"
"11.08.2018 06:00 - 11.08.2018 07:00","722","0"
"11.08.2018 07:00 - 11.08.2018 08:00","956","0"
"11.08.2018 08:00 - 11.08.2018 09:00","927","0"
"11.08.2018 09:00 - 11.08.2018 10:00","1078","0"
"11.08.2018 10:00 - 11.08.2018 11:00","1169","0"
"11.08.2018 11:00 - 11.08.2018 12:00","1196","0"
