"Time (CET)","France (FR) > Italy (IT) [MW]","Italy (IT) > France (FR) [MW]"
"02.10.2018 20:00 - 02.10.2018 21:00","1689","0"
"02.10.2018 21:00 - 02.10.2018 22:00","1687","0"
"02.10.2018 22:00 - 02.10.2018 23:00","1601","0"
"02.10.2018 23:00 - 03.10.2018 00:00","1308","0"
"03.10.2018 00:00 - 03.10.2018 01:00","1496","0"
"03.10.2018 01:00 - 03.10.2018 02:00","1465","0"
"03.10.2018 02:00 - 03.10.2018 03:00","1445","0"
"03.10.2018 03:00 - 03.10.2018 04:00","1438","0"
"03.10.2018 04:00 - 03.10.2018 05:00","1482","0"
"03.10.2018 05:00 - 03.10.2018 06:00","1426","0"
"03.10.2018 06:00 - 03.10.2018 07:00","1476","0"
"03.10.2018 07:00 - 03.10.2018 08:00","2001","0"
"03.10.2018 08:00 - 03.10.2018 09:00","1959","0"
"03.10.2018 09:00 - 03.10.2018 10:00","1734","0"
"03.10.2018 10:00 - 03.10.2018 11:00","1767","0"
"03.10.2018 11:00 - 03.10.2018 12:00","1545","0"
"03.10.2018 12:00 - 03.10.2018 13:00","1365","0"
"03.10.2018 13:00 - 03.10.2018 14:00","1456","0"
"03.10.2018 14:00 - 03.10.2018 15:00","1576","0"
"03.10.2018 15:00 - 03.10.2018 16:00","1418","0"
"03.10.2018 16:00 - 03.10.2018 17:00","1492","0"
"03.10.2018 17:00 - 03.10.2018 18:00","1791","0"
"03.10.2018 18:00 - 03.10.2018 19:00","1918","0"
"03.10.2018 19:00 - 03.10.2018 20:00","1773","0"
"03.10.2018 20:00 - 03.10.2018 21:00","1869","0"
"03.10.2018 21:00 - 03.10.2018 22:00","1676","0"
"03.10.2018 22:00 - 03.10.2018 23:00","1443","0"
"03.10.2018 23:00 - 04.10.2018 00:00","1205","0"
"04.10.2018 00:00 - 04.10.2018 01:00","1448","0"
"04.10.2018 01:00 - 04.10.2018 02:00","1372","0"
"04.10.2018 02:00 - 04.10.2018 03:00","1266","0"
"04.10.2018 03:00 - 04.10.2018 04:00","1258","0"
"04.10.2018 04:00 - 04.10.2018 05:00","1498","0"
"04.10.2018 05:00 - 04.10.2018 06:00","1584","0"
"04.10.2018 06:00 - 04.10.2018 07:00","1872","0"
"04.10.2018 07:00 - 04.10.2018 08:00","2026","0"
"04.10.2018 08:00 - 04.10.2018 09:00","1966","0"
"04.10.2018 09:00 - 04.10.2018 10:00","1955","0"
"04.10.2018 10:00 - 04.10.2018 11:00","1857","0"
"04.10.2018 11:00 - 04.10.2018 12:00","1649","0"
"04.10.2018 12:00 - 04.10.2018 13:00","1124","0"
"04.10.2018 13:00 - 04.10.2018 14:00","1406","0"
"04.10.2018 14:00 - 04.10.2018 15:00","1613","0"
"04.10.2018 15:00 - 04.10.2018 16:00","1701","0"
"04.10.2018 16:00 - 04.10.2018 17:00","1959","0"
"04.10.2018 17:00 - 04.10.2018 18:00","2384","0"
"04.10.2018 18:00 - 04.10.2018 19:00","2321","0"
"04.10.2018 19:00 - 04.10.2018 20:00","2193","0"
"04.10.2018 20:00 - 04.10.2018 21:00","2292","0"
"04.10.2018 21:00 - 04.10.2018 22:00","2048","0"
"04.10.2018 22:00 - 04.10.2018 23:00","1799","0"
"04.10.2018 23:00 - 05.10.2018 00:00","1551","0"
"05.10.2018 00:00 - 05.10.2018 01:00","1915","0"
"05.10.2018 01:00 - 05.10.2018 02:00","1614","0"
"05.10.2018 02:00 - 05.10.2018 03:00","1649","0"
"05.10.2018 03:00 - 05.10.2018 04:00","1717","0"
"05.10.2018 04:00 - 05.10.2018 05:00","1829","0"
"05.10.2018 05:00 - 05.10.2018 06:00","1576","0"
"05.10.2018 06:00 - 05.10.2018 07:00","1706","0"
"05.10.2018 07:00 - 05.10.2018 08:00","2226","0"
"05.10.2018 08:00 - 05.10.2018 09:00","2277","0"
"05.10.2018 09:00 - 05.10.2018 10:00","2132","0"
"05.10.2018 10:00 - 05.10.2018 11:00","2046","0"
"05.10.2018 11:00 - 05.10.2018 12:00","1840","0"
"05.10.2018 12:00 - 05.10.2018 13:00","1512","0"
"05.10.2018 13:00 - 05.10.2018 14:00","1621","0"
"05.10.2018 14:00 - 05.10.2018 15:00","1969","0"
"05.10.2018 15:00 - 05.10.2018 16:00","2109","0"
"05.10.2018 16:00 - 05.10.2018 17:00","2161","0"
"05.10.2018 17:00 - 05.10.2018 18:00","2467","0"
"05.10.2018 18:00 - 05.10.2018 19:00","2531","0"
"05.10.2018 19:00 - 05.10.2018 20:00","2268","0"
"05.10.2018 20:00 - 05.10.2018 21:00","2137","0"
"05.10.2018 21:00 - 05.10.2018 22:00","1790","0"
"05.10.2018 22:00 - 05.10.2018 23:00","1464","0"
"05.10.2018 23:00 - 06.10.2018 00:00","1081","0"
"06.10.2018 00:00 - 06.10.2018 01:00","1485","0"
"06.10.2018 01:00 - 06.10.2018 02:00","1531","0"
"06.10.2018 02:00 - 06.10.2018 03:00","1490","0"
"06.10.2018 03:00 - 06.10.2018 04:00","1431","0"
"06.10.2018 04:00 - 06.10.2018 05:00","1478","0"
"06.10.2018 05:00 - 06.10.2018 06:00","1586","0"
"06.10.2018 06:00 - 06.10.2018 07:00","1500","0"
"06.10.2018 07:00 - 06.10.2018 08:00","1832","0"
"06.10.2018 08:00 - 06.10.2018 09:00","1951","0"
"06.10.2018 09:00 - 06.10.2018 10:00","1889","0"
"06.10.2018 10:00 - 06.10.2018 11:00","2118","0"
"06.10.2018 11:00 - 06.10.2018 12:00","1716","0"
"06.10.2018 12:00 - 06.10.2018 13:00","1443","0"
"06.10.2018 13:00 - 06.10.2018 14:00","1434","0"
"06.10.2018 14:00 - 06.10.2018 15:00","1565","0"
"06.10.2018 15:00 - 06.10.2018 16:00","1745","0"
"06.10.2018 16:00 - 06.10.2018 17:00","2065","0"
"06.10.2018 17:00 - 06.10.2018 18:00","2303","0"
"06.10.2018 18:00 - 06.10.2018 19:00","2619","0"
"06.10.2018 19:00 - 06.10.2018 20:00","2254","0"
"06.10.2018 20:00 - 06.10.2018 21:00","2136","0"
"06.10.2018 21:00 - 06.10.2018 22:00","1833","0"
"06.10.2018 22:00 - 06.10.2018 23:00","1820","0"
"06.10.2018 23:00 - 07.10.2018 00:00","1680","0"
"07.10.2018 00:00 - 07.10.2018 01:00","1666","0"
"07.10.2018 01:00 - 07.10.2018 02:00","1550","0"
"07.10.2018 02:00 - 07.10.2018 03:00","1746","0"
"07.10.2018 03:00 - 07.10.2018 04:00","1848","0"
"07.10.2018 04:00 - 07.10.2018 05:00","2018","0"
"07.10.2018 05:00 - 07.10.2018 06:00","1996","0"
"07.10.2018 06:00 - 07.10.2018 07:00","1946","0"
"07.10.2018 07:00 - 07.10.2018 08:00","1873","0"
"07.10.2018 08:00 - 07.10.2018 09:00","1657","0"
"07.10.2018 09:00 - 07.10.2018 10:00","1194","0"
"07.10.2018 10:00 - 07.10.2018 11:00","816","0"
"07.10.2018 11:00 - 07.10.2018 12:00","795","0"
"07.10.2018 12:00 - 07.10.2018 13:00","644","0"
"07.10.2018 13:00 - 07.10.2018 14:00","748","0"
"07.10.2018 14:00 - 07.10.2018 15:00","851","0"
"07.10.2018 15:00 - 07.10.2018 16:00","1077","0"
"07.10.2018 16:00 - 07.10.2018 17:00","1272","0"
"07.10.2018 17:00 - 07.10.2018 18:00","1979","0"
"07.10.2018 18:00 - 07.10.2018 19:00","2368","0"
"07.10.2018 19:00 - 07.10.2018 20:00","2297","0"
"07.10.2018 20:00 - 07.10.2018 21:00","2159","0"
"07.10.2018 21:00 - 07.10.2018 22:00","1863","0"
"07.10.2018 22:00 - 07.10.2018 23:00","1626","0"
"07.10.2018 23:00 - 08.10.2018 00:00","1445","0"
"08.10.2018 00:00 - 08.10.2018 01:00","1687","0"
"08.10.2018 01:00 - 08.10.2018 02:00","1515","0"
"08.10.2018 02:00 - 08.10.2018 03:00","1461","0"
"08.10.2018 03:00 - 08.10.2018 04:00","1438","0"
"08.10.2018 04:00 - 08.10.2018 05:00","1629","0"
"08.10.2018 05:00 - 08.10.2018 06:00","1683","0"
"08.10.2018 06:00 - 08.10.2018 07:00","2092","0"
"08.10.2018 07:00 - 08.10.2018 08:00","1918","0"
"08.10.2018 08:00 - 08.10.2018 09:00","1969","0"
"08.10.2018 09:00 - 08.10.2018 10:00","1814","0"
"08.10.2018 10:00 - 08.10.2018 11:00","1787","0"
"08.10.2018 11:00 - 08.10.2018 12:00","1645","0"
"08.10.2018 12:00 - 08.10.2018 13:00","1369","0"
"08.10.2018 13:00 - 08.10.2018 14:00","1185","0"
"08.10.2018 14:00 - 08.10.2018 15:00","1479","0"
"08.10.2018 15:00 - 08.10.2018 16:00","1583","0"
"08.10.2018 16:00 - 08.10.2018 17:00","1996","0"
"08.10.2018 17:00 - 08.10.2018 18:00","2467","0"
"08.10.2018 18:00 - 08.10.2018 19:00","2398","0"
"08.10.2018 19:00 - 08.10.2018 20:00","2139","0"
"08.10.2018 20:00 - 08.10.2018 21:00","2291","0"
"08.10.2018 21:00 - 08.10.2018 22:00","2353","0"
"08.10.2018 22:00 - 08.10.2018 23:00","1987","0"
"08.10.2018 23:00 - 09.10.2018 00:00","1404","0"
"09.10.2018 00:00 - 09.10.2018 01:00","1485","0"
"09.10.2018 01:00 - 09.10.2018 02:00","1562","0"
"09.10.2018 02:00 - 09.10.2018 03:00","1482","0"
"09.10.2018 03:00 - 09.10.2018 04:00","1554","0"
"09.10.2018 04:00 - 09.10.2018 05:00","1667","0"
"09.10.2018 05:00 - 09.10.2018 06:00","1815","0"
"09.10.2018 06:00 - 09.10.2018 07:00","2292","0"
"09.10.2018 07:00 - 09.10.2018 08:00","1968","0"
"09.10.2018 08:00 - 09.10.2018 09:00","1569","0"
"09.10.2018 09:00 - 09.10.2018 10:00","1795","0"
"09.10.2018 10:00 - 09.10.2018 11:00","1810","0"
"09.10.2018 11:00 - 09.10.2018 12:00","1654","0"
"09.10.2018 12:00 - 09.10.2018 13:00","1496","0"
"09.10.2018 13:00 - 09.10.2018 14:00","1555","0"
"09.10.2018 14:00 - 09.10.2018 15:00","1630","0"
"09.10.2018 15:00 - 09.10.2018 16:00","1840","0"
"09.10.2018 16:00 - 09.10.2018 17:00","2350","0"
"09.10.2018 17:00 - 09.10.2018 18:00","2385","0"
"09.10.2018 18:00 - 09.10.2018 19:00","2012","0"
"09.10.2018 19:00 - 09.10.2018 20:00","1379","0"
"09.10.2018 20:00 - 09.10.2018 21:00","1960","0"
"09.10.2018 21:00 - 09.10.2018 22:00","2168","0"
"09.10.2018 22:00 - 09.10.2018 23:00","1905","0"
"09.10.2018 23:00 - 10.10.2018 00:00","1432","0"
"10.10.2018 00:00 - 10.10.2018 01:00","1578","0"
"10.10.2018 01:00 - 10.10.2018 02:00","1618","0"
"10.10.2018 02:00 - 10.10.2018 03:00","1716","0"
"10.10.2018 03:00 - 10.10.2018 04:00","1991","0"
"10.10.2018 04:00 - 10.10.2018 05:00","2038","0"
"10.10.2018 05:00 - 10.10.2018 06:00","2036","0"
"10.10.2018 06:00 - 10.10.2018 07:00","2186","0"
"10.10.2018 07:00 - 10.10.2018 08:00","1828","0"
"10.10.2018 08:00 - 10.10.2018 09:00","1533","0"
"10.10.2018 09:00 - 10.10.2018 10:00","1750","0"
"10.10.2018 10:00 - 10.10.2018 11:00","1755","0"
"10.10.2018 11:00 - 10.10.2018 12:00","1336","0"
"10.10.2018 12:00 - 10.10.2018 13:00","839","0"
"10.10.2018 13:00 - 10.10.2018 14:00","856","0"
"10.10.2018 14:00 - 10.10.2018 15:00","1044","0"
"10.10.2018 15:00 - 10.10.2018 16:00","1174","0"
"10.10.2018 16:00 - 10.10.2018 17:00","1365","0"
"10.10.2018 17:00 - 10.10.2018 18:00","1773","0"
"10.10.2018 18:00 - 10.10.2018 19:00","1735","0"
"10.10.2018 19:00 - 10.10.2018 20:00","1574","0"
"10.10.2018 20:00 - 10.10.2018 21:00","1399","0"
"10.10.2018 21:00 - 10.10.2018 22:00","1173","0"
"10.10.2018 22:00 - 10.10.2018 23:00","952","0"
"10.10.2018 23:00 - 11.10.2018 00:00","927","0"
"11.10.2018 00:00 - 11.10.2018 01:00","1104","0"
"11.10.2018 01:00 - 11.10.2018 02:00","1113","0"
"11.10.2018 02:00 - 11.10.2018 03:00","1134","0"
"11.10.2018 03:00 - 11.10.2018 04:00","1132","0"
"11.10.2018 04:00 - 11.10.2018 05:00","1208","0"
"11.10.2018 05:00 - 11.10.2018 06:00","1127","0"
"11.10.2018 06:00 - 11.10.2018 07:00","1119","0"
"11.10.2018 07:00 - 11.10.2018 08:00","1517","0"
"11.10.2018 08:00 - 11.10.2018 09:00","1468","0"
"11.10.2018 09:00 - 11.10.2018 10:00","1515","0"
"11.10.2018 10:00 - 11.10.2018 11:00","1483","0"
"11.10.2018 11:00 - 11.10.2018 12:00","1424","0"
"11.10.2018 12:00 - 11.10.2018 13:00","1155","0"
"11.10.2018 13:00 - 11.10.2018 14:00","1110","0"
"11.10.2018 14:00 - 11.10.2018 15:00","1725","0"
"11.10.2018 15:00 - 11.10.2018 16:00","1891","0"
"11.10.2018 16:00 - 11.10.2018 17:00","2087","0"
"11.10.2018 17:00 - 11.10.2018 18:00","2264","0"
"11.10.2018 18:00 - 11.10.2018 19:00","2135","0"
"11.10.2018 19:00 - 11.10.2018 20:00","1743","0"
"11.10.2018 20:00 - 11.10.2018 21:00","1995","0"
"11.10.2018 21:00 - 11.10.2018 22:00","1570","0"
"11.10.2018 22:00 - 11.10.2018 23:00","1689","0"
"11.10.2018 23:00 - 12.10.2018 00:00","1280","0"
"12.10.2018 00:00 - 12.10.2018 01:00","1470","0"
"12.10.2018 01:00 - 12.10.2018 02:00","1339","0"
"12.10.2018 02:00 - 12.10.2018 03:00","1313","0"
"12.10.2018 03:00 - 12.10.2018 04:00","1487","0"
"12.10.2018 04:00 - 12.10.2018 05:00","1521","0"
"12.10.2018 05:00 - 12.10.2018 06:00","1571","0"
"12.10.2018 06:00 - 12.10.2018 07:00","1594","0"
"12.10.2018 07:00 - 12.10.2018 08:00","2086","0"
"12.10.2018 08:00 - 12.10.2018 09:00","2187","0"
"12.10.2018 09:00 - 12.10.2018 10:00","2149","0"
"12.10.2018 10:00 - 12.10.2018 11:00","1772","0"
"12.10.2018 11:00 - 12.10.2018 12:00","1389","0"
"12.10.2018 12:00 - 12.10.2018 13:00","1142","0"
"12.10.2018 13:00 - 12.10.2018 14:00","874","0"
"12.10.2018 14:00 - 12.10.2018 15:00","1047","0"
"12.10.2018 15:00 - 12.10.2018 16:00","1302","0"
"12.10.2018 16:00 - 12.10.2018 17:00","1746","0"
"12.10.2018 17:00 - 12.10.2018 18:00","2209","0"
"12.10.2018 18:00 - 12.10.2018 19:00","2373","0"
"12.10.2018 19:00 - 12.10.2018 20:00","2253","0"
"12.10.2018 20:00 - 12.10.2018 21:00","1978","0"
"12.10.2018 21:00 - 12.10.2018 22:00","1759","0"
"12.10.2018 22:00 - 12.10.2018 23:00","1786","0"
"12.10.2018 23:00 - 13.10.2018 00:00","1674","0"
"13.10.2018 00:00 - 13.10.2018 01:00","2039","0"
"13.10.2018 01:00 - 13.10.2018 02:00","2110","0"
"13.10.2018 02:00 - 13.10.2018 03:00","2047","0"
"13.10.2018 03:00 - 13.10.2018 04:00","2155","0"
"13.10.2018 04:00 - 13.10.2018 05:00","2254","0"
"13.10.2018 05:00 - 13.10.2018 06:00","2229","0"
"13.10.2018 06:00 - 13.10.2018 07:00","2298","0"
"13.10.2018 07:00 - 13.10.2018 08:00","2866","0"
"13.10.2018 08:00 - 13.10.2018 09:00","2816","0"
"13.10.2018 09:00 - 13.10.2018 10:00","2494","0"
"13.10.2018 10:00 - 13.10.2018 11:00","2414","0"
"13.10.2018 11:00 - 13.10.2018 12:00","2470","0"
"13.10.2018 12:00 - 13.10.2018 13:00","1933","0"
"13.10.2018 13:00 - 13.10.2018 14:00","1716","0"
"13.10.2018 14:00 - 13.10.2018 15:00","1930","0"
"13.10.2018 15:00 - 13.10.2018 16:00","2069","0"
"13.10.2018 16:00 - 13.10.2018 17:00","2421","0"
"13.10.2018 17:00 - 13.10.2018 18:00","3226","0"
"13.10.2018 18:00 - 13.10.2018 19:00","3147","0"
"13.10.2018 19:00 - 13.10.2018 20:00","3343","0"
"13.10.2018 20:00 - 13.10.2018 21:00","3077","0"
"13.10.2018 21:00 - 13.10.2018 22:00","2770","0"
"13.10.2018 22:00 - 13.10.2018 23:00","2522","0"
"13.10.2018 23:00 - 14.10.2018 00:00","2304","0"
"14.10.2018 00:00 - 14.10.2018 01:00","2292","0"
"14.10.2018 01:00 - 14.10.2018 02:00","2215","0"
"14.10.2018 02:00 - 14.10.2018 03:00","2207","0"
"14.10.2018 03:00 - 14.10.2018 04:00","2420","0"
"14.10.2018 04:00 - 14.10.2018 05:00","2579","0"
"14.10.2018 05:00 - 14.10.2018 06:00","2698","0"
"14.10.2018 06:00 - 14.10.2018 07:00","2591","0"
"14.10.2018 07:00 - 14.10.2018 08:00","2450","0"
"14.10.2018 08:00 - 14.10.2018 09:00","2485","0"
"14.10.2018 09:00 - 14.10.2018 10:00","1843","0"
"14.10.2018 10:00 - 14.10.2018 11:00","1312","0"
"14.10.2018 11:00 - 14.10.2018 12:00","1128","0"
"14.10.2018 12:00 - 14.10.2018 13:00","962","0"
"14.10.2018 13:00 - 14.10.2018 14:00","1266","0"
"14.10.2018 14:00 - 14.10.2018 15:00","1469","0"
"14.10.2018 15:00 - 14.10.2018 16:00","1432","0"
"14.10.2018 16:00 - 14.10.2018 17:00","1420","0"
"14.10.2018 17:00 - 14.10.2018 18:00","1735","0"
"14.10.2018 18:00 - 14.10.2018 19:00","2411","0"
"14.10.2018 19:00 - 14.10.2018 20:00","2413","0"
"14.10.2018 20:00 - 14.10.2018 21:00","2240","0"
"14.10.2018 21:00 - 14.10.2018 22:00","2422","0"
"14.10.2018 22:00 - 14.10.2018 23:00","2130","0"
"14.10.2018 23:00 - 15.10.2018 00:00","1912","0"
"15.10.2018 00:00 - 15.10.2018 01:00","2119","0"
"15.10.2018 01:00 - 15.10.2018 02:00","2171","0"
"15.10.2018 02:00 - 15.10.2018 03:00","2310","0"
"15.10.2018 03:00 - 15.10.2018 04:00","2410","0"
"15.10.2018 04:00 - 15.10.2018 05:00","2487","0"
"15.10.2018 05:00 - 15.10.2018 06:00","2723","0"
"15.10.2018 06:00 - 15.10.2018 07:00","2819","0"
"15.10.2018 07:00 - 15.10.2018 08:00","2410","0"
"15.10.2018 08:00 - 15.10.2018 09:00","2158","0"
"15.10.2018 09:00 - 15.10.2018 10:00","2014","0"
"15.10.2018 10:00 - 15.10.2018 11:00","1854","0"
"15.10.2018 11:00 - 15.10.2018 12:00","1914","0"
"15.10.2018 12:00 - 15.10.2018 13:00","1597","0"
"15.10.2018 13:00 - 15.10.2018 14:00","1668","0"
"15.10.2018 14:00 - 15.10.2018 15:00","1644","0"
"15.10.2018 15:00 - 15.10.2018 16:00","1824","0"
"15.10.2018 16:00 - 15.10.2018 17:00","1976","0"
"15.10.2018 17:00 - 15.10.2018 18:00","2100","0"
"15.10.2018 18:00 - 15.10.2018 19:00","1665","0"
"15.10.2018 19:00 - 15.10.2018 20:00","1345","0"
"15.10.2018 20:00 - 15.10.2018 21:00","1649","0"
"15.10.2018 21:00 - 15.10.2018 22:00","1593","0"
"15.10.2018 22:00 - 15.10.2018 23:00","1446","0"
"15.10.2018 23:00 - 16.10.2018 00:00","1045","0"
"16.10.2018 00:00 - 16.10.2018 01:00","1530","0"
"16.10.2018 01:00 - 16.10.2018 02:00","1444","0"
"16.10.2018 02:00 - 16.10.2018 03:00","1427","0"
"16.10.2018 03:00 - 16.10.2018 04:00","1563","0"
"16.10.2018 04:00 - 16.10.2018 05:00","1693","0"
"16.10.2018 05:00 - 16.10.2018 06:00","1659","0"
"16.10.2018 06:00 - 16.10.2018 07:00","2013","0"
"16.10.2018 07:00 - 16.10.2018 08:00","1923","0"
"16.10.2018 08:00 - 16.10.2018 09:00","1985","0"
"16.10.2018 09:00 - 16.10.2018 10:00","1803","0"
"16.10.2018 10:00 - 16.10.2018 11:00","1849","0"
"16.10.2018 11:00 - 16.10.2018 12:00","1861","0"
"16.10.2018 12:00 - 16.10.2018 13:00","1777","0"
"16.10.2018 13:00 - 16.10.2018 14:00","1809","0"
"16.10.2018 14:00 - 16.10.2018 15:00","1884","0"
"16.10.2018 15:00 - 16.10.2018 16:00","1997","0"
"16.10.2018 16:00 - 16.10.2018 17:00","1999","0"
"16.10.2018 17:00 - 16.10.2018 18:00","2070","0"
"16.10.2018 18:00 - 16.10.2018 19:00","1676","0"
"16.10.2018 19:00 - 16.10.2018 20:00","1231","0"
"16.10.2018 20:00 - 16.10.2018 21:00","1572","0"
"16.10.2018 21:00 - 16.10.2018 22:00","1774","0"
"16.10.2018 22:00 - 16.10.2018 23:00","1751","0"
"16.10.2018 23:00 - 17.10.2018 00:00","1209","0"
"17.10.2018 00:00 - 17.10.2018 01:00","1428","0"
"17.10.2018 01:00 - 17.10.2018 02:00","1347","0"
"17.10.2018 02:00 - 17.10.2018 03:00","1296","0"
"17.10.2018 03:00 - 17.10.2018 04:00","1418","0"
"17.10.2018 04:00 - 17.10.2018 05:00","1535","0"
"17.10.2018 05:00 - 17.10.2018 06:00","1588","0"
"17.10.2018 06:00 - 17.10.2018 07:00","1857","0"
"17.10.2018 07:00 - 17.10.2018 08:00","1862","0"
"17.10.2018 08:00 - 17.10.2018 09:00","1944","0"
"17.10.2018 09:00 - 17.10.2018 10:00","1771","0"
"17.10.2018 10:00 - 17.10.2018 11:00","1702","0"
"17.10.2018 11:00 - 17.10.2018 12:00","1762","0"
"17.10.2018 12:00 - 17.10.2018 13:00","1518","0"
"17.10.2018 13:00 - 17.10.2018 14:00","1649","0"
"17.10.2018 14:00 - 17.10.2018 15:00","1738","0"
"17.10.2018 15:00 - 17.10.2018 16:00","1848","0"
"17.10.2018 16:00 - 17.10.2018 17:00","2165","0"
"17.10.2018 17:00 - 17.10.2018 18:00","2267","0"
"17.10.2018 18:00 - 17.10.2018 19:00","1877","0"
"17.10.2018 19:00 - 17.10.2018 20:00","1659","0"
"17.10.2018 20:00 - 17.10.2018 21:00","1911","0"
"17.10.2018 21:00 - 17.10.2018 22:00","2111","0"
"17.10.2018 22:00 - 17.10.2018 23:00","1757","0"
"17.10.2018 23:00 - 18.10.2018 00:00","1161","0"
"18.10.2018 00:00 - 18.10.2018 01:00","1399","0"
"18.10.2018 01:00 - 18.10.2018 02:00","1317","0"
"18.10.2018 02:00 - 18.10.2018 03:00","1409","0"
"18.10.2018 03:00 - 18.10.2018 04:00","1558","0"
"18.10.2018 04:00 - 18.10.2018 05:00","1527","0"
"18.10.2018 05:00 - 18.10.2018 06:00","1713","0"
"18.10.2018 06:00 - 18.10.2018 07:00","1999","0"
"18.10.2018 07:00 - 18.10.2018 08:00","2009","0"
"18.10.2018 08:00 - 18.10.2018 09:00","2188","0"
"18.10.2018 09:00 - 18.10.2018 10:00","2059","0"
"18.10.2018 10:00 - 18.10.2018 11:00","1983","0"
"18.10.2018 11:00 - 18.10.2018 12:00","1853","0"
"18.10.2018 12:00 - 18.10.2018 13:00","1387","0"
"18.10.2018 13:00 - 18.10.2018 14:00","1555","0"
"18.10.2018 14:00 - 18.10.2018 15:00","1776","0"
"18.10.2018 15:00 - 18.10.2018 16:00","1948","0"
"18.10.2018 16:00 - 18.10.2018 17:00","2128","0"
"18.10.2018 17:00 - 18.10.2018 18:00","2417","0"
"18.10.2018 18:00 - 18.10.2018 19:00","2296","0"
"18.10.2018 19:00 - 18.10.2018 20:00","1867","0"
"18.10.2018 20:00 - 18.10.2018 21:00","2081","0"
"18.10.2018 21:00 - 18.10.2018 22:00","1579","0"
"18.10.2018 22:00 - 18.10.2018 23:00","1520","0"
"18.10.2018 23:00 - 19.10.2018 00:00","1158","0"
"19.10.2018 00:00 - 19.10.2018 01:00","1132","0"
"19.10.2018 01:00 - 19.10.2018 02:00","1111","0"
"19.10.2018 02:00 - 19.10.2018 03:00","1190","0"
"19.10.2018 03:00 - 19.10.2018 04:00","1367","0"
"19.10.2018 04:00 - 19.10.2018 05:00","1545","0"
"19.10.2018 05:00 - 19.10.2018 06:00","1597","0"
"19.10.2018 06:00 - 19.10.2018 07:00","1653","0"
"19.10.2018 07:00 - 19.10.2018 08:00","1895","0"
"19.10.2018 08:00 - 19.10.2018 09:00","1942","0"
"19.10.2018 09:00 - 19.10.2018 10:00","2011","0"
"19.10.2018 10:00 - 19.10.2018 11:00","2064","0"
"19.10.2018 11:00 - 19.10.2018 12:00","1926","0"
"19.10.2018 12:00 - 19.10.2018 13:00","1332","0"
"19.10.2018 13:00 - 19.10.2018 14:00","1411","0"
"19.10.2018 14:00 - 19.10.2018 15:00","1593","0"
"19.10.2018 15:00 - 19.10.2018 16:00","1796","0"
"19.10.2018 16:00 - 19.10.2018 17:00","2180","0"
"19.10.2018 17:00 - 19.10.2018 18:00","2326","0"
"19.10.2018 18:00 - 19.10.2018 19:00","2155","0"
"19.10.2018 19:00 - 19.10.2018 20:00","1891","0"
"19.10.2018 20:00 - 19.10.2018 21:00","2304","0"
"19.10.2018 21:00 - 19.10.2018 22:00","2055","0"
"19.10.2018 22:00 - 19.10.2018 23:00","1704","0"
"19.10.2018 23:00 - 20.10.2018 00:00","1509","0"
"20.10.2018 00:00 - 20.10.2018 01:00","1570","0"
"20.10.2018 01:00 - 20.10.2018 02:00","1359","0"
"20.10.2018 02:00 - 20.10.2018 03:00","1189","0"
"20.10.2018 03:00 - 20.10.2018 04:00","1455","0"
"20.10.2018 04:00 - 20.10.2018 05:00","1605","0"
"20.10.2018 05:00 - 20.10.2018 06:00","1578","0"
"20.10.2018 06:00 - 20.10.2018 07:00","1637","0"
"20.10.2018 07:00 - 20.10.2018 08:00","2122","0"
"20.10.2018 08:00 - 20.10.2018 09:00","2527","0"
"20.10.2018 09:00 - 20.10.2018 10:00","2409","0"
"20.10.2018 10:00 - 20.10.2018 11:00","1924","0"
"20.10.2018 11:00 - 20.10.2018 12:00","1597","0"
"20.10.2018 12:00 - 20.10.2018 13:00","1244","0"
"20.10.2018 13:00 - 20.10.2018 14:00","923","0"
"20.10.2018 14:00 - 20.10.2018 15:00","904","0"
"20.10.2018 15:00 - 20.10.2018 16:00","1052","0"
"20.10.2018 16:00 - 20.10.2018 17:00","1589","0"
"20.10.2018 17:00 - 20.10.2018 18:00","2209","0"
"20.10.2018 18:00 - 20.10.2018 19:00","2298","0"
"20.10.2018 19:00 - 20.10.2018 20:00","2219","0"
"20.10.2018 20:00 - 20.10.2018 21:00","2055","0"
"20.10.2018 21:00 - 20.10.2018 22:00","1389","0"
"20.10.2018 22:00 - 20.10.2018 23:00","1249","0"
"20.10.2018 23:00 - 21.10.2018 00:00","969","0"
"21.10.2018 00:00 - 21.10.2018 01:00","1174","0"
"21.10.2018 01:00 - 21.10.2018 02:00","1140","0"
"21.10.2018 02:00 - 21.10.2018 03:00","1087","0"
"21.10.2018 03:00 - 21.10.2018 04:00","1311","0"
"21.10.2018 04:00 - 21.10.2018 05:00","1411","0"
"21.10.2018 05:00 - 21.10.2018 06:00","1423","0"
"21.10.2018 06:00 - 21.10.2018 07:00","1358","0"
"21.10.2018 07:00 - 21.10.2018 08:00","1667","0"
"21.10.2018 08:00 - 21.10.2018 09:00","1946","0"
"21.10.2018 09:00 - 21.10.2018 10:00","1650","0"
"21.10.2018 10:00 - 21.10.2018 11:00","1098","0"
"21.10.2018 11:00 - 21.10.2018 12:00","1044","0"
"21.10.2018 12:00 - 21.10.2018 13:00","731","0"
"21.10.2018 13:00 - 21.10.2018 14:00","720","0"
