"Time (CET)","Italy (IT) > Slovenia (SI) [MW]","Slovenia (SI) > Italy (IT) [MW]"
"21.06.2018 01:00 - 21.06.2018 02:00","0","911"
"21.06.2018 02:00 - 21.06.2018 03:00","0","994"
"21.06.2018 03:00 - 21.06.2018 04:00","0","1028"
"21.06.2018 04:00 - 21.06.2018 05:00","0","954"
"21.06.2018 05:00 - 21.06.2018 06:00","0","834"
"21.06.2018 06:00 - 21.06.2018 07:00","0","709"
"21.06.2018 07:00 - 21.06.2018 08:00","0","756"
"21.06.2018 08:00 - 21.06.2018 09:00","0","920"
"21.06.2018 09:00 - 21.06.2018 10:00","0","822"
"21.06.2018 10:00 - 21.06.2018 11:00","0","807"
"21.06.2018 11:00 - 21.06.2018 12:00","0","371"
"21.06.2018 12:00 - 21.06.2018 13:00","0","338"
"21.06.2018 13:00 - 21.06.2018 14:00","0","263"
"21.06.2018 14:00 - 21.06.2018 15:00","0","304"
"21.06.2018 15:00 - 21.06.2018 16:00","0","466"
"21.06.2018 16:00 - 21.06.2018 17:00","0","613"
"21.06.2018 17:00 - 21.06.2018 18:00","0","754"
"21.06.2018 18:00 - 21.06.2018 19:00","0","770"
"21.06.2018 19:00 - 21.06.2018 20:00","0","849"
"21.06.2018 20:00 - 21.06.2018 21:00","0","771"
"21.06.2018 21:00 - 21.06.2018 22:00","0","793"
"21.06.2018 22:00 - 21.06.2018 23:00","0","947"
"21.06.2018 23:00 - 22.06.2018 00:00","0","906"
"22.06.2018 00:00 - 22.06.2018 01:00","0","841"
"22.06.2018 01:00 - 22.06.2018 02:00","0","778"
"22.06.2018 02:00 - 22.06.2018 03:00","0","878"
"22.06.2018 03:00 - 22.06.2018 04:00","0","917"
"22.06.2018 04:00 - 22.06.2018 05:00","0","896"
"22.06.2018 05:00 - 22.06.2018 06:00","0","876"
"22.06.2018 06:00 - 22.06.2018 07:00","0","650"
"22.06.2018 07:00 - 22.06.2018 08:00","0","612"
"22.06.2018 08:00 - 22.06.2018 09:00","0","749"
"22.06.2018 09:00 - 22.06.2018 10:00","0","778"
"22.06.2018 10:00 - 22.06.2018 11:00","0","579"
"22.06.2018 11:00 - 22.06.2018 12:00","0","496"
"22.06.2018 12:00 - 22.06.2018 13:00","0","375"
"22.06.2018 13:00 - 22.06.2018 14:00","0","428"
"22.06.2018 14:00 - 22.06.2018 15:00","0","549"
"22.06.2018 15:00 - 22.06.2018 16:00","0","681"
"22.06.2018 16:00 - 22.06.2018 17:00","0","817"
"22.06.2018 17:00 - 22.06.2018 18:00","0","852"
"22.06.2018 18:00 - 22.06.2018 19:00","0","948"
"22.06.2018 19:00 - 22.06.2018 20:00","0","1003"
"22.06.2018 20:00 - 22.06.2018 21:00","0","1035"
"22.06.2018 21:00 - 22.06.2018 22:00","0","1099"
"22.06.2018 22:00 - 22.06.2018 23:00","0","1117"
"22.06.2018 23:00 - 23.06.2018 00:00","0","988"
"23.06.2018 00:00 - 23.06.2018 01:00","0","1137"
"23.06.2018 01:00 - 23.06.2018 02:00","0","1164"
"23.06.2018 02:00 - 23.06.2018 03:00","0","1146"
"23.06.2018 03:00 - 23.06.2018 04:00","0","1004"
"23.06.2018 04:00 - 23.06.2018 05:00","0","962"
"23.06.2018 05:00 - 23.06.2018 06:00","0","912"
"23.06.2018 06:00 - 23.06.2018 07:00","0","1006"
"23.06.2018 07:00 - 23.06.2018 08:00","0","789"
"23.06.2018 08:00 - 23.06.2018 09:00","0","879"
"23.06.2018 09:00 - 23.06.2018 10:00","0","860"
"23.06.2018 10:00 - 23.06.2018 11:00","0","937"
"23.06.2018 11:00 - 23.06.2018 12:00","0","915"
"23.06.2018 12:00 - 23.06.2018 13:00","0","984"
"23.06.2018 13:00 - 23.06.2018 14:00","0","958"
"23.06.2018 14:00 - 23.06.2018 15:00","0","1085"
"23.06.2018 15:00 - 23.06.2018 16:00","0","1101"
"23.06.2018 16:00 - 23.06.2018 17:00","0","1109"
"23.06.2018 17:00 - 23.06.2018 18:00","0","1166"
"23.06.2018 18:00 - 23.06.2018 19:00","0","1079"
"23.06.2018 19:00 - 23.06.2018 20:00","0","1078"
"23.06.2018 20:00 - 23.06.2018 21:00","0","1091"
"23.06.2018 21:00 - 23.06.2018 22:00","0","1096"
"23.06.2018 22:00 - 23.06.2018 23:00","0","1028"
"23.06.2018 23:00 - 24.06.2018 00:00","0","1085"
"24.06.2018 00:00 - 24.06.2018 01:00","0","930"
"24.06.2018 01:00 - 24.06.2018 02:00","0","994"
"24.06.2018 02:00 - 24.06.2018 03:00","0","857"
"24.06.2018 03:00 - 24.06.2018 04:00","0","857"
"24.06.2018 04:00 - 24.06.2018 05:00","0","880"
"24.06.2018 05:00 - 24.06.2018 06:00","0","858"
"24.06.2018 06:00 - 24.06.2018 07:00","0","707"
"24.06.2018 07:00 - 24.06.2018 08:00","0","710"
"24.06.2018 08:00 - 24.06.2018 09:00","0","763"
"24.06.2018 09:00 - 24.06.2018 10:00","0","539"
"24.06.2018 10:00 - 24.06.2018 11:00","0","182"
"24.06.2018 11:00 - 24.06.2018 12:00","0","142"
"24.06.2018 12:00 - 24.06.2018 13:00","0","80"
"24.06.2018 13:00 - 24.06.2018 14:00","0","141"
"24.06.2018 14:00 - 24.06.2018 15:00","0","10"
"24.06.2018 15:00 - 24.06.2018 16:00","0","39"
"24.06.2018 16:00 - 24.06.2018 17:00","19","0"
"24.06.2018 17:00 - 24.06.2018 18:00","0","308"
"24.06.2018 18:00 - 24.06.2018 19:00","0","524"
"24.06.2018 19:00 - 24.06.2018 20:00","0","633"
"24.06.2018 20:00 - 24.06.2018 21:00","0","711"
"24.06.2018 21:00 - 24.06.2018 22:00","0","791"
"24.06.2018 22:00 - 24.06.2018 23:00","0","958"
"24.06.2018 23:00 - 25.06.2018 00:00","0","974"
"25.06.2018 00:00 - 25.06.2018 01:00","0","1130"
"25.06.2018 01:00 - 25.06.2018 02:00","0","1157"
"25.06.2018 02:00 - 25.06.2018 03:00","0","1174"
"25.06.2018 03:00 - 25.06.2018 04:00","0","1080"
"25.06.2018 04:00 - 25.06.2018 05:00","0","1068"
"25.06.2018 05:00 - 25.06.2018 06:00","0","866"
"25.06.2018 06:00 - 25.06.2018 07:00","0","677"
"25.06.2018 07:00 - 25.06.2018 08:00","0","818"
"25.06.2018 08:00 - 25.06.2018 09:00","0","745"
"25.06.2018 09:00 - 25.06.2018 10:00","0","764"
"25.06.2018 10:00 - 25.06.2018 11:00","0","680"
"25.06.2018 11:00 - 25.06.2018 12:00","0","720"
"25.06.2018 12:00 - 25.06.2018 13:00","0","670"
"25.06.2018 13:00 - 25.06.2018 14:00","0","821"
"25.06.2018 14:00 - 25.06.2018 15:00","0","857"
"25.06.2018 15:00 - 25.06.2018 16:00","0","920"
"25.06.2018 16:00 - 25.06.2018 17:00","0","992"
"25.06.2018 17:00 - 25.06.2018 18:00","0","872"
"25.06.2018 18:00 - 25.06.2018 19:00","0","795"
"25.06.2018 19:00 - 25.06.2018 20:00","0","927"
"25.06.2018 20:00 - 25.06.2018 21:00","0","903"
"25.06.2018 21:00 - 25.06.2018 22:00","0","893"
"25.06.2018 22:00 - 25.06.2018 23:00","0","937"
"25.06.2018 23:00 - 26.06.2018 00:00","0","1130"
"26.06.2018 00:00 - 26.06.2018 01:00","0","1099"
"26.06.2018 01:00 - 26.06.2018 02:00","0","1132"
"26.06.2018 02:00 - 26.06.2018 03:00","0","1140"
"26.06.2018 03:00 - 26.06.2018 04:00","0","1018"
"26.06.2018 04:00 - 26.06.2018 05:00","0","957"
"26.06.2018 05:00 - 26.06.2018 06:00","0","894"
"26.06.2018 06:00 - 26.06.2018 07:00","0","711"
"26.06.2018 07:00 - 26.06.2018 08:00","0","869"
"26.06.2018 08:00 - 26.06.2018 09:00","0","890"
"26.06.2018 09:00 - 26.06.2018 10:00","0","878"
"26.06.2018 10:00 - 26.06.2018 11:00","0","580"
"26.06.2018 11:00 - 26.06.2018 12:00","0","457"
"26.06.2018 12:00 - 26.06.2018 13:00","0","460"
"26.06.2018 13:00 - 26.06.2018 14:00","0","588"
"26.06.2018 14:00 - 26.06.2018 15:00","0","703"
"26.06.2018 15:00 - 26.06.2018 16:00","0","713"
"26.06.2018 16:00 - 26.06.2018 17:00","0","909"
"26.06.2018 17:00 - 26.06.2018 18:00","0","977"
"26.06.2018 18:00 - 26.06.2018 19:00","0","1151"
"26.06.2018 19:00 - 26.06.2018 20:00","0","1113"
"26.06.2018 20:00 - 26.06.2018 21:00","0","992"
"26.06.2018 21:00 - 26.06.2018 22:00","0","1140"
"26.06.2018 22:00 - 26.06.2018 23:00","0","1092"
"26.06.2018 23:00 - 27.06.2018 00:00","0","1112"
"27.06.2018 00:00 - 27.06.2018 01:00","0","1152"
"27.06.2018 01:00 - 27.06.2018 02:00","0","987"
"27.06.2018 02:00 - 27.06.2018 03:00","0","974"
"27.06.2018 03:00 - 27.06.2018 04:00","0","1015"
"27.06.2018 04:00 - 27.06.2018 05:00","0","1068"
"27.06.2018 05:00 - 27.06.2018 06:00","0","961"
"27.06.2018 06:00 - 27.06.2018 07:00","0","609"
"27.06.2018 07:00 - 27.06.2018 08:00","0","764"
"27.06.2018 08:00 - 27.06.2018 09:00","0","893"
"27.06.2018 09:00 - 27.06.2018 10:00","0","830"
"27.06.2018 10:00 - 27.06.2018 11:00","0","696"
"27.06.2018 11:00 - 27.06.2018 12:00","0","767"
"27.06.2018 12:00 - 27.06.2018 13:00","0","627"
"27.06.2018 13:00 - 27.06.2018 14:00","0","659"
"27.06.2018 14:00 - 27.06.2018 15:00","0","787"
"27.06.2018 15:00 - 27.06.2018 16:00","0","883"
"27.06.2018 16:00 - 27.06.2018 17:00","0","987"
"27.06.2018 17:00 - 27.06.2018 18:00","0","807"
"27.06.2018 18:00 - 27.06.2018 19:00","0","795"
"27.06.2018 19:00 - 27.06.2018 20:00","0","796"
"27.06.2018 20:00 - 27.06.2018 21:00","0","696"
"27.06.2018 21:00 - 27.06.2018 22:00","0","776"
"27.06.2018 22:00 - 27.06.2018 23:00","0","1012"
"27.06.2018 23:00 - 28.06.2018 00:00","0","1119"
"28.06.2018 00:00 - 28.06.2018 01:00","0","1167"
"28.06.2018 01:00 - 28.06.2018 02:00","0","1151"
"28.06.2018 02:00 - 28.06.2018 03:00","0","1131"
"28.06.2018 03:00 - 28.06.2018 04:00","0","1171"
"28.06.2018 04:00 - 28.06.2018 05:00","0","1073"
"28.06.2018 05:00 - 28.06.2018 06:00","0","871"
"28.06.2018 06:00 - 28.06.2018 07:00","0","612"
"28.06.2018 07:00 - 28.06.2018 08:00","0","876"
"28.06.2018 08:00 - 28.06.2018 09:00","0","790"
"28.06.2018 09:00 - 28.06.2018 10:00","0","596"
"28.06.2018 10:00 - 28.06.2018 11:00","0","460"
"28.06.2018 11:00 - 28.06.2018 12:00","0","492"
"28.06.2018 12:00 - 28.06.2018 13:00","0","384"
"28.06.2018 13:00 - 28.06.2018 14:00","0","427"
"28.06.2018 14:00 - 28.06.2018 15:00","0","644"
"28.06.2018 15:00 - 28.06.2018 16:00","0","726"
"28.06.2018 16:00 - 28.06.2018 17:00","0","763"
"28.06.2018 17:00 - 28.06.2018 18:00","0","748"
"28.06.2018 18:00 - 28.06.2018 19:00","0","875"
"28.06.2018 19:00 - 28.06.2018 20:00","0","966"
"28.06.2018 20:00 - 28.06.2018 21:00","0","949"
"28.06.2018 21:00 - 28.06.2018 22:00","0","1001"
"28.06.2018 22:00 - 28.06.2018 23:00","0","991"
"28.06.2018 23:00 - 29.06.2018 00:00","0","1120"
"29.06.2018 00:00 - 29.06.2018 01:00","0","1184"
"29.06.2018 01:00 - 29.06.2018 02:00","0","1183"
"29.06.2018 02:00 - 29.06.2018 03:00","0","1127"
"29.06.2018 03:00 - 29.06.2018 04:00","0","1154"
"29.06.2018 04:00 - 29.06.2018 05:00","0","1076"
"29.06.2018 05:00 - 29.06.2018 06:00","0","866"
"29.06.2018 06:00 - 29.06.2018 07:00","0","535"
"29.06.2018 07:00 - 29.06.2018 08:00","0","509"
"29.06.2018 08:00 - 29.06.2018 09:00","0","767"
"29.06.2018 09:00 - 29.06.2018 10:00","0","908"
"29.06.2018 10:00 - 29.06.2018 11:00","0","970"
"29.06.2018 11:00 - 29.06.2018 12:00","0","934"
"29.06.2018 12:00 - 29.06.2018 13:00","0","938"
"29.06.2018 13:00 - 29.06.2018 14:00","0","1112"
"29.06.2018 14:00 - 29.06.2018 15:00","0","1078"
"29.06.2018 15:00 - 29.06.2018 16:00","0","1098"
"29.06.2018 16:00 - 29.06.2018 17:00","0","894"
"29.06.2018 17:00 - 29.06.2018 18:00","0","834"
"29.06.2018 18:00 - 29.06.2018 19:00","0","831"
"29.06.2018 19:00 - 29.06.2018 20:00","0","941"
"29.06.2018 20:00 - 29.06.2018 21:00","0","841"
"29.06.2018 21:00 - 29.06.2018 22:00","0","1008"
"29.06.2018 22:00 - 29.06.2018 23:00","0","1222"
"29.06.2018 23:00 - 30.06.2018 00:00","0","1261"
"30.06.2018 00:00 - 30.06.2018 01:00","0","1370"
"30.06.2018 01:00 - 30.06.2018 02:00","0","1378"
"30.06.2018 02:00 - 30.06.2018 03:00","0","1199"
"30.06.2018 03:00 - 30.06.2018 04:00","0","1206"
"30.06.2018 04:00 - 30.06.2018 05:00","0","1176"
"30.06.2018 05:00 - 30.06.2018 06:00","0","1185"
"30.06.2018 06:00 - 30.06.2018 07:00","0","884"
"30.06.2018 07:00 - 30.06.2018 08:00","0","1117"
"30.06.2018 08:00 - 30.06.2018 09:00","0","1144"
"30.06.2018 09:00 - 30.06.2018 10:00","0","1174"
"30.06.2018 10:00 - 30.06.2018 11:00","0","1221"
"30.06.2018 11:00 - 30.06.2018 12:00","0","1188"
"30.06.2018 12:00 - 30.06.2018 13:00","0","946"
"30.06.2018 13:00 - 30.06.2018 14:00","0","1059"
"30.06.2018 14:00 - 30.06.2018 15:00","0","1185"
"30.06.2018 15:00 - 30.06.2018 16:00","0","1326"
"30.06.2018 16:00 - 30.06.2018 17:00","0","1330"
"30.06.2018 17:00 - 30.06.2018 18:00","0","1237"
"30.06.2018 18:00 - 30.06.2018 19:00","0","1283"
"30.06.2018 19:00 - 30.06.2018 20:00","0","1316"
"30.06.2018 20:00 - 30.06.2018 21:00","0","1070"
"30.06.2018 21:00 - 30.06.2018 22:00","0","1251"
"30.06.2018 22:00 - 30.06.2018 23:00","0","1343"
"30.06.2018 23:00 - 01.07.2018 00:00","0","1369"
"01.07.2018 00:00 - 01.07.2018 01:00","0","1158"
"01.07.2018 01:00 - 01.07.2018 02:00","0","1140"
"01.07.2018 02:00 - 01.07.2018 03:00","0","1143"
"01.07.2018 03:00 - 01.07.2018 04:00","0","1057"
"01.07.2018 04:00 - 01.07.2018 05:00","0","1074"
"01.07.2018 05:00 - 01.07.2018 06:00","0","1052"
"01.07.2018 06:00 - 01.07.2018 07:00","0","1019"
"01.07.2018 07:00 - 01.07.2018 08:00","0","730"
"01.07.2018 08:00 - 01.07.2018 09:00","0","704"
"01.07.2018 09:00 - 01.07.2018 10:00","0","644"
"01.07.2018 10:00 - 01.07.2018 11:00","0","245"
"01.07.2018 11:00 - 01.07.2018 12:00","0","368"
"01.07.2018 12:00 - 01.07.2018 13:00","0","437"
"01.07.2018 13:00 - 01.07.2018 14:00","0","441"
"01.07.2018 14:00 - 01.07.2018 15:00","0","471"
"01.07.2018 15:00 - 01.07.2018 16:00","0","493"
"01.07.2018 16:00 - 01.07.2018 17:00","0","584"
"01.07.2018 17:00 - 01.07.2018 18:00","0","920"
"01.07.2018 18:00 - 01.07.2018 19:00","0","1109"
"01.07.2018 19:00 - 01.07.2018 20:00","0","973"
"01.07.2018 20:00 - 01.07.2018 21:00","0","945"
"01.07.2018 21:00 - 01.07.2018 22:00","0","863"
"01.07.2018 22:00 - 01.07.2018 23:00","0","1076"
"01.07.2018 23:00 - 02.07.2018 00:00","0","965"
"02.07.2018 00:00 - 02.07.2018 01:00","0","1107"
"02.07.2018 01:00 - 02.07.2018 02:00","0","954"
"02.07.2018 02:00 - 02.07.2018 03:00","0","1075"
"02.07.2018 03:00 - 02.07.2018 04:00","0","1121"
"02.07.2018 04:00 - 02.07.2018 05:00","0","1136"
"02.07.2018 05:00 - 02.07.2018 06:00","0","1146"
"02.07.2018 06:00 - 02.07.2018 07:00","0","685"
"02.07.2018 07:00 - 02.07.2018 08:00","0","1040"
"02.07.2018 08:00 - 02.07.2018 09:00","0","1094"
"02.07.2018 09:00 - 02.07.2018 10:00","0","1018"
"02.07.2018 10:00 - 02.07.2018 11:00","0","1109"
"02.07.2018 11:00 - 02.07.2018 12:00","0","1189"
"02.07.2018 12:00 - 02.07.2018 13:00","0","1084"
"02.07.2018 13:00 - 02.07.2018 14:00","0","1198"
"02.07.2018 14:00 - 02.07.2018 15:00","0","1293"
"02.07.2018 15:00 - 02.07.2018 16:00","0","1112"
"02.07.2018 16:00 - 02.07.2018 17:00","0","1052"
"02.07.2018 17:00 - 02.07.2018 18:00","0","1009"
"02.07.2018 18:00 - 02.07.2018 19:00","0","1230"
"02.07.2018 19:00 - 02.07.2018 20:00","0","1262"
"02.07.2018 20:00 - 02.07.2018 21:00","0","1078"
"02.07.2018 21:00 - 02.07.2018 22:00","0","964"
"02.07.2018 22:00 - 02.07.2018 23:00","0","1191"
"02.07.2018 23:00 - 03.07.2018 00:00","0","1059"
"03.07.2018 00:00 - 03.07.2018 01:00","0","877"
"03.07.2018 01:00 - 03.07.2018 02:00","0","1004"
"03.07.2018 02:00 - 03.07.2018 03:00","0","1007"
"03.07.2018 03:00 - 03.07.2018 04:00","0","1072"
"03.07.2018 04:00 - 03.07.2018 05:00","0","1030"
"03.07.2018 05:00 - 03.07.2018 06:00","0","923"
"03.07.2018 06:00 - 03.07.2018 07:00","0","604"
"03.07.2018 07:00 - 03.07.2018 08:00","0","725"
"03.07.2018 08:00 - 03.07.2018 09:00","0","760"
"03.07.2018 09:00 - 03.07.2018 10:00","0","662"
"03.07.2018 10:00 - 03.07.2018 11:00","0","552"
"03.07.2018 11:00 - 03.07.2018 12:00","0","482"
"03.07.2018 12:00 - 03.07.2018 13:00","0","315"
"03.07.2018 13:00 - 03.07.2018 14:00","0","427"
"03.07.2018 14:00 - 03.07.2018 15:00","0","523"
"03.07.2018 15:00 - 03.07.2018 16:00","0","605"
"03.07.2018 16:00 - 03.07.2018 17:00","0","536"
"03.07.2018 17:00 - 03.07.2018 18:00","0","611"
"03.07.2018 18:00 - 03.07.2018 19:00","0","846"
"03.07.2018 19:00 - 03.07.2018 20:00","0","1099"
"03.07.2018 20:00 - 03.07.2018 21:00","0","988"
"03.07.2018 21:00 - 03.07.2018 22:00","0","934"
"03.07.2018 22:00 - 03.07.2018 23:00","0","885"
"03.07.2018 23:00 - 04.07.2018 00:00","0","949"
"04.07.2018 00:00 - 04.07.2018 01:00","0","1031"
"04.07.2018 01:00 - 04.07.2018 02:00","0","1084"
"04.07.2018 02:00 - 04.07.2018 03:00","0","1073"
"04.07.2018 03:00 - 04.07.2018 04:00","0","1095"
"04.07.2018 04:00 - 04.07.2018 05:00","0","1086"
"04.07.2018 05:00 - 04.07.2018 06:00","0","1008"
"04.07.2018 06:00 - 04.07.2018 07:00","0","621"
"04.07.2018 07:00 - 04.07.2018 08:00","0","908"
"04.07.2018 08:00 - 04.07.2018 09:00","0","718"
"04.07.2018 09:00 - 04.07.2018 10:00","0","596"
"04.07.2018 10:00 - 04.07.2018 11:00","0","516"
"04.07.2018 11:00 - 04.07.2018 12:00","0","487"
"04.07.2018 12:00 - 04.07.2018 13:00","0","538"
"04.07.2018 13:00 - 04.07.2018 14:00","0","773"
"04.07.2018 14:00 - 04.07.2018 15:00","0","751"
"04.07.2018 15:00 - 04.07.2018 16:00","0","769"
"04.07.2018 16:00 - 04.07.2018 17:00","0","697"
"04.07.2018 17:00 - 04.07.2018 18:00","0","504"
"04.07.2018 18:00 - 04.07.2018 19:00","0","861"
"04.07.2018 19:00 - 04.07.2018 20:00","0","943"
"04.07.2018 20:00 - 04.07.2018 21:00","0","1017"
"04.07.2018 21:00 - 04.07.2018 22:00","0","1015"
"04.07.2018 22:00 - 04.07.2018 23:00","0","1066"
"04.07.2018 23:00 - 05.07.2018 00:00","0","959"
"05.07.2018 00:00 - 05.07.2018 01:00","0","936"
"05.07.2018 01:00 - 05.07.2018 02:00","0","967"
"05.07.2018 02:00 - 05.07.2018 03:00","0","1016"
"05.07.2018 03:00 - 05.07.2018 04:00","0","999"
"05.07.2018 04:00 - 05.07.2018 05:00","0","982"
"05.07.2018 05:00 - 05.07.2018 06:00","0","918"
"05.07.2018 06:00 - 05.07.2018 07:00","0","863"
"05.07.2018 07:00 - 05.07.2018 08:00","0","1078"
"05.07.2018 08:00 - 05.07.2018 09:00","0","997"
"05.07.2018 09:00 - 05.07.2018 10:00","0","1035"
"05.07.2018 10:00 - 05.07.2018 11:00","0","750"
"05.07.2018 11:00 - 05.07.2018 12:00","0","749"
"05.07.2018 12:00 - 05.07.2018 13:00","0","765"
"05.07.2018 13:00 - 05.07.2018 14:00","0","835"
"05.07.2018 14:00 - 05.07.2018 15:00","0","897"
"05.07.2018 15:00 - 05.07.2018 16:00","0","857"
"05.07.2018 16:00 - 05.07.2018 17:00","0","919"
"05.07.2018 17:00 - 05.07.2018 18:00","0","776"
"05.07.2018 18:00 - 05.07.2018 19:00","0","953"
"05.07.2018 19:00 - 05.07.2018 20:00","0","1105"
"05.07.2018 20:00 - 05.07.2018 21:00","0","912"
"05.07.2018 21:00 - 05.07.2018 22:00","0","783"
"05.07.2018 22:00 - 05.07.2018 23:00","0","906"
"05.07.2018 23:00 - 06.07.2018 00:00","0","907"
"06.07.2018 00:00 - 06.07.2018 01:00","0","1051"
"06.07.2018 01:00 - 06.07.2018 02:00","0","1166"
"06.07.2018 02:00 - 06.07.2018 03:00","0","1095"
"06.07.2018 03:00 - 06.07.2018 04:00","0","931"
"06.07.2018 04:00 - 06.07.2018 05:00","0","1059"
"06.07.2018 05:00 - 06.07.2018 06:00","0","1072"
"06.07.2018 06:00 - 06.07.2018 07:00","0","904"
"06.07.2018 07:00 - 06.07.2018 08:00","0","936"
"06.07.2018 08:00 - 06.07.2018 09:00","0","1012"
"06.07.2018 09:00 - 06.07.2018 10:00","0","986"
"06.07.2018 10:00 - 06.07.2018 11:00","0","958"
"06.07.2018 11:00 - 06.07.2018 12:00","0","960"
"06.07.2018 12:00 - 06.07.2018 13:00","0","1039"
"06.07.2018 13:00 - 06.07.2018 14:00","0","1138"
"06.07.2018 14:00 - 06.07.2018 15:00","0","1164"
"06.07.2018 15:00 - 06.07.2018 16:00","0","1134"
"06.07.2018 16:00 - 06.07.2018 17:00","0","1059"
"06.07.2018 17:00 - 06.07.2018 18:00","0","1001"
"06.07.2018 18:00 - 06.07.2018 19:00","0","1092"
"06.07.2018 19:00 - 06.07.2018 20:00","0","1113"
"06.07.2018 20:00 - 06.07.2018 21:00","0","1036"
"06.07.2018 21:00 - 06.07.2018 22:00","0","951"
"06.07.2018 22:00 - 06.07.2018 23:00","0","1083"
"06.07.2018 23:00 - 07.07.2018 00:00","0","1005"
"07.07.2018 00:00 - 07.07.2018 01:00","0","1156"
"07.07.2018 01:00 - 07.07.2018 02:00","0","1168"
"07.07.2018 02:00 - 07.07.2018 03:00","0","1053"
"07.07.2018 03:00 - 07.07.2018 04:00","0","1083"
"07.07.2018 04:00 - 07.07.2018 05:00","0","1104"
"07.07.2018 05:00 - 07.07.2018 06:00","0","1050"
"07.07.2018 06:00 - 07.07.2018 07:00","0","855"
"07.07.2018 07:00 - 07.07.2018 08:00","0","633"
"07.07.2018 08:00 - 07.07.2018 09:00","0","684"
"07.07.2018 09:00 - 07.07.2018 10:00","0","841"
"07.07.2018 10:00 - 07.07.2018 11:00","0","761"
"07.07.2018 11:00 - 07.07.2018 12:00","0","668"
"07.07.2018 12:00 - 07.07.2018 13:00","0","610"
"07.07.2018 13:00 - 07.07.2018 14:00","0","626"
"07.07.2018 14:00 - 07.07.2018 15:00","0","735"
"07.07.2018 15:00 - 07.07.2018 16:00","0","746"
"07.07.2018 16:00 - 07.07.2018 17:00","0","1101"
"07.07.2018 17:00 - 07.07.2018 18:00","0","1214"
"07.07.2018 18:00 - 07.07.2018 19:00","0","1243"
"07.07.2018 19:00 - 07.07.2018 20:00","0","1319"
"07.07.2018 20:00 - 07.07.2018 21:00","0","1303"
"07.07.2018 21:00 - 07.07.2018 22:00","0","1292"
"07.07.2018 22:00 - 07.07.2018 23:00","0","1168"
"07.07.2018 23:00 - 08.07.2018 00:00","0","1043"
"08.07.2018 00:00 - 08.07.2018 01:00","0","1102"
"08.07.2018 01:00 - 08.07.2018 02:00","0","1088"
"08.07.2018 02:00 - 08.07.2018 03:00","0","1059"
"08.07.2018 03:00 - 08.07.2018 04:00","0","1093"
"08.07.2018 04:00 - 08.07.2018 05:00","0","1158"
"08.07.2018 05:00 - 08.07.2018 06:00","0","1004"
"08.07.2018 06:00 - 08.07.2018 07:00","0","957"
"08.07.2018 07:00 - 08.07.2018 08:00","0","772"
"08.07.2018 08:00 - 08.07.2018 09:00","0","645"
"08.07.2018 09:00 - 08.07.2018 10:00","0","410"
"08.07.2018 10:00 - 08.07.2018 11:00","0","503"
"08.07.2018 11:00 - 08.07.2018 12:00","0","521"
"08.07.2018 12:00 - 08.07.2018 13:00","0","677"
"08.07.2018 13:00 - 08.07.2018 14:00","0","459"
"08.07.2018 14:00 - 08.07.2018 15:00","0","461"
"08.07.2018 15:00 - 08.07.2018 16:00","0","533"
"08.07.2018 16:00 - 08.07.2018 17:00","0","514"
"08.07.2018 17:00 - 08.07.2018 18:00","0","968"
"08.07.2018 18:00 - 08.07.2018 19:00","0","1169"
"08.07.2018 19:00 - 08.07.2018 20:00","0","1192"
"08.07.2018 20:00 - 08.07.2018 21:00","0","1139"
"08.07.2018 21:00 - 08.07.2018 22:00","0","1059"
"08.07.2018 22:00 - 08.07.2018 23:00","0","1136"
"08.07.2018 23:00 - 09.07.2018 00:00","0","1139"
"09.07.2018 00:00 - 09.07.2018 01:00","0","1134"
"09.07.2018 01:00 - 09.07.2018 02:00","0","1274"
"09.07.2018 02:00 - 09.07.2018 03:00","0","1177"
"09.07.2018 03:00 - 09.07.2018 04:00","0","1143"
"09.07.2018 04:00 - 09.07.2018 05:00","0","1085"
"09.07.2018 05:00 - 09.07.2018 06:00","0","996"
"09.07.2018 06:00 - 09.07.2018 07:00","0","600"
"09.07.2018 07:00 - 09.07.2018 08:00","0","865"
"09.07.2018 08:00 - 09.07.2018 09:00","0","919"
"09.07.2018 09:00 - 09.07.2018 10:00","0","754"
"09.07.2018 10:00 - 09.07.2018 11:00","0","820"
"09.07.2018 11:00 - 09.07.2018 12:00","0","761"
"09.07.2018 12:00 - 09.07.2018 13:00","0","792"
"09.07.2018 13:00 - 09.07.2018 14:00","0","786"
"09.07.2018 14:00 - 09.07.2018 15:00","0","777"
"09.07.2018 15:00 - 09.07.2018 16:00","0","858"
"09.07.2018 16:00 - 09.07.2018 17:00","0","929"
"09.07.2018 17:00 - 09.07.2018 18:00","0","961"
"09.07.2018 18:00 - 09.07.2018 19:00","0","1029"
"09.07.2018 19:00 - 09.07.2018 20:00","0","1064"
"09.07.2018 20:00 - 09.07.2018 21:00","0","1035"
"09.07.2018 21:00 - 09.07.2018 22:00","0","840"
"09.07.2018 22:00 - 09.07.2018 23:00","0","904"
"09.07.2018 23:00 - 10.07.2018 00:00","0","945"
"10.07.2018 00:00 - 10.07.2018 01:00","0","1171"
"10.07.2018 01:00 - 10.07.2018 02:00","0","1284"
"10.07.2018 02:00 - 10.07.2018 03:00","0","1116"
