"Time (CET)","Romania (RO) > Bulgaria (BG) [MW]","Bulgaria (BG) > Romania (RO) [MW]"
"13.06.2018 17:00 - 13.06.2018 18:00","0","222"
"13.06.2018 18:00 - 13.06.2018 19:00","0","232"
"13.06.2018 19:00 - 13.06.2018 20:00","0","236"
"13.06.2018 20:00 - 13.06.2018 21:00","0","282"
"13.06.2018 21:00 - 13.06.2018 22:00","0","203"
"13.06.2018 22:00 - 13.06.2018 23:00","0","32"
"13.06.2018 23:00 - 14.06.2018 00:00","176","0"
"14.06.2018 00:00 - 14.06.2018 01:00","88","0"
"14.06.2018 01:00 - 14.06.2018 02:00","32","0"
"14.06.2018 02:00 - 14.06.2018 03:00","0","40"
"14.06.2018 03:00 - 14.06.2018 04:00","0","89"
"14.06.2018 04:00 - 14.06.2018 05:00","0","113"
"14.06.2018 05:00 - 14.06.2018 06:00","0","176"
"14.06.2018 06:00 - 14.06.2018 07:00","0","321"
"14.06.2018 07:00 - 14.06.2018 08:00","0","468"
"14.06.2018 08:00 - 14.06.2018 09:00","0","490"
"14.06.2018 09:00 - 14.06.2018 10:00","0","394"
"14.06.2018 10:00 - 14.06.2018 11:00","0","281"
"14.06.2018 11:00 - 14.06.2018 12:00","0","223"
"14.06.2018 12:00 - 14.06.2018 13:00","0","169"
"14.06.2018 13:00 - 14.06.2018 14:00","0","178"
"14.06.2018 14:00 - 14.06.2018 15:00","0","180"
"14.06.2018 15:00 - 14.06.2018 16:00","0","173"
"14.06.2018 16:00 - 14.06.2018 17:00","0","182"
"14.06.2018 17:00 - 14.06.2018 18:00","0","129"
"14.06.2018 18:00 - 14.06.2018 19:00","0","160"
"14.06.2018 19:00 - 14.06.2018 20:00","0","233"
"14.06.2018 20:00 - 14.06.2018 21:00","0","287"
"14.06.2018 21:00 - 14.06.2018 22:00","0","265"
"14.06.2018 22:00 - 14.06.2018 23:00","0","145"
"14.06.2018 23:00 - 15.06.2018 00:00","0","86"
"15.06.2018 00:00 - 15.06.2018 01:00","0","131"
"15.06.2018 01:00 - 15.06.2018 02:00","0","181"
"15.06.2018 02:00 - 15.06.2018 03:00","0","175"
"15.06.2018 03:00 - 15.06.2018 04:00","0","216"
"15.06.2018 04:00 - 15.06.2018 05:00","0","210"
"15.06.2018 05:00 - 15.06.2018 06:00","0","259"
"15.06.2018 06:00 - 15.06.2018 07:00","0","358"
"15.06.2018 07:00 - 15.06.2018 08:00","0","488"
"15.06.2018 08:00 - 15.06.2018 09:00","0","469"
"15.06.2018 09:00 - 15.06.2018 10:00","0","456"
"15.06.2018 10:00 - 15.06.2018 11:00","0","367"
"15.06.2018 11:00 - 15.06.2018 12:00","0","385"
"15.06.2018 12:00 - 15.06.2018 13:00","0","289"
"15.06.2018 13:00 - 15.06.2018 14:00","0","265"
"15.06.2018 14:00 - 15.06.2018 15:00","0","229"
"15.06.2018 15:00 - 15.06.2018 16:00","0","230"
"15.06.2018 16:00 - 15.06.2018 17:00","0","293"
"15.06.2018 17:00 - 15.06.2018 18:00","0","307"
"15.06.2018 18:00 - 15.06.2018 19:00","0","327"
"15.06.2018 19:00 - 15.06.2018 20:00","0","320"
"15.06.2018 20:00 - 15.06.2018 21:00","0","334"
"15.06.2018 21:00 - 15.06.2018 22:00","0","262"
"15.06.2018 22:00 - 15.06.2018 23:00","0","144"
"15.06.2018 23:00 - 16.06.2018 00:00","0","79"
"16.06.2018 00:00 - 16.06.2018 01:00","0","110"
"16.06.2018 01:00 - 16.06.2018 02:00","0","68"
"16.06.2018 02:00 - 16.06.2018 03:00","0","71"
"16.06.2018 03:00 - 16.06.2018 04:00","0","60"
"16.06.2018 04:00 - 16.06.2018 05:00","0","52"
"16.06.2018 05:00 - 16.06.2018 06:00","0","106"
"16.06.2018 06:00 - 16.06.2018 07:00","0","187"
"16.06.2018 07:00 - 16.06.2018 08:00","0","263"
"16.06.2018 08:00 - 16.06.2018 09:00","0","137"
"16.06.2018 09:00 - 16.06.2018 10:00","0","102"
"16.06.2018 10:00 - 16.06.2018 11:00","0","7"
"16.06.2018 11:00 - 16.06.2018 12:00","0","48"
"16.06.2018 12:00 - 16.06.2018 13:00","0","12"
"16.06.2018 13:00 - 16.06.2018 14:00","0","2"
"16.06.2018 14:00 - 16.06.2018 15:00","0","18"
"16.06.2018 15:00 - 16.06.2018 16:00","38","0"
"16.06.2018 16:00 - 16.06.2018 17:00","0","14"
"16.06.2018 17:00 - 16.06.2018 18:00","0","109"
"16.06.2018 18:00 - 16.06.2018 19:00","0","151"
"16.06.2018 19:00 - 16.06.2018 20:00","0","197"
"16.06.2018 20:00 - 16.06.2018 21:00","0","252"
"16.06.2018 21:00 - 16.06.2018 22:00","0","172"
"16.06.2018 22:00 - 16.06.2018 23:00","0","64"
"16.06.2018 23:00 - 17.06.2018 00:00","132","0"
"17.06.2018 00:00 - 17.06.2018 01:00","209","0"
"17.06.2018 01:00 - 17.06.2018 02:00","132","0"
"17.06.2018 02:00 - 17.06.2018 03:00","66","0"
"17.06.2018 03:00 - 17.06.2018 04:00","64","0"
"17.06.2018 04:00 - 17.06.2018 05:00","24","0"
"17.06.2018 05:00 - 17.06.2018 06:00","0","69"
"17.06.2018 06:00 - 17.06.2018 07:00","0","176"
"17.06.2018 07:00 - 17.06.2018 08:00","0","191"
"17.06.2018 08:00 - 17.06.2018 09:00","0","165"
"17.06.2018 09:00 - 17.06.2018 10:00","0","44"
"17.06.2018 10:00 - 17.06.2018 11:00","0","86"
"17.06.2018 11:00 - 17.06.2018 12:00","0","42"
"17.06.2018 12:00 - 17.06.2018 13:00","0","22"
"17.06.2018 13:00 - 17.06.2018 14:00","0","3"
"17.06.2018 14:00 - 17.06.2018 15:00","0","35"
"17.06.2018 15:00 - 17.06.2018 16:00","0","127"
"17.06.2018 16:00 - 17.06.2018 17:00","0","240"
"17.06.2018 17:00 - 17.06.2018 18:00","0","244"
"17.06.2018 18:00 - 17.06.2018 19:00","0","247"
"17.06.2018 19:00 - 17.06.2018 20:00","0","281"
"17.06.2018 20:00 - 17.06.2018 21:00","0","290"
"17.06.2018 21:00 - 17.06.2018 22:00","0","261"
"17.06.2018 22:00 - 17.06.2018 23:00","0","176"
"17.06.2018 23:00 - 18.06.2018 00:00","0","30"
"18.06.2018 00:00 - 18.06.2018 01:00","0","83"
"18.06.2018 01:00 - 18.06.2018 02:00","0","161"
"18.06.2018 02:00 - 18.06.2018 03:00","0","243"
"18.06.2018 03:00 - 18.06.2018 04:00","0","241"
"18.06.2018 04:00 - 18.06.2018 05:00","0","230"
"18.06.2018 05:00 - 18.06.2018 06:00","0","107"
"18.06.2018 06:00 - 18.06.2018 07:00","0","112"
"18.06.2018 07:00 - 18.06.2018 08:00","0","84"
"18.06.2018 08:00 - 18.06.2018 09:00","0","110"
"18.06.2018 09:00 - 18.06.2018 10:00","0","86"
"18.06.2018 10:00 - 18.06.2018 11:00","18","0"
"18.06.2018 11:00 - 18.06.2018 12:00","0","33"
"18.06.2018 12:00 - 18.06.2018 13:00","0","10"
"18.06.2018 13:00 - 18.06.2018 14:00","39","0"
"18.06.2018 14:00 - 18.06.2018 15:00","52","0"
"18.06.2018 15:00 - 18.06.2018 16:00","0","1"
"18.06.2018 16:00 - 18.06.2018 17:00","0","91"
"18.06.2018 17:00 - 18.06.2018 18:00","0","110"
"18.06.2018 18:00 - 18.06.2018 19:00","0","204"
"18.06.2018 19:00 - 18.06.2018 20:00","0","284"
"18.06.2018 20:00 - 18.06.2018 21:00","0","328"
"18.06.2018 21:00 - 18.06.2018 22:00","0","229"
"18.06.2018 22:00 - 18.06.2018 23:00","0","152"
"18.06.2018 23:00 - 19.06.2018 00:00","51","0"
"19.06.2018 00:00 - 19.06.2018 01:00","0","106"
"19.06.2018 01:00 - 19.06.2018 02:00","0","166"
"19.06.2018 02:00 - 19.06.2018 03:00","0","106"
"19.06.2018 03:00 - 19.06.2018 04:00","0","20"
"19.06.2018 04:00 - 19.06.2018 05:00","0","9"
"19.06.2018 05:00 - 19.06.2018 06:00","0","198"
"19.06.2018 06:00 - 19.06.2018 07:00","0","301"
"19.06.2018 07:00 - 19.06.2018 08:00","0","320"
"19.06.2018 08:00 - 19.06.2018 09:00","0","389"
"19.06.2018 09:00 - 19.06.2018 10:00","0","322"
"19.06.2018 10:00 - 19.06.2018 11:00","0","192"
"19.06.2018 11:00 - 19.06.2018 12:00","0","222"
"19.06.2018 12:00 - 19.06.2018 13:00","0","197"
"19.06.2018 13:00 - 19.06.2018 14:00","0","192"
"19.06.2018 14:00 - 19.06.2018 15:00","0","115"
"19.06.2018 15:00 - 19.06.2018 16:00","0","84"
"19.06.2018 16:00 - 19.06.2018 17:00","0","278"
"19.06.2018 17:00 - 19.06.2018 18:00","0","279"
"19.06.2018 18:00 - 19.06.2018 19:00","0","361"
"19.06.2018 19:00 - 19.06.2018 20:00","0","401"
"19.06.2018 20:00 - 19.06.2018 21:00","0","431"
"19.06.2018 21:00 - 19.06.2018 22:00","0","402"
"19.06.2018 22:00 - 19.06.2018 23:00","0","173"
"19.06.2018 23:00 - 20.06.2018 00:00","0","58"
"20.06.2018 00:00 - 20.06.2018 01:00","0","156"
"20.06.2018 01:00 - 20.06.2018 02:00","0","91"
"20.06.2018 02:00 - 20.06.2018 03:00","0","46"
"20.06.2018 03:00 - 20.06.2018 04:00","43","0"
"20.06.2018 04:00 - 20.06.2018 05:00","62","0"
"20.06.2018 05:00 - 20.06.2018 06:00","0","88"
"20.06.2018 06:00 - 20.06.2018 07:00","0","176"
"20.06.2018 07:00 - 20.06.2018 08:00","0","310"
"20.06.2018 08:00 - 20.06.2018 09:00","0","346"
"20.06.2018 09:00 - 20.06.2018 10:00","0","341"
"20.06.2018 10:00 - 20.06.2018 11:00","0","215"
"20.06.2018 11:00 - 20.06.2018 12:00","0","197"
"20.06.2018 12:00 - 20.06.2018 13:00","0","233"
"20.06.2018 13:00 - 20.06.2018 14:00","0","267"
"20.06.2018 14:00 - 20.06.2018 15:00","0","247"
"20.06.2018 15:00 - 20.06.2018 16:00","0","248"
"20.06.2018 16:00 - 20.06.2018 17:00","0","328"
"20.06.2018 17:00 - 20.06.2018 18:00","0","297"
"20.06.2018 18:00 - 20.06.2018 19:00","0","339"
"20.06.2018 19:00 - 20.06.2018 20:00","0","399"
"20.06.2018 20:00 - 20.06.2018 21:00","0","454"
"20.06.2018 21:00 - 20.06.2018 22:00","0","389"
"20.06.2018 22:00 - 20.06.2018 23:00","0","180"
"20.06.2018 23:00 - 21.06.2018 00:00","46","0"
"21.06.2018 00:00 - 21.06.2018 01:00","0","102"
"21.06.2018 01:00 - 21.06.2018 02:00","0","70"
"21.06.2018 02:00 - 21.06.2018 03:00","0","27"
"21.06.2018 03:00 - 21.06.2018 04:00","64","0"
"21.06.2018 04:00 - 21.06.2018 05:00","85","0"
"21.06.2018 05:00 - 21.06.2018 06:00","0","27"
"21.06.2018 06:00 - 21.06.2018 07:00","0","213"
"21.06.2018 07:00 - 21.06.2018 08:00","0","373"
"21.06.2018 08:00 - 21.06.2018 09:00","0","293"
"21.06.2018 09:00 - 21.06.2018 10:00","0","237"
"21.06.2018 10:00 - 21.06.2018 11:00","0","162"
"21.06.2018 11:00 - 21.06.2018 12:00","0","228"
"21.06.2018 12:00 - 21.06.2018 13:00","0","236"
"21.06.2018 13:00 - 21.06.2018 14:00","0","236"
"21.06.2018 14:00 - 21.06.2018 15:00","0","196"
"21.06.2018 15:00 - 21.06.2018 16:00","0","243"
"21.06.2018 16:00 - 21.06.2018 17:00","0","289"
"21.06.2018 17:00 - 21.06.2018 18:00","0","261"
"21.06.2018 18:00 - 21.06.2018 19:00","0","231"
"21.06.2018 19:00 - 21.06.2018 20:00","0","292"
"21.06.2018 20:00 - 21.06.2018 21:00","0","393"
"21.06.2018 21:00 - 21.06.2018 22:00","0","339"
"21.06.2018 22:00 - 21.06.2018 23:00","0","126"
"21.06.2018 23:00 - 22.06.2018 00:00","0","81"
"22.06.2018 00:00 - 22.06.2018 01:00","0","30"
"22.06.2018 01:00 - 22.06.2018 02:00","0","49"
"22.06.2018 02:00 - 22.06.2018 03:00","0","96"
"22.06.2018 03:00 - 22.06.2018 04:00","0","102"
"22.06.2018 04:00 - 22.06.2018 05:00","0","114"
"22.06.2018 05:00 - 22.06.2018 06:00","0","141"
"22.06.2018 06:00 - 22.06.2018 07:00","0","240"
"22.06.2018 07:00 - 22.06.2018 08:00","0","244"
"22.06.2018 08:00 - 22.06.2018 09:00","0","350"
"22.06.2018 09:00 - 22.06.2018 10:00","0","313"
"22.06.2018 10:00 - 22.06.2018 11:00","0","200"
"22.06.2018 11:00 - 22.06.2018 12:00","0","201"
"22.06.2018 12:00 - 22.06.2018 13:00","0","194"
"22.06.2018 13:00 - 22.06.2018 14:00","0","171"
"22.06.2018 14:00 - 22.06.2018 15:00","0","170"
"22.06.2018 15:00 - 22.06.2018 16:00","0","131"
"22.06.2018 16:00 - 22.06.2018 17:00","0","84"
"22.06.2018 17:00 - 22.06.2018 18:00","0","79"
"22.06.2018 18:00 - 22.06.2018 19:00","0","166"
"22.06.2018 19:00 - 22.06.2018 20:00","0","201"
"22.06.2018 20:00 - 22.06.2018 21:00","0","225"
"22.06.2018 21:00 - 22.06.2018 22:00","0","178"
"22.06.2018 22:00 - 22.06.2018 23:00","0","110"
"22.06.2018 23:00 - 23.06.2018 00:00","45","0"
"23.06.2018 00:00 - 23.06.2018 01:00","145","0"
"23.06.2018 01:00 - 23.06.2018 02:00","116","0"
"23.06.2018 02:00 - 23.06.2018 03:00","77","0"
"23.06.2018 03:00 - 23.06.2018 04:00","0","7"
"23.06.2018 04:00 - 23.06.2018 05:00","97","0"
"23.06.2018 05:00 - 23.06.2018 06:00","51","0"
"23.06.2018 06:00 - 23.06.2018 07:00","0","112"
"23.06.2018 07:00 - 23.06.2018 08:00","0","76"
"23.06.2018 08:00 - 23.06.2018 09:00","0","0"
"23.06.2018 09:00 - 23.06.2018 10:00","24","0"
"23.06.2018 10:00 - 23.06.2018 11:00","176","0"
"23.06.2018 11:00 - 23.06.2018 12:00","266","0"
"23.06.2018 12:00 - 23.06.2018 13:00","388","0"
"23.06.2018 13:00 - 23.06.2018 14:00","494","0"
"23.06.2018 14:00 - 23.06.2018 15:00","554","0"
"23.06.2018 15:00 - 23.06.2018 16:00","464","0"
"23.06.2018 16:00 - 23.06.2018 17:00","274","0"
"23.06.2018 17:00 - 23.06.2018 18:00","157","0"
"23.06.2018 18:00 - 23.06.2018 19:00","0","120"
"23.06.2018 19:00 - 23.06.2018 20:00","0","281"
"23.06.2018 20:00 - 23.06.2018 21:00","0","259"
"23.06.2018 21:00 - 23.06.2018 22:00","0","244"
"23.06.2018 22:00 - 23.06.2018 23:00","0","102"
"23.06.2018 23:00 - 24.06.2018 00:00","0","197"
"24.06.2018 00:00 - 24.06.2018 01:00","0","130"
"24.06.2018 01:00 - 24.06.2018 02:00","0","170"
"24.06.2018 02:00 - 24.06.2018 03:00","0","60"
"24.06.2018 03:00 - 24.06.2018 04:00","0","51"
"24.06.2018 04:00 - 24.06.2018 05:00","0","78"
"24.06.2018 05:00 - 24.06.2018 06:00","0","108"
"24.06.2018 06:00 - 24.06.2018 07:00","0","142"
"24.06.2018 07:00 - 24.06.2018 08:00","0","104"
"24.06.2018 08:00 - 24.06.2018 09:00","0","101"
"24.06.2018 09:00 - 24.06.2018 10:00","0","103"
"24.06.2018 10:00 - 24.06.2018 11:00","0","47"
"24.06.2018 11:00 - 24.06.2018 12:00","0","82"
"24.06.2018 12:00 - 24.06.2018 13:00","0","54"
"24.06.2018 13:00 - 24.06.2018 14:00","18","0"
"24.06.2018 14:00 - 24.06.2018 15:00","7","0"
"24.06.2018 15:00 - 24.06.2018 16:00","3","0"
"24.06.2018 16:00 - 24.06.2018 17:00","0","44"
"24.06.2018 17:00 - 24.06.2018 18:00","0","45"
"24.06.2018 18:00 - 24.06.2018 19:00","0","146"
"24.06.2018 19:00 - 24.06.2018 20:00","0","159"
"24.06.2018 20:00 - 24.06.2018 21:00","0","121"
"24.06.2018 21:00 - 24.06.2018 22:00","0","71"
"24.06.2018 22:00 - 24.06.2018 23:00","51","0"
"24.06.2018 23:00 - 25.06.2018 00:00","132","0"
"25.06.2018 00:00 - 25.06.2018 01:00","0","12"
"25.06.2018 01:00 - 25.06.2018 02:00","0","131"
"25.06.2018 02:00 - 25.06.2018 03:00","0","203"
"25.06.2018 03:00 - 25.06.2018 04:00","0","240"
"25.06.2018 04:00 - 25.06.2018 05:00","0","235"
"25.06.2018 05:00 - 25.06.2018 06:00","0","272"
"25.06.2018 06:00 - 25.06.2018 07:00","0","393"
"25.06.2018 07:00 - 25.06.2018 08:00","0","497"
"25.06.2018 08:00 - 25.06.2018 09:00","0","525"
"25.06.2018 09:00 - 25.06.2018 10:00","0","458"
"25.06.2018 10:00 - 25.06.2018 11:00","0","274"
"25.06.2018 11:00 - 25.06.2018 12:00","0","168"
"25.06.2018 12:00 - 25.06.2018 13:00","0","88"
"25.06.2018 13:00 - 25.06.2018 14:00","8","0"
"25.06.2018 14:00 - 25.06.2018 15:00","0","5"
"25.06.2018 15:00 - 25.06.2018 16:00","0","2"
"25.06.2018 16:00 - 25.06.2018 17:00","0","45"
"25.06.2018 17:00 - 25.06.2018 18:00","0","55"
"25.06.2018 18:00 - 25.06.2018 19:00","0","165"
"25.06.2018 19:00 - 25.06.2018 20:00","0","253"
"25.06.2018 20:00 - 25.06.2018 21:00","0","283"
"25.06.2018 21:00 - 25.06.2018 22:00","0","218"
"25.06.2018 22:00 - 25.06.2018 23:00","0","127"
"25.06.2018 23:00 - 26.06.2018 00:00","0","26"
"26.06.2018 00:00 - 26.06.2018 01:00","0","50"
"26.06.2018 01:00 - 26.06.2018 02:00","0","64"
"26.06.2018 02:00 - 26.06.2018 03:00","0","0"
"26.06.2018 03:00 - 26.06.2018 04:00","23","0"
"26.06.2018 04:00 - 26.06.2018 05:00","145","0"
"26.06.2018 05:00 - 26.06.2018 06:00","73","0"
"26.06.2018 06:00 - 26.06.2018 07:00","23","0"
"26.06.2018 07:00 - 26.06.2018 08:00","0","23"
"26.06.2018 08:00 - 26.06.2018 09:00","0","133"
"26.06.2018 09:00 - 26.06.2018 10:00","0","5"
"26.06.2018 10:00 - 26.06.2018 11:00","256","0"
"26.06.2018 11:00 - 26.06.2018 12:00","352","0"
"26.06.2018 12:00 - 26.06.2018 13:00","382","0"
"26.06.2018 13:00 - 26.06.2018 14:00","426","0"
"26.06.2018 14:00 - 26.06.2018 15:00","374","0"
"26.06.2018 15:00 - 26.06.2018 16:00","280","0"
"26.06.2018 16:00 - 26.06.2018 17:00","111","0"
"26.06.2018 17:00 - 26.06.2018 18:00","14","0"
"26.06.2018 18:00 - 26.06.2018 19:00","0","75"
"26.06.2018 19:00 - 26.06.2018 20:00","0","94"
"26.06.2018 20:00 - 26.06.2018 21:00","0","79"
"26.06.2018 21:00 - 26.06.2018 22:00","0","38"
"26.06.2018 22:00 - 26.06.2018 23:00","115","0"
"26.06.2018 23:00 - 27.06.2018 00:00","325","0"
"27.06.2018 00:00 - 27.06.2018 01:00","428","0"
"27.06.2018 01:00 - 27.06.2018 02:00","423","0"
"27.06.2018 02:00 - 27.06.2018 03:00","281","0"
"27.06.2018 03:00 - 27.06.2018 04:00","267","0"
"27.06.2018 04:00 - 27.06.2018 05:00","185","0"
"27.06.2018 05:00 - 27.06.2018 06:00","167","0"
"27.06.2018 06:00 - 27.06.2018 07:00","116","0"
"27.06.2018 07:00 - 27.06.2018 08:00","18","0"
"27.06.2018 08:00 - 27.06.2018 09:00","136","0"
"27.06.2018 09:00 - 27.06.2018 10:00","94","0"
"27.06.2018 10:00 - 27.06.2018 11:00","135","0"
"27.06.2018 11:00 - 27.06.2018 12:00","4","0"
"27.06.2018 12:00 - 27.06.2018 13:00","0","26"
"27.06.2018 13:00 - 27.06.2018 14:00","38","0"
"27.06.2018 14:00 - 27.06.2018 15:00","0","15"
"27.06.2018 15:00 - 27.06.2018 16:00","0","75"
"27.06.2018 16:00 - 27.06.2018 17:00","0","122"
"27.06.2018 17:00 - 27.06.2018 18:00","0","143"
"27.06.2018 18:00 - 27.06.2018 19:00","0","183"
"27.06.2018 19:00 - 27.06.2018 20:00","0","207"
"27.06.2018 20:00 - 27.06.2018 21:00","0","271"
"27.06.2018 21:00 - 27.06.2018 22:00","0","244"
"27.06.2018 22:00 - 27.06.2018 23:00","0","168"
"27.06.2018 23:00 - 28.06.2018 00:00","0","80"
"28.06.2018 00:00 - 28.06.2018 01:00","0","135"
"28.06.2018 01:00 - 28.06.2018 02:00","0","155"
"28.06.2018 02:00 - 28.06.2018 03:00","0","153"
"28.06.2018 03:00 - 28.06.2018 04:00","0","200"
"28.06.2018 04:00 - 28.06.2018 05:00","0","243"
"28.06.2018 05:00 - 28.06.2018 06:00","0","147"
"28.06.2018 06:00 - 28.06.2018 07:00","0","197"
"28.06.2018 07:00 - 28.06.2018 08:00","0","265"
"28.06.2018 08:00 - 28.06.2018 09:00","0","292"
"28.06.2018 09:00 - 28.06.2018 10:00","0","271"
"28.06.2018 10:00 - 28.06.2018 11:00","0","265"
"28.06.2018 11:00 - 28.06.2018 12:00","0","267"
"28.06.2018 12:00 - 28.06.2018 13:00","0","249"
"28.06.2018 13:00 - 28.06.2018 14:00","0","216"
"28.06.2018 14:00 - 28.06.2018 15:00","0","314"
"28.06.2018 15:00 - 28.06.2018 16:00","0","246"
"28.06.2018 16:00 - 28.06.2018 17:00","0","279"
"28.06.2018 17:00 - 28.06.2018 18:00","0","236"
"28.06.2018 18:00 - 28.06.2018 19:00","0","254"
"28.06.2018 19:00 - 28.06.2018 20:00","0","286"
"28.06.2018 20:00 - 28.06.2018 21:00","0","393"
"28.06.2018 21:00 - 28.06.2018 22:00","0","282"
"28.06.2018 22:00 - 28.06.2018 23:00","0","173"
"28.06.2018 23:00 - 29.06.2018 00:00","0","100"
"29.06.2018 00:00 - 29.06.2018 01:00","1","0"
"29.06.2018 01:00 - 29.06.2018 02:00","0","83"
"29.06.2018 02:00 - 29.06.2018 03:00","0","124"
"29.06.2018 03:00 - 29.06.2018 04:00","0","149"
"29.06.2018 04:00 - 29.06.2018 05:00","0","94"
"29.06.2018 05:00 - 29.06.2018 06:00","0","148"
"29.06.2018 06:00 - 29.06.2018 07:00","0","325"
"29.06.2018 07:00 - 29.06.2018 08:00","0","357"
"29.06.2018 08:00 - 29.06.2018 09:00","0","391"
"29.06.2018 09:00 - 29.06.2018 10:00","0","286"
"29.06.2018 10:00 - 29.06.2018 11:00","0","222"
"29.06.2018 11:00 - 29.06.2018 12:00","0","192"
"29.06.2018 12:00 - 29.06.2018 13:00","0","189"
"29.06.2018 13:00 - 29.06.2018 14:00","0","162"
"29.06.2018 14:00 - 29.06.2018 15:00","0","174"
"29.06.2018 15:00 - 29.06.2018 16:00","0","229"
"29.06.2018 16:00 - 29.06.2018 17:00","0","160"
"29.06.2018 17:00 - 29.06.2018 18:00","0","163"
"29.06.2018 18:00 - 29.06.2018 19:00","0","197"
"29.06.2018 19:00 - 29.06.2018 20:00","0","159"
"29.06.2018 20:00 - 29.06.2018 21:00","0","224"
"29.06.2018 21:00 - 29.06.2018 22:00","0","181"
"29.06.2018 22:00 - 29.06.2018 23:00","0","119"
"29.06.2018 23:00 - 30.06.2018 00:00","65","0"
"30.06.2018 00:00 - 30.06.2018 01:00","135","0"
"30.06.2018 01:00 - 30.06.2018 02:00","134","0"
"30.06.2018 02:00 - 30.06.2018 03:00","118","0"
"30.06.2018 03:00 - 30.06.2018 04:00","162","0"
"30.06.2018 04:00 - 30.06.2018 05:00","135","0"
"30.06.2018 05:00 - 30.06.2018 06:00","107","0"
"30.06.2018 06:00 - 30.06.2018 07:00","0","25"
"30.06.2018 07:00 - 30.06.2018 08:00","0","20"
"30.06.2018 08:00 - 30.06.2018 09:00","6","0"
"30.06.2018 09:00 - 30.06.2018 10:00","33","0"
"30.06.2018 10:00 - 30.06.2018 11:00","91","0"
"30.06.2018 11:00 - 30.06.2018 12:00","89","0"
"30.06.2018 12:00 - 30.06.2018 13:00","139","0"
"30.06.2018 13:00 - 30.06.2018 14:00","183","0"
"30.06.2018 14:00 - 30.06.2018 15:00","249","0"
"30.06.2018 15:00 - 30.06.2018 16:00","237","0"
"30.06.2018 16:00 - 30.06.2018 17:00","289","0"
"30.06.2018 17:00 - 30.06.2018 18:00","329","0"
"30.06.2018 18:00 - 30.06.2018 19:00","445","0"
"30.06.2018 19:00 - 30.06.2018 20:00","502","0"
"30.06.2018 20:00 - 30.06.2018 21:00","489","0"
"30.06.2018 21:00 - 30.06.2018 22:00","552","0"
"30.06.2018 22:00 - 30.06.2018 23:00","650","0"
"30.06.2018 23:00 - 01.07.2018 00:00","641","0"
"01.07.2018 00:00 - 01.07.2018 01:00","581","0"
"01.07.2018 01:00 - 01.07.2018 02:00","528","0"
"01.07.2018 02:00 - 01.07.2018 03:00","455","0"
"01.07.2018 03:00 - 01.07.2018 04:00","421","0"
"01.07.2018 04:00 - 01.07.2018 05:00","467","0"
"01.07.2018 05:00 - 01.07.2018 06:00","455","0"
"01.07.2018 06:00 - 01.07.2018 07:00","296","0"
"01.07.2018 07:00 - 01.07.2018 08:00","346","0"
"01.07.2018 08:00 - 01.07.2018 09:00","395","0"
"01.07.2018 09:00 - 01.07.2018 10:00","353","0"
"01.07.2018 10:00 - 01.07.2018 11:00","398","0"
"01.07.2018 11:00 - 01.07.2018 12:00","354","0"
"01.07.2018 12:00 - 01.07.2018 13:00","393","0"
"01.07.2018 13:00 - 01.07.2018 14:00","423","0"
"01.07.2018 14:00 - 01.07.2018 15:00","382","0"
"01.07.2018 15:00 - 01.07.2018 16:00","362","0"
"01.07.2018 16:00 - 01.07.2018 17:00","342","0"
"01.07.2018 17:00 - 01.07.2018 18:00","292","0"
"01.07.2018 18:00 - 01.07.2018 19:00","231","0"
"01.07.2018 19:00 - 01.07.2018 20:00","141","0"
"01.07.2018 20:00 - 01.07.2018 21:00","74","0"
"01.07.2018 21:00 - 01.07.2018 22:00","107","0"
"01.07.2018 22:00 - 01.07.2018 23:00","251","0"
"01.07.2018 23:00 - 02.07.2018 00:00","449","0"
"02.07.2018 00:00 - 02.07.2018 01:00","421","0"
"02.07.2018 01:00 - 02.07.2018 02:00","346","0"
"02.07.2018 02:00 - 02.07.2018 03:00","277","0"
"02.07.2018 03:00 - 02.07.2018 04:00","271","0"
"02.07.2018 04:00 - 02.07.2018 05:00","270","0"
"02.07.2018 05:00 - 02.07.2018 06:00","158","0"
"02.07.2018 06:00 - 02.07.2018 07:00","91","0"
"02.07.2018 07:00 - 02.07.2018 08:00","16","0"
"02.07.2018 08:00 - 02.07.2018 09:00","81","0"
"02.07.2018 09:00 - 02.07.2018 10:00","126","0"
"02.07.2018 10:00 - 02.07.2018 11:00","207","0"
"02.07.2018 11:00 - 02.07.2018 12:00","149","0"
"02.07.2018 12:00 - 02.07.2018 13:00","105","0"
"02.07.2018 13:00 - 02.07.2018 14:00","68","0"
"02.07.2018 14:00 - 02.07.2018 15:00","46","0"
"02.07.2018 15:00 - 02.07.2018 16:00","16","0"
"02.07.2018 16:00 - 02.07.2018 17:00","0","28"
"02.07.2018 17:00 - 02.07.2018 18:00","0","122"
"02.07.2018 18:00 - 02.07.2018 19:00","0","110"
"02.07.2018 19:00 - 02.07.2018 20:00","0","110"
"02.07.2018 20:00 - 02.07.2018 21:00","0","81"
"02.07.2018 21:00 - 02.07.2018 22:00","0","17"
"02.07.2018 22:00 - 02.07.2018 23:00","116","0"
"02.07.2018 23:00 - 03.07.2018 00:00","260","0"
"03.07.2018 00:00 - 03.07.2018 01:00","211","0"
