"Time (CET)","Turkey (TR) > Bulgaria (BG) [MW]","Bulgaria (BG) > Turkey (TR) [MW]"
"17.07.2018 06:00 - 17.07.2018 07:00","0","129"
"17.07.2018 07:00 - 17.07.2018 08:00","0","167"
"17.07.2018 08:00 - 17.07.2018 09:00","0","155"
"17.07.2018 09:00 - 17.07.2018 10:00","0","132"
"17.07.2018 10:00 - 17.07.2018 11:00","0","131"
"17.07.2018 11:00 - 17.07.2018 12:00","0","177"
"17.07.2018 12:00 - 17.07.2018 13:00","0","98"
"17.07.2018 13:00 - 17.07.2018 14:00","0","97"
"17.07.2018 14:00 - 17.07.2018 15:00","0","199"
"17.07.2018 15:00 - 17.07.2018 16:00","0","198"
"17.07.2018 16:00 - 17.07.2018 17:00","0","206"
"17.07.2018 17:00 - 17.07.2018 18:00","0","194"
"17.07.2018 18:00 - 17.07.2018 19:00","0","214"
"17.07.2018 19:00 - 17.07.2018 20:00","0","183"
"17.07.2018 20:00 - 17.07.2018 21:00","0","173"
"17.07.2018 21:00 - 17.07.2018 22:00","0","228"
"17.07.2018 22:00 - 17.07.2018 23:00","0","354"
"17.07.2018 23:00 - 18.07.2018 00:00","0","482"
"18.07.2018 00:00 - 18.07.2018 01:00","0","454"
"18.07.2018 01:00 - 18.07.2018 02:00","0","463"
"18.07.2018 02:00 - 18.07.2018 03:00","0","395"
"18.07.2018 03:00 - 18.07.2018 04:00","0","412"
"18.07.2018 04:00 - 18.07.2018 05:00","0","343"
"18.07.2018 05:00 - 18.07.2018 06:00","0","235"
"18.07.2018 06:00 - 18.07.2018 07:00","0","63"
"18.07.2018 07:00 - 18.07.2018 08:00","0","100"
"18.07.2018 08:00 - 18.07.2018 09:00","0","85"
"18.07.2018 09:00 - 18.07.2018 10:00","0","112"
"18.07.2018 10:00 - 18.07.2018 11:00","0","118"
"18.07.2018 11:00 - 18.07.2018 12:00","0","123"
"18.07.2018 12:00 - 18.07.2018 13:00","0","140"
"18.07.2018 13:00 - 18.07.2018 14:00","0","109"
"18.07.2018 14:00 - 18.07.2018 15:00","0","132"
"18.07.2018 15:00 - 18.07.2018 16:00","0","86"
"18.07.2018 16:00 - 18.07.2018 17:00","0","100"
"18.07.2018 17:00 - 18.07.2018 18:00","0","116"
"18.07.2018 18:00 - 18.07.2018 19:00","0","127"
"18.07.2018 19:00 - 18.07.2018 20:00","0","117"
"18.07.2018 20:00 - 18.07.2018 21:00","0","125"
"18.07.2018 21:00 - 18.07.2018 22:00","0","158"
"18.07.2018 22:00 - 18.07.2018 23:00","0","170"
"18.07.2018 23:00 - 19.07.2018 00:00","0","300"
"19.07.2018 00:00 - 19.07.2018 01:00","0","417"
"19.07.2018 01:00 - 19.07.2018 02:00","0","427"
"19.07.2018 02:00 - 19.07.2018 03:00","0","414"
"19.07.2018 03:00 - 19.07.2018 04:00","0","414"
"19.07.2018 04:00 - 19.07.2018 05:00","0","388"
"19.07.2018 05:00 - 19.07.2018 06:00","0","356"
"19.07.2018 06:00 - 19.07.2018 07:00","0","86"
"19.07.2018 07:00 - 19.07.2018 08:00","0","94"
"19.07.2018 08:00 - 19.07.2018 09:00","0","85"
"19.07.2018 09:00 - 19.07.2018 10:00","0","96"
"19.07.2018 10:00 - 19.07.2018 11:00","0","169"
"19.07.2018 11:00 - 19.07.2018 12:00","0","116"
"19.07.2018 12:00 - 19.07.2018 13:00","0","139"
"19.07.2018 13:00 - 19.07.2018 14:00","0","198"
"19.07.2018 14:00 - 19.07.2018 15:00","0","194"
"19.07.2018 15:00 - 19.07.2018 16:00","0","166"
"19.07.2018 16:00 - 19.07.2018 17:00","0","147"
"19.07.2018 17:00 - 19.07.2018 18:00","0","143"
"19.07.2018 18:00 - 19.07.2018 19:00","0","115"
"19.07.2018 19:00 - 19.07.2018 20:00","0","129"
"19.07.2018 20:00 - 19.07.2018 21:00","0","117"
"19.07.2018 21:00 - 19.07.2018 22:00","0","165"
"19.07.2018 22:00 - 19.07.2018 23:00","0","200"
"19.07.2018 23:00 - 20.07.2018 00:00","0","312"
"20.07.2018 00:00 - 20.07.2018 01:00","0","333"
"20.07.2018 01:00 - 20.07.2018 02:00","0","394"
"20.07.2018 02:00 - 20.07.2018 03:00","0","458"
"20.07.2018 03:00 - 20.07.2018 04:00","0","465"
"20.07.2018 04:00 - 20.07.2018 05:00","0","457"
"20.07.2018 05:00 - 20.07.2018 06:00","0","250"
"20.07.2018 06:00 - 20.07.2018 07:00","0","176"
"20.07.2018 07:00 - 20.07.2018 08:00","0","191"
"20.07.2018 08:00 - 20.07.2018 09:00","0","148"
"20.07.2018 09:00 - 20.07.2018 10:00","0","164"
"20.07.2018 10:00 - 20.07.2018 11:00","0","221"
"20.07.2018 11:00 - 20.07.2018 12:00","0","189"
"20.07.2018 12:00 - 20.07.2018 13:00","0","206"
"20.07.2018 13:00 - 20.07.2018 14:00","0","199"
"20.07.2018 14:00 - 20.07.2018 15:00","0","209"
"20.07.2018 15:00 - 20.07.2018 16:00","0","218"
"20.07.2018 16:00 - 20.07.2018 17:00","0","180"
"20.07.2018 17:00 - 20.07.2018 18:00","0","184"
"20.07.2018 18:00 - 20.07.2018 19:00","0","176"
"20.07.2018 19:00 - 20.07.2018 20:00","0","190"
"20.07.2018 20:00 - 20.07.2018 21:00","0","197"
"20.07.2018 21:00 - 20.07.2018 22:00","0","216"
"20.07.2018 22:00 - 20.07.2018 23:00","0","213"
"20.07.2018 23:00 - 21.07.2018 00:00","0","347"
"21.07.2018 00:00 - 21.07.2018 01:00","0","382"
"21.07.2018 01:00 - 21.07.2018 02:00","0","431"
"21.07.2018 02:00 - 21.07.2018 03:00","0","443"
"21.07.2018 03:00 - 21.07.2018 04:00","0","496"
"21.07.2018 04:00 - 21.07.2018 05:00","0","490"
"21.07.2018 05:00 - 21.07.2018 06:00","0","377"
"21.07.2018 06:00 - 21.07.2018 07:00","0","316"
"21.07.2018 07:00 - 21.07.2018 08:00","0","226"
"21.07.2018 08:00 - 21.07.2018 09:00","0","153"
"21.07.2018 09:00 - 21.07.2018 10:00","0","208"
"21.07.2018 10:00 - 21.07.2018 11:00","0","311"
"21.07.2018 11:00 - 21.07.2018 12:00","0","270"
"21.07.2018 12:00 - 21.07.2018 13:00","0","294"
"21.07.2018 13:00 - 21.07.2018 14:00","0","319"
"21.07.2018 14:00 - 21.07.2018 15:00","0","338"
"21.07.2018 15:00 - 21.07.2018 16:00","0","321"
"21.07.2018 16:00 - 21.07.2018 17:00","0","297"
"21.07.2018 17:00 - 21.07.2018 18:00","0","265"
"21.07.2018 18:00 - 21.07.2018 19:00","0","242"
"21.07.2018 19:00 - 21.07.2018 20:00","0","246"
"21.07.2018 20:00 - 21.07.2018 21:00","0","215"
"21.07.2018 21:00 - 21.07.2018 22:00","0","246"
"21.07.2018 22:00 - 21.07.2018 23:00","0","365"
"21.07.2018 23:00 - 22.07.2018 00:00","0","427"
"22.07.2018 00:00 - 22.07.2018 01:00","0","420"
"22.07.2018 01:00 - 22.07.2018 02:00","0","501"
"22.07.2018 02:00 - 22.07.2018 03:00","0","537"
"22.07.2018 03:00 - 22.07.2018 04:00","0","534"
"22.07.2018 04:00 - 22.07.2018 05:00","0","520"
"22.07.2018 05:00 - 22.07.2018 06:00","0","570"
"22.07.2018 06:00 - 22.07.2018 07:00","0","431"
"22.07.2018 07:00 - 22.07.2018 08:00","0","406"
"22.07.2018 08:00 - 22.07.2018 09:00","0","322"
"22.07.2018 09:00 - 22.07.2018 10:00","0","358"
"22.07.2018 10:00 - 22.07.2018 11:00","0","385"
"22.07.2018 11:00 - 22.07.2018 12:00","0","409"
"22.07.2018 12:00 - 22.07.2018 13:00","0","394"
"22.07.2018 13:00 - 22.07.2018 14:00","0","391"
"22.07.2018 14:00 - 22.07.2018 15:00","0","334"
"22.07.2018 15:00 - 22.07.2018 16:00","0","336"
"22.07.2018 16:00 - 22.07.2018 17:00","0","373"
"22.07.2018 17:00 - 22.07.2018 18:00","0","335"
"22.07.2018 18:00 - 22.07.2018 19:00","0","351"
"22.07.2018 19:00 - 22.07.2018 20:00","0","304"
"22.07.2018 20:00 - 22.07.2018 21:00","0","253"
"22.07.2018 21:00 - 22.07.2018 22:00","0","326"
"22.07.2018 22:00 - 22.07.2018 23:00","0","377"
"22.07.2018 23:00 - 23.07.2018 00:00","0","518"
"23.07.2018 00:00 - 23.07.2018 01:00","0","511"
"23.07.2018 01:00 - 23.07.2018 02:00","0","557"
"23.07.2018 02:00 - 23.07.2018 03:00","0","540"
"23.07.2018 03:00 - 23.07.2018 04:00","0","534"
"23.07.2018 04:00 - 23.07.2018 05:00","0","465"
"23.07.2018 05:00 - 23.07.2018 06:00","0","370"
"23.07.2018 06:00 - 23.07.2018 07:00","0","182"
"23.07.2018 07:00 - 23.07.2018 08:00","0","214"
"23.07.2018 08:00 - 23.07.2018 09:00","0","197"
"23.07.2018 09:00 - 23.07.2018 10:00","0","224"
"23.07.2018 10:00 - 23.07.2018 11:00","0","288"
"23.07.2018 11:00 - 23.07.2018 12:00","0","216"
"23.07.2018 12:00 - 23.07.2018 13:00","0","233"
"23.07.2018 13:00 - 23.07.2018 14:00","0","306"
"23.07.2018 14:00 - 23.07.2018 15:00","0","290"
"23.07.2018 15:00 - 23.07.2018 16:00","0","282"
"23.07.2018 16:00 - 23.07.2018 17:00","0","210"
"23.07.2018 17:00 - 23.07.2018 18:00","0","137"
"23.07.2018 18:00 - 23.07.2018 19:00","0","152"
"23.07.2018 19:00 - 23.07.2018 20:00","0","132"
"23.07.2018 20:00 - 23.07.2018 21:00","0","156"
"23.07.2018 21:00 - 23.07.2018 22:00","0","156"
"23.07.2018 22:00 - 23.07.2018 23:00","0","242"
"23.07.2018 23:00 - 24.07.2018 00:00","0","469"
"24.07.2018 00:00 - 24.07.2018 01:00","0","393"
"24.07.2018 01:00 - 24.07.2018 02:00","0","431"
"24.07.2018 02:00 - 24.07.2018 03:00","0","402"
"24.07.2018 03:00 - 24.07.2018 04:00","0","414"
"24.07.2018 04:00 - 24.07.2018 05:00","0","458"
"24.07.2018 05:00 - 24.07.2018 06:00","0","300"
"24.07.2018 06:00 - 24.07.2018 07:00","0","174"
"24.07.2018 07:00 - 24.07.2018 08:00","0","128"
"24.07.2018 08:00 - 24.07.2018 09:00","0","160"
"24.07.2018 09:00 - 24.07.2018 10:00","0","166"
"24.07.2018 10:00 - 24.07.2018 11:00","0","231"
"24.07.2018 11:00 - 24.07.2018 12:00","0","225"
"24.07.2018 12:00 - 24.07.2018 13:00","0","226"
"24.07.2018 13:00 - 24.07.2018 14:00","0","244"
"24.07.2018 14:00 - 24.07.2018 15:00","0","258"
"24.07.2018 15:00 - 24.07.2018 16:00","0","248"
"24.07.2018 16:00 - 24.07.2018 17:00","0","238"
"24.07.2018 17:00 - 24.07.2018 18:00","0","232"
"24.07.2018 18:00 - 24.07.2018 19:00","0","222"
"24.07.2018 19:00 - 24.07.2018 20:00","0","218"
"24.07.2018 20:00 - 24.07.2018 21:00","0","134"
"24.07.2018 21:00 - 24.07.2018 22:00","0","242"
"24.07.2018 22:00 - 24.07.2018 23:00","0","326"
"24.07.2018 23:00 - 25.07.2018 00:00","0","412"
"25.07.2018 00:00 - 25.07.2018 01:00","0","402"
"25.07.2018 01:00 - 25.07.2018 02:00","0","436"
"25.07.2018 02:00 - 25.07.2018 03:00","0","438"
"25.07.2018 03:00 - 25.07.2018 04:00","0","486"
"25.07.2018 04:00 - 25.07.2018 05:00","0","477"
"25.07.2018 05:00 - 25.07.2018 06:00","0","417"
"25.07.2018 06:00 - 25.07.2018 07:00","0","246"
"25.07.2018 07:00 - 25.07.2018 08:00","0","212"
"25.07.2018 08:00 - 25.07.2018 09:00","0","202"
"25.07.2018 09:00 - 25.07.2018 10:00","0","250"
"25.07.2018 10:00 - 25.07.2018 11:00","0","322"
"25.07.2018 11:00 - 25.07.2018 12:00","0","272"
"25.07.2018 12:00 - 25.07.2018 13:00","0","274"
"25.07.2018 13:00 - 25.07.2018 14:00","0","260"
"25.07.2018 14:00 - 25.07.2018 15:00","0","234"
"25.07.2018 15:00 - 25.07.2018 16:00","0","246"
"25.07.2018 16:00 - 25.07.2018 17:00","0","208"
"25.07.2018 17:00 - 25.07.2018 18:00","0","196"
"25.07.2018 18:00 - 25.07.2018 19:00","0","113"
"25.07.2018 19:00 - 25.07.2018 20:00","0","117"
"25.07.2018 20:00 - 25.07.2018 21:00","0","120"
"25.07.2018 21:00 - 25.07.2018 22:00","0","138"
"25.07.2018 22:00 - 25.07.2018 23:00","0","159"
"25.07.2018 23:00 - 26.07.2018 00:00","0","379"
"26.07.2018 00:00 - 26.07.2018 01:00","0","442"
"26.07.2018 01:00 - 26.07.2018 02:00","0","522"
"26.07.2018 02:00 - 26.07.2018 03:00","0","566"
"26.07.2018 03:00 - 26.07.2018 04:00","0","598"
"26.07.2018 04:00 - 26.07.2018 05:00","0","569"
"26.07.2018 05:00 - 26.07.2018 06:00","0","489"
"26.07.2018 06:00 - 26.07.2018 07:00","0","322"
"26.07.2018 07:00 - 26.07.2018 08:00","0","149"
"26.07.2018 08:00 - 26.07.2018 09:00","0","162"
"26.07.2018 09:00 - 26.07.2018 10:00","0","158"
"26.07.2018 10:00 - 26.07.2018 11:00","0","168"
"26.07.2018 11:00 - 26.07.2018 12:00","0","126"
"26.07.2018 12:00 - 26.07.2018 13:00","0","136"
"26.07.2018 13:00 - 26.07.2018 14:00","0","127"
"26.07.2018 14:00 - 26.07.2018 15:00","0","109"
"26.07.2018 15:00 - 26.07.2018 16:00","0","89"
"26.07.2018 16:00 - 26.07.2018 17:00","0","72"
"26.07.2018 17:00 - 26.07.2018 18:00","0","72"
"26.07.2018 18:00 - 26.07.2018 19:00","0","76"
"26.07.2018 19:00 - 26.07.2018 20:00","0","105"
"26.07.2018 20:00 - 26.07.2018 21:00","0","120"
"26.07.2018 21:00 - 26.07.2018 22:00","0","152"
"26.07.2018 22:00 - 26.07.2018 23:00","0","222"
"26.07.2018 23:00 - 27.07.2018 00:00","0","374"
"27.07.2018 00:00 - 27.07.2018 01:00","0","379"
"27.07.2018 01:00 - 27.07.2018 02:00","0","439"
"27.07.2018 02:00 - 27.07.2018 03:00","0","470"
"27.07.2018 03:00 - 27.07.2018 04:00","0","465"
"27.07.2018 04:00 - 27.07.2018 05:00","0","414"
"27.07.2018 05:00 - 27.07.2018 06:00","0","326"
"27.07.2018 06:00 - 27.07.2018 07:00","0","243"
"27.07.2018 07:00 - 27.07.2018 08:00","0","143"
"27.07.2018 08:00 - 27.07.2018 09:00","0","169"
"27.07.2018 09:00 - 27.07.2018 10:00","0","174"
"27.07.2018 10:00 - 27.07.2018 11:00","0","203"
"27.07.2018 11:00 - 27.07.2018 12:00","0","151"
"27.07.2018 12:00 - 27.07.2018 13:00","0","143"
"27.07.2018 13:00 - 27.07.2018 14:00","0","216"
"27.07.2018 14:00 - 27.07.2018 15:00","0","180"
"27.07.2018 15:00 - 27.07.2018 16:00","0","141"
"27.07.2018 16:00 - 27.07.2018 17:00","0","162"
"27.07.2018 17:00 - 27.07.2018 18:00","0","144"
"27.07.2018 18:00 - 27.07.2018 19:00","0","125"
"27.07.2018 19:00 - 27.07.2018 20:00","0","124"
"27.07.2018 20:00 - 27.07.2018 21:00","0","116"
"27.07.2018 21:00 - 27.07.2018 22:00","0","166"
"27.07.2018 22:00 - 27.07.2018 23:00","0","182"
"27.07.2018 23:00 - 28.07.2018 00:00","0","382"
"28.07.2018 00:00 - 28.07.2018 01:00","0","438"
"28.07.2018 01:00 - 28.07.2018 02:00","0","504"
"28.07.2018 02:00 - 28.07.2018 03:00","0","490"
"28.07.2018 03:00 - 28.07.2018 04:00","0","516"
"28.07.2018 04:00 - 28.07.2018 05:00","0","493"
"28.07.2018 05:00 - 28.07.2018 06:00","0","451"
"28.07.2018 06:00 - 28.07.2018 07:00","0","395"
"28.07.2018 07:00 - 28.07.2018 08:00","0","238"
"28.07.2018 08:00 - 28.07.2018 09:00","0","211"
"28.07.2018 09:00 - 28.07.2018 10:00","0","219"
"28.07.2018 10:00 - 28.07.2018 11:00","0","262"
"28.07.2018 11:00 - 28.07.2018 12:00","0","225"
"28.07.2018 12:00 - 28.07.2018 13:00","0","266"
"28.07.2018 13:00 - 28.07.2018 14:00","0","290"
"28.07.2018 14:00 - 28.07.2018 15:00","0","237"
"28.07.2018 15:00 - 28.07.2018 16:00","0","202"
"28.07.2018 16:00 - 28.07.2018 17:00","0","225"
"28.07.2018 17:00 - 28.07.2018 18:00","0","238"
"28.07.2018 18:00 - 28.07.2018 19:00","0","224"
"28.07.2018 19:00 - 28.07.2018 20:00","0","231"
"28.07.2018 20:00 - 28.07.2018 21:00","0","199"
"28.07.2018 21:00 - 28.07.2018 22:00","0","260"
"28.07.2018 22:00 - 28.07.2018 23:00","0","313"
"28.07.2018 23:00 - 29.07.2018 00:00","0","550"
"29.07.2018 00:00 - 29.07.2018 01:00","0","508"
"29.07.2018 01:00 - 29.07.2018 02:00","0","547"
"29.07.2018 02:00 - 29.07.2018 03:00","0","486"
"29.07.2018 03:00 - 29.07.2018 04:00","0","488"
"29.07.2018 04:00 - 29.07.2018 05:00","0","536"
"29.07.2018 05:00 - 29.07.2018 06:00","0","419"
"29.07.2018 06:00 - 29.07.2018 07:00","0","394"
"29.07.2018 07:00 - 29.07.2018 08:00","0","370"
"29.07.2018 08:00 - 29.07.2018 09:00","0","417"
"29.07.2018 09:00 - 29.07.2018 10:00","0","447"
"29.07.2018 10:00 - 29.07.2018 11:00","0","421"
"29.07.2018 11:00 - 29.07.2018 12:00","0","444"
"29.07.2018 12:00 - 29.07.2018 13:00","0","454"
"29.07.2018 13:00 - 29.07.2018 14:00","0","474"
"29.07.2018 14:00 - 29.07.2018 15:00","0","425"
"29.07.2018 15:00 - 29.07.2018 16:00","0","354"
"29.07.2018 16:00 - 29.07.2018 17:00","0","328"
"29.07.2018 17:00 - 29.07.2018 18:00","0","251"
"29.07.2018 18:00 - 29.07.2018 19:00","0","269"
"29.07.2018 19:00 - 29.07.2018 20:00","0","284"
"29.07.2018 20:00 - 29.07.2018 21:00","0","296"
"29.07.2018 21:00 - 29.07.2018 22:00","0","330"
"29.07.2018 22:00 - 29.07.2018 23:00","0","407"
"29.07.2018 23:00 - 30.07.2018 00:00","0","577"
"30.07.2018 00:00 - 30.07.2018 01:00","0","539"
"30.07.2018 01:00 - 30.07.2018 02:00","0","522"
"30.07.2018 02:00 - 30.07.2018 03:00","0","550"
"30.07.2018 03:00 - 30.07.2018 04:00","0","532"
"30.07.2018 04:00 - 30.07.2018 05:00","0","513"
"30.07.2018 05:00 - 30.07.2018 06:00","0","366"
"30.07.2018 06:00 - 30.07.2018 07:00","0","267"
"30.07.2018 07:00 - 30.07.2018 08:00","0","264"
"30.07.2018 08:00 - 30.07.2018 09:00","0","205"
"30.07.2018 09:00 - 30.07.2018 10:00","0","170"
"30.07.2018 10:00 - 30.07.2018 11:00","0","200"
"30.07.2018 11:00 - 30.07.2018 12:00","0","111"
"30.07.2018 12:00 - 30.07.2018 13:00","0","149"
"30.07.2018 13:00 - 30.07.2018 14:00","0","193"
"30.07.2018 14:00 - 30.07.2018 15:00","0","167"
"30.07.2018 15:00 - 30.07.2018 16:00","0","137"
"30.07.2018 16:00 - 30.07.2018 17:00","0","167"
"30.07.2018 17:00 - 30.07.2018 18:00","0","190"
"30.07.2018 18:00 - 30.07.2018 19:00","0","158"
"30.07.2018 19:00 - 30.07.2018 20:00","0","161"
"30.07.2018 20:00 - 30.07.2018 21:00","0","194"
"30.07.2018 21:00 - 30.07.2018 22:00","0","199"
"30.07.2018 22:00 - 30.07.2018 23:00","0","244"
"30.07.2018 23:00 - 31.07.2018 00:00","0","494"
"31.07.2018 00:00 - 31.07.2018 01:00","0","397"
"31.07.2018 01:00 - 31.07.2018 02:00","0","470"
"31.07.2018 02:00 - 31.07.2018 03:00","0","422"
"31.07.2018 03:00 - 31.07.2018 04:00","0","400"
"31.07.2018 04:00 - 31.07.2018 05:00","0","397"
"31.07.2018 05:00 - 31.07.2018 06:00","0","259"
"31.07.2018 06:00 - 31.07.2018 07:00","0","100"
"31.07.2018 07:00 - 31.07.2018 08:00","0","70"
"31.07.2018 08:00 - 31.07.2018 09:00","0","70"
"31.07.2018 09:00 - 31.07.2018 10:00","0","83"
"31.07.2018 10:00 - 31.07.2018 11:00","0","114"
"31.07.2018 11:00 - 31.07.2018 12:00","0","79"
"31.07.2018 12:00 - 31.07.2018 13:00","0","52"
"31.07.2018 13:00 - 31.07.2018 14:00","0","69"
"31.07.2018 14:00 - 31.07.2018 15:00","0","139"
"31.07.2018 15:00 - 31.07.2018 16:00","0","150"
"31.07.2018 16:00 - 31.07.2018 17:00","0","112"
"31.07.2018 17:00 - 31.07.2018 18:00","0","101"
"31.07.2018 18:00 - 31.07.2018 19:00","0","138"
"31.07.2018 19:00 - 31.07.2018 20:00","0","115"
"31.07.2018 20:00 - 31.07.2018 21:00","0","166"
"31.07.2018 21:00 - 31.07.2018 22:00","0","209"
"31.07.2018 22:00 - 31.07.2018 23:00","0","288"
"31.07.2018 23:00 - 01.08.2018 00:00","0","490"
"01.08.2018 00:00 - 01.08.2018 01:00","0","418"
"01.08.2018 01:00 - 01.08.2018 02:00","0","521"
"01.08.2018 02:00 - 01.08.2018 03:00","0","517"
"01.08.2018 03:00 - 01.08.2018 04:00","0","568"
"01.08.2018 04:00 - 01.08.2018 05:00","0","539"
"01.08.2018 05:00 - 01.08.2018 06:00","0","356"
"01.08.2018 06:00 - 01.08.2018 07:00","0","374"
"01.08.2018 07:00 - 01.08.2018 08:00","0","133"
"01.08.2018 08:00 - 01.08.2018 09:00","0","188"
"01.08.2018 09:00 - 01.08.2018 10:00","0","219"
"01.08.2018 10:00 - 01.08.2018 11:00","0","273"
"01.08.2018 11:00 - 01.08.2018 12:00","0","240"
"01.08.2018 12:00 - 01.08.2018 13:00","0","279"
"01.08.2018 13:00 - 01.08.2018 14:00","0","290"
"01.08.2018 14:00 - 01.08.2018 15:00","0","217"
"01.08.2018 15:00 - 01.08.2018 16:00","0","270"
"01.08.2018 16:00 - 01.08.2018 17:00","0","308"
"01.08.2018 17:00 - 01.08.2018 18:00","0","264"
"01.08.2018 18:00 - 01.08.2018 19:00","0","188"
"01.08.2018 19:00 - 01.08.2018 20:00","0","210"
"01.08.2018 20:00 - 01.08.2018 21:00","0","231"
"01.08.2018 21:00 - 01.08.2018 22:00","0","303"
"01.08.2018 22:00 - 01.08.2018 23:00","0","406"
"01.08.2018 23:00 - 02.08.2018 00:00","0","521"
"02.08.2018 00:00 - 02.08.2018 01:00","0","586"
"02.08.2018 01:00 - 02.08.2018 02:00","0","571"
"02.08.2018 02:00 - 02.08.2018 03:00","0","587"
"02.08.2018 03:00 - 02.08.2018 04:00","0","577"
"02.08.2018 04:00 - 02.08.2018 05:00","0","547"
"02.08.2018 05:00 - 02.08.2018 06:00","0","464"
"02.08.2018 06:00 - 02.08.2018 07:00","0","354"
"02.08.2018 07:00 - 02.08.2018 08:00","0","419"
"02.08.2018 08:00 - 02.08.2018 09:00","0","294"
"02.08.2018 09:00 - 02.08.2018 10:00","0","313"
"02.08.2018 10:00 - 02.08.2018 11:00","0","460"
"02.08.2018 11:00 - 02.08.2018 12:00","0","432"
"02.08.2018 12:00 - 02.08.2018 13:00","0","470"
"02.08.2018 13:00 - 02.08.2018 14:00","0","450"
"02.08.2018 14:00 - 02.08.2018 15:00","0","451"
"02.08.2018 15:00 - 02.08.2018 16:00","0","447"
"02.08.2018 16:00 - 02.08.2018 17:00","0","517"
"02.08.2018 17:00 - 02.08.2018 18:00","0","376"
"02.08.2018 18:00 - 02.08.2018 19:00","0","274"
"02.08.2018 19:00 - 02.08.2018 20:00","0","267"
"02.08.2018 20:00 - 02.08.2018 21:00","0","269"
"02.08.2018 21:00 - 02.08.2018 22:00","0","288"
"02.08.2018 22:00 - 02.08.2018 23:00","0","414"
"02.08.2018 23:00 - 03.08.2018 00:00","0","602"
"03.08.2018 00:00 - 03.08.2018 01:00","0","570"
"03.08.2018 01:00 - 03.08.2018 02:00","0","534"
"03.08.2018 02:00 - 03.08.2018 03:00","0","548"
"03.08.2018 03:00 - 03.08.2018 04:00","0","530"
"03.08.2018 04:00 - 03.08.2018 05:00","0","514"
"03.08.2018 05:00 - 03.08.2018 06:00","0","513"
"03.08.2018 06:00 - 03.08.2018 07:00","0","498"
"03.08.2018 07:00 - 03.08.2018 08:00","0","366"
"03.08.2018 08:00 - 03.08.2018 09:00","0","222"
"03.08.2018 09:00 - 03.08.2018 10:00","0","254"
"03.08.2018 10:00 - 03.08.2018 11:00","0","362"
"03.08.2018 11:00 - 03.08.2018 12:00","0","234"
"03.08.2018 12:00 - 03.08.2018 13:00","0","289"
"03.08.2018 13:00 - 03.08.2018 14:00","0","388"
"03.08.2018 14:00 - 03.08.2018 15:00","0","399"
"03.08.2018 15:00 - 03.08.2018 16:00","0","446"
"03.08.2018 16:00 - 03.08.2018 17:00","0","345"
"03.08.2018 17:00 - 03.08.2018 18:00","0","289"
"03.08.2018 18:00 - 03.08.2018 19:00","0","201"
"03.08.2018 19:00 - 03.08.2018 20:00","0","219"
"03.08.2018 20:00 - 03.08.2018 21:00","0","244"
"03.08.2018 21:00 - 03.08.2018 22:00","0","265"
"03.08.2018 22:00 - 03.08.2018 23:00","0","328"
"03.08.2018 23:00 - 04.08.2018 00:00","0","558"
"04.08.2018 00:00 - 04.08.2018 01:00","0","528"
"04.08.2018 01:00 - 04.08.2018 02:00","0","498"
"04.08.2018 02:00 - 04.08.2018 03:00","0","484"
"04.08.2018 03:00 - 04.08.2018 04:00","0","507"
"04.08.2018 04:00 - 04.08.2018 05:00","0","474"
"04.08.2018 05:00 - 04.08.2018 06:00","0","534"
"04.08.2018 06:00 - 04.08.2018 07:00","0","507"
"04.08.2018 07:00 - 04.08.2018 08:00","0","419"
"04.08.2018 08:00 - 04.08.2018 09:00","0","343"
"04.08.2018 09:00 - 04.08.2018 10:00","0","350"
"04.08.2018 10:00 - 04.08.2018 11:00","0","443"
"04.08.2018 11:00 - 04.08.2018 12:00","0","401"
"04.08.2018 12:00 - 04.08.2018 13:00","0","457"
"04.08.2018 13:00 - 04.08.2018 14:00","0","466"
"04.08.2018 14:00 - 04.08.2018 15:00","0","452"
"04.08.2018 15:00 - 04.08.2018 16:00","0","444"
"04.08.2018 16:00 - 04.08.2018 17:00","0","328"
"04.08.2018 17:00 - 04.08.2018 18:00","0","310"
"04.08.2018 18:00 - 04.08.2018 19:00","0","310"
"04.08.2018 19:00 - 04.08.2018 20:00","0","302"
"04.08.2018 20:00 - 04.08.2018 21:00","0","306"
"04.08.2018 21:00 - 04.08.2018 22:00","0","354"
"04.08.2018 22:00 - 04.08.2018 23:00","0","388"
"04.08.2018 23:00 - 05.08.2018 00:00","0","456"
"05.08.2018 00:00 - 05.08.2018 01:00","0","609"
"05.08.2018 01:00 - 05.08.2018 02:00","0","632"
"05.08.2018 02:00 - 05.08.2018 03:00","0","575"
"05.08.2018 03:00 - 05.08.2018 04:00","0","576"
"05.08.2018 04:00 - 05.08.2018 05:00","0","564"
"05.08.2018 05:00 - 05.08.2018 06:00","0","559"
"05.08.2018 06:00 - 05.08.2018 07:00","0","567"
"05.08.2018 07:00 - 05.08.2018 08:00","0","594"
"05.08.2018 08:00 - 05.08.2018 09:00","0","618"
"05.08.2018 09:00 - 05.08.2018 10:00","0","636"
"05.08.2018 10:00 - 05.08.2018 11:00","0","624"
"05.08.2018 11:00 - 05.08.2018 12:00","0","638"
"05.08.2018 12:00 - 05.08.2018 13:00","0","655"
"05.08.2018 13:00 - 05.08.2018 14:00","0","647"
