"Time (CET)","Belarus (BY) > Lithuania (LT) [MW]","Lithuania (LT) > Belarus (BY) [MW]"
"20.09.2018 12:00 - 20.09.2018 13:00","218","0"
"20.09.2018 13:00 - 20.09.2018 14:00","356","0"
"20.09.2018 14:00 - 20.09.2018 15:00","415","0"
"20.09.2018 15:00 - 20.09.2018 16:00","286","0"
"20.09.2018 16:00 - 20.09.2018 17:00","280","0"
"20.09.2018 17:00 - 20.09.2018 18:00","289","0"
"20.09.2018 18:00 - 20.09.2018 19:00","254","0"
"20.09.2018 19:00 - 20.09.2018 20:00","266","0"
"20.09.2018 20:00 - 20.09.2018 21:00","305","0"
"20.09.2018 21:00 - 20.09.2018 22:00","275","0"
"20.09.2018 22:00 - 20.09.2018 23:00","466","0"
"20.09.2018 23:00 - 21.09.2018 00:00","380","0"
"21.09.2018 00:00 - 21.09.2018 01:00","415","0"
"21.09.2018 01:00 - 21.09.2018 02:00","562","0"
"21.09.2018 02:00 - 21.09.2018 03:00","581","0"
"21.09.2018 03:00 - 21.09.2018 04:00","414","0"
"21.09.2018 04:00 - 21.09.2018 05:00","300","0"
"21.09.2018 05:00 - 21.09.2018 06:00","281","0"
"21.09.2018 06:00 - 21.09.2018 07:00","145","0"
"21.09.2018 07:00 - 21.09.2018 08:00","138","0"
"21.09.2018 08:00 - 21.09.2018 09:00","151","0"
"21.09.2018 09:00 - 21.09.2018 10:00","237","0"
"21.09.2018 10:00 - 21.09.2018 11:00","301","0"
"21.09.2018 11:00 - 21.09.2018 12:00","235","0"
"21.09.2018 12:00 - 21.09.2018 13:00","159","0"
"21.09.2018 13:00 - 21.09.2018 14:00","234","0"
"21.09.2018 14:00 - 21.09.2018 15:00","248","0"
"21.09.2018 15:00 - 21.09.2018 16:00","225","0"
"21.09.2018 16:00 - 21.09.2018 17:00","134","0"
"21.09.2018 17:00 - 21.09.2018 18:00","168","0"
"21.09.2018 18:00 - 21.09.2018 19:00","164","0"
"21.09.2018 19:00 - 21.09.2018 20:00","149","0"
"21.09.2018 20:00 - 21.09.2018 21:00","210","0"
"21.09.2018 21:00 - 21.09.2018 22:00","280","0"
"21.09.2018 22:00 - 21.09.2018 23:00","332","0"
"21.09.2018 23:00 - 22.09.2018 00:00","149","0"
"22.09.2018 00:00 - 22.09.2018 01:00","116","0"
"22.09.2018 01:00 - 22.09.2018 02:00","133","0"
"22.09.2018 02:00 - 22.09.2018 03:00","158","0"
"22.09.2018 03:00 - 22.09.2018 04:00","139","0"
"22.09.2018 04:00 - 22.09.2018 05:00","151","0"
"22.09.2018 05:00 - 22.09.2018 06:00","118","0"
"22.09.2018 06:00 - 22.09.2018 07:00","68","0"
"22.09.2018 07:00 - 22.09.2018 08:00","83","0"
"22.09.2018 08:00 - 22.09.2018 09:00","143","0"
"22.09.2018 09:00 - 22.09.2018 10:00","129","0"
"22.09.2018 10:00 - 22.09.2018 11:00","129","0"
"22.09.2018 11:00 - 22.09.2018 12:00","177","0"
"22.09.2018 12:00 - 22.09.2018 13:00","145","0"
"22.09.2018 13:00 - 22.09.2018 14:00","154","0"
"22.09.2018 14:00 - 22.09.2018 15:00","133","0"
"22.09.2018 15:00 - 22.09.2018 16:00","157","0"
"22.09.2018 16:00 - 22.09.2018 17:00","189","0"
"22.09.2018 17:00 - 22.09.2018 18:00","157","0"
"22.09.2018 18:00 - 22.09.2018 19:00","147","0"
"22.09.2018 19:00 - 22.09.2018 20:00","221","0"
"22.09.2018 20:00 - 22.09.2018 21:00","249","0"
"22.09.2018 21:00 - 22.09.2018 22:00","276","0"
"22.09.2018 22:00 - 22.09.2018 23:00","29","0"
"22.09.2018 23:00 - 23.09.2018 00:00","0","116"
"23.09.2018 00:00 - 23.09.2018 01:00","8","0"
"23.09.2018 01:00 - 23.09.2018 02:00","10","0"
"23.09.2018 02:00 - 23.09.2018 03:00","3","0"
"23.09.2018 03:00 - 23.09.2018 04:00","14","0"
"23.09.2018 04:00 - 23.09.2018 05:00","0","9"
"23.09.2018 05:00 - 23.09.2018 06:00","21","0"
"23.09.2018 06:00 - 23.09.2018 07:00","38","0"
"23.09.2018 07:00 - 23.09.2018 08:00","87","0"
"23.09.2018 08:00 - 23.09.2018 09:00","95","0"
"23.09.2018 09:00 - 23.09.2018 10:00","107","0"
"23.09.2018 10:00 - 23.09.2018 11:00","105","0"
"23.09.2018 11:00 - 23.09.2018 12:00","180","0"
"23.09.2018 12:00 - 23.09.2018 13:00","175","0"
"23.09.2018 13:00 - 23.09.2018 14:00","179","0"
"23.09.2018 14:00 - 23.09.2018 15:00","169","0"
"23.09.2018 15:00 - 23.09.2018 16:00","147","0"
"23.09.2018 16:00 - 23.09.2018 17:00","182","0"
"23.09.2018 17:00 - 23.09.2018 18:00","165","0"
"23.09.2018 18:00 - 23.09.2018 19:00","195","0"
"23.09.2018 19:00 - 23.09.2018 20:00","254","0"
"23.09.2018 20:00 - 23.09.2018 21:00","252","0"
"23.09.2018 21:00 - 23.09.2018 22:00","234","0"
"23.09.2018 22:00 - 23.09.2018 23:00","419","0"
"23.09.2018 23:00 - 24.09.2018 00:00","254","0"
"24.09.2018 00:00 - 24.09.2018 01:00","246","0"
"24.09.2018 01:00 - 24.09.2018 02:00","339","0"
"24.09.2018 02:00 - 24.09.2018 03:00","484","0"
"24.09.2018 03:00 - 24.09.2018 04:00","417","0"
"24.09.2018 04:00 - 24.09.2018 05:00","121","0"
"24.09.2018 05:00 - 24.09.2018 06:00","71","0"
"24.09.2018 06:00 - 24.09.2018 07:00","24","0"
"24.09.2018 07:00 - 24.09.2018 08:00","76","0"
"24.09.2018 08:00 - 24.09.2018 09:00","113","0"
"24.09.2018 09:00 - 24.09.2018 10:00","142","0"
"24.09.2018 10:00 - 24.09.2018 11:00","77","0"
"24.09.2018 11:00 - 24.09.2018 12:00","89","0"
"24.09.2018 12:00 - 24.09.2018 13:00","136","0"
"24.09.2018 13:00 - 24.09.2018 14:00","228","0"
"24.09.2018 14:00 - 24.09.2018 15:00","283","0"
"24.09.2018 15:00 - 24.09.2018 16:00","233","0"
"24.09.2018 16:00 - 24.09.2018 17:00","121","0"
"24.09.2018 17:00 - 24.09.2018 18:00","34","0"
"24.09.2018 18:00 - 24.09.2018 19:00","98","0"
"24.09.2018 19:00 - 24.09.2018 20:00","186","0"
"24.09.2018 20:00 - 24.09.2018 21:00","272","0"
"24.09.2018 21:00 - 24.09.2018 22:00","347","0"
"24.09.2018 22:00 - 24.09.2018 23:00","451","0"
"24.09.2018 23:00 - 25.09.2018 00:00","361","0"
"25.09.2018 00:00 - 25.09.2018 01:00","428","0"
"25.09.2018 01:00 - 25.09.2018 02:00","414","0"
"25.09.2018 02:00 - 25.09.2018 03:00","396","0"
"25.09.2018 03:00 - 25.09.2018 04:00","356","0"
"25.09.2018 04:00 - 25.09.2018 05:00","326","0"
"25.09.2018 05:00 - 25.09.2018 06:00","340","0"
"25.09.2018 06:00 - 25.09.2018 07:00","218","0"
"25.09.2018 07:00 - 25.09.2018 08:00","193","0"
"25.09.2018 08:00 - 25.09.2018 09:00","162","0"
"25.09.2018 09:00 - 25.09.2018 10:00","287","0"
"25.09.2018 10:00 - 25.09.2018 11:00","271","0"
"25.09.2018 11:00 - 25.09.2018 12:00","263","0"
"25.09.2018 12:00 - 25.09.2018 13:00","177","0"
"25.09.2018 13:00 - 25.09.2018 14:00","254","0"
"25.09.2018 14:00 - 25.09.2018 15:00","322","0"
"25.09.2018 15:00 - 25.09.2018 16:00","250","0"
"25.09.2018 16:00 - 25.09.2018 17:00","310","0"
"25.09.2018 17:00 - 25.09.2018 18:00","285","0"
"25.09.2018 18:00 - 25.09.2018 19:00","327","0"
"25.09.2018 19:00 - 25.09.2018 20:00","276","0"
"25.09.2018 20:00 - 25.09.2018 21:00","327","0"
"25.09.2018 21:00 - 25.09.2018 22:00","388","0"
"25.09.2018 22:00 - 25.09.2018 23:00","539","0"
"25.09.2018 23:00 - 26.09.2018 00:00","296","0"
"26.09.2018 00:00 - 26.09.2018 01:00","718","0"
"26.09.2018 01:00 - 26.09.2018 02:00","708","0"
"26.09.2018 02:00 - 26.09.2018 03:00","591","0"
"26.09.2018 03:00 - 26.09.2018 04:00","540","0"
"26.09.2018 04:00 - 26.09.2018 05:00","548","0"
"26.09.2018 05:00 - 26.09.2018 06:00","349","0"
"26.09.2018 06:00 - 26.09.2018 07:00","266","0"
"26.09.2018 07:00 - 26.09.2018 08:00","205","0"
"26.09.2018 08:00 - 26.09.2018 09:00","212","0"
"26.09.2018 09:00 - 26.09.2018 10:00","251","0"
"26.09.2018 10:00 - 26.09.2018 11:00","274","0"
"26.09.2018 11:00 - 26.09.2018 12:00","288","0"
"26.09.2018 12:00 - 26.09.2018 13:00","239","0"
"26.09.2018 13:00 - 26.09.2018 14:00","328","0"
"26.09.2018 14:00 - 26.09.2018 15:00","368","0"
"26.09.2018 15:00 - 26.09.2018 16:00","339","0"
"26.09.2018 16:00 - 26.09.2018 17:00","252","0"
"26.09.2018 17:00 - 26.09.2018 18:00","241","0"
"26.09.2018 18:00 - 26.09.2018 19:00","212","0"
"26.09.2018 19:00 - 26.09.2018 20:00","224","0"
"26.09.2018 20:00 - 26.09.2018 21:00","313","0"
"26.09.2018 21:00 - 26.09.2018 22:00","361","0"
"26.09.2018 22:00 - 26.09.2018 23:00","439","0"
"26.09.2018 23:00 - 27.09.2018 00:00","331","0"
"27.09.2018 00:00 - 27.09.2018 01:00","563","0"
"27.09.2018 01:00 - 27.09.2018 02:00","523","0"
"27.09.2018 02:00 - 27.09.2018 03:00","500","0"
"27.09.2018 03:00 - 27.09.2018 04:00","495","0"
"27.09.2018 04:00 - 27.09.2018 05:00","333","0"
"27.09.2018 05:00 - 27.09.2018 06:00","270","0"
"27.09.2018 06:00 - 27.09.2018 07:00","151","0"
"27.09.2018 07:00 - 27.09.2018 08:00","148","0"
"27.09.2018 08:00 - 27.09.2018 09:00","179","0"
"27.09.2018 09:00 - 27.09.2018 10:00","233","0"
"27.09.2018 10:00 - 27.09.2018 11:00","186","0"
"27.09.2018 11:00 - 27.09.2018 12:00","294","0"
"27.09.2018 12:00 - 27.09.2018 13:00","164","0"
"27.09.2018 13:00 - 27.09.2018 14:00","229","0"
"27.09.2018 14:00 - 27.09.2018 15:00","221","0"
"27.09.2018 15:00 - 27.09.2018 16:00","260","0"
"27.09.2018 16:00 - 27.09.2018 17:00","294","0"
"27.09.2018 17:00 - 27.09.2018 18:00","244","0"
"27.09.2018 18:00 - 27.09.2018 19:00","144","0"
"27.09.2018 19:00 - 27.09.2018 20:00","175","0"
"27.09.2018 20:00 - 27.09.2018 21:00","254","0"
"27.09.2018 21:00 - 27.09.2018 22:00","310","0"
"27.09.2018 22:00 - 27.09.2018 23:00","589","0"
"27.09.2018 23:00 - 28.09.2018 00:00","416","0"
"28.09.2018 00:00 - 28.09.2018 01:00","541","0"
"28.09.2018 01:00 - 28.09.2018 02:00","507","0"
"28.09.2018 02:00 - 28.09.2018 03:00","472","0"
"28.09.2018 03:00 - 28.09.2018 04:00","473","0"
"28.09.2018 04:00 - 28.09.2018 05:00","435","0"
"28.09.2018 05:00 - 28.09.2018 06:00","163","0"
"28.09.2018 06:00 - 28.09.2018 07:00","60","0"
"28.09.2018 07:00 - 28.09.2018 08:00","142","0"
"28.09.2018 08:00 - 28.09.2018 09:00","152","0"
"28.09.2018 09:00 - 28.09.2018 10:00","165","0"
"28.09.2018 10:00 - 28.09.2018 11:00","156","0"
"28.09.2018 11:00 - 28.09.2018 12:00","130","0"
"28.09.2018 12:00 - 28.09.2018 13:00","133","0"
"28.09.2018 13:00 - 28.09.2018 14:00","304","0"
"28.09.2018 14:00 - 28.09.2018 15:00","340","0"
"28.09.2018 15:00 - 28.09.2018 16:00","244","0"
"28.09.2018 16:00 - 28.09.2018 17:00","150","0"
"28.09.2018 17:00 - 28.09.2018 18:00","113","0"
"28.09.2018 18:00 - 28.09.2018 19:00","114","0"
"28.09.2018 19:00 - 28.09.2018 20:00","165","0"
"28.09.2018 20:00 - 28.09.2018 21:00","278","0"
"28.09.2018 21:00 - 28.09.2018 22:00","316","0"
"28.09.2018 22:00 - 28.09.2018 23:00","562","0"
"28.09.2018 23:00 - 29.09.2018 00:00","399","0"
"29.09.2018 00:00 - 29.09.2018 01:00","339","0"
"29.09.2018 01:00 - 29.09.2018 02:00","346","0"
"29.09.2018 02:00 - 29.09.2018 03:00","330","0"
"29.09.2018 03:00 - 29.09.2018 04:00","312","0"
"29.09.2018 04:00 - 29.09.2018 05:00","292","0"
"29.09.2018 05:00 - 29.09.2018 06:00","332","0"
"29.09.2018 06:00 - 29.09.2018 07:00","255","0"
"29.09.2018 07:00 - 29.09.2018 08:00","235","0"
"29.09.2018 08:00 - 29.09.2018 09:00","214","0"
"29.09.2018 09:00 - 29.09.2018 10:00","233","0"
"29.09.2018 10:00 - 29.09.2018 11:00","271","0"
"29.09.2018 11:00 - 29.09.2018 12:00","285","0"
"29.09.2018 12:00 - 29.09.2018 13:00","237","0"
"29.09.2018 13:00 - 29.09.2018 14:00","208","0"
"29.09.2018 14:00 - 29.09.2018 15:00","225","0"
"29.09.2018 15:00 - 29.09.2018 16:00","194","0"
"29.09.2018 16:00 - 29.09.2018 17:00","236","0"
"29.09.2018 17:00 - 29.09.2018 18:00","193","0"
"29.09.2018 18:00 - 29.09.2018 19:00","222","0"
"29.09.2018 19:00 - 29.09.2018 20:00","280","0"
"29.09.2018 20:00 - 29.09.2018 21:00","227","0"
"29.09.2018 21:00 - 29.09.2018 22:00","284","0"
"29.09.2018 22:00 - 29.09.2018 23:00","583","0"
"29.09.2018 23:00 - 30.09.2018 00:00","434","0"
"30.09.2018 00:00 - 30.09.2018 01:00","270","0"
"30.09.2018 01:00 - 30.09.2018 02:00","283","0"
"30.09.2018 02:00 - 30.09.2018 03:00","301","0"
"30.09.2018 03:00 - 30.09.2018 04:00","329","0"
"30.09.2018 04:00 - 30.09.2018 05:00","274","0"
"30.09.2018 05:00 - 30.09.2018 06:00","199","0"
"30.09.2018 06:00 - 30.09.2018 07:00","104","0"
"30.09.2018 07:00 - 30.09.2018 08:00","192","0"
"30.09.2018 08:00 - 30.09.2018 09:00","242","0"
"30.09.2018 09:00 - 30.09.2018 10:00","241","0"
"30.09.2018 10:00 - 30.09.2018 11:00","304","0"
"30.09.2018 11:00 - 30.09.2018 12:00","310","0"
"30.09.2018 12:00 - 30.09.2018 13:00","339","0"
"30.09.2018 13:00 - 30.09.2018 14:00","346","0"
"30.09.2018 14:00 - 30.09.2018 15:00","336","0"
"30.09.2018 15:00 - 30.09.2018 16:00","315","0"
"30.09.2018 16:00 - 30.09.2018 17:00","341","0"
"30.09.2018 17:00 - 30.09.2018 18:00","365","0"
"30.09.2018 18:00 - 30.09.2018 19:00","321","0"
"30.09.2018 19:00 - 30.09.2018 20:00","410","0"
"30.09.2018 20:00 - 30.09.2018 21:00","323","0"
"30.09.2018 21:00 - 30.09.2018 22:00","359","0"
"30.09.2018 22:00 - 30.09.2018 23:00","384","0"
"30.09.2018 23:00 - 01.10.2018 00:00","510","0"
"01.10.2018 00:00 - 01.10.2018 01:00","596","0"
"01.10.2018 01:00 - 01.10.2018 02:00","609","0"
"01.10.2018 02:00 - 01.10.2018 03:00","596","0"
"01.10.2018 03:00 - 01.10.2018 04:00","581","0"
"01.10.2018 04:00 - 01.10.2018 05:00","479","0"
"01.10.2018 05:00 - 01.10.2018 06:00","580","0"
"01.10.2018 06:00 - 01.10.2018 07:00","272","0"
"01.10.2018 07:00 - 01.10.2018 08:00","257","0"
"01.10.2018 08:00 - 01.10.2018 09:00","311","0"
"01.10.2018 09:00 - 01.10.2018 10:00","377","0"
"01.10.2018 10:00 - 01.10.2018 11:00","387","0"
"01.10.2018 11:00 - 01.10.2018 12:00","421","0"
"01.10.2018 12:00 - 01.10.2018 13:00","371","0"
"01.10.2018 13:00 - 01.10.2018 14:00","356","0"
"01.10.2018 14:00 - 01.10.2018 15:00","281","0"
"01.10.2018 15:00 - 01.10.2018 16:00","256","0"
"01.10.2018 16:00 - 01.10.2018 17:00","380","0"
"01.10.2018 17:00 - 01.10.2018 18:00","293","0"
"01.10.2018 18:00 - 01.10.2018 19:00","286","0"
"01.10.2018 19:00 - 01.10.2018 20:00","389","0"
"01.10.2018 20:00 - 01.10.2018 21:00","329","0"
"01.10.2018 21:00 - 01.10.2018 22:00","331","0"
"01.10.2018 22:00 - 01.10.2018 23:00","520","0"
"01.10.2018 23:00 - 02.10.2018 00:00","499","0"
"02.10.2018 00:00 - 02.10.2018 01:00","628","0"
"02.10.2018 01:00 - 02.10.2018 02:00","590","0"
"02.10.2018 02:00 - 02.10.2018 03:00","610","0"
"02.10.2018 03:00 - 02.10.2018 04:00","485","0"
"02.10.2018 04:00 - 02.10.2018 05:00","203","0"
"02.10.2018 05:00 - 02.10.2018 06:00","137","0"
"02.10.2018 06:00 - 02.10.2018 07:00","1","0"
"02.10.2018 07:00 - 02.10.2018 08:00","52","0"
"02.10.2018 08:00 - 02.10.2018 09:00","6","0"
"02.10.2018 09:00 - 02.10.2018 10:00","108","0"
"02.10.2018 10:00 - 02.10.2018 11:00","148","0"
"02.10.2018 11:00 - 02.10.2018 12:00","198","0"
"02.10.2018 12:00 - 02.10.2018 13:00","228","0"
"02.10.2018 13:00 - 02.10.2018 14:00","212","0"
"02.10.2018 14:00 - 02.10.2018 15:00","283","0"
"02.10.2018 15:00 - 02.10.2018 16:00","255","0"
"02.10.2018 16:00 - 02.10.2018 17:00","134","0"
"02.10.2018 17:00 - 02.10.2018 18:00","113","0"
"02.10.2018 18:00 - 02.10.2018 19:00","109","0"
"02.10.2018 19:00 - 02.10.2018 20:00","180","0"
"02.10.2018 20:00 - 02.10.2018 21:00","285","0"
"02.10.2018 21:00 - 02.10.2018 22:00","222","0"
"02.10.2018 22:00 - 02.10.2018 23:00","338","0"
"02.10.2018 23:00 - 03.10.2018 00:00","452","0"
"03.10.2018 00:00 - 03.10.2018 01:00","402","0"
"03.10.2018 01:00 - 03.10.2018 02:00","440","0"
"03.10.2018 02:00 - 03.10.2018 03:00","401","0"
"03.10.2018 03:00 - 03.10.2018 04:00","382","0"
"03.10.2018 04:00 - 03.10.2018 05:00","397","0"
"03.10.2018 05:00 - 03.10.2018 06:00","164","0"
"03.10.2018 06:00 - 03.10.2018 07:00","11","0"
"03.10.2018 07:00 - 03.10.2018 08:00","95","0"
"03.10.2018 08:00 - 03.10.2018 09:00","136","0"
"03.10.2018 09:00 - 03.10.2018 10:00","183","0"
"03.10.2018 10:00 - 03.10.2018 11:00","116","0"
"03.10.2018 11:00 - 03.10.2018 12:00","191","0"
"03.10.2018 12:00 - 03.10.2018 13:00","195","0"
"03.10.2018 13:00 - 03.10.2018 14:00","204","0"
"03.10.2018 14:00 - 03.10.2018 15:00","200","0"
"03.10.2018 15:00 - 03.10.2018 16:00","176","0"
"03.10.2018 16:00 - 03.10.2018 17:00","254","0"
"03.10.2018 17:00 - 03.10.2018 18:00","174","0"
"03.10.2018 18:00 - 03.10.2018 19:00","193","0"
"03.10.2018 19:00 - 03.10.2018 20:00","214","0"
"03.10.2018 20:00 - 03.10.2018 21:00","308","0"
"03.10.2018 21:00 - 03.10.2018 22:00","484","0"
"03.10.2018 22:00 - 03.10.2018 23:00","580","0"
"03.10.2018 23:00 - 04.10.2018 00:00","567","0"
"04.10.2018 00:00 - 04.10.2018 01:00","564","0"
"04.10.2018 01:00 - 04.10.2018 02:00","590","0"
"04.10.2018 02:00 - 04.10.2018 03:00","603","0"
"04.10.2018 03:00 - 04.10.2018 04:00","478","0"
"04.10.2018 04:00 - 04.10.2018 05:00","382","0"
"04.10.2018 05:00 - 04.10.2018 06:00","295","0"
"04.10.2018 06:00 - 04.10.2018 07:00","253","0"
"04.10.2018 07:00 - 04.10.2018 08:00","185","0"
"04.10.2018 08:00 - 04.10.2018 09:00","225","0"
"04.10.2018 09:00 - 04.10.2018 10:00","312","0"
"04.10.2018 10:00 - 04.10.2018 11:00","250","0"
"04.10.2018 11:00 - 04.10.2018 12:00","257","0"
"04.10.2018 12:00 - 04.10.2018 13:00","293","0"
"04.10.2018 13:00 - 04.10.2018 14:00","316","0"
"04.10.2018 14:00 - 04.10.2018 15:00","323","0"
"04.10.2018 15:00 - 04.10.2018 16:00","310","0"
"04.10.2018 16:00 - 04.10.2018 17:00","290","0"
"04.10.2018 17:00 - 04.10.2018 18:00","294","0"
"04.10.2018 18:00 - 04.10.2018 19:00","362","0"
"04.10.2018 19:00 - 04.10.2018 20:00","360","0"
"04.10.2018 20:00 - 04.10.2018 21:00","409","0"
"04.10.2018 21:00 - 04.10.2018 22:00","361","0"
"04.10.2018 22:00 - 04.10.2018 23:00","630","0"
"04.10.2018 23:00 - 05.10.2018 00:00","626","0"
"05.10.2018 00:00 - 05.10.2018 01:00","637","0"
"05.10.2018 01:00 - 05.10.2018 02:00","576","0"
"05.10.2018 02:00 - 05.10.2018 03:00","528","0"
"05.10.2018 03:00 - 05.10.2018 04:00","426","0"
"05.10.2018 04:00 - 05.10.2018 05:00","440","0"
"05.10.2018 05:00 - 05.10.2018 06:00","337","0"
"05.10.2018 06:00 - 05.10.2018 07:00","232","0"
"05.10.2018 07:00 - 05.10.2018 08:00","389","0"
"05.10.2018 08:00 - 05.10.2018 09:00","368","0"
"05.10.2018 09:00 - 05.10.2018 10:00","465","0"
"05.10.2018 10:00 - 05.10.2018 11:00","502","0"
"05.10.2018 11:00 - 05.10.2018 12:00","523","0"
"05.10.2018 12:00 - 05.10.2018 13:00","484","0"
"05.10.2018 13:00 - 05.10.2018 14:00","508","0"
"05.10.2018 14:00 - 05.10.2018 15:00","537","0"
"05.10.2018 15:00 - 05.10.2018 16:00","507","0"
"05.10.2018 16:00 - 05.10.2018 17:00","496","0"
"05.10.2018 17:00 - 05.10.2018 18:00","545","0"
"05.10.2018 18:00 - 05.10.2018 19:00","489","0"
"05.10.2018 19:00 - 05.10.2018 20:00","551","0"
"05.10.2018 20:00 - 05.10.2018 21:00","655","0"
"05.10.2018 21:00 - 05.10.2018 22:00","653","0"
"05.10.2018 22:00 - 05.10.2018 23:00","705","0"
"05.10.2018 23:00 - 06.10.2018 00:00","752","0"
"06.10.2018 00:00 - 06.10.2018 01:00","563","0"
"06.10.2018 01:00 - 06.10.2018 02:00","608","0"
"06.10.2018 02:00 - 06.10.2018 03:00","597","0"
"06.10.2018 03:00 - 06.10.2018 04:00","482","0"
"06.10.2018 04:00 - 06.10.2018 05:00","463","0"
"06.10.2018 05:00 - 06.10.2018 06:00","392","0"
"06.10.2018 06:00 - 06.10.2018 07:00","283","0"
"06.10.2018 07:00 - 06.10.2018 08:00","406","0"
"06.10.2018 08:00 - 06.10.2018 09:00","446","0"
"06.10.2018 09:00 - 06.10.2018 10:00","358","0"
"06.10.2018 10:00 - 06.10.2018 11:00","449","0"
"06.10.2018 11:00 - 06.10.2018 12:00","486","0"
"06.10.2018 12:00 - 06.10.2018 13:00","439","0"
"06.10.2018 13:00 - 06.10.2018 14:00","408","0"
"06.10.2018 14:00 - 06.10.2018 15:00","465","0"
"06.10.2018 15:00 - 06.10.2018 16:00","553","0"
"06.10.2018 16:00 - 06.10.2018 17:00","562","0"
"06.10.2018 17:00 - 06.10.2018 18:00","562","0"
"06.10.2018 18:00 - 06.10.2018 19:00","529","0"
"06.10.2018 19:00 - 06.10.2018 20:00","654","0"
"06.10.2018 20:00 - 06.10.2018 21:00","581","0"
"06.10.2018 21:00 - 06.10.2018 22:00","604","0"
"06.10.2018 22:00 - 06.10.2018 23:00","462","0"
"06.10.2018 23:00 - 07.10.2018 00:00","523","0"
"07.10.2018 00:00 - 07.10.2018 01:00","537","0"
"07.10.2018 01:00 - 07.10.2018 02:00","586","0"
"07.10.2018 02:00 - 07.10.2018 03:00","647","0"
"07.10.2018 03:00 - 07.10.2018 04:00","675","0"
"07.10.2018 04:00 - 07.10.2018 05:00","598","0"
"07.10.2018 05:00 - 07.10.2018 06:00","552","0"
"07.10.2018 06:00 - 07.10.2018 07:00","498","0"
"07.10.2018 07:00 - 07.10.2018 08:00","167","0"
"07.10.2018 08:00 - 07.10.2018 09:00","220","0"
"07.10.2018 09:00 - 07.10.2018 10:00","404","0"
"07.10.2018 10:00 - 07.10.2018 11:00","454","0"
"07.10.2018 11:00 - 07.10.2018 12:00","559","0"
"07.10.2018 12:00 - 07.10.2018 13:00","502","0"
"07.10.2018 13:00 - 07.10.2018 14:00","517","0"
"07.10.2018 14:00 - 07.10.2018 15:00","453","0"
"07.10.2018 15:00 - 07.10.2018 16:00","408","0"
"07.10.2018 16:00 - 07.10.2018 17:00","376","0"
"07.10.2018 17:00 - 07.10.2018 18:00","476","0"
"07.10.2018 18:00 - 07.10.2018 19:00","437","0"
"07.10.2018 19:00 - 07.10.2018 20:00","452","0"
"07.10.2018 20:00 - 07.10.2018 21:00","456","0"
"07.10.2018 21:00 - 07.10.2018 22:00","564","0"
"07.10.2018 22:00 - 07.10.2018 23:00","800","0"
"07.10.2018 23:00 - 08.10.2018 00:00","612","0"
"08.10.2018 00:00 - 08.10.2018 01:00","607","0"
"08.10.2018 01:00 - 08.10.2018 02:00","870","0"
"08.10.2018 02:00 - 08.10.2018 03:00","838","0"
"08.10.2018 03:00 - 08.10.2018 04:00","684","0"
"08.10.2018 04:00 - 08.10.2018 05:00","633","0"
"08.10.2018 05:00 - 08.10.2018 06:00","764","0"
"08.10.2018 06:00 - 08.10.2018 07:00","498","0"
"08.10.2018 07:00 - 08.10.2018 08:00","304","0"
"08.10.2018 08:00 - 08.10.2018 09:00","435","0"
"08.10.2018 09:00 - 08.10.2018 10:00","376","0"
"08.10.2018 10:00 - 08.10.2018 11:00","333","0"
"08.10.2018 11:00 - 08.10.2018 12:00","449","0"
"08.10.2018 12:00 - 08.10.2018 13:00","437","0"
"08.10.2018 13:00 - 08.10.2018 14:00","417","0"
"08.10.2018 14:00 - 08.10.2018 15:00","N/A","N/A"
"08.10.2018 15:00 - 08.10.2018 16:00","344","0"
"08.10.2018 16:00 - 08.10.2018 17:00","339","0"
"08.10.2018 17:00 - 08.10.2018 18:00","N/A","N/A"
"08.10.2018 18:00 - 08.10.2018 19:00","N/A","N/A"
"08.10.2018 19:00 - 08.10.2018 20:00","N/A","N/A"
"08.10.2018 20:00 - 08.10.2018 21:00","N/A","N/A"
"08.10.2018 21:00 - 08.10.2018 22:00","N/A","N/A"
"08.10.2018 22:00 - 08.10.2018 23:00","N/A","N/A"
"08.10.2018 23:00 - 09.10.2018 00:00","N/A","N/A"
"09.10.2018 00:00 - 09.10.2018 01:00","N/A","N/A"
"09.10.2018 01:00 - 09.10.2018 02:00","N/A","N/A"
"09.10.2018 02:00 - 09.10.2018 03:00","N/A","N/A"
"09.10.2018 03:00 - 09.10.2018 04:00","N/A","N/A"
"09.10.2018 04:00 - 09.10.2018 05:00","N/A","N/A"
"09.10.2018 05:00 - 09.10.2018 06:00","337","0"
"09.10.2018 06:00 - 09.10.2018 07:00","209","0"
"09.10.2018 07:00 - 09.10.2018 08:00","N/A","N/A"
"09.10.2018 08:00 - 09.10.2018 09:00","455","0"
"09.10.2018 09:00 - 09.10.2018 10:00","N/A","N/A"
"09.10.2018 10:00 - 09.10.2018 11:00","452","0"
"09.10.2018 11:00 - 09.10.2018 12:00","561","0"
"09.10.2018 12:00 - 09.10.2018 13:00","566","0"
"09.10.2018 13:00 - 09.10.2018 14:00","525","0"
"09.10.2018 14:00 - 09.10.2018 15:00","492","0"
"09.10.2018 15:00 - 09.10.2018 16:00","435","0"
"09.10.2018 16:00 - 09.10.2018 17:00","352","0"
"09.10.2018 17:00 - 09.10.2018 18:00","440","0"
