"Time (CET)","Italy (IT) > Switzerland (CH) [MW]","Switzerland (CH) > Italy (IT) [MW]"
"18.07.2018 08:00 - 18.07.2018 09:00","0","3055"
"18.07.2018 09:00 - 18.07.2018 10:00","0","3138"
"18.07.2018 10:00 - 18.07.2018 11:00","0","3131"
"18.07.2018 11:00 - 18.07.2018 12:00","0","3156"
"18.07.2018 12:00 - 18.07.2018 13:00","0","3076"
"18.07.2018 13:00 - 18.07.2018 14:00","0","3002"
"18.07.2018 14:00 - 18.07.2018 15:00","0","3054"
"18.07.2018 15:00 - 18.07.2018 16:00","0","3091"
"18.07.2018 16:00 - 18.07.2018 17:00","0","2923"
"18.07.2018 17:00 - 18.07.2018 18:00","0","2629"
"18.07.2018 18:00 - 18.07.2018 19:00","0","2628"
"18.07.2018 19:00 - 18.07.2018 20:00","0","2858"
"18.07.2018 20:00 - 18.07.2018 21:00","0","3060"
"18.07.2018 21:00 - 18.07.2018 22:00","0","3117"
"18.07.2018 22:00 - 18.07.2018 23:00","0","2987"
"18.07.2018 23:00 - 19.07.2018 00:00","0","3168"
"19.07.2018 00:00 - 19.07.2018 01:00","0","2998"
"19.07.2018 01:00 - 19.07.2018 02:00","0","2799"
"19.07.2018 02:00 - 19.07.2018 03:00","0","2541"
"19.07.2018 03:00 - 19.07.2018 04:00","0","2569"
"19.07.2018 04:00 - 19.07.2018 05:00","0","2542"
"19.07.2018 05:00 - 19.07.2018 06:00","0","2645"
"19.07.2018 06:00 - 19.07.2018 07:00","0","2756"
"19.07.2018 07:00 - 19.07.2018 08:00","0","3231"
"19.07.2018 08:00 - 19.07.2018 09:00","0","3371"
"19.07.2018 09:00 - 19.07.2018 10:00","0","3091"
"19.07.2018 10:00 - 19.07.2018 11:00","0","3070"
"19.07.2018 11:00 - 19.07.2018 12:00","0","3398"
"19.07.2018 12:00 - 19.07.2018 13:00","0","3317"
"19.07.2018 13:00 - 19.07.2018 14:00","0","3271"
"19.07.2018 14:00 - 19.07.2018 15:00","0","3262"
"19.07.2018 15:00 - 19.07.2018 16:00","0","3162"
"19.07.2018 16:00 - 19.07.2018 17:00","0","3161"
"19.07.2018 17:00 - 19.07.2018 18:00","0","3014"
"19.07.2018 18:00 - 19.07.2018 19:00","0","2998"
"19.07.2018 19:00 - 19.07.2018 20:00","0","2788"
"19.07.2018 20:00 - 19.07.2018 21:00","0","2825"
"19.07.2018 21:00 - 19.07.2018 22:00","0","3215"
"19.07.2018 22:00 - 19.07.2018 23:00","0","3218"
"19.07.2018 23:00 - 20.07.2018 00:00","0","2702"
"20.07.2018 00:00 - 20.07.2018 01:00","0","2662"
"20.07.2018 01:00 - 20.07.2018 02:00","0","2716"
"20.07.2018 02:00 - 20.07.2018 03:00","0","2725"
"20.07.2018 03:00 - 20.07.2018 04:00","0","2787"
"20.07.2018 04:00 - 20.07.2018 05:00","0","2810"
"20.07.2018 05:00 - 20.07.2018 06:00","0","2747"
"20.07.2018 06:00 - 20.07.2018 07:00","0","2697"
"20.07.2018 07:00 - 20.07.2018 08:00","0","2844"
"20.07.2018 08:00 - 20.07.2018 09:00","0","2956"
"20.07.2018 09:00 - 20.07.2018 10:00","0","3226"
"20.07.2018 10:00 - 20.07.2018 11:00","0","2942"
"20.07.2018 11:00 - 20.07.2018 12:00","0","3005"
"20.07.2018 12:00 - 20.07.2018 13:00","0","3169"
"20.07.2018 13:00 - 20.07.2018 14:00","0","3067"
"20.07.2018 14:00 - 20.07.2018 15:00","0","2999"
"20.07.2018 15:00 - 20.07.2018 16:00","0","2920"
"20.07.2018 16:00 - 20.07.2018 17:00","0","2893"
"20.07.2018 17:00 - 20.07.2018 18:00","0","2993"
"20.07.2018 18:00 - 20.07.2018 19:00","0","2633"
"20.07.2018 19:00 - 20.07.2018 20:00","0","2546"
"20.07.2018 20:00 - 20.07.2018 21:00","0","2640"
"20.07.2018 21:00 - 20.07.2018 22:00","0","2752"
"20.07.2018 22:00 - 20.07.2018 23:00","0","2863"
"20.07.2018 23:00 - 21.07.2018 00:00","0","2959"
"21.07.2018 00:00 - 21.07.2018 01:00","0","2953"
"21.07.2018 01:00 - 21.07.2018 02:00","0","2952"
"21.07.2018 02:00 - 21.07.2018 03:00","0","2942"
"21.07.2018 03:00 - 21.07.2018 04:00","0","3204"
"21.07.2018 04:00 - 21.07.2018 05:00","0","3169"
"21.07.2018 05:00 - 21.07.2018 06:00","0","3129"
"21.07.2018 06:00 - 21.07.2018 07:00","0","2783"
"21.07.2018 07:00 - 21.07.2018 08:00","0","3136"
"21.07.2018 08:00 - 21.07.2018 09:00","0","3291"
"21.07.2018 09:00 - 21.07.2018 10:00","0","2984"
"21.07.2018 10:00 - 21.07.2018 11:00","0","3061"
"21.07.2018 11:00 - 21.07.2018 12:00","0","2988"
"21.07.2018 12:00 - 21.07.2018 13:00","0","2718"
"21.07.2018 13:00 - 21.07.2018 14:00","0","2723"
"21.07.2018 14:00 - 21.07.2018 15:00","0","2846"
"21.07.2018 15:00 - 21.07.2018 16:00","0","3021"
"21.07.2018 16:00 - 21.07.2018 17:00","0","2833"
"21.07.2018 17:00 - 21.07.2018 18:00","0","2730"
"21.07.2018 18:00 - 21.07.2018 19:00","0","2712"
"21.07.2018 19:00 - 21.07.2018 20:00","0","2816"
"21.07.2018 20:00 - 21.07.2018 21:00","0","2896"
"21.07.2018 21:00 - 21.07.2018 22:00","0","2819"
"21.07.2018 22:00 - 21.07.2018 23:00","0","2861"
"21.07.2018 23:00 - 22.07.2018 00:00","0","2399"
"22.07.2018 00:00 - 22.07.2018 01:00","0","3207"
"22.07.2018 01:00 - 22.07.2018 02:00","0","3038"
"22.07.2018 02:00 - 22.07.2018 03:00","0","3056"
"22.07.2018 03:00 - 22.07.2018 04:00","0","2935"
"22.07.2018 04:00 - 22.07.2018 05:00","0","2905"
"22.07.2018 05:00 - 22.07.2018 06:00","0","2858"
"22.07.2018 06:00 - 22.07.2018 07:00","0","2674"
"22.07.2018 07:00 - 22.07.2018 08:00","0","2911"
"22.07.2018 08:00 - 22.07.2018 09:00","0","2960"
"22.07.2018 09:00 - 22.07.2018 10:00","0","2724"
"22.07.2018 10:00 - 22.07.2018 11:00","0","2328"
"22.07.2018 11:00 - 22.07.2018 12:00","0","1946"
"22.07.2018 12:00 - 22.07.2018 13:00","0","1736"
"22.07.2018 13:00 - 22.07.2018 14:00","0","1415"
"22.07.2018 14:00 - 22.07.2018 15:00","0","1432"
"22.07.2018 15:00 - 22.07.2018 16:00","0","1817"
"22.07.2018 16:00 - 22.07.2018 17:00","0","2233"
"22.07.2018 17:00 - 22.07.2018 18:00","0","2466"
"22.07.2018 18:00 - 22.07.2018 19:00","0","2848"
"22.07.2018 19:00 - 22.07.2018 20:00","0","2637"
"22.07.2018 20:00 - 22.07.2018 21:00","0","2744"
"22.07.2018 21:00 - 22.07.2018 22:00","0","2968"
"22.07.2018 22:00 - 22.07.2018 23:00","0","2709"
"22.07.2018 23:00 - 23.07.2018 00:00","0","2839"
"23.07.2018 00:00 - 23.07.2018 01:00","0","2915"
"23.07.2018 01:00 - 23.07.2018 02:00","0","3212"
"23.07.2018 02:00 - 23.07.2018 03:00","0","3051"
"23.07.2018 03:00 - 23.07.2018 04:00","0","2928"
"23.07.2018 04:00 - 23.07.2018 05:00","0","2943"
"23.07.2018 05:00 - 23.07.2018 06:00","0","3003"
"23.07.2018 06:00 - 23.07.2018 07:00","0","3037"
"23.07.2018 07:00 - 23.07.2018 08:00","0","2784"
"23.07.2018 08:00 - 23.07.2018 09:00","0","2923"
"23.07.2018 09:00 - 23.07.2018 10:00","0","2991"
"23.07.2018 10:00 - 23.07.2018 11:00","0","3015"
"23.07.2018 11:00 - 23.07.2018 12:00","0","3033"
"23.07.2018 12:00 - 23.07.2018 13:00","0","3259"
"23.07.2018 13:00 - 23.07.2018 14:00","0","3284"
"23.07.2018 14:00 - 23.07.2018 15:00","0","3065"
"23.07.2018 15:00 - 23.07.2018 16:00","0","2971"
"23.07.2018 16:00 - 23.07.2018 17:00","0","2899"
"23.07.2018 17:00 - 23.07.2018 18:00","0","2994"
"23.07.2018 18:00 - 23.07.2018 19:00","0","2973"
"23.07.2018 19:00 - 23.07.2018 20:00","0","2793"
"23.07.2018 20:00 - 23.07.2018 21:00","0","3062"
"23.07.2018 21:00 - 23.07.2018 22:00","0","3058"
"23.07.2018 22:00 - 23.07.2018 23:00","0","2865"
"23.07.2018 23:00 - 24.07.2018 00:00","0","2516"
"24.07.2018 00:00 - 24.07.2018 01:00","0","2940"
"24.07.2018 01:00 - 24.07.2018 02:00","0","3005"
"24.07.2018 02:00 - 24.07.2018 03:00","0","2958"
"24.07.2018 03:00 - 24.07.2018 04:00","0","2756"
"24.07.2018 04:00 - 24.07.2018 05:00","0","2785"
"24.07.2018 05:00 - 24.07.2018 06:00","0","2973"
"24.07.2018 06:00 - 24.07.2018 07:00","0","2916"
"24.07.2018 07:00 - 24.07.2018 08:00","0","2603"
"24.07.2018 08:00 - 24.07.2018 09:00","0","3148"
"24.07.2018 09:00 - 24.07.2018 10:00","0","3139"
"24.07.2018 10:00 - 24.07.2018 11:00","0","3205"
"24.07.2018 11:00 - 24.07.2018 12:00","0","3262"
"24.07.2018 12:00 - 24.07.2018 13:00","0","3214"
"24.07.2018 13:00 - 24.07.2018 14:00","0","3245"
"24.07.2018 14:00 - 24.07.2018 15:00","0","3128"
"24.07.2018 15:00 - 24.07.2018 16:00","0","3059"
"24.07.2018 16:00 - 24.07.2018 17:00","0","2966"
"24.07.2018 17:00 - 24.07.2018 18:00","0","2980"
"24.07.2018 18:00 - 24.07.2018 19:00","0","3107"
"24.07.2018 19:00 - 24.07.2018 20:00","0","2921"
"24.07.2018 20:00 - 24.07.2018 21:00","0","2979"
"24.07.2018 21:00 - 24.07.2018 22:00","0","2915"
"24.07.2018 22:00 - 24.07.2018 23:00","0","2793"
"24.07.2018 23:00 - 25.07.2018 00:00","0","2906"
"25.07.2018 00:00 - 25.07.2018 01:00","0","2897"
"25.07.2018 01:00 - 25.07.2018 02:00","0","2845"
"25.07.2018 02:00 - 25.07.2018 03:00","0","2835"
"25.07.2018 03:00 - 25.07.2018 04:00","0","2800"
"25.07.2018 04:00 - 25.07.2018 05:00","0","2748"
"25.07.2018 05:00 - 25.07.2018 06:00","0","2760"
"25.07.2018 06:00 - 25.07.2018 07:00","0","2521"
"25.07.2018 07:00 - 25.07.2018 08:00","0","2350"
"25.07.2018 08:00 - 25.07.2018 09:00","0","2904"
"25.07.2018 09:00 - 25.07.2018 10:00","0","3010"
"25.07.2018 10:00 - 25.07.2018 11:00","0","3135"
"25.07.2018 11:00 - 25.07.2018 12:00","0","3070"
"25.07.2018 12:00 - 25.07.2018 13:00","0","3116"
"25.07.2018 13:00 - 25.07.2018 14:00","0","3197"
"25.07.2018 14:00 - 25.07.2018 15:00","0","3148"
"25.07.2018 15:00 - 25.07.2018 16:00","0","3000"
"25.07.2018 16:00 - 25.07.2018 17:00","0","2859"
"25.07.2018 17:00 - 25.07.2018 18:00","0","2632"
"25.07.2018 18:00 - 25.07.2018 19:00","0","2492"
"25.07.2018 19:00 - 25.07.2018 20:00","0","2897"
"25.07.2018 20:00 - 25.07.2018 21:00","0","2987"
"25.07.2018 21:00 - 25.07.2018 22:00","0","2943"
"25.07.2018 22:00 - 25.07.2018 23:00","0","2947"
"25.07.2018 23:00 - 26.07.2018 00:00","0","2929"
"26.07.2018 00:00 - 26.07.2018 01:00","0","2791"
"26.07.2018 01:00 - 26.07.2018 02:00","0","2785"
"26.07.2018 02:00 - 26.07.2018 03:00","0","2861"
"26.07.2018 03:00 - 26.07.2018 04:00","0","2774"
"26.07.2018 04:00 - 26.07.2018 05:00","0","2789"
"26.07.2018 05:00 - 26.07.2018 06:00","0","2749"
"26.07.2018 06:00 - 26.07.2018 07:00","0","2496"
"26.07.2018 07:00 - 26.07.2018 08:00","0","2816"
"26.07.2018 08:00 - 26.07.2018 09:00","0","3198"
"26.07.2018 09:00 - 26.07.2018 10:00","0","3088"
"26.07.2018 10:00 - 26.07.2018 11:00","0","2617"
"26.07.2018 11:00 - 26.07.2018 12:00","0","2752"
"26.07.2018 12:00 - 26.07.2018 13:00","0","2879"
"26.07.2018 13:00 - 26.07.2018 14:00","0","2840"
"26.07.2018 14:00 - 26.07.2018 15:00","0","3103"
"26.07.2018 15:00 - 26.07.2018 16:00","0","3234"
"26.07.2018 16:00 - 26.07.2018 17:00","0","3046"
"26.07.2018 17:00 - 26.07.2018 18:00","0","2566"
"26.07.2018 18:00 - 26.07.2018 19:00","0","2342"
"26.07.2018 19:00 - 26.07.2018 20:00","0","2600"
"26.07.2018 20:00 - 26.07.2018 21:00","0","3002"
"26.07.2018 21:00 - 26.07.2018 22:00","0","2920"
"26.07.2018 22:00 - 26.07.2018 23:00","0","2773"
"26.07.2018 23:00 - 27.07.2018 00:00","0","2937"
"27.07.2018 00:00 - 27.07.2018 01:00","0","2927"
"27.07.2018 01:00 - 27.07.2018 02:00","0","2817"
"27.07.2018 02:00 - 27.07.2018 03:00","0","2855"
"27.07.2018 03:00 - 27.07.2018 04:00","0","2937"
"27.07.2018 04:00 - 27.07.2018 05:00","0","2937"
"27.07.2018 05:00 - 27.07.2018 06:00","0","3054"
"27.07.2018 06:00 - 27.07.2018 07:00","0","2977"
"27.07.2018 07:00 - 27.07.2018 08:00","0","3134"
"27.07.2018 08:00 - 27.07.2018 09:00","0","3109"
"27.07.2018 09:00 - 27.07.2018 10:00","0","2933"
"27.07.2018 10:00 - 27.07.2018 11:00","0","2783"
"27.07.2018 11:00 - 27.07.2018 12:00","0","2970"
"27.07.2018 12:00 - 27.07.2018 13:00","0","3075"
"27.07.2018 13:00 - 27.07.2018 14:00","0","3067"
"27.07.2018 14:00 - 27.07.2018 15:00","0","3026"
"27.07.2018 15:00 - 27.07.2018 16:00","0","3020"
"27.07.2018 16:00 - 27.07.2018 17:00","0","3046"
"27.07.2018 17:00 - 27.07.2018 18:00","0","2862"
"27.07.2018 18:00 - 27.07.2018 19:00","0","2773"
"27.07.2018 19:00 - 27.07.2018 20:00","0","2701"
"27.07.2018 20:00 - 27.07.2018 21:00","0","2731"
"27.07.2018 21:00 - 27.07.2018 22:00","0","2879"
"27.07.2018 22:00 - 27.07.2018 23:00","0","2794"
"27.07.2018 23:00 - 28.07.2018 00:00","0","2991"
"28.07.2018 00:00 - 28.07.2018 01:00","0","2978"
"28.07.2018 01:00 - 28.07.2018 02:00","0","3036"
"28.07.2018 02:00 - 28.07.2018 03:00","0","2901"
"28.07.2018 03:00 - 28.07.2018 04:00","0","2929"
"28.07.2018 04:00 - 28.07.2018 05:00","0","2771"
"28.07.2018 05:00 - 28.07.2018 06:00","0","2706"
"28.07.2018 06:00 - 28.07.2018 07:00","0","2774"
"28.07.2018 07:00 - 28.07.2018 08:00","0","3030"
"28.07.2018 08:00 - 28.07.2018 09:00","0","3166"
"28.07.2018 09:00 - 28.07.2018 10:00","0","3200"
"28.07.2018 10:00 - 28.07.2018 11:00","0","3237"
"28.07.2018 11:00 - 28.07.2018 12:00","0","3163"
"28.07.2018 12:00 - 28.07.2018 13:00","0","3184"
"28.07.2018 13:00 - 28.07.2018 14:00","0","2991"
"28.07.2018 14:00 - 28.07.2018 15:00","0","3076"
"28.07.2018 15:00 - 28.07.2018 16:00","0","3198"
"28.07.2018 16:00 - 28.07.2018 17:00","0","3092"
"28.07.2018 17:00 - 28.07.2018 18:00","0","3194"
"28.07.2018 18:00 - 28.07.2018 19:00","0","3299"
"28.07.2018 19:00 - 28.07.2018 20:00","0","2959"
"28.07.2018 20:00 - 28.07.2018 21:00","0","2884"
"28.07.2018 21:00 - 28.07.2018 22:00","0","3217"
"28.07.2018 22:00 - 28.07.2018 23:00","0","3445"
"28.07.2018 23:00 - 29.07.2018 00:00","0","3225"
"29.07.2018 00:00 - 29.07.2018 01:00","0","3399"
"29.07.2018 01:00 - 29.07.2018 02:00","0","3135"
"29.07.2018 02:00 - 29.07.2018 03:00","0","3184"
"29.07.2018 03:00 - 29.07.2018 04:00","0","3446"
"29.07.2018 04:00 - 29.07.2018 05:00","0","3628"
"29.07.2018 05:00 - 29.07.2018 06:00","0","3619"
"29.07.2018 06:00 - 29.07.2018 07:00","0","3421"
"29.07.2018 07:00 - 29.07.2018 08:00","0","3342"
"29.07.2018 08:00 - 29.07.2018 09:00","0","3166"
"29.07.2018 09:00 - 29.07.2018 10:00","0","2904"
"29.07.2018 10:00 - 29.07.2018 11:00","0","2994"
"29.07.2018 11:00 - 29.07.2018 12:00","0","2311"
"29.07.2018 12:00 - 29.07.2018 13:00","0","2501"
"29.07.2018 13:00 - 29.07.2018 14:00","0","2562"
"29.07.2018 14:00 - 29.07.2018 15:00","0","2698"
"29.07.2018 15:00 - 29.07.2018 16:00","0","2832"
"29.07.2018 16:00 - 29.07.2018 17:00","0","2956"
"29.07.2018 17:00 - 29.07.2018 18:00","0","2975"
"29.07.2018 18:00 - 29.07.2018 19:00","0","3167"
"29.07.2018 19:00 - 29.07.2018 20:00","0","3189"
"29.07.2018 20:00 - 29.07.2018 21:00","0","2734"
"29.07.2018 21:00 - 29.07.2018 22:00","0","2622"
"29.07.2018 22:00 - 29.07.2018 23:00","0","2767"
"29.07.2018 23:00 - 30.07.2018 00:00","0","2904"
"30.07.2018 00:00 - 30.07.2018 01:00","0","3367"
"30.07.2018 01:00 - 30.07.2018 02:00","0","3212"
"30.07.2018 02:00 - 30.07.2018 03:00","0","3223"
"30.07.2018 03:00 - 30.07.2018 04:00","0","3295"
"30.07.2018 04:00 - 30.07.2018 05:00","0","3287"
"30.07.2018 05:00 - 30.07.2018 06:00","0","3301"
"30.07.2018 06:00 - 30.07.2018 07:00","0","2879"
"30.07.2018 07:00 - 30.07.2018 08:00","0","2341"
"30.07.2018 08:00 - 30.07.2018 09:00","0","2321"
"30.07.2018 09:00 - 30.07.2018 10:00","0","2463"
"30.07.2018 10:00 - 30.07.2018 11:00","0","2340"
"30.07.2018 11:00 - 30.07.2018 12:00","0","2348"
"30.07.2018 12:00 - 30.07.2018 13:00","0","2511"
"30.07.2018 13:00 - 30.07.2018 14:00","0","2525"
"30.07.2018 14:00 - 30.07.2018 15:00","0","2309"
"30.07.2018 15:00 - 30.07.2018 16:00","0","2394"
"30.07.2018 16:00 - 30.07.2018 17:00","0","2431"
"30.07.2018 17:00 - 30.07.2018 18:00","0","2420"
"30.07.2018 18:00 - 30.07.2018 19:00","0","2505"
"30.07.2018 19:00 - 30.07.2018 20:00","0","2295"
"30.07.2018 20:00 - 30.07.2018 21:00","0","2170"
"30.07.2018 21:00 - 30.07.2018 22:00","0","2155"
"30.07.2018 22:00 - 30.07.2018 23:00","0","2331"
"30.07.2018 23:00 - 31.07.2018 00:00","0","1862"
"31.07.2018 00:00 - 31.07.2018 01:00","0","1843"
"31.07.2018 01:00 - 31.07.2018 02:00","0","2125"
"31.07.2018 02:00 - 31.07.2018 03:00","0","2047"
"31.07.2018 03:00 - 31.07.2018 04:00","0","1992"
"31.07.2018 04:00 - 31.07.2018 05:00","0","2109"
"31.07.2018 05:00 - 31.07.2018 06:00","0","2030"
"31.07.2018 06:00 - 31.07.2018 07:00","0","2007"
"31.07.2018 07:00 - 31.07.2018 08:00","0","2217"
"31.07.2018 08:00 - 31.07.2018 09:00","0","2157"
"31.07.2018 09:00 - 31.07.2018 10:00","0","2212"
"31.07.2018 10:00 - 31.07.2018 11:00","0","2289"
"31.07.2018 11:00 - 31.07.2018 12:00","0","2297"
"31.07.2018 12:00 - 31.07.2018 13:00","0","2516"
"31.07.2018 13:00 - 31.07.2018 14:00","0","2429"
"31.07.2018 14:00 - 31.07.2018 15:00","0","2500"
"31.07.2018 15:00 - 31.07.2018 16:00","0","2381"
"31.07.2018 16:00 - 31.07.2018 17:00","0","2271"
"31.07.2018 17:00 - 31.07.2018 18:00","0","2433"
"31.07.2018 18:00 - 31.07.2018 19:00","0","2594"
"31.07.2018 19:00 - 31.07.2018 20:00","0","2426"
"31.07.2018 20:00 - 31.07.2018 21:00","0","2371"
"31.07.2018 21:00 - 31.07.2018 22:00","0","2441"
"31.07.2018 22:00 - 31.07.2018 23:00","0","2477"
"31.07.2018 23:00 - 01.08.2018 00:00","0","1958"
"01.08.2018 00:00 - 01.08.2018 01:00","0","1952"
"01.08.2018 01:00 - 01.08.2018 02:00","0","2047"
"01.08.2018 02:00 - 01.08.2018 03:00","0","1992"
"01.08.2018 03:00 - 01.08.2018 04:00","0","2043"
"01.08.2018 04:00 - 01.08.2018 05:00","0","2076"
"01.08.2018 05:00 - 01.08.2018 06:00","0","2090"
"01.08.2018 06:00 - 01.08.2018 07:00","0","1950"
"01.08.2018 07:00 - 01.08.2018 08:00","0","2310"
"01.08.2018 08:00 - 01.08.2018 09:00","0","2559"
"01.08.2018 09:00 - 01.08.2018 10:00","0","2631"
"01.08.2018 10:00 - 01.08.2018 11:00","0","2539"
"01.08.2018 11:00 - 01.08.2018 12:00","0","2702"
"01.08.2018 12:00 - 01.08.2018 13:00","0","2544"
"01.08.2018 13:00 - 01.08.2018 14:00","0","2530"
"01.08.2018 14:00 - 01.08.2018 15:00","0","2493"
"01.08.2018 15:00 - 01.08.2018 16:00","0","2510"
"01.08.2018 16:00 - 01.08.2018 17:00","0","2377"
"01.08.2018 17:00 - 01.08.2018 18:00","0","2433"
"01.08.2018 18:00 - 01.08.2018 19:00","0","2385"
"01.08.2018 19:00 - 01.08.2018 20:00","0","2320"
"01.08.2018 20:00 - 01.08.2018 21:00","0","2489"
"01.08.2018 21:00 - 01.08.2018 22:00","0","2370"
"01.08.2018 22:00 - 01.08.2018 23:00","0","2356"
"01.08.2018 23:00 - 02.08.2018 00:00","0","2256"
"02.08.2018 00:00 - 02.08.2018 01:00","0","2019"
"02.08.2018 01:00 - 02.08.2018 02:00","0","2283"
"02.08.2018 02:00 - 02.08.2018 03:00","0","2333"
"02.08.2018 03:00 - 02.08.2018 04:00","0","2231"
"02.08.2018 04:00 - 02.08.2018 05:00","0","2254"
"02.08.2018 05:00 - 02.08.2018 06:00","0","2286"
"02.08.2018 06:00 - 02.08.2018 07:00","0","2046"
"02.08.2018 07:00 - 02.08.2018 08:00","0","2290"
"02.08.2018 08:00 - 02.08.2018 09:00","0","2308"
"02.08.2018 09:00 - 02.08.2018 10:00","0","2404"
"02.08.2018 10:00 - 02.08.2018 11:00","0","2577"
"02.08.2018 11:00 - 02.08.2018 12:00","0","2674"
"02.08.2018 12:00 - 02.08.2018 13:00","0","2518"
"02.08.2018 13:00 - 02.08.2018 14:00","0","2247"
"02.08.2018 14:00 - 02.08.2018 15:00","0","2070"
"02.08.2018 15:00 - 02.08.2018 16:00","0","2031"
"02.08.2018 16:00 - 02.08.2018 17:00","0","2238"
"02.08.2018 17:00 - 02.08.2018 18:00","0","2091"
"02.08.2018 18:00 - 02.08.2018 19:00","0","1949"
"02.08.2018 19:00 - 02.08.2018 20:00","0","1771"
"02.08.2018 20:00 - 02.08.2018 21:00","0","2070"
"02.08.2018 21:00 - 02.08.2018 22:00","0","2435"
"02.08.2018 22:00 - 02.08.2018 23:00","0","2455"
"02.08.2018 23:00 - 03.08.2018 00:00","0","2253"
"03.08.2018 00:00 - 03.08.2018 01:00","0","1953"
"03.08.2018 01:00 - 03.08.2018 02:00","0","1715"
"03.08.2018 02:00 - 03.08.2018 03:00","0","1807"
"03.08.2018 03:00 - 03.08.2018 04:00","0","1790"
"03.08.2018 04:00 - 03.08.2018 05:00","0","1958"
"03.08.2018 05:00 - 03.08.2018 06:00","0","2133"
"03.08.2018 06:00 - 03.08.2018 07:00","0","1892"
"03.08.2018 07:00 - 03.08.2018 08:00","0","1349"
"03.08.2018 08:00 - 03.08.2018 09:00","0","1855"
"03.08.2018 09:00 - 03.08.2018 10:00","0","2273"
"03.08.2018 10:00 - 03.08.2018 11:00","0","2559"
"03.08.2018 11:00 - 03.08.2018 12:00","0","2589"
"03.08.2018 12:00 - 03.08.2018 13:00","0","2157"
"03.08.2018 13:00 - 03.08.2018 14:00","0","1963"
"03.08.2018 14:00 - 03.08.2018 15:00","0","2132"
"03.08.2018 15:00 - 03.08.2018 16:00","0","2178"
"03.08.2018 16:00 - 03.08.2018 17:00","0","2062"
"03.08.2018 17:00 - 03.08.2018 18:00","0","1656"
"03.08.2018 18:00 - 03.08.2018 19:00","0","1724"
"03.08.2018 19:00 - 03.08.2018 20:00","0","1750"
"03.08.2018 20:00 - 03.08.2018 21:00","0","1948"
"03.08.2018 21:00 - 03.08.2018 22:00","0","1829"
"03.08.2018 22:00 - 03.08.2018 23:00","0","2026"
"03.08.2018 23:00 - 04.08.2018 00:00","0","2107"
"04.08.2018 00:00 - 04.08.2018 01:00","0","1759"
"04.08.2018 01:00 - 04.08.2018 02:00","0","1849"
"04.08.2018 02:00 - 04.08.2018 03:00","0","1835"
"04.08.2018 03:00 - 04.08.2018 04:00","0","1831"
"04.08.2018 04:00 - 04.08.2018 05:00","0","1868"
"04.08.2018 05:00 - 04.08.2018 06:00","0","1867"
"04.08.2018 06:00 - 04.08.2018 07:00","0","1853"
"04.08.2018 07:00 - 04.08.2018 08:00","0","1919"
"04.08.2018 08:00 - 04.08.2018 09:00","0","2025"
"04.08.2018 09:00 - 04.08.2018 10:00","0","2160"
"04.08.2018 10:00 - 04.08.2018 11:00","0","2184"
"04.08.2018 11:00 - 04.08.2018 12:00","0","2182"
"04.08.2018 12:00 - 04.08.2018 13:00","0","2245"
"04.08.2018 13:00 - 04.08.2018 14:00","0","2103"
"04.08.2018 14:00 - 04.08.2018 15:00","0","2139"
"04.08.2018 15:00 - 04.08.2018 16:00","0","2225"
"04.08.2018 16:00 - 04.08.2018 17:00","0","2064"
"04.08.2018 17:00 - 04.08.2018 18:00","0","1967"
"04.08.2018 18:00 - 04.08.2018 19:00","0","1838"
"04.08.2018 19:00 - 04.08.2018 20:00","0","1750"
"04.08.2018 20:00 - 04.08.2018 21:00","0","1683"
"04.08.2018 21:00 - 04.08.2018 22:00","0","1760"
"04.08.2018 22:00 - 04.08.2018 23:00","0","1778"
"04.08.2018 23:00 - 05.08.2018 00:00","0","1507"
"05.08.2018 00:00 - 05.08.2018 01:00","0","1994"
"05.08.2018 01:00 - 05.08.2018 02:00","0","2072"
"05.08.2018 02:00 - 05.08.2018 03:00","0","2315"
"05.08.2018 03:00 - 05.08.2018 04:00","0","2420"
"05.08.2018 04:00 - 05.08.2018 05:00","0","2443"
"05.08.2018 05:00 - 05.08.2018 06:00","0","2452"
"05.08.2018 06:00 - 05.08.2018 07:00","0","2439"
"05.08.2018 07:00 - 05.08.2018 08:00","0","2476"
"05.08.2018 08:00 - 05.08.2018 09:00","0","2446"
"05.08.2018 09:00 - 05.08.2018 10:00","0","2125"
"05.08.2018 10:00 - 05.08.2018 11:00","0","1278"
"05.08.2018 11:00 - 05.08.2018 12:00","0","1212"
"05.08.2018 12:00 - 05.08.2018 13:00","0","1097"
"05.08.2018 13:00 - 05.08.2018 14:00","0","1167"
"05.08.2018 14:00 - 05.08.2018 15:00","0","1225"
"05.08.2018 15:00 - 05.08.2018 16:00","0","1293"
"05.08.2018 16:00 - 05.08.2018 17:00","0","1175"
"05.08.2018 17:00 - 05.08.2018 18:00","0","1998"
"05.08.2018 18:00 - 05.08.2018 19:00","0","2505"
"05.08.2018 19:00 - 05.08.2018 20:00","0","2638"
"05.08.2018 20:00 - 05.08.2018 21:00","0","2719"
"05.08.2018 21:00 - 05.08.2018 22:00","0","2653"
"05.08.2018 22:00 - 05.08.2018 23:00","0","2628"
"05.08.2018 23:00 - 06.08.2018 00:00","0","2386"
"06.08.2018 00:00 - 06.08.2018 01:00","0","2202"
